stimulus_presentation_id,stimulus_block,start_time,stop_time,size,x_position,frame,stimulus_name,orientation,y_position,spatial_frequency,temporal_frequency,color,contrast,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2009,0.0,588.68856,588.93878,"[20.0, 20.0]",0.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502215,119,,,0,,False,8,test,0
2010,0.0,588.93878,589.18901,"[20.0, 20.0]",20.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502215,145,,,0,,False,11,test,1
2011,0.0,589.18901,589.43923,"[20.0, 20.0]",-20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502215,120,,,0,,False,6,train,0
2012,0.0,589.43923,589.68945,"[20.0, 20.0]",-40.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502215,110,,,0,,False,8,test,0
2013,0.0,589.68945,589.93966,"[20.0, 20.0]",30.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,38,,,0,,False,6,train,1
2014,0.0,589.93966,590.18988,"[20.0, 20.0]",20.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,206,,,0,,False,8,test,0
2015,0.0,590.18988,590.44009,"[20.0, 20.0]",-30.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,180,,,0,,False,7,train,0
2016,0.0,590.44009,590.6903,"[20.0, 20.0]",30.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,215,,,0,,False,9,train,1
2017,0.0,590.6903,590.9405,"[20.0, 20.0]",-30.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,180,,,0,,False,8,test,0
2018,0.0,590.9405,591.19071,"[20.0, 20.0]",30.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,19,,,0,,False,8,test,2
2019,0.0,591.19071,591.44091,"[20.0, 20.0]",-40.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,151,,,0,,False,8,test,2
2020,0.0,591.44091,591.69111,"[20.0, 20.0]",-40.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,176,,,0,,False,8,test,0
2021,0.0,591.69111,591.94132,"[20.0, 20.0]",10.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,32,,,0,,False,7,train,0
2022,0.0,591.94132,592.19154,"[20.0, 20.0]",40.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,207,,,0,,False,9,train,2
2023,0.0,592.19154,592.44176,"[20.0, 20.0]",20.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,196,,,0,,False,9,train,2
2024,0.0,592.44176,592.69197,"[20.0, 20.0]",20.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250216,11,,,0,,False,10,train,1
2025,0.0,592.69197,592.94217,"[20.0, 20.0]",-10.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,194,,,0,,False,8,test,1
2026,0.0,592.94217,593.19238,"[20.0, 20.0]",-30.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,179,,,0,,False,6,train,1
2027,0.0,593.19238,593.44258,"[20.0, 20.0]",0.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,119,,,0,,False,9,train,0
2028,0.0,593.44258,593.69278,"[20.0, 20.0]",-40.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502015,98,,,0,,False,10,train,1
2029,0.0,593.69278,593.94299,"[20.0, 20.0]",-30.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,52,,,0,,False,9,train,1
2030,0.0,593.94299,594.1932,"[20.0, 20.0]",40.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,104,,,0,,False,7,train,1
2031,0.0,594.1932,594.44341,"[20.0, 20.0]",10.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,81,,,0,,False,7,train,1
2032,0.0,594.44341,594.69362,"[20.0, 20.0]",-20.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,90,,,0,,False,6,train,2
2033,0.0,594.69362,594.94383,"[20.0, 20.0]",40.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,233,,,0,,False,7,train,0
2034,0.0,594.94383,595.19404,"[20.0, 20.0]",-10.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,183,,,0,,False,5,test,0
2035,0.0,595.19404,595.44425,"[20.0, 20.0]",30.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,241,,,0,,False,5,test,0
2036,0.0,595.44425,595.69446,"[20.0, 20.0]",-30.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,161,,,0,,False,11,test,0
2037,0.0,595.69446,595.94467,"[20.0, 20.0]",-20.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,144,,,0,,False,7,train,0
2038,0.0,595.94467,596.19488,"[20.0, 20.0]",-10.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,154,,,0,,False,9,train,0
2039,0.0,596.19488,596.44508,"[20.0, 20.0]",10.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,28,,,0,,False,9,train,1
2040,0.0,596.44508,596.69529,"[20.0, 20.0]",-30.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,20,,,0,,False,7,train,2
2041,0.0,596.69529,596.9455,"[20.0, 20.0]",20.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,213,,,0,,False,4,train,1
2042,0.0,596.9455,597.19571,"[20.0, 20.0]",-10.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,99,,,0,,False,6,train,1
2043,0.0,597.19571,597.44592,"[20.0, 20.0]",20.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,116,,,0,,False,6,train,1
2044,0.0,597.44592,597.69613,"[20.0, 20.0]",-10.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,99,,,0,,False,7,train,1
2045,0.0,597.69613,597.94634,"[20.0, 20.0]",0.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,173,,,0,,False,6,train,0
2046,0.0,597.94634,598.19655,"[20.0, 20.0]",10.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,84,,,0,,False,10,train,0
2047,0.0,598.19655,598.44675,"[20.0, 20.0]",30.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,10,,,0,,False,8,test,0
2048,0.0,598.44675,598.69696,"[20.0, 20.0]",-40.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,176,,,0,,False,9,train,0
2049,0.0,598.69696,598.94717,"[20.0, 20.0]",40.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,5,,,0,,False,10,train,1
2050,0.0,598.94717,599.19739,"[20.0, 20.0]",-30.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,62,,,0,,False,8,test,0
2051,0.0,599.19739,599.4476,"[20.0, 20.0]",-30.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,236,,,0,,False,6,train,1
2052,0.0,599.4476,599.69781,"[20.0, 20.0]",30.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,6,,,0,,False,8,test,2
2053,0.0,599.69781,599.94801,"[20.0, 20.0]",10.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501985,175,,,0,,False,9,train,1
2054,0.0,599.94801,600.19821,"[20.0, 20.0]",40.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501985,186,,,0,,False,6,train,1
2055,0.0,600.19821,600.4484,"[20.0, 20.0]",20.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501985,209,,,0,,False,9,train,1
2056,0.0,600.4484,600.6986,"[20.0, 20.0]",-40.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501985,202,,,0,,False,10,train,0
2057,0.0,600.6986,600.94882,"[20.0, 20.0]",40.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,40,,,0,,False,11,test,1
2058,0.0,600.94882,601.19903,"[20.0, 20.0]",-10.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,3,,,0,,False,6,train,2
2059,0.0,601.19903,601.44924,"[20.0, 20.0]",-30.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,243,,,0,,False,4,train,2
2060,0.0,601.44924,601.69946,"[20.0, 20.0]",-40.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250214,23,,,0,,False,12,train,1
2061,0.0,601.69946,601.94967,"[20.0, 20.0]",0.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,42,,,0,,False,10,train,0
2062,0.0,601.94967,602.19988,"[20.0, 20.0]",20.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,117,,,0,,False,8,test,2
2063,0.0,602.19988,602.45009,"[20.0, 20.0]",20.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,4,,,0,,False,10,train,0
2064,0.0,602.45009,602.7003,"[20.0, 20.0]",30.0,null,gabors,90.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,212,,,0,,False,11,test,2
2065,0.0,602.7003,602.95051,"[20.0, 20.0]",40.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,199,,,0,,False,8,test,0
2066,0.0,602.95051,603.20073,"[20.0, 20.0]",30.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,82,,,0,,False,9,train,1
2067,0.0,603.20073,603.45094,"[20.0, 20.0]",40.0,null,gabors,90.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,127,,,0,,False,10,train,2
2068,0.0,603.45094,603.70115,"[20.0, 20.0]",20.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,116,,,0,,False,7,train,1
2069,0.0,603.70115,603.95137,"[20.0, 20.0]",10.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,166,,,0,,False,9,train,2
2070,0.0,603.95137,604.20159,"[20.0, 20.0]",-40.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,44,,,0,,False,10,train,2
2071,0.0,604.20159,604.4518,"[20.0, 20.0]",0.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,126,,,0,,False,6,train,0
2072,0.0,604.4518,604.70202,"[20.0, 20.0]",20.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,165,,,0,,False,5,test,0
2073,0.0,604.70202,604.95222,"[20.0, 20.0]",40.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501965,222,,,0,,False,6,train,2
2074,0.0,604.95222,605.20242,"[20.0, 20.0]",-40.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501965,132,,,0,,False,6,train,1
2075,0.0,605.20242,605.45261,"[20.0, 20.0]",10.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501965,177,,,0,,False,8,test,2
2076,0.0,605.45261,605.70281,"[20.0, 20.0]",-40.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501965,227,,,0,,False,5,test,1
2077,0.0,605.70281,605.95302,"[20.0, 20.0]",10.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,239,,,0,,False,5,test,0
2078,0.0,605.95302,606.20323,"[20.0, 20.0]",0.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,173,,,0,,False,7,train,0
2079,0.0,606.20323,606.45344,"[20.0, 20.0]",20.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,58,,,0,,False,11,test,0
2080,0.0,606.45344,606.70365,"[20.0, 20.0]",40.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,137,,,0,,False,6,train,0
2081,0.0,606.70365,606.95386,"[20.0, 20.0]",-40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,73,,,0,,False,10,train,2
2082,0.0,606.95386,607.20407,"[20.0, 20.0]",-10.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,194,,,0,,False,9,train,1
2083,0.0,607.20407,607.45427,"[20.0, 20.0]",20.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,22,,,0,,False,9,train,1
2084,0.0,607.45427,607.70448,"[20.0, 20.0]",30.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,82,,,0,,False,10,train,1
2085,0.0,607.70448,607.95469,"[20.0, 20.0]",30.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,102,,,0,,False,10,train,1
2086,0.0,607.95469,608.2049,"[20.0, 20.0]",-30.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,159,,,0,,False,8,test,1
2087,0.0,608.2049,608.4551,"[20.0, 20.0]",0.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,190,,,0,,False,10,train,1
2088,0.0,608.4551,608.70531,"[20.0, 20.0]",30.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,218,,,0,,False,8,test,2
2089,0.0,608.70531,608.95552,"[20.0, 20.0]",30.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,82,,,0,,False,11,test,1
2090,0.0,608.95552,609.20573,"[20.0, 20.0]",0.0,null,gabors,45.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,85,,,0,,False,8,test,1
2091,0.0,609.20573,609.45594,"[20.0, 20.0]",0.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,223,,,0,,False,9,train,0
2092,0.0,609.45594,609.70615,"[20.0, 20.0]",-30.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,52,,,0,,False,10,train,1
2093,0.0,609.70615,609.95636,"[20.0, 20.0]",10.0,null,gabors,0.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,13,,,0,,False,9,train,0
2094,0.0,609.95636,610.20658,"[20.0, 20.0]",20.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,12,,,0,,False,10,train,0
2095,0.0,610.20658,610.45679,"[20.0, 20.0]",-20.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,171,,,0,,False,6,train,1
2096,0.0,610.45679,610.707,"[20.0, 20.0]",-20.0,null,gabors,0.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502135,232,,,0,,False,5,test,0
2097,0.0,610.707,610.95721,"[20.0, 20.0]",10.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,103,,,0,,False,8,test,0
2098,0.0,610.95721,611.20742,"[20.0, 20.0]",-20.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,144,,,0,,False,8,test,0
2099,0.0,611.20742,611.45762,"[20.0, 20.0]",0.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,131,,,0,,False,7,train,1
2100,0.0,611.45762,611.70783,"[20.0, 20.0]",-20.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,21,,,0,,False,9,train,2
2101,0.0,611.70783,611.95804,"[20.0, 20.0]",30.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,219,,,0,,False,7,train,2
2102,0.0,611.95804,612.20825,"[20.0, 20.0]",-20.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,108,,,0,,False,5,test,2
2103,0.0,612.20825,612.45846,"[20.0, 20.0]",30.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,16,,,0,,False,9,train,0
2104,0.0,612.45846,612.70867,"[20.0, 20.0]",0.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,54,,,0,,False,9,train,1
2105,0.0,612.70867,612.95888,"[20.0, 20.0]",-20.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,108,,,0,,False,6,train,2
2106,0.0,612.95888,613.20909,"[20.0, 20.0]",30.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,140,,,0,,False,6,train,0
2107,0.0,613.20909,613.45929,"[20.0, 20.0]",20.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,130,,,0,,False,8,test,0
2108,0.0,613.45929,613.7095,"[20.0, 20.0]",-20.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,108,,,0,,False,7,train,2
2109,0.0,613.7095,613.9597,"[20.0, 20.0]",-20.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,63,,,0,,False,4,train,2
2110,0.0,613.9597,614.20991,"[20.0, 20.0]",30.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,102,,,0,,False,11,test,1
2111,0.0,614.20991,614.46012,"[20.0, 20.0]",30.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,241,,,0,,False,6,train,0
2112,0.0,614.46012,614.71032,"[20.0, 20.0]",0.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250206,65,,,0,,False,12,train,1
2113,0.0,614.71032,614.96053,"[20.0, 20.0]",-10.0,null,gabors,0.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,88,,,0,,False,6,train,0
2114,0.0,614.96053,615.21074,"[20.0, 20.0]",-20.0,null,gabors,0.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,150,,,0,,False,5,test,0
2115,0.0,615.21074,615.46095,"[20.0, 20.0]",-40.0,null,gabors,90.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,44,,,0,,False,11,test,2
2116,0.0,615.46095,615.71116,"[20.0, 20.0]",20.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250209,226,,,0,,False,6,train,2
2117,0.0,615.71116,615.96137,"[20.0, 20.0]",-40.0,null,gabors,90.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,73,,,0,,False,11,test,2
2118,0.0,615.96137,616.21158,"[20.0, 20.0]",30.0,null,gabors,0.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,241,,,0,,False,7,train,0
2119,0.0,616.21158,616.46178,"[20.0, 20.0]",30.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,125,,,0,,False,7,train,1
2120,0.0,616.46178,616.71199,"[20.0, 20.0]",20.0,null,gabors,45.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502085,213,,,0,,False,5,test,1
2121,0.0,616.71199,616.9622,"[20.0, 20.0]",40.0,null,gabors,0.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,46,,,0,,False,8,test,0
2122,0.0,616.9622,617.21242,"[20.0, 20.0]",10.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,86,,,0,,False,9,train,0
2123,0.0,617.21242,617.46263,"[20.0, 20.0]",-10.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,237,,,0,,False,8,test,2
2124,0.0,617.46263,617.71284,"[20.0, 20.0]",-40.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502115,132,,,0,,False,7,train,1
2125,0.0,617.71284,617.96305,"[20.0, 20.0]",-30.0,null,gabors,90.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,26,,,0,,False,7,train,2
2126,0.0,617.96305,618.21326,"[20.0, 20.0]",10.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,231,,,0,,False,5,test,1
2127,0.0,618.21326,618.46347,"[20.0, 20.0]",30.0,null,gabors,45.0,30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,102,,,0,,False,12,train,1
2128,0.0,618.46347,618.71368,"[20.0, 20.0]",-10.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,237,,,0,,False,9,train,2
2129,0.0,618.71368,618.96389,"[20.0, 20.0]",0.0,null,gabors,45.0,-30.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,216,,,0,,False,9,train,1
2130,0.0,618.96389,619.2141,"[20.0, 20.0]",-40.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,101,,,0,,False,10,train,0
2131,0.0,619.2141,619.4643,"[20.0, 20.0]",-40.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,110,,,0,,False,9,train,0
2132,0.0,619.4643,619.71451,"[20.0, 20.0]",-40.0,null,gabors,90.0,0.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,36,,,0,,False,6,train,2
2133,0.0,619.71451,619.96472,"[20.0, 20.0]",10.0,null,gabors,45.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,66,,,0,,False,8,test,1
2134,0.0,619.96472,620.21493,"[20.0, 20.0]",40.0,null,gabors,0.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,230,,,0,,False,8,test,0
2135,0.0,620.21493,620.46514,"[20.0, 20.0]",0.0,null,gabors,0.0,40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,77,,,0,,False,12,train,0
2136,0.0,620.46514,620.71535,"[20.0, 20.0]",-20.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.250211,108,,,0,,False,8,test,2
2137,0.0,620.71535,620.96556,"[20.0, 20.0]",20.0,null,gabors,45.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,11,,,0,,False,11,test,1
2138,0.0,620.96556,621.21577,"[20.0, 20.0]",30.0,null,gabors,45.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,198,,,0,,False,10,train,1
2139,0.0,621.21577,621.46597,"[20.0, 20.0]",-30.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,56,,,0,,False,8,test,2
2140,0.0,621.46597,621.71618,"[20.0, 20.0]",20.0,null,gabors,45.0,-40.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502065,116,,,0,,False,8,test,1
2141,0.0,621.71618,621.9664,"[20.0, 20.0]",0.0,null,gabors,90.0,10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,138,,,0,,False,6,train,2
2142,0.0,621.9664,622.21662,"[20.0, 20.0]",40.0,null,gabors,90.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,222,,,0,,False,7,train,2
2143,0.0,622.21662,622.46683,"[20.0, 20.0]",-30.0,null,gabors,45.0,-10.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,236,,,0,,False,7,train,1
2144,0.0,622.46683,622.71705,"[20.0, 20.0]",-30.0,null,gabors,0.0,-20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2502185,180,,,0,,False,9,train,0
2145,0.0,622.71705,622.96725,"[20.0, 20.0]",-20.0,null,gabors,90.0,20.0,0.08,4.0,null,0.8,"[3644.93333333, 3644.93333333]",0.2501965,122,,,0,,False,9,train,2
