unit_id,group,direction,rows_or_columns_removed,crop_stratum,configuration,v1_radius_deg,hva_radius_deg,ring_weight_pixel_equivalents,success,at_bound,data_rmse,ring_modulation_rms,center_x_px,center_y_px,major_sigma_deg,absolute_log2_major_sigma_ratio,center_error_deg
951869357,V1,bottom,2,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.9086784,0.00064500974,4.6147203,3.2557334,8.9512322,0.048256441,0.097209096
951869357,V1,bottom,2,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.9086784,0.00064500715,4.6147202,3.2557334,8.9512303,0.048256476,0.097209163
951869357,V1,bottom,2,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.9086784,0.00064499739,4.6147199,3.2557333,8.9512234,0.048256562,0.097209418
951869357,V1,bottom,2,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.9086784,2.3492643e-06,4.6147203,3.2557334,8.9512328,0.048256426,0.097209058
951869357,V1,bottom,2,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.9086784,2.3492651e-06,4.6147203,3.2557334,8.9512329,0.048256418,0.097209038
951869357,V1,bottom,2,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.9086784,2.3492679e-06,4.6147204,3.2557334,8.9512333,0.048256398,0.097209051
951869357,V1,bottom,3,component intact,no ring,,,0,True,False,3.0504838,,4.6107062,3.2653124,8.6895559,0.09106037,0.19999554
951869357,V1,bottom,3,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,3.0504839,0.093966135,4.6107192,3.2653192,8.6883669,0.091144892,0.19995268
951869357,V1,bottom,3,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,3.0504843,0.093637001,4.6107578,3.2653394,8.6848316,0.091427747,0.199849
951869357,V1,bottom,3,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,3.0504913,0.092375882,4.6109146,3.2654217,8.6712422,0.092371506,0.19938466
951869357,V1,bottom,3,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,3.0504838,0.0013150625,4.6107062,3.2653124,8.6895555,0.091060349,0.19999551
951869357,V1,bottom,3,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,3.0504838,0.0013150593,4.6107062,3.2653124,8.6895543,0.091060293,0.19999542
951869357,V1,bottom,3,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,3.0504838,0.0013150466,4.6107063,3.2653125,8.6895493,0.091060088,0.19999493
951869357,V1,bottom,3,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,3.0504838,5.0904862e-06,4.6107062,3.2653124,8.6895559,0.091060374,0.19999556
951869357,V1,bottom,3,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,3.0504838,5.0904867e-06,4.6107062,3.2653124,8.6895559,0.091060378,0.19999557
951869357,V1,bottom,3,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,3.0504838,5.090489e-06,4.6107062,3.2653124,8.6895561,0.091060386,0.19999559
951869357,V1,bottom,4,component intact,no ring,,,0,True,False,2.9836926,,4.6122089,3.2624463,8.8344248,0.067206605,0.16763797
951869357,V1,bottom,4,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,2.9836926,0.059880957,4.6122116,3.2624506,8.8338536,0.067186989,0.16762158
951869357,V1,bottom,4,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,2.9836927,0.059779067,4.6122274,3.2624668,8.8323031,0.067135936,0.1675899
951869357,V1,bottom,4,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,2.9836946,0.059345936,4.6122581,3.2625166,8.8255658,0.066921414,0.16741755
951869357,V1,bottom,4,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.9836926,0.00071815668,4.6122089,3.2624463,8.8344247,0.067206534,0.16763794
951869357,V1,bottom,4,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.9836926,0.00071815614,4.6122089,3.2624463,8.8344244,0.067206333,0.16763782
951869357,V1,bottom,4,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.9836926,0.00071815386,4.6122089,3.2624463,8.8344228,0.067205559,0.16763739
951869357,V1,bottom,4,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.9836926,2.4334906e-06,4.6122089,3.2624463,8.8344248,0.067206608,0.16763798
951869357,V1,bottom,4,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.9836926,2.433491e-06,4.6122089,3.2624463,8.8344249,0.067206608,0.16763797
951869357,V1,bottom,4,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.9836926,2.433492e-06,4.6122089,3.2624463,8.834425,0.067206619,0.16763799
951869357,V1,left,0,component intact,no ring,,,0,True,False,2.6739389,,4.6202393,3.2477311,9.2557046,0,0
951869357,V1,left,0,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,2.6739389,0.064131485,4.6202299,3.2477306,9.2549803,0,0
951869357,V1,left,0,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,2.673939,0.064001665,4.6202122,3.2477323,9.2530284,0,0
951869357,V1,left,0,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,2.6739406,0.063445096,4.6201044,3.2477273,9.2445954,0,0
951869357,V1,left,0,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.6739389,0.00095553158,4.6202393,3.2477311,9.255704,0,0
951869357,V1,left,0,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.6739389,0.00095552861,4.6202392,3.2477311,9.2557023,0,0
951869357,V1,left,0,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.6739389,0.00095551687,4.620239,3.2477311,9.2556958,0,0
951869357,V1,left,0,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.6739389,4.7160647e-06,4.6202393,3.2477311,9.2557046,0,0
951869357,V1,left,0,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.6739389,4.7160656e-06,4.6202393,3.2477311,9.2557047,0,0
951869357,V1,left,0,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.6739389,4.7160686e-06,4.6202393,3.2477311,9.2557049,0,0
951869357,V1,left,1,component intact,no ring,,,0,True,False,2.7077796,,4.6176995,3.2509022,9.1218203,0.021021071,0.040627804
951869357,V1,left,1,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,2.7077796,0.065602591,4.6176761,3.2509019,9.1210564,0.021028985,0.040716899
951869357,V1,left,1,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,2.7077797,0.065455571,4.6176177,3.2509047,9.1190075,0.021048799,0.040982345
951869357,V1,left,1,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,2.7077818,0.064822152,4.6173487,3.2509027,9.1101694,0.021132296,0.042043558
951869357,V1,left,1,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.7077796,0.00093190412,4.6176995,3.2509022,9.1218195,0.021021114,0.040627897
951869357,V1,left,1,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.7077796,0.00093189953,4.6176994,3.2509022,9.1218171,0.021021231,0.040628127
951869357,V1,left,1,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.7077796,0.00093188266,4.617699,3.2509021,9.1218083,0.021021595,0.040628866
951869357,V1,left,1,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.7077796,4.1662259e-06,4.6176995,3.2509022,9.1218203,0.021021071,0.040627822
951869357,V1,left,1,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.7077796,4.1662271e-06,4.6176995,3.2509022,9.1218204,0.021021067,0.040627809
951869357,V1,left,1,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.7077796,4.1662324e-06,4.6176996,3.2509022,9.1218208,0.021021041,0.040627786
951869357,V1,left,2,component intact,no ring,,,0,True,False,2.7909801,,4.6186729,3.2495992,9.1768038,0.012351058,0.024378871
951869357,V1,left,2,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,2.7909801,0.069941194,4.6186561,3.2496022,9.1761305,0.012343997,0.024453128
951869357,V1,left,2,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,2.7909803,0.069740864,4.6185742,3.2496017,9.173475,0.012457282,0.024855227
951869357,V1,left,2,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,2.7909831,0.06899384,4.6182748,3.2496059,9.163514,0.012709242,0.026222691
951869357,V1,left,2,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.7909801,0.0010441321,4.6186729,3.2495992,9.1768029,0.012351105,0.024378959
951869357,V1,left,2,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.7909801,0.0010441267,4.6186728,3.2495992,9.1768003,0.012351249,0.024379232
951869357,V1,left,2,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.7909801,0.0010441062,4.6186724,3.2495991,9.1767906,0.012351754,0.024380212
951869357,V1,left,2,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.7909801,4.9754816e-06,4.6186729,3.2495992,9.1768038,0.012351058,0.024378862
951869357,V1,left,2,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.7909801,4.9754829e-06,4.6186729,3.2495992,9.1768039,0.012351054,0.024378863
951869357,V1,left,2,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.7909801,4.9754874e-06,4.618673,3.2495992,9.1768042,0.012351045,0.024378844
951869357,V1,left,3,component intact,no ring,,,0,True,False,2.9462176,,4.6150728,3.2516508,9.3584568,0.015927828,0.064851402
951869357,V1,left,3,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,2.9462179,0.17045003,4.6151017,3.2516645,9.3539726,0.015349289,0.064632621
951869357,V1,left,3,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,2.9462223,0.16873666,4.6151943,3.2517072,9.3410936,0.013665848,0.064015121
951869357,V1,left,3,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,2.9462852,0.16252743,4.6155341,3.2518673,9.2937698,0.0076537202,0.061665826
951869357,V1,left,3,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.9462176,0.0041952551,4.6150727,3.2516508,9.3584499,0.01592685,0.064851604
951869357,V1,left,3,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.9462176,0.0041951259,4.6150726,3.2516508,9.3584291,0.015923917,0.064852175
951869357,V1,left,3,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.9462176,0.0041946196,4.6150721,3.2516507,9.3583482,0.015912459,0.064854128
951869357,V1,left,3,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.9462176,3.407175e-05,4.6150728,3.2516508,9.3584568,0.015927828,0.064851408
951869357,V1,left,3,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.9462176,3.4071753e-05,4.6150728,3.2516508,9.3584568,0.015927825,0.064851414
951869357,V1,left,3,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.9462176,3.4071763e-05,4.6150728,3.2516508,9.358457,0.015927811,0.064851458
951869357,V1,left,4,component intact,no ring,,,0,True,False,3.0648578,,3.2616863,3.276083,25.602768,1.4678851,13.588489
951869357,V1,left,4,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,3.0868206,2.188151,4.2445412,3.2750435,17.30568,0.90294385,3.7668025
951869357,V1,left,4,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,3.1176142,0.095412433,4.6003929,3.2625654,9.5645256,0.047767789,0.24755326
951869357,V1,left,4,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,3.1176609,0.087565132,4.6022567,3.2624921,9.4684912,0.034524364,0.23163304
951869357,V1,left,4,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,3.0720565,1.4258346,3.9603739,3.2760627,20.372474,1.1382066,6.6047333
951869357,V1,left,4,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,3.0818379,0.80229662,4.1758768,3.2751885,18.13691,0.97051434,4.4520995
951869357,V1,left,4,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,3.095109,0.3922453,4.3278429,3.2733564,16.061603,0.79520257,2.9351688
951869357,V1,left,4,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,3.0672133,0.91446263,3.7226944,3.2760806,22.360918,1.2725647,8.9799248
951869357,V1,left,4,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,3.0709873,0.55577342,3.9212766,3.2758428,20.704544,1.1615327,6.9952785
951869357,V1,left,4,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,3.0769062,0.30952915,4.0859819,3.2753203,19.114395,1.0462447,5.3496927
951869357,V1,right,0,component intact,no ring,,,0,True,False,2.6739389,,4.6202393,3.2477311,9.2557046,0,0
951869357,V1,right,0,component intact,ring V1/HVA 30/40 deg; weight 1,30,40,1,True,False,2.6739389,0.064131485,4.6202299,3.2477306,9.2549803,0,0
951869357,V1,right,0,component intact,ring V1/HVA 30/40 deg; weight 4,30,40,4,True,False,2.673939,0.064001665,4.6202122,3.2477323,9.2530284,0,0
951869357,V1,right,0,component intact,ring V1/HVA 30/40 deg; weight 16,30,40,16,True,False,2.6739406,0.063445096,4.6201044,3.2477273,9.2445954,0,0
951869357,V1,right,0,component intact,ring V1/HVA 40/50 deg; weight 1,40,50,1,True,False,2.6739389,0.00095553158,4.6202393,3.2477311,9.255704,0,0
951869357,V1,right,0,component intact,ring V1/HVA 40/50 deg; weight 4,40,50,4,True,False,2.6739389,0.00095552861,4.6202392,3.2477311,9.2557023,0,0
951869357,V1,right,0,component intact,ring V1/HVA 40/50 deg; weight 16,40,50,16,True,False,2.6739389,0.00095551687,4.620239,3.2477311,9.2556958,0,0
951869357,V1,right,0,component intact,ring V1/HVA 50/60 deg; weight 1,50,60,1,True,False,2.6739389,4.7160647e-06,4.6202393,3.2477311,9.2557046,0,0
951869357,V1,right,0,component intact,ring V1/HVA 50/60 deg; weight 4,50,60,4,True,False,2.6739389,4.7160656e-06,4.6202393,3.2477311,9.2557047,0,0
951869357,V1,right,0,component intact,ring V1/HVA 50/60 deg; weight 16,50,60,16,True,False,2.6739389,4.7160686e-06,4.6202393,3.2477311,9.2557049,0,0
951869357,V1,right,1,component intact,no ring,,,0,True,False,2.5805571,,4.6186003,3.2459772,9.2373281,0.0028672021,0.024005432
