preference,area,bandwidth_deg,azimuth_deg,elevation_deg,estimate_log2,estimate_preference,effective_sessions,local_units,supported,source_units,source_sessions
tf,Multi-probe V1,8,90,24,1.33732,2.52681,5.75875,26,True,528,8
tf,Multi-probe V1,8,10,26,1.05239,2.07396,5.03003,27,True,528,8
tf,Multi-probe V1,8,12,26,1.04982,2.07027,5.48127,35,True,528,8
tf,Multi-probe V1,8,14,26,1.0539,2.07613,5.88034,44,True,528,8
tf,Multi-probe V1,8,16,26,1.06474,2.09179,6.19123,52,True,528,8
tf,Multi-probe V1,8,18,26,1.08152,2.11627,6.39959,58,True,528,8
tf,Multi-probe V1,8,20,26,1.10241,2.14713,6.51846,63,True,528,8
tf,Multi-probe V1,8,22,26,1.12465,2.18049,6.57966,67,True,528,8
tf,Multi-probe V1,8,24,26,1.14488,2.21128,6.61766,70,True,528,8
tf,Multi-probe V1,8,26,26,1.15955,2.23388,6.65589,67,True,528,8
tf,Multi-probe V1,8,28,26,1.16538,2.24293,6.69939,62,True,528,8
tf,Multi-probe V1,8,30,26,1.15981,2.23428,6.73335,68,True,528,8
tf,Multi-probe V1,8,32,26,1.14135,2.20588,6.72816,68,True,528,8
tf,Multi-probe V1,8,34,26,1.10993,2.15835,6.65317,73,True,528,8
tf,Multi-probe V1,8,36,26,1.06699,2.09506,6.4973,70,True,528,8
tf,Multi-probe V1,8,38,26,1.01553,2.02164,6.28398,71,True,528,8
tf,Multi-probe V1,8,40,26,0.959733,1.94495,6.0655,65,True,528,8
tf,Multi-probe V1,8,42,26,0.904404,1.87177,5.89967,59,True,528,8
tf,Multi-probe V1,8,44,26,0.854161,1.80771,5.82697,55,True,528,8
tf,Multi-probe V1,8,46,26,0.812748,1.75655,5.86053,56,True,528,8
tf,Multi-probe V1,8,48,26,0.782621,1.72025,5.9874,50,True,528,8
tf,Multi-probe V1,8,50,26,0.764875,1.69922,6.17612,50,True,528,8
tf,Multi-probe V1,8,52,26,0.759437,1.69283,6.38855,50,True,528,8
tf,Multi-probe V1,8,54,26,0.765379,1.69982,6.59173,43,True,528,8
tf,Multi-probe V1,8,56,26,0.781317,1.7187,6.76041,40,True,528,8
tf,Multi-probe V1,8,58,26,0.805853,1.74818,6.864,36,True,528,8
tf,Multi-probe V1,8,60,26,0.838022,1.7876,6.8479,36,True,528,8
tf,Multi-probe V1,8,62,26,0.877623,1.83735,6.64056,32,True,528,8
tf,Multi-probe V1,8,64,26,0.925198,1.89894,6.21399,32,True,528,8
tf,Multi-probe V1,8,66,26,0.981462,1.97447,5.64911,28,True,528,8
tf,Multi-probe V1,8,68,26,1.04628,2.0652,5.10415,28,True,528,8
tf,Multi-probe V1,8,70,26,1.11767,2.16996,4.71446,27,True,528,8
tf,Multi-probe V1,8,72,26,1.19148,2.28387,4.54531,28,True,528,8
tf,Multi-probe V1,8,74,26,1.26219,2.3986,4.60905,24,True,528,8
tf,Multi-probe V1,8,76,26,1.32437,2.50424,4.88599,28,True,528,8
tf,Multi-probe V1,8,78,26,1.37422,2.59228,5.318,32,True,528,8
tf,Multi-probe V1,8,80,26,1.41043,2.65817,5.78674,30,True,528,8
tf,Multi-probe V1,8,82,26,1.43413,2.7022,6.12533,29,True,528,8
tf,Multi-probe V1,8,84,26,1.44811,2.7285,6.20366,28,True,528,8
tf,Multi-probe V1,8,86,26,1.45575,2.74299,6.01792,24,True,528,8
tf,Multi-probe V1,8,88,26,1.46017,2.75141,5.66987,24,True,528,8
tf,Multi-probe V1,8,90,26,1.46371,2.75816,5.27423,21,True,528,8
tf,Multi-probe V1,8,10,28,1.05441,2.07687,5.22576,26,True,528,8
tf,Multi-probe V1,8,12,28,1.04986,2.07033,5.60356,34,True,528,8
tf,Multi-probe V1,8,14,28,1.05255,2.07419,5.92111,39,True,528,8
tf,Multi-probe V1,8,16,28,1.06265,2.08877,6.16363,48,True,528,8
tf,Multi-probe V1,8,18,28,1.07938,2.11313,6.33502,56,True,528,8
tf,Multi-probe V1,8,20,28,1.10089,2.14487,6.45529,58,True,528,8
tf,Multi-probe V1,8,22,28,1.12435,2.18004,6.55079,64,True,528,8
tf,Multi-probe V1,8,24,28,1.14626,2.21339,6.64279,71,True,528,8
tf,Multi-probe V1,8,26,28,1.16284,2.23897,6.73858,67,True,528,8
tf,Multi-probe V1,8,28,28,1.17058,2.25103,6.82651,65,True,528,8
tf,Multi-probe V1,8,30,28,1.16678,2.2451,6.87681,70,True,528,8
tf,Multi-probe V1,8,32,28,1.14994,2.21905,6.8516,67,True,528,8
tf,Multi-probe V1,8,34,28,1.12016,2.17371,6.72514,75,True,528,8
tf,Multi-probe V1,8,36,28,1.07922,2.1129,6.505,72,True,528,8
tf,Multi-probe V1,8,38,28,1.03041,2.0426,6.23636,71,True,528,8
tf,Multi-probe V1,8,40,28,0.977997,1.96973,5.98331,68,True,528,8
tf,Multi-probe V1,8,42,28,0.926553,1.90073,5.80291,68,True,528,8
tf,Multi-probe V1,8,44,28,0.880188,1.84061,5.72956,60,True,528,8
tf,Multi-probe V1,8,46,28,0.842076,1.79263,5.77195,59,True,528,8
tf,Multi-probe V1,8,48,28,0.814291,1.75843,5.91577,55,True,528,8
tf,Multi-probe V1,8,50,28,0.797905,1.73857,6.12785,51,True,528,8
tf,Multi-probe V1,8,52,28,0.793203,1.73292,6.36366,54,True,528,8
tf,Multi-probe V1,8,54,28,0.799875,1.74095,6.57923,53,True,528,8
tf,Multi-probe V1,8,56,28,0.817143,1.76191,6.73958,46,True,528,8
tf,Multi-probe V1,8,58,28,0.843892,1.79489,6.81203,43,True,528,8
tf,Multi-probe V1,8,60,28,0.878892,1.83896,6.74782,36,True,528,8
tf,Multi-probe V1,8,62,28,0.921126,1.89359,6.48606,37,True,528,8
tf,Multi-probe V1,8,64,28,0.970075,1.95894,6.01113,33,True,528,8
tf,Multi-probe V1,8,66,28,1.02571,2.03597,5.41202,32,True,528,8
tf,Multi-probe V1,8,68,28,1.08807,2.12589,4.84418,32,True,528,8
tf,Multi-probe V1,8,70,28,1.15643,2.22905,4.43311,32,True,528,8
tf,Multi-probe V1,8,72,28,1.22872,2.34359,4.23634,25,True,528,8
tf,Multi-probe V1,8,74,28,1.30139,2.46466,4.26533,23,True,528,8
tf,Multi-probe V1,8,76,28,1.37002,2.58474,4.5066,23,True,528,8
tf,Multi-probe V1,8,78,28,1.43049,2.69538,4.91254,30,True,528,8
tf,Multi-probe V1,8,80,28,1.4801,2.78968,5.3696,32,True,528,8
tf,Multi-probe V1,8,82,28,1.51822,2.86436,5.69773,29,True,528,8
tf,Multi-probe V1,8,84,28,1.54611,2.92029,5.74701,24,True,528,8
tf,Multi-probe V1,8,86,28,1.56625,2.96135,5.51649,23,True,528,8
tf,Multi-probe V1,8,88,28,1.58137,2.99255,5.12955,22,True,528,8
tf,Multi-probe V1,8,90,28,,,4.71444,17,False,528,8
tf,Multi-probe V1,8,10,30,1.05788,2.08188,5.17339,21,True,528,8
tf,Multi-probe V1,8,12,30,1.05034,2.07102,5.45712,28,True,528,8
tf,Multi-probe V1,8,14,30,1.05073,2.07157,5.70117,36,True,528,8
tf,Multi-probe V1,8,16,30,1.05932,2.08395,5.90682,45,True,528,8
tf,Multi-probe V1,8,18,30,1.07544,2.10736,6.08419,48,True,528,8
tf,Multi-probe V1,8,20,30,1.09724,2.13946,6.24858,54,True,528,8
tf,Multi-probe V1,8,22,30,1.12186,2.17627,6.41438,62,True,528,8
tf,Multi-probe V1,8,24,30,1.1456,2.21238,6.58793,63,True,528,8
tf,Multi-probe V1,8,26,30,1.16444,2.24146,6.7608,65,True,528,8
tf,Multi-probe V1,8,28,30,1.17462,2.25734,6.90581,72,True,528,8
tf,Multi-probe V1,8,30,30,1.17326,2.2552,6.98065,66,True,528,8
tf,Multi-probe V1,8,32,30,1.15886,2.23281,6.94404,71,True,528,8
tf,Multi-probe V1,8,34,30,1.13169,2.19116,6.78072,78,True,528,8
tf,Multi-probe V1,8,36,30,1.09381,2.13437,6.51785,78,True,528,8
tf,Multi-probe V1,8,38,30,1.04869,2.06865,6.21657,73,True,528,8
tf,Multi-probe V1,8,40,30,1.0006,2.00084,5.94537,72,True,528,8
tf,Multi-probe V1,8,42,30,0.953842,1.93702,5.75714,72,True,528,8
tf,Multi-probe V1,8,44,30,0.912078,1.88175,5.68092,70,True,528,8
tf,Multi-probe V1,8,46,30,0.878034,1.83787,5.72337,64,True,528,8
tf,Multi-probe V1,8,48,30,0.853479,1.80685,5.87148,60,True,528,8
tf,Multi-probe V1,8,50,30,0.839451,1.78937,6.09348,58,True,528,8
tf,Multi-probe V1,8,52,30,0.836505,1.78572,6.34158,61,True,528,8
tf,Multi-probe V1,8,54,30,0.844825,1.79605,6.5616,58,True,528,8
tf,Multi-probe V1,8,56,30,0.864151,1.82027,6.70642,49,True,528,8
tf,Multi-probe V1,8,58,30,0.893623,1.85784,6.73889,45,True,528,8
tf,Multi-probe V1,8,60,30,0.931748,1.90759,6.61942,40,True,528,8
tf,Multi-probe V1,8,62,30,0.976674,1.96792,6.3068,42,True,528,8
tf,Multi-probe V1,8,64,30,1.02675,2.03744,5.8037,38,True,528,8
tf,Multi-probe V1,8,66,30,1.08109,2.11563,5.20122,34,True,528,8
tf,Multi-probe V1,8,68,30,1.13963,2.20325,4.64059,30,True,528,8
tf,Multi-probe V1,8,70,30,1.20275,2.30178,4.2317,31,True,528,8
tf,Multi-probe V1,8,72,30,1.27035,2.4122,4.02462,28,True,528,8
tf,Multi-probe V1,8,74,30,1.34116,2.53355,4.0307,22,True,528,8
tf,Multi-probe V1,8,76,30,1.41249,2.66197,4.24092,21,True,528,8
tf,Multi-probe V1,8,78,30,1.48073,2.7909,4.61353,26,True,528,8
tf,Multi-probe V1,8,80,30,1.54234,2.91266,5.03534,29,True,528,8
tf,Multi-probe V1,8,82,30,1.59494,3.02081,5.31511,27,True,528,8
tf,Multi-probe V1,8,84,30,1.63789,3.1121,5.29659,23,True,528,8
tf,Multi-probe V1,8,86,30,1.67216,3.18692,4.99886,21,True,528,8
tf,Multi-probe V1,8,88,30,,,4.5708,18,False,528,8
tf,Multi-probe V1,8,90,30,,,4.14536,15,False,528,8
tf,Multi-probe V1,8,10,32,,,4.78333,18,False,528,8
tf,Multi-probe V1,8,12,32,1.05394,2.07619,4.99396,25,True,528,8
tf,Multi-probe V1,8,14,32,1.05101,2.07198,5.20146,30,True,528,8
tf,Multi-probe V1,8,16,32,1.05716,2.08084,5.41191,37,True,528,8
tf,Multi-probe V1,8,18,32,1.07186,2.10213,5.63262,39,True,528,8
tf,Multi-probe V1,8,20,32,1.09336,2.1337,5.87025,45,True,528,8
tf,Multi-probe V1,8,22,32,1.11875,2.17159,6.12763,51,True,528,8
tf,Multi-probe V1,8,24,32,1.14418,2.2102,6.39857,59,True,528,8
tf,Multi-probe V1,8,26,32,1.16533,2.24285,6.66178,61,True,528,8
tf,Multi-probe V1,8,28,32,1.17817,2.2629,6.87775,68,True,528,8
tf,Multi-probe V1,8,30,32,1.1796,2.26514,6.9956,69,True,528,8
tf,Multi-probe V1,8,32,32,1.16812,2.24718,6.97425,75,True,528,8
tf,Multi-probe V1,8,34,32,1.14412,2.21011,6.80853,76,True,528,8
tf,Multi-probe V1,8,36,32,1.10983,2.15821,6.53868,78,True,528,8
tf,Multi-probe V1,8,38,32,1.06886,2.09777,6.2331,75,True,528,8
tf,Multi-probe V1,8,40,32,1.02539,2.03551,5.95991,75,True,528,8
tf,Multi-probe V1,8,42,32,0.983487,1.97724,5.76849,71,True,528,8
tf,Multi-probe V1,8,44,32,0.946495,1.92718,5.68573,73,True,528,8
tf,Multi-probe V1,8,46,32,0.916817,1.88795,5.71919,66,True,528,8
tf,Multi-probe V1,8,48,32,0.896021,1.86093,5.85921,66,True,528,8
tf,Multi-probe V1,8,50,32,0.885129,1.84693,6.07748,64,True,528,8
tf,Multi-probe V1,8,52,32,0.884889,1.84662,6.3256,62,True,528,8
tf,Multi-probe V1,8,54,32,0.895852,1.86071,6.54133,60,True,528,8
tf,Multi-probe V1,8,56,32,0.918154,1.8897,6.66503,47,True,528,8
tf,Multi-probe V1,8,58,32,0.95111,1.93336,6.65341,45,True,528,8
tf,Multi-probe V1,8,60,32,0.992946,1.99025,6.47679,42,True,528,8
tf,Multi-probe V1,8,62,32,1.041,2.05765,6.1179,41,True,528,8
tf,Multi-probe V1,8,64,32,1.09251,2.13245,5.60004,37,True,528,8
tf,Multi-probe V1,8,66,32,1.14564,2.21245,5.01283,33,True,528,8
tf,Multi-probe V1,8,68,32,1.20011,2.29757,4.47778,30,True,528,8
tf,Multi-probe V1,8,70,32,1.25701,2.39,4.08676,29,True,528,8
tf,Multi-probe V1,8,72,32,1.31795,2.49312,3.88278,27,True,528,8
tf,Multi-probe V1,8,74,32,1.38392,2.60977,3.87767,22,True,528,8
tf,Multi-probe V1,8,76,32,1.45436,2.74035,4.06555,21,True,528,8
tf,Multi-probe V1,8,78,32,1.52689,2.88163,4.40658,27,True,528,8
tf,Multi-probe V1,8,80,32,1.59783,3.02689,4.78251,26,True,528,8
tf,Multi-probe V1,8,82,32,1.66341,3.16764,4.99072,24,True,528,8
tf,Multi-probe V1,8,84,32,1.72092,3.29646,4.88148,23,True,528,8
tf,Multi-probe V1,8,86,32,,,4.50892,19,False,528,8
tf,Multi-probe V1,8,88,32,,,4.04647,18,False,528,8
tf,Multi-probe V1,8,90,32,,,3.62156,13,False,528,8
tf,Multi-probe V1,8,10,34,,,4.1376,14,False,528,8
tf,Multi-probe V1,8,12,34,,,4.31229,19,False,528,8
tf,Multi-probe V1,8,14,34,1.05754,2.08138,4.51385,26,True,528,8
tf,Multi-probe V1,8,16,34,1.05997,2.08489,4.74821,29,True,528,8
tf,Multi-probe V1,8,18,34,1.07199,2.10233,5.01952,34,True,528,8
tf,Multi-probe V1,8,20,34,1.09205,2.13177,5.32898,43,True,528,8
tf,Multi-probe V1,8,22,34,1.1173,2.16941,5.67238,50,True,528,8
tf,Multi-probe V1,8,24,34,1.14374,2.20953,6.03574,57,True,528,8
tf,Multi-probe V1,8,26,34,1.16679,2.24512,6.38979,60,True,528,8
tf,Multi-probe V1,8,28,34,1.18207,2.26902,6.68796,66,True,528,8
tf,Multi-probe V1,8,30,34,1.18627,2.27564,6.87529,68,True,528,8
tf,Multi-probe V1,8,32,34,1.17781,2.26232,6.91094,76,True,528,8
tf,Multi-probe V1,8,34,34,1.15713,2.23014,6.79249,82,True,528,8
tf,Multi-probe V1,8,36,34,1.12657,2.1834,6.56139,79,True,528,8
tf,Multi-probe V1,8,38,34,1.08975,2.12837,6.28419,79,True,528,8
tf,Multi-probe V1,8,40,34,1.05076,2.07162,6.02654,81,True,528,8
tf,Multi-probe V1,8,42,34,1.01349,2.01879,5.83732,76,True,528,8
tf,Multi-probe V1,8,44,34,0.981048,1.9739,5.74558,76,True,528,8
tf,Multi-probe V1,8,46,34,0.955662,1.93947,5.76297,71,True,528,8
tf,Multi-probe V1,8,48,34,0.938794,1.91693,5.8849,65,True,528,8
tf,Multi-probe V1,8,50,34,0.931484,1.90724,6.08748,64,True,528,8
tf,Multi-probe V1,8,52,34,0.934634,1.91141,6.32303,64,True,528,8
tf,Multi-probe V1,8,54,34,0.94907,1.93063,6.52306,61,True,528,8
tf,Multi-probe V1,8,56,34,0.975203,1.96592,6.61663,51,True,528,8
tf,Multi-probe V1,8,58,34,1.01244,2.01732,6.55468,44,True,528,8
tf,Multi-probe V1,8,60,34,1.0587,2.08306,6.31867,42,True,528,8
tf,Multi-probe V1,8,62,34,1.11057,2.15931,5.91681,40,True,528,8
tf,Multi-probe V1,8,64,34,1.16423,2.24114,5.39255,37,True,528,8
tf,Multi-probe V1,8,66,34,1.21691,2.32448,4.83152,34,True,528,8
tf,Multi-probe V1,8,68,34,1.26787,2.40806,4.33337,27,True,528,8
tf,Multi-probe V1,8,70,34,1.31862,2.49427,3.97129,28,True,528,8
tf,Multi-probe V1,8,72,34,1.37202,2.58833,3.78117,27,True,528,8
tf,Multi-probe V1,8,74,34,1.43106,2.69645,3.77523,22,True,528,8
tf,Multi-probe V1,8,76,34,1.49738,2.8233,3.94965,22,True,528,8
tf,Multi-probe V1,8,78,34,1.57036,2.96979,4.26365,27,True,528,8
tf,Multi-probe V1,8,80,34,1.6469,3.1316,4.59011,26,True,528,8
tf,Multi-probe V1,8,82,34,1.72233,3.2997,4.71651,23,True,528,8
tf,Multi-probe V1,8,84,34,1.79208,3.46314,4.51156,22,True,528,8
tf,Multi-probe V1,8,86,34,1.8531,3.61276,4.0722,20,True,528,8
tf,Multi-probe V1,8,88,34,,,3.58877,15,False,528,8
tf,Multi-probe V1,8,90,34,,,3.17435,12,False,528,8
tf,Multi-probe V1,8,10,36,,,3.43026,17,False,528,8
tf,Multi-probe V1,8,12,36,1.08778,2.12547,3.58706,21,True,528,8
tf,Multi-probe V1,8,14,36,1.07464,2.1062,3.78533,27,True,528,8
tf,Multi-probe V1,8,16,36,1.07178,2.10203,4.03138,31,True,528,8
tf,Multi-probe V1,8,18,36,1.07937,2.11311,4.32935,34,True,528,8
tf,Multi-probe V1,8,20,36,1.09626,2.138,4.67964,39,True,528,8
tf,Multi-probe V1,8,22,36,1.1198,2.17316,5.07641,44,True,528,8
tf,Multi-probe V1,8,24,36,1.14595,2.21291,5.50356,50,True,528,8
tf,Multi-probe V1,8,26,36,1.1699,2.24997,5.93029,55,True,528,8
tf,Multi-probe V1,8,28,36,1.18697,2.27674,6.30995,65,True,528,8
tf,Multi-probe V1,8,30,36,1.19355,2.28715,6.58834,66,True,528,8
tf,Multi-probe V1,8,32,36,1.1879,2.27821,6.72314,73,True,528,8
tf,Multi-probe V1,8,34,36,1.17044,2.25081,6.70465,78,True,528,8
tf,Multi-probe V1,8,36,36,1.14347,2.20912,6.56208,81,True,528,8
tf,Multi-probe V1,8,38,36,1.11055,2.15928,6.35079,78,True,528,8
tf,Multi-probe V1,8,40,36,1.07567,2.1077,6.13149,81,True,528,8
tf,Multi-probe V1,8,42,36,1.04255,2.05987,5.95502,80,True,528,8
tf,Multi-probe V1,8,44,36,1.0142,2.01978,5.85651,76,True,528,8
tf,Multi-probe V1,8,46,36,0.99275,1.98997,5.85495,74,True,528,8
tf,Multi-probe V1,8,48,36,0.979662,1.972,5.95249,72,True,528,8
tf,Multi-probe V1,8,50,36,0.976034,1.96705,6.13002,69,True,528,8
tf,Multi-probe V1,8,52,36,0.98292,1.97646,6.34054,60,True,528,8
tf,Multi-probe V1,8,54,36,1.00135,2.00188,6.51013,60,True,528,8
tf,Multi-probe V1,8,56,36,1.03194,2.04477,6.55892,52,True,528,8
tf,Multi-probe V1,8,58,36,1.07409,2.1054,6.43578,46,True,528,8
tf,Multi-probe V1,8,60,36,1.12542,2.18166,6.13646,46,True,528,8
tf,Multi-probe V1,8,62,36,1.18181,2.26861,5.69462,42,True,528,8
tf,Multi-probe V1,8,64,36,1.2385,2.35954,5.17026,37,True,528,8
tf,Multi-probe V1,8,66,36,1.29178,2.4483,4.64205,36,True,528,8
tf,Multi-probe V1,8,68,36,1.34033,2.5321,4.18769,29,True,528,8
tf,Multi-probe V1,8,70,36,1.38567,2.61292,3.86209,25,True,528,8
tf,Multi-probe V1,8,72,36,1.43147,2.69721,3.6939,25,True,528,8
tf,Multi-probe V1,8,74,36,1.48225,2.79384,3.69502,25,True,528,8
tf,Multi-probe V1,8,76,36,1.54172,2.91142,3.86258,22,True,528,8
tf,Multi-probe V1,8,78,36,1.61123,3.05512,4.15305,23,True,528,8
tf,Multi-probe V1,8,80,36,1.68882,3.22392,4.42964,26,True,528,8
tf,Multi-probe V1,8,82,36,1.76962,3.40963,4.47516,25,True,528,8
tf,Multi-probe V1,8,84,36,,,4.18605,19,False,528,8
tf,Multi-probe V1,8,86,36,,,3.6993,14,False,528,8
tf,Multi-probe V1,8,88,36,,,3.21045,12,False,528,8
tf,Multi-probe V1,8,90,36,,,2.81353,11,False,528,8
tf,Multi-probe V1,8,10,38,,,2.81219,15,False,528,8
tf,Multi-probe V1,8,12,38,,,2.9502,17,False,528,8
tf,Multi-probe V1,8,14,38,1.10516,2.15122,3.13226,25,True,528,8
tf,Multi-probe V1,8,16,38,1.09538,2.13669,3.36566,28,True,528,8
tf,Multi-probe V1,8,18,38,1.09654,2.13841,3.65615,30,True,528,8
tf,Multi-probe V1,8,20,38,1.10808,2.15559,4.00611,35,True,528,8
tf,Multi-probe V1,8,22,38,1.12779,2.18524,4.41187,49,True,528,8
tf,Multi-probe V1,8,24,38,1.15182,2.22194,4.86022,47,True,528,8
tf,Multi-probe V1,8,26,38,1.17524,2.25831,5.325,50,True,528,8
tf,Multi-probe V1,8,28,38,1.19307,2.28639,5.76629,62,True,528,8
tf,Multi-probe V1,8,30,38,1.20139,2.29962,6.13612,66,True,528,8
tf,Multi-probe V1,8,32,38,1.1982,2.29453,6.3915,69,True,528,8
tf,Multi-probe V1,8,34,38,1.18372,2.27162,6.51008,74,True,528,8
tf,Multi-probe V1,8,36,38,1.1601,2.23473,6.49936,78,True,528,8
tf,Multi-probe V1,8,38,38,1.13074,2.18971,6.39394,80,True,528,8
tf,Multi-probe V1,8,40,38,1.09949,2.14279,6.24369,84,True,528,8
tf,Multi-probe V1,8,42,38,1.06996,2.09938,6.09993,82,True,528,8
tf,Multi-probe V1,8,44,38,1.04509,2.06349,6.00543,78,True,528,8
tf,Multi-probe V1,8,46,38,1.02702,2.03782,5.98892,77,True,528,8
tf,Multi-probe V1,8,48,38,1.0173,2.02413,6.06088,73,True,528,8
tf,Multi-probe V1,8,50,38,1.01714,2.0239,6.207,66,True,528,8
tf,Multi-probe V1,8,52,38,1.02776,2.03886,6.38015,59,True,528,8
tf,Multi-probe V1,8,54,38,1.05037,2.07106,6.50131,51,True,528,8
tf,Multi-probe V1,8,56,38,1.0857,2.12241,6.48571,48,True,528,8
tf,Multi-probe V1,8,58,38,1.13312,2.19333,6.28741,44,True,528,8
tf,Multi-probe V1,8,60,38,1.18991,2.28139,5.9215,42,True,528,8
tf,Multi-probe V1,8,62,38,1.25134,2.38062,5.44469,39,True,528,8
tf,Multi-probe V1,8,64,38,1.3118,2.48251,4.92679,40,True,528,8
tf,Multi-probe V1,8,66,38,1.3667,2.5788,4.43585,36,True,528,8
tf,Multi-probe V1,8,68,38,1.41402,2.66478,4.02864,32,True,528,8
tf,Multi-probe V1,8,70,38,1.45496,2.74149,3.74353,28,True,528,8
tf,Multi-probe V1,8,72,38,1.49354,2.81578,3.60194,26,True,528,8
tf,Multi-probe V1,8,74,38,1.53532,2.89853,3.61453,24,True,528,8
tf,Multi-probe V1,8,76,38,1.58571,3.00156,3.77808,21,True,528,8
tf,Multi-probe V1,8,78,38,1.648,3.134,4.04566,24,True,528,8
tf,Multi-probe V1,8,80,38,1.72178,3.29843,4.27379,21,True,528,8
tf,Multi-probe V1,8,82,38,1.80264,3.48857,4.24953,22,True,528,8
tf,Multi-probe V1,8,84,38,,,3.90057,16,False,528,8
tf,Multi-probe V1,8,86,38,,,3.3913,13,False,528,8
tf,Multi-probe V1,8,88,38,,,2.91098,11,False,528,8
tf,Multi-probe V1,8,90,38,,,2.53509,11,False,528,8
tf,Multi-probe V1,8,10,40,,,2.33512,12,False,528,8
tf,Multi-probe V1,8,12,40,,,2.45018,14,False,528,8
tf,Multi-probe V1,8,14,40,,,2.60554,19,False,528,8
tf,Multi-probe V1,8,16,40,,,2.80896,25,False,528,8
tf,Multi-probe V1,8,18,40,1.12404,2.17956,3.06755,31,True,528,8
tf,Multi-probe V1,8,20,40,1.12801,2.18558,3.38607,33,True,528,8
tf,Multi-probe V1,8,22,40,1.14161,2.20627,3.76448,38,True,528,8
tf,Multi-probe V1,8,24,40,1.16143,2.23679,4.19496,45,True,528,8
tf,Multi-probe V1,8,26,40,1.18266,2.26995,4.65928,48,True,528,8
tf,Multi-probe V1,8,28,40,1.2001,2.29755,5.12814,54,True,528,8
tf,Multi-probe V1,8,30,40,1.20946,2.31251,5.56397,61,True,528,8
tf,Multi-probe V1,8,32,40,1.20835,2.31073,5.92762,61,True,528,8
tf,Multi-probe V1,8,34,40,1.19664,2.29205,6.18771,66,True,528,8
tf,Multi-probe V1,8,36,40,1.17617,2.25976,6.32985,74,True,528,8
tf,Multi-probe V1,8,38,40,1.15008,2.21926,6.36252,76,True,528,8
tf,Multi-probe V1,8,40,40,1.12201,2.17651,6.31617,77,True,528,8
tf,Multi-probe V1,8,42,40,1.09547,2.13683,6.23535,75,True,528,8
tf,Multi-probe V1,8,44,40,1.0734,2.10438,6.16697,75,True,528,8
tf,Multi-probe V1,8,46,40,1.05802,2.08208,6.14909,76,True,528,8
tf,Multi-probe V1,8,48,40,1.05104,2.07202,6.20099,69,True,528,8
tf,Multi-probe V1,8,50,40,1.05385,2.07606,6.31291,59,True,528,8
tf,Multi-probe V1,8,52,40,1.06787,2.09634,6.43662,57,True,528,8
tf,Multi-probe V1,8,54,40,1.09451,2.1354,6.48921,47,True,528,8
tf,Multi-probe V1,8,56,40,1.13454,2.19549,6.38785,44,True,528,8
tf,Multi-probe V1,8,58,40,1.18724,2.27717,6.10204,42,True,528,8
tf,Multi-probe V1,8,60,40,1.24955,2.37767,5.67073,38,True,528,8
tf,Multi-probe V1,8,62,40,1.31617,2.49003,5.16797,37,True,528,8
tf,Multi-probe V1,8,64,40,1.38079,2.6041,4.66428,37,True,528,8
tf,Multi-probe V1,8,66,40,1.43799,2.70944,4.21362,33,True,528,8
tf,Multi-probe V1,8,68,40,1.48499,2.79915,3.85398,32,True,528,8
tf,Multi-probe V1,8,70,40,1.52245,2.87279,3.60977,27,True,528,8
tf,Multi-probe V1,8,72,40,1.55431,2.93693,3.49575,26,True,528,8
tf,Multi-probe V1,8,74,40,1.5867,3.00361,3.52041,22,True,528,8
tf,Multi-probe V1,8,76,40,,,3.67904,18,False,528,8
tf,Multi-probe V1,8,78,40,,,3.92196,19,False,528,8
tf,Multi-probe V1,8,80,40,,,4.10534,19,False,528,8
tf,Multi-probe V1,8,82,40,,,4.03037,15,False,528,8
tf,Multi-probe V1,8,84,40,,,3.65211,15,False,528,8
tf,Multi-probe V1,8,86,40,,,3.14443,11,False,528,8
tf,Multi-probe V1,8,88,40,,,2.68277,10,False,528,8
tf,Multi-probe V1,8,90,40,,,2.32848,10,False,528,8
tf,Multi-probe V1,8,10,42,,,1.98864,12,False,528,8
tf,Multi-probe V1,8,12,42,,,2.08041,14,False,528,8
tf,Multi-probe V1,8,14,42,,,2.2065,18,False,528,8
tf,Multi-probe V1,8,16,42,,,2.37444,20,False,528,8
tf,Multi-probe V1,8,18,42,,,2.59186,27,False,528,8
tf,Multi-probe V1,8,20,42,,,2.86519,31,False,528,8
tf,Multi-probe V1,8,22,42,1.16021,2.2349,3.19767,35,True,528,8
tf,Multi-probe V1,8,24,42,1.17391,2.25622,3.58676,40,True,528,8
tf,Multi-probe V1,8,26,42,1.19138,2.28372,4.0221,45,True,528,8
tf,Multi-probe V1,8,28,42,1.20738,2.30917,4.48474,49,True,528,8
tf,Multi-probe V1,8,30,42,1.21721,2.32496,4.94826,54,True,528,8
tf,Multi-probe V1,8,32,42,1.21796,2.32617,5.38154,59,True,528,8
tf,Multi-probe V1,8,34,42,1.20895,2.31169,5.75268,58,True,528,8
tf,Multi-probe V1,8,36,42,1.19156,2.284,6.03493,61,True,528,8
tf,Multi-probe V1,8,38,42,1.16855,2.24785,6.21468,68,True,528,8
tf,Multi-probe V1,8,40,42,1.14331,2.20887,6.29851,69,True,528,8
tf,Multi-probe V1,8,42,42,1.11921,2.17229,6.31435,67,True,528,8
tf,Multi-probe V1,8,44,42,1.09923,2.14241,6.30384,69,True,528,8
