preference,area,bandwidth_deg,azimuth_deg,elevation_deg,estimate_log2,estimate_preference,effective_sessions,local_units,supported,source_units,source_sessions
sf,Probe A,12,52,-26,-3.55492,0.0850871,5.87836,38,True,227,8
sf,Probe A,12,54,-26,-3.48414,0.0893654,5.6782,31,True,227,8
sf,Probe A,12,56,-26,-3.41042,0.0940505,5.46667,23,True,227,8
sf,Probe A,12,58,-26,,,5.24453,19,False,227,8
sf,Probe A,12,60,-26,,,5.01397,19,False,227,8
sf,Probe A,12,62,-26,,,4.77841,17,False,227,8
sf,Probe A,12,64,-26,,,4.54197,13,False,227,8
sf,Probe A,12,66,-26,,,4.30885,10,False,227,8
sf,Probe A,12,68,-26,,,4.08299,7,False,227,8
sf,Probe A,12,70,-26,,,3.86772,5,False,227,8
sf,Probe A,12,72,-26,,,3.66575,5,False,227,8
sf,Probe A,12,74,-26,,,3.47919,4,False,227,8
sf,Probe A,12,76,-26,,,3.30967,2,False,227,8
sf,Probe A,12,78,-26,,,3.15835,1,False,227,8
sf,Probe A,12,80,-26,,,3.02605,1,False,227,8
sf,Probe A,12,82,-26,,,2.9132,1,False,227,8
sf,Probe A,12,84,-26,,,2.81989,1,False,227,8
sf,Probe A,12,86,-26,,,2.74585,0,False,227,8
sf,Probe A,12,88,-26,,,2.69049,0,False,227,8
sf,Probe A,12,90,-26,,,2.65292,0,False,227,8
sf,Probe A,12,10,-24,-3.80714,0.071439,5.06828,58,True,227,8
sf,Probe A,12,12,-24,-3.81246,0.0711761,5.30243,64,True,227,8
sf,Probe A,12,14,-24,-3.81813,0.070897,5.55642,78,True,227,8
sf,Probe A,12,16,-24,-3.82416,0.0706015,5.82689,87,True,227,8
sf,Probe A,12,18,-24,-3.83051,0.0702914,6.10764,98,True,227,8
sf,Probe A,12,20,-24,-3.8371,0.069971,6.38917,104,True,227,8
sf,Probe A,12,22,-24,-3.84377,0.0696482,6.65883,113,True,227,8
sf,Probe A,12,24,-24,-3.85027,0.0693353,6.90181,113,True,227,8
sf,Probe A,12,26,-24,-3.85621,0.0690502,7.10321,114,True,227,8
sf,Probe A,12,28,-24,-3.8611,0.0688166,7.25075,114,True,227,8
sf,Probe A,12,30,-24,-3.86429,0.0686648,7.3374,113,True,227,8
sf,Probe A,12,32,-24,-3.86499,0.0686312,7.36281,112,True,227,8
sf,Probe A,12,34,-24,-3.86232,0.0687582,7.33288,107,True,227,8
sf,Probe A,12,36,-24,-3.85531,0.0690931,7.25782,101,True,227,8
sf,Probe A,12,38,-24,-3.84296,0.0696872,7.14944,97,True,227,8
sf,Probe A,12,40,-24,-3.82432,0.0705934,7.01872,89,True,227,8
sf,Probe A,12,42,-24,-3.79858,0.0718646,6.87414,83,True,227,8
sf,Probe A,12,44,-24,-3.76513,0.07355,6.7211,72,True,227,8
sf,Probe A,12,46,-24,-3.72372,0.0756918,6.56204,68,True,227,8
sf,Probe A,12,48,-24,-3.67448,0.0783199,6.39709,56,True,227,8
sf,Probe A,12,50,-24,-3.618,0.0814468,6.2249,44,True,227,8
sf,Probe A,12,52,-24,-3.55533,0.0850625,6.04362,40,True,227,8
sf,Probe A,12,54,-24,-3.48794,0.08913,5.85177,33,True,227,8
sf,Probe A,12,56,-24,-3.4176,0.0935837,5.64893,27,True,227,8
sf,Probe A,12,58,-24,-3.34623,0.0983299,5.43618,20,True,227,8
sf,Probe A,12,60,-24,,,5.21612,19,False,227,8
sf,Probe A,12,62,-24,,,4.99252,18,False,227,8
sf,Probe A,12,64,-24,,,4.76979,14,False,227,8
sf,Probe A,12,66,-24,,,4.55229,10,False,227,8
sf,Probe A,12,68,-24,,,4.34387,8,False,227,8
sf,Probe A,12,70,-24,,,4.1476,6,False,227,8
sf,Probe A,12,72,-24,,,3.96572,5,False,227,8
sf,Probe A,12,74,-24,,,3.79976,4,False,227,8
sf,Probe A,12,76,-24,,,3.65072,2,False,227,8
sf,Probe A,12,78,-24,,,3.51918,1,False,227,8
sf,Probe A,12,80,-24,,,3.40548,1,False,227,8
sf,Probe A,12,82,-24,,,3.30966,1,False,227,8
sf,Probe A,12,84,-24,,,3.23149,1,False,227,8
sf,Probe A,12,86,-24,,,3.17041,0,False,227,8
sf,Probe A,12,88,-24,,,3.12546,0,False,227,8
sf,Probe A,12,90,-24,,,3.09529,0,False,227,8
sf,Probe A,12,10,-22,-3.80796,0.0713986,5.26942,61,True,227,8
sf,Probe A,12,12,-22,-3.81247,0.0711758,5.50475,72,True,227,8
sf,Probe A,12,14,-22,-3.81717,0.0709444,5.75757,87,True,227,8
sf,Probe A,12,16,-22,-3.82206,0.0707042,6.02384,98,True,227,8
sf,Probe A,12,18,-22,-3.82712,0.0704565,6.29682,107,True,227,8
sf,Probe A,12,20,-22,-3.83229,0.0702047,6.56682,116,True,227,8
sf,Probe A,12,22,-22,-3.83743,0.0699551,6.82152,120,True,227,8
sf,Probe A,12,24,-22,-3.84233,0.0697178,7.0472,125,True,227,8
sf,Probe A,12,26,-22,-3.84668,0.0695079,7.23072,126,True,227,8
sf,Probe A,12,28,-22,-3.85005,0.0693459,7.36197,129,True,227,8
sf,Probe A,12,30,-22,-3.85187,0.0692583,7.43594,123,True,227,8
sf,Probe A,12,32,-22,-3.85146,0.0692779,7.45361,121,True,227,8
sf,Probe A,12,34,-22,-3.84802,0.0694431,7.42127,118,True,227,8
sf,Probe A,12,36,-22,-3.84067,0.069798,7.34861,110,True,227,8
sf,Probe A,12,38,-22,-3.82848,0.0703903,7.24637,106,True,227,8
sf,Probe A,12,40,-22,-3.81055,0.0712704,7.12428,96,True,227,8
sf,Probe A,12,42,-22,-3.78609,0.072489,6.98972,92,True,227,8
sf,Probe A,12,44,-22,-3.75451,0.0740935,6.84732,82,True,227,8
sf,Probe A,12,46,-22,-3.71549,0.0761249,6.69907,71,True,227,8
sf,Probe A,12,48,-22,-3.6691,0.0786126,6.54491,60,True,227,8
sf,Probe A,12,50,-22,-3.61583,0.0815694,6.38351,49,True,227,8
sf,Probe A,12,52,-22,-3.55662,0.0849865,6.21313,43,True,227,8
sf,Probe A,12,54,-22,-3.49282,0.0888292,6.03245,37,True,227,8
sf,Probe A,12,56,-22,-3.42608,0.093035,5.84128,29,True,227,8
sf,Probe A,12,58,-22,-3.35825,0.0975138,5.64096,24,True,227,8
sf,Probe A,12,60,-22,,,5.43447,19,False,227,8
sf,Probe A,12,62,-22,,,5.22601,17,False,227,8
sf,Probe A,12,64,-22,,,5.02038,15,False,227,8
sf,Probe A,12,66,-22,,,4.82228,13,False,227,8
sf,Probe A,12,68,-22,,,4.63573,8,False,227,8
sf,Probe A,12,70,-22,,,4.46365,6,False,227,8
sf,Probe A,12,72,-22,,,4.30784,6,False,227,8
sf,Probe A,12,74,-22,,,4.16906,4,False,227,8
sf,Probe A,12,76,-22,,,4.04724,3,False,227,8
sf,Probe A,12,78,-22,,,3.94169,1,False,227,8
sf,Probe A,12,80,-22,,,3.85131,1,False,227,8
sf,Probe A,12,82,-22,,,3.7747,1,False,227,8
sf,Probe A,12,84,-22,,,3.71023,1,False,227,8
sf,Probe A,12,86,-22,,,3.65605,0,False,227,8
sf,Probe A,12,88,-22,,,3.6101,0,False,227,8
sf,Probe A,12,90,-22,,,3.57017,0,False,227,8
sf,Probe A,12,10,-20,-3.80936,0.0713296,5.48777,66,True,227,8
sf,Probe A,12,12,-20,-3.81312,0.0711435,5.72259,76,True,227,8
sf,Probe A,12,14,-20,-3.81693,0.0709562,5.97206,97,True,227,8
sf,Probe A,12,16,-20,-3.82076,0.0707678,6.23147,107,True,227,8
sf,Probe A,12,18,-20,-3.82461,0.0705792,6.4936,114,True,227,8
sf,Probe A,12,20,-20,-3.82842,0.0703931,6.74869,125,True,227,8
sf,Probe A,12,22,-20,-3.83209,0.0702146,6.98502,129,True,227,8
sf,Probe A,12,24,-20,-3.83543,0.0700518,7.19017,131,True,227,8
sf,Probe A,12,26,-20,-3.83821,0.0699172,7.35299,137,True,227,8
sf,Probe A,12,28,-20,-3.84005,0.069828,7.46563,137,True,227,8
sf,Probe A,12,30,-20,-3.84048,0.0698071,7.52508,133,True,227,8
sf,Probe A,12,32,-20,-3.83891,0.0698832,7.53359,134,True,227,8
sf,Probe A,12,34,-20,-3.83463,0.0700908,7.49775,126,True,227,8
sf,Probe A,12,36,-20,-3.82685,0.0704698,7.42671,116,True,227,8
sf,Probe A,12,38,-20,-3.81473,0.0710643,7.33015,111,True,227,8
sf,Probe A,12,40,-20,-3.79743,0.0719215,7.21657,105,True,227,8
sf,Probe A,12,42,-20,-3.7742,0.0730891,7.09235,95,True,227,8
sf,Probe A,12,44,-20,-3.74444,0.0746124,6.96138,90,True,227,8
sf,Probe A,12,46,-20,-3.70782,0.0765306,6.82527,79,True,227,8
sf,Probe A,12,48,-20,-3.66433,0.0788725,6.68382,68,True,227,8
sf,Probe A,12,50,-20,-3.61439,0.0816507,6.53569,49,True,227,8
sf,Probe A,12,52,-20,-3.55881,0.0848578,6.37921,47,True,227,8
sf,Probe A,12,54,-20,-3.49881,0.0884613,6.21313,39,True,227,8
sf,Probe A,12,56,-20,-3.43593,0.092402,6.03735,31,True,227,8
sf,Probe A,12,58,-20,-3.37192,0.0965939,5.85338,25,True,227,8
sf,Probe A,12,60,-20,-3.30862,0.100927,5.66443,21,True,227,8
sf,Probe A,12,62,-20,,,5.4751,16,False,227,8
sf,Probe A,12,64,-20,,,5.29064,15,False,227,8
sf,Probe A,12,66,-20,,,5.11618,13,False,227,8
sf,Probe A,12,68,-20,,,4.95591,10,False,227,8
sf,Probe A,12,70,-20,,,4.81262,8,False,227,8
sf,Probe A,12,72,-20,,,4.68746,7,False,227,8
sf,Probe A,12,74,-20,,,4.57985,5,False,227,8
sf,Probe A,12,76,-20,,,4.48775,4,False,227,8
sf,Probe A,12,78,-20,,,4.40792,2,False,227,8
sf,Probe A,12,80,-20,,,4.33631,2,False,227,8
sf,Probe A,12,82,-20,,,4.26858,2,False,227,8
sf,Probe A,12,84,-20,,,4.20063,0,False,227,8
sf,Probe A,12,86,-20,,,4.12905,0,False,227,8
sf,Probe A,12,88,-20,,,4.05147,0,False,227,8
sf,Probe A,12,90,-20,,,3.96674,0,False,227,8
sf,Probe A,12,10,-18,-3.81123,0.0712367,5.72312,70,True,227,8
sf,Probe A,12,12,-18,-3.81435,0.0710833,5.95514,84,True,227,8
sf,Probe A,12,14,-18,-3.81734,0.0709358,6.19844,102,True,227,8
sf,Probe A,12,16,-18,-3.82022,0.0707946,6.44769,113,True,227,8
sf,Probe A,12,18,-18,-3.82295,0.0706608,6.69531,125,True,227,8
sf,Probe A,12,20,-18,-3.82549,0.0705365,6.93169,131,True,227,8
sf,Probe A,12,22,-18,-3.82775,0.0704258,7.14591,138,True,227,8
sf,Probe A,12,24,-18,-3.82961,0.0703352,7.32714,146,True,227,8
sf,Probe A,12,26,-18,-3.83085,0.0702746,7.46633,148,True,227,8
sf,Probe A,12,28,-18,-3.83119,0.0702584,7.5579,143,True,227,8
sf,Probe A,12,30,-18,-3.83022,0.0703056,7.60077,143,True,227,8
sf,Probe A,12,32,-18,-3.82744,0.070441,7.59831,139,True,227,8
sf,Probe A,12,34,-18,-3.82226,0.0706946,7.55729,132,True,227,8
sf,Probe A,12,36,-18,-3.81397,0.0711019,7.48631,125,True,227,8
sf,Probe A,12,38,-18,-3.80182,0.071703,7.39402,117,True,227,8
sf,Probe A,12,40,-18,-3.78506,0.0725409,7.28786,112,True,227,8
sf,Probe A,12,42,-18,-3.76298,0.0736599,7.17331,101,True,227,8
sf,Probe A,12,44,-18,-3.73499,0.0751026,7.05369,94,True,227,8
sf,Probe A,12,46,-18,-3.70076,0.0769059,6.93033,83,True,227,8
sf,Probe A,12,48,-18,-3.66023,0.0790972,6.80297,70,True,227,8
sf,Probe A,12,50,-18,-3.61371,0.0816893,6.67032,52,True,227,8
sf,Probe A,12,52,-18,-3.56191,0.0846755,6.53074,46,True,227,8
sf,Probe A,12,54,-18,-3.50593,0.0880259,6.38294,39,True,227,8
sf,Probe A,12,56,-18,-3.44717,0.0916848,6.22673,32,True,227,8
sf,Probe A,12,58,-18,-3.38729,0.0955705,6.06357,27,True,227,8
sf,Probe A,12,60,-18,-3.32804,0.0995773,5.89673,21,True,227,8
sf,Probe A,12,62,-18,,,5.73096,18,False,227,8
sf,Probe A,12,64,-18,,,5.57183,14,False,227,8
sf,Probe A,12,66,-18,,,5.42468,15,False,227,8
sf,Probe A,12,68,-18,,,5.29367,11,False,227,8
sf,Probe A,12,70,-18,,,5.181,8,False,227,8
sf,Probe A,12,72,-18,,,5.08633,7,False,227,8
sf,Probe A,12,74,-18,,,5.00663,5,False,227,8
sf,Probe A,12,76,-18,,,4.93627,4,False,227,8
sf,Probe A,12,78,-18,,,4.8677,2,False,227,8
sf,Probe A,12,80,-18,,,4.7926,2,False,227,8
sf,Probe A,12,82,-18,,,4.70344,2,False,227,8
sf,Probe A,12,84,-18,,,4.59515,1,False,227,8
sf,Probe A,12,86,-18,,,4.46614,0,False,227,8
sf,Probe A,12,88,-18,,,4.31854,0,False,227,8
sf,Probe A,12,90,-18,,,4.15727,0,False,227,8
sf,Probe A,12,10,-16,-3.81346,0.0711271,5.97429,78,True,227,8
sf,Probe A,12,12,-16,-3.81601,0.0710015,6.20053,90,True,227,8
sf,Probe A,12,14,-16,-3.8183,0.0708885,6.43417,112,True,227,8
sf,Probe A,12,16,-16,-3.82033,0.0707892,6.66935,119,True,227,8
sf,Probe A,12,18,-16,-3.82205,0.0707046,6.89829,127,True,227,8
sf,Probe A,12,20,-16,-3.82343,0.0706369,7.11177,138,True,227,8
sf,Probe A,12,22,-16,-3.8244,0.0705894,7.29996,146,True,227,8
sf,Probe A,12,24,-16,-3.82486,0.0705672,7.45376,155,True,227,8
sf,Probe A,12,26,-16,-3.82463,0.0705782,7.56634,156,True,227,8
sf,Probe A,12,28,-16,-3.8235,0.0706337,7.6343,154,True,227,8
sf,Probe A,12,30,-16,-3.82114,0.0707495,7.65826,151,True,227,8
sf,Probe A,12,32,-16,-3.81714,0.0709459,7.64254,147,True,227,8
sf,Probe A,12,34,-16,-3.81099,0.0712486,7.59399,138,True,227,8
sf,Probe A,12,36,-16,-3.80212,0.0716883,7.52062,130,True,227,8
sf,Probe A,12,38,-16,-3.78985,0.0723003,7.43018,122,True,227,8
sf,Probe A,12,40,-16,-3.77353,0.0731231,7.3292,113,True,227,8
sf,Probe A,12,42,-16,-3.7525,0.0741967,7.22248,102,True,227,8
sf,Probe A,12,44,-16,-3.72623,0.0755602,7.11297,97,True,227,8
sf,Probe A,12,46,-16,-3.69436,0.0772478,7.0019,84,True,227,8
sf,Probe A,12,48,-16,-3.65681,0.0792851,6.88909,72,True,227,8
sf,Probe A,12,50,-16,-3.6138,0.0816843,6.77337,56,True,227,8
sf,Probe A,12,52,-16,-3.56593,0.0844399,6.65313,46,True,227,8
sf,Probe A,12,54,-16,-3.51417,0.0875244,6.52694,41,True,227,8
sf,Probe A,12,56,-16,-3.4598,0.0908862,6.39431,33,True,227,8
sf,Probe A,12,58,-16,-3.40433,0.0944485,6.25633,28,True,227,8
sf,Probe A,12,60,-16,-3.34944,0.0981112,6.11592,22,True,227,8
sf,Probe A,12,62,-16,-3.29685,0.101754,5.97761,20,True,227,8
sf,Probe A,12,64,-16,,,5.84673,16,False,227,8
sf,Probe A,12,66,-16,,,5.72829,14,False,227,8
sf,Probe A,12,68,-16,,,5.62561,12,False,227,8
sf,Probe A,12,70,-16,,,5.53918,10,False,227,8
sf,Probe A,12,72,-16,,,5.46573,9,False,227,8
sf,Probe A,12,74,-16,,,5.39797,7,False,227,8
sf,Probe A,12,76,-16,,,5.32521,3,False,227,8
sf,Probe A,12,78,-16,,,5.23515,2,False,227,8
sf,Probe A,12,80,-16,,,5.11689,2,False,227,8
sf,Probe A,12,82,-16,,,4.96414,1,False,227,8
sf,Probe A,12,84,-16,,,4.77735,1,False,227,8
sf,Probe A,12,86,-16,,,4.56355,1,False,227,8
sf,Probe A,12,88,-16,,,4.33403,0,False,227,8
sf,Probe A,12,90,-16,,,4.101,0,False,227,8
sf,Probe A,12,10,-14,-3.81583,0.0710101,6.23872,82,True,227,8
sf,Probe A,12,12,-14,-3.81793,0.0709069,6.45551,97,True,227,8
sf,Probe A,12,14,-14,-3.81965,0.0708225,6.67533,111,True,227,8
sf,Probe A,12,16,-14,-3.82095,0.0707585,6.89195,121,True,227,8
sf,Probe A,12,18,-14,-3.82181,0.0707166,7.09763,129,True,227,8
sf,Probe A,12,20,-14,-3.82217,0.070699,7.28381,141,True,227,8
sf,Probe A,12,22,-14,-3.82197,0.0707086,7.44196,156,True,227,8
sf,Probe A,12,24,-14,-3.82114,0.0707495,7.5649,160,True,227,8
sf,Probe A,12,26,-14,-3.81954,0.070828,7.64791,162,True,227,8
sf,Probe A,12,28,-14,-3.817,0.0709528,7.68963,163,True,227,8
sf,Probe A,12,30,-14,-3.81327,0.0711362,7.69215,159,True,227,8
sf,Probe A,12,32,-14,-3.80804,0.0713945,7.66045,152,True,227,8
sf,Probe A,12,34,-14,-3.8009,0.0717487,7.60137,144,True,227,8
sf,Probe A,12,36,-14,-3.79137,0.0722243,7.52233,136,True,227,8
sf,Probe A,12,38,-14,-3.7789,0.0728515,7.43032,127,True,227,8
sf,Probe A,12,40,-14,-3.76291,0.0736634,7.33117,115,True,227,8
sf,Probe A,12,42,-14,-3.74284,0.0746955,7.22924,107,True,227,8
sf,Probe A,12,44,-14,-3.7182,0.0759821,7.12733,97,True,227,8
sf,Probe A,12,46,-14,-3.68865,0.0775543,7.0268,84,True,227,8
sf,Probe A,12,48,-14,-3.65408,0.0794353,6.9277,72,True,227,8
sf,Probe A,12,50,-14,-3.61464,0.0816366,6.8291,56,True,227,8
sf,Probe A,12,52,-14,-3.57083,0.0841535,6.7294,52,True,227,8
sf,Probe A,12,54,-14,-3.52348,0.0869614,6.62695,43,True,227,8
sf,Probe A,12,56,-14,-3.47372,0.0900135,6.52072,31,True,227,8
sf,Probe A,12,58,-14,-3.42292,0.0932391,6.41102,29,True,227,8
sf,Probe A,12,60,-14,-3.37266,0.0965449,6.29985,23,True,227,8
sf,Probe A,12,62,-14,-3.32456,0.0998174,6.19076,21,True,227,8
sf,Probe A,12,64,-14,,,6.08798,18,False,227,8
sf,Probe A,12,66,-14,,,5.99505,16,False,227,8
sf,Probe A,12,68,-14,,,5.91307,11,False,227,8
sf,Probe A,12,70,-14,,,5.8392,10,False,227,8
sf,Probe A,12,72,-14,,,5.76571,9,False,227,8
sf,Probe A,12,74,-14,,,5.68027,7,False,227,8
sf,Probe A,12,76,-14,,,5.56821,5,False,227,8
sf,Probe A,12,78,-14,,,5.4166,3,False,227,8
sf,Probe A,12,80,-14,,,5.21903,1,False,227,8
sf,Probe A,12,82,-14,,,4.97866,1,False,227,8
sf,Probe A,12,84,-14,,,4.70756,1,False,227,8
sf,Probe A,12,86,-14,,,4.42264,1,False,227,8
sf,Probe A,12,88,-14,,,4.14067,1,False,227,8
sf,Probe A,12,90,-14,,,3.87467,0,False,227,8
sf,Probe A,12,10,-12,-3.81811,0.0708978,6.51204,85,True,227,8
sf,Probe A,12,12,-12,-3.81988,0.070811,6.715,93,True,227,8
sf,Probe A,12,14,-12,-3.82116,0.0707483,6.91629,114,True,227,8
sf,Probe A,12,16,-12,-3.8219,0.0707121,7.10945,122,True,227,8
sf,Probe A,12,18,-12,-3.82204,0.0707051,7.28709,131,True,227,8
sf,Probe A,12,20,-12,-3.82154,0.0707298,7.44155,142,True,227,8
sf,Probe A,12,22,-12,-3.82033,0.0707891,7.56582,153,True,227,8
sf,Probe A,12,24,-12,-3.81834,0.0708866,7.65464,161,True,227,8
sf,Probe A,12,26,-12,-3.81549,0.0710271,7.70532,163,True,227,8
sf,Probe A,12,28,-12,-3.81163,0.0712171,7.71824,167,True,227,8
sf,Probe A,12,30,-12,-3.8066,0.0714658,7.69665,158,True,227,8
sf,Probe A,12,32,-12,-3.80016,0.0717856,7.64598,153,True,227,8
sf,Probe A,12,34,-12,-3.792,0.0721927,7.57291,146,True,227,8
sf,Probe A,12,36,-12,-3.78176,0.0727073,7.48433,135,True,227,8
sf,Probe A,12,38,-12,-3.76899,0.0733536,7.38662,126,True,227,8
sf,Probe A,12,40,-12,-3.75323,0.0741592,7.28512,121,True,227,8
sf,Probe A,12,42,-12,-3.73401,0.0751537,7.18398,105,True,227,8
sf,Probe A,12,44,-12,-3.71091,0.0763667,7.08608,94,True,227,8
sf,Probe A,12,46,-12,-3.68363,0.0778248,6.99307,90,True,227,8
sf,Probe A,12,48,-12,-3.65202,0.0795487,6.9054,72,True,227,8
sf,Probe A,12,50,-12,-3.61619,0.0815487,6.82244,58,True,227,8
sf,Probe A,12,52,-12,-3.57654,0.0838213,6.74264,53,True,227,8
sf,Probe A,12,54,-12,-3.53374,0.0863452,6.664,44,True,227,8
sf,Probe A,12,56,-12,-3.48877,0.0890792,6.5847,35,True,227,8
sf,Probe A,12,58,-12,-3.44284,0.0919604,6.50377,30,True,227,8
sf,Probe A,12,60,-12,-3.39738,0.0949046,6.42157,28,True,227,8
sf,Probe A,12,62,-12,-3.3539,0.097808,6.33969,23,True,227,8
sf,Probe A,12,64,-12,,,6.25999,18,False,227,8
sf,Probe A,12,66,-12,,,6.1831,15,False,227,8
sf,Probe A,12,68,-12,,,6.10646,14,False,227,8
sf,Probe A,12,70,-12,,,6.02288,11,False,227,8
sf,Probe A,12,72,-12,,,5.92037,9,False,227,8
sf,Probe A,12,74,-12,,,5.78424,6,False,227,8
sf,Probe A,12,76,-12,,,5.60162,3,False,227,8
sf,Probe A,12,78,-12,,,5.36711,3,False,227,8
sf,Probe A,12,80,-12,,,5.08624,3,False,227,8
sf,Probe A,12,82,-12,,,4.77457,3,False,227,8
sf,Probe A,12,84,-12,,,4.45256,2,False,227,8
sf,Probe A,12,86,-12,,,4.13947,1,False,227,8
sf,Probe A,12,88,-12,,,3.84936,1,False,227,8
sf,Probe A,12,90,-12,,,3.59002,1,False,227,8
sf,Probe A,12,10,-10,-3.82001,0.0708049,6.78751,83,True,227,8
sf,Probe A,12,12,-10,-3.82158,0.0707277,6.97177,97,True,227,8
sf,Probe A,12,14,-10,-3.82258,0.070679,7.14944,114,True,227,8
sf,Probe A,12,16,-10,-3.82291,0.0706624,7.31414,124,True,227,8
sf,Probe A,12,18,-10,-3.82252,0.0706814,7.45907,135,True,227,8
sf,Probe A,12,20,-10,-3.82134,0.0707395,7.5777,143,True,227,8
sf,Probe A,12,22,-10,-3.81929,0.0708399,7.66467,153,True,227,8
sf,Probe A,12,24,-10,-3.81632,0.070986,7.71656,153,True,227,8
sf,Probe A,12,26,-10,-3.81235,0.0711816,7.73252,163,True,227,8
sf,Probe A,12,28,-10,-3.8073,0.0714314,7.71433,164,True,227,8
sf,Probe A,12,30,-10,-3.80104,0.0717419,7.66608,154,True,227,8
sf,Probe A,12,32,-10,-3.79342,0.0721216,7.59344,145,True,227,8
sf,Probe A,12,34,-10,-3.78425,0.0725819,7.50286,141,True,227,8
sf,Probe A,12,36,-10,-3.77325,0.0731375,7.40074,133,True,227,8
sf,Probe A,12,38,-10,-3.76011,0.0738065,7.29301,123,True,227,8
sf,Probe A,12,40,-10,-3.74449,0.07461,7.18471,115,True,227,8
sf,Probe A,12,42,-10,-3.72601,0.0755714,7.07998,101,True,227,8
sf,Probe A,12,44,-10,-3.70436,0.0767145,6.98192,94,True,227,8
sf,Probe A,12,46,-10,-3.67925,0.0780612,6.89258,85,True,227,8
sf,Probe A,12,48,-10,-3.65057,0.0796287,6.81287,71,True,227,8
sf,Probe A,12,50,-10,-3.61836,0.0814265,6.74246,59,True,227,8
sf,Probe A,12,52,-10,-3.58291,0.0834522,6.67984,51,True,227,8
sf,Probe A,12,54,-10,-3.54475,0.0856889,6.62255,41,True,227,8
sf,Probe A,12,56,-10,-3.50468,0.0881023,6.56769,34,True,227,8
sf,Probe A,12,58,-10,-3.46372,0.0906392,6.51254,29,True,227,8
sf,Probe A,12,60,-10,-3.42311,0.0932271,6.45505,27,True,227,8
sf,Probe A,12,62,-10,-3.38421,0.0957749,6.39379,25,True,227,8
sf,Probe A,12,64,-10,,,6.3271,19,False,227,8
sf,Probe A,12,66,-10,,,6.25164,15,False,227,8
sf,Probe A,12,68,-10,,,6.16082,15,False,227,8
sf,Probe A,12,70,-10,,,6.04424,11,False,227,8
sf,Probe A,12,72,-10,,,5.88918,8,False,227,8
sf,Probe A,12,74,-10,,,5.68474,6,False,227,8
sf,Probe A,12,76,-10,,,5.42716,4,False,227,8
sf,Probe A,12,78,-10,,,5.12345,3,False,227,8
sf,Probe A,12,80,-10,,,4.79048,3,False,227,8
sf,Probe A,12,82,-10,,,4.44986,3,False,227,8
sf,Probe A,12,84,-10,,,4.12161,3,False,227,8
sf,Probe A,12,86,-10,,,3.82,2,False,227,8
sf,Probe A,12,88,-10,,,3.5526,1,False,227,8
sf,Probe A,12,90,-10,,,3.32139,1,False,227,8
sf,Probe A,12,10,-8,-3.82117,0.0707479,7.05573,79,True,227,8
sf,Probe A,12,12,-8,-3.82269,0.0706731,7.21619,97,True,227,8
sf,Probe A,12,14,-8,-3.82357,0.0706302,7.36519,106,True,227,8
sf,Probe A,12,16,-8,-3.82369,0.0706242,7.49671,120,True,227,8
sf,Probe A,12,18,-8,-3.82297,0.0706597,7.60478,130,True,227,8
sf,Probe A,12,20,-8,-3.8213,0.0707414,7.68419,141,True,227,8
sf,Probe A,12,22,-8,-3.81862,0.0708732,7.73119,145,True,227,8
sf,Probe A,12,24,-8,-3.81485,0.0710587,7.74411,152,True,227,8
sf,Probe A,12,26,-8,-3.80993,0.0713013,7.72361,161,True,227,8
sf,Probe A,12,28,-8,-3.80381,0.0716043,7.67255,156,True,227,8
sf,Probe A,12,30,-8,-3.79643,0.0719717,7.59559,148,True,227,8
sf,Probe A,12,32,-8,-3.7877,0.0724085,7.49845,138,True,227,8
sf,Probe A,12,34,-8,-3.77752,0.0729213,7.38729,131,True,227,8
sf,Probe A,12,36,-8,-3.76573,0.0735192,7.26816,128,True,227,8
sf,Probe A,12,38,-8,-3.75217,0.0742139,7.14662,120,True,227,8
sf,Probe A,12,40,-8,-3.73659,0.0750194,7.02761,111,True,227,8
sf,Probe A,12,42,-8,-3.71876,0.0759522,6.91532,101,True,227,8
sf,Probe A,12,44,-8,-3.69844,0.0770296,6.81315,88,True,227,8
sf,Probe A,12,46,-8,-3.67543,0.0782684,6.72355,75,True,227,8
sf,Probe A,12,48,-8,-3.6496,0.0796822,6.64781,68,True,227,8
sf,Probe A,12,50,-8,-3.62097,0.0812793,6.58587,58,True,227,8
sf,Probe A,12,52,-8,-3.58971,0.0830594,6.53612,47,True,227,8
sf,Probe A,12,54,-8,-3.55621,0.0850108,6.49552,40,True,227,8
sf,Probe A,12,56,-8,-3.52105,0.0871081,6.45984,34,True,227,8
sf,Probe A,12,58,-8,-3.48503,0.08931,6.42426,30,True,227,8
sf,Probe A,12,60,-8,-3.44917,0.0915581,6.38375,27,True,227,8
sf,Probe A,12,62,-8,-3.41462,0.0937774,6.33324,24,True,227,8
sf,Probe A,12,64,-8,,,6.26707,19,False,227,8
sf,Probe A,12,66,-8,,,6.17818,17,False,227,8
sf,Probe A,12,68,-8,,,6.05756,14,False,227,8
sf,Probe A,12,70,-8,,,5.89517,11,False,227,8
sf,Probe A,12,72,-8,,,5.68288,9,False,227,8
sf,Probe A,12,74,-8,,,5.41883,4,False,227,8
sf,Probe A,12,76,-8,,,5.11054,4,False,227,8
sf,Probe A,12,78,-8,,,4.77442,4,False,227,8
sf,Probe A,12,80,-8,,,4.43136,3,False,227,8
sf,Probe A,12,82,-8,,,4.10091,3,False,227,8
