azimuth_deg,elevation_deg,mousev2_estimate_log2,mousev2_supported,allen_estimate_log2,allen_supported,preference,shared_supported,mousev2_minus_allen_log2,mousev2_over_allen_ratio
48,-30,0.973235,True,1.18916,True,tf,True,-0.215925,0.8609939
50,-30,0.974462,True,1.1577,True,tf,True,-0.183238,0.8807241
52,-30,,False,1.1292,True,tf,False,,
54,-30,,False,1.10436,True,tf,False,,
56,-30,,False,1.08365,True,tf,False,,
58,-30,,False,1.06728,True,tf,False,,
60,-30,,False,1.0552,True,tf,False,,
62,-30,,False,1.04705,True,tf,False,,
64,-30,,False,1.04215,True,tf,False,,
66,-30,,False,1.03953,True,tf,False,,
68,-30,,False,1.03798,True,tf,False,,
70,-30,,False,1.0362,True,tf,False,,
72,-30,,False,1.03293,True,tf,False,,
74,-30,,False,1.02715,True,tf,False,,
76,-30,,False,1.01821,True,tf,False,,
78,-30,,False,1.00594,True,tf,False,,
80,-30,,False,0.990618,True,tf,False,,
82,-30,,False,0.972858,True,tf,False,,
84,-30,,False,0.953489,True,tf,False,,
86,-30,,False,,False,tf,False,,
88,-30,,False,,False,tf,False,,
90,-30,,False,,False,tf,False,,
10,-28,1.02051,True,,False,tf,False,,
12,-28,1.01988,True,,False,tf,False,,
14,-28,1.01971,True,,False,tf,False,,
16,-28,1.01982,True,,False,tf,False,,
18,-28,1.02002,True,1.23365,True,tf,True,-0.21363,0.8623647
20,-28,1.02008,True,1.27003,True,tf,True,-0.24995,0.8409256
22,-28,1.01977,True,1.30215,True,tf,True,-0.28238,0.8222335
24,-28,1.0189,True,1.3286,True,tf,True,-0.3097,0.8068095
26,-28,1.01727,True,1.34814,True,tf,True,-0.33087,0.7950569
28,-28,1.01475,True,1.35984,True,tf,True,-0.34509,0.7872589
30,-28,1.01127,True,1.36321,True,tf,True,-0.35194,0.7835298
32,-28,1.00685,True,1.35827,True,tf,True,-0.35142,0.7838122
34,-28,1.00158,True,1.34552,True,tf,True,-0.34394,0.7878867
36,-28,0.995656,True,1.3259,True,tf,True,-0.330244,0.7954019
38,-28,0.98937,True,1.30066,True,tf,True,-0.31129,0.8059208
40,-28,0.983086,True,1.27122,True,tf,True,-0.288134,0.8189606
42,-28,0.977234,True,1.23907,True,tf,True,-0.261836,0.8340258
44,-28,0.972268,True,1.20564,True,tf,True,-0.233372,0.8506444
46,-28,0.968629,True,1.17224,True,tf,True,-0.203611,0.8683743
48,-28,0.966685,True,1.14004,True,tf,True,-0.173355,0.8867781
50,-28,0.966679,True,1.11003,True,tf,True,-0.143351,0.9054137
52,-28,0.968684,True,1.08302,True,tf,True,-0.114336,0.9238074
54,-28,,False,1.05964,True,tf,False,,
56,-28,,False,1.04034,True,tf,False,,
58,-28,,False,1.02534,True,tf,False,,
60,-28,,False,1.01463,True,tf,False,,
62,-28,,False,1.00792,True,tf,False,,
64,-28,,False,1.00468,True,tf,False,,
66,-28,,False,1.00406,True,tf,False,,
68,-28,,False,1.005,True,tf,False,,
70,-28,,False,1.00629,True,tf,False,,
72,-28,,False,1.00671,True,tf,False,,
74,-28,,False,1.00517,True,tf,False,,
76,-28,,False,1.00089,True,tf,False,,
78,-28,,False,0.993492,True,tf,False,,
80,-28,,False,0.983029,True,tf,False,,
82,-28,,False,0.96992,True,tf,False,,
84,-28,,False,0.954841,True,tf,False,,
86,-28,,False,0.938579,True,tf,False,,
88,-28,,False,,False,tf,False,,
90,-28,,False,,False,tf,False,,
10,-26,1.02061,True,,False,tf,False,,
12,-26,1.01965,True,,False,tf,False,,
14,-26,1.01916,True,1.12294,True,tf,True,-0.10378,0.9305916
16,-26,1.01898,True,,False,tf,False,,
18,-26,1.01891,True,1.19947,True,tf,True,-0.18056,0.8823604
20,-26,1.01874,True,1.23397,True,tf,True,-0.21523,0.8614088
22,-26,1.01826,True,1.26402,True,tf,True,-0.24576,0.8433714
24,-26,1.01725,True,1.28825,True,tf,True,-0.271,0.8287449
26,-26,1.01552,True,1.30551,True,tf,True,-0.28999,0.8179077
28,-26,1.01293,True,1.31501,True,tf,True,-0.30208,0.8110822
30,-26,1.0094,True,1.31644,True,tf,True,-0.30704,0.8082985
32,-26,1.00491,True,1.30996,True,tf,True,-0.30505,0.8094142
34,-26,0.999538,True,1.29618,True,tf,True,-0.296642,0.8141452
36,-26,0.993451,True,1.27611,True,tf,True,-0.282659,0.8220745
38,-26,0.986901,True,1.251,True,tf,True,-0.264099,0.8327186
40,-26,0.980223,True,1.22222,True,tf,True,-0.241997,0.845574
42,-26,0.973818,True,1.19115,True,tf,True,-0.217332,0.8601547
44,-26,0.968126,True,1.15911,True,tf,True,-0.190984,0.876008
46,-26,0.963583,True,1.1273,True,tf,True,-0.163717,0.8927221
48,-26,0.960576,True,1.09677,True,tf,True,-0.136194,0.9099165
50,-26,0.959395,True,1.0684,True,tf,True,-0.109005,0.9272273
52,-26,0.960186,True,1.04295,True,tf,True,-0.082764,0.9442469
54,-26,0.962937,True,1.02099,True,tf,True,-0.058053,0.9605596
56,-26,,False,1.00292,True,tf,False,,
58,-26,,False,0.988992,True,tf,False,,
60,-26,,False,0.979223,True,tf,False,,
62,-26,,False,0.973416,True,tf,False,,
64,-26,,False,0.971127,True,tf,False,,
66,-26,,False,0.97166,True,tf,False,,
68,-26,,False,0.974097,True,tf,False,,
70,-26,,False,0.977354,True,tf,False,,
72,-26,,False,0.980289,True,tf,False,,
74,-26,,False,0.981834,True,tf,False,,
76,-26,,False,0.981142,True,tf,False,,
78,-26,,False,0.977695,True,tf,False,,
80,-26,,False,0.97136,True,tf,False,,
82,-26,,False,0.962373,True,tf,False,,
84,-26,,False,0.951248,True,tf,False,,
86,-26,,False,0.93866,True,tf,False,,
88,-26,,False,,False,tf,False,,
90,-26,,False,,False,tf,False,,
10,-24,1.01984,True,,False,tf,False,,
12,-24,1.01863,True,,False,tf,False,,
14,-24,1.01789,True,1.09296,True,tf,True,-0.07507,0.9492961
16,-24,1.01747,True,1.13023,True,tf,True,-0.11276,0.9248171
18,-24,1.01719,True,1.16576,True,tf,True,-0.14857,0.9021442
20,-24,1.01686,True,1.19813,True,tf,True,-0.18127,0.8819263
22,-24,1.01626,True,1.22594,True,tf,True,-0.20968,0.864729
24,-24,1.01518,True,1.2479,True,tf,True,-0.23272,0.8510289
26,-24,1.01343,True,1.26302,True,tf,True,-0.24959,0.8411354
28,-24,1.01086,True,1.27066,True,tf,True,-0.2598,0.8352037
30,-24,1.00736,True,1.27064,True,tf,True,-0.26328,0.8331915
32,-24,1.0029,True,1.26324,True,tf,True,-0.26034,0.8348911
34,-24,0.997531,True,1.24916,True,tf,True,-0.251629,0.8399475
36,-24,0.991376,True,1.22937,True,tf,True,-0.237994,0.8479235
38,-24,0.984658,True,1.20509,True,tf,True,-0.220432,0.8583084
40,-24,0.977682,True,1.17758,True,tf,True,-0.199898,0.8706121
42,-24,0.970821,True,1.14811,True,tf,True,-0.177289,0.8843633
44,-24,0.964497,True,1.11786,True,tf,True,-0.153363,0.899152
46,-24,0.95915,True,1.08793,True,tf,True,-0.12878,0.9146045
48,-24,0.955191,True,1.05924,True,tf,True,-0.104049,0.9304181
50,-24,0.952961,True,1.0326,True,tf,True,-0.079639,0.9462944
52,-24,0.952683,True,1.0087,True,tf,True,-0.056017,0.9619161
54,-24,0.954436,True,0.988059,True,tf,True,-0.033623,0.9769638
56,-24,0.95815,True,0.971071,True,tf,True,-0.012921,0.9910838
58,-24,,False,0.957971,True,tf,False,,
60,-24,,False,0.948819,True,tf,False,,
62,-24,0.9787,True,0.943481,True,tf,True,0.035219,1.024712
64,-24,,False,0.941607,True,tf,False,,
66,-24,,False,0.942626,True,tf,False,,
68,-24,,False,0.945758,True,tf,False,,
70,-24,,False,0.950058,True,tf,False,,
72,-24,,False,0.954495,True,tf,False,,
74,-24,,False,0.958063,True,tf,False,,
76,-24,,False,0.959907,True,tf,False,,
78,-24,,False,0.959435,True,tf,False,,
80,-24,,False,0.956386,True,tf,False,,
82,-24,,False,0.950842,True,tf,False,,
84,-24,,False,0.943166,True,tf,False,,
86,-24,,False,0.933912,True,tf,False,,
88,-24,,False,,False,tf,False,,
90,-24,,False,,False,tf,False,,
10,-22,1.0182,True,,False,tf,False,,
12,-22,1.0168,True,1.02937,True,tf,True,-0.01257,0.991325
14,-22,1.01588,True,1.06526,True,tf,True,-0.04938,0.9663515
16,-22,1.01529,True,1.1005,True,tf,True,-0.08521,0.9426473
18,-22,1.01487,True,1.13382,True,tf,True,-0.11895,0.9208576
20,-22,1.01445,True,1.16386,True,tf,True,-0.14941,0.9016191
22,-22,1.01381,True,1.18931,True,tf,True,-0.1755,0.8854606
24,-22,1.01274,True,1.20903,True,tf,True,-0.19629,0.8727921
26,-22,1.01105,True,1.22216,True,tf,True,-0.21111,0.8638723
28,-22,1.00859,True,1.22824,True,tf,True,-0.21965,0.8587738
30,-22,1.00522,True,1.22719,True,tf,True,-0.22197,0.8573939
32,-22,1.00089,True,1.21939,True,tf,True,-0.2185,0.8594586
34,-22,0.995627,True,1.20552,True,tf,True,-0.209893,0.8646014
36,-22,0.989516,True,1.18653,True,tf,True,-0.197014,0.8723542
38,-22,0.982747,True,1.16352,True,tf,True,-0.180773,0.8822302
40,-22,0.97559,True,1.13766,True,tf,True,-0.16207,0.8937418
42,-22,0.968393,True,1.11008,True,tf,True,-0.141687,0.9064586
44,-22,0.961567,True,1.08183,True,tf,True,-0.120263,0.9200199
46,-22,0.955559,True,1.05389,True,tf,True,-0.098331,0.934113
48,-22,0.95081,True,1.0271,True,tf,True,-0.07629,0.9484936
50,-22,0.947716,True,1.00219,True,tf,True,-0.054474,0.9629455
52,-22,0.946577,True,0.979777,True,tf,True,-0.0332,0.9772503
54,-22,0.947559,True,0.960357,True,tf,True,-0.012798,0.9911683
56,-22,0.950662,True,0.9443,True,tf,True,0.006362,1.00442
58,-22,0.955726,True,0.93184,True,tf,True,0.023886,1.016694
60,-22,,False,0.923063,True,tf,False,,
62,-22,0.97043,True,0.917885,True,tf,True,0.052545,1.037093
64,-22,,False,0.916036,True,tf,False,,
66,-22,,False,0.91705,True,tf,False,,
68,-22,,False,0.920273,True,tf,False,,
70,-22,,False,0.924893,True,tf,False,,
72,-22,,False,0.930001,True,tf,False,,
74,-22,,False,0.934681,True,tf,False,,
76,-22,,False,0.938116,True,tf,False,,
78,-22,,False,0.939691,True,tf,False,,
80,-22,,False,0.939071,True,tf,False,,
82,-22,,False,0.936222,True,tf,False,,
84,-22,,False,0.931384,True,tf,False,,
86,-22,,False,0.924991,True,tf,False,,
88,-22,,False,0.917582,True,tf,False,,
90,-22,,False,0.909703,True,tf,False,,
10,-20,1.01574,True,0.973404,True,tf,True,0.042336,1.02978
12,-20,1.01424,True,1.00698,True,tf,True,0.00726,1.005045
14,-20,1.0132,True,1.04082,True,tf,True,-0.02762,0.9810374
16,-20,1.01251,True,1.0738,True,tf,True,-0.06129,0.9584068
18,-20,1.01203,True,1.1047,True,tf,True,-0.09267,0.9377856
20,-20,1.01158,True,1.13226,True,tf,True,-0.12068,0.919754
22,-20,1.01097,True,1.15529,True,tf,True,-0.14432,0.9048057
24,-20,1.00999,True,1.1728,True,tf,True,-0.16281,0.8932835
26,-20,1.00845,True,1.18411,True,tf,True,-0.17566,0.8853624
28,-20,1.00619,True,1.18887,True,tf,True,-0.18268,0.8810648
30,-20,1.00305,True,1.18712,True,tf,True,-0.18407,0.8802163
32,-20,0.998971,True,1.17924,True,tf,True,-0.180269,0.8825384
34,-20,0.993926,True,1.16592,True,tf,True,-0.171994,0.887615
36,-20,0.987982,True,1.14802,True,tf,True,-0.160038,0.8950015
38,-20,0.981287,True,1.12654,True,tf,True,-0.145253,0.9042208
40,-20,0.974081,True,1.1025,True,tf,True,-0.128419,0.9148334
42,-20,0.96669,True,1.07692,True,tf,True,-0.11023,0.9264404
44,-20,0.959518,True,1.05072,True,tf,True,-0.091202,0.9387403
46,-20,0.953021,True,1.02478,True,tf,True,-0.071759,0.9514772
48,-20,0.947682,True,0.999853,True,tf,True,-0.052171,0.9644839
50,-20,0.943953,True,0.976602,True,tf,True,-0.032649,0.9776236
52,-20,0.942208,True,0.955592,True,tf,True,-0.013384,0.9907658
54,-20,0.942683,True,0.937285,True,tf,True,0.005398,1.003749
56,-20,0.94543,True,0.922032,True,tf,True,0.023398,1.01635
58,-20,0.950291,True,0.910067,True,tf,True,0.040224,1.028273
60,-20,0.956911,True,0.901493,True,tf,True,0.055418,1.03916
62,-20,0.964779,True,0.896265,True,tf,True,0.068514,1.048636
64,-20,0.973297,True,0.894176,True,tf,True,0.079121,1.056374
66,-20,,False,0.894849,True,tf,False,,
68,-20,,False,0.897738,True,tf,False,,
70,-20,,False,0.902153,True,tf,False,,
72,-20,,False,0.907304,True,tf,False,,
74,-20,,False,0.912375,True,tf,False,,
76,-20,,False,0.916615,True,tf,False,,
78,-20,,False,0.919426,True,tf,False,,
80,-20,,False,0.920442,True,tf,False,,
82,-20,,False,0.919555,True,tf,False,,
84,-20,,False,0.916909,True,tf,False,,
86,-20,,False,0.912839,True,tf,False,,
88,-20,,False,0.907793,True,tf,False,,
90,-20,,False,0.90225,True,tf,False,,
10,-18,1.01261,True,0.957033,True,tf,True,0.055577,1.039275
12,-18,1.01108,True,0.988618,True,tf,True,0.022462,1.015691
14,-18,1.01,True,1.02022,True,tf,True,-0.01022,0.9929411
16,-18,1.00928,True,1.05076,True,tf,True,-0.04148,0.9716577
18,-18,1.0088,True,1.07908,True,tf,True,-0.07028,0.9524531
20,-18,1.00839,True,1.10406,True,tf,True,-0.09567,0.9358375
22,-18,1.00789,True,1.12465,True,tf,True,-0.11676,0.9222565
24,-18,1.00708,True,1.14002,True,tf,True,-0.13294,0.9119711
26,-18,1.00578,True,1.14963,True,tf,True,-0.14385,0.9051006
28,-18,1.0038,True,1.15325,True,tf,True,-0.14945,0.9015941
30,-18,1.001,True,1.15099,True,tf,True,-0.14999,0.9012567
32,-18,0.99727,True,1.14325,True,tf,True,-0.14598,0.9037653
34,-18,0.992562,True,1.13064,True,tf,True,-0.138078,0.908729
36,-18,0.986906,True,1.11396,True,tf,True,-0.127054,0.9156994
38,-18,0.980415,True,1.09408,True,tf,True,-0.113665,0.9242372
40,-18,0.973298,True,1.0719,True,tf,True,-0.098602,0.9339376
42,-18,0.965863,True,1.0483,True,tf,True,-0.082437,0.9444609
44,-18,0.958509,True,1.02411,True,tf,True,-0.065601,0.9555472
46,-18,0.951716,True,1.00009,True,tf,True,-0.048374,0.9670256
48,-18,0.946004,True,0.976932,True,tf,True,-0.030928,0.9787905
50,-18,0.941889,True,0.955237,True,tf,True,-0.013348,0.9907905
52,-18,0.939807,True,0.935524,True,tf,True,0.004283,1.002973
54,-18,0.940048,True,0.918223,True,tf,True,0.021825,1.015243
56,-18,0.942685,True,0.903667,True,tf,True,0.039018,1.027414
58,-18,0.947534,True,0.892089,True,tf,True,0.055445,1.03918
60,-18,0.954154,True,0.883601,True,tf,True,0.070553,1.050119
62,-18,0.961901,True,0.878189,True,tf,True,0.083712,1.059741
64,-18,0.970021,True,0.875698,True,tf,True,0.094323,1.067564
66,-18,0.977777,True,0.875821,True,tf,True,0.101956,1.073228
68,-18,0.984566,True,0.878104,True,tf,True,0.106462,1.076585
70,-18,0.990004,True,0.881962,True,tf,True,0.108042,1.077765
72,-18,0.993957,True,0.886716,True,tf,True,0.107241,1.077166
74,-18,0.996509,True,0.891651,True,tf,True,0.104858,1.075389
76,-18,0.997898,True,0.896094,True,tf,True,0.101804,1.073114
78,-18,0.998428,True,0.89949,True,tf,True,0.098938,1.070985
80,-18,0.998407,True,0.901472,True,tf,True,0.096935,1.069499
82,-18,0.998089,True,0.901893,True,tf,True,0.096196,1.068951
84,-18,,False,0.900832,True,tf,False,,
86,-18,,False,0.898542,True,tf,False,,
88,-18,,False,0.895394,True,tf,False,,
90,-18,,False,0.891802,True,tf,False,,
10,-16,1.00905,True,0.944966,True,tf,True,0.064084,1.045421
12,-16,1.00756,True,0.974403,True,tf,True,0.033157,1.023249
14,-16,1.00651,True,1.00361,True,tf,True,0.0029,1.002012
16,-16,1.00583,True,1.03157,True,tf,True,-0.02574,0.9823166
18,-16,1.00542,True,1.05723,True,tf,True,-0.05181,0.9647252
20,-16,1.00513,True,1.07958,True,tf,True,-0.07445,0.9497041
22,-16,1.00479,True,1.09774,True,tf,True,-0.09295,0.9376036
24,-16,1.00422,True,1.11104,True,tf,True,-0.10682,0.9286327
26,-16,1.00323,True,1.11906,True,tf,True,-0.11583,0.9228512
28,-16,1.00163,True,1.12168,True,tf,True,-0.12005,0.9201558
30,-16,0.999252,True,1.11903,True,tf,True,-0.119778,0.9203293
32,-16,0.995969,True,1.11151,True,tf,True,-0.115541,0.9230361
34,-16,0.991704,True,1.09968,True,tf,True,-0.107976,0.9278889
36,-16,0.986448,True,1.08423,True,tf,True,-0.097782,0.9344685
38,-16,0.98028,True,1.06591,True,tf,True,-0.08563,0.9423729
40,-16,0.973381,True,1.04551,True,tf,True,-0.072129,0.9512332
42,-16,0.966043,True,1.0238,True,tf,True,-0.057757,0.9607567
44,-16,0.95867,True,1.00149,True,tf,True,-0.04282,0.9707556
46,-16,0.951766,True,0.979278,True,tf,True,-0.027512,0.9811108
48,-16,0.945896,True,0.957765,True,tf,True,-0.011869,0.9918068
50,-16,0.941633,True,0.937505,True,tf,True,0.004128,1.002865
52,-16,0.939468,True,0.918977,True,tf,True,0.020491,1.014305
54,-16,0.939721,True,0.90258,True,tf,True,0.037141,1.026078
56,-16,0.942457,True,0.888633,True,tf,True,0.053824,1.038013
58,-16,0.947435,True,0.877361,True,tf,True,0.070074,1.049771
60,-16,0.954106,True,0.868885,True,tf,True,0.085221,1.06085
62,-16,0.961687,True,0.863215,True,tf,True,0.098472,1.070639
64,-16,0.969279,True,0.860233,True,tf,True,0.109046,1.078515
66,-16,0.97603,True,0.859693,True,tf,True,0.116337,1.083979
68,-16,0.981279,True,0.861216,True,tf,True,0.120063,1.086782
70,-16,0.984655,True,0.864308,True,tf,True,0.120347,1.086996
72,-16,0.986103,True,0.868388,True,tf,True,0.117715,1.085015
74,-16,0.985838,True,0.872836,True,tf,True,0.113002,1.081476
76,-16,0.984246,True,0.877059,True,tf,True,0.107187,1.077126
78,-16,0.981785,True,0.880558,True,tf,True,0.101227,1.072685
80,-16,0.978888,True,0.882984,True,tf,True,0.095904,1.068735
82,-16,0.975909,True,0.88418,True,tf,True,0.091729,1.065647
84,-16,0.973098,True,0.88418,True,tf,True,0.088918,1.063572
86,-16,0.970605,True,0.88318,True,tf,True,0.087425,1.062472
88,-16,,False,0.881486,True,tf,False,,
90,-16,,False,0.87945,True,tf,False,,
10,-14,1.00541,True,0.936906,True,tf,True,0.068504,1.048629
12,-14,1.00402,True,0.964066,True,tf,True,0.039954,1.028081
14,-14,1.00307,True,0.990764,True,tf,True,0.012306,1.008566
16,-14,1.0025,True,1.01606,True,tf,True,-0.01356,0.990645
18,-14,1.00222,True,1.03902,True,tf,True,-0.0368,0.9748148
20,-14,1.00209,True,1.05877,True,tf,True,-0.05668,0.9614742
22,-14,1.00198,True,1.07457,True,tf,True,-0.07259,0.9509293
24,-14,1.00171,True,1.08589,True,tf,True,-0.08418,0.9433205
26,-14,1.00109,True,1.09242,True,tf,True,-0.09133,0.938657
28,-14,0.999934,True,1.09412,True,tf,True,-0.094186,0.9368007
30,-14,0.998054,True,1.09115,True,tf,True,-0.093096,0.9375087
32,-14,0.995298,True,1.08388,True,tf,True,-0.088582,0.9404466
34,-14,0.991557,True,1.0728,True,tf,True,-0.081243,0.9452429
36,-14,0.98679,True,1.05851,True,tf,True,-0.07172,0.9515029
38,-14,0.98104,True,1.04166,True,tf,True,-0.06062,0.958852
40,-14,0.974462,True,1.02292,True,tf,True,-0.048458,0.9669693
42,-14,0.967337,True,1.00295,True,tf,True,-0.035613,0.9756171
44,-14,0.960078,True,0.982388,True,tf,True,-0.02231,0.9846548
46,-14,0.953221,True,0.961826,True,tf,True,-0.008605,0.9940532
48,-14,0.947377,True,0.94182,True,tf,True,0.005557,1.003859
50,-14,0.943168,True,0.92287,True,tf,True,0.020298,1.014169
52,-14,0.941126,True,0.905415,True,tf,True,0.035711,1.025062
54,-14,0.941581,True,0.88983,True,tf,True,0.051751,1.036522
56,-14,0.944562,True,0.876415,True,tf,True,0.068147,1.048369
58,-14,0.949746,True,0.86539,True,tf,True,0.084356,1.060214
60,-14,0.956465,True,0.856881,True,tf,True,0.099584,1.071464
62,-14,0.963799,True,0.850916,True,tf,True,0.112883,1.081387
64,-14,0.970727,True,0.84741,True,tf,True,0.123317,1.089236
66,-14,0.976316,True,0.846163,True,tf,True,0.130153,1.09441
68,-14,0.979884,True,0.846861,True,tf,True,0.133023,1.096589
70,-14,0.981102,True,0.849085,True,tf,True,0.132017,1.095825
72,-14,0.980011,True,0.852341,True,tf,True,0.12767,1.092528
74,-14,0.976953,True,0.856095,True,tf,True,0.120858,1.087381
76,-14,0.972453,True,0.859831,True,tf,True,0.112622,1.081191
78,-14,0.967094,True,0.863107,True,tf,True,0.103987,1.074739
80,-14,0.961417,True,0.865607,True,tf,True,0.09581,1.068665
82,-14,0.955855,True,0.867177,True,tf,True,0.088678,1.063395
84,-14,0.95071,True,0.867826,True,tf,True,0.082884,1.059133
86,-14,0.946158,True,0.86771,True,tf,True,0.078448,1.055882
88,-14,0.942268,True,0.867081,True,tf,True,0.075187,1.053498
90,-14,,False,0.86624,True,tf,False,,
10,-12,1.0021,True,0.932293,True,tf,True,0.069807,1.049576
12,-12,1.00089,True,0.957081,True,tf,True,0.043809,1.030832
14,-12,1.00011,True,0.981213,True,tf,True,0.018897,1.013185
16,-12,0.999701,True,1.00384,True,tf,True,-0.004139,0.9971352
18,-12,0.999596,True,1.02413,True,tf,True,-0.024534,0.9831381
20,-12,0.999691,True,1.04134,True,tf,True,-0.041649,0.9715438
22,-12,0.999854,True,1.05488,True,tf,True,-0.055026,0.9625771
24,-12,0.999925,True,1.06432,True,tf,True,-0.064395,0.9563463
26,-12,0.999721,True,1.06948,True,tf,True,-0.069759,0.9527971
28,-12,0.999047,True,1.07034,True,tf,True,-0.071293,0.9517846
30,-12,0.997708,True,1.06709,True,tf,True,-0.069382,0.9530462
32,-12,0.995525,True,1.06005,True,tf,True,-0.064525,0.9562601
34,-12,0.992357,True,1.04966,True,tf,True,-0.057303,0.9610591
36,-12,0.988127,True,1.03644,True,tf,True,-0.048313,0.9670665
38,-12,0.982847,True,1.02093,True,tf,True,-0.038083,0.9739482
40,-12,0.976647,True,1.0037,True,tf,True,-0.027053,0.981423
42,-12,0.969804,True,0.985317,True,tf,True,-0.015513,0.9893048
44,-12,0.962746,True,0.966331,True,tf,True,-0.003585,0.9975182
46,-12,0.956041,True,0.947272,True,tf,True,0.008769,1.006097
48,-12,0.950349,True,0.928632,True,tf,True,0.021717,1.015167
50,-12,0.946335,True,0.910867,True,tf,True,0.035468,1.024889
52,-12,0.944554,True,0.894379,True,tf,True,0.050175,1.035391
54,-12,0.945324,True,0.879519,True,tf,True,0.065805,1.046669
56,-12,0.948621,True,0.866572,True,tf,True,0.082049,1.05852
58,-12,0.954022,True,0.85575,True,tf,True,0.098272,1.070491
60,-12,0.960739,True,0.847184,True,tf,True,0.113555,1.081891
62,-12,0.967728,True,0.840915,True,tf,True,0.126813,1.091879
64,-12,0.973871,True,0.836884,True,tf,True,0.136987,1.099606
66,-12,0.978188,True,0.834933,True,tf,True,0.143255,1.104394
68,-12,0.980004,True,0.834799,True,tf,True,0.145205,1.105888
70,-12,0.979054,True,0.836131,True,tf,True,0.142923,1.10414
72,-12,0.975477,True,0.838506,True,tf,True,0.136971,1.099594
74,-12,0.969733,True,0.841469,True,tf,True,0.128264,1.092978
76,-12,0.962465,True,0.844574,True,tf,True,0.117891,1.085147
78,-12,0.954362,True,0.847434,True,tf,True,0.106928,1.076933
80,-12,0.94605,True,0.84977,True,tf,True,0.09628,1.069013
82,-12,0.938024,True,0.851438,True,tf,True,0.086586,1.061854
84,-12,0.930629,True,0.852438,True,tf,True,0.078191,1.055693
86,-12,0.924064,True,0.852893,True,tf,True,0.071171,1.050569
88,-12,0.918406,True,0.853018,True,tf,True,0.065388,1.046366
90,-12,0.913644,True,0.853065,True,tf,True,0.060579,1.042884
10,-10,0.999618,True,0.930443,True,tf,True,0.069175,1.049117
12,-10,0.99866,True,0.952806,True,tf,True,0.045854,1.032294
14,-10,0.998099,True,0.974363,True,tf,True,0.023736,1.016589
16,-10,0.997906,True,0.994354,True,tf,True,0.003552,1.002465
18,-10,0.998028,True,1.01206,True,tf,True,-0.014032,0.9903209
20,-10,0.998381,True,1.02686,True,tf,True,-0.028479,0.9804534
22,-10,0.99885,True,1.03827,True,tf,True,-0.03942,0.9730461
24,-10,0.999288,True,1.04598,True,tf,True,-0.046692,0.9681537
26,-10,0.999518,True,1.04986,True,tf,True,-0.050342,0.9657074
28,-10,0.999342,True,1.04996,True,tf,True,-0.050618,0.9655226
30,-10,0.998551,True,1.04645,True,tf,True,-0.047899,0.967344
32,-10,0.996945,True,1.03963,True,tf,True,-0.042685,0.9708464
34,-10,0.994349,True,1.02988,True,tf,True,-0.035531,0.9756726
36,-10,0.990651,True,1.01762,True,tf,True,-0.026969,0.9814802
38,-10,0.985832,True,1.00331,True,tf,True,-0.017478,0.9879583
40,-10,0.980005,True,0.98744,True,tf,True,-0.007435,0.9948597
42,-10,0.973446,True,0.970485,True,tf,True,0.002961,1.002055
44,-10,0.966603,True,0.952923,True,tf,True,0.01368,1.009527
46,-10,0.960084,True,0.935217,True,tf,True,0.024867,1.017386
48,-10,0.954593,True,0.917809,True,tf,True,0.036784,1.025825
50,-10,0.950832,True,0.90111,True,tf,True,0.049722,1.035065
52,-10,0.949367,True,0.885491,True,tf,True,0.063876,1.04527
54,-10,0.950487,True,0.871279,True,tf,True,0.079208,1.056438
56,-10,0.954096,True,0.858743,True,tf,True,0.095353,1.068327
58,-10,0.959672,True,0.84809,True,tf,True,0.111582,1.080412
60,-10,0.966309,True,0.839453,True,tf,True,0.126856,1.091912
62,-10,0.97286,True,0.832885,True,tf,True,0.139975,1.101886
64,-10,0.978137,True,0.828351,True,tf,True,0.149786,1.109405
66,-10,0.981138,True,0.825725,True,tf,True,0.155413,1.11374
68,-10,0.981217,True,0.824792,True,tf,True,0.156425,1.114522
70,-10,0.978179,True,0.825256,True,tf,True,0.152923,1.11182
72,-10,0.972259,True,0.826759,True,tf,True,0.1455,1.106114
74,-10,0.964018,True,0.828912,True,tf,True,0.135106,1.098173
76,-10,0.954195,True,0.831331,True,tf,True,0.122864,1.088894
78,-10,0.943564,True,0.833683,True,tf,True,0.109881,1.079139
80,-10,0.932814,True,0.835723,True,tf,True,0.097091,1.069615
82,-10,0.922492,True,0.837322,True,tf,True,0.08517,1.060813
84,-10,0.912976,True,0.838475,True,tf,True,0.074501,1.052997
86,-10,0.904485,True,0.839283,True,tf,True,0.065202,1.046231
88,-10,0.897106,True,0.839927,True,tf,True,0.057179,1.040429
90,-10,0.890832,True,0.840623,True,tf,True,0.050209,1.035415
10,-8,0.998467,True,0.930669,True,tf,True,0.067798,1.048116
12,-8,0.997811,True,0.950595,True,tf,True,0.047216,1.033269
14,-8,0.997527,True,0.969615,True,tf,True,0.027912,1.019535
16,-8,0.997599,True,0.987058,True,tf,True,0.010541,1.007333
18,-8,0.997991,True,1.00231,True,tf,True,-0.004319,0.9970108
20,-8,0.998634,True,1.01484,True,tf,True,-0.016206,0.9888297
22,-8,0.999428,True,1.02429,True,tf,True,-0.024862,0.9829146
24,-8,1.00024,True,1.03042,True,tf,True,-0.03018,0.9792981
26,-8,1.0009,True,1.03316,True,tf,True,-0.03226,0.9778872
