start_time,stop_time,x_position,y_position,orientation,orientation_index,repeat,trial_split
86.2858521410959,86.5193688208107,-10.0,-20.0,45.0,1,0,train
86.5193688208107,86.76956526336225,-40.0,-30.0,45.0,1,0,train
86.76956526336225,87.01976170591381,-10.0,-10.0,90.0,2,0,train
87.01976170591381,87.26995814846539,20.0,-10.0,0.0,0,0,train
87.26995814846539,87.52017164662304,40.0,10.0,45.0,1,0,train
87.52017164662304,87.77038514478066,30.0,10.0,90.0,2,0,train
87.77038514478066,88.0205986429383,-40.0,-40.0,45.0,1,0,train
88.0205986429383,88.2708121410959,-10.0,-10.0,45.0,1,0,train
88.2708121410959,88.5210161429383,40.0,0.0,90.0,2,0,train
88.5210161429383,88.77122014478064,30.0,-10.0,0.0,0,0,train
88.77122014478064,89.02142414662302,20.0,-20.0,45.0,1,0,train
89.02142414662302,89.27162814846541,20.0,-20.0,0.0,0,0,train
89.27162814846541,89.52184164662305,10.0,-40.0,0.0,0,0,train
89.52184164662305,89.77205514478065,-20.0,-20.0,45.0,1,0,train
89.77205514478065,90.02226864293829,-30.0,10.0,45.0,1,0,train
90.02226864293829,90.2724821410959,30.0,40.0,0.0,0,0,train
90.2724821410959,90.52268614293828,-30.0,30.0,90.0,2,0,train
90.52268614293828,90.77289014478063,-10.0,-40.0,90.0,2,0,train
90.77289014478063,91.02309414662302,30.0,20.0,90.0,2,0,train
91.02309414662302,91.2732981484654,-30.0,0.0,90.0,2,0,train
91.2732981484654,91.52351164662304,-20.0,0.0,90.0,2,0,train
91.52351164662304,91.77372514478066,-40.0,-40.0,45.0,1,1,train
91.77372514478066,92.02393864293829,20.0,30.0,45.0,1,0,train
92.02393864293829,92.27415214109593,-40.0,0.0,45.0,1,0,train
92.27415214109593,92.5243536429383,-10.0,0.0,90.0,2,0,train
92.5243536429383,92.77455514478063,-40.0,10.0,45.0,1,0,train
92.77455514478063,93.02475664662302,-30.0,-40.0,90.0,2,0,train
93.02475664662302,93.2749581484654,40.0,10.0,0.0,0,0,train
93.2749581484654,93.525169146623,-10.0,-10.0,45.0,1,1,train
93.525169146623,93.77538014478066,10.0,0.0,45.0,1,0,train
93.77538014478066,94.0255911429383,20.0,-20.0,45.0,1,1,train
94.0255911429383,94.27580214109592,0.0,-10.0,90.0,2,0,train
94.27580214109592,94.5260086429383,40.0,20.0,90.0,2,0,train
94.5260086429383,94.77621514478064,-40.0,-40.0,45.0,1,2,test
94.77621514478064,95.02642164662302,30.0,-20.0,90.0,2,0,train
95.02642164662302,95.2766281484654,10.0,30.0,0.0,0,0,train
95.2766281484654,95.52684414662302,40.0,20.0,45.0,1,0,train
95.52684414662302,95.77706014478063,30.0,-20.0,0.0,0,0,train
95.77706014478063,96.02727614293829,-20.0,20.0,45.0,1,0,train
96.02727614293829,96.2774921410959,20.0,30.0,45.0,1,1,train
96.2774921410959,96.52769364293829,-40.0,0.0,90.0,2,0,train
96.52769364293829,96.77789514478063,0.0,20.0,90.0,2,0,train
96.77789514478063,97.02809664662304,30.0,-20.0,45.0,1,0,train
97.02809664662304,97.27829814846541,-20.0,-20.0,45.0,1,1,train
97.27829814846541,97.52850914662302,-30.0,40.0,0.0,0,0,train
97.52850914662302,97.77872014478064,40.0,-10.0,45.0,1,0,train
97.77872014478064,98.02893114293829,10.0,-20.0,90.0,2,0,train
98.02893114293829,98.2791421410959,0.0,0.0,0.0,0,0,train
98.2791421410959,98.5293511429383,-10.0,0.0,45.0,1,0,train
98.5293511429383,98.77956014478063,-40.0,30.0,90.0,2,0,train
98.77956014478063,99.029769146623,-10.0,-10.0,90.0,2,1,train
99.029769146623,99.2799781484654,40.0,30.0,90.0,2,0,train
99.2799781484654,99.53018664662302,40.0,20.0,0.0,0,0,train
99.53018664662302,99.78039514478066,0.0,40.0,45.0,1,0,train
99.78039514478066,100.03060364293829,20.0,10.0,90.0,2,0,train
100.03060364293829,100.28081214109592,-40.0,-40.0,0.0,0,0,train
100.28081214109592,100.53102114293829,-40.0,0.0,45.0,1,1,train
100.53102114293829,100.78123014478064,0.0,-30.0,90.0,2,0,train
100.78123014478064,101.031439146623,30.0,-40.0,0.0,0,0,train
101.031439146623,101.28164814846541,-30.0,30.0,45.0,1,0,train
101.28164814846541,101.53186164662304,40.0,-30.0,45.0,1,0,train
101.53186164662304,101.78207514478063,0.0,30.0,45.0,1,0,train
101.78207514478063,102.03228864293828,0.0,30.0,45.0,1,1,train
102.03228864293828,102.2825021410959,-10.0,0.0,90.0,2,1,train
102.2825021410959,102.53270364293829,30.0,-10.0,90.0,2,0,train
102.53270364293829,102.78290514478064,-30.0,-20.0,90.0,2,0,train
102.78290514478064,103.03310664662304,-40.0,-10.0,45.0,1,0,train
103.03310664662304,103.28330814846541,40.0,-10.0,45.0,1,1,train
103.28330814846541,103.53352664662305,20.0,10.0,0.0,0,0,train
103.53352664662305,103.78374514478064,-30.0,0.0,45.0,1,0,train
103.78374514478064,104.03396364293829,10.0,0.0,90.0,2,0,train
104.03396364293829,104.28418214109593,-30.0,0.0,0.0,0,0,train
104.28418214109593,104.53438114293829,-10.0,-10.0,45.0,1,2,test
104.53438114293829,104.78458014478063,-10.0,-10.0,45.0,1,3,train
104.78458014478063,105.03477914662302,40.0,20.0,90.0,2,1,train
105.03477914662302,105.2849781484654,-10.0,0.0,90.0,2,2,test
105.2849781484654,105.53519164662303,-30.0,0.0,90.0,2,1,train
105.53519164662303,105.78540514478064,-30.0,-40.0,0.0,0,0,train
105.78540514478064,106.03561864293829,20.0,30.0,45.0,1,2,test
106.03561864293829,106.28583214109592,40.0,0.0,90.0,2,1,train
106.28583214109592,106.53603614293829,-30.0,0.0,45.0,1,1,train
106.53603614293829,106.78624014478063,-20.0,30.0,90.0,2,0,train
106.78624014478063,107.036444146623,10.0,40.0,90.0,2,0,train
107.036444146623,107.2866481484654,0.0,0.0,0.0,0,1,train
107.2866481484654,107.53686414662302,0.0,0.0,45.0,1,0,train
107.53686414662302,107.78708014478063,10.0,40.0,45.0,1,0,train
107.78708014478063,108.03729614293829,-20.0,-10.0,45.0,1,0,train
108.03729614293829,108.2875121410959,-40.0,0.0,90.0,2,1,train
108.2875121410959,108.5377161429383,0.0,-10.0,90.0,2,1,train
108.5377161429383,108.78792014478064,-30.0,-30.0,90.0,2,0,train
108.78792014478064,109.03812414662302,-10.0,30.0,45.0,1,0,train
109.03812414662302,109.28832814846541,30.0,-30.0,0.0,0,0,train
