ecephys_session_id,axis,translation_deg,regularized_loss,loss_above_optimum
715093703,azimuth,-10,1.39169,0.649191
715093703,azimuth,-9.75,1.40378,0.661277
715093703,azimuth,-9.5,1.41511,0.672613
715093703,azimuth,-9.25,1.38986,0.647363
715093703,azimuth,-9,1.40047,0.657972
715093703,azimuth,-8.75,1.4103,0.667795
715093703,azimuth,-8.5,1.41921,0.676705
715093703,azimuth,-8.25,1.42727,0.684771
715093703,azimuth,-8,1.40154,0.659042
715093703,azimuth,-7.75,1.4077,0.665196
715093703,azimuth,-7.5,1.41384,0.671341
715093703,azimuth,-7.25,1.41892,0.676414
715093703,azimuth,-7,1.42298,0.68048
715093703,azimuth,-6.75,1.42637,0.683873
715093703,azimuth,-6.5,1.40148,0.658976
715093703,azimuth,-6.25,1.40228,0.659782
715093703,azimuth,-6,1.40186,0.65936
715093703,azimuth,-5.75,1.40026,0.657761
715093703,azimuth,-5.5,1.3977,0.655194
715093703,azimuth,-5.25,1.37083,0.628331
715093703,azimuth,-5,1.36859,0.626092
715093703,azimuth,-4.75,1.36527,0.622765
715093703,azimuth,-4.5,1.36101,0.61851
715093703,azimuth,-4.25,1.3563,0.6138
715093703,azimuth,-4,1.32871,0.586213
715093703,azimuth,-3.75,1.32073,0.578224
715093703,azimuth,-3.5,1.31191,0.569405
715093703,azimuth,-3.25,1.3022,0.559697
715093703,azimuth,-3,1.29197,0.549466
715093703,azimuth,-2.75,1.28232,0.539822
715093703,azimuth,-2.5,1.24022,0.497722
715093703,azimuth,-2.25,1.22987,0.487373
715093703,azimuth,-2,1.21894,0.476437
715093703,azimuth,-1.75,1.20779,0.465284
715093703,azimuth,-1.5,1.19728,0.454776
715093703,azimuth,-1.25,1.15681,0.414312
715093703,azimuth,-1,1.14768,0.405182
715093703,azimuth,-0.75,1.13836,0.395863
715093703,azimuth,-0.5,1.12926,0.386759
715093703,azimuth,-0.25,1.12123,0.378731
715093703,azimuth,0,1.09379,0.351291
715093703,azimuth,0.25,1.03047,0.287971
715093703,azimuth,0.5,1.0212,0.278696
715093703,azimuth,0.75,1.01222,0.26972
715093703,azimuth,1,1.0043,0.261801
715093703,azimuth,1.25,0.999948,0.257446
715093703,azimuth,1.5,0.988884,0.246382
715093703,azimuth,1.75,0.973916,0.231414
715093703,azimuth,2,0.959147,0.216646
715093703,azimuth,2.25,0.945192,0.20269
715093703,azimuth,2.5,0.933337,0.190836
715093703,azimuth,2.75,0.93584,0.193338
715093703,azimuth,3,0.916828,0.174327
715093703,azimuth,3.25,0.897919,0.155417
715093703,azimuth,3.5,0.879796,0.137295
715093703,azimuth,3.75,0.863312,0.12081
715093703,azimuth,4,0.855481,0.112979
715093703,azimuth,4.25,0.912054,0.169553
715093703,azimuth,4.5,0.890835,0.148334
715093703,azimuth,4.75,0.870551,0.12805
715093703,azimuth,5,0.851833,0.109331
715093703,azimuth,5.25,0.836457,0.0939555
715093703,azimuth,5.5,0.900421,0.15792
715093703,azimuth,5.75,0.878036,0.135535
715093703,azimuth,6,0.856602,0.114101
715093703,azimuth,6.25,0.836648,0.0941462
715093703,azimuth,6.5,0.819207,0.0767056
715093703,azimuth,6.75,0.877912,0.135411
715093703,azimuth,7,0.855288,0.112787
715093703,azimuth,7.25,0.833589,0.0910871
715093703,azimuth,7.5,0.813339,0.0708378
715093703,azimuth,7.75,0.79525,0.0527489
715093703,azimuth,8,0.785246,0.0427443
