ecephys_session_id,specimen_id,cohort,area,n_units,azimuth_median_deg,azimuth_q25_deg,azimuth_q75_deg,elevation_median_deg,elevation_q25_deg,elevation_q75_deg,median_radial_dispersion_deg,cov_azimuth_deg2,cov_elevation_deg2,cov_azimuth_elevation_deg2,rf_area_median_deg2,v1_n_units,v1_azimuth_median_deg,v1_elevation_median_deg,delta_azimuth_deg,delta_elevation_deg,distance_from_v1_deg,targeting_rule
732592105,717038288,Brain Observatory 1.1,RL,76.0,16.905,11.875,28.74975,-10.0,-15.0,-5.0,8.525199411157491,340.80675177315777,229.6416706222807,24.941553887543872,400.0,154.0,55.0,15.0,-38.095,-25.0,45.56565620069571,RL geometric-center accommodation
737581020,718643567,Brain Observatory 1.1,LM,28.0,20.6665,14.75,35.0,29.110999999999997,20.0,36.558749999999996,13.211293692149932,143.97994583068783,102.87758781349208,-23.19576673544973,500.0,85.0,56.667,13.332999999999998,-36.0005,15.777999999999999,39.306249938782,shared retinotopic rule
737581020,718643567,Brain Observatory 1.1,PM,23.0,28.571,18.6605,44.375,46.0,45.2275,46.548,11.172154716078722,410.1904976758893,4.548209355731226,18.358319618577074,700.0,85.0,56.667,13.332999999999998,-28.096,32.667,43.08733114269205,shared retinotopic rule
737581020,718643567,Brain Observatory 1.1,RL,77.0,13.333,10.0,18.75,14.0,0.0,18.0,9.597337599563746,228.30776600410124,316.79306588721795,-73.93584670112783,300.0,85.0,56.667,13.332999999999998,-43.334,0.6670000000000016,43.339132951640835,RL geometric-center accommodation
739448407,716813543,Brain Observatory 1.1,AM,68.0,76.9925,63.33300000000001,85.7855,0.0,-10.3125,5.1785,14.50543195668436,351.7300777006143,184.61251947563647,-0.9651990610184203,600.0,40.0,28.2855,18.333,48.70700000000001,-18.333,52.04297011124558,shared retinotopic rule
739448407,716813543,Brain Observatory 1.1,LM,49.0,22.5,18.0,33.75,30.0,25.0,35.0,10.978177808725817,195.9413521003402,83.37623428826528,15.850771296343542,500.0,40.0,28.2855,18.333,-5.785499999999999,11.667000000000002,13.022707063049527,shared retinotopic rule
739448407,716813543,Brain Observatory 1.1,RL,66.0,54.5,32.857,65.5355,-24.5,-26.0,-15.05425,16.445142390167007,436.7521235487182,187.03415222214466,-69.76630696410257,600.0,40.0,28.2855,18.333,26.2145,-42.833,50.21818295448373,RL geometric-center accommodation
742951821,723627604,Brain Observatory 1.1,AL,61.0,43.846,34.0,51.667,31.667,22.0,40.0,13.79835515559735,317.75455325136613,281.4580642169398,-56.931732923770475,700.0,81.0,65.0,5.0,-21.154000000000003,26.667,34.038516492350254,shared retinotopic rule
742951821,723627604,Brain Observatory 1.1,LM,69.0,58.0,42.667,75.0,37.143,22.0,42.30800000000001,23.360917126688328,524.4571531615514,478.7142974475704,-46.31847108248087,600.0,81.0,65.0,5.0,-7.0,32.143,32.896389604331965,shared retinotopic rule
742951821,723627604,Brain Observatory 1.1,PM,35.0,48.0,38.75,60.0,45.714,39.0475,47.5,12.742440739512977,341.1186560285715,238.66384928067245,-52.02961952605044,700.0,81.0,65.0,5.0,-17.0,40.714,44.12062778338495,shared retinotopic rule
742951821,723627604,Brain Observatory 1.1,RL,80.0,40.0,34.0,52.5,-20.0,-25.1785,-13.833250000000003,11.180339887498949,253.6631962960444,229.32416323908222,18.011737965348097,600.0,81.0,65.0,5.0,-25.0,-25.0,35.35533905932738,RL geometric-center accommodation
744228101,719817805,Brain Observatory 1.1,AL,49.0,70.0,60.0,77.143,46.667,40.0,50.0,10.540820129382722,347.1157577108843,105.98733582993202,4.644639624574834,500.0,56.0,65.0,15.0,5.0,31.667,32.05930269048284,shared retinotopic rule
744228101,719817805,Brain Observatory 1.1,LM,40.0,18.375,13.12475,21.4375,35.0,29.84375,40.0,8.254733490549528,119.16489181987178,92.48514453782049,-36.18719684038461,500.0,56.0,65.0,15.0,-46.625,20.0,50.733525651190455,shared retinotopic rule
744228101,719817805,Brain Observatory 1.1,RL,41.0,42.5,34.0,51.25,-5.7890000000000015,-11.666999999999994,0.0,11.9058114381171,225.68961677195125,180.2145985304878,45.67715431097561,700.0,56.0,65.0,15.0,-22.5,-20.789,30.633846004052447,RL geometric-center accommodation
746083955,726170935,Brain Observatory 1.1,AL,27.0,70.0,42.8335,77.5715,46.0,41.6665,50.0,12.0,518.9820827948718,283.7816847378918,20.318691662393174,400.0,45.0,30.0,11.667000000000002,40.0,34.333,52.71389654540821,shared retinotopic rule
746083955,726170935,Brain Observatory 1.1,LM,24.0,73.47200000000001,57.8125,81.25,4.807500000000001,-7.5,11.322000000000001,16.52912097632538,465.25120659239127,266.3562499402175,-128.82281134239133,800.0,45.0,30.0,11.667000000000002,43.47200000000001,-6.859500000000001,44.009857125989406,shared retinotopic rule
746083955,726170935,Brain Observatory 1.1,PM,164.0,52.666500000000006,30.50025,67.1755,-2.2650000000000023,-16.041500000000003,10.119,24.467395298336456,500.6466254248092,331.283374895855,-160.17510594104445,800.0,45.0,30.0,11.667000000000002,22.666500000000006,-13.932000000000004,26.605842333029045,shared retinotopic rule
746083955,726170935,Brain Observatory 1.1,RL,58.0,16.125,10.0,25.90925,5.0,-3.560250000000001,12.000250000000001,11.225619711135732,112.29289738566234,152.69710944948574,-23.710290522081074,500.0,45.0,30.0,11.667000000000002,-13.875,-6.667000000000002,15.393651743494784,RL geometric-center accommodation
750332458,726141251,Brain Observatory 1.1,AL,108.0,22.9165,17.944499999999998,30.0,35.682,25.0,42.857,11.603527520525283,159.27092810894771,187.43234490576327,19.541190367341645,600.0,103.0,46.667,15.0,-23.750500000000002,20.682000000000002,31.493354445819204,shared retinotopic rule
750332458,726141251,Brain Observatory 1.1,AM,70.0,45.7145,25.0,58.193000000000005,9.375,0.6249999999999991,19.8215,20.93838958332865,406.53888267826096,229.60837807950304,3.2181391507246313,800.0,103.0,46.667,15.0,-0.9525000000000006,-5.625,5.705075043327652,shared retinotopic rule
750332458,726141251,Brain Observatory 1.1,LM,65.0,14.0,10.0,20.0,20.0,15.0,25.0,7.211102550927978,279.38509519615343,108.10370151346157,-19.777565393990386,400.0,103.0,46.667,15.0,-32.667,5.0,33.04743392458785,shared retinotopic rule
750332458,726141251,Brain Observatory 1.1,RL,56.0,20.0,14.0,25.96575,-8.375,-13.749750000000004,0.5,10.927630176058234,220.7223533701299,257.10717750616885,-20.077724239610397,600.0,103.0,46.667,15.0,-26.667,-23.375,35.461521597359585,RL geometric-center accommodation
750749662,726162197,Brain Observatory 1.1,AL,57.0,70.833,64.286,83.75,27.143,21.667,32.0,13.726118825072149,172.19937235213027,87.03783232017543,26.072655264411015,800.0,92.0,53.33300000000001,15.0,17.499999999999986,12.143,21.300292228042306,shared retinotopic rule
750749662,726162197,Brain Observatory 1.1,AM,64.0,82.92850000000001,70.882,87.5,10.0,4.8215,18.74975,12.804180853986425,240.23682104761883,157.22197150694447,-48.926150833333374,750.0,92.0,53.33300000000001,15.0,29.5955,-5.0,30.014889975643758,shared retinotopic rule
750749662,726162197,Brain Observatory 1.1,LM,17.0,60.0,60.0,65.0,40.0,28.75,45.0,7.0710678118654755,139.44417184558822,77.59667176470589,17.04112435294117,500.0,92.0,53.33300000000001,15.0,6.666999999999987,25.0,25.87371038332152,shared retinotopic rule
750749662,726162197,Brain Observatory 1.1,PM,45.0,40.0,25.714,46.364,46.0,42.0,50.0,10.770329614269007,277.0922337555554,121.67685769191917,9.197217694444443,500.0,92.0,53.33300000000001,15.0,-13.333000000000013,31.0,33.745649927064676,shared retinotopic rule
750749662,726162197,Brain Observatory 1.1,RL,57.0,31.25,18.75,37.143,10.0,0.8330000000000055,13.845999999999997,15.542281042369556,180.9113884743108,245.37808314160392,46.18893429479951,700.0,92.0,53.33300000000001,15.0,-22.083000000000013,-5.0,22.641971844342546,RL geometric-center accommodation
751348571,732548380,Brain Observatory 1.1,AM,72.0,72.5,50.0,84.0625,2.6785,-6.166749999999996,10.0,16.935258335444907,408.39882987773865,303.4600452908842,-25.515897207550854,700.0,74.0,55.0,0.0,17.5,2.6785,17.70379513691909,shared retinotopic rule
751348571,732548380,Brain Observatory 1.1,LM,28.0,62.6785,55.0,70.71424999999999,10.0,8.645750000000001,16.915750000000003,9.653874276322945,138.02730093518522,85.4575749153439,-59.95567416666667,800.0,74.0,55.0,0.0,7.6785,10.0,12.607908718340246,shared retinotopic rule
751348571,732548380,Brain Observatory 1.1,PM,56.0,31.25,20.0,40.0,40.0,22.96875,45.0,12.997551741729435,300.31818869480503,284.1772763623376,-54.77712444805196,800.0,74.0,55.0,0.0,-23.75,40.0,46.519485164820985,shared retinotopic rule
751348571,732548380,Brain Observatory 1.1,RL,128.0,22.0,14.8215,35.0,20.625,-4.464500000000001,42.0,26.120453591343594,357.7884386367494,563.6032138966538,-39.98998592987204,600.0,74.0,55.0,0.0,-33.0,20.625,38.91517216973349,RL geometric-center accommodation
754312389,719828690,Brain Observatory 1.1,AL,48.0,84.5,75.75,87.5,28.0,20.78975,39.0625,13.200378782444085,228.5912741059397,253.38931032934397,72.35774619991133,600.0,144.0,45.0,5.0,39.5,23.0,45.7083143421413,shared retinotopic rule
754312389,719828690,Brain Observatory 1.1,AM,83.0,50.0,40.0,66.1115,-11.817999999999998,-20.357,-3.508500000000005,18.599062449489224,296.9033718871584,223.28309395944768,-111.40353621054948,600.0,144.0,45.0,5.0,5.0,-16.817999999999998,17.545515780392435,shared retinotopic rule
754312389,719828690,Brain Observatory 1.1,LM,6.0,44.3335,17.66675,60.0,-3.3180000000000005,-13.658749999999998,4.25,22.0670970348144,639.8681783,131.7545783,-83.98862170000002,1000.0,144.0,45.0,5.0,-0.6664999999999992,-8.318000000000001,8.344659744411393,shared retinotopic rule
754312389,719828690,Brain Observatory 1.1,PM,29.0,37.143,25.0,42.308,8.0,3.076999999999998,13.332999999999998,15.14273584924468,358.6704623817734,243.1297750049262,-239.43240198152705,800.0,144.0,45.0,5.0,-7.856999999999999,3.0,8.410258557262077,shared retinotopic rule
754312389,719828690,Brain Observatory 1.1,RL,48.0,22.3335,14.8215,32.49975,-12.0,-22.1205,-1.8332500000000005,13.239211975522572,485.64914809530137,344.9089296910461,150.34439148182622,600.0,144.0,45.0,5.0,-22.6665,-17.0,28.333200000176472,RL geometric-center accommodation
754829445,726298253,Brain Observatory 1.1,AM,56.0,85.0,80.0,87.5,12.0,-8.0025,19.0625,9.741928376588746,173.99940299090898,362.05744732435056,29.901414659090914,550.0,141.0,65.0,5.0,20.0,7.0,21.18962010041709,shared retinotopic rule
754829445,726298253,Brain Observatory 1.1,PM,23.0,30.667,20.625,45.0,46.0,40.069500000000005,50.0,12.828771920959545,358.53144930039525,406.7028298063242,-60.04429443478261,500.0,141.0,65.0,5.0,-34.333,41.0,53.47667612146439,shared retinotopic rule
754829445,726298253,Brain Observatory 1.1,RL,40.0,51.0,32.664249999999996,61.25,46.3335,43.076750000000004,50.0,16.911344394821125,466.7886580102565,224.61073412243582,151.51483420769233,450.0,141.0,65.0,5.0,-14.0,41.3335,43.64009878827041,RL geometric-center accommodation
755434585,730760270,Brain Observatory 1.1,AL,53.0,79.0,72.0,85.0,38.0,25.0,41.25,9.848857801796104,246.56899252249633,329.4998323744559,138.54613671698112,700.0,141.0,56.667,5.0,22.333,33.0,39.846742514288415,shared retinotopic rule
755434585,730760270,Brain Observatory 1.1,AM,109.0,56.667,40.0,75.833,-2.857000000000003,-13.333000000000006,6.6669999999999945,24.38496339960345,528.0152929300032,257.7843287538226,-71.12712324337411,800.0,141.0,56.667,5.0,0.0,-7.857000000000003,7.857000000000003,shared retinotopic rule
755434585,730760270,Brain Observatory 1.1,LM,35.0,65.0,60.0,75.3845,5.0,2.6785,13.172999999999998,15.665945135867164,398.8168449109244,215.61141208067235,-72.04889514957983,700.0,141.0,56.667,5.0,8.332999999999998,0.0,8.332999999999998,shared retinotopic rule
755434585,730760270,Brain Observatory 1.1,PM,85.0,31.739,22.0,40.0,24.0,18.0,30.0,15.454711935199569,344.7993977893557,170.06209905966386,7.13370356148459,700.0,141.0,56.667,5.0,-24.928,19.0,31.34334353574934,shared retinotopic rule
755434585,730760270,Brain Observatory 1.1,RL,54.0,35.9165,18.1875,48.214,-12.678500000000003,-20.0,-5.0,20.08683428310127,374.0295887732355,460.50955414535287,-12.21544475611459,600.0,141.0,56.667,5.0,-20.750500000000002,-17.678500000000003,27.26009193858304,RL geometric-center accommodation
756029989,734865738,Brain Observatory 1.1,AL,74.0,85.0,73.333,87.5,16.905,15.0,33.75,11.531882453494347,268.548868863569,218.49809622213994,-18.607967290262852,500.0,90.0,54.5,2.5,30.5,14.405000000000001,33.73060961500696,shared retinotopic rule
756029989,734865738,Brain Observatory 1.1,AM,83.0,53.636,42.301,66.905,-2.5,-6.571499999999997,5.0,18.66709661409615,415.4441073499854,370.6036362030561,-4.413284477372916,700.0,90.0,54.5,2.5,-0.8639999999999972,-5.0,5.074100511420719,shared retinotopic rule
756029989,734865738,Brain Observatory 1.1,LM,63.0,40.0,35.5,50.0,35.556,30.0,41.4585,11.439804893441146,235.28686544700463,259.614197124424,-86.46417978571426,600.0,90.0,54.5,2.5,-14.5,33.056,36.096386744382045,shared retinotopic rule
756029989,734865738,Brain Observatory 1.1,PM,91.0,22.5,18.0,31.25,38.0,28.375,44.222,12.257650672131263,205.27086700830287,254.15061395042719,-40.72762218547007,600.0,90.0,54.5,2.5,-32.0,35.5,47.793828053421294,shared retinotopic rule
756029989,734865738,Brain Observatory 1.1,RL,22.0,13.6665,10.0,23.54175,-5.0,-11.5,12.708250000000001,8.548229636149443,842.3798849177488,425.6599487532467,319.109796017316,400.0,90.0,54.5,2.5,-40.8335,-7.5,41.516559614809125,RL geometric-center accommodation
757216464,733457989,Brain Observatory 1.1,AL,86.0,23.636,18.0,30.0,40.0,32.21425,45.0,9.393881257018931,190.92998143050607,229.94755250889207,-61.307098670314616,600.0,149.0,50.0,15.0,-26.364,25.0,36.332636788430314,shared retinotopic rule
757216464,733457989,Brain Observatory 1.1,AM,74.0,85.0,73.08324999999999,89.375,25.0,15.0,31.6665,11.461363774649616,397.30152401851115,295.64047898926356,57.0771652939652,500.0,149.0,50.0,15.0,35.0,10.0,36.40054944640259,shared retinotopic rule
757216464,733457989,Brain Observatory 1.1,LM,86.0,75.0,65.0,81.38425000000001,20.0,13.14275,25.0,11.180339887498949,171.04781483885094,163.4234086752394,37.550299468673046,600.0,149.0,50.0,15.0,25.0,5.0,25.495097567963924,shared retinotopic rule
757216464,733457989,Brain Observatory 1.1,RL,43.0,36.667,18.3335,40.0,0.0,-8.3975,5.5,18.087735430395927,454.3593767331118,145.65868775968988,19.43548806810631,600.0,149.0,50.0,15.0,-13.332999999999998,-15.0,20.069102844920597,RL geometric-center accommodation
757970808,730756780,Brain Observatory 1.1,AL,82.0,62.0,55.0,74.90375,46.3335,41.0625,50.0,13.004277075254894,328.68286857271875,256.0876838265581,15.043268295392961,400.0,148.0,31.667,8.541500000000003,30.333,37.792,48.45953108522615,shared retinotopic rule
757970808,730756780,Brain Observatory 1.1,AM,84.0,47.634,35.0,60.0,-5.0,-10.277750000000001,2.7082500000000014,16.33613832151689,425.5407669776247,330.02868064027564,-17.51406845955249,700.0,148.0,31.667,8.541500000000003,15.966999999999999,-13.541500000000003,20.936029022954664,shared retinotopic rule
757970808,730756780,Brain Observatory 1.1,RL,69.0,20.0,15.0,30.909,5.0,-3.75,10.0,13.913546528473605,249.67341181969303,150.20735223017903,72.86818345907925,700.0,148.0,31.667,8.541500000000003,-11.667000000000002,-3.5415000000000028,12.19266628961853,RL geometric-center accommodation
758798717,735109609,Brain Observatory 1.1,AL,118.0,52.5,42.878,65.0,-1.625,-15.0,5.0,18.50653164269481,363.4508723221787,247.24229102658256,-11.614875273359393,700.0,83.0,46.667,13.332999999999998,5.832999999999998,-14.957999999999998,16.055081843453802,shared retinotopic rule
758798717,735109609,Brain Observatory 1.1,AM,64.0,71.625,49.26475000000001,81.25,24.642999999999997,16.25025,36.923249999999996,17.610833682001672,617.4579660595241,291.57423584300597,-115.55760796527777,700.0,83.0,46.667,13.332999999999998,24.958,11.309999999999999,27.40105589206372,shared retinotopic rule
758798717,735109609,Brain Observatory 1.1,PM,39.0,25.556,19.375,33.623000000000005,41.429,37.75,45.0,9.461246059584328,157.07405709851548,129.95485328070183,-67.80005266666666,800.0,83.0,46.667,13.332999999999998,-21.111,28.096000000000004,35.143413849539435,shared retinotopic rule
759883607,740268986,Brain Observatory 1.1,AL,63.0,75.0,60.0,86.0,-15.0,-20.788000000000004,-1.169000000000004,18.027756377319946,458.77213051510506,222.51662523963142,-122.08069088556066,600.0,90.0,43.333,9.473500000000001,31.667,-24.4735,40.02188265499263,shared retinotopic rule
759883607,740268986,Brain Observatory 1.1,AM,76.0,35.0,25.84625,45.0,5.0,-0.2272500000000015,13.104249999999999,12.38207301475169,277.9407024687719,183.6803204638597,43.183958872280726,800.0,90.0,43.333,9.473500000000001,-8.332999999999998,-4.473500000000001,9.457858703216072,shared retinotopic rule
759883607,740268986,Brain Observatory 1.1,PM,79.0,42.857,34.807500000000005,50.0,18.0,13.764499999999998,25.0,11.342991889268022,188.34529392405054,123.31147761181438,-45.19118567348265,600.0,90.0,43.333,9.473500000000001,-0.4759999999999991,8.526499999999999,8.539776241213817,shared retinotopic rule
760345702,739783171,Brain Observatory 1.1,AL,69.0,47.5,37.857,55.0,-8.666999999999998,-14.000000000000004,-5.0,12.676391008485028,260.71897460272805,288.4979321419438,18.53844792135551,800.0,92.0,45.0,0.0,2.5,-8.666999999999998,9.02035969349338,shared retinotopic rule
760345702,739783171,Brain Observatory 1.1,AM,47.0,69.167,50.0,79.09100000000001,-5.0,-12.158999999999999,2.5,15.092345377707204,362.81115786679004,142.7851222025902,-12.820165172987966,800.0,92.0,45.0,0.0,24.167,-5.0,24.678814578500322,shared retinotopic rule
760345702,739783171,Brain Observatory 1.1,LM,76.0,45.0,32.52725,55.0,28.75,23.87825,40.0,16.25,248.61545022807013,188.29901006315785,39.30658473543859,700.0,92.0,45.0,0.0,0.0,28.75,28.75,shared retinotopic rule
760345702,739783171,Brain Observatory 1.1,PM,55.0,32.0,29.0,40.0,6.6669999999999945,3.0950000000000024,11.389000000000003,9.333000000000006,135.98651167474748,82.35378816363638,-43.48468818451179,700.0,92.0,45.0,0.0,-13.0,6.6669999999999945,14.60989010910075,shared retinotopic rule
760693773,738651054,Brain Observatory 1.1,AL,167.0,75.0,50.7895,86.0,-17.272999999999996,-25.0,-5.0,16.670228822664672,603.1700397361662,461.4350642882905,-248.64756491162248,600.0,153.0,45.0,0.0,30.0,-17.272999999999996,34.61728656321867,shared retinotopic rule
760693773,738651054,Brain Observatory 1.1,AM,77.0,50.0,38.333,75.0,-2.0,-15.0,6.521999999999999,25.079872407968907,508.53595737730694,320.48694985850966,56.99314688858508,700.0,153.0,45.0,0.0,5.0,-2.0,5.385164807134504,shared retinotopic rule
760693773,738651054,Brain Observatory 1.1,PM,84.0,47.0,35.46875,55.0,7.9465,0.0,15.0,14.282559487712206,305.0783046625072,273.8093170124783,-3.906193850688488,700.0,153.0,45.0,0.0,2.0,7.9465,8.194318900921541,shared retinotopic rule
760693773,738651054,Brain Observatory 1.1,RL,50.0,16.389,13.333,33.75,-15.0,-21.111000000000004,-7.500249999999996,10.0960052000779,526.5390395432653,298.3493153163264,187.36472236530616,400.0,153.0,45.0,0.0,-28.611,-15.0,32.304633119724485,RL geometric-center accommodation
761418226,742714475,Brain Observatory 1.1,AL,169.0,80.0,65.0,86.667,5.0,-12.857000000000005,15.455000000000004,18.441770224140637,449.7869787166106,352.49848399464616,57.08682981646236,600.0,58.0,30.0,3.4520000000000017,50.0,1.5479999999999983,50.02395730047754,shared retinotopic rule
761418226,742714475,Brain Observatory 1.1,PM,54.0,25.7275,19.091,33.909,35.357,20.68175,40.86024999999999,13.69709595235706,256.1968273738644,185.01245537281616,35.19044355904961,900.0,58.0,30.0,3.4520000000000017,-4.272500000000001,31.904999999999998,32.18980088863552,shared retinotopic rule
761418226,742714475,Brain Observatory 1.1,RL,119.0,42.0,15.0,71.63750000000002,-25.714,-30.0,-21.25,27.598003478512716,813.5502470786214,256.76152648853474,18.601867555334053,400.0,58.0,30.0,3.4520000000000017,12.0,-29.166,31.538160314133734,RL geometric-center accommodation
762120172,745276236,Brain Observatory 1.1,AL,90.0,90.0,85.0,90.0,15.0,5.0,31.25025,15.103453162872775,426.0715245373294,393.27503366354546,48.14437364169786,300.0,127.0,46.667,5.0,43.333,10.0,44.47188875008571,shared retinotopic rule
762120172,745276236,Brain Observatory 1.1,AM,29.0,51.667,22.857,80.0,5.0,-1.1110000000000042,20.0,31.640020369778526,771.2009690467977,276.17292006403943,-93.90946521674876,700.0,127.0,46.667,5.0,5.0,0.0,5.0,shared retinotopic rule
762120172,745276236,Brain Observatory 1.1,LM,68.0,35.0,23.214,53.499750000000006,-26.0,-30.0,-20.833250000000003,16.965001476668505,539.779327919886,281.63413516132556,26.315098766242315,500.0,127.0,46.667,5.0,-11.667000000000002,-31.0,33.122785042927774,shared retinotopic rule
762602078,744915204,Brain Observatory 1.1,AM,68.0,20.0,13.333,31.59475,0.0,-6.941999999999999,5.1785,12.95820393249937,447.5636668312114,265.4813420989903,-126.37484978950835,550.0,106.0,35.0,22.0,-15.0,-22.0,26.627053911388696,shared retinotopic rule
762602078,744915204,Brain Observatory 1.1,RL,88.0,10.0,10.0,15.0,0.0,-5.0,5.0,5.0,126.89099661011002,92.83734792894461,31.369838035527685,300.0,106.0,35.0,22.0,-25.0,-22.0,33.301651610693426,RL geometric-center accommodation
763673393,742602892,Brain Observatory 1.1,AM,97.0,57.143,40.0,72.857,2.0,-8.888999999999996,40.0,30.658195462225105,475.8152584119417,635.3265122186427,-251.3856145858033,700.0,104.0,36.667,5.0,20.476,-3.0,20.694602581349564,shared retinotopic rule
763673393,742602892,Brain Observatory 1.1,LM,40.0,35.0,15.0,48.5,-21.875,-25.7855,-11.875,20.24266842587706,427.80779635897443,195.95209673782048,-21.213608923076936,500.0,104.0,36.667,5.0,-1.6670000000000016,-26.875,26.92665062721318,shared retinotopic rule
763673393,742602892,Brain Observatory 1.1,RL,52.0,47.879000000000005,28.9285,55.0,-30.0,-30.0,-25.0,9.687378472240171,334.4639358567119,228.47546785671193,9.993879895927602,350.0,104.0,36.667,5.0,11.212000000000003,-35.0,36.751992381366215,RL geometric-center accommodation
773418906,757329624,Brain Observatory 1.1,AL,198.0,58.39750000000001,36.0385,87.1215,-5.718999999999999,-20.357,15.0,31.96874949692971,714.0333296901235,529.2357793779416,-0.4024529469312621,600.0,99.0,52.857,14.0,5.540500000000009,-19.719,20.482580434359342,shared retinotopic rule
773418906,757329624,Brain Observatory 1.1,AM,24.0,41.5,31.5,58.749750000000006,9.5,1.7082500000000014,14.25,18.719987212779053,346.28974960688413,121.85192171014495,-37.16911614492754,750.0,99.0,52.857,14.0,-11.357,-4.5,12.216032457389755,shared retinotopic rule
