ecephys_unit_id,ecephys_session_id,ecephys_probe_id,specimen_id,cohort,area,azimuth_rf,elevation_rf,area_rf,p_value_rf,v1_azimuth_median_deg,v1_elevation_median_deg,relative_azimuth_deg,relative_elevation_deg,inside_v1_convex_hull,inside_v1_robust_box
951836840,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951836844,757970808,769322856,730756780,Brain Observatory 1.1,V1,32.0,6.0,500.0,0.002,31.667,8.541500000000003,0.3329999999999984,-2.5415000000000028,True,True
951836846,757970808,769322856,730756780,Brain Observatory 1.1,V1,15.0,-25.0,400.0,0.0,31.667,8.541500000000003,-16.667,-33.5415,True,False
951836848,757970808,769322856,730756780,Brain Observatory 1.1,V1,80.90899999999999,34.54499999999999,1100.0,0.0,31.667,8.541500000000003,49.24199999999999,26.003499999999985,True,False
951836850,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951836852,757970808,769322856,730756780,Brain Observatory 1.1,V1,32.0,6.0,500.0,0.0,31.667,8.541500000000003,0.3329999999999984,-2.5415000000000028,True,True
951836854,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,22.5,400.0,0.0,31.667,8.541500000000003,-1.6670000000000016,13.958499999999997,True,True
951836856,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,15.0,400.0,0.0,31.667,8.541500000000003,-6.667000000000002,6.458499999999997,True,True
951836858,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,10.0,1000.0,0.0,31.667,8.541500000000003,-6.667000000000002,1.4584999999999972,True,True
951836860,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,2.5,400.0,0.0,31.667,8.541500000000003,8.332999999999998,-6.041500000000003,True,True
951836878,757970808,769322856,730756780,Brain Observatory 1.1,V1,20.0,15.0,600.0,0.0,31.667,8.541500000000003,-11.667000000000002,6.458499999999997,True,True
951836880,757970808,769322856,730756780,Brain Observatory 1.1,V1,26.667,8.888999999999996,900.0,0.0,31.667,8.541500000000003,-5.0,0.34749999999999304,True,True
951836882,757970808,769322856,730756780,Brain Observatory 1.1,V1,23.0,8.0,1000.0,0.0,31.667,8.541500000000003,-8.667000000000002,-0.5415000000000028,True,True
951836898,757970808,769322856,730756780,Brain Observatory 1.1,V1,14.0,22.0,500.0,0.0,31.667,8.541500000000003,-17.667,13.458499999999997,True,True
951836862,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.385,16.154000000000003,1300.0,0.0,31.667,8.541500000000003,-6.282,7.612500000000001,True,True
951836864,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,10.0,800.0,0.0,31.667,8.541500000000003,3.3329999999999984,1.4584999999999972,True,True
951836866,757970808,769322856,730756780,Brain Observatory 1.1,V1,28.667,16.0,1500.0,0.0,31.667,8.541500000000003,-3.0,7.458499999999997,True,True
951836868,757970808,769322856,730756780,Brain Observatory 1.1,V1,27.5,12.5,800.0,0.0,31.667,8.541500000000003,-4.167000000000002,3.9584999999999972,True,True
951836870,757970808,769322856,730756780,Brain Observatory 1.1,V1,31.667,8.333000000000006,600.0,0.0,31.667,8.541500000000003,0.0,-0.20849999999999724,True,True
951836872,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951836874,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,5.0,600.0,0.0,31.667,8.541500000000003,8.332999999999998,-3.5415000000000028,True,True
951836876,757970808,769322856,730756780,Brain Observatory 1.1,V1,18.75,8.75,800.0,0.0,31.667,8.541500000000003,-12.917000000000002,0.20849999999999724,True,True
951836886,757970808,769322856,730756780,Brain Observatory 1.1,V1,18.75,8.75,800.0,0.0,31.667,8.541500000000003,-12.917000000000002,0.20849999999999724,True,True
951836888,757970808,769322856,730756780,Brain Observatory 1.1,V1,32.222,15.555999999999996,900.0,0.0,31.667,8.541500000000003,0.5549999999999997,7.014499999999993,True,True
951836892,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,5.0,800.0,0.0,31.667,8.541500000000003,-6.667000000000002,-3.5415000000000028,True,True
951836894,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,10.714000000000006,1400.0,0.0,31.667,8.541500000000003,-1.6670000000000016,2.172500000000003,True,True
951836896,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,7.143000000000002,700.0,0.0,31.667,8.541500000000003,-1.6670000000000016,-1.3985000000000012,True,True
951836902,757970808,769322856,730756780,Brain Observatory 1.1,V1,18.571,7.143000000000002,700.0,0.0,31.667,8.541500000000003,-13.096,-1.3985000000000012,True,True
951836904,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,5.0,600.0,0.0,31.667,8.541500000000003,-1.6670000000000016,-3.5415000000000028,True,True
951836910,757970808,769322856,730756780,Brain Observatory 1.1,V1,26.667,12.5,1200.0,0.0,31.667,8.541500000000003,-5.0,3.9584999999999972,True,True
951836912,757970808,769322856,730756780,Brain Observatory 1.1,V1,47.778,-25.556,900.0,0.0,31.667,8.541500000000003,16.110999999999997,-34.097500000000004,True,False
951836926,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,5.0,400.0,0.0,31.667,8.541500000000003,8.332999999999998,-3.5415000000000028,True,True
951836906,757970808,769322856,730756780,Brain Observatory 1.1,V1,43.333,6.6669999999999945,300.0,0.0,31.667,8.541500000000003,11.665999999999997,-1.8745000000000083,True,True
951836908,757970808,769322856,730756780,Brain Observatory 1.1,V1,21.667,11.667000000000002,600.0,0.0,31.667,8.541500000000003,-10.0,3.125499999999999,True,True
951836922,757970808,769322856,730756780,Brain Observatory 1.1,V1,22.857,4.286000000000001,700.0,0.0,31.667,8.541500000000003,-8.810000000000002,-4.255500000000001,True,True
951836933,757970808,769322856,730756780,Brain Observatory 1.1,V1,18.75,8.75,800.0,0.0,31.667,8.541500000000003,-12.917000000000002,0.20849999999999724,True,True
951836928,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.714,18.571,700.0,0.0,31.667,8.541500000000003,-5.953000000000003,10.029499999999999,True,True
951836930,757970808,769322856,730756780,Brain Observatory 1.1,V1,10.0,5.0,200.0,0.0,31.667,8.541500000000003,-21.667,-3.5415000000000028,True,True
951836937,757970808,769322856,730756780,Brain Observatory 1.1,V1,10.0,-15.0,200.0,0.0,31.667,8.541500000000003,-21.667,-23.541500000000003,True,False
951836939,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,12.5,400.0,0.0,31.667,8.541500000000003,-1.6670000000000016,3.9584999999999972,True,True
951836941,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,25.556,900.0,0.0,31.667,8.541500000000003,-1.6670000000000016,17.014499999999998,True,True
951836949,757970808,769322856,730756780,Brain Observatory 1.1,V1,20.0,15.0,600.0,0.0,31.667,8.541500000000003,-11.667000000000002,6.458499999999997,True,True
951836935,757970808,769322856,730756780,Brain Observatory 1.1,V1,23.333,11.667000000000002,600.0,0.0,31.667,8.541500000000003,-8.334000000000003,3.125499999999999,True,True
951836943,757970808,769322856,730756780,Brain Observatory 1.1,V1,15.0,45.0,400.0,0.0,31.667,8.541500000000003,-16.667,36.4585,True,False
951836945,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,20.0,200.0,0.0,31.667,8.541500000000003,-6.667000000000002,11.458499999999997,True,True
951837257,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,22.5,400.0,0.0,31.667,8.541500000000003,-1.6670000000000016,13.958499999999997,True,True
951836951,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,15.0,400.0,0.0,31.667,8.541500000000003,-6.667000000000002,6.458499999999997,True,True
951836953,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,10.0,200.0,0.0,31.667,8.541500000000003,3.3329999999999984,1.4584999999999972,True,True
951836967,757970808,769322856,730756780,Brain Observatory 1.1,V1,20.0,20.0,300.0,0.0,31.667,8.541500000000003,-11.667000000000002,11.458499999999997,True,True
951836969,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,5.0,200.0,0.0,31.667,8.541500000000003,8.332999999999998,-3.5415000000000028,True,True
951836977,757970808,769322856,730756780,Brain Observatory 1.1,V1,36.667,6.6669999999999945,300.0,0.0,31.667,8.541500000000003,5.0,-1.8745000000000083,True,True
951836959,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,10.0,100.0,0.0,31.667,8.541500000000003,-1.6670000000000016,1.4584999999999972,True,True
951836961,757970808,769322856,730756780,Brain Observatory 1.1,V1,20.909,33.636,1100.0,0.0,31.667,8.541500000000003,-10.758000000000003,25.0945,True,True
951836963,757970808,769322856,730756780,Brain Observatory 1.1,V1,28.0,16.0,500.0,0.0,31.667,8.541500000000003,-3.6670000000000016,7.458499999999997,True,True
951836979,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,10.0,200.0,0.0,31.667,8.541500000000003,-6.667000000000002,1.4584999999999972,True,True
951836981,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,15.0,400.0,0.0,31.667,8.541500000000003,-6.667000000000002,6.458499999999997,True,True
951836983,757970808,769322856,730756780,Brain Observatory 1.1,V1,32.0,6.0,500.0,0.0,31.667,8.541500000000003,0.3329999999999984,-2.5415000000000028,True,True
951836985,757970808,769322856,730756780,Brain Observatory 1.1,V1,31.667,8.333000000000006,600.0,0.0,31.667,8.541500000000003,0.0,-0.20849999999999724,True,True
951836989,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,10.0,200.0,0.0,31.667,8.541500000000003,-6.667000000000002,1.4584999999999972,True,True
951837001,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,10.0,200.0,0.0,31.667,8.541500000000003,3.3329999999999984,1.4584999999999972,True,True
951837009,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,6.429000000000002,1400.0,0.0,31.667,8.541500000000003,-1.6670000000000016,-2.1125000000000007,True,True
951836991,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951836993,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,10.0,200.0,0.0,31.667,8.541500000000003,-6.667000000000002,1.4584999999999972,True,True
951836995,757970808,769322856,730756780,Brain Observatory 1.1,V1,33.333,6.6669999999999945,300.0,0.0,31.667,8.541500000000003,1.6659999999999968,-1.8745000000000083,True,True
951836997,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,10.0,100.0,0.0,31.667,8.541500000000003,-1.6670000000000016,1.4584999999999972,True,True
951837003,757970808,769322856,730756780,Brain Observatory 1.1,V1,36.667,6.6669999999999945,300.0,0.0,31.667,8.541500000000003,5.0,-1.8745000000000083,True,True
951837015,757970808,769322856,730756780,Brain Observatory 1.1,V1,20.0,15.0,600.0,0.0,31.667,8.541500000000003,-11.667000000000002,6.458499999999997,True,True
951837017,757970808,769322856,730756780,Brain Observatory 1.1,V1,26.667,16.667,300.0,0.0,31.667,8.541500000000003,-5.0,8.125499999999999,True,True
951837013,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,10.0,100.0,0.0,31.667,8.541500000000003,-1.6670000000000016,1.4584999999999972,True,True
951837022,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,15.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,6.458499999999997,True,True
951837025,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,5.0,400.0,0.0,31.667,8.541500000000003,8.332999999999998,-3.5415000000000028,True,True
951837027,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951837031,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,20.0,200.0,0.0,31.667,8.541500000000003,3.3329999999999984,11.458499999999997,True,True
951837033,757970808,769322856,730756780,Brain Observatory 1.1,V1,33.333,13.332999999999998,300.0,0.0,31.667,8.541500000000003,1.6659999999999968,4.791499999999996,True,True
951837035,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,15.0,200.0,0.0,31.667,8.541500000000003,-1.6670000000000016,6.458499999999997,True,True
951837039,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,10.0,200.0,0.0,31.667,8.541500000000003,3.3329999999999984,1.4584999999999972,True,True
951837305,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,15.0,200.0,0.0,31.667,8.541500000000003,8.332999999999998,6.458499999999997,True,True
951837037,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.556,5.555999999999997,900.0,0.0,31.667,8.541500000000003,-6.111000000000001,-2.9855000000000054,True,True
951837041,757970808,769322856,730756780,Brain Observatory 1.1,V1,26.667,16.667,300.0,0.0,31.667,8.541500000000003,-5.0,8.125499999999999,True,True
951837043,757970808,769322856,730756780,Brain Observatory 1.1,V1,38.333,8.333000000000006,600.0,0.0,31.667,8.541500000000003,6.665999999999997,-0.20849999999999724,True,True
951837265,757970808,769322856,730756780,Brain Observatory 1.1,V1,36.667,11.667000000000002,1200.0,0.002,31.667,8.541500000000003,5.0,3.125499999999999,True,True
951837049,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,0.0,200.0,0.0,31.667,8.541500000000003,13.332999999999998,-8.541500000000003,True,True
951837051,757970808,769322856,730756780,Brain Observatory 1.1,V1,26.667,13.332999999999998,300.0,0.0,31.667,8.541500000000003,-5.0,4.791499999999996,True,True
951837053,757970808,769322856,730756780,Brain Observatory 1.1,V1,32.0,16.0,500.0,0.0,31.667,8.541500000000003,0.3329999999999984,7.458499999999997,True,True
951837055,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,0.0,200.0,0.0,31.667,8.541500000000003,13.332999999999998,-8.541500000000003,True,True
951837057,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951837061,757970808,769322856,730756780,Brain Observatory 1.1,V1,36.0,12.0,500.0,0.0,31.667,8.541500000000003,4.332999999999998,3.4584999999999972,True,True
951837064,757970808,769322856,730756780,Brain Observatory 1.1,V1,37.5,10.0,400.0,0.0,31.667,8.541500000000003,5.832999999999998,1.4584999999999972,True,True
951837066,757970808,769322856,730756780,Brain Observatory 1.1,V1,24.0,14.0,1500.0,0.0,31.667,8.541500000000003,-7.667000000000002,5.458499999999997,True,True
951837068,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951837070,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951837267,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,5.0,400.0,0.0,31.667,8.541500000000003,3.3329999999999984,-3.5415000000000028,True,True
951837269,757970808,769322856,730756780,Brain Observatory 1.1,V1,36.0,12.0,500.0,0.0,31.667,8.541500000000003,4.332999999999998,3.4584999999999972,True,True
951837076,757970808,769322856,730756780,Brain Observatory 1.1,V1,35.0,0.0,200.0,0.0,31.667,8.541500000000003,3.3329999999999984,-8.541500000000003,True,True
951837080,757970808,769322856,730756780,Brain Observatory 1.1,V1,30.0,7.5,400.0,0.0,31.667,8.541500000000003,-1.6670000000000016,-1.0415000000000028,True,True
951837086,757970808,769322856,730756780,Brain Observatory 1.1,V1,33.333,13.332999999999998,300.0,0.0,31.667,8.541500000000003,1.6659999999999968,4.791499999999996,True,True
951837088,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,10.0,600.0,0.0,31.667,8.541500000000003,13.332999999999998,1.4584999999999972,True,True
951837090,757970808,769322856,730756780,Brain Observatory 1.1,V1,42.857,10.0,700.0,0.0,31.667,8.541500000000003,11.189999999999998,1.4584999999999972,True,True
951837129,757970808,769322856,730756780,Brain Observatory 1.1,V1,37.143,10.0,700.0,0.0,31.667,8.541500000000003,5.475999999999999,1.4584999999999972,True,True
951837271,757970808,769322856,730756780,Brain Observatory 1.1,V1,31.25,11.25,800.0,0.0,31.667,8.541500000000003,-0.4170000000000016,2.7084999999999972,True,True
951837102,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,10.0,100.0,0.0,31.667,8.541500000000003,8.332999999999998,1.4584999999999972,True,True
951837106,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,10.0,600.0,0.0,31.667,8.541500000000003,13.332999999999998,1.4584999999999972,True,True
951837109,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,5.0,400.0,0.0,31.667,8.541500000000003,13.332999999999998,-3.5415000000000028,True,True
951837115,757970808,769322856,730756780,Brain Observatory 1.1,V1,38.0,4.0,500.0,0.0,31.667,8.541500000000003,6.332999999999998,-4.541500000000003,True,True
951837118,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,5.0,600.0,0.0,31.667,8.541500000000003,8.332999999999998,-3.5415000000000028,True,True
951837120,757970808,769322856,730756780,Brain Observatory 1.1,V1,15.0,5.0,400.0,0.0,31.667,8.541500000000003,-16.667,-3.5415000000000028,True,True
951837131,757970808,769322856,730756780,Brain Observatory 1.1,V1,48.75,11.25,800.0,0.0,31.667,8.541500000000003,17.083,2.7084999999999972,True,True
951837135,757970808,769322856,730756780,Brain Observatory 1.1,V1,34.0,8.0,1500.0,0.0,31.667,8.541500000000003,2.3329999999999984,-0.5415000000000028,True,True
951837137,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,7.5,400.0,0.0,31.667,8.541500000000003,8.332999999999998,-1.0415000000000028,True,True
951837142,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,5.0,400.0,0.0,31.667,8.541500000000003,13.332999999999998,-3.5415000000000028,True,True
951837144,757970808,769322856,730756780,Brain Observatory 1.1,V1,25.0,5.0,800.0,0.0,31.667,8.541500000000003,-6.667000000000002,-3.5415000000000028,True,True
951837146,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,2.5,400.0,0.0,31.667,8.541500000000003,8.332999999999998,-6.041500000000003,True,True
951837150,757970808,769322856,730756780,Brain Observatory 1.1,V1,37.143,5.713999999999999,700.0,0.0,31.667,8.541500000000003,5.475999999999999,-2.827500000000004,True,True
951837152,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,10.0,500.0,0.0,31.667,8.541500000000003,8.332999999999998,1.4584999999999972,True,True
951837156,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,5.0,600.0,0.0,31.667,8.541500000000003,8.332999999999998,-3.5415000000000028,True,True
951837158,757970808,769322856,730756780,Brain Observatory 1.1,V1,38.0,4.0,500.0,0.0,31.667,8.541500000000003,6.332999999999998,-4.541500000000003,True,True
951837275,757970808,769322856,730756780,Brain Observatory 1.1,V1,42.5,10.0,400.0,0.0,31.667,8.541500000000003,10.832999999999998,1.4584999999999972,True,True
951837164,757970808,769322856,730756780,Brain Observatory 1.1,V1,40.0,2.5,400.0,0.0,31.667,8.541500000000003,8.332999999999998,-6.041500000000003,True,True
951837166,757970808,769322856,730756780,Brain Observatory 1.1,V1,42.0,6.0,500.0,0.0,31.667,8.541500000000003,10.332999999999998,-2.5415000000000028,True,True
951837172,757970808,769322856,730756780,Brain Observatory 1.1,V1,45.0,5.0,400.0,0.0,31.667,8.541500000000003,13.332999999999998,-3.5415000000000028,True,True
951837170,757970808,769322856,730756780,Brain Observatory 1.1,V1,50.0,0.0,100.0,0.0,31.667,8.541500000000003,18.333,-8.541500000000003,True,True
951844342,762602078,768909182,744915204,Brain Observatory 1.1,V1,22.5,41.25,800.0,0.0,35.0,22.0,-12.5,19.25,True,True
951844350,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,15.0,600.0,0.0,35.0,22.0,-5.0,-7.0,True,True
951844363,762602078,768909182,744915204,Brain Observatory 1.1,V1,58.571000000000005,2.857,700.0,0.0,35.0,22.0,23.571000000000005,-19.143,True,False
951844370,762602078,768909182,744915204,Brain Observatory 1.1,V1,45.0,50.0,400.0,0.0,35.0,22.0,10.0,28.0,True,False
951844377,762602078,768909182,744915204,Brain Observatory 1.1,V1,50.0,45.0,600.0,0.0,35.0,22.0,15.0,23.0,True,True
951844385,762602078,768909182,744915204,Brain Observatory 1.1,V1,31.25,18.75,800.0,0.0,35.0,22.0,-3.75,-3.25,True,True
951846069,762602078,768909182,744915204,Brain Observatory 1.1,V1,38.75,38.75,800.0,0.0,35.0,22.0,3.75,16.75,True,True
951844438,762602078,768909182,744915204,Brain Observatory 1.1,V1,15.0,45.0,400.0,0.0,35.0,22.0,-20.0,23.0,True,True
951844432,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,15.0,200.0,0.0,35.0,22.0,-5.0,-7.0,True,True
951846076,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,10.0,100.0,0.0,35.0,22.0,-5.0,-12.0,True,True
951846333,762602078,768909182,744915204,Brain Observatory 1.1,V1,35.0,10.0,200.0,0.0,35.0,22.0,0.0,-12.0,True,True
951844456,762602078,768909182,744915204,Brain Observatory 1.1,V1,22.0,48.0,500.0,0.0,35.0,22.0,-13.0,26.0,True,False
951844470,762602078,768909182,744915204,Brain Observatory 1.1,V1,25.0,15.0,400.0,0.0,35.0,22.0,-10.0,-7.0,True,True
951844476,762602078,768909182,744915204,Brain Observatory 1.1,V1,20.0,15.0,600.0,0.0,35.0,22.0,-15.0,-7.0,True,True
951844502,762602078,768909182,744915204,Brain Observatory 1.1,V1,33.333,23.333,300.0,0.0,35.0,22.0,-1.6670000000000016,1.3329999999999984,True,True
951844520,762602078,768909182,744915204,Brain Observatory 1.1,V1,25.0,20.0,200.0,0.0,35.0,22.0,-10.0,-2.0,True,True
951844554,762602078,768909182,744915204,Brain Observatory 1.1,V1,22.0,16.0,500.0,0.0,35.0,22.0,-13.0,-6.0,True,True
951844540,762602078,768909182,744915204,Brain Observatory 1.1,V1,40.0,25.0,200.0,0.0,35.0,22.0,5.0,3.0,True,True
951844561,762602078,768909182,744915204,Brain Observatory 1.1,V1,10.0,20.0,300.0,0.0,35.0,22.0,-25.0,-2.0,True,True
951844568,762602078,768909182,744915204,Brain Observatory 1.1,V1,22.0,30.0,1000.0,0.0,35.0,22.0,-13.0,8.0,True,True
951846092,762602078,768909182,744915204,Brain Observatory 1.1,V1,13.333,23.333,300.0,0.0,35.0,22.0,-21.667,1.3329999999999984,True,True
951844582,762602078,768909182,744915204,Brain Observatory 1.1,V1,25.0,30.0,200.0,0.0,35.0,22.0,-10.0,8.0,True,True
951844601,762602078,768909182,744915204,Brain Observatory 1.1,V1,22.0,24.0,500.0,0.0,35.0,22.0,-13.0,2.0,True,True
951844617,762602078,768909182,744915204,Brain Observatory 1.1,V1,40.0,25.0,200.0,0.0,35.0,22.0,5.0,3.0,True,True
951844642,762602078,768909182,744915204,Brain Observatory 1.1,V1,28.333,40.0,600.0,0.006,35.0,22.0,-6.667000000000002,18.0,True,True
951844649,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,20.0,100.0,0.0,35.0,22.0,-5.0,-2.0,True,True
951844665,762602078,768909182,744915204,Brain Observatory 1.1,V1,35.0,15.0,400.0,0.0,35.0,22.0,0.0,-7.0,True,True
951844682,762602078,768909182,744915204,Brain Observatory 1.1,V1,32.5,22.5,800.0,0.0,35.0,22.0,-2.5,0.5,True,True
951844710,762602078,768909182,744915204,Brain Observatory 1.1,V1,35.0,25.0,400.0,0.0,35.0,22.0,0.0,3.0,True,True
951844759,762602078,768909182,744915204,Brain Observatory 1.1,V1,25.0,-21.25,800.0,0.005,35.0,22.0,-10.0,-43.25,True,False
951844737,762602078,768909182,744915204,Brain Observatory 1.1,V1,10.0,20.0,300.0,0.0,35.0,22.0,-25.0,-2.0,True,True
951844746,762602078,768909182,744915204,Brain Observatory 1.1,V1,10.0,-30.0,100.0,0.005,35.0,22.0,-25.0,-52.0,True,False
951844753,762602078,768909182,744915204,Brain Observatory 1.1,V1,45.0,45.0,600.0,0.0,35.0,22.0,10.0,23.0,True,True
951844773,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,22.5,400.0,0.0,35.0,22.0,-5.0,0.5,True,True
951844804,762602078,768909182,744915204,Brain Observatory 1.1,V1,16.667,43.333,600.0,0.0,35.0,22.0,-18.333,21.333,True,True
951846133,762602078,768909182,744915204,Brain Observatory 1.1,V1,13.333,16.667,300.0,0.0,35.0,22.0,-21.667,-5.332999999999998,True,True
951844886,762602078,768909182,744915204,Brain Observatory 1.1,V1,23.333,28.889,900.0,0.0,35.0,22.0,-11.667000000000002,6.888999999999999,True,True
951844903,762602078,768909182,744915204,Brain Observatory 1.1,V1,63.889,34.444,1800.0,0.0,35.0,22.0,28.889000000000003,12.444000000000003,True,False
951844911,762602078,768909182,744915204,Brain Observatory 1.1,V1,23.333,28.333,600.0,0.0,35.0,22.0,-11.667000000000002,6.332999999999998,True,True
951844851,762602078,768909182,744915204,Brain Observatory 1.1,V1,34.0,22.0,500.0,0.0,35.0,22.0,-1.0,0.0,True,True
951844858,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,22.5,400.0,0.0,35.0,22.0,-5.0,0.5,True,True
951844865,762602078,768909182,744915204,Brain Observatory 1.1,V1,26.667,23.333,300.0,0.0,35.0,22.0,-8.332999999999998,1.3329999999999984,True,True
951844872,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,22.857,700.0,0.0,35.0,22.0,-5.0,0.8569999999999993,True,True
951844879,762602078,768909182,744915204,Brain Observatory 1.1,V1,50.0,20.0,100.0,0.0,35.0,22.0,15.0,-2.0,True,True
951844975,762602078,768909182,744915204,Brain Observatory 1.1,V1,23.333,28.889,900.0,0.0,35.0,22.0,-11.667000000000002,6.888999999999999,True,True
951844981,762602078,768909182,744915204,Brain Observatory 1.1,V1,48.095,24.285999999999994,2100.0,0.0,35.0,22.0,13.094999999999999,2.2859999999999943,True,True
951844989,762602078,768909182,744915204,Brain Observatory 1.1,V1,30.0,20.0,500.0,0.0,35.0,22.0,-5.0,-2.0,True,True
951844995,762602078,768909182,744915204,Brain Observatory 1.1,V1,43.333,26.667,300.0,0.0,35.0,22.0,8.332999999999998,4.667000000000002,True,True
951844918,762602078,768909182,744915204,Brain Observatory 1.1,V1,32.857,20.0,700.0,0.0,35.0,22.0,-2.1430000000000007,-2.0,True,True
951844926,762602078,768909182,744915204,Brain Observatory 1.1,V1,40.0,50.0,300.0,0.001,35.0,22.0,5.0,28.0,True,False
951844941,762602078,768909182,744915204,Brain Observatory 1.1,V1,24.0,35.0,1000.0,0.0,35.0,22.0,-11.0,13.0,True,True
951844956,762602078,768909182,744915204,Brain Observatory 1.1,V1,28.125,26.25,1600.0,0.0,35.0,22.0,-6.875,4.25,True,True
951844969,762602078,768909182,744915204,Brain Observatory 1.1,V1,35.0,25.0,400.0,0.0,35.0,22.0,0.0,3.0,True,True
951846141,762602078,768909182,744915204,Brain Observatory 1.1,V1,35.0,25.0,400.0,0.0,35.0,22.0,0.0,3.0,True,True
951846428,762602078,768909182,744915204,Brain Observatory 1.1,V1,40.0,22.5,400.0,0.0,35.0,22.0,5.0,0.5,True,True
951845004,762602078,768909182,744915204,Brain Observatory 1.1,V1,35.0,20.0,200.0,0.0,35.0,22.0,0.0,-2.0,True,True
951845018,762602078,768909182,744915204,Brain Observatory 1.1,V1,32.0,16.0,500.0,0.0,35.0,22.0,-3.0,-6.0,True,True
