ecephys_unit_id,ecephys_session_id,ecephys_probe_id,specimen_id,cohort,area,azimuth_rf,elevation_rf,area_rf,p_value_rf,v1_azimuth_median_deg,v1_elevation_median_deg,relative_azimuth_deg,relative_elevation_deg,inside_v1_convex_hull,inside_v1_robust_box,height_rf,on_screen_rf,width_rf,azimuth_edge_distance_deg,elevation_edge_distance_deg,nearest_edge_distance_deg,width_sigma_magnitude_deg,height_sigma_magnitude_deg,maximum_sigma_magnitude_deg,geometric_mean_sigma_deg,log2_maximum_sigma,log2_geometric_mean_sigma,larger_than_mapped_span,edge_band_deg
951888810,746083955,760647909,726170935,Brain Observatory 1.1,V1,26.667,6.667,300,0,30,11.667,-3.333,-5,True,True,17.7435,True,15.2175,16.667,36.667,16.667,15.2175,17.7435,17.7435,16.43203,4.149219,4.038439,False,>10–20
951888817,746083955,760647909,726170935,Brain Observatory 1.1,V1,28.333,8.333,600,0,30,11.667,-1.667,-3.334,True,True,44.97801,True,31.80511,18.333,38.333,18.333,31.80511,44.97801,44.97801,37.82235,5.491148,5.241167,False,>10–20
951888826,746083955,760647909,726170935,Brain Observatory 1.1,V1,44,2,500,0,30,11.667,14,-9.667,True,True,40.93622,True,51.67001,34,32,32,51.67001,40.93622,51.67001,45.99103,5.691255,5.523281,False,>20–40
951888833,746083955,760647909,726170935,Brain Observatory 1.1,V1,18.75,11.25,800,0,30,11.667,-11.25,-0.417,True,True,56.64091,False,25.30334,8.75,38.75,8.75,25.30334,56.64091,56.64091,37.85769,5.823773,5.242514,False,>5–10
951888891,746083955,760647909,726170935,Brain Observatory 1.1,V1,40,50,100,0,30,11.667,10,38.333,True,False,70.58827,False,1282.488,30,0,0,1282.488,70.58827,1282.488,300.8797,10.32473,8.233043,True,0–5
951888840,746083955,760647909,726170935,Brain Observatory 1.1,V1,27,23,1000,0,30,11.667,-3,11.333,True,True,84.32717,False,50.57555,17,27,17,50.57555,84.32717,84.32717,65.30615,6.397926,6.029147,True,>10–20
951888848,746083955,760647909,726170935,Brain Observatory 1.1,V1,10,10,300,0,30,11.667,-20,-1.667,True,True,1885.739,False,103.8037,0,40,0,103.8037,1885.739,1885.739,442.4327,10.88091,8.789314,True,0–5
951888857,746083955,760647909,726170935,Brain Observatory 1.1,V1,18,-4,500,0,30,11.667,-12,-15.667,True,True,1182.22,False,202.2355,8,26,8,202.2355,1182.22,1182.22,488.9651,10.20728,8.933588,True,>5–10
951888866,746083955,760647909,726170935,Brain Observatory 1.1,V1,30,10,1100,0,30,11.667,0,-1.667,True,True,99.19011,True,57.8476,20,40,20,57.8476,99.19011,99.19011,75.74899,6.632124,6.243155,True,>10–20
951888874,746083955,760647909,726170935,Brain Observatory 1.1,V1,84.444,12.222,900,0,30,11.667,54.444,0.555,True,False,1479.577,False,1739.183,5.556,37.778,5.556,1739.183,1479.577,1739.183,1604.137,10.76419,10.64758,True,>5–10
951888883,746083955,760647909,726170935,Brain Observatory 1.1,V1,32,6,500,0,30,11.667,2,-5.667,True,True,40.2915,True,28.60739,22,36,22,28.60739,40.2915,40.2915,33.95047,5.332404,5.08536,False,>20–40
951889405,746083955,760647909,726170935,Brain Observatory 1.1,V1,74.762,29.048,2100,0,30,11.667,44.762,17.381,True,False,1696.684,False,2832.423,15.238,20.952,15.238,2832.423,1696.684,2832.423,2192.197,11.46782,11.09816,True,>10–20
951888900,746083955,760647909,726170935,Brain Observatory 1.1,V1,33.571,10,1400,0,30,11.667,3.571,-1.667,True,True,54.26566,True,32.08654,23.571,40,23.571,32.08654,54.26566,54.26566,41.72765,5.761968,5.382932,False,>20–40
951888907,746083955,760647909,726170935,Brain Observatory 1.1,V1,25,10,1000,0,30,11.667,-5,-1.667,True,True,66.73386,True,43.80399,15,40,15,43.80399,66.73386,66.73386,54.06672,6.060347,5.756669,False,>10–20
951888922,746083955,760647909,726170935,Brain Observatory 1.1,V1,10,50,100,0.002,30,11.667,-20,38.333,True,False,619.106,False,336.1828,0,0,0,336.1828,619.106,619.106,456.2158,9.274043,8.833572,True,0–5
951888937,746083955,760647909,726170935,Brain Observatory 1.1,V1,85.714,37.143,700,0.002,30,11.667,55.714,25.476,True,False,6977.967,False,6671.435,4.286,12.857,4.286,6671.435,6977.967,6977.967,6822.98,12.76859,12.73619,True,0–5
951888945,746083955,760647909,726170935,Brain Observatory 1.1,V1,30,12.5,400,0,30,11.667,0,0.833,True,True,43.24492,True,28.54726,20,37.5,20,28.54726,43.24492,43.24492,35.13579,5.434459,5.13487,False,>10–20
951888953,746083955,760647909,726170935,Brain Observatory 1.1,V1,30,5,200,0,30,11.667,0,-6.667,True,True,64.26837,True,46.89623,20,35,20,46.89623,64.26837,64.26837,54.8994,6.006037,5.778718,False,>10–20
951888972,746083955,760647909,726170935,Brain Observatory 1.1,V1,33.333,13.333,300,0,30,11.667,3.333,1.666,True,True,8.232723,True,10.6289,23.333,36.667,23.333,10.6289,8.232723,10.6289,9.354399,3.40992,3.225645,False,>20–40
951888982,746083955,760647909,726170935,Brain Observatory 1.1,V1,33.333,6.667,300,0,30,11.667,3.333,-5,True,True,7.850746,True,8.569738,23.333,36.667,23.333,8.569738,7.850746,8.569738,8.202368,3.099251,3.03604,False,>20–40
951888997,746083955,760647909,726170935,Brain Observatory 1.1,V1,34,12,500,0,30,11.667,4,0.333,True,True,66.92285,True,38.72685,24,38,24,38.72685,66.92285,66.92285,50.90885,6.064427,5.669845,False,>20–40
951889055,746083955,760647909,726170935,Brain Observatory 1.1,V1,27.5,10,400,0,30,11.667,-2.5,-1.667,True,True,52.66898,True,37.04914,17.5,40,17.5,37.04914,52.66898,52.66898,44.17398,5.718882,5.465125,False,>10–20
951889079,746083955,760647909,726170935,Brain Observatory 1.1,V1,34,12,500,0,30,11.667,4,0.333,True,True,16.98697,True,12.73096,24,38,24,12.73096,16.98697,16.98697,14.7058,4.086357,3.878313,False,>20–40
951889063,746083955,760647909,726170935,Brain Observatory 1.1,V1,14,12,500,0,30,11.667,-16,0.333,True,True,384.8042,False,29.2643,4,38,4,29.2643,384.8042,384.8042,106.118,8.587981,6.729525,True,0–5
951889416,746083955,760647909,726170935,Brain Observatory 1.1,V1,30,5,200,0,30,11.667,0,-6.667,True,True,5.585994,True,5.170884,20,35,20,5.170884,5.585994,5.585994,5.374433,2.481814,2.426113,False,>10–20
951889097,746083955,760647909,726170935,Brain Observatory 1.1,V1,35,10,200,0,30,11.667,5,-1.667,True,True,11.32441,True,8.163498,25,40,25,8.163498,11.32441,11.32441,9.614926,3.501364,3.265276,False,>20–40
951889425,746083955,760647909,726170935,Brain Observatory 1.1,V1,30,15,200,0,30,11.667,0,3.333,True,True,6.600593,True,9.712386,20,35,20,9.712386,6.600593,9.712386,8.006716,3.279826,3.001211,False,>10–20
951889114,746083955,760647909,726170935,Brain Observatory 1.1,V1,35,5,400,0,30,11.667,5,-6.667,True,True,14.25695,True,9.801305,25,35,25,9.801305,14.25695,14.25695,11.82103,3.833594,3.563284,False,>20–40
951889120,746083955,760647909,726170935,Brain Observatory 1.1,V1,32.857,10,700,0,30,11.667,2.857,-1.667,True,True,26.5305,True,14.49451,22.857,40,22.857,14.49451,26.5305,26.5305,19.60986,4.72958,4.293507,False,>20–40
951889147,746083955,760647909,726170935,Brain Observatory 1.1,V1,36.667,13.333,300,0,30,11.667,6.667,1.666,True,True,9.540537,True,9.284337,26.667,36.667,26.667,9.284337,9.540537,9.540537,9.411565,3.254071,3.234435,False,>20–40
951889130,746083955,760647909,726170935,Brain Observatory 1.1,V1,32,6,500,0,30,11.667,2,-5.667,True,True,21.1168,True,13.27132,22,36,22,13.27132,21.1168,21.1168,16.7406,4.400319,4.06528,False,>20–40
951889154,746083955,760647909,726170935,Brain Observatory 1.1,V1,38,14,500,0,30,11.667,8,2.333,True,True,24.71237,True,17.52098,28,36,28,17.52098,24.71237,24.71237,20.80829,4.627161,4.379087,False,>20–40
951889176,746083955,760647909,726170935,Brain Observatory 1.1,V1,35,15,400,0,30,11.667,5,3.333,True,True,20.67833,True,17.17871,25,35,25,17.17871,20.67833,20.67833,18.84747,4.370048,4.236299,False,>20–40
951889204,746083955,760647909,726170935,Brain Observatory 1.1,V1,38.333,11.667,600,0,30,11.667,8.333,0,True,True,22.34032,True,16.25347,28.333,38.333,28.333,16.25347,22.34032,22.34032,19.05539,4.481578,4.252127,False,>20–40
951893056,751348571,757984820,732548380,Brain Observatory 1.1,V1,80,-2.5,400,0,55,0,25,-2.5,True,True,9479.026,False,193.9377,10,27.5,10,193.9377,9479.026,9479.026,1355.854,13.21052,10.40499,True,>5–10
951893064,751348571,757984820,732548380,Brain Observatory 1.1,V1,40,24.444,900,0,55,0,-15,24.444,True,True,81.99645,False,6530.132,30,25.556,25.556,6530.132,81.99645,6530.132,731.7429,12.6729,9.515193,True,>20–40
951893081,751348571,757984820,732548380,Brain Observatory 1.1,V1,81.111,16.667,900,0,55,0,26.111,16.667,True,False,318.659,False,3524.913,8.889,33.333,8.889,3524.913,318.659,3524.913,1059.833,11.78337,10.04962,True,>5–10
951893096,751348571,757984820,732548380,Brain Observatory 1.1,V1,60,5,200,0.002,55,0,5,5,True,True,34.68372,False,851.2314,30,35,30,851.2314,34.68372,851.2314,171.8251,9.733408,7.424797,True,>20–40
951894396,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,49.02744,True,88.38502,35,35,35,88.38502,49.02744,88.38502,65.82774,6.46573,6.040624,True,>20–40
951893127,751348571,757984820,732548380,Brain Observatory 1.1,V1,70.625,3.125,1600,0,55,0,15.625,3.125,True,True,105.6779,True,62.09078,19.375,33.125,19.375,62.09078,105.6779,105.6779,81.00386,6.72353,6.339919,True,>10–20
951893135,751348571,757984820,732548380,Brain Observatory 1.1,V1,14,8,500,0,55,0,-41,8,True,False,219.7664,False,22.55443,4,38,4,22.55443,219.7664,219.7664,70.40388,7.779827,6.137583,True,0–5
951893161,751348571,757984820,732548380,Brain Observatory 1.1,V1,75,-5,800,0,55,0,20,-5,True,True,92.74617,True,57.81904,15,25,15,57.81904,92.74617,92.74617,73.22905,6.535216,6.194344,True,>10–20
951893170,751348571,757984820,732548380,Brain Observatory 1.1,V1,34.444,5.556,900,0,55,0,-20.556,5.556,True,True,86.66208,True,51.57869,24.444,35.556,24.444,51.57869,86.66208,86.66208,66.85743,6.437329,6.063016,True,>20–40
951893176,751348571,757984820,732548380,Brain Observatory 1.1,V1,43.75,12.5,800,0,55,0,-11.25,12.5,True,True,43.3616,True,36.70556,33.75,37.5,33.75,36.70556,43.3616,43.3616,39.89501,5.438346,5.318136,False,>20–40
951893184,751348571,757984820,732548380,Brain Observatory 1.1,V1,37.143,15.714,700,0,55,0,-17.857,15.714,True,True,76.05206,True,36.58486,27.143,34.286,27.143,36.58486,76.05206,76.05206,52.74803,6.248916,5.721045,False,>20–40
951893214,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,0,600,0.003,55,0,0,0,True,True,112.9938,True,51.76889,35,30,30,51.76889,112.9938,112.9938,76.48245,6.8201,6.257057,True,>20–40
951893223,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,-2.5,400,0,55,0,-5,-2.5,True,True,54.17557,True,55.09841,40,27.5,27.5,55.09841,54.17557,55.09841,54.63504,5.783939,5.771755,False,>20–40
951894425,751348571,757984820,732548380,Brain Observatory 1.1,V1,30,12.5,400,0,55,0,-25,12.5,True,True,68.76474,True,42.99083,20,37.5,20,42.99083,68.76474,68.76474,54.37144,6.103597,5.764777,False,>10–20
951893288,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,13.20498,True,10.08083,35,35,35,10.08083,13.20498,13.20498,11.53764,3.723011,3.528276,False,>20–40
951893298,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,2.5,400,0,55,0,-5,2.5,True,True,22.60165,True,18.04216,40,32.5,32.5,18.04216,22.60165,22.60165,20.19363,4.498356,4.335828,False,>20–40
951893350,751348571,757984820,732548380,Brain Observatory 1.1,V1,53.333,-3.333,300,0,55,0,-1.667,-3.333,True,True,18.12059,True,12.87651,36.667,26.667,26.667,12.87651,18.12059,18.12059,15.27514,4.179558,3.933114,False,>20–40
951893359,751348571,757984820,732548380,Brain Observatory 1.1,V1,90,0,100,0,55,0,35,0,True,False,1211.394,False,71.64142,0,30,0,71.64142,1211.394,1211.394,294.5946,10.24245,8.202587,True,0–5
951893368,751348571,757984820,732548380,Brain Observatory 1.1,V1,60,-3,1000,0,55,0,5,-3,True,True,101.5517,True,61.63481,30,27,27,61.63481,101.5517,101.5517,79.11461,6.666071,6.305872,True,>20–40
951893377,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,0,500,0.001,55,0,-5,0,True,True,43.43361,True,44.60538,40,30,30,44.60538,43.43361,44.60538,44.0156,5.479146,5.459943,False,>20–40
951893385,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,-2.5,400,0,55,0,-5,-2.5,True,True,27.83474,True,26.27585,40,27.5,27.5,26.27585,27.83474,27.83474,27.04407,4.798815,4.75724,False,>20–40
951893402,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,2.5,400,0,55,0,-5,2.5,True,True,13.71899,True,10.93461,40,32.5,32.5,10.93461,13.71899,13.71899,12.24793,3.778102,3.614466,False,>20–40
951893426,751348571,757984820,732548380,Brain Observatory 1.1,V1,45,0,1000,0,55,0,-10,0,True,True,41.29981,True,37.35584,35,30,30,37.35584,41.29981,41.29981,39.27835,5.368063,5.295663,False,>20–40
951893435,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,2.857,700,0,55,0,-5,2.857,True,True,80.83041,True,64.12049,40,32.857,32.857,64.12049,80.83041,80.83041,71.99226,6.336826,6.16977,True,>20–40
951893444,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,10.52673,True,9.368189,35,35,35,9.368189,10.52673,10.52673,9.930578,3.395985,3.311878,False,>20–40
951893453,751348571,757984820,732548380,Brain Observatory 1.1,V1,51.667,1.667,600,0,55,0,-3.333,1.667,True,True,29.93559,True,26.72628,38.333,31.667,31.667,26.72628,29.93559,29.93559,28.28546,4.90379,4.821989,False,>20–40
951893468,751348571,757984820,732548380,Brain Observatory 1.1,V1,52,-4,500,0,55,0,-3,-4,True,True,23.79593,True,20.90792,38,26,26,20.90792,23.79593,23.79593,22.30523,4.572643,4.47931,False,>20–40
951893626,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,2.5,400,0,55,0,-5,2.5,True,True,29.82532,True,28.12574,40,32.5,32.5,28.12574,29.82532,29.82532,28.96307,4.898466,4.856142,False,>20–40
951893636,751348571,757984820,732548380,Brain Observatory 1.1,V1,57.692,8.462,1300,0,55,0,2.692,8.462,True,True,34.63119,True,24.15532,32.308,38.462,32.308,24.15532,34.63119,34.63119,28.92278,5.114,4.854135,False,>20–40
951893479,751348571,757984820,732548380,Brain Observatory 1.1,V1,48.75,-1.25,800,0,55,0,-6.25,-1.25,True,True,21.34324,True,17.72992,38.75,28.75,28.75,17.72992,21.34324,21.34324,19.45286,4.415707,4.281911,False,>20–40
951893488,751348571,757984820,732548380,Brain Observatory 1.1,V1,53.333,1.111,900,0,55,0,-1.667,1.111,True,True,53.79586,True,47.41963,36.667,31.111,31.111,47.41963,53.79586,53.79586,50.50723,5.749423,5.658418,False,>20–40
951893500,751348571,757984820,732548380,Brain Observatory 1.1,V1,57,23,1000,0,55,0,2,23,True,True,338.2858,False,88.98856,33,27,27,88.98856,338.2858,338.2858,173.5038,8.402099,7.438823,True,>20–40
951893509,751348571,757984820,732548380,Brain Observatory 1.1,V1,45,5,400,0,55,0,-10,5,True,True,50.30787,True,38.12789,35,35,35,38.12789,50.30787,50.30787,43.79649,5.652712,5.452743,False,>20–40
951893521,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,-2.5,400,0,55,0,-5,-2.5,True,True,19.96958,True,12.72717,40,27.5,27.5,12.72717,19.96958,19.96958,15.94228,4.319732,3.994786,False,>20–40
951893540,751348571,757984820,732548380,Brain Observatory 1.1,V1,50,0,700,0,55,0,-5,0,True,True,24.81841,True,16.18859,40,30,30,16.18859,24.81841,24.81841,20.04433,4.633339,4.325122,False,>20–40
951893548,751348571,757984820,732548380,Brain Observatory 1.1,V1,40,2.857,700,0,55,0,-15,2.857,True,True,83.8724,True,70.86595,30,32.857,30,70.86595,83.8724,83.8724,77.09538,6.390124,6.268572,True,>20–40
951893556,751348571,757984820,732548380,Brain Observatory 1.1,V1,56.667,-1.111,900,0,55,0,1.667,-1.111,True,True,36.55421,True,28.87152,33.333,28.889,28.889,28.87152,36.55421,36.55421,32.48655,5.191966,5.021771,False,>20–40
951893582,751348571,757984820,732548380,Brain Observatory 1.1,V1,60,0,500,0,55,0,5,0,True,True,19.12993,True,15.32896,30,30,30,15.32896,19.12993,19.12993,17.12431,4.25776,4.097974,False,>20–40
951893600,751348571,757984820,732548380,Brain Observatory 1.1,V1,39.231,21.538,1300,0,55,0,-15.769,21.538,True,True,1437.033,False,139.5045,29.231,28.462,28.462,139.5045,1437.033,1437.033,447.7417,10.48888,8.806523,True,>20–40
951893607,751348571,757984820,732548380,Brain Observatory 1.1,V1,61.667,-1.667,600,0,55,0,6.667,-1.667,True,True,42.19731,True,35.0168,28.333,28.333,28.333,35.0168,42.19731,42.19731,38.43975,5.399079,5.264527,False,>20–40
951893617,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,17.90359,True,16.98227,35,35,35,16.98227,17.90359,17.90359,17.43684,4.162177,4.124067,False,>20–40
951893672,751348571,757984820,732548380,Brain Observatory 1.1,V1,55.556,8.889,900,0,55,0,0.556,8.889,True,True,60.53691,True,46.85395,34.444,38.889,34.444,46.85395,60.53691,60.53691,53.2578,5.919743,5.734921,False,>20–40
951893691,751348571,757984820,732548380,Brain Observatory 1.1,V1,88,2,500,0,55,0,33,2,True,False,1139.283,False,2589.896,2,32,2,2589.896,1139.283,2589.896,1717.738,11.33868,10.74629,True,0–5
951893699,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,49.50402,True,36.4545,35,35,35,36.4545,49.50402,49.50402,42.4811,5.629474,5.408749,False,>20–40
951893715,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,0,400,0,55,0,0,0,True,True,18.85403,True,15.99059,35,30,30,15.99059,18.85403,18.85403,17.36338,4.236801,4.117976,False,>20–40
951893653,751348571,757984820,732548380,Brain Observatory 1.1,V1,45,-5,400,0,55,0,-10,-5,True,True,10.54036,True,6.138418,35,25,25,6.138418,10.54036,10.54036,8.043703,3.397853,3.00786,False,>20–40
951893662,751348571,757984820,732548380,Brain Observatory 1.1,V1,53.333,-6.667,300,0,55,0,-1.667,-6.667,True,True,14.01268,True,5.132665,36.667,23.333,23.333,5.132665,14.01268,14.01268,8.480708,3.808661,3.084185,False,>20–40
951893723,751348571,757984820,732548380,Brain Observatory 1.1,V1,66.667,-1.667,1200,0.002,55,0,11.667,-1.667,True,True,54.54099,True,38.5195,23.333,28.333,23.333,38.5195,54.54099,54.54099,45.83548,5.769269,5.518393,False,>20–40
951893732,751348571,757984820,732548380,Brain Observatory 1.1,V1,72.5,-8.75,1600,0,55,0,17.5,-8.75,True,True,101.9269,True,97.73009,17.5,21.25,17.5,97.73009,101.9269,101.9269,99.80643,6.671391,6.641061,True,>10–20
951893740,751348571,757984820,732548380,Brain Observatory 1.1,V1,90,5,200,0,55,0,35,5,True,False,608.2615,False,143.1589,0,35,0,143.1589,608.2615,608.2615,295.0899,9.248548,8.205011,True,0–5
951894472,751348571,757984820,732548380,Brain Observatory 1.1,V1,80.909,-12.727,1100,0,55,0,25.909,-12.727,True,False,621.8278,False,85.79777,9.091,17.273,9.091,85.79777,621.8278,621.8278,230.9793,9.280371,7.85162,True,>5–10
951893765,751348571,757984820,732548380,Brain Observatory 1.1,V1,53.333,-6.667,300,0,55,0,-1.667,-6.667,True,True,7.132211,True,9.194503,36.667,23.333,23.333,9.194503,7.132211,9.194503,8.097971,3.200772,3.017561,False,>20–40
951893780,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,-10,200,0,55,0,0,-10,True,True,51.61302,True,62.30434,35,20,20,62.30434,51.61302,62.30434,56.70727,5.961261,5.825462,False,>10–20
951894480,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,-5,400,0,55,0,0,-5,True,True,11.13913,True,6.70393,35,25,25,6.70393,11.13913,11.13913,8.641526,3.477565,3.111286,False,>20–40
951894642,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,9.00486,True,6.038711,35,35,35,6.038711,9.00486,9.00486,7.374127,3.170704,2.882472,False,>20–40
951893860,751348571,757984820,732548380,Brain Observatory 1.1,V1,53.333,-3.333,300,0,55,0,-1.667,-3.333,True,True,9.006075,True,9.30844,36.667,26.667,26.667,9.30844,9.006075,9.30844,9.156009,3.218539,3.194719,False,>20–40
951893871,751348571,757984820,732548380,Brain Observatory 1.1,V1,53.333,-3.333,300,0,55,0,-1.667,-3.333,True,True,10.32426,True,9.579728,36.667,26.667,26.667,9.579728,10.32426,10.32426,9.945027,3.367966,3.313975,False,>20–40
951893899,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,14.11438,True,11.70803,35,35,35,11.70803,14.11438,14.11438,12.85502,3.819094,3.68426,False,>20–40
951893908,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,10.31578,True,8.901238,35,35,35,8.901238,10.31578,10.31578,9.582443,3.366781,3.260394,False,>20–40
951893920,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,0,200,0,55,0,0,0,True,True,13.87474,True,6.894669,35,30,30,6.894669,13.87474,13.87474,9.780681,3.794388,3.289935,False,>20–40
951893973,751348571,757984820,732548380,Brain Observatory 1.1,V1,63.333,3.333,300,0,55,0,8.333,3.333,True,True,8.570243,True,7.386796,26.667,33.333,26.667,7.386796,8.570243,8.570243,7.956546,3.099336,2.992142,False,>20–40
951893982,751348571,757984820,732548380,Brain Observatory 1.1,V1,62,-6,500,0,55,0,7,-6,True,True,15.39905,True,10.57095,28,24,24,10.57095,15.39905,15.39905,12.75863,3.94477,3.673401,False,>20–40
951893990,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,-5,400,0,55,0,0,-5,True,True,10.94142,True,8.776842,35,25,25,8.776842,10.94142,10.94142,9.799548,3.451728,3.292715,False,>20–40
951894024,751348571,757984820,732548380,Brain Observatory 1.1,V1,58,-4,500,0,55,0,3,-4,True,True,17.85602,True,14.0295,32,26,26,14.0295,17.85602,17.85602,15.82754,4.158338,3.984365,False,>20–40
951894049,751348571,757984820,732548380,Brain Observatory 1.1,V1,57.143,5.714,700,0,55,0,2.143,5.714,True,True,21.73197,True,12.40714,32.857,35.714,32.857,12.40714,21.73197,21.73197,16.42046,4.441747,4.037423,False,>20–40
951894058,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,5,400,0,55,0,0,5,True,True,9.168498,True,7.791293,35,35,35,7.791293,9.168498,9.168498,8.451891,3.196685,3.079274,False,>20–40
951894074,751348571,757984820,732548380,Brain Observatory 1.1,V1,58,-4,500,0,55,0,3,-4,True,True,12.64207,True,8.899801,32,26,26,8.899801,12.64207,12.64207,10.60716,3.660161,3.406967,False,>20–40
951894083,751348571,757984820,732548380,Brain Observatory 1.1,V1,58,-4,500,0,55,0,3,-4,True,True,20.17304,True,14.71747,32,26,26,14.71747,20.17304,20.17304,17.23068,4.334357,4.106907,False,>20–40
951894092,751348571,757984820,732548380,Brain Observatory 1.1,V1,55,-5,400,0,55,0,0,-5,True,True,15.59178,True,10.74091,35,25,25,10.74091,15.59178,15.59178,12.94102,3.962713,3.693879,False,>20–40
951894110,751348571,757984820,732548380,Brain Observatory 1.1,V1,63.333,3.333,300,0,55,0,8.333,3.333,True,True,15.59646,True,11.10956,26.667,33.333,26.667,11.10956,15.59646,15.59646,13.1632,3.963147,3.718438,False,>20–40
951894525,751348571,757984820,732548380,Brain Observatory 1.1,V1,68,-21,1000,0,55,0,13,-21,True,False,13.42106,True,10.98169,22,9,9,10.98169,13.42106,13.42106,12.14026,3.746426,3.601727,False,>5–10
951894131,751348571,757984820,732548380,Brain Observatory 1.1,V1,87.5,0,400,0,55,0,32.5,0,True,False,2290.57,False,114.5353,2.5,30,2.5,114.5353,2290.57,2290.57,512.2022,11.16149,9.00057,True,0–5
951894150,751348571,757984820,732548380,Brain Observatory 1.1,V1,60,-5,200,0,55,0,5,-5,True,True,8.764397,True,5.215981,30,25,25,5.215981,8.764397,8.764397,6.761281,3.131655,2.757297,False,>20–40
951894548,751348571,757984820,732548380,Brain Observatory 1.1,V1,61,-3,1000,0,55,0,6,-3,True,True,26.26366,True,14.47962,29,27,27,14.47962,26.26366,26.26366,19.50097,4.714996,4.285474,False,>20–40
951896753,761418226,768908585,742714475,Brain Observatory 1.1,V1,27.143,-4.286,700,0,30,3.452,-2.857,-7.738,True,True,64.64735,True,39.50364,17.143,25.714,17.143,39.50364,64.64735,64.64735,50.53519,6.014519,5.659216,False,>10–20
951896759,761418226,768908585,742714475,Brain Observatory 1.1,V1,20,2.5,400,0,30,3.452,-10,-0.952,True,True,9.332226,True,9.841348,10,32.5,10,9.841348,9.332226,9.841348,9.583407,3.298856,3.260539,False,>5–10
951896803,761418226,768908585,742714475,Brain Observatory 1.1,V1,15,10,200,0,30,3.452,-15,6.548,True,True,21.56921,False,7.600473,5,40,5,7.600473,21.56921,21.56921,12.80376,4.430901,3.678495,False,0–5
951896821,761418226,768908585,742714475,Brain Observatory 1.1,V1,35,2,1000,0,30,3.452,5,-1.452,True,True,39.77157,True,25.751,25,32,25,25.751,39.77157,39.77157,32.00246,5.313666,5.000111,False,>20–40
951896850,761418226,768908585,742714475,Brain Observatory 1.1,V1,20,-8.333,600,0,30,3.452,-10,-11.785,True,True,807.5992,False,113.6589,10,21.667,10,113.6589,807.5992,807.5992,302.9701,9.657496,8.243031,True,>5–10
951896858,761418226,768908585,742714475,Brain Observatory 1.1,V1,28,-6,500,0.009,30,3.452,-2,-9.452,True,True,63.63653,True,70.29182,18,24,18,70.29182,63.63653,70.29182,66.88145,6.135285,6.063534,False,>10–20
951896865,761418226,768908585,742714475,Brain Observatory 1.1,V1,10,10,300,0,30,3.452,-20,6.548,True,True,769.1851,False,73.70751,0,40,0,73.70751,769.1851,769.1851,238.1065,9.587187,7.895463,True,0–5
951896871,761418226,768908585,742714475,Brain Observatory 1.1,V1,60,-10,700,0.003,30,3.452,30,-13.452,True,False,64.10928,True,91.26127,30,20,20,91.26127,64.10928,91.26127,76.48983,6.511931,6.257196,True,>10–20
951896919,761418226,768908585,742714475,Brain Observatory 1.1,V1,32,4,500,0.009,30,3.452,2,0.548,True,True,43.86049,True,36.44927,22,34,22,36.44927,43.86049,43.86049,39.98353,5.45485,5.321334,False,>20–40
951896890,761418226,768908585,742714475,Brain Observatory 1.1,V1,10,5,200,0,30,3.452,-20,1.548,True,True,14.79548,False,8.219027,0,35,0,8.219027,14.79548,14.79548,11.02744,3.887084,3.463026,False,0–5
951896926,761418226,768908585,742714475,Brain Observatory 1.1,V1,55,-6.667,1800,0,30,3.452,25,-10.119,True,True,68.72005,True,73.6165,35,23.333,23.333,73.6165,68.72005,73.6165,71.12615,6.201957,6.152308,False,>20–40
951896932,761418226,768908585,742714475,Brain Observatory 1.1,V1,79.444,27.778,1800,0,30,3.452,49.444,24.326,True,False,397.6076,False,572.052,10.556,22.222,10.556,572.052,397.6076,572.052,476.9195,9.160002,8.897602,True,>10–20
