62,71,61,79,116,74,59,44,26
79,57,82,121,119,112,87,38,50
53,93,135,152,184,143,77,62,39
56,103,106,159,159,129,101,58,23
72,71,82,94,100,95,59,48,31
81,41,57,58,57,41,44,26,15
41,30,42,43,39,29,33,32,42
47,30,33,45,47,21,43,44,57
30,35,39,20,34,32,30,32,37
