8,6,6,3,4,9,6,3,7
5,8,7,6,7,19,13,7,7
4,3,10,17,15,18,26,11,9
4,5,8,11,20,24,18,17,8
4,4,13,14,19,26,25,10,5
8,6,5,11,8,26,15,9,8
5,4,5,6,11,8,6,7,4
5,6,2,6,11,8,6,6,5
6,5,5,6,2,3,8,3,8
