0,5,1,1,3,3,1,1,1
0,0,4,0,3,2,3,4,0
0,5,2,2,7,3,2,2,2
7,0,0,10,26,29,9,6,11
2,5,1,2,11,16,7,16,4
0,4,1,3,1,7,2,11,4
1,2,1,2,1,1,1,0,0
0,2,4,1,1,3,1,0,0
1,1,3,0,1,1,0,1,2
