stimulus_presentation_id,stimulus_block,start_time,stop_time,size,contrast,phase,orientation,stimulus_name,x_position,y_position,temporal_frequency,color,frame,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2131,0.0,617.87144,618.12164,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,30.0,4.0,null,null,0.08,0.25019674,143,,,0,,False,10,train,1
2132,0.0,618.12164,618.37183,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,-40.0,4.0,null,null,0.08,0.25019674,151,,,0,,False,8,test,0
2133,0.0,618.37183,618.62205,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,40.0,4.0,null,null,0.08,0.25021576,178,,,0,,False,10,train,1
2134,0.0,618.62205,618.87227,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,0.0,4.0,null,null,0.08,0.25021576,140,,,0,,False,9,train,0
2135,0.0,618.87227,619.12248,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-30.0,4.0,null,null,0.08,0.25021576,111,,,0,,False,7,train,2
2136,0.0,619.12248,619.3727,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,30.0,4.0,null,null,0.08,0.25021576,143,,,0,,False,11,test,1
2137,0.0,619.3727,619.6229,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,10.0,4.0,null,null,0.08,0.25020424,17,,,0,,False,6,train,2
2138,0.0,619.6229,619.87311,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,-20.0,4.0,null,null,0.08,0.25020424,121,,,0,,False,10,train,2
2139,0.0,619.87311,620.12331,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,0.0,4.0,null,null,0.08,0.25020424,56,,,0,,False,9,train,2
2140,0.0,620.12331,620.37351,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,0.0,4.0,null,null,0.08,0.25020424,160,,,0,,False,7,train,0
2141,0.0,620.37351,620.62373,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,-30.0,4.0,null,null,0.08,0.25021576,12,,,0,,False,9,train,0
2142,0.0,620.62373,620.87395,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,-30.0,4.0,null,null,0.08,0.25021576,130,,,0,,False,8,test,0
2143,0.0,620.87395,621.12416,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,20.0,4.0,null,null,0.08,0.25021576,210,,,0,,False,8,test,2
2144,0.0,621.12416,621.37438,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,30.0,4.0,null,null,0.08,0.25021576,97,,,0,,False,8,test,0
2145,0.0,621.37438,621.62458,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,30.0,4.0,null,null,0.08,0.25020174,86,,,0,,False,5,test,1
2146,0.0,621.62458,621.87478,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,-10.0,4.0,null,null,0.08,0.25020174,198,,,0,,False,8,test,2
2147,0.0,621.87478,622.12498,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,20.0,4.0,null,null,0.08,0.25020174,208,,,0,,False,10,train,1
2148,0.0,622.12498,622.37518,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-20.0,4.0,null,null,0.08,0.25020174,152,,,0,,False,8,test,1
2149,0.0,622.37518,622.6254,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,0.0,4.0,null,null,0.08,0.25021326,161,,,0,,False,11,test,2
2150,0.0,622.6254,622.87561,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,10.0,4.0,null,null,0.08,0.25021326,209,,,0,,False,7,train,2
2151,0.0,622.87561,623.12582,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,-20.0,4.0,null,null,0.08,0.25021326,11,,,0,,False,8,test,0
2152,0.0,623.12582,623.37604,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,10.0,4.0,null,null,0.08,0.25021326,9,,,0,,False,9,train,1
2153,0.0,623.37604,623.62624,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,-20.0,4.0,null,null,0.08,0.25020424,11,,,0,,False,9,train,0
2154,0.0,623.62624,623.87645,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,20.0,4.0,null,null,0.08,0.25020424,72,,,0,,False,8,test,0
2155,0.0,623.87645,624.12665,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,-20.0,4.0,null,null,0.08,0.25020424,81,,,0,,False,10,train,1
2156,0.0,624.12665,624.37685,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-40.0,4.0,null,null,0.08,0.25020424,118,,,0,,False,10,train,1
2157,0.0,624.37685,624.62706,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,20.0,4.0,null,null,0.08,0.25020826,231,,,0,,False,5,test,2
2158,0.0,624.62706,624.87727,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,10.0,4.0,null,null,0.08,0.25020826,119,,,0,,False,10,train,0
2159,0.0,624.87727,625.12748,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,-20.0,4.0,null,null,0.08,0.25020826,94,,,0,,False,4,train,0
2160,0.0,625.12748,625.37769,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,-30.0,4.0,null,null,0.08,0.25020826,221,,,0,,False,6,train,1
2161,0.0,625.37769,625.6279,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,0.0,4.0,null,null,0.08,0.25021174,191,,,0,,False,8,test,1
2162,0.0,625.6279,625.87811,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,30.0,4.0,null,null,0.08,0.25021174,212,,,0,,False,10,train,2
2163,0.0,625.87811,626.12832,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,-10.0,4.0,null,null,0.08,0.25021174,201,,,0,,False,6,train,0
2164,0.0,626.12832,626.37853,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,0.0,4.0,null,null,0.08,0.25021174,82,,,0,,False,7,train,2
2165,0.0,626.37853,626.62875,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,-40.0,4.0,null,null,0.08,0.25021826,15,,,0,,False,8,test,0
2166,0.0,626.62875,626.87897,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,-20.0,4.0,null,null,0.08,0.25021826,226,,,0,,False,8,test,0
2167,0.0,626.87897,627.12919,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,30.0,4.0,null,null,0.08,0.25021826,40,,,0,,False,6,train,2
2168,0.0,627.12919,627.37941,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,-40.0,4.0,null,null,0.08,0.25021826,70,,,0,,False,11,test,0
2169,0.0,627.37941,627.6296,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,20.0,4.0,null,null,0.08,0.25019674,231,,,0,,False,6,train,2
2170,0.0,627.6296,627.8798,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,0.0,4.0,null,null,0.08,0.25019674,105,,,0,,False,11,test,1
2171,0.0,627.8798,628.13,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25019674,219,,,0,,False,4,train,0
2172,0.0,628.13,628.38019,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,30.0,4.0,null,null,0.08,0.25019674,115,,,0,,False,11,test,2
2173,0.0,628.38019,628.63041,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,-20.0,4.0,null,null,0.08,0.25021576,94,,,0,,False,5,test,0
2174,0.0,628.63041,628.88063,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,40.0,4.0,null,null,0.08,0.25021576,99,,,0,,False,6,train,1
2175,0.0,628.88063,629.13084,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,10.0,4.0,null,null,0.08,0.25021576,31,,,0,,False,11,test,1
2176,0.0,629.13084,629.38106,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,40.0,4.0,null,null,0.08,0.25021576,53,,,0,,False,9,train,1
2177,0.0,629.38106,629.63126,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,30.0,4.0,null,null,0.08,0.25020174,36,,,0,,False,5,test,1
2178,0.0,629.63126,629.88146,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,30.0,4.0,null,null,0.08,0.25020174,137,,,0,,False,10,train,0
2179,0.0,629.88146,630.13166,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,0.0,4.0,null,null,0.08,0.25020174,177,,,0,,False,7,train,1
2180,0.0,630.13166,630.38186,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-20.0,4.0,null,null,0.08,0.25020174,218,,,0,,False,8,test,1
2181,0.0,630.38186,630.63208,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25021826,184,,,0,,False,9,train,1
2182,0.0,630.63208,630.8823,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,-40.0,4.0,null,null,0.08,0.25021826,63,,,0,,False,6,train,1
2183,0.0,630.8823,631.13252,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,-40.0,4.0,null,null,0.08,0.25021826,134,,,0,,False,9,train,1
2184,0.0,631.13252,631.38274,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,40.0,4.0,null,null,0.08,0.25021826,122,,,0,,False,7,train,2
2185,0.0,631.38274,631.63294,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-20.0,4.0,null,null,0.08,0.25020424,218,,,0,,False,9,train,1
2186,0.0,631.63294,631.88315,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,20.0,4.0,null,null,0.08,0.25020424,208,,,0,,False,11,test,1
2187,0.0,631.88315,632.13335,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,-10.0,4.0,null,null,0.08,0.25020424,29,,,0,,False,7,train,2
2188,0.0,632.13335,632.38355,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,-40.0,4.0,null,null,0.08,0.25020424,168,,,0,,False,6,train,1
2189,0.0,632.38355,632.63376,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25021076,87,,,0,,False,6,train,2
2190,0.0,632.63376,632.88398,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,10.0,4.0,null,null,0.08,0.25021076,23,,,0,,False,7,train,1
2191,0.0,632.88398,633.13419,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-10.0,10.0,4.0,null,null,0.08,0.25021076,138,,,0,,False,10,train,2
2192,0.0,633.13419,633.3844,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,-30.0,4.0,null,null,0.08,0.25021076,3,,,0,,False,7,train,1
2193,0.0,633.3844,633.63461,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-40.0,4.0,null,null,0.08,0.25020924,118,,,0,,False,11,test,1
2194,0.0,633.63461,633.88482,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,-40.0,4.0,null,null,0.08,0.25020924,50,,,0,,False,8,test,1
2195,0.0,633.88482,634.13502,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,10.0,4.0,null,null,0.08,0.25020924,144,,,0,,False,9,train,1
2196,0.0,634.13502,634.38523,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,10.0,4.0,null,null,0.08,0.25020924,158,,,0,,False,7,train,2
2197,0.0,634.38523,634.63545,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,30.0,4.0,null,null,0.08,0.25021326,36,,,0,,False,6,train,1
2198,0.0,634.63545,634.88566,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,0.0,4.0,null,null,0.08,0.25021326,161,,,0,,False,12,train,2
2199,0.0,634.88566,635.13587,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,-40.0,4.0,null,null,0.08,0.25021326,168,,,0,,False,7,train,1
2200,0.0,635.13587,635.38609,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25021326,164,,,0,,False,6,train,0
2201,0.0,635.38609,635.63629,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,20.0,0.0,4.0,null,null,0.08,0.25019924,24,,,0,,False,8,test,1
2202,0.0,635.63629,635.88649,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,0.0,4.0,null,null,0.08,0.25019924,55,,,0,,False,7,train,0
2203,0.0,635.88649,636.13668,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,30.0,4.0,null,null,0.08,0.25019924,97,,,0,,False,9,train,0
2204,0.0,636.13668,636.38688,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,-40.0,4.0,null,null,0.08,0.25019924,62,,,0,,False,7,train,1
2205,0.0,636.38688,636.6371,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-30.0,-30.0,4.0,null,null,0.08,0.25021826,124,,,0,,False,10,train,2
2206,0.0,636.6371,636.88732,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,40.0,4.0,null,null,0.08,0.25021826,53,,,0,,False,10,train,1
2207,0.0,636.88732,637.13754,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,10.0,30.0,4.0,null,null,0.08,0.25021826,86,,,0,,False,6,train,1
2208,0.0,637.13754,637.38776,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,-40.0,4.0,null,null,0.08,0.25021826,243,,,0,,False,8,test,2
2209,0.0,637.38776,637.63796,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25020424,114,,,0,,False,9,train,0
2210,0.0,637.63796,637.88817,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,-10.0,4.0,null,null,0.08,0.25020424,29,,,0,,False,8,test,2
2211,0.0,637.88817,638.13837,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,-30.0,4.0,null,null,0.08,0.25020424,131,,,0,,False,10,train,1
2212,0.0,638.13837,638.38857,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,40.0,-40.0,4.0,null,null,0.08,0.25020424,156,,,0,,False,6,train,2
2213,0.0,638.38857,638.63879,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25021826,237,,,0,,False,7,train,0
2214,0.0,638.63879,638.88901,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,20.0,4.0,null,null,0.08,0.25021826,210,,,0,,False,9,train,2
2215,0.0,638.88901,639.13923,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-40.0,4.0,null,null,0.08,0.25021826,118,,,0,,False,12,train,1
2216,0.0,639.13923,639.38945,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,-10.0,4.0,null,null,0.08,0.25021826,112,,,0,,False,7,train,0
2217,0.0,639.38945,639.63965,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,-30.0,4.0,null,null,0.08,0.25019924,71,,,0,,False,12,train,0
2218,0.0,639.63965,639.88985,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,10.0,4.0,null,null,0.08,0.25019924,233,,,0,,False,6,train,0
2219,0.0,639.88985,640.14004,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25019924,18,,,0,,False,7,train,2
2220,0.0,640.14004,640.39024,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,-30.0,4.0,null,null,0.08,0.25019924,221,,,0,,False,7,train,1
2221,0.0,640.39024,640.64046,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,40.0,4.0,null,null,0.08,0.25021576,174,,,0,,False,7,train,0
2222,0.0,640.64046,640.89068,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25021576,89,,,0,,False,8,test,2
2223,0.0,640.89068,641.14089,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,30.0,4.0,null,null,0.08,0.25021576,59,,,0,,False,8,test,1
2224,0.0,641.14089,641.39111,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,-10.0,4.0,null,null,0.08,0.25021576,170,,,0,,False,8,test,1
2225,0.0,641.39111,641.64131,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,0.0,10.0,4.0,null,null,0.08,0.25020174,206,,,0,,False,9,train,0
2226,0.0,641.64131,641.89151,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-30.0,4.0,null,null,0.08,0.25020174,111,,,0,,False,8,test,2
2227,0.0,641.89151,642.14171,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,10.0,-10.0,4.0,null,null,0.08,0.25020174,89,,,0,,False,9,train,2
2228,0.0,642.14171,642.39191,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,-40.0,4.0,null,null,0.08,0.25020174,120,,,0,,False,9,train,2
2229,0.0,642.39191,642.64213,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-40.0,40.0,4.0,null,null,0.08,0.25021826,21,,,0,,False,9,train,2
2230,0.0,642.64213,642.89235,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,30.0,4.0,null,null,0.08,0.25021826,126,,,0,,False,9,train,1
2231,0.0,642.89235,643.14257,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25021826,164,,,0,,False,7,train,0
2232,0.0,643.14257,643.39279,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,0.0,4.0,null,null,0.08,0.25021826,55,,,0,,False,8,test,0
2233,0.0,643.39279,643.64299,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-10.0,40.0,4.0,null,null,0.08,0.25019924,171,,,0,,False,9,train,1
2234,0.0,643.64299,643.89319,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,0.0,10.0,4.0,null,null,0.08,0.25019924,204,,,0,,False,13,train,1
2235,0.0,643.89319,644.14338,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,0.0,4.0,null,null,0.08,0.25019924,186,,,0,,False,8,test,0
2236,0.0,644.14338,644.39358,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,40.0,4.0,null,null,0.08,0.25019924,174,,,0,,False,8,test,0
2237,0.0,644.39358,644.64379,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25021076,18,,,0,,False,8,test,2
2238,0.0,644.64379,644.89401,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-20.0,-10.0,4.0,null,null,0.08,0.25021076,241,,,0,,False,10,train,2
2239,0.0,644.89401,645.14422,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,-20.0,4.0,null,null,0.08,0.25021076,11,,,0,,False,10,train,0
2240,0.0,645.14422,645.39443,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-20.0,0.0,4.0,null,null,0.08,0.25021076,177,,,0,,False,8,test,1
2241,0.0,645.39443,645.64464,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,40.0,4.0,null,null,0.08,0.25020924,108,,,0,,False,8,test,1
2242,0.0,645.64464,645.89485,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25020924,87,,,0,,False,7,train,2
2243,0.0,645.89485,646.14505,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,30.0,4.0,null,null,0.08,0.25020924,115,,,0,,False,12,train,2
2244,0.0,646.14505,646.39526,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,30.0,30.0,4.0,null,null,0.08,0.25020924,6,,,0,,False,10,train,0
2245,0.0,646.39526,646.64548,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,20.0,-10.0,4.0,null,null,0.08,0.25021576,1,,,0,,False,9,train,2
2246,0.0,646.64548,646.8957,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,0.0,4.0,null,null,0.08,0.25021576,186,,,0,,False,9,train,0
2247,0.0,646.8957,647.14591,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-10.0,-40.0,4.0,null,null,0.08,0.25021576,103,,,0,,False,6,train,0
2248,0.0,647.14591,647.39613,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,40.0,20.0,4.0,null,null,0.08,0.25021576,93,,,0,,False,10,train,1
2249,0.0,647.39613,647.64633,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-20.0,-40.0,4.0,null,null,0.08,0.25020174,95,,,0,,False,9,train,0
2250,0.0,647.64633,647.89653,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-10.0,-30.0,4.0,null,null,0.08,0.25020174,26,,,0,,False,8,test,2
2251,0.0,647.89653,648.14673,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-30.0,-10.0,4.0,null,null,0.08,0.25020174,184,,,0,,False,10,train,1
2252,0.0,648.14673,648.39693,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-40.0,20.0,4.0,null,null,0.08,0.25020174,135,,,0,,False,8,test,0
2253,0.0,648.39693,648.64715,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,-40.0,20.0,4.0,null,null,0.08,0.25021326,109,,,0,,False,12,train,1
2254,0.0,648.64715,648.89736,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25021326,175,,,0,,False,11,test,1
2255,0.0,648.89736,649.14757,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,-30.0,4.0,null,null,0.08,0.25021326,130,,,0,,False,9,train,0
2256,0.0,649.14757,649.39779,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,0.0,4.0,null,null,0.08,0.25021326,186,,,0,,False,10,train,0
2257,0.0,649.39779,649.64799,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,30.0,-10.0,4.0,null,null,0.08,0.25020674,87,,,0,,False,8,test,2
2258,0.0,649.64799,649.8982,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,-40.0,4.0,null,null,0.08,0.25020674,220,,,0,,False,8,test,0
2259,0.0,649.8982,650.14841,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,-10.0,-20.0,4.0,null,null,0.08,0.25020674,153,,,0,,False,5,test,2
2260,0.0,650.14841,650.39861,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,10.0,4.0,null,null,0.08,0.25020674,133,,,0,,False,7,train,0
2261,0.0,650.39861,650.64883,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,10.0,4.0,null,null,0.08,0.25021826,116,,,0,,False,10,train,0
2262,0.0,650.64883,650.89905,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,20.0,-20.0,4.0,null,null,0.08,0.25021826,113,,,0,,False,7,train,1
2263,0.0,650.89905,651.14927,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",45.0,gabors,30.0,0.0,4.0,null,null,0.08,0.25021826,64,,,0,,False,11,test,1
2264,0.0,651.14927,651.39949,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,20.0,4.0,null,null,0.08,0.25021826,154,,,0,,False,11,test,2
2265,0.0,651.39949,651.64968,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,-30.0,20.0,4.0,null,null,0.08,0.25019424,155,,,0,,False,6,train,0
2266,0.0,651.64968,651.89988,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",90.0,gabors,0.0,0.0,4.0,null,null,0.08,0.25019424,66,,,0,,False,9,train,2
2267,0.0,651.89988,652.15007,"[20.0, 20.0]",0.8,"[3644.93333333, 3644.93333333]",0.0,gabors,40.0,20.0,4.0,null,null,0.08,0.25019424,72,,,0,,False,9,train,0
