stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,stimulus_name,frame,coherence,x_position,contrast,color,size,Dir,spatial_frequency,orientation,temporal_frequency,Speed,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2171,0.0,618.33834,618.58854,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502063,33,,,0,,False,6,train,2
2172,0.0,618.58854,618.83875,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502063,161,,,0,,False,8,test,1
2173,0.0,618.83875,619.08896,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,40.0,0.2502087,102,,,0,,False,9,train,0
2174,0.0,619.08896,619.33917,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502087,237,,,0,,False,6,train,2
2175,0.0,619.33917,619.58937,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502087,224,,,0,,False,5,test,1
2176,0.0,619.58937,619.83958,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.2502087,196,,,0,,False,12,train,1
2177,0.0,619.83958,620.08979,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502113,30,,,0,,False,8,test,2
2178,0.0,620.08979,620.34001,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502113,78,,,0,,False,7,train,1
2179,0.0,620.34001,620.59022,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-40.0,0.2502113,120,,,0,,False,8,test,1
2180,0.0,620.59022,620.84043,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502113,26,,,0,,False,9,train,2
2181,0.0,620.84043,621.09064,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502087,85,,,0,,False,10,train,1
2182,0.0,621.09064,621.34085,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-40.0,0.2502087,120,,,0,,False,9,train,1
2183,0.0,621.34085,621.59105,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502087,184,,,0,,False,10,train,0
2184,0.0,621.59105,621.84126,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502087,82,,,0,,False,8,test,1
2185,0.0,621.84126,622.09147,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502088,78,,,0,,False,8,test,1
2186,0.0,622.09147,622.34168,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502088,157,,,0,,False,9,train,0
2187,0.0,622.34168,622.59189,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-40.0,0.2502088,120,,,0,,False,10,train,1
2188,0.0,622.59189,622.8421,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502088,208,,,0,,False,9,train,2
2189,0.0,622.8421,623.09231,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,40.0,0.2502112,222,,,0,,False,6,train,0
2190,0.0,623.09231,623.34252,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502112,164,,,0,,False,11,test,0
2191,0.0,623.34252,623.59273,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502112,76,,,0,,False,8,test,0
2192,0.0,623.59273,623.84294,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502112,215,,,0,,False,6,train,2
2193,0.0,623.84294,624.09315,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502063,180,,,0,,False,7,train,2
2194,0.0,624.09315,624.34336,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502063,59,,,0,,False,7,train,0
2195,0.0,624.34336,624.59356,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502063,229,,,0,,False,11,test,0
2196,0.0,624.59356,624.84377,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,40.0,0.2502063,193,,,0,,False,11,test,0
2197,0.0,624.84377,625.09398,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502137,36,,,0,,False,7,train,2
2198,0.0,625.09398,625.3442,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502137,33,,,0,,False,7,train,2
2199,0.0,625.3442,625.59441,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502137,240,,,0,,False,3,train,2
2200,0.0,625.59441,625.84462,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502137,8,,,0,,False,10,train,0
2201,0.0,625.84462,626.09483,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502038,90,,,0,,False,8,test,0
2202,0.0,626.09483,626.34503,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502038,100,,,0,,False,9,train,0
2203,0.0,626.34503,626.59523,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502038,226,,,0,,False,7,train,0
2204,0.0,626.59523,626.84544,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502038,52,,,0,,False,9,train,1
2205,0.0,626.84544,627.09565,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502137,31,,,0,,False,8,test,0
2206,0.0,627.09565,627.34587,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502137,50,,,0,,False,7,train,1
2207,0.0,627.34587,627.59608,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502137,116,,,0,,False,10,train,2
2208,0.0,627.59608,627.84629,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502137,172,,,0,,False,7,train,1
2209,0.0,627.84629,628.0965,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502063,50,,,0,,False,8,test,1
2210,0.0,628.0965,628.34671,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502063,122,,,0,,False,6,train,2
2211,0.0,628.34671,628.59691,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502063,209,,,0,,False,7,train,1
2212,0.0,628.59691,628.84712,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502063,223,,,0,,False,5,test,2
2213,0.0,628.84712,629.09733,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502162,240,,,0,,False,4,train,2
2214,0.0,629.09733,629.34755,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502162,233,,,0,,False,10,train,2
2215,0.0,629.34755,629.59777,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502162,166,,,0,,False,6,train,2
2216,0.0,629.59777,629.84798,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502162,242,,,0,,False,5,test,2
2217,0.0,629.84798,630.09818,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502013,223,,,0,,False,6,train,2
2218,0.0,630.09818,630.34839,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502013,156,,,0,,False,8,test,0
2219,0.0,630.34839,630.59859,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502013,226,,,0,,False,8,test,0
2220,0.0,630.59859,630.84879,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-10.0,0.2502013,141,,,0,,False,10,train,2
2221,0.0,630.84879,631.099,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502087,56,,,0,,False,9,train,0
2222,0.0,631.099,631.34921,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502087,178,,,0,,False,11,test,1
2223,0.0,631.34921,631.59941,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502087,21,,,0,,False,11,test,1
2224,0.0,631.59941,631.84962,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502087,139,,,0,,False,11,test,1
2225,0.0,631.84962,632.09983,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502063,232,,,0,,False,10,train,1
2226,0.0,632.09983,632.35004,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502063,146,,,0,,False,6,train,1
2227,0.0,632.35004,632.60024,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502063,132,,,0,,False,8,test,1
2228,0.0,632.60024,632.85045,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502063,58,,,0,,False,4,train,2
2229,0.0,632.85045,633.10066,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502112,16,,,0,,False,12,train,0
2230,0.0,633.10066,633.35087,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502112,239,,,0,,False,3,train,1
2231,0.0,633.35087,633.60108,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502112,87,,,0,,False,6,train,1
2232,0.0,633.60108,633.85129,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502112,239,,,0,,False,4,train,1
2233,0.0,633.85129,634.1015,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502113,9,,,0,,False,11,test,1
2234,0.0,634.1015,634.35172,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502113,220,,,0,,False,11,test,1
2235,0.0,634.35172,634.60193,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502113,19,,,0,,False,10,train,0
2236,0.0,634.60193,634.85214,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502113,175,,,0,,False,10,train,0
2237,0.0,634.85214,635.10235,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502112,34,,,0,,False,10,train,2
2238,0.0,635.10235,635.35256,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502112,98,,,0,,False,7,train,2
2239,0.0,635.35256,635.60277,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,40.0,0.2502112,131,,,0,,False,8,test,0
2240,0.0,635.60277,635.85298,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502112,77,,,0,,False,9,train,1
2241,0.0,635.85298,636.10319,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-10.0,0.2502038,204,,,0,,False,12,train,2
2242,0.0,636.10319,636.35339,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502038,150,,,0,,False,8,test,2
2243,0.0,636.35339,636.60359,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502038,134,,,0,,False,9,train,2
2244,0.0,636.60359,636.8538,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502038,7,,,0,,False,7,train,0
2245,0.0,636.8538,637.104,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502062,65,,,0,,False,9,train,0
2246,0.0,637.104,637.35421,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502062,182,,,0,,False,10,train,1
2247,0.0,637.35421,637.60442,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502062,26,,,0,,False,10,train,2
2248,0.0,637.60442,637.85462,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502062,210,,,0,,False,9,train,2
2249,0.0,637.85462,638.10484,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502138,183,,,0,,False,10,train,0
2250,0.0,638.10484,638.35505,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502138,63,,,0,,False,6,train,2
2251,0.0,638.35505,638.60526,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502138,14,,,0,,False,11,test,2
2252,0.0,638.60526,638.85548,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502138,195,,,0,,False,6,train,1
2253,0.0,638.85548,639.10568,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.2502037,196,,,0,,False,13,train,1
2254,0.0,639.10568,639.35589,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502037,50,,,0,,False,9,train,1
2255,0.0,639.35589,639.60609,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502037,167,,,0,,False,8,test,1
2256,0.0,639.60609,639.85629,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502037,78,,,0,,False,9,train,1
2257,0.0,639.85629,640.10651,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502138,208,,,0,,False,10,train,2
2258,0.0,640.10651,640.35672,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502138,121,,,0,,False,8,test,2
2259,0.0,640.35672,640.60693,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502138,136,,,0,,False,9,train,0
2260,0.0,640.60693,640.85715,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502138,78,,,0,,False,10,train,1
2261,0.0,640.85715,641.10736,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502137,98,,,0,,False,8,test,2
2262,0.0,641.10736,641.35758,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502137,161,,,0,,False,9,train,1
2263,0.0,641.35758,641.60779,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502137,87,,,0,,False,7,train,1
2264,0.0,641.60779,641.858,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502137,28,,,0,,False,9,train,1
2265,0.0,641.858,642.10821,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502063,213,,,0,,False,11,test,1
2266,0.0,642.10821,642.35842,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502063,29,,,0,,False,11,test,0
2267,0.0,642.35842,642.60862,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502063,6,,,0,,False,9,train,2
2268,0.0,642.60862,642.85883,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502063,77,,,0,,False,10,train,1
2269,0.0,642.85883,643.10903,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502062,39,,,0,,False,7,train,2
2270,0.0,643.10903,643.35924,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502062,215,,,0,,False,7,train,2
2271,0.0,643.35924,643.60945,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502062,55,,,0,,False,7,train,1
2272,0.0,643.60945,643.85965,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502062,29,,,0,,False,12,train,0
2273,0.0,643.85965,644.10986,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502113,189,,,0,,False,11,test,2
2274,0.0,644.10986,644.36008,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502113,188,,,0,,False,9,train,0
2275,0.0,644.36008,644.61029,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502113,203,,,0,,False,6,train,0
2276,0.0,644.61029,644.8605,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502113,69,,,0,,False,6,train,0
2277,0.0,644.8605,645.11071,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502112,241,,,0,,False,10,train,2
2278,0.0,645.11071,645.36092,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502112,237,,,0,,False,7,train,2
2279,0.0,645.36092,645.61113,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502112,215,,,0,,False,8,test,2
2280,0.0,645.61113,645.86134,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502112,190,,,0,,False,9,train,2
2281,0.0,645.86134,646.11154,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502013,203,,,0,,False,7,train,0
2282,0.0,646.11154,646.36175,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502013,146,,,0,,False,7,train,1
2283,0.0,646.36175,646.61195,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502013,91,,,0,,False,7,train,0
2284,0.0,646.61195,646.86215,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502013,113,,,0,,False,8,test,2
2285,0.0,646.86215,647.11236,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502162,95,,,0,,False,6,train,0
2286,0.0,647.11236,647.36258,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502162,54,,,0,,False,7,train,2
2287,0.0,647.36258,647.6128,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502162,26,,,0,,False,11,test,2
2288,0.0,647.6128,647.86301,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502162,134,,,0,,False,10,train,2
2289,0.0,647.86301,648.11322,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502063,74,,,0,,False,10,train,2
2290,0.0,648.11322,648.36343,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502063,167,,,0,,False,9,train,1
2291,0.0,648.36343,648.61363,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502063,116,,,0,,False,11,test,2
2292,0.0,648.61363,648.86384,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-10.0,0.2502063,170,,,0,,False,11,test,2
2293,0.0,648.86384,649.11404,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502037,52,,,0,,False,10,train,1
2294,0.0,649.11404,649.36425,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502037,13,,,0,,False,7,train,0
2295,0.0,649.36425,649.61445,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,40.0,0.2502037,102,,,0,,False,10,train,0
2296,0.0,649.61445,649.86465,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502037,175,,,0,,False,11,test,0
2297,0.0,649.86465,650.11486,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502113,34,,,0,,False,11,test,2
2298,0.0,650.11486,650.36508,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502113,70,,,0,,False,9,train,1
2299,0.0,650.36508,650.61529,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502113,223,,,0,,False,7,train,2
