stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,stimulus_name,frame,coherence,x_position,contrast,color,size,Dir,spatial_frequency,orientation,temporal_frequency,Speed,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,75.401462,75.634993,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.23353072,1,,,0,,False,0,train,0
2,0.0,75.634993,75.885205,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.25021149,2,,,0,,False,0,train,0
3,0.0,75.885205,76.135416,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.25021149,3,,,0,,False,0,train,1
4,0.0,76.135416,76.385628,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.25021149,4,,,0,,False,0,train,0
5,0.0,76.385628,76.635841,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502137,5,,,0,,False,0,train,1
6,0.0,76.635841,76.886055,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502137,6,,,0,,False,0,train,2
7,0.0,76.886055,77.136269,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502137,7,,,0,,False,0,train,0
8,0.0,77.136269,77.386482,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502137,8,,,0,,False,0,train,0
9,0.0,77.386482,77.636684,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502013,9,,,0,,False,0,train,1
10,0.0,77.636684,77.886885,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502013,10,,,0,,False,0,train,0
11,0.0,77.886885,78.137086,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502013,11,,,0,,False,0,train,1
12,0.0,78.137086,78.387288,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502013,12,,,0,,False,0,train,0
13,0.0,78.387288,78.637496,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502087,13,,,0,,False,0,train,0
14,0.0,78.637496,78.887705,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502087,14,,,0,,False,0,train,2
15,0.0,78.887705,79.137914,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502087,15,,,0,,False,0,train,2
16,0.0,79.137914,79.388122,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502087,16,,,0,,False,0,train,0
17,0.0,79.388122,79.638331,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502088,17,,,0,,False,0,train,2
18,0.0,79.638331,79.88854,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502088,18,,,0,,False,0,train,2
19,0.0,79.88854,80.138749,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502088,19,,,0,,False,0,train,0
20,0.0,80.138749,80.388958,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502088,20,,,0,,False,0,train,0
21,0.0,80.388958,80.639169,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502112,16,,,0,,False,1,train,0
22,0.0,80.639169,80.88938,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502112,21,,,0,,False,0,train,1
23,0.0,80.88938,81.139591,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502112,22,,,0,,False,0,train,1
24,0.0,81.139591,81.389802,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502112,23,,,0,,False,0,train,1
25,0.0,81.389802,81.640009,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.2502063,24,,,0,,False,0,train,1
26,0.0,81.640009,81.890215,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-30.0,0.2502063,25,,,0,,False,0,train,1
27,0.0,81.890215,82.140421,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502063,26,,,0,,False,0,train,2
28,0.0,82.140421,82.390628,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,30.0,0.2502063,27,,,0,,False,0,train,0
29,0.0,82.390628,82.640844,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502162,28,,,0,,False,0,train,1
30,0.0,82.640844,82.89106,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502162,29,,,0,,False,0,train,0
31,0.0,82.89106,83.141276,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502162,30,,,0,,False,0,train,2
32,0.0,83.141276,83.391492,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502162,31,,,0,,False,0,train,0
33,0.0,83.391492,83.641694,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502013,32,,,0,,False,0,train,1
34,0.0,83.641694,83.891895,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502013,33,,,0,,False,0,train,2
35,0.0,83.891895,84.142096,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502013,34,,,0,,False,0,train,2
36,0.0,84.142096,84.392298,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502013,35,,,0,,False,0,train,2
37,0.0,84.392298,84.642516,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502187,36,,,0,,False,0,train,2
38,0.0,84.642516,84.892735,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502187,5,,,0,,False,1,train,1
39,0.0,84.892735,85.142954,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502187,37,,,0,,False,0,train,2
40,0.0,85.142954,85.393172,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502187,38,,,0,,False,0,train,0
41,0.0,85.393172,85.643371,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2501988,39,,,0,,False,0,train,2
42,0.0,85.643371,85.89357,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2501988,40,,,0,,False,0,train,2
43,0.0,85.89357,86.143769,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-40.0,0.2501988,41,,,0,,False,0,train,1
44,0.0,86.143769,86.393968,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2501988,42,,,0,,False,0,train,2
45,0.0,86.393968,86.644184,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.2502162,43,,,0,,False,0,train,1
46,0.0,86.644184,86.8944,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502162,44,,,0,,False,0,train,2
47,0.0,86.8944,87.144616,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502162,45,,,0,,False,0,train,2
48,0.0,87.144616,87.394832,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,30.0,0.2502162,46,,,0,,False,0,train,0
49,0.0,87.394832,87.645034,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502013,20,,,0,,False,1,train,0
50,0.0,87.645034,87.895235,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502013,47,,,0,,False,0,train,1
51,0.0,87.895235,88.145436,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502013,48,,,0,,False,0,train,2
52,0.0,88.145436,88.395638,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502013,49,,,0,,False,0,train,0
53,0.0,88.395638,88.645846,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502087,50,,,0,,False,0,train,1
54,0.0,88.645846,88.896055,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502087,51,,,0,,False,0,train,0
55,0.0,88.896055,89.146264,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502087,52,,,0,,False,0,train,1
56,0.0,89.146264,89.396472,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502087,53,,,0,,False,0,train,2
57,0.0,89.396472,89.646679,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502063,54,,,0,,False,0,train,2
58,0.0,89.646679,89.896885,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502063,14,,,0,,False,1,train,2
59,0.0,89.896885,90.147091,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502063,13,,,0,,False,1,train,0
60,0.0,90.147091,90.397298,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502063,55,,,0,,False,0,train,1
61,0.0,90.397298,90.647524,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-20.0,0.2502262,56,,,0,,False,0,train,0
62,0.0,90.647524,90.89775,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502262,57,,,0,,False,0,train,0
63,0.0,90.89775,91.147976,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,20.0,0.2502262,58,,,0,,False,0,train,2
64,0.0,91.147976,91.398202,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,10.0,0.2502262,59,,,0,,False,0,train,0
65,0.0,91.398202,91.648399,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2501963,60,,,0,,False,0,train,1
66,0.0,91.648399,91.898595,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2501963,61,,,0,,False,0,train,2
67,0.0,91.898595,92.148791,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2501963,62,,,0,,False,0,train,2
68,0.0,92.148791,92.398988,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2501963,18,,,0,,False,1,train,2
69,0.0,92.398988,92.649199,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502112,63,,,0,,False,0,train,2
70,0.0,92.649199,92.89941,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502112,64,,,0,,False,0,train,1
71,0.0,92.89941,93.149621,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502112,9,,,0,,False,1,train,1
72,0.0,93.149621,93.399832,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502112,8,,,0,,False,1,train,0
73,0.0,93.399832,93.650036,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502038,65,,,0,,False,0,train,0
74,0.0,93.650036,93.90024,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-40.0,0.2502038,66,,,0,,False,0,train,1
75,0.0,93.90024,94.150444,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502038,67,,,0,,False,0,train,0
76,0.0,94.150444,94.400648,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502038,19,,,0,,False,1,train,0
77,0.0,94.400648,94.650864,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502162,68,,,0,,False,0,train,0
78,0.0,94.650864,94.90108,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502162,69,,,0,,False,0,train,0
79,0.0,94.90108,95.151296,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502162,70,,,0,,False,0,train,1
80,0.0,95.151296,95.401512,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502162,71,,,0,,False,0,train,0
81,0.0,95.401512,95.651716,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502038,72,,,0,,False,0,train,1
82,0.0,95.651716,95.90192,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502038,73,,,0,,False,0,train,2
83,0.0,95.90192,96.152124,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502038,74,,,0,,False,0,train,2
84,0.0,96.152124,96.402328,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502038,75,,,0,,False,0,train,0
85,0.0,96.402328,96.652541,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502137,76,,,0,,False,0,train,0
86,0.0,96.652541,96.902755,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-30.0,0.2502137,74,,,0,,False,1,train,2
87,0.0,96.902755,97.152969,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502137,10,,,0,,False,1,train,0
88,0.0,97.152969,97.403182,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502137,77,,,0,,False,0,train,1
89,0.0,97.403182,97.653386,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,20.0,0.2502038,78,,,0,,False,0,train,1
90,0.0,97.653386,97.90359,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502038,79,,,0,,False,0,train,2
91,0.0,97.90359,98.153794,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,0.0,0.2502038,5,,,0,,False,2,test,1
92,0.0,98.153794,98.403998,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502038,71,,,0,,False,1,train,0
93,0.0,98.403998,98.654206,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502087,80,,,0,,False,0,train,2
94,0.0,98.654206,98.904415,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502087,61,,,0,,False,1,train,2
95,0.0,98.904415,99.154624,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502087,75,,,0,,False,1,train,0
96,0.0,99.154624,99.404832,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-30.0,0.2502087,81,,,0,,False,0,train,1
97,0.0,99.404832,99.655041,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502088,82,,,0,,False,0,train,1
98,0.0,99.655041,99.90525,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502088,83,,,0,,False,0,train,0
99,0.0,99.90525,100.15546,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,30.0,0.2502088,84,,,0,,False,0,train,0
100,0.0,100.15546,100.40567,"[3644.93333333, 3644.93333333]",gabors,null,null,10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.2502088,43,,,0,,False,1,train,1
101,0.0,100.40567,100.65587,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502037,12,,,0,,False,1,train,0
102,0.0,100.65587,100.90608,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502037,45,,,0,,False,1,train,2
103,0.0,100.90608,101.15628,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502037,85,,,0,,False,0,train,1
104,0.0,101.15628,101.40648,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502037,14,,,0,,False,2,test,2
105,0.0,101.40648,101.6567,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502138,86,,,0,,False,0,train,1
106,0.0,101.6567,101.90691,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,40.0,0.2502138,87,,,0,,False,0,train,1
107,0.0,101.90691,102.15712,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502138,88,,,0,,False,0,train,1
108,0.0,102.15712,102.40734,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-10.0,0.2502138,24,,,0,,False,1,train,1
109,0.0,102.40734,102.65754,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502062,18,,,0,,False,2,test,2
110,0.0,102.65754,102.90775,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,30.0,0.2502062,23,,,0,,False,1,train,1
111,0.0,102.90775,103.15796,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502062,85,,,0,,False,1,train,1
112,0.0,103.15796,103.40816,"[3644.93333333, 3644.93333333]",gabors,null,null,-10.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,40.0,0.2502062,14,,,0,,False,3,train,2
113,0.0,103.40816,103.65838,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,40.0,0.2502138,89,,,0,,False,0,train,0
114,0.0,103.65838,103.90859,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-10.0,0.2502138,90,,,0,,False,0,train,0
115,0.0,103.90859,104.1588,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,10.0,0.2502138,79,,,0,,False,1,train,2
116,0.0,104.1588,104.40902,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502138,91,,,0,,False,0,train,0
117,0.0,104.40902,104.65923,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-30.0,0.2502087,92,,,0,,False,0,train,1
118,0.0,104.65923,104.90944,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,10.0,0.2502087,82,,,0,,False,1,train,1
119,0.0,104.90944,105.15964,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,0.0,0.2502087,93,,,0,,False,0,train,2
120,0.0,105.15964,105.40985,"[3644.93333333, 3644.93333333]",gabors,null,null,-20.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-20.0,0.2502087,80,,,0,,False,1,train,2
121,0.0,105.40985,105.66006,"[3644.93333333, 3644.93333333]",gabors,null,null,30.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502038,94,,,0,,False,0,train,2
122,0.0,105.66006,105.91026,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502038,95,,,0,,False,0,train,0
123,0.0,105.91026,106.16046,"[3644.93333333, 3644.93333333]",gabors,null,null,20.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502038,38,,,0,,False,1,train,0
124,0.0,106.16046,106.41067,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-40.0,0.2502038,57,,,0,,False,1,train,0
125,0.0,106.41067,106.66088,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,45.0,4.0,null,-20.0,0.2502162,50,,,0,,False,1,train,1
126,0.0,106.66088,106.9111,"[3644.93333333, 3644.93333333]",gabors,null,null,-40.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,-40.0,0.2502162,96,,,0,,False,0,train,2
127,0.0,106.9111,107.16132,"[3644.93333333, 3644.93333333]",gabors,null,null,40.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,-30.0,0.2502162,29,,,0,,False,1,train,0
128,0.0,107.16132,107.41153,"[3644.93333333, 3644.93333333]",gabors,null,null,-30.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,20.0,0.2502162,8,,,0,,False,2,test,0
129,0.0,107.41153,107.66174,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,0.0,4.0,null,0.0,0.2502038,97,,,0,,False,0,train,0
130,0.0,107.66174,107.91194,"[3644.93333333, 3644.93333333]",gabors,null,null,0.0,0.8,null,"[20.0, 20.0]",null,0.08,90.0,4.0,null,30.0,0.2502038,98,,,0,,False,0,train,2
