ecephys_unit_id,L_ratio,age_in_days,amplitude_cutoff,anterior_posterior_ccf_coordinate,area_rf,azimuth_rf,c50_dg,cumulative_drift,d_prime,date_of_acquisition,dorsal_ventral_ccf_coordinate,ecephys_channel_id,ecephys_probe_id,ecephys_session_id,ecephys_structure_acronym,ecephys_structure_id,elevation_rf,f1_f0_dg,fano_dg,fano_dm,fano_fl,fano_ns,fano_rf,fano_sg,firing_rate,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_ns,firing_rate_rf,firing_rate_sg,g_dsi_dg,g_osi_dg,g_osi_sg,genotype,has_lfp_data,height_rf,image_selectivity_ns,isi_violations,isolation_distance,left_right_ccf_coordinate,lfp_sampling_rate,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_ns,lifetime_sparseness_rf,lifetime_sparseness_sg,local_index,max_drift,mod_idx_dg,name,nn_hit_rate,nn_miss_rate,on_off_ratio_fl,on_screen_rf,p_value_rf,phase,pref_dir_dm,pref_dir_multi_dm,pref_image_ns,pref_images_multi_ns,pref_ori_dg,pref_ori_multi_dg,pref_ori_multi_sg,pref_ori_sg,pref_phase_multi_sg,pref_phase_sg,pref_sf_multi_sg,pref_sf_sg,pref_speed_dm,pref_speed_multi_dm,pref_tf_dg,pref_tf_multi_dg,presence_ratio,probe_horizontal_position,probe_vertical_position,published_at,quality,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_ns,run_mod_rf,run_mod_sg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_ns,run_pval_rf,run_pval_sg,sampling_rate,session_type,sex,silhouette_score,snr,specimen_id,sustained_idx_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_ns,time_to_peak_rf,time_to_peak_sg,waveform_PT_ratio,waveform_amplitude,waveform_duration,waveform_halfwidth,waveform_recovery_slope,waveform_repolarization_slope,waveform_spread,waveform_velocity_above,waveform_velocity_below,width_rf,time_to_first_spike_fl,cortical_depth,cortical_layer,area,session,timescale_ac,err_ac,spike_count_ac,timescale_it,err_it,spike_count_it,group,published_like_qc,unit_split
950914462,0.0078351899,135,0.029185109,7553,300,10,0.14163137,124.17,4.1685654,2019-01-02T23:20:27Z,1237,850008428,773462985,767871931,VISam,394,-10,0.38476328,14.875289,6.1363296,4.3453444,,5.3777778,,13.165341,15.538726,11.454767,6.1015586,,9.2336009,,,,,wt/wt,True,591.98251,,0.016978869,90.679595,7765,1249.9985,0.038018398,0.044431319,0.0064246341,,0.16688236,,235,44.7,0.32179618,probeA,0.992,0.0016250254,,False,0,3a,135,False,,,135,False,,,,,,,0.001,False,2,False,0.99,27,2360,2019-10-03T00:00:00Z,good,0.2133086,,,,0,,0.069820564,,,,1,,29999.964,functional_connectivity,M,0.080363785,1.7835056,753795610,0.12148594,0.7335,0.0665,,0.0945,,0.22778706,54.363075,0.24723618,0.12361809,-0.038791536,0.23929966,60,1.1675042,-0.68676717,1477.2261,0.078,0.90850466,6,VISam,7.6787193e+08,29.343768,4.7409149,241,21.004437,8.5420265,543,HVA,True,calibration
950914498,0.023451441,135,0.014797769,7541,200,55,0.55236078,218.51,3.930701,2019-01-02T23:20:27Z,1205,850008434,773462985,767871931,VISam,394,50,1.0333438,3.8418632,2.2049751,1.5466667,,0.81212121,,3.2226841,1.0136126,2.8419934,0.45295413,,0.65131919,,,,,wt/wt,True,128.52084,,0.19617185,50.051257,7778,1249.9985,0.16090723,0.073278761,0.0068965517,,0.35090642,,238,54.84,0.77611371,probeA,0.91066667,0.0033681765,,False,0.49,3a,135,False,,,135,False,,,,,,,0.001,False,2,False,0.99,59,2400,2019-10-03T00:00:00Z,good,0.55069124,0.12307692,,,0.30769231,,0.0033491711,0.81452948,,,0.21875779,,29999.964,functional_connectivity,M,0.14225971,1.7497507,753795610,0.036144578,0.5045,0.0075,,0.2225,,0.44450883,79.410825,0.76917923,0.20603015,-0.0089586778,0.17273044,70,0,-1.0301508,791.50726,0.107,0.86279446,6,,,,,,,,,HVA,False,descriptive
950914508,0.0038463506,135,0.021619247,7529,1300,76.154,,205.77,3.7227033,2019-01-02T23:20:27Z,1173,850008440,773462985,767871931,VISam,394,3.846,0.65292013,12.799058,4.3034014,1.9045614,,1.7122112,,2.912646,3.6887942,2.4383011,0.95919698,,6.6294206,,,,,wt/wt,True,21.052988,,0.17344732,63.609424,7791,1249.9985,0.20881873,0.37203293,0.0061538462,,0.51437461,,241,30.78,0.19214007,probeA,0.94636015,0.0038334205,,True,0,3a,315,False,,,135,False,,,,,,,0.01,False,2,False,0.99,11,2420,2019-10-03T00:00:00Z,good,-0.17463617,,,,,,0.34064817,,,,,,29999.964,functional_connectivity,M,0.07774783,1.2048721,753795610,0.076305221,0.2655,0.0005,,0.1035,,0.30244405,70.398705,1.0026801,0.23350084,-0.0070343351,0.094152371,60,3.4338358,0.13735343,18.352612,0.047,0.81189984,6,VISam,7.6787193e+08,52.703607,50.597687,32,84.724926,11.958639,214,HVA,True,evaluation
950914517,0.0024434376,135,0.5,7541,1300,60,0.034670588,292.56,3.2219865,2019-01-02T23:20:27Z,1205,850008434,773462985,767871931,VISam,394,-21.538,0.40793605,5.2410929,3.0814815,2.6128962,,3.9768116,,6.0718126,6.1611421,2.9974149,2.9042353,,4.5263394,,,,,wt/wt,True,82.706531,,0.14634494,76.379183,7778,1249.9985,0.082315002,0.12395909,0.028049793,,0.19147862,,238,46.54,0.023033612,probeA,0.96466667,0.0058067463,,False,0.002,3a,180,False,,,135,False,,,,,,,0.01,False,2,False,0.99,59,2400,2019-10-03T00:00:00Z,good,0.4905304,,,,0.80606061,,3.8476459e-10,,,,0.031419823,,29999.964,functional_connectivity,M,0.097629764,1.6559386,753795610,0.080321285,0.3975,0.0795,,0.0825,,0.49254423,55.843905,0.65929648,0.21976549,-0.024444536,0.16158872,80,-0.54941374,-0.27470687,630.82087,0.08,0.86279446,6,VISam,7.6787193e+08,328.27119,467.66593,101,11.043387,3.0059185,542,HVA,True,evaluation
950914527,0.0054434483,135,0.10163944,7532,500,58,0.29993333,180.97,4.5174156,2019-01-02T23:20:27Z,1181,850008438,773462985,767871931,VISam,394,-10,0.35802477,22.556035,11.525203,,,4.8028986,,12.327534,21.279197,18.091468,0,,3.5559396,,,,,wt/wt,True,146.48377,,0.010179277,94.674032,7787,1249.9985,0.014405647,0.032802952,,,0.24907411,,240,20.05,0.35688282,probeA,0.98933333,0.00084674005,,False,0.557,3a,270,False,,,135,False,,,,,,,0.005,False,2,False,0.89,43,2420,2019-10-03T00:00:00Z,good,0.12983425,0.54144884,,,0.60946746,,0.34972973,0.0029480564,,,0.14957152,,29999.964,functional_connectivity,M,0.089333953,2.6141898,753795610,,0.1225,0.0005,,0.0485,,0.49177504,88.227165,0.21976549,0.10988275,-0.052038812,0.3194884,30,1.3735343,0,1756.6573,,0.83084601,6,,,,,,,,,HVA,False,descriptive
950914539,0.01840115,135,0.1168568,7529,700,24.286,0.056062745,291.02,2.3511375,2019-01-02T23:20:27Z,1173,850008440,773462985,767871931,VISam,394,-4.286,1.3325098,3.0396787,8.8031008,1.34,,6.8078431,,1.9331071,0.85134569,3.667544,0.47959849,,0.94737337,,,,,wt/wt,True,111.52222,,0.59568761,46.238717,7791,1249.9985,0.14974431,0.14137229,0.2,,0.36362264,,241,38.17,0.088768604,probeA,0.64957265,0.0060655906,,False,0.05,3a,270,False,,,90,False,,,,,,,0.001,False,2,False,0.99,11,2420,2019-10-03T00:00:00Z,good,-0.29655172,,,,0.28205128,,0.1988417,,,,0.83198149,,29999.964,functional_connectivity,M,0.079360229,2.8248831,753795610,0.048192771,0.4685,0.0405,,0.1675,,0.39820871,96.38811,0.67303183,0.19229481,-0.034949794,0.28086747,60,0.68676717,0,2183.5212,0.106,0.81189984,6,,,,,,,,,HVA,False,descriptive
950914549,0.0070397589,135,0.00013452362,7529,200,85,1.0015961,78.58,5.1355069,2019-01-02T23:20:27Z,1173,850008440,773462985,767871931,VISam,394,50,0.56963891,6.7007361,6.1444444,3.0033333,,2.347619,,5.3577185,8.3945352,2.6381288,2.4512812,,3.433132,,,,,wt/wt,True,1749.675,,0,70.134863,7791,1249.9985,0.027970074,0.070073507,0.090252708,,0.12881233,,241,47.35,0.18611977,probeA,0.992,0.00092987638,,False,0.709,3a,225,False,,,0,False,,,,,,,0.02,False,2,False,0.99,11,2420,2019-10-03T00:00:00Z,good,0.23473912,-0.81428571,,,,,0.11314867,0.019038265,,,,,29999.964,functional_connectivity,M,0.06342746,2.1604007,753795610,0.1124498,0.0655,0.0385,,0.0515,,0.51131093,113.93382,0.64556114,0.24723618,-0.053644953,0.31224422,50,0.68676717,1.3735343,2357.9572,0.121,0.81189984,6,,,,,,,,,HVA,False,descriptive
950914565,0.011700427,135,0.00061871548,7529,300,13.333,0.060341176,104.23,3.7887695,2019-01-02T23:20:27Z,1173,850008440,773462985,767871931,VISam,394,3.333,0.73270798,5.6075117,3.6056738,0.92,,1.3666667,,3.069175,2.0850189,3.3748671,0.23979924,,0.74561793,,,,,wt/wt,True,4303.6301,,0.0040053005,54.587574,7791,1249.9985,0.16301672,0.09992511,0.2,,0.42158839,,241,54.5,1.2026688,probeA,0.94258783,0.0013872993,,False,0.006,3a,180,False,,,45,False,,,,,,,0.001,False,2,False,0.99,11,2420,2019-10-03T00:00:00Z,good,0.79844836,0.69340463,,,0.93939394,,4.4153537e-09,0.00018822487,,,0.0066385852,,29999.964,functional_connectivity,M,0.090830101,2.9504145,753795610,0.024096386,0.2205,0.0545,,0.0035,,0.37296746,120.76077,0.71423786,0.15108878,-0.061646565,0.37990033,60,0.068676717,0.34338358,90.937464,0.156,0.81189984,6,VISam,7.6787193e+08,11.885819,18.041262,10,39.331314,32.369342,36,HVA,True,calibration
950914576,0.011870962,135,0.014078819,7523,500,52,0.094568627,239.71,2.4815392,2019-01-02T23:20:27Z,1156,850008444,773462985,767871931,VISam,394,-4,0.27326765,4.761235,6.0615845,1.9442424,,1.2,,4.7819337,5.0063795,7.072688,0.42630977,,1.0482511,,,,,wt/wt,True,59.276051,,0.13529606,59.46872,7797,1249.9985,0.40975063,0.14628723,0.24657534,,0.34595952,,243,50.84,1.8537901,probeA,0.86266667,0.012815534,,True,0.002,3a,315,False,,,45,False,,,,,,,0.005,False,2,False,0.99,27,2440,2019-10-03T00:00:00Z,good,0.33629965,0.60174419,,,0.78461538,,1.5739214e-05,0.066256671,,,0.11384143,,29999.964,functional_connectivity,M,0.11626462,2.2019999,753795610,0.044176707,0.1685,0.0015,,0.0325,,0.59970582,77.87676,0.68676717,0.20603015,-0.042412191,0.1595304,70,0.75544389,0.54941374,39.282073,0.078,0.78713715,6,VISam,7.6787193e+08,999.99878,23333.454,13,37.409372,10.606108,67,HVA,True,calibration
950914584,0.0034761081,135,0.011348197,7517,600,35,0.034670588,313.98,3.8936445,2019-01-02T23:20:27Z,1140,850008446,773462985,767871931,VISam,394,-20,0.64261384,3.623102,2.4333333,1.192381,,6.6222222,,1.0466803,1.7276983,1.1989659,0.29308797,,0.21929939,,,,,wt/wt,True,43.309588,,0.034438983,53.0649,7803,1249.9985,0.1182679,0.10701488,0.13846154,,0.68003565,,244,46.96,0.83398573,probeA,0.80361757,0.0017897545,,True,0.143,3a,45,False,,,90,False,,,,,,,0.001,False,2,False,0.99,43,2460,2019-10-03T00:00:00Z,good,-0.91815081,-1,,,,,2.6388417e-17,0.0017228281,,,,,29999.964,functional_connectivity,M,-0.041739537,1.6887243,753795610,0.02811245,0.5965,0.0025,,0.0045,,0.48990674,47.055645,0.68676717,0.21976549,-0.0064102301,0.12947847,100,1.216559,0.27470687,95.11016,0.055,0.76867551,6,,,,,,,,,HVA,False,descriptive
