ecephys_session_id,v1_units,ccf_units,ccf_available,rf_space_vs_ccf_neighbor_trace_rho,rf_space_vs_ccf_neighbor_trace_p,rf_space_vs_ccf_neighbor_trace_n,rf_space_trace_vs_ap_rho,rf_space_trace_vs_ap_p,rf_space_trace_vs_ap_n,rf_space_trace_vs_ml_rho,rf_space_trace_vs_ml_p,rf_space_trace_vs_ml_n,rf_space_trace_vs_dv_rho,rf_space_trace_vs_dv_p,rf_space_trace_vs_dv_n,pairwise_ccf_vs_rf_distance_rho,pairwise_ccf_vs_rf_distance_p,pairwise_ccf_vs_rf_distance_n
715093703,93,93,True,0.30221419832293867,0.0032378641343509666,93.0,-0.3483256055701273,0.0006227370515536445,93.0,0.3483256055701273,0.0006227370515536445,93.0,0.3483256055701273,0.0006227370515536445,93.0,0.05086909418957343,0.0008736267775050335,4278.0
742951821,81,0,False,,,,,,,,,,,,,,,
762602078,108,108,True,0.3179189650080501,0.0007997014189834919,108.0,-0.3652292683733688,0.00010167445282916059,108.0,-0.3652292683733688,0.00010167445282916059,108.0,0.3652292683733688,0.00010167445282916059,108.0,0.12782567479531157,1.7669764005838397e-22,5778.0
