stimulus_presentation_id,stimulus_block,start_time,stop_time,frame,Dir,contrast,Speed,orientation,temporal_frequency,color,phase,coherence,spatial_frequency,x_position,size,stimulus_name,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,75.310203,75.543733,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,10.0,0.23353022,1,,,0,,False,0,train,2
2,0.0,75.543733,75.793944,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-40.0,0.25021095,2,,,0,,False,0,train,1
3,0.0,75.793944,76.044155,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,30.0,0.25021095,3,,,0,,False,0,train,1
4,0.0,76.044155,76.294366,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-40.0,0.25021095,4,,,0,,False,0,train,0
5,0.0,76.294366,76.544585,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,20.0,0.25021923,5,,,0,,False,0,train,2
6,0.0,76.544585,76.794805,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,0.0,0.25021923,6,,,0,,False,0,train,2
7,0.0,76.794805,77.045024,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,40.0,0.25021923,7,,,0,,False,0,train,2
8,0.0,77.045024,77.295243,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-30.0,0.25021923,8,,,0,,False,0,train,0
9,0.0,77.295243,77.545444,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,10.0,0.25020077,9,,,0,,False,0,train,0
10,0.0,77.545444,77.795645,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,40.0,0.25020077,10,,,0,,False,0,train,2
11,0.0,77.795645,78.045845,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,40.0,0.25020077,11,,,0,,False,0,train,0
12,0.0,78.045845,78.296046,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,-30.0,0.25020077,12,,,0,,False,0,train,0
13,0.0,78.296046,78.54626,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,40.0,0.25021423,13,,,0,,False,0,train,1
14,0.0,78.54626,78.796475,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,0.0,0.25021423,14,,,0,,False,0,train,0
15,0.0,78.796475,79.046689,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,-20.0,0.25021423,15,,,0,,False,0,train,2
16,0.0,79.046689,79.296903,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,-40.0,0.25021423,16,,,0,,False,0,train,2
17,0.0,79.296903,79.547106,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,-10.0,0.25020327,17,,,0,,False,0,train,2
18,0.0,79.547106,79.79731,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-10.0,0.25020327,18,,,0,,False,0,train,0
19,0.0,79.79731,80.047513,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,-10.0,0.25020327,19,,,0,,False,0,train,0
20,0.0,80.047513,80.297716,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-20.0,0.25020327,20,,,0,,False,0,train,2
21,0.0,80.297716,80.54793,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,20.0,0.25021423,21,,,0,,False,0,train,2
22,0.0,80.54793,80.798145,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,40.0,0.25021423,7,,,0,,False,1,train,2
23,0.0,80.798145,81.048359,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,40.0,0.25021423,13,,,0,,False,1,train,1
24,0.0,81.048359,81.298573,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-20.0,0.25021423,22,,,0,,False,0,train,0
25,0.0,81.298573,81.548776,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-40.0,0.25020327,23,,,0,,False,0,train,1
26,0.0,81.548776,81.79898,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,30.0,0.25020327,24,,,0,,False,0,train,2
27,0.0,81.79898,82.049183,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-10.0,0.25020327,25,,,0,,False,0,train,0
28,0.0,82.049183,82.299386,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,30.0,0.25020327,26,,,0,,False,0,train,1
29,0.0,82.299386,82.5496,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,10.0,0.25021423,27,,,0,,False,0,train,1
30,0.0,82.5496,82.799815,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,0.0,0.25021423,28,,,0,,False,0,train,1
31,0.0,82.799815,83.050029,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,40.0,0.25021423,29,,,0,,False,0,train,2
32,0.0,83.050029,83.300243,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-30.0,0.25021423,30,,,0,,False,0,train,0
33,0.0,83.300243,83.550446,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,10.0,0.25020327,31,,,0,,False,0,train,2
34,0.0,83.550446,83.80065,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,0.0,0.25020327,32,,,0,,False,0,train,2
35,0.0,83.80065,84.050853,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,0.0,0.25020327,33,,,0,,False,0,train,0
36,0.0,84.050853,84.301056,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,30.0,0.25020327,3,,,0,,False,1,train,1
37,0.0,84.301056,84.55127,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,40.0,0.25021423,34,,,0,,False,0,train,2
38,0.0,84.55127,84.801485,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,0.0,0.25021423,35,,,0,,False,0,train,1
39,0.0,84.801485,85.051699,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-40.0,0.25021423,36,,,0,,False,0,train,1
40,0.0,85.051699,85.301913,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,20.0,0.25021423,37,,,0,,False,0,train,1
41,0.0,85.301913,85.552116,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,10.0,0.25020327,38,,,0,,False,0,train,0
42,0.0,85.552116,85.80232,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-40.0,0.25020327,2,,,0,,False,1,train,1
43,0.0,85.80232,86.052523,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,20.0,0.25020327,39,,,0,,False,0,train,1
44,0.0,86.052523,86.302726,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-20.0,0.25020327,40,,,0,,False,0,train,0
45,0.0,86.302726,86.55294,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,30.0,0.25021423,41,,,0,,False,0,train,2
46,0.0,86.55294,86.803155,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,40.0,0.25021423,29,,,0,,False,1,train,2
47,0.0,86.803155,87.053369,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,40.0,0.25021423,7,,,0,,False,2,test,2
48,0.0,87.053369,87.303583,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,10.0,0.25021423,42,,,0,,False,0,train,0
49,0.0,87.303583,87.553789,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,30.0,0.25020577,43,,,0,,False,0,train,0
50,0.0,87.553789,87.803995,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,0.0,0.25020577,44,,,0,,False,0,train,1
51,0.0,87.803995,88.0542,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,-10.0,0.25020577,45,,,0,,False,0,train,2
52,0.0,88.0542,88.304406,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,-20.0,0.25020577,46,,,0,,False,0,train,0
53,0.0,88.304406,88.554615,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,-40.0,0.25020923,47,,,0,,False,0,train,0
54,0.0,88.554615,88.804825,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,0.0,0.25020923,35,,,0,,False,1,train,1
55,0.0,88.804825,89.055034,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,30.0,0.25020923,48,,,0,,False,0,train,1
56,0.0,89.055034,89.305243,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-40.0,0.25020923,49,,,0,,False,0,train,1
57,0.0,89.305243,89.555446,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,-30.0,0.25020327,50,,,0,,False,0,train,2
58,0.0,89.555446,89.80565,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,0.0,0.25020327,51,,,0,,False,0,train,2
59,0.0,89.80565,90.055853,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,20.0,0.25020327,39,,,0,,False,1,train,1
60,0.0,90.055853,90.306056,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,30.0,0.25020327,52,,,0,,False,0,train,1
61,0.0,90.306056,90.55627,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,-40.0,0.25021423,53,,,0,,False,0,train,2
62,0.0,90.55627,90.806485,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,10.0,0.25021423,54,,,0,,False,0,train,1
63,0.0,90.806485,91.056699,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,0.0,0.25021423,32,,,0,,False,1,train,2
64,0.0,91.056699,91.306913,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,-10.0,0.25021423,55,,,0,,False,0,train,1
65,0.0,91.306913,91.557119,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,0.0,0.25020577,51,,,0,,False,1,train,2
66,0.0,91.557119,91.807325,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,10.0,0.25020577,56,,,0,,False,0,train,0
67,0.0,91.807325,92.05753,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-30.0,0.25020577,57,,,0,,False,0,train,0
68,0.0,92.05753,92.307736,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,20.0,0.25020577,21,,,0,,False,1,train,2
69,0.0,92.307736,92.557948,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,10.0,0.25021173,58,,,0,,False,0,train,1
70,0.0,92.557948,92.80816,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-20.0,0.25021173,20,,,0,,False,1,train,2
71,0.0,92.80816,93.058371,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-30.0,0.25021173,57,,,0,,False,1,train,0
72,0.0,93.058371,93.308583,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,30.0,0.25021173,59,,,0,,False,0,train,0
73,0.0,93.308583,93.558794,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,30.0,0.25021077,3,,,0,,False,2,test,1
74,0.0,93.558794,93.809005,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,10.0,0.25021077,60,,,0,,False,0,train,2
75,0.0,93.809005,94.059215,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,0.0,0.25021077,61,,,0,,False,0,train,0
76,0.0,94.059215,94.309426,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,-40.0,0.25021077,62,,,0,,False,0,train,1
77,0.0,94.309426,94.559628,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,0.0,0.25020173,44,,,0,,False,1,train,1
78,0.0,94.559628,94.80983,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,-20.0,0.25020173,63,,,0,,False,0,train,2
79,0.0,94.80983,95.060031,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,-20.0,0.25020173,64,,,0,,False,0,train,1
80,0.0,95.060031,95.310233,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,0.0,0.25020173,51,,,0,,False,2,test,2
81,0.0,95.310233,95.560446,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-40.0,0.25021327,65,,,0,,False,0,train,2
82,0.0,95.560446,95.81066,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,0.0,0.25021327,66,,,0,,False,0,train,0
83,0.0,95.81066,96.060873,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-30.0,0.25021327,67,,,0,,False,0,train,1
84,0.0,96.060873,96.311086,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,0.0,0.25021327,68,,,0,,False,0,train,1
85,0.0,96.311086,96.561295,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,0.0,0.25020923,69,,,0,,False,0,train,2
86,0.0,96.561295,96.811505,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,-30.0,0.25020923,70,,,0,,False,0,train,2
87,0.0,96.811505,97.061714,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,0.0,0.25020923,71,,,0,,False,0,train,2
88,0.0,97.061714,97.311923,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-40.0,0.25020923,72,,,0,,False,0,train,0
89,0.0,97.311923,97.562129,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,30.0,0.25020577,26,,,0,,False,1,train,1
90,0.0,97.562129,97.812335,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,0.0,0.25020577,6,,,0,,False,1,train,2
91,0.0,97.812335,98.06254,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-20.0,0.25020577,73,,,0,,False,0,train,1
92,0.0,98.06254,98.312746,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,40.0,0.25020577,74,,,0,,False,0,train,2
93,0.0,98.312746,98.562958,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-30.0,0.25021173,75,,,0,,False,0,train,2
94,0.0,98.562958,98.81317,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,40.0,0.25021173,76,,,0,,False,0,train,0
95,0.0,98.81317,99.063381,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,10.0,0.25021173,27,,,0,,False,1,train,1
96,0.0,99.063381,99.313593,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-30.0,0.25021173,30,,,0,,False,1,train,0
97,0.0,99.313593,99.563799,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,10.0,0.25020577,77,,,0,,False,0,train,2
98,0.0,99.563799,99.814005,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,0.0,0.25020577,78,,,0,,False,0,train,0
99,0.0,99.814005,100.06421,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,40.0,0.25020577,79,,,0,,False,0,train,1
100,0.0,100.06421,100.31442,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-10.0,0.25020577,80,,,0,,False,0,train,2
101,0.0,100.31442,100.56463,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,-20.0,0.25021423,81,,,0,,False,0,train,2
102,0.0,100.56463,100.81484,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,-10.0,0.25021423,82,,,0,,False,0,train,1
103,0.0,100.81484,101.06506,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,-10.0,0.25021423,83,,,0,,False,0,train,1
104,0.0,101.06506,101.31527,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,-20.0,0.25021423,15,,,0,,False,1,train,2
105,0.0,101.31527,101.56548,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-10.0,0.25020327,84,,,0,,False,0,train,1
106,0.0,101.56548,101.81568,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,0.0,0.25020327,71,,,0,,False,1,train,2
107,0.0,101.81568,102.06588,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,40.0,0.25020327,74,,,0,,False,1,train,2
108,0.0,102.06588,102.31609,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,-20.0,0.25020327,85,,,0,,False,0,train,1
109,0.0,102.31609,102.5663,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,20.0,0.25020923,86,,,0,,False,0,train,2
110,0.0,102.5663,102.8165,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,0.0,0.25020923,28,,,0,,False,1,train,1
111,0.0,102.8165,103.06671,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,0.0,0.25020923,87,,,0,,False,0,train,1
112,0.0,103.06671,103.31692,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,20.0,0.25020923,88,,,0,,False,0,train,0
113,0.0,103.31692,103.56713,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,-30.0,0.25020827,89,,,0,,False,0,train,1
114,0.0,103.56713,103.81734,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,0.0,0.25020827,69,,,0,,False,1,train,2
115,0.0,103.81734,104.06755,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-10.0,"[20.0, 20.0]",gabors,-20.0,0.25020827,63,,,0,,False,1,train,2
116,0.0,104.06755,104.31776,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,30.0,0.25020827,24,,,0,,False,1,train,2
117,0.0,104.31776,104.56797,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-10.0,0.25020923,90,,,0,,False,0,train,2
118,0.0,104.56797,104.81817,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-40.0,"[20.0, 20.0]",gabors,-10.0,0.25020923,55,,,0,,False,1,train,1
119,0.0,104.81817,105.06838,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-30.0,"[20.0, 20.0]",gabors,-10.0,0.25020923,19,,,0,,False,1,train,0
120,0.0,105.06838,105.31859,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,0.0,0.25020923,91,,,0,,False,0,train,1
121,0.0,105.31859,105.5688,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,30.0,0.25021077,59,,,0,,False,1,train,0
122,0.0,105.5688,105.81901,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,-30.0,0.25021077,67,,,0,,False,1,train,1
123,0.0,105.81901,106.06923,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-20.0,0.25021077,92,,,0,,False,0,train,0
124,0.0,106.06923,106.31944,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,0.0,"[20.0, 20.0]",gabors,0.0,0.25021077,61,,,0,,False,1,train,0
125,0.0,106.31944,106.56965,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,10.0,"[20.0, 20.0]",gabors,-40.0,0.25021173,53,,,0,,False,1,train,2
126,0.0,106.56965,106.81986,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,30.0,"[20.0, 20.0]",gabors,40.0,0.25021173,11,,,0,,False,1,train,0
127,0.0,106.81986,107.07007,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,20.0,"[20.0, 20.0]",gabors,-40.0,0.25021173,93,,,0,,False,0,train,2
128,0.0,107.07007,107.32028,null,null,0.8,null,0.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-20.0,0.25021173,92,,,0,,False,1,train,0
129,0.0,107.32028,107.57049,null,null,0.8,null,90.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,-20.0,"[20.0, 20.0]",gabors,-40.0,0.25020577,94,,,0,,False,0,train,2
130,0.0,107.57049,107.82069,null,null,0.8,null,45.0,4.0,null,"[3644.93333333, 3644.93333333]",null,0.08,40.0,"[20.0, 20.0]",gabors,40.0,0.25020577,95,,,0,,False,0,train,1
