stimulus_presentation_id,stimulus_block,start_time,stop_time,color,orientation,contrast,spatial_frequency,frame,stimulus_name,size,temporal_frequency,x_position,y_position,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
550,0.0,216.18432,216.43453,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,223,-0.20655619,-2.3384765,7,0.15903476,True,0,train,2
551,0.0,216.43453,216.68474,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,127,-0.063430195,-1.9526961,8,1.6732274,True,3,train,1
552,0.0,216.68474,216.93495,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021206,185,0.10365356,0.068892067,7,0.34393712,True,1,train,1
553,0.0,216.93495,217.18516,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020794,207,-0.20103001,-0.39704567,8,0.19660037,True,1,train,0
554,0.0,217.18516,217.43537,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,146,-0.096657039,-0.50740664,7,0.2010397,True,2,test,1
555,0.0,217.43537,217.68558,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020794,99,-0.050036476,-0.51580756,8,0.18354508,True,1,train,1
556,0.0,217.68558,217.93579,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020794,148,-0.19370875,-0.43625104,7,0.21940058,True,1,train,1
557,0.0,217.93579,218.186,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021456,105,-0.037209996,-0.58705418,8,0.17517003,True,3,train,2
558,0.0,218.186,218.43622,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,81,-0.19614004,-0.43820651,7,0.19395179,True,2,test,0
559,0.0,218.43622,218.68643,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,144,-0.27405216,-0.66802322,8,0.17300576,True,2,test,1
560,0.0,218.68643,218.93664,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,77,-0.23139763,-0.65488521,7,0.18592998,True,4,train,1
561,0.0,218.93664,219.18685,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,2,-0.044667728,-0.70490416,8,0.23778464,True,4,train,0
562,0.0,219.18685,219.43706,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020544,121,0.010393174,-0.67469839,7,0.15972291,True,1,train,0
563,0.0,219.43706,219.68726,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,127,0.058369165,-0.78976956,8,0.16978066,True,4,train,1
564,0.0,219.68726,219.93747,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,224,0.043246228,-0.81894749,7,0.16450199,True,0,train,2
565,0.0,219.93747,220.18768,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,30.0,"[3644.93333333, 3644.93333333]",0.25021206,93,0.03472586,-0.64597229,8,0.13119888,True,1,train,0
566,0.0,220.18768,220.43789,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,30,0.10086198,-0.50851889,7,0.16283118,True,2,test,1
567,0.0,220.43789,220.6881,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25021206,172,-0.13363697,-0.2713657,8,0.18052789,True,1,train,2
568,0.0,220.6881,220.93831,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,96,0.10840125,-0.43591647,7,0.19963482,True,3,train,0
569,0.0,220.93831,221.18852,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020544,106,-0.036917918,-0.51996541,8,0.20255948,True,4,train,0
570,0.0,221.18852,221.43873,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,82,0.063037404,-0.39861044,7,0.10613345,True,2,test,2
571,0.0,221.43873,221.68893,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,209,-0.097951434,-0.54678929,8,0.22042746,True,2,test,2
572,0.0,221.68893,221.93914,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,30.0,"[3644.93333333, 3644.93333333]",0.25020544,84,-0.076708441,-0.66589511,7,0.18386224,True,4,train,2
573,0.0,221.93914,222.18935,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021456,225,-0.049830269,-0.69577936,8,0.18253914,True,0,train,2
574,0.0,222.18935,222.43957,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021456,226,0.043900401,-0.75469679,7,0.13072695,True,0,train,2
575,0.0,222.43957,222.68978,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021456,26,0.08172032,-0.76104718,8,0.16088196,True,4,train,0
576,0.0,222.68978,222.93999,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25021456,227,-0.35210822,-0.72701159,7,0.16377082,True,0,train,1
577,0.0,222.93999,223.1902,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,179,-0.19154193,-0.65029311,8,0.17429738,True,1,train,0
578,0.0,223.1902,223.4404,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020294,228,-0.068202092,-0.78680963,7,0.192461,True,0,train,2
579,0.0,223.4404,223.6906,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,10.0,"[3644.93333333, 3644.93333333]",0.25020294,72,-0.015963963,-0.63847309,8,0.21292118,True,3,train,0
580,0.0,223.6906,223.94081,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020294,117,0.99368272,2.3273274,7,1.9049147,True,3,train,0
581,0.0,223.94081,224.19103,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,30.0,"[3644.93333333, 3644.93333333]",0.25021956,31,1.048218,2.6377668,8,0.16171451,True,3,train,0
582,0.0,224.19103,224.44125,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021956,229,0.9400772,2.4187786,7,0.35414174,True,0,train,1
583,0.0,224.44125,224.69146,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,10.0,"[3644.93333333, 3644.93333333]",0.25021956,164,0.8030147,1.9513182,8,0.22929976,True,2,test,0
584,0.0,224.69146,224.94168,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25021956,163,0.79102845,1.7487713,7,0.26029625,True,2,test,2
585,0.0,224.94168,225.19188,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,40.0,"[3644.93333333, 3644.93333333]",0.25019794,113,0.61001809,1.7335078,8,0.17640022,True,2,test,0
586,0.0,225.19188,225.44208,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,10.0,"[3644.93333333, 3644.93333333]",0.25019794,230,0.73280176,2.0017116,7,0.16224292,True,0,train,2
587,0.0,225.44208,225.69228,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,30.0,"[3644.93333333, 3644.93333333]",0.25019794,195,0.77503392,1.3291501,8,0.18764058,True,2,test,1
588,0.0,225.69228,225.94248,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25019794,103,0.66600504,1.4867164,7,0.16318503,True,2,test,0
589,0.0,225.94248,226.1927,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,0.0,"[3644.93333333, 3644.93333333]",0.25021956,177,0.65847323,1.5663129,8,0.42691115,True,5,test,0
590,0.0,226.1927,226.44292,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25021956,49,0.62087856,1.4728244,7,0.23954694,True,2,test,1
591,0.0,226.44292,226.69313,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021956,78,0.47136133,1.1789251,8,0.19529042,True,2,test,0
592,0.0,226.69313,226.94335,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021956,39,0.59303242,1.1686183,7,0.66806744,True,1,train,0
593,0.0,226.94335,227.19355,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25019794,130,-0.17009358,-0.84970751,8,0.41622907,True,3,train,2
594,0.0,227.19355,227.44375,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25019794,52,-0.14905842,-1.7865148,7,0.27205155,True,1,train,0
595,0.0,227.44375,227.69395,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,30.0,"[3644.93333333, 3644.93333333]",0.25019794,14,-0.49723118,-2.2128013,8,0.16813426,True,2,test,1
596,0.0,227.69395,227.94415,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,40.0,"[3644.93333333, 3644.93333333]",0.25019794,120,-0.15536243,-2.6291475,7,0.45348185,True,2,test,2
597,0.0,227.94415,228.19436,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021206,219,-0.021333274,-2.5208496,8,0.24810559,True,1,train,0
598,0.0,228.19436,228.44457,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,86,-0.27606465,-2.4364558,7,0.23058869,True,2,test,2
599,0.0,228.44457,228.69478,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,109,-0.14603816,-2.478872,7,0.21780959,True,3,train,1
600,0.0,228.69478,228.94499,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,49,-0.1381715,-1.7130265,6,1.2218188,True,3,train,1
601,0.0,228.94499,229.1952,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,92,-0.23408714,-1.1889811,3,0.16858079,True,3,train,1
602,0.0,229.1952,229.44541,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25020544,88,-0.65104486,-1.4321128,6,0.39922554,True,4,train,0
603,0.0,229.44541,229.69561,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,129,1.6605645,2.552359,7,0.32070114,True,3,train,0
604,0.0,229.69561,229.94582,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,198,1.7963811,2.7129839,8,0.17995324,True,1,train,2
605,0.0,229.94582,230.19603,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,30.0,"[3644.93333333, 3644.93333333]",0.25020956,59,1.5236864,2.2620287,7,0.31718254,True,3,train,0
606,0.0,230.19603,230.44624,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020956,67,1.6239465,2.1237232,8,0.34109251,True,3,train,0
607,0.0,230.44624,230.69644,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,20.0,"[3644.93333333, 3644.93333333]",0.25020956,199,1.2644857,2.0091548,7,0.44235064,True,1,train,0
608,0.0,230.69644,230.94665,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020956,171,1.3985084,1.9453694,8,0.31552318,True,2,test,2
609,0.0,230.94665,231.19686,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25020794,192,1.3162676,2.0965204,7,0.12617637,True,1,train,2
610,0.0,231.19686,231.44707,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,180,1.4475483,2.0346537,8,0.31006585,True,2,test,0
611,0.0,231.44707,231.69728,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25020794,163,1.238386,1.6071637,7,0.25154543,True,3,train,2
612,0.0,231.69728,231.94749,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,40.0,"[3644.93333333, 3644.93333333]",0.25020794,201,1.4599378,1.7769218,8,0.22819049,True,1,train,0
613,0.0,231.94749,232.1977,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,40.0,"[3644.93333333, 3644.93333333]",0.25021206,60,1.4302265,1.7103023,7,0.37634022,True,3,train,1
614,0.0,232.1977,232.44791,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,40,1.1909968,1.5301859,8,0.13966781,True,1,train,0
615,0.0,232.44791,232.69812,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,26,1.0299813,1.2444431,7,0.28072673,True,5,test,0
616,0.0,232.69812,232.94833,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,30.0,"[3644.93333333, 3644.93333333]",0.25021206,14,0.97606775,1.2587134,8,0.24568513,True,3,train,1
617,0.0,232.94833,233.19854,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,51,0.41403837,-0.75591586,7,0.40645926,True,4,train,2
618,0.0,233.19854,233.44874,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,231,-0.30041902,-1.2105473,8,0.25138376,True,0,train,2
619,0.0,233.44874,233.69894,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,43,-0.59691868,-1.7737826,7,0.093689244,True,5,test,0
620,0.0,233.69894,233.94915,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020294,129,-0.82788139,-2.0067179,5,0.99738083,True,4,train,0
621,0.0,233.94915,234.19937,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,10.0,"[3644.93333333, 3644.93333333]",0.25022456,187,-0.14074183,-0.24113268,7,0.28487446,True,2,test,0
622,0.0,234.19937,234.4496,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25022456,82,-0.24410393,-0.37893241,6,0.20166087,True,3,train,2
623,0.0,234.4496,234.69982,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25022456,48,,,1,,False,3,train,2
624,0.0,234.69982,234.95004,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,10.0,"[3644.93333333, 3644.93333333]",0.25022456,200,-0.37942244,-0.47792187,8,0.21097657,True,1,train,2
625,0.0,234.95004,235.20024,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,40.0,"[3644.93333333, 3644.93333333]",0.25020044,44,-0.11648409,-0.25126718,7,0.19195948,True,2,test,2
626,0.0,235.20024,235.45045,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020044,229,-0.35201791,-0.52653377,8,0.25991092,True,1,train,1
627,0.0,235.45045,235.70065,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,30.0,"[3644.93333333, 3644.93333333]",0.25020044,15,-0.54613453,-0.21440608,7,0.16585686,True,3,train,0
628,0.0,235.70065,235.95085,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020044,74,-0.34904321,-0.50396685,8,0.27747445,True,3,train,2
629,0.0,235.95085,236.20106,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021206,185,-0.44331388,-0.33285913,7,0.19699865,True,2,test,1
630,0.0,236.20106,236.45127,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,167,-0.5138869,-0.53580405,8,0.35400612,True,3,train,1
631,0.0,236.45127,236.70148,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,40.0,"[3644.93333333, 3644.93333333]",0.25021206,21,-0.56602706,-0.47246675,7,0.21915737,True,3,train,0
632,0.0,236.70148,236.95169,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,198,-0.25538133,-0.68956575,8,0.22035853,True,2,test,2
633,0.0,236.95169,237.2019,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,166,-0.50373033,-0.54687784,7,0.14237706,True,1,train,1
634,0.0,237.2019,237.4521,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,153,-0.54548311,-0.76819179,5,0.16085445,True,4,train,2
635,0.0,237.4521,237.7023,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,23,-0.55845312,-0.68601674,7,0.32125369,True,2,test,1
636,0.0,237.7023,237.95251,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,178,-0.50097055,-0.6076638,8,0.12750797,True,1,train,0
637,0.0,237.95251,238.20272,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020956,133,-0.25514868,-0.71712396,7,0.4539938,True,5,test,1
638,0.0,238.20272,238.45293,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020956,210,-0.32371921,-2.2365275,8,0.15178281,True,1,train,0
639,0.0,238.45293,238.70313,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020956,209,-0.42819507,-2.3276046,7,0.13940733,True,3,train,2
640,0.0,238.70313,238.95334,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020956,121,-0.42338695,-2.435657,8,0.1519588,True,2,test,0
641,0.0,238.95334,239.20355,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020794,1,-0.54940693,-2.5343344,7,0.10973242,True,2,test,1
642,0.0,239.20355,239.45376,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020794,166,-0.52385804,-2.3234648,8,0.16087989,True,2,test,1
643,0.0,239.45376,239.70397,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,17,-0.61244526,-2.3459412,7,1.161536,True,6,train,2
644,0.0,239.70397,239.95418,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,40.0,"[3644.93333333, 3644.93333333]",0.25020794,152,-0.090427865,-0.77758397,8,0.43223504,True,2,test,1
645,0.0,239.95418,240.20439,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021456,54,-0.10980851,-0.9853713,7,0.13639548,True,2,test,1
646,0.0,240.20439,240.45461,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,81,-0.044457819,-1.0505793,8,0.18154047,True,3,train,0
647,0.0,240.45461,240.70482,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25021456,227,0.069952874,-1.0295489,7,0.19051266,True,1,train,1
648,0.0,240.70482,240.95503,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,20.0,"[3644.93333333, 3644.93333333]",0.25021456,128,-0.41231051,-1.2991653,8,0.29100746,True,2,test,2
649,0.0,240.95503,241.20524,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,147,-0.53568988,-1.1995631,7,0.11393839,True,2,test,0
650,0.0,241.20524,241.45544,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,111,-0.61133936,-1.2645604,8,0.099011557,True,3,train,2
651,0.0,241.45544,241.70564,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020294,89,-0.34231496,-1.2759913,7,0.20720552,True,4,train,1
652,0.0,241.70564,241.95585,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020294,67,-0.35532911,-1.0147239,8,0.16432319,True,4,train,0
653,0.0,241.95585,242.20606,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021456,106,-0.26504117,-1.4404108,7,0.53224148,True,5,test,0
654,0.0,242.20606,242.45628,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,232,-0.39446867,-2.4713594,8,0.17664112,True,0,train,1
655,0.0,242.45628,242.70649,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,40.0,"[3644.93333333, 3644.93333333]",0.25021456,233,-0.4570995,-2.3744368,7,0.14018688,True,0,train,1
656,0.0,242.70649,242.9567,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25021456,96,-0.22213098,-2.4638176,8,0.20894072,True,4,train,0
657,0.0,242.9567,243.20691,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020294,3,-0.15708028,-2.5814363,7,0.24700754,True,3,train,1
658,0.0,243.20691,243.45711,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,30.0,"[3644.93333333, 3644.93333333]",0.25020294,140,-0.42882841,-2.5637133,8,0.30762941,True,3,train,1
659,0.0,243.45711,243.70731,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,231,-0.060225303,0.20473001,7,0.2558423,True,1,train,2
660,0.0,243.70731,243.95752,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,30.0,"[3644.93333333, 3644.93333333]",0.25020294,59,-0.19401875,0.064231433,8,0.14483631,True,4,train,0
661,0.0,243.95752,244.20773,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020956,127,-0.077849219,-0.37580995,7,0.20990045,True,5,test,1
662,0.0,244.20773,244.45794,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020956,220,-0.044629417,-0.48380288,8,0.26446518,True,1,train,1
663,0.0,244.45794,244.70814,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020956,48,1.3148356,2.1871552,7,0.95073146,True,4,train,2
664,0.0,244.70814,244.95835,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020956,218,1.7612781,2.1930209,8,0.21555129,True,1,train,2
665,0.0,244.95835,245.20857,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021294,225,1.4506462,2.0150829,7,0.2191571,True,1,train,2
666,0.0,245.20857,245.45878,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021294,9,0.90201204,1.7446095,8,0.23018687,True,2,test,0
667,0.0,245.45878,245.70899,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,20.0,"[3644.93333333, 3644.93333333]",0.25021294,80,1.0318553,1.5701075,7,0.25759368,True,1,train,2
668,0.0,245.70899,245.95921,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,40.0,"[3644.93333333, 3644.93333333]",0.25021294,201,0.65856079,1.4395887,8,0.36538303,True,2,test,0
