stimulus_presentation_id,stimulus_block,start_time,stop_time,color,orientation,contrast,spatial_frequency,frame,stimulus_name,size,temporal_frequency,x_position,y_position,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1999,0.0,578.7372,578.98741,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020706,2,-0.15628299,-0.7486013,8,0.32208698,True,7,train,0
2000,0.0,578.98741,579.23761,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020706,21,-0.25641743,-1.0762434,7,0.16195496,True,9,train,0
2001,0.0,579.23761,579.48782,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25021044,114,-0.1531923,-0.80857766,8,0.26968617,True,6,train,2
2002,0.0,579.48782,579.73804,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25021044,186,-0.27453746,-1.07803,7,0.16050043,True,8,test,1
2003,0.0,579.73804,579.98825,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021044,229,-0.013383552,-0.75813385,8,0.21117564,True,6,train,1
2004,0.0,579.98825,580.23846,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,40.0,"[3644.93333333, 3644.93333333]",0.25021044,160,-0.29613793,-0.78566176,7,0.23921078,True,8,test,0
2005,0.0,580.23846,580.48867,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,40.0,"[3644.93333333, 3644.93333333]",0.25021456,60,-0.25329019,-0.46426146,8,0.12326259,True,7,train,1
2006,0.0,580.48867,580.73889,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,22,-0.19267586,0.71946576,7,0.86330952,True,7,train,2
2007,0.0,580.73889,580.9891,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021456,224,-0.2494272,0.22099202,8,0.21344822,True,7,train,2
2008,0.0,580.9891,581.23931,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,79,-0.19023039,-0.096030018,7,0.17048805,True,9,train,0
2009,0.0,581.23931,581.48952,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,151,0.013374568,-0.65711063,8,0.14113147,True,9,train,2
2010,0.0,581.48952,581.73973,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,197,-0.18774082,-0.63398203,7,0.2127936,True,7,train,0
2011,0.0,581.73973,581.98993,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,19,-0.28061147,-0.66025885,8,0.16246141,True,6,train,1
2012,0.0,581.98993,582.24014,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,20.0,"[3644.93333333, 3644.93333333]",0.25020544,94,-0.023234956,-0.49351534,7,0.13897365,True,8,test,0
2013,0.0,582.24014,582.49035,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,234,-0.0086349508,-0.72965851,8,0.15436334,True,5,test,1
2014,0.0,582.49035,582.74056,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,42,-0.083754631,-0.64378441,7,0.11274196,True,9,train,2
2015,0.0,582.74056,582.99077,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021206,86,-0.10600764,-0.71842345,8,0.16513012,True,8,test,2
2016,0.0,582.99077,583.24098,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,2,-0.13915809,-0.86823911,7,0.25061916,True,8,test,0
2017,0.0,583.24098,583.49119,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020544,237,0.058950882,-0.2080955,8,0.18635799,True,5,test,2
2018,0.0,583.49119,583.7414,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,30.0,"[3644.93333333, 3644.93333333]",0.25020544,29,-0.011559812,-0.37560304,7,0.31153867,True,8,test,0
2019,0.0,583.7414,583.9916,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,178,0.037314194,-0.75171444,8,0.14134297,True,11,test,0
2020,0.0,583.9916,584.24181,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020544,38,0.11105693,-0.82303822,7,0.13915103,True,7,train,1
2021,0.0,584.24181,584.49202,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25020956,180,-0.074200621,-0.97193263,8,0.16725355,True,6,train,0
2022,0.0,584.49202,584.74223,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25020956,190,-0.0088095473,-0.66461302,7,0.16645364,True,7,train,1
2023,0.0,584.74223,584.99243,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25020956,176,0.23070497,-0.84750371,8,0.14621192,True,8,test,1
2024,0.0,584.99243,585.24264,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25020956,172,0.22121049,-0.74616001,7,0.21546631,True,7,train,2
2025,0.0,585.24264,585.49285,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020544,20,0.18279233,-0.69957877,7,0.12279808,True,7,train,0
2026,0.0,585.49285,585.74306,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,20.0,"[3644.93333333, 3644.93333333]",0.25020544,215,0.13568736,-0.70064338,7,0.11580252,True,5,test,0
2027,0.0,585.74306,585.99326,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,78,0.30026818,-0.67089597,7,0.11816388,True,6,train,0
2028,0.0,585.99326,586.24347,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,40,0.79629596,1.8446287,8,1.2897525,True,9,train,0
2029,0.0,586.24347,586.49368,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,30.0,"[3644.93333333, 3644.93333333]",0.25021206,195,0.75138888,1.1231186,7,0.36865686,True,12,train,1
2030,0.0,586.49368,586.74389,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,20.0,"[3644.93333333, 3644.93333333]",0.25021206,194,0.44699903,0.96524705,8,0.20994523,True,6,train,0
2031,0.0,586.74389,586.9941,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021206,65,0.52875218,0.76543154,7,0.38270261,True,13,train,0
2032,0.0,586.9941,587.24431,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021206,101,0.23512868,0.6697662,8,0.18387336,True,12,train,2
2033,0.0,587.24431,587.49452,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,30.0,"[3644.93333333, 3644.93333333]",0.25020544,15,0.32290184,0.83887083,7,0.21413387,True,12,train,0
2034,0.0,587.49452,587.74473,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,20.0,"[3644.93333333, 3644.93333333]",0.25020544,215,-0.046395347,0.78172765,8,0.099345876,True,6,train,0
2035,0.0,587.74473,587.99493,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020544,112,0.22119444,0.9824563,7,0.2037454,True,8,test,1
2036,0.0,587.99493,588.24514,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,113,0.17959487,0.68333422,8,0.17651102,True,7,train,0
2037,0.0,588.24514,588.49535,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,40.0,"[3644.93333333, 3644.93333333]",0.25021706,155,0.028559888,0.53336317,7,0.17312177,True,8,test,1
2038,0.0,588.49535,588.74557,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,35,0.084304788,0.68566241,8,0.14325992,True,9,train,0
2039,0.0,588.74557,588.99579,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,20.0,"[3644.93333333, 3644.93333333]",0.25021706,94,0.040564993,0.74691152,7,0.14633168,True,9,train,0
2040,0.0,588.99579,589.246,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,111,0.074813231,0.75343735,8,0.13202538,True,9,train,2
2041,0.0,589.246,589.49621,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020294,68,0.17633669,0.60282112,7,0.14623663,True,7,train,2
2042,0.0,589.49621,589.74641,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25020294,114,0.20132101,0.69149019,8,0.18487879,True,7,train,2
2043,0.0,589.74641,589.99661,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020294,2,0.26805725,0.55783704,7,0.12907422,True,9,train,0
2044,0.0,589.99661,590.24682,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020294,22,0.33508785,0.48179864,8,0.17793092,True,8,test,2
2045,0.0,590.24682,590.49703,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,30.0,"[3644.93333333, 3644.93333333]",0.25021706,192,0.067833282,0.28335569,7,0.21770602,True,7,train,2
2046,0.0,590.49703,590.74725,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021706,238,-0.076129185,0.10200841,8,0.19709503,True,6,train,2
2047,0.0,590.74725,590.99747,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021706,162,-0.091777511,0.29984944,7,0.24046927,True,6,train,0
2048,0.0,590.99747,591.24768,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,20.0,"[3644.93333333, 3644.93333333]",0.25021706,96,0.070097654,0.47403246,8,0.14025533,True,6,train,0
2049,0.0,591.24768,591.49788,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,30.0,"[3644.93333333, 3644.93333333]",0.25019794,84,0.035640045,0.31260247,7,0.12892406,True,11,test,2
2050,0.0,591.49788,591.74808,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,20.0,"[3644.93333333, 3644.93333333]",0.25019794,199,-0.12815423,0.21622886,8,0.15521611,True,7,train,0
2051,0.0,591.74808,591.99828,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25019794,1,0.0064898171,0.33712905,7,0.18786444,True,9,train,1
2052,0.0,591.99828,592.24848,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,40.0,"[3644.93333333, 3644.93333333]",0.25019794,157,0.069821347,0.3496011,8,0.14666447,True,6,train,0
2053,0.0,592.24848,592.49869,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,40.0,"[3644.93333333, 3644.93333333]",0.25021456,21,0.14160207,0.23395586,7,0.25243121,True,10,train,0
2054,0.0,592.49869,592.74891,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,206,0.026793876,0.36730766,8,0.19733336,True,9,train,1
2055,0.0,592.74891,592.99912,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021456,40,-0.14554592,0.26950976,7,0.19308147,True,10,train,0
2056,0.0,592.99912,593.24933,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021456,209,-0.61450202,-1.5894701,8,0.38651389,True,11,test,2
2057,0.0,593.24933,593.49954,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,176,-0.77013362,-1.9252708,7,0.12723353,True,9,train,1
2058,0.0,593.49954,593.74975,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,30.0,"[3644.93333333, 3644.93333333]",0.25020794,12,0.28867777,1.7105282,6,2.0033094,True,8,test,1
2059,0.0,593.74975,593.99996,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,0.0,"[3644.93333333, 3644.93333333]",0.25020794,57,0.38653097,1.8511324,7,0.14842128,True,6,train,0
2060,0.0,593.99996,594.25017,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020794,230,0.60943276,1.7299224,8,0.38339966,True,6,train,2
2061,0.0,594.25017,594.50038,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,57,0.49319447,1.4473297,7,0.17011327,True,7,train,0
2062,0.0,594.50038,594.7506,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021706,151,0.57623405,1.5451469,8,0.19729824,True,10,train,2
2063,0.0,594.7506,595.00082,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,40.0,"[3644.93333333, 3644.93333333]",0.25021706,61,0.38729011,1.5029089,7,0.096630894,True,9,train,0
2064,0.0,595.00082,595.25103,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,30.0,"[3644.93333333, 3644.93333333]",0.25021706,172,0.41208914,1.6947534,8,0.24201017,True,8,test,2
2065,0.0,595.25103,595.50123,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25019794,40,0.37303257,1.8115386,7,0.28461724,True,11,test,0
2066,0.0,595.50123,595.75143,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,30.0,"[3644.93333333, 3644.93333333]",0.25019794,31,-3.3548237e-05,1.3806513,8,0.24510705,True,9,train,0
2067,0.0,595.75143,596.00163,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,40.0,"[3644.93333333, 3644.93333333]",0.25019794,214,0.27281782,1.2908601,7,0.20113957,True,9,train,2
2068,0.0,596.00163,596.25183,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,0.0,"[3644.93333333, 3644.93333333]",0.25019794,139,0.41966306,1.1760337,8,0.44616725,True,8,test,1
2069,0.0,596.25183,596.50205,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021956,238,0.070913618,1.1032608,7,0.18948338,True,7,train,2
2070,0.0,596.50205,596.75227,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,10.0,"[3644.93333333, 3644.93333333]",0.25021956,74,0.099111663,1.233581,8,0.22310186,True,8,test,2
2071,0.0,596.75227,597.00248,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,30.0,"[3644.93333333, 3644.93333333]",0.25021956,93,0.086388339,1.1716318,7,0.2389994,True,6,train,0
2072,0.0,597.00248,597.2527,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,10.0,"[3644.93333333, 3644.93333333]",0.25021956,187,0.25980546,1.2208569,8,0.24845648,True,9,train,0
2073,0.0,597.2527,597.50291,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020294,69,0.18608151,0.84839694,7,0.12428651,True,10,train,2
2074,0.0,597.50291,597.75311,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,20.0,"[3644.93333333, 3644.93333333]",0.25020294,183,0.34924199,1.0021113,8,0.20899883,True,5,test,1
2075,0.0,597.75311,598.00331,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,10.0,"[3644.93333333, 3644.93333333]",0.25020294,145,0.53239068,1.9267753,7,0.87929742,True,6,train,2
2076,0.0,598.00331,598.25352,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020294,170,0.54338432,1.2639502,8,0.33782277,True,10,train,0
2077,0.0,598.25352,598.50373,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021706,219,0.2065189,0.95101194,7,0.26590134,True,8,test,0
2078,0.0,598.50373,598.75395,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021706,237,0.27191353,1.2467288,8,0.26162314,True,6,train,2
2079,0.0,598.75395,599.00417,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021706,11,-0.016362701,1.1757751,7,0.18025731,True,7,train,0
2080,0.0,599.00417,599.25438,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,181,0.15996788,0.94760846,8,0.15960906,True,11,test,1
2081,0.0,599.25438,599.50458,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020044,20,0.33649867,0.77616388,7,0.21353446,True,8,test,0
2082,0.0,599.50458,599.75479,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,10.0,"[3644.93333333, 3644.93333333]",0.25020044,85,0.25225429,0.67396095,8,0.2011182,True,9,train,1
2083,0.0,599.75479,600.00499,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,20.0,"[3644.93333333, 3644.93333333]",0.25020044,215,0.24867876,0.68940545,7,0.17063856,True,7,train,0
2084,0.0,600.00499,600.25519,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,0.0,"[3644.93333333, 3644.93333333]",0.25020044,66,0.21017806,0.58719417,8,0.19013075,True,6,train,0
2085,0.0,600.25519,600.5054,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,30.0,"[3644.93333333, 3644.93333333]",0.25020956,126,0.089046944,0.80001906,7,0.20444942,True,8,test,0
2086,0.0,600.5054,600.75561,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020956,38,-0.22479427,0.74174441,8,0.16661239,True,8,test,1
2087,0.0,600.75561,601.00581,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25020956,88,-0.18233466,0.65163284,7,0.23945287,True,9,train,0
2088,0.0,601.00581,601.25602,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-20.0,"[3644.93333333, 3644.93333333]",0.25020956,228,0.13808822,1.0644641,8,0.29651747,True,8,test,2
2089,0.0,601.25602,601.50623,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,138,0.45306767,0.96406363,7,0.25039129,True,7,train,0
2090,0.0,601.50623,601.75644,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,223,0.25714309,0.747293,8,0.18306116,True,6,train,2
2091,0.0,601.75644,602.00664,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25020544,224,0.2586248,0.5471964,7,0.13826113,True,8,test,2
2092,0.0,602.00664,602.25685,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,10.0,"[3644.93333333, 3644.93333333]",0.25020544,108,-0.035380729,0.60477534,8,0.13276332,True,7,train,2
2093,0.0,602.25685,602.50706,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,-20.0,"[3644.93333333, 3644.93333333]",0.25021206,225,0.031307383,0.60085992,7,0.19294244,True,8,test,2
2094,0.0,602.50706,602.75727,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,40.0,"[3644.93333333, 3644.93333333]",0.25021206,218,0.093893183,0.85200609,8,0.32104119,True,7,train,2
2095,0.0,602.75727,603.00748,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,198,0.13141576,0.97262571,7,0.24503962,True,7,train,2
2096,0.0,603.00748,603.25769,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-30.0,"[3644.93333333, 3644.93333333]",0.25021206,52,-0.044352425,0.81224869,8,0.20554863,True,6,train,0
2097,0.0,603.25769,603.5079,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,21,-0.11234278,0.78576114,7,0.13500618,True,11,test,0
2098,0.0,603.5079,603.75811,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,40.0,"[3644.93333333, 3644.93333333]",0.25020544,233,0.065536969,0.78897044,8,0.22218207,True,9,train,1
2099,0.0,603.75811,604.00831,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,0.0,"[3644.93333333, 3644.93333333]",0.25020544,139,-0.26730937,0.83290567,7,0.34647672,True,9,train,1
2100,0.0,604.00831,604.25852,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020544,138,-0.19764121,0.7204234,8,0.17924025,True,8,test,0
2101,0.0,604.25852,604.50873,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,-10.0,"[3644.93333333, 3644.93333333]",0.25021706,43,0.10797819,1.1060611,7,0.15556078,True,8,test,0
2102,0.0,604.50873,604.75895,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,0.0,"[3644.93333333, 3644.93333333]",0.25021706,66,0.11868317,0.70579263,8,0.1876499,True,7,train,0
2103,0.0,604.75895,605.00917,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021706,40,0.30175607,0.83453318,7,0.10767272,True,12,train,0
2104,0.0,605.00917,605.25938,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,10.0,"[3644.93333333, 3644.93333333]",0.25021706,77,0.06957857,0.72384784,7,0.17465757,True,9,train,1
2105,0.0,605.25938,605.50958,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,10.0,-40.0,"[3644.93333333, 3644.93333333]",0.25020044,238,0.051954362,0.73113052,7,0.19231369,True,8,test,2
2106,0.0,605.50958,605.75979,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-20.0,10.0,"[3644.93333333, 3644.93333333]",0.25020044,200,-0.11890588,-1.1620344,7,0.23145435,True,8,test,2
2107,0.0,605.75979,606.00999,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,20.0,"[3644.93333333, 3644.93333333]",0.25020044,212,-0.39778336,-1.0245012,7,0.15419889,True,7,train,2
2108,0.0,606.00999,606.26019,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,20.0,20.0,"[3644.93333333, 3644.93333333]",0.25020044,163,1.1769775,2.0701557,5,0.33793996,True,10,train,2
2109,0.0,606.26019,606.5104,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,10.0,"[3644.93333333, 3644.93333333]",0.25021456,145,1.2678668,1.799804,8,0.12092659,True,7,train,2
2110,0.0,606.5104,606.76062,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,0.0,-40.0,"[3644.93333333, 3644.93333333]",0.25021456,19,0.99519016,1.7277318,7,0.20992012,True,7,train,1
2111,0.0,606.76062,607.01083,null,0.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25021456,35,1.1385687,1.7116883,8,0.18017853,True,10,train,0
2112,0.0,607.01083,607.26104,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,40.0,0.0,"[3644.93333333, 3644.93333333]",0.25021456,114,1.3883081,1.6654789,7,0.22034308,True,8,test,2
2113,0.0,607.26104,607.51125,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,30.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020794,167,1.0113046,2.0855475,8,0.16812195,True,7,train,1
2114,0.0,607.51125,607.76146,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-30.0,40.0,"[3644.93333333, 3644.93333333]",0.25020794,153,0.76478571,1.8563574,7,0.30857575,True,9,train,2
2115,0.0,607.76146,608.01167,null,90.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-40.0,-30.0,"[3644.93333333, 3644.93333333]",0.25020794,209,0.95942815,1.2964741,8,0.27028601,True,12,train,2
2116,0.0,608.01167,608.26188,null,45.0,0.8,0.08,null,gabors,"[20.0, 20.0]",4.0,-10.0,20.0,"[3644.93333333, 3644.93333333]",0.25020794,116,1.089042,1.7112189,7,0.23151585,True,8,test,1
