stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,orientation,frame,stimulus_name,y_position,color,spatial_frequency,temporal_frequency,size,x_position,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1559,0.0,474.46301,474.71322,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020851,218,,,0,,False,7,train,1
1560,0.0,474.71322,474.96343,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020851,91,,,0,,False,7,train,2
1561,0.0,474.96343,475.21363,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020399,10,,,0,,False,9,train,1
1562,0.0,475.21363,475.46384,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020399,66,,,0,,False,5,test,0
1563,0.0,475.46384,475.71404,0.8,90.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020399,199,,,0,,False,7,train,2
1564,0.0,475.71404,475.96424,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,112,,,0,,False,9,train,1
1565,0.0,475.96424,476.21446,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021851,127,,,0,,False,4,train,0
1566,0.0,476.21446,476.46468,0.8,0.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021851,211,,,0,,False,8,test,0
1567,0.0,476.46468,476.7149,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021851,16,,,0,,False,2,test,1
1568,0.0,476.7149,476.96512,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021851,209,,,0,,False,6,train,0
1569,0.0,476.96512,477.21532,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020149,120,,,0,,False,4,train,1
1570,0.0,477.21532,477.46552,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020149,21,,,0,,False,6,train,2
1571,0.0,477.46552,477.71572,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020149,121,,,0,,False,7,train,2
1572,0.0,477.71572,477.96592,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020149,219,,,0,,False,3,train,0
1573,0.0,477.96592,478.21613,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020601,238,,,0,,False,8,test,1
1574,0.0,478.21613,478.46634,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020601,179,,,0,,False,5,test,0
1575,0.0,478.46634,478.71654,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020601,228,,,0,,False,3,train,2
1576,0.0,478.71654,478.96675,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020601,171,,,0,,False,4,train,2
1577,0.0,478.96675,479.21696,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021399,234,,,0,,False,5,test,1
1578,0.0,479.21696,479.46718,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021399,213,,,0,,False,6,train,2
1579,0.0,479.46718,479.71739,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021399,204,,,0,,False,4,train,0
1580,0.0,479.71739,479.9676,0.8,90.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021399,119,,,0,,False,5,test,2
1581,0.0,479.9676,480.21782,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021851,210,,,0,,False,5,test,0
1582,0.0,480.21782,480.46804,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021851,102,,,0,,False,4,train,0
1583,0.0,480.46804,480.71826,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021851,53,,,0,,False,7,train,2
1584,0.0,480.71826,480.96848,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021851,235,,,0,,False,5,test,1
1585,0.0,480.96848,481.21867,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25019649,243,,,0,,False,0,train,0
1586,0.0,481.21867,481.46887,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25019649,27,,,0,,False,10,train,0
1587,0.0,481.46887,481.71907,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25019649,155,,,0,,False,3,train,0
1588,0.0,481.71907,481.96926,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25019649,142,,,0,,False,8,test,2
1589,0.0,481.96926,482.21947,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021101,237,,,0,,False,7,train,1
1590,0.0,482.21947,482.46969,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021101,159,,,0,,False,7,train,2
1591,0.0,482.46969,482.7199,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021101,180,,,0,,False,7,train,0
1592,0.0,482.7199,482.97011,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021101,121,,,0,,False,8,test,2
1593,0.0,482.97011,483.22031,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020649,209,,,0,,False,7,train,0
1594,0.0,483.22031,483.47052,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020649,172,,,0,,False,5,test,0
1595,0.0,483.47052,483.72073,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020649,47,,,0,,False,8,test,2
1596,0.0,483.72073,483.97093,0.8,45.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020649,158,,,0,,False,4,train,1
1597,0.0,483.97093,484.22113,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020101,68,,,0,,False,5,test,2
1598,0.0,484.22113,484.47134,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020101,190,,,0,,False,7,train,0
1599,0.0,484.47134,484.72154,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020101,114,,,0,,False,5,test,1
1600,0.0,484.72154,484.97174,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020101,228,,,0,,False,4,train,2
1601,0.0,484.97174,485.22196,0.8,90.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021899,193,,,0,,False,8,test,2
1602,0.0,485.22196,485.47218,0.8,90.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021899,119,,,0,,False,6,train,2
1603,0.0,485.47218,485.72239,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021899,103,,,0,,False,8,test,2
1604,0.0,485.72239,485.97261,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021899,61,,,0,,False,5,test,2
1605,0.0,485.97261,486.22283,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021351,43,,,0,,False,6,train,1
1606,0.0,486.22283,486.47304,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021351,223,,,0,,False,9,train,0
1607,0.0,486.47304,486.72325,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021351,162,,,0,,False,5,test,2
1608,0.0,486.72325,486.97347,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021351,226,,,0,,False,5,test,1
1609,0.0,486.97347,487.22367,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020649,152,,,0,,False,7,train,2
1610,0.0,487.22367,487.47388,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020649,107,,,0,,False,8,test,0
1611,0.0,487.47388,487.72409,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020649,224,,,0,,False,9,train,2
1612,0.0,487.72409,487.97429,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020649,87,,,0,,False,11,test,2
1613,0.0,487.97429,488.2245,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020851,11,,,0,,False,10,train,1
1614,0.0,488.2245,488.47471,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020851,146,,,0,,False,6,train,0
1615,0.0,488.47471,488.72492,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020851,82,,,0,,False,8,test,2
1616,0.0,488.72492,488.97513,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020851,89,,,0,,False,6,train,1
1617,0.0,488.97513,489.22533,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020649,227,,,0,,False,6,train,1
1618,0.0,489.22533,489.47554,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020649,233,,,0,,False,5,test,2
1619,0.0,489.47554,489.72575,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020649,50,,,0,,False,5,test,1
1620,0.0,489.72575,489.97595,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020649,18,,,0,,False,5,test,1
1621,0.0,489.97595,490.22617,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021601,234,,,0,,False,6,train,1
1622,0.0,490.22617,490.47639,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021601,126,,,0,,False,5,test,0
1623,0.0,490.47639,490.7266,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021601,114,,,0,,False,6,train,1
1624,0.0,490.7266,490.97682,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021601,78,,,0,,False,5,test,0
1625,0.0,490.97682,491.22702,0.8,90.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020399,199,,,0,,False,8,test,2
1626,0.0,491.22702,491.47723,0.8,90.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020399,173,,,0,,False,7,train,2
1627,0.0,491.47723,491.72743,0.8,45.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020399,241,,,0,,False,7,train,1
1628,0.0,491.72743,491.97763,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020399,54,,,0,,False,8,test,0
1629,0.0,491.97763,492.22785,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021351,117,,,0,,False,6,train,1
1630,0.0,492.22785,492.47806,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25021351,213,,,0,,False,7,train,2
1631,0.0,492.47806,492.72827,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021351,210,,,0,,False,6,train,0
1632,0.0,492.72827,492.97849,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021351,239,,,0,,False,3,train,0
1633,0.0,492.97849,493.22869,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020399,140,,,0,,False,8,test,1
1634,0.0,493.22869,493.4789,0.8,0.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020399,56,,,0,,False,10,train,0
1635,0.0,493.4789,493.7291,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25020399,242,,,0,,False,6,train,0
1636,0.0,493.7291,493.9793,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020399,234,,,0,,False,7,train,1
1637,0.0,493.9793,494.22952,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021851,105,,,0,,False,3,train,0
1638,0.0,494.22952,494.47974,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021851,149,,,0,,False,8,test,1
1639,0.0,494.47974,494.72996,0.8,0.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021851,175,,,0,,False,2,test,0
1640,0.0,494.72996,494.98018,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021851,134,,,0,,False,5,test,2
1641,0.0,494.98018,495.23038,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020399,181,,,0,,False,6,train,1
1642,0.0,495.23038,495.48059,0.8,0.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25020399,166,,,0,,False,6,train,0
1643,0.0,495.48059,495.73079,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020399,117,,,0,,False,7,train,1
1644,0.0,495.73079,495.98099,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25020399,35,,,0,,False,4,train,1
1645,0.0,495.98099,496.23121,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021351,127,,,0,,False,5,test,0
1646,0.0,496.23121,496.48142,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021351,40,,,0,,False,8,test,0
1647,0.0,496.48142,496.73163,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021351,221,,,0,,False,7,train,0
1648,0.0,496.73163,496.98185,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021351,180,,,0,,False,8,test,0
1649,0.0,496.98185,497.23205,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25019899,41,,,0,,False,7,train,0
1650,0.0,497.23205,497.48225,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25019899,182,,,0,,False,9,train,1
1651,0.0,497.48225,497.73244,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25019899,233,,,0,,False,6,train,2
1652,0.0,497.73244,497.98264,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25019899,1,,,0,,False,9,train,1
1653,0.0,497.98264,498.23285,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021101,131,,,0,,False,7,train,2
1654,0.0,498.23285,498.48307,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021101,187,,,0,,False,4,train,2
1655,0.0,498.48307,498.73328,0.8,0.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021101,54,,,0,,False,9,train,0
1656,0.0,498.73328,498.98349,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021101,36,,,0,,False,8,test,0
1657,0.0,498.98349,499.2337,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021149,20,,,0,,False,6,train,1
1658,0.0,499.2337,499.48391,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021149,165,,,0,,False,7,train,1
1659,0.0,499.48391,499.73412,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021149,75,,,0,,False,5,test,2
1660,0.0,499.73412,499.98433,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021149,203,,,0,,False,6,train,1
1661,0.0,499.98433,500.23455,0.8,90.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021351,103,,,0,,False,9,train,2
1662,0.0,500.23455,500.48476,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021351,154,,,0,,False,9,train,0
1663,0.0,500.48476,500.73497,0.8,0.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021351,105,,,0,,False,4,train,0
1664,0.0,500.73497,500.98519,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021351,140,,,0,,False,9,train,1
1665,0.0,500.98519,501.23539,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,39,,,0,,False,5,test,1
1666,0.0,501.23539,501.4856,0.8,0.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,77,,,0,,False,11,test,0
1667,0.0,501.4856,501.7358,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25020399,197,,,0,,False,2,test,0
1668,0.0,501.7358,501.986,0.8,90.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020399,162,,,0,,False,6,train,2
1669,0.0,501.986,502.23621,0.8,45.0,null,gabors,-20.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021101,194,,,0,,False,3,train,1
1670,0.0,502.23621,502.48643,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021101,196,,,0,,False,5,test,0
1671,0.0,502.48643,502.73664,0.8,90.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021101,215,,,0,,False,10,train,2
1672,0.0,502.73664,502.98685,0.8,45.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-30.0,"[3644.93333333, 3644.93333333]",0.25021101,114,,,0,,False,7,train,1
1673,0.0,502.98685,503.23705,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25020649,99,,,0,,False,7,train,2
1674,0.0,503.23705,503.48726,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020649,111,,,0,,False,7,train,1
1675,0.0,503.48726,503.73747,0.8,45.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020649,26,,,0,,False,5,test,1
1676,0.0,503.73747,503.98767,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25020649,25,,,0,,False,5,test,0
1677,0.0,503.98767,504.23789,0.8,45.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021851,37,,,0,,False,7,train,1
1678,0.0,504.23789,504.48811,0.8,90.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021851,174,,,0,,False,5,test,2
1679,0.0,504.48811,504.73833,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021851,7,,,0,,False,9,train,2
1680,0.0,504.73833,504.98855,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021851,207,,,0,,False,7,train,2
1681,0.0,504.98855,505.23874,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25019649,40,,,0,,False,9,train,0
1682,0.0,505.23874,505.48894,0.8,90.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25019649,121,,,0,,False,9,train,2
1683,0.0,505.48894,505.73914,0.8,90.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25019649,88,,,0,,False,7,train,2
1684,0.0,505.73914,505.98933,0.8,45.0,null,gabors,-30.0,null,0.08,4.0,"[20.0, 20.0]",0.0,"[3644.93333333, 3644.93333333]",0.25019649,4,,,0,,False,9,train,1
1685,0.0,505.98933,506.23954,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25021101,120,,,0,,False,5,test,1
1686,0.0,506.23954,506.48976,0.8,0.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021101,220,,,0,,False,4,train,0
1687,0.0,506.48976,506.73997,0.8,0.0,null,gabors,-40.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25021101,240,,,0,,False,3,train,0
1688,0.0,506.73997,506.99018,0.8,45.0,null,gabors,10.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25021101,129,,,0,,False,6,train,1
1689,0.0,506.99018,507.24039,0.8,45.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",30.0,"[3644.93333333, 3644.93333333]",0.25021149,106,,,0,,False,5,test,1
1690,0.0,507.24039,507.4906,0.8,45.0,null,gabors,0.0,null,0.08,4.0,"[20.0, 20.0]",-20.0,"[3644.93333333, 3644.93333333]",0.25021149,60,,,0,,False,4,train,1
1691,0.0,507.4906,507.74081,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",-10.0,"[3644.93333333, 3644.93333333]",0.25021149,145,,,0,,False,10,train,2
1692,0.0,507.74081,507.99102,0.8,0.0,null,gabors,20.0,null,0.08,4.0,"[20.0, 20.0]",20.0,"[3644.93333333, 3644.93333333]",0.25021149,225,,,0,,False,6,train,0
1693,0.0,507.99102,508.24123,0.8,90.0,null,gabors,-10.0,null,0.08,4.0,"[20.0, 20.0]",-40.0,"[3644.93333333, 3644.93333333]",0.25020601,139,,,0,,False,5,test,2
1694,0.0,508.24123,508.49144,0.8,90.0,null,gabors,30.0,null,0.08,4.0,"[20.0, 20.0]",10.0,"[3644.93333333, 3644.93333333]",0.25020601,152,,,0,,False,8,test,2
1695,0.0,508.49144,508.74164,0.8,45.0,null,gabors,40.0,null,0.08,4.0,"[20.0, 20.0]",40.0,"[3644.93333333, 3644.93333333]",0.25020601,125,,,0,,False,9,train,1
