session_id,ecephys_unit_id,ecephys_probe_id,ecephys_structure_acronym,ccf_ap_mm,ccf_ml_mm,visual_azimuth_deg,visual_elevation_deg,axis_area_deg2,axis_edge_distance_deg,axis_test_deviance,unit_split
798911424,951113578,800036204,VISal,8.176,9.829,60.9655886,20.0946084,292.352058,29.0344114,0.595192978,evaluation
798911424,951113588,800036204,VISal,8.176,9.829,74.4650395,23.8466168,821.345876,15.5349605,1.28022276,evaluation
798911424,951113638,800036204,VISal,8.179,9.845,78.4634694,17.2289675,721.389282,11.5365306,0.907201358,evaluation
798911424,951113675,800036204,VISal,8.181,9.855,73.2556389,22.0780563,755.569141,16.7443611,1.13330187,calibration
798911424,951113744,800036204,VISal,8.184,9.875,78.9976251,13.9458613,585.993801,11.0023749,0.924167852,calibration
798911424,951113775,800036204,VISal,8.188,9.896,72.9855632,24.7380538,1549.64011,17.0144368,1.05778754,evaluation
798911424,951113785,800036204,VISal,8.188,9.896,69.5423741,22.0961519,1754.214,20.4576259,0.995404782,calibration
798911424,951114164,800036204,VISal,8.183,9.87,72.4163752,11.8614105,511.501302,17.5836248,0.486849201,evaluation
798911424,951114171,800036204,VISal,8.184,9.875,76.2132413,21.8693818,627.451397,13.7867587,0.457287007,calibration
798911424,951114236,800036204,VISal,8.176,9.829,71.1257019,19.9020604,808.133441,18.8742981,0.086148824,calibration
798911424,951116574,800036206,VISrl,7.39,8.595,38.5416947,10.7887577,280.137473,28.5416947,1.88717701,calibration
798911424,951116716,800036206,VISrl,7.348,8.709,25.1931238,0.71959576,593.455041,15.1931238,1.20872756,evaluation
798911424,951116723,800036206,VISrl,7.343,8.721,40.3065362,0.91397324,1479.87333,30.3065362,0.856548719,evaluation
798911424,951116783,800036206,VISrl,7.329,8.762,25.9812368,-15.5763172,581.151253,14.4236828,1.4172303,calibration
798911424,951116791,800036206,VISrl,7.329,8.762,22.5706029,-11.6590938,406.753057,12.5706029,1.08528834,calibration
798911424,951116801,800036206,VISrl,7.329,8.762,42.7187427,-17.8263763,1122.88223,12.1736237,1.77541072,calibration
798911424,951116831,800036206,VISrl,7.319,8.792,44.2620597,-0.4844331,584.986658,29.5155669,1.37033918,evaluation
798911424,951116843,800036206,VISrl,7.321,8.786,44.6915391,-15.0926484,3263.97483,14.9073516,1.11040311,calibration
798911424,951116849,800036206,VISrl,7.312,8.815,45.8938249,-16.3619922,276.359612,13.6380078,1.48933309,calibration
798911424,951116881,800036206,VISrl,7.306,8.832,29.480644,12.1003823,516.525236,19.480644,1.49506591,evaluation
798911424,951116895,800036206,VISrl,7.304,8.838,36.9668611,-13.1960531,776.396658,16.8039469,3.24360473,calibration
798911424,951116901,800036206,VISrl,7.301,8.849,28.5915519,-14.0620711,308.098382,15.9379289,1.33235845,calibration
798911424,951116925,800036206,VISrl,7.301,8.849,44.0200231,-9.5947364,1643.86572,20.4052636,2.05348582,evaluation
798911424,951116944,800036206,VISrl,7.299,8.855,24.1033186,-9.2374436,544.860441,14.1033186,1.07028998,evaluation
798911424,951116969,800036206,VISrl,7.295,8.866,54.7961956,-1.7187938,686.189432,28.2812062,0.654491882,evaluation
798911424,951116974,800036206,VISrl,7.329,8.762,27.8628867,-16.0940767,707.329759,13.9059233,1.21360745,calibration
798911424,951116991,800036206,VISrl,7.288,8.888,44.0536453,-7.8209226,499.064798,22.1790774,0.740407499,calibration
798911424,951117004,800036206,VISrl,7.283,8.905,22.5084977,-2.8615094,273.399775,12.5084977,1.26063471,evaluation
798911424,951117024,800036206,VISrl,7.281,8.91,51.665043,-1.5956198,892.558926,28.4043802,0.687965473,evaluation
798911424,951117032,800036206,VISrl,7.281,8.91,53.9270003,0.24087118,1014.56581,30.2408712,1.09969296,evaluation
798911424,951117047,800036206,VISrl,7.279,8.916,36.8150795,-4.9096602,1048.35702,25.0903398,0.738519071,evaluation
798911424,951117075,800036206,VISrl,7.269,8.947,55.4813506,6.3379273,1041.19557,34.5186494,0.463626552,calibration
798911424,951117082,800036206,VISrl,7.27,8.942,31.5260106,5.46148792,5773.87078,21.5260106,1.11337535,evaluation
798911424,951117090,800036206,VISrl,7.284,8.899,41.6584243,-6.1286202,1154.8358,23.8713798,3.06916023,evaluation
798911424,951117121,800036206,VISrl,7.263,8.963,47.507045,-7.2540615,914.696998,22.7459385,1.51426058,evaluation
798911424,951117127,800036206,VISrl,7.263,8.963,34.2743796,-1.6665149,971.61442,24.2743796,1.72249559,calibration
798911424,951117160,800036206,VISrl,7.26,8.973,42.5239934,-8.4061508,1020.67431,21.5938492,1.23760718,calibration
798911424,951117442,800036206,VISrl,7.274,8.932,34.8634622,-4.7800865,220.995996,24.8634622,0.463957189,evaluation
798911424,951117541,800036206,VISrl,7.269,8.947,46.7866578,-0.915801,330.535737,29.084199,0.443793311,evaluation
