ecephys_unit_id,ecephys_session_id,ecephys_probe_id,specimen_id,cohort,area,azimuth_rf,elevation_rf,area_rf,p_value_rf,v1_azimuth_median_deg,v1_elevation_median_deg,relative_azimuth_deg,relative_elevation_deg,inside_v1_convex_hull,inside_v1_robust_box,width_rf,height_rf,on_screen_rf,distance_to_nearest_grid_edge_deg,equivalent_circle_diameter_deg,width_sigma_magnitude_deg,height_sigma_magnitude_deg,major_sigma_magnitude_deg,minor_sigma_magnitude_deg,major_fwhm_deg,minor_fwhm_deg,gaussian_fwhm_area_deg2,pooled_group
951061543,791319847,805008604,769360779,Brain Observatory 1.1,V1,45,3.333,600,0,56.667,5,-11.667,-1.667,True,True,68.39357,117.8213,True,33.333,27.63953,68.39357,117.8213,117.8213,68.39357,277.448,161.0545,35094.94,V1
951061568,791319847,805008604,769360779,Brain Observatory 1.1,V1,53.333,6.667,300,0,56.667,5,-3.334,1.667,True,True,10.14595,9.784927,True,36.667,19.5441,10.14595,9.784927,10.14595,9.784927,23.89189,23.04174,432.3701,V1
951061643,791319847,805008604,769360779,Brain Observatory 1.1,V1,70,5,600,0,56.667,5,13.333,0,True,True,8.335642,14.17961,True,20,27.63953,8.335642,14.17961,14.17961,8.335642,33.39043,19.62894,514.7646,V1
951061619,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,15,400,0,56.667,5,-1.667,10,True,True,10.77886,13.38344,True,35,22.56758,10.77886,13.38344,13.38344,10.77886,31.51559,25.38227,628.2692,V1
951062788,791319847,805008604,769360779,Brain Observatory 1.1,V1,52.857,10,700,0,56.667,5,-3.81,5,True,True,11.87877,10.65785,True,37.143,29.85411,11.87877,10.65785,11.87877,10.65785,27.97237,25.09733,551.3745,V1
951061655,791319847,805008604,769360779,Brain Observatory 1.1,V1,53.333,13.333,300,0,56.667,5,-3.334,8.333,True,True,9.2459,10.08872,True,36.667,19.5441,9.2459,10.08872,10.08872,9.2459,23.75713,21.77243,406.2475,V1
951061681,791319847,805008604,769360779,Brain Observatory 1.1,V1,56.667,3.333,300,0,56.667,5,0,-1.667,True,True,7.31726,9.203011,True,33.333,19.5441,7.31726,9.203011,9.203011,7.31726,21.67144,17.23083,293.2809,V1
951061715,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,-5,600,0,56.667,5,3.333,-10,True,True,12.60013,20.21759,True,25,27.63953,12.60013,20.21759,20.21759,12.60013,47.60878,29.67105,1109.455,V1
951061727,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,10,900,0,56.667,5,-6.667,5,True,True,39.73053,46.79352,True,40,33.85138,39.73053,46.79352,46.79352,39.73053,110.1903,93.55825,8096.837,V1
951061772,791319847,805008604,769360779,Brain Observatory 1.1,V1,61.667,11.667,600,0,56.667,5,5,6.667,True,True,27.56586,42.90267,True,28.333,27.63953,27.56586,42.90267,42.90267,27.56586,101.0281,64.91265,5150.641,V1
951061747,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,10,500,0,56.667,5,-6.667,5,True,True,13.12543,13.28872,True,40,25.23133,13.12543,13.28872,13.28872,13.12543,31.29256,30.90802,759.6299,V1
951061754,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,5,600,0,56.667,5,-6.667,0,True,True,41.02439,48.28628,True,35,27.63953,41.02439,48.28628,48.28628,41.02439,113.7055,96.60506,8627.226,V1
951061766,791319847,805008604,769360779,Brain Observatory 1.1,V1,63.333,6.667,300,0.001,56.667,5,6.666,1.667,True,True,6.786982,13.27109,True,26.667,19.5441,6.786982,13.27109,13.27109,6.786982,31.25103,15.98212,392.2732,V1
951061782,791319847,805008604,769360779,Brain Observatory 1.1,V1,51.667,11.667,600,0,56.667,5,-5,6.667,True,True,37.91561,50.8733,True,38.333,27.63953,37.91561,50.8733,50.8733,37.91561,119.7975,89.28445,8400.659,V1
951061882,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,8.097045,9.86863,True,35,22.56758,8.097045,9.86863,9.86863,8.097045,23.23885,19.06708,348.0076,V1
951061808,791319847,805008604,769360779,Brain Observatory 1.1,V1,53.333,13.333,300,0,56.667,5,-3.334,8.333,True,True,10.31162,11.79872,True,36.667,19.5441,10.31162,11.79872,11.79872,10.31162,27.78387,24.28201,529.8674,V1
951061863,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,31.53346,30.9524,True,35,22.56758,31.53346,30.9524,31.53346,30.9524,74.25561,72.88733,4250.805,V1
951061931,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,10,100,0,56.667,5,3.333,5,True,True,22.94256,26.0972,True,30,11.28379,22.94256,26.0972,26.0972,22.94256,61.45421,54.0256,2607.601,V1
951061888,791319847,805008604,769360779,Brain Observatory 1.1,V1,46.667,6.667,300,0,56.667,5,-10,1.667,True,True,78.87675,136.3382,True,36.667,19.5441,78.87675,136.3382,136.3382,78.87675,321.0518,185.7405,46835.13,V1
951061894,791319847,805008604,769360779,Brain Observatory 1.1,V1,52,-4,1000,0.001,56.667,5,-4.667,-9,True,True,71.97846,64.61372,True,26,35.68248,71.97846,64.61372,71.97846,64.61372,169.4963,152.1537,20255.02,V1
951061957,791319847,805008604,769360779,Brain Observatory 1.1,V1,40.833,8.333,1200,0,56.667,5,-15.834,3.333,True,True,51.17072,54.17733,True,30.833,39.0882,51.17072,54.17733,54.17733,51.17072,127.5779,120.4978,12073.81,V1
951061987,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,10,100,0,56.667,5,-6.667,5,True,True,30.29432,28.44064,True,40,11.28379,30.29432,28.44064,30.29432,28.44064,71.33768,66.97258,3752.372,V1
951061993,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,10,100,0,56.667,5,3.333,5,True,True,8.839575,8.349968,True,30,11.28379,8.839575,8.349968,8.839575,8.349968,20.81561,19.66267,321.456,V1
951062059,791319847,805008604,769360779,Brain Observatory 1.1,V1,48,6,500,0,56.667,5,-8.667,1,True,True,22.51573,26.74031,True,36,25.23133,22.51573,26.74031,26.74031,22.51573,62.96862,53.0205,2622.152,V1
951062019,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,9.633058,9.327785,True,35,22.56758,9.633058,9.327785,9.633058,9.327785,22.68412,21.96526,391.3344,V1
951062814,791319847,805008604,769360779,Brain Observatory 1.1,V1,70,5,600,0,56.667,5,13.333,0,True,True,7.807402,5.384307,True,20,27.63953,7.807402,5.384307,7.807402,5.384307,18.38503,12.67907,183.0803,V1
951062023,791319847,805008604,769360779,Brain Observatory 1.1,V1,52,-6,500,0,56.667,5,-4.667,-11,True,True,80.31363,104.7269,True,24,25.23133,80.31363,104.7269,104.7269,80.31363,246.6131,189.1241,36631.36,V1
951062028,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,7.692,1300,0,56.667,5,-6.667,2.692,True,True,35.86687,54.91362,True,37.692,40.68429,35.86687,54.91362,54.91362,35.86687,129.3117,84.46002,8577.859,V1
951062034,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,86.23852,53.21091,True,35,22.56758,86.23852,53.21091,86.23852,53.21091,203.0762,125.3021,19985.15,V1
951062040,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,600,0,56.667,5,3.333,0,True,True,22.04843,29.39583,True,30,27.63953,22.04843,29.39583,29.39583,22.04843,69.22189,51.92009,2822.727,V1
951062808,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,2.5,400,0,56.667,5,3.333,-2.5,True,True,15.39501,17.72652,True,30,22.56758,15.39501,17.72652,17.72652,15.39501,41.74277,36.25247,1188.526,V1
951062075,791319847,805008604,769360779,Brain Observatory 1.1,V1,35,5,400,0,56.667,5,-21.667,0,True,True,30.24908,39.26451,True,25,22.56758,30.24908,39.26451,39.26451,30.24908,92.46085,71.23114,5172.704,V1
951062079,791319847,805008604,769360779,Brain Observatory 1.1,V1,45,3.333,600,0,56.667,5,-11.667,-1.667,True,True,36.30442,42.53942,True,33.333,27.63953,36.30442,42.53942,42.53942,36.30442,100.1727,85.49037,6725.992,V1
951062084,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,800,0,56.667,5,-1.667,0,True,True,28.28158,38.16618,True,35,31.91538,28.28158,38.16618,38.16618,28.28158,89.87448,66.59803,4700.971,V1
951062088,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,800,0,56.667,5,-1.667,0,True,True,28.7659,39.17664,True,35,31.91538,28.7659,39.17664,39.17664,28.7659,92.25394,67.73853,4908.068,V1
951062092,791319847,805008604,769360779,Brain Observatory 1.1,V1,54.615,11.538,1300,0,56.667,5,-2.052,6.538,True,True,31.37088,41.0878,True,35.385,40.68429,31.37088,41.0878,41.0878,31.37088,96.75438,73.87277,5613.644,V1
951062096,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,600,0,56.667,5,3.333,0,True,True,24.07631,43.46571,True,30,27.63953,24.07631,43.46571,43.46571,24.07631,102.3539,56.69538,4557.661,V1
951062100,791319847,805008604,769360779,Brain Observatory 1.1,V1,59.091,8.182,1100,0,56.667,5,2.424,3.182,True,True,29.02892,39.51814,True,30.909,37.4241,29.02892,39.51814,39.51814,29.02892,93.05812,68.35788,4996.118,V1
951062105,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,-5,400,0,56.667,5,-1.667,-10,True,True,32.68018,40.6164,True,25,22.56758,32.68018,40.6164,40.6164,32.68018,95.6443,76.95595,5780.844,V1
951062108,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,600,0,56.667,5,3.333,0,True,True,29.45975,36.82098,True,30,27.63953,29.45975,36.82098,36.82098,29.45975,86.70677,69.37242,4724.216,V1
951062112,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,35.79157,48.27395,True,35,22.56758,35.79157,48.27395,48.27395,35.79157,113.6765,84.28271,7524.869,V1
951062118,791319847,805008604,769360779,Brain Observatory 1.1,V1,62,6,500,0,56.667,5,5.333,1,True,True,12.18166,17.64128,True,28,25.23133,12.18166,17.64128,17.64128,12.18166,41.54204,28.68562,935.9268,V1
951062150,791319847,805008604,769360779,Brain Observatory 1.1,V1,62.5,6.25,800,0,56.667,5,5.833,1.25,True,True,35.35228,47.67181,True,27.5,31.91538,35.35228,47.67181,47.67181,35.35228,112.2585,83.24826,7339.804,V1
951062156,791319847,805008604,769360779,Brain Observatory 1.1,V1,70,7.143,700,0,56.667,5,13.333,2.143,True,True,30.35883,49.0295,True,20,29.85411,30.35883,49.0295,49.0295,30.35883,115.4556,71.48959,6482.579,V1
951062162,791319847,805008604,769360779,Brain Observatory 1.1,V1,62,4,500,0,56.667,5,5.333,-1,True,True,29.63045,42.84399,True,28,25.23133,29.63045,42.84399,42.84399,29.63045,100.8899,69.77437,5528.832,V1
951062180,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,7.96189,6.836101,True,35,22.56758,7.96189,6.836101,7.96189,6.836101,18.74882,16.09779,237.0445,V1
951062186,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,7.371074,9.309491,True,35,22.56758,7.371074,9.309491,9.309491,7.371074,21.92218,17.35755,298.856,V1
951062199,791319847,805008604,769360779,Brain Observatory 1.1,V1,52,6,500,0,56.667,5,-4.667,1,True,True,33.46208,41.67908,True,36,25.23133,33.46208,41.67908,41.67908,33.46208,98.14674,78.79717,6074.022,V1
951062898,791319847,805008604,769360779,Brain Observatory 1.1,V1,41.25,1.25,800,0,56.667,5,-15.417,-3.75,True,True,48.92443,35.45301,True,31.25,31.91538,48.92443,35.45301,48.92443,35.45301,115.2082,83.48545,7554.126,V1
951062203,791319847,805008604,769360779,Brain Observatory 1.1,V1,57.143,-4.286,700,0,56.667,5,0.476,-9.286,True,True,20.96543,30.23514,True,25.714,29.85411,20.96543,30.23514,30.23514,20.96543,71.1983,49.36983,2760.712,V1
951062217,791319847,805008604,769360779,Brain Observatory 1.1,V1,41.25,1.25,800,0,56.667,5,-15.417,-3.75,True,True,34.59084,40.08564,True,31.25,31.91538,34.59084,40.08564,40.08564,34.59084,94.39448,81.45521,6038.865,V1
951062223,791319847,805008604,769360779,Brain Observatory 1.1,V1,46.667,-3.333,300,0,56.667,5,-10,-8.333,True,True,53.84732,55.31249,True,26.667,19.5441,53.84732,55.31249,55.31249,53.84732,130.251,126.8007,12971.57,V1
951062230,791319847,805008604,769360779,Brain Observatory 1.1,V1,56.667,-3.333,300,0,56.667,5,0,-8.333,True,True,40.45623,50.08985,True,26.667,19.5441,40.45623,50.08985,50.08985,40.45623,117.9526,95.26713,8825.522,V1
951062236,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,-5,600,0,56.667,5,3.333,-10,True,True,35.51621,52.15413,True,25,27.63953,35.51621,52.15413,52.15413,35.51621,122.8136,83.63429,8067.161,V1
951062242,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,10,200,0,56.667,5,-1.667,5,True,True,6.561863,8.575924,True,35,15.95769,6.561863,8.575924,8.575924,6.561863,20.19476,15.45201,245.0831,V1
951062248,791319847,805008604,769360779,Brain Observatory 1.1,V1,58,-6,500,0,56.667,5,1.333,-11,True,True,43.43867,76.21887,True,24,25.23133,43.43867,76.21887,76.21887,43.43867,179.4817,102.2903,14419.31,V1
951062285,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,21.667,600,0,56.667,5,3.333,16.667,True,True,26.61584,38.06243,True,28.333,27.63953,26.61584,38.06243,38.06243,26.61584,89.63018,62.67552,4412.067,V1
951062266,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,200,0,56.667,5,3.333,0,True,True,27.05563,38.95261,True,30,15.95769,27.05563,38.95261,38.95261,27.05563,91.72639,63.71113,4589.861,V1
951062272,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,6.992448,14.20001,True,35,22.56758,6.992448,14.20001,14.20001,6.992448,33.43847,16.46596,432.4374,V1
951062278,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,200,0,56.667,5,3.333,0,True,True,25.24435,28.58223,True,30,15.95769,25.24435,28.58223,28.58223,25.24435,67.30602,59.4459,3142.431,V1
951062307,791319847,805008604,769360779,Brain Observatory 1.1,V1,66.667,3.333,300,0,56.667,5,10,-1.667,True,True,80.90618,1445.879,False,23.333,19.5441,80.90618,1445.879,1445.879,80.90618,3404.785,190.5195,509470.5,V1
951062291,791319847,805008604,769360779,Brain Observatory 1.1,V1,66.667,6.667,300,0,56.667,5,10,1.667,True,True,8.861698,6.991889,True,23.333,19.5441,8.861698,6.991889,8.861698,6.991889,20.8677,16.46464,269.8465,V1
951062301,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,52.24078,51.08758,True,35,22.56758,52.24078,51.08758,52.24078,51.08758,123.0176,120.3021,11623.32,V1
951062313,791319847,805008604,769360779,Brain Observatory 1.1,V1,58,14,500,0,56.667,5,1.333,9,True,True,15.65376,21.53609,True,32,25.23133,15.65376,21.53609,21.53609,15.65376,50.71363,36.86178,1468.219,V1
951062336,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,10.20742,12.80233,True,35,22.56758,10.20742,12.80233,12.80233,10.20742,30.14718,24.03664,569.1286,V1
951062344,791319847,805008604,769360779,Brain Observatory 1.1,V1,53.333,6.667,300,0,56.667,5,-3.334,1.667,True,True,32.05351,29.30485,True,36.667,19.5441,32.05351,29.30485,32.05351,29.30485,75.48025,69.00764,4090.914,V1
951062357,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,7.5,400,0.001,56.667,5,-6.667,2.5,True,True,51.18303,66.36457,True,37.5,22.56758,51.18303,66.36457,66.36457,51.18303,156.2766,120.5268,14793.39,V1
951062371,791319847,805008604,769360779,Brain Observatory 1.1,V1,52,10,1000,0.005,56.667,5,-4.667,5,True,True,23.83168,30.09951,True,38,35.68248,23.83168,30.09951,30.09951,23.83168,70.87893,56.11931,3124.06,V1
951062377,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,0,200,0.002,56.667,5,-1.667,-5,True,True,57.8019,701.0006,False,30,15.95769,57.8019,701.0006,701.0006,57.8019,1650.73,136.1131,176467.9,V1
951062383,791319847,805008604,769360779,Brain Observatory 1.1,V1,56.667,3.333,300,0,56.667,5,0,-1.667,True,True,59.18746,72.72507,True,33.333,19.5441,59.18746,72.72507,72.72507,59.18746,171.2544,139.3758,18746.46,V1
951062388,791319847,805008604,769360779,Brain Observatory 1.1,V1,63.333,6.667,300,0,56.667,5,6.666,1.667,True,True,13.78951,15.46182,True,26.667,19.5441,13.78951,15.46182,15.46182,13.78951,36.4098,32.47182,928.5704,V1
951062435,791319847,805008604,769360779,Brain Observatory 1.1,V1,58,-4,500,0.002,56.667,5,1.333,-9,True,True,54.11955,38.46937,True,26,25.23133,54.11955,38.46937,54.11955,38.46937,127.4418,90.58845,9067.229,V1
951062495,791319847,805008604,769360779,Brain Observatory 1.1,V1,65,15,400,0.001,56.667,5,8.333,10,True,True,34.8787,86.81065,False,25,22.56758,34.8787,86.81065,86.81065,34.8787,204.4235,82.13307,13186.78,V1
951062498,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,600,0,56.667,5,3.333,0,True,True,12.48821,18.35982,True,30,27.63953,12.48821,18.35982,18.35982,12.48821,43.23408,29.40749,998.5599,V1
951062451,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,0,100,0,56.667,5,-6.667,-5,True,True,7.448733,9.91128,True,30,11.28379,7.448733,9.91128,9.91128,7.448733,23.33928,17.54043,321.527,V1
951062457,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,10,200,0,56.667,5,-1.667,5,True,True,12.9282,18.80949,True,35,15.95769,12.9282,18.80949,18.80949,12.9282,44.29297,30.44359,1059.06,V1
951062463,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,5,600,0,56.667,5,-6.667,0,True,True,27.24167,30.72558,True,35,27.63953,27.24167,30.72558,30.72558,27.24167,72.3532,64.14923,3645.349,V1
951062469,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,5,200,0,56.667,5,-6.667,0,True,True,6.686348,6.356026,True,35,15.95769,6.686348,6.356026,6.686348,6.356026,15.74515,14.9673,185.0887,V1
951062480,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,13.92428,19.13267,True,35,22.56758,13.92428,19.13267,19.13267,13.92428,45.05399,32.78916,1160.255,V1
951062486,791319847,805008604,769360779,Brain Observatory 1.1,V1,50,7.5,400,0,56.667,5,-6.667,2.5,True,True,12.83111,14.9366,True,37.5,22.56758,12.83111,14.9366,14.9366,12.83111,35.173,30.21495,834.6822,V1
951062489,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,32.95231,36.86682,True,35,22.56758,32.95231,36.86682,36.86682,32.95231,86.81473,77.59676,5290.867,V1
951062492,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,22.65697,22.09209,True,35,22.56758,22.65697,22.09209,22.65697,22.09209,53.35309,52.02289,2179.937,V1
951062508,791319847,805008604,769360779,Brain Observatory 1.1,V1,58,14,500,0,56.667,5,1.333,9,True,True,18.40885,20.22145,True,32,25.23133,18.40885,20.22145,20.22145,18.40885,47.61788,43.34952,1621.228,V1
951062512,791319847,805008604,769360779,Brain Observatory 1.1,V1,53.333,6.667,300,0,56.667,5,-3.334,1.667,True,True,19.01534,21.9088,True,36.667,19.5441,19.01534,21.9088,21.9088,19.01534,51.59127,44.77771,1814.379,V1
951062505,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,10,800,0,56.667,5,-1.667,5,True,True,35.04196,43.75485,True,35,31.91538,35.04196,43.75485,43.75485,35.04196,103.0348,82.5175,6677.592,V1
951062534,791319847,805008604,769360779,Brain Observatory 1.1,V1,68,6,500,0,56.667,5,11.333,1,True,True,18.66622,38.50606,True,22,25.23133,18.66622,38.50606,38.50606,18.66622,90.67484,43.95558,3130.334,V1
951062526,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,15,400,0,56.667,5,3.333,10,True,True,27.97153,27.6389,True,30,22.56758,27.97153,27.6389,27.97153,27.6389,65.86793,65.08465,3366.995,V1
951062551,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,200,0,56.667,5,3.333,0,True,True,9.867994,8.219045,True,30,15.95769,9.867994,8.219045,9.867994,8.219045,23.23735,19.35437,353.2284,V1
951062562,791319847,805008604,769360779,Brain Observatory 1.1,V1,64.444,-3.333,900,0,56.667,5,7.777,-8.333,True,True,8.389228,11.54951,True,25.556,33.85138,8.389228,11.54951,11.54951,8.389228,27.19701,19.75512,421.9789,V1
951062596,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,5,600,0,56.667,5,3.333,0,True,True,19.53051,22.87425,True,30,27.63953,19.53051,22.87425,22.87425,19.53051,53.86475,45.99083,1945.655,V1
951062829,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,400,0,56.667,5,-1.667,0,True,True,19.95978,27.03278,True,35,22.56758,19.95978,27.03278,27.03278,19.95978,63.65733,47.0017,2349.914,V1
951062838,791319847,805008604,769360779,Brain Observatory 1.1,V1,60,0,100,0,56.667,5,3.333,-5,True,True,8.006521,15.58083,True,30,11.28379,8.006521,15.58083,15.58083,8.006521,36.69005,18.85392,543.3001,V1
951062570,791319847,805008604,769360779,Brain Observatory 1.1,V1,63.333,6.667,300,0,56.667,5,6.666,1.667,True,True,10.32634,14.55056,True,26.667,19.5441,10.32634,14.55056,14.55056,10.32634,34.26396,24.31667,654.3824,V1
951062575,791319847,805008604,769360779,Brain Observatory 1.1,V1,58,6,500,0,56.667,5,1.333,1,True,True,9.373959,12.54559,True,32,25.23133,9.373959,12.54559,12.54559,9.373959,29.54261,22.07399,512.1763,V1
951062587,791319847,805008604,769360779,Brain Observatory 1.1,V1,64.286,1.429,700,0,56.667,5,7.619,-3.571,True,True,32.38424,48.72022,True,25.714,29.85411,32.38424,48.72022,48.72022,32.38424,114.7274,76.25905,6871.448,V1
951062633,791319847,805008604,769360779,Brain Observatory 1.1,V1,65,15,400,0,56.667,5,8.333,10,True,True,10.28931,10.92461,True,25,22.56758,10.28931,10.92461,10.92461,10.28931,25.7255,24.22946,489.5505,V1
951062833,791319847,805008604,769360779,Brain Observatory 1.1,V1,63.333,6.667,300,0,56.667,5,6.666,1.667,True,True,8.388599,8.694618,True,26.667,19.5441,8.388599,8.694618,8.694618,8.388599,20.47426,19.75364,317.6474,V1
951062591,791319847,805008604,769360779,Brain Observatory 1.1,V1,58,4,500,0,56.667,5,1.333,-1,True,True,8.290514,17.8056,True,32,25.23133,8.290514,17.8056,17.8056,8.290514,41.92899,19.52267,642.9,V1
951062600,791319847,805008604,769360779,Brain Observatory 1.1,V1,56.667,3.333,300,0,56.667,5,0,-1.667,True,True,7.999697,12.04444,True,33.333,19.5441,7.999697,12.04444,12.04444,7.999697,28.36249,18.83785,419.629,V1
951062605,791319847,805008604,769360779,Brain Observatory 1.1,V1,55,5,800,0,56.667,5,-1.667,0,True,True,31.28473,42.38297,True,35,31.91538,31.28473,42.38297,42.38297,31.28473,99.80428,73.6699,5774.696,V1
951062679,791319847,805008604,769360779,Brain Observatory 1.1,V1,33,-1,1000,0,56.667,5,-23.667,-6,True,True,46.27193,4346.437,False,23,35.68248,46.27193,4346.437,4346.437,46.27193,10235.08,108.9621,875903.7,V1
951062647,791319847,805008604,769360779,Brain Observatory 1.1,V1,57.273,4.545,1100,0,56.667,5,0.606,-0.455,True,True,24.81648,44.3302,True,32.727,37.4241,24.81648,44.3302,44.3302,24.81648,104.3896,58.43834,4791.21,V1
951062652,791319847,805008604,769360779,Brain Observatory 1.1,V1,66.667,6.667,300,0,56.667,5,10,1.667,True,True,13.6585,30.60275,True,23.333,19.5441,13.6585,30.60275,30.60275,13.6585,72.06397,32.1633,1820.408,V1
951062854,791319847,805008604,769360779,Brain Observatory 1.1,V1,65,10,200,0,56.667,5,8.333,5,True,True,6.638404,16.15447,True,25,15.95769,6.638404,16.15447,16.15447,6.638404,38.04087,15.63225,467.0482,V1
951091330,797828357,805579741,776061251,Brain Observatory 1.1,V1,60,10,500,0,63.333,15,-3.333,-5,True,True,21.1497,24.54922,True,30,25.23133,21.1497,24.54922,24.54922,21.1497,57.80899,49.80373,2261.243,V1
951091381,797828357,805579741,776061251,Brain Observatory 1.1,V1,60,15,600,0,63.333,15,-3.333,0,True,True,18.57425,24.35516,True,30,27.63953,18.57425,24.35516,24.35516,18.57425,57.35203,43.73902,1970.188,V1
951091392,797828357,805579741,776061251,Brain Observatory 1.1,V1,55,15,400,0,63.333,15,-8.333,0,True,True,10.40416,13.0948,True,35,22.56758,10.40416,13.0948,13.0948,10.40416,30.8359,24.49993,593.3505,V1
951091400,797828357,805579741,776061251,Brain Observatory 1.1,V1,68.75,18.75,800,0,63.333,15,5.417,3.75,True,True,17.53758,23.01257,True,21.25,31.91538,17.53758,23.01257,23.01257,17.53758,54.19045,41.29784,1757.681,V1
951091493,797828357,805579741,776061251,Brain Observatory 1.1,V1,55,20,200,0,63.333,15,-8.333,5,True,True,8.752188,10.09169,True,30,15.95769,8.752188,10.09169,10.09169,8.752188,23.76411,20.60983,384.6677,V1
951091452,797828357,805579741,776061251,Brain Observatory 1.1,V1,58,4,500,0,63.333,15,-5.333,-11,True,True,47.31083,60.40301,True,32,25.23133,47.31083,60.40301,60.40301,47.31083,142.2382,111.4085,12445.85,V1
951091548,797828357,805579741,776061251,Brain Observatory 1.1,V1,55,15,400,0,63.333,15,-8.333,0,True,True,26.13559,27.64558,True,35,22.56758,26.13559,27.64558,27.64558,26.13559,65.10036,61.54461,3146.758,V1
951091559,797828357,805579741,776061251,Brain Observatory 1.1,V1,50,15,600,0,63.333,15,-13.333,0,True,True,16.06606,16.2844,True,35,27.63953,16.06606,16.2844,16.2844,16.06606,38.34682,37.83267,1139.426,V1
951091568,797828357,805579741,776061251,Brain Observatory 1.1,V1,60,5,600,0,63.333,15,-3.333,-10,True,True,24.87547,37.42134,True,30,27.63953,24.87547,37.42134,37.42134,24.87547,88.12053,58.57726,4054.114,V1
951091530,797828357,805579741,776061251,Brain Observatory 1.1,V1,64,22,500,0.002,63.333,15,0.667,7,True,True,41.54852,39.09839,True,26,25.23133,41.54852,39.09839,41.54852,39.09839,97.8393,92.06968,7074.893,V1
951091577,797828357,805579741,776061251,Brain Observatory 1.1,V1,62,14,500,0,63.333,15,-1.333,-1,True,True,32.43543,48.33176,True,28,25.23133,32.43543,48.33176,48.33176,32.43543,113.8126,76.3796,6827.435,V1
951091588,797828357,805579741,776061251,Brain Observatory 1.1,V1,65,15,400,0,63.333,15,1.667,0,True,True,6.458963,9.186189,True,25,22.56758,6.458963,9.186189,9.186189,6.458963,21.63182,15.2097,258.4065,V1
951091614,797828357,805579741,776061251,Brain Observatory 1.1,V1,45,15,400,0,63.333,15,-18.333,0,True,True,22.6233,28.82128,True,35,22.56758,22.6233,28.82128,28.82128,22.6233,67.86892,53.2738,2839.713,V1
951091622,797828357,805579741,776061251,Brain Observatory 1.1,V1,65,15,400,0,63.333,15,1.667,0,True,True,32.33908,37.6489,True,25,22.56758,32.33908,37.6489,37.6489,32.33908,88.65639,76.15271,5302.556,V1
