session_id,ecephys_unit_id,group,ecephys_structure_acronym,unit_split,spatial_model,released_azimuth_rf_deg,released_elevation_rf_deg,released_area_rf_deg2,released_width_rf_deg,released_height_rf_deg,axis_center_x_deg,axis_center_y_deg,axis_sigma_x_deg,axis_sigma_y_deg,axis_area_deg2,axis_train_deviance,axis_test_deviance,axis_optimizer_nfev,axis_censored,axis_edge_distance_deg,rotation_center_x_deg,rotation_center_y_deg,rotation_sigma_major_deg,rotation_sigma_minor_deg,rotation_angle_deg,rotation_axis_ratio,rotation_area_deg2,rotation_train_deviance,rotation_test_deviance,rotation_optimizer_nfev,rotation_test_gain,rotation_train_gain,rotation_sigma_lower_bound,rotation_sigma_upper_bound,axis_parameters,rotation_parameters,model_elapsed_seconds
773418906,951780042,HVA,VISal,evaluation,aperture,20,45,600,169.62452,1679.5298,-30.5959075,36.1351887,9.36472281,18.507164,754.814317,1.35565058,1.32973057,18,False,3.86481128,-37.8132751,29.600044,50,19.0799332,-19.6993868,2.62055425,4154.81972,1.35259665,1.333006,24,-0.00327543095,0.0030539379,False,True,"[2.022846689921719, 0.7744932200076307, 1.1067043006199093, 0.2994024877977679, -30.595907489235426, 36.135188721206966, 9.36472280986609, 18.507163954428556]","[1.873812490058936, 0.558315285508814, 0.7812561637392572, 0.5983966807788921, -37.81327513954943, 29.600044002839056, 49.9999999999906, 19.079933222020223, -0.34381916031703774]",3.20768049
773418906,951780042,HVA,VISal,evaluation,point,20,45,600,169.62452,1679.5298,-30.6092583,36.0927339,10.7971571,19.2016388,902.927846,1.35564745,1.32965377,14,False,3.90726608,-37.5483395,29.5255701,50,19.7364741,-19.7429266,2.53338057,4297.78715,1.35260379,1.3329916,24,-0.00333783236,0.00304365414,False,True,"[2.0224175240987705, 0.774463993530407, 1.1042500600942187, 0.3016736477264171, -30.609258338086775, 36.09273391872585, 10.79715712881078, 19.201638780633367]","[1.8740046958892431, 0.5576799979405488, 0.7805009494162443, 0.597709060152739, -37.54833947787829, 29.525570087666562, 49.999999998588095, 19.736474103044316, -0.34457907368954177]",0.237759544
773418906,951780055,HVA,VISal,evaluation,aperture,12.5,-10,400,145.22519,1273.6043,-60,-21.3025745,26.0724934,11.9157108,1353.03132,0.904137139,0.985674404,12,True,-20,-60,-9.97794244,34.1370448,8.0322107,-26.1953875,4.25001859,1194.17052,0.900853151,0.983859109,13,0.00181529452,0.003283988,False,False,"[3.973466674019036, 2.5395558960444102, 2.3360056345368845, 2.864427280032699, -59.99999999994292, -21.30257449375658, 26.07249339794631, 11.915710805183211]","[3.974412289860955, 2.52009819984607, 2.2267902863724953, 2.817630563413101, -59.99999999995644, -9.977942443903329, 34.13704481815523, 8.032210701054948, -0.45719576145180163]",2.22759563
773418906,951780055,HVA,VISal,evaluation,point,12.5,-10,400,145.22519,1273.6043,-60,-21.322664,26.4873441,12.834207,1480.5149,0.904102966,0.985615125,15,True,-20,-60,-10.0188904,34.4435709,9.57042495,-26.096958,3.59895941,1435.63726,0.900812088,0.983991988,15,0.00162313681,0.00329087782,False,False,"[3.9744753911235766, 2.5624547665574937, 2.353961668466867, 2.8909071100632535, -59.99999999999999, -21.322664039358116, 26.48734410029427, 12.83420700202683]","[3.9737559012687833, 2.536826424247199, 2.24230613818871, 2.840305045296757, -59.999999998847706, -10.018890354116277, 34.443570925619994, 9.570424950678618, -0.45547784189397444]",0.160625928
773418906,951780093,HVA,VISal,evaluation,aperture,75,-30,400,4503.8956,1710.1692,37.3771731,8.10215589,7.48643193,50,1630.235,1.47480225,1.22867144,24,True,2.62282688,38.8708363,14.5166988,50,8.55168096,79.0473664,5.84680372,1862.20215,1.47453894,1.22882892,15,-0.000157475722,0.000263302904,False,True,"[2.892812329762144, 0.8669423088677211, 0.20172627354096187, 0.4120963561794071, 37.37717312342953, 8.102155894158086, 7.486431926702782, 49.99999999999999]","[2.878191823392088, 0.8483107629539752, 0.27086439613995955, 0.5462734329202567, 38.87083632265516, 14.516698779207031, 49.99999999999999, 8.55168095544131, 1.3796368091249267]",2.94498361
773418906,951780093,HVA,VISal,evaluation,point,75,-30,400,4503.8956,1710.1692,37.2276818,8.17253705,8.96264237,50,1951.69254,1.47480365,1.22866822,24,True,2.77231817,38.7580932,14.3165439,50,9.91638158,79.0428083,5.04216176,2159.37746,1.47454648,1.22880077,16,-0.000132551067,0.000257169978,False,True,"[2.892925334184375, 0.8757993373581809, 0.20310682152929468, 0.4157523405547458, 37.22768183422607, 8.17253705024893, 8.962642370358447, 49.99999999999999]","[2.878310587633671, 0.8512773629617859, 0.2719602362476837, 0.549575048767395, 38.758093171143585, 14.31654386676891, 49.99999999999999, 9.916381584413267, 1.3795572552365147]",0.227443692
773418906,951780130,HVA,VISal,calibration,aperture,50,-24,500,405.9111,103.92773,-0.74953428,-59.9999999,2,38.7148087,337.219316,1.24204262,1.30470953,16,True,-19.9999999,29.4141141,-16.7234626,49.9999999,33.2730898,65.6782324,1.50271586,7245.50173,1.23212024,1.30767659,21,-0.00296705482,0.00992237683,False,True,"[0.7697466614593397, 0.34851259396212836, 0.729890025054008, 0.6228148222753297, -0.7495342800024012, -59.99999989011582, 2.000000003966267, 38.71480869856206]","[0.5964271366665193, 0.38976683752980235, 0.4138233164229101, 0.43245288696542, 29.41411410168696, -16.723462593613764, 49.99999988672348, 33.27308978390811, 1.1463014021150961]",2.23243489
773418906,951780130,HVA,VISal,calibration,point,50,-24,500,405.9111,103.92773,-1.5430116,-60,5.44607534,39.4465879,935.617676,1.24200911,1.30476797,19,True,-20,29.3941357,-16.659662,50,33.5652936,65.6100164,1.48963392,7309.13164,1.23212995,1.30769119,24,-0.00292321744,0.00987916043,False,True,"[0.7710363484853313, 0.3798539020921389, 0.7584140540601578, 0.6549653796467856, -1.5430116008911932, -59.9999999985038, 5.446075344464284, 39.44658792038971]","[0.597060810832425, 0.38930847873346147, 0.41360630726211867, 0.43214172215825813, 29.3941357452855, -16.65966202671781, 49.99999998256965, 33.56529356584063, 1.1451108084875776]",0.226298878
773418906,951780140,HVA,VISal,calibration,aperture,86.667,-26.667,300,435.06489,314.40799,42.634073,-60,17.1717854,49.9999952,3739.30375,1.21387712,1.19276216,14,True,-20,39.390088,-57.6321879,50,16.0226366,86.6333101,3.12058503,3489.06707,1.21362547,1.19307761,20,-0.00031544473,0.000251654907,False,True,"[0.347711297078252, 0.7248545611794651, 0.7876049436294454, 0.7122703895617438, 42.63407300437144, -59.999999998667796, 17.171785434359407, 49.99999523843331]","[0.3505568986952674, 0.6908078905006614, 0.7492929625937681, 0.6735424754441315, 39.390088044206124, -57.632187886026045, 49.999999998028606, 16.02263664749029, 1.512036503041784]",1.88099827
773418906,951780140,HVA,VISal,calibration,point,86.667,-26.667,300,435.06489,314.40799,42.5086445,-60,17.8110932,50,3878.51889,1.21384974,1.19275996,14,True,-20,39.3720591,-57.2162444,50,16.7697243,86.65874,2.98156363,3651.75184,1.21363346,1.19308797,14,-0.000328008326,0.0002162845,False,True,"[0.34799793463905054, 0.7261308401149404, 0.7889370585432012, 0.7140865224693863, 42.50864447458323, -59.999999999959506, 17.811093231554022, 49.99999999559095]","[0.35056469869753987, 0.6885085802338557, 0.7468344799200537, 0.6715048023488782, 39.37205909891616, -57.21624442219439, 49.999999999999986, 16.76972429126099, 1.5124803387809487]",0.158910029
