ecephys_session_id,axis,translation_deg,regularized_loss,loss_above_optimum
715093703,azimuth,-30,3,2.63564
715093703,azimuth,-29.25,3,2.63564
715093703,azimuth,-28.5,3,2.63564
715093703,azimuth,-27.75,3,2.63564
715093703,azimuth,-27,3,2.63564
715093703,azimuth,-26.25,1.06787,0.703514
715093703,azimuth,-25.5,0.863254,0.498897
715093703,azimuth,-24.75,0.766895,0.402538
715093703,azimuth,-24,0.697974,0.333617
715093703,azimuth,-23.25,0.51045,0.146093
715093703,azimuth,-22.5,0.460121,0.0957645
715093703,azimuth,-21.75,0.381957,0.0176
715093703,azimuth,-21,0.394656,0.0302995
715093703,azimuth,-20.25,0.399473,0.0351163
715093703,azimuth,-19.5,0.460904,0.096547
715093703,azimuth,-18.75,0.509456,0.145099
715093703,azimuth,-18,0.593702,0.229345
715093703,azimuth,-17.25,0.670761,0.306404
715093703,azimuth,-16.5,0.727862,0.363505
715093703,azimuth,-15.75,0.794321,0.429964
715093703,azimuth,-15,0.838766,0.474409
715093703,azimuth,-14.25,0.894048,0.529692
715093703,azimuth,-13.5,0.928834,0.564477
715093703,azimuth,-12.75,0.969502,0.605145
715093703,azimuth,-12,1.00649,0.642134
715093703,azimuth,-11.25,1.03287,0.668512
715093703,azimuth,-10.5,1.05262,0.688259
715093703,azimuth,-9.75,1.08122,0.716862
715093703,azimuth,-9,1.10152,0.737164
715093703,azimuth,-8.25,1.13367,0.769313
715093703,azimuth,-7.5,1.16382,0.799461
715093703,azimuth,-6.75,1.1975,0.833148
715093703,azimuth,-6,1.22785,0.86349
715093703,azimuth,-5.25,1.25021,0.885855
715093703,azimuth,-4.5,1.26116,0.896799
715093703,azimuth,-3.75,1.2401,0.875744
715093703,azimuth,-3,1.23075,0.866396
715093703,azimuth,-2.25,1.18449,0.820134
715093703,azimuth,-1.5,1.17226,0.807907
715093703,azimuth,-0.75,1.1404,0.776043
715093703,azimuth,0,1.11761,0.753258
715093703,azimuth,0.75,1.0947,0.730339
715093703,azimuth,1.5,1.08794,0.723581
715093703,azimuth,2.25,1.10344,0.739083
715093703,azimuth,3,1.09178,0.727421
715093703,azimuth,3.75,1.09369,0.729337
715093703,azimuth,4.5,1.08,0.715646
715093703,azimuth,5.25,1.07492,0.710568
715093703,azimuth,6,1.09085,0.72649
715093703,azimuth,6.75,1.11226,0.747908
715093703,azimuth,7.5,1.08766,0.723301
715093703,azimuth,8.25,1.13928,0.77492
715093703,azimuth,9,1.10177,0.73741
715093703,azimuth,9.75,1.14518,0.780819
715093703,azimuth,10.5,1.09831,0.733949
715093703,azimuth,11.25,1.15935,0.794994
715093703,azimuth,12,1.10648,0.742119
715093703,azimuth,12.75,1.16011,0.795751
715093703,azimuth,13.5,1.2117,0.84734
715093703,azimuth,14.25,1.13793,0.773569
715093703,azimuth,15,1.14104,0.776679
715093703,azimuth,15.75,1.06999,0.70563
715093703,azimuth,16.5,1.02377,0.659417
715093703,azimuth,17.25,0.961622,0.597266
715093703,azimuth,18,0.890047,0.52569
715093703,azimuth,18.75,0.800247,0.435891
715093703,azimuth,19.5,0.740581,0.376225
715093703,azimuth,20.25,0.655246,0.29089
715093703,azimuth,21,0.607376,0.243019
715093703,azimuth,21.75,0.548335,0.183978
715093703,azimuth,22.5,0.507934,0.143577
715093703,azimuth,23.25,0.473048,0.108691
715093703,azimuth,24,0.448114,0.083757
715093703,azimuth,24.75,0.423939,0.0595817
715093703,azimuth,25.5,0.422804,0.058447
715093703,azimuth,26.25,0.406472,0.0421147
715093703,azimuth,27,3,2.63564
715093703,azimuth,27.75,3,2.63564
715093703,azimuth,28.5,3,2.63564
715093703,azimuth,29.25,3,2.63564
715093703,azimuth,30,3,2.63564
715093703,elevation,-30,3,2.63564
715093703,elevation,-29.25,3,2.63564
715093703,elevation,-28.5,3,2.63564
715093703,elevation,-27.75,3,2.63564
715093703,elevation,-27,3,2.63564
715093703,elevation,-26.25,3,2.63564
715093703,elevation,-25.5,3,2.63564
715093703,elevation,-24.75,3,2.63564
715093703,elevation,-24,3,2.63564
715093703,elevation,-23.25,3,2.63564
715093703,elevation,-22.5,3,2.63564
715093703,elevation,-21.75,3,2.63564
715093703,elevation,-21,3,2.63564
715093703,elevation,-20.25,3,2.63564
715093703,elevation,-19.5,3,2.63564
715093703,elevation,-18.75,3,2.63564
715093703,elevation,-18,3,2.63564
715093703,elevation,-17.25,3,2.63564
715093703,elevation,-16.5,3,2.63564
715093703,elevation,-15.75,3,2.63564
715093703,elevation,-15,3,2.63564
715093703,elevation,-14.25,3,2.63564
715093703,elevation,-13.5,3,2.63564
715093703,elevation,-12.75,3,2.63564
715093703,elevation,-12,3,2.63564
715093703,elevation,-11.25,3,2.63564
715093703,elevation,-10.5,3,2.63564
715093703,elevation,-9.75,3,2.63564
715093703,elevation,-9,0.405539,0.0411826
715093703,elevation,-8.25,0.391604,0.027247
715093703,elevation,-7.5,0.376319,0.0119619
715093703,elevation,-6.75,0.366847,0.00249057
715093703,elevation,-6,0.364836,0.000479217
715093703,elevation,-5.25,0.371789,0.00743181
715093703,elevation,-4.5,0.387148,0.0227911
715093703,elevation,-3.75,0.409417,0.0450604
715093703,elevation,-3,0.429009,0.0646523
715093703,elevation,-2.25,0.465199,0.100842
715093703,elevation,-1.5,0.490675,0.126318
715093703,elevation,-0.75,0.529733,0.165376
715093703,elevation,0,0.55474,0.190383
715093703,elevation,0.75,0.558176,0.193819
715093703,elevation,1.5,0.556227,0.19187
715093703,elevation,2.25,0.585471,0.221114
715093703,elevation,3,0.602335,0.237978
715093703,elevation,3.75,0.627774,0.263417
715093703,elevation,4.5,0.671228,0.306872
715093703,elevation,5.25,0.692822,0.328465
715093703,elevation,6,0.752775,0.388418
715093703,elevation,6.75,0.801365,0.437008
715093703,elevation,7.5,0.817708,0.453352
715093703,elevation,8.25,0.876374,0.512017
715093703,elevation,9,0.886355,0.521998
715093703,elevation,9.75,0.925549,0.561192
715093703,elevation,10.5,0.934377,0.570021
715093703,elevation,11.25,0.960281,0.595924
715093703,elevation,12,0.968354,0.603997
715093703,elevation,12.75,0.982343,0.617986
715093703,elevation,13.5,0.989594,0.625237
715093703,elevation,14.25,0.99656,0.632203
715093703,elevation,15,1.00011,0.635752
715093703,elevation,15.75,1.00837,0.644018
715093703,elevation,16.5,1.01701,0.652656
715093703,elevation,17.25,1.02119,0.656836
715093703,elevation,18,1.0304,0.666044
715093703,elevation,18.75,1.03693,0.672569
715093703,elevation,19.5,1.02373,0.659372
715093703,elevation,20.25,1.02552,0.661167
715093703,elevation,21,1.00565,0.641294
715093703,elevation,21.75,1.0005,0.636142
715093703,elevation,22.5,0.972324,0.607967
715093703,elevation,23.25,0.958439,0.594082
715093703,elevation,24,0.932871,0.568514
715093703,elevation,24.75,0.919748,0.555391
715093703,elevation,25.5,0.907369,0.543012
715093703,elevation,26.25,0.880667,0.51631
715093703,elevation,27,0.85199,0.487633
