ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
756029989,interior_v1_rf_size_translation,16,-7.22867,0,0,0,0,1.17963,0.159803,1.01983,-0.179631,0.853898,3,2.25,False,0
757216464,interior_v1_rf_size_translation,-29.9977,-4.00255,0,0,0,0,1.46963,0.419466,1.05016,-0.469626,0.62124,0,19.5,True,0
757970808,interior_v1_rf_size_translation,-12.5422,-21.4188,0,0,0,0,1.07066,0.177856,0.892805,-0.0685906,0.849525,1.5,2.25,False,0
758798717,interior_v1_rf_size_translation,-10.667,-30,0,0,0,0,0.736507,0.416407,0.320101,0.263493,0.62865,1.5,0,True,0
759883607,interior_v1_rf_size_translation,-25.4181,5.33333,0,0,0,0,1.37574,0.216206,1.15953,-0.375737,0.813773,1.5,0.75,False,0
760345702,interior_v1_rf_size_translation,16.1917,29.3333,0,0,0,0,1.07316,0.549512,0.523651,-0.0731625,0.500382,14.25,27,False,0
760693773,interior_v1_rf_size_translation,16.0056,17.333,0,0,0,0,1.48865,0.747578,0.741069,-0.488647,0.27716,3,8.25,False,0
761418226,interior_v1_rf_size_translation,3.36821,-20.0017,0,0,0,0,0.695044,0.274241,0.420803,0.309629,0.744044,1.5,0,False,0
762120172,interior_v1_rf_size_translation,-3.99589,-26.6661,0,0,0,0,1.13292,0.165051,0.967873,-0.132611,0.867262,3.75,0.75,False,0
762602078,interior_v1_rf_size_translation,9.33352,21.5562,0,0,0,0,0.70291,0.0760367,0.626874,0.29709,0.948487,1.5,0.75,False,0
763673393,interior_v1_rf_size_translation,2.95401,-28,0,0,0,0,0.964729,0.138836,0.825894,0.0386968,0.896396,1.5,,False,0
773418906,interior_v1_rf_size_translation,-27.9223,-24,0,0,0,0,1.10419,0.431739,0.672455,-0.10389,0.628513,3,1.5,False,0
791319847,interior_v1_rf_size_translation,9.33583,5.33332,0,0,0,0,0.696686,0.472538,0.224147,0.30457,0.5326,3,0.75,False,0
797828357,interior_v1_rf_size_translation,21.0769,-20,0,0,0,0,1.1821,0.548351,0.633747,-0.182098,0.489171,0.75,0.75,False,0
798911424,interior_v1_rf_size_translation,-29.3335,10.6116,0,0,0,0,1.31682,0.709935,0.60688,-0.315132,0.333312,1.5,1.5,False,0
799864342,interior_v1_rf_size_translation,-20.0001,-1.34633,0,0,0,0,1.36946,0.461579,0.907878,-0.369457,0.556279,2.25,0,False,0
715093703,interior_v1_rf_size_translation,2.64108,10.6748,0,0,0,0,0.298573,0.174315,0.124258,0.701427,0.831059,3.75,27,False,1
719161530,interior_v1_rf_size_translation,-13.3401,5.60622,0,0,0,0,0.6586,0.103573,0.555027,0.348297,0.905733,3.75,3.75,False,1
721123822,interior_v1_rf_size_translation,-10.6535,-27.9999,0,0,0,0,0.524603,0.160901,0.363702,0.476597,0.878988,3,,False,1
732592105,interior_v1_rf_size_translation,-29.3318,29.3326,0,0,0,0,1.63115,0.64671,0.984436,-0.631145,0.429768,0,,False,1
737581020,interior_v1_rf_size_translation,-18.6653,16.7144,0,0,0,0,1.59971,0.383101,1.21661,-0.599714,0.644799,3.75,3,False,1
739448407,interior_v1_rf_size_translation,2.95519,21.3333,0,0,0,0,0.847986,0.152706,0.69528,0.152014,0.86791,0.75,1.5,False,1
742951821,interior_v1_rf_size_translation,20,6.54777,0,0,0,0,0.876715,0.238759,0.637957,0.127843,0.780924,,9.75,False,1
744228101,interior_v1_rf_size_translation,-9.33334,24.3622,0,0,0,0,1.72373,0.354376,1.36936,-0.723734,0.675874,0.75,0.75,False,1
746083955,interior_v1_rf_size_translation,17.3338,5.33005,0,0,0,0,0.467127,0.0926225,0.374505,0.532873,0.921994,0.75,3,False,1
750332458,interior_v1_rf_size_translation,-10.6818,-5.33538,0,0,0,0,0.240149,0.11583,0.124319,0.759851,0.890507,45.75,3.75,False,1
750749662,interior_v1_rf_size_translation,19.9598,23.2617,0,0,0,0,1.29323,0.275944,1.01728,-0.293227,0.765812,6,3,False,1
751348571,interior_v1_rf_size_translation,22.6644,0.00051752,0,0,0,0,0.273015,0.161633,0.111382,0.727297,0.861197,33.75,2.25,False,1
754312389,interior_v1_rf_size_translation,30,-2.66667,0,0,0,0,1.24947,0.201559,1.04791,-0.249205,0.838757,0.75,3.75,True,1
754829445,interior_v1_rf_size_translation,-16.0022,-5.33333,0,0,0,0,0.217877,0.130818,0.0870592,0.782123,0.881827,4.5,5.25,False,1
755434585,interior_v1_rf_size_translation,29.9897,-4,0,0,0,0,0.871363,0.194744,0.676619,0.128927,0.84594,0,11.25,True,1
756029989,interior_v1_rf_size_translation,25.0073,-17.3333,0,0,0,0,1.04456,0.166514,0.878041,-0.0437991,0.874633,3,0,False,1
757216464,interior_v1_rf_size_translation,25.3669,-8.00047,0,0,0,0,0.45009,0.110023,0.340068,0.54991,0.921421,6.75,3,False,1
757970808,interior_v1_rf_size_translation,-21.3281,-4.69823,0,0,0,0,1.37149,0.24543,1.12606,-0.369645,0.775769,,4.5,False,1
758798717,interior_v1_rf_size_translation,28.0003,-5.10452,0,0,0,0,0.711532,0.139683,0.571848,0.288468,0.89632,4.5,5.25,False,1
759883607,interior_v1_rf_size_translation,17.3271,-2.667,0,0,0,0,0.836943,0.246859,0.590085,0.163057,0.766801,3,2.25,False,1
760345702,interior_v1_rf_size_translation,-25.3334,6.68877,0,0,0,0,0.549182,0.20245,0.346732,0.450818,0.828062,3,3,False,1
760693773,interior_v1_rf_size_translation,-17.6301,26.7034,0,0,0,0,1.24053,0.385122,0.855411,-0.240533,0.660384,3,1.5,False,1
761418226,interior_v1_rf_size_translation,-12.674,17.3339,0,0,0,0,1.76151,0.568561,1.19295,-0.760712,0.451932,0.75,2.25,False,1
762120172,interior_v1_rf_size_translation,-12.0069,4.00035,0,0,0,0,0.189889,0.0812385,0.10865,0.81097,0.92588,3.75,3,False,1
762602078,interior_v1_rf_size_translation,-26.6602,-22.2044,0,0,0,0,1.63371,0.254478,1.37923,-0.63371,0.799024,,0.75,False,1
763673393,interior_v1_rf_size_translation,26.6667,-26.302,0,0,0,0,1.69578,0.32656,1.36922,-0.695034,0.735792,6.75,0.75,False,1
773418906,interior_v1_rf_size_translation,28.0001,-4.8079,0,0,0,0,0.308435,0.147596,0.16084,0.691565,0.888276,4.5,3.75,False,1
791319847,interior_v1_rf_size_translation,23.9807,-22.6666,0,0,0,0,0.688943,0.239112,0.449832,0.311635,0.809282,0,,False,1
797828357,interior_v1_rf_size_translation,-11.9993,-28.0003,0,0,0,0,1.10311,0.144579,0.958526,-0.10215,0.896665,9,4.5,False,1
798911424,interior_v1_rf_size_translation,29.3333,-8.92702,0,0,0,0,0.981448,0.107326,0.874121,0.0188298,0.934457,0,3,False,1
799864342,interior_v1_rf_size_translation,-29.3329,-4.03389,0,0,0,0,0.789961,0.170908,0.619054,0.210039,0.868057,2.25,1.5,False,1
