ecephys_session_id,selected_model,translation_azimuth_deg,translation_elevation_deg,rotation_deg,log_scale_azimuth,log_scale_elevation,shear,identity_regularized_loss,aligned_regularized_loss,regularized_loss_gain,identity_rf_size_correlation,aligned_rf_size_correlation,azimuth_profile_width_deg,elevation_profile_width_deg,translation_at_bound,split_half
715093703,interior_v1_rf_size_translation,-25.3345,4.00025,0,0,0,0,0.705349,0.309883,0.395465,0.295192,0.719354,0.75,,False,0
719161530,interior_v1_rf_size_translation,-4.1045,13.3334,0,0,0,0,1.63716,0.366237,1.27093,-0.635783,0.642413,2.25,0,False,0
721123822,interior_v1_rf_size_translation,-25.3334,-20.5315,0,0,0,0,1.44591,0.243196,1.20272,-0.444161,0.804062,2.25,2.25,False,0
732592105,interior_v1_rf_size_translation,20,24.5146,0,0,0,0,1.32463,0.309745,1.01488,-0.324626,0.734742,0,0.75,False,0
737581020,interior_v1_rf_size_translation,-29.3284,-21.3455,0,0,0,0,1.50903,0.331164,1.17787,-0.509031,0.727316,1.5,1.5,False,0
739448407,interior_v1_rf_size_translation,17.324,-2.66695,0,0,0,0,1.04444,0.325213,0.719231,-0.0444437,0.688442,1.5,0,False,0
742951821,interior_v1_rf_size_translation,-21.3205,-26.6654,0,0,0,0,0.865738,0.142065,0.723673,0.135496,0.90974,0,,False,0
744228101,interior_v1_rf_size_translation,18.6666,-10.4118,0,0,0,0,1.11214,0.056799,1.05534,-0.112143,0.963505,0,3,False,0
746083955,interior_v1_rf_size_translation,-8.58761,-9.33334,0,0,0,0,0.957518,0.295116,0.662402,0.0424819,0.712034,3,0,False,0
750332458,interior_v1_rf_size_translation,3.97533,-1.33344,0,0,0,0,0.819549,0.526919,0.29263,0.180451,0.473862,3,0,False,0
750749662,interior_v1_rf_size_translation,29.3346,-4.00006,0,0,0,0,1.11519,0.140271,0.974915,-0.115186,0.898685,2.25,1.5,False,0
751348571,interior_v1_rf_size_translation,-29.3816,10.6667,0,0,0,0,1.34002,0.328357,1.01166,-0.339586,0.715067,3.75,0,False,0
754312389,interior_v1_rf_size_translation,13.3227,-27.9999,0,0,0,0,0.834718,0.183679,0.651039,0.16894,0.859054,9.75,,False,0
754829445,interior_v1_rf_size_translation,-23.9781,-27.2533,0,0,0,0,1.05286,0.273988,0.77887,-0.0528574,0.784576,1.5,1.5,False,0
755434585,interior_v1_rf_size_translation,21.2273,14.6667,0,0,0,0,1.54653,0.439503,1.10703,-0.544536,0.590084,5.25,2.25,False,0
