stimulus_presentation_id,stimulus_block,start_time,stop_time,color,stimulus_name,orientation,x_position,size,y_position,spatial_frequency,phase,temporal_frequency,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,88.68467,88.918188,null,gabors,0.0,30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.2335176,1,,,0,,False,0,train,0
2,0.0,88.918188,89.168385,null,gabors,90.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019743,2,,,0,,False,0,train,2
3,0.0,89.168385,89.418582,null,gabors,90.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019743,3,,,0,,False,0,train,2
4,0.0,89.418582,89.66878,null,gabors,0.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019743,4,,,0,,False,0,train,0
5,0.0,89.66878,89.91899,null,gabors,90.0,10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,5,,,0,,False,0,train,2
6,0.0,89.91899,90.1692,null,gabors,45.0,10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,6,,,0,,False,0,train,1
7,0.0,90.1692,90.41941,null,gabors,45.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,7,,,0,,False,0,train,1
8,0.0,90.41941,90.66962,null,gabors,0.0,20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,8,,,0,,False,0,train,0
9,0.0,90.66962,90.919822,null,gabors,90.0,30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,9,,,0,,False,0,train,2
10,0.0,90.919822,91.170025,null,gabors,0.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,10,,,0,,False,0,train,0
11,0.0,91.170025,91.420227,null,gabors,45.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,11,,,0,,False,0,train,1
12,0.0,91.420227,91.67043,null,gabors,0.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,12,,,0,,False,0,train,0
13,0.0,91.67043,91.920655,null,gabors,0.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,13,,,0,,False,0,train,0
14,0.0,91.920655,92.17088,null,gabors,0.0,30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,14,,,0,,False,0,train,0
15,0.0,92.17088,92.421105,null,gabors,45.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,15,,,0,,False,0,train,1
16,0.0,92.421105,92.67133,null,gabors,0.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,16,,,0,,False,0,train,0
17,0.0,92.67133,92.921522,null,gabors,45.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,17,,,0,,False,0,train,1
18,0.0,92.921522,93.171715,null,gabors,45.0,40.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,18,,,0,,False,0,train,1
19,0.0,93.171715,93.421907,null,gabors,45.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,19,,,0,,False,0,train,1
20,0.0,93.421907,93.6721,null,gabors,0.0,10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,20,,,0,,False,0,train,0
21,0.0,93.6721,93.922325,null,gabors,0.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,16,,,0,,False,1,train,0
22,0.0,93.922325,94.17255,null,gabors,90.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,21,,,0,,False,0,train,2
23,0.0,94.17255,94.422775,null,gabors,90.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,22,,,0,,False,0,train,2
24,0.0,94.422775,94.673,null,gabors,90.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022503,23,,,0,,False,0,train,2
25,0.0,94.673,94.923192,null,gabors,45.0,10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,24,,,0,,False,0,train,1
26,0.0,94.923192,95.173385,null,gabors,0.0,10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,25,,,0,,False,0,train,0
27,0.0,95.173385,95.423577,null,gabors,45.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,26,,,0,,False,0,train,1
28,0.0,95.423577,95.67377,null,gabors,0.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,27,,,0,,False,0,train,0
29,0.0,95.67377,95.923987,null,gabors,90.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,28,,,0,,False,0,train,2
30,0.0,95.923987,96.174205,null,gabors,90.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,29,,,0,,False,0,train,2
31,0.0,96.174205,96.424422,null,gabors,45.0,10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,24,,,0,,False,1,train,1
32,0.0,96.424422,96.67464,null,gabors,0.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,30,,,0,,False,0,train,0
33,0.0,96.67464,96.924842,null,gabors,90.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,31,,,0,,False,0,train,2
34,0.0,96.924842,97.175045,null,gabors,45.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,32,,,0,,False,0,train,1
35,0.0,97.175045,97.425247,null,gabors,45.0,10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,33,,,0,,False,0,train,1
36,0.0,97.425247,97.67545,null,gabors,0.0,10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,20,,,0,,False,1,train,0
37,0.0,97.67545,97.925667,null,gabors,45.0,10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,34,,,0,,False,0,train,1
38,0.0,97.925667,98.175885,null,gabors,0.0,30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,35,,,0,,False,0,train,0
39,0.0,98.175885,98.426102,null,gabors,90.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,36,,,0,,False,0,train,2
40,0.0,98.426102,98.67632,null,gabors,90.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,37,,,0,,False,0,train,2
41,0.0,98.67632,98.926517,null,gabors,45.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,38,,,0,,False,0,train,1
42,0.0,98.926517,99.176715,null,gabors,0.0,30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,35,,,0,,False,1,train,0
43,0.0,99.176715,99.426912,null,gabors,90.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,39,,,0,,False,0,train,2
44,0.0,99.426912,99.67711,null,gabors,0.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,40,,,0,,False,0,train,0
45,0.0,99.67711,99.92733,null,gabors,90.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,22,,,0,,False,1,train,2
46,0.0,99.92733,100.17755,null,gabors,45.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,17,,,0,,False,1,train,1
47,0.0,100.17755,100.42777,null,gabors,90.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,41,,,0,,False,0,train,2
48,0.0,100.42777,100.67799,null,gabors,0.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,42,,,0,,False,0,train,0
49,0.0,100.67799,100.92819,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,43,,,0,,False,0,train,0
50,0.0,100.92819,101.17839,null,gabors,45.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,44,,,0,,False,0,train,1
51,0.0,101.17839,101.42859,null,gabors,90.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,45,,,0,,False,0,train,2
52,0.0,101.42859,101.67879,null,gabors,0.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,46,,,0,,False,0,train,0
53,0.0,101.67879,101.92901,null,gabors,45.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,47,,,0,,False,0,train,1
54,0.0,101.92901,102.17923,null,gabors,90.0,10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,48,,,0,,False,0,train,2
55,0.0,102.17923,102.42945,null,gabors,45.0,-30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,49,,,0,,False,0,train,1
56,0.0,102.42945,102.67967,null,gabors,90.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,31,,,0,,False,1,train,2
57,0.0,102.67967,102.92986,null,gabors,45.0,0.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,50,,,0,,False,0,train,1
58,0.0,102.92986,103.18005,null,gabors,45.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,51,,,0,,False,0,train,1
59,0.0,103.18005,103.43025,null,gabors,45.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,52,,,0,,False,0,train,1
60,0.0,103.43025,103.68044,null,gabors,0.0,-10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019247,53,,,0,,False,0,train,0
61,0.0,103.68044,103.93066,null,gabors,90.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,39,,,0,,False,1,train,2
62,0.0,103.93066,104.18088,null,gabors,45.0,-10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,54,,,0,,False,0,train,1
63,0.0,104.18088,104.43111,null,gabors,90.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,55,,,0,,False,0,train,2
64,0.0,104.43111,104.68133,null,gabors,90.0,40.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,56,,,0,,False,0,train,2
65,0.0,104.68133,104.93153,null,gabors,45.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,57,,,0,,False,0,train,1
66,0.0,104.93153,105.18173,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,58,,,0,,False,0,train,0
67,0.0,105.18173,105.43193,null,gabors,0.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,4,,,0,,False,1,train,0
68,0.0,105.43193,105.68213,null,gabors,0.0,30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,59,,,0,,False,0,train,0
69,0.0,105.68213,105.93235,null,gabors,45.0,20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,60,,,0,,False,0,train,1
70,0.0,105.93235,106.18257,null,gabors,0.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,61,,,0,,False,0,train,0
71,0.0,106.18257,106.4328,null,gabors,90.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,62,,,0,,False,0,train,2
72,0.0,106.4328,106.68302,null,gabors,90.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,63,,,0,,False,0,train,2
73,0.0,106.68302,106.93321,null,gabors,45.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,64,,,0,,False,0,train,1
74,0.0,106.93321,107.18341,null,gabors,0.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,65,,,0,,False,0,train,0
75,0.0,107.18341,107.4336,null,gabors,45.0,-40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,66,,,0,,False,0,train,1
76,0.0,107.4336,107.6838,null,gabors,90.0,40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019497,67,,,0,,False,0,train,2
77,0.0,107.6838,107.93401,null,gabors,0.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,68,,,0,,False,0,train,0
78,0.0,107.93401,108.18423,null,gabors,0.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,68,,,0,,False,1,train,0
79,0.0,108.18423,108.43444,null,gabors,90.0,40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,69,,,0,,False,0,train,2
80,0.0,108.43444,108.68466,null,gabors,90.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,70,,,0,,False,0,train,2
81,0.0,108.68466,108.93486,null,gabors,0.0,10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,71,,,0,,False,0,train,0
82,0.0,108.93486,109.18506,null,gabors,45.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,72,,,0,,False,0,train,1
83,0.0,109.18506,109.43527,null,gabors,90.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,73,,,0,,False,0,train,2
84,0.0,109.43527,109.68547,null,gabors,0.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,74,,,0,,False,0,train,0
85,0.0,109.68547,109.93569,null,gabors,0.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,10,,,0,,False,1,train,0
86,0.0,109.93569,110.18591,null,gabors,90.0,10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,75,,,0,,False,0,train,2
87,0.0,110.18591,110.43613,null,gabors,45.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,76,,,0,,False,0,train,1
88,0.0,110.43613,110.68635,null,gabors,45.0,40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,77,,,0,,False,0,train,1
89,0.0,110.68635,110.93655,null,gabors,0.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,30,,,0,,False,1,train,0
90,0.0,110.93655,111.18674,null,gabors,0.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,78,,,0,,False,0,train,0
91,0.0,111.18674,111.43694,null,gabors,90.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,79,,,0,,False,0,train,2
92,0.0,111.43694,111.68714,null,gabors,0.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,80,,,0,,False,0,train,0
93,0.0,111.68714,111.93737,null,gabors,45.0,40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,77,,,0,,False,1,train,1
94,0.0,111.93737,112.18759,null,gabors,90.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,81,,,0,,False,0,train,2
95,0.0,112.18759,112.43782,null,gabors,45.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,82,,,0,,False,0,train,1
96,0.0,112.43782,112.68805,null,gabors,0.0,40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022753,83,,,0,,False,0,train,0
97,0.0,112.68805,112.93824,null,gabors,0.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,27,,,0,,False,1,train,0
98,0.0,112.93824,113.18842,null,gabors,90.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,36,,,0,,False,1,train,2
99,0.0,113.18842,113.43861,null,gabors,0.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,80,,,0,,False,1,train,0
100,0.0,113.43861,113.6888,null,gabors,90.0,-10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25018747,84,,,0,,False,0,train,2
101,0.0,113.6888,113.93902,null,gabors,90.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,85,,,0,,False,0,train,2
102,0.0,113.93902,114.18924,null,gabors,45.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,82,,,0,,False,1,train,1
103,0.0,114.18924,114.43947,null,gabors,0.0,0.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,86,,,0,,False,0,train,0
104,0.0,114.43947,114.68969,null,gabors,90.0,-20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022253,87,,,0,,False,0,train,2
105,0.0,114.68969,114.93989,null,gabors,0.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,43,,,0,,False,1,train,0
106,0.0,114.93989,115.19008,null,gabors,45.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,88,,,0,,False,0,train,1
107,0.0,115.19008,115.44028,null,gabors,45.0,40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,89,,,0,,False,0,train,1
108,0.0,115.44028,115.69048,null,gabors,0.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019747,90,,,0,,False,0,train,0
109,0.0,115.69048,115.9407,null,gabors,45.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,91,,,0,,False,0,train,1
110,0.0,115.9407,116.19092,null,gabors,90.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,37,,,0,,False,1,train,2
111,0.0,116.19092,116.44114,null,gabors,45.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,92,,,0,,False,0,train,1
112,0.0,116.44114,116.69136,null,gabors,90.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,70,,,0,,False,1,train,2
113,0.0,116.69136,116.94156,null,gabors,0.0,20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,93,,,0,,False,0,train,0
114,0.0,116.94156,117.19176,null,gabors,90.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,94,,,0,,False,0,train,2
115,0.0,117.19176,117.44196,null,gabors,45.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,95,,,0,,False,0,train,1
116,0.0,117.44196,117.69216,null,gabors,90.0,-30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,96,,,0,,False,0,train,2
117,0.0,117.69216,117.94238,null,gabors,45.0,-30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,97,,,0,,False,0,train,1
118,0.0,117.94238,118.19259,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,58,,,0,,False,1,train,0
119,0.0,118.19259,118.44281,null,gabors,90.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,63,,,0,,False,1,train,2
120,0.0,118.44281,118.69303,null,gabors,0.0,-20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,98,,,0,,False,0,train,0
121,0.0,118.69303,118.94323,null,gabors,90.0,10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,99,,,0,,False,0,train,2
122,0.0,118.94323,119.19343,null,gabors,90.0,30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,9,,,0,,False,1,train,2
123,0.0,119.19343,119.44363,null,gabors,45.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,82,,,0,,False,2,test,1
124,0.0,119.44363,119.69383,null,gabors,0.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,16,,,0,,False,2,test,0
125,0.0,119.69383,119.94404,null,gabors,0.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,46,,,0,,False,1,train,0
126,0.0,119.94404,120.19425,null,gabors,45.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,100,,,0,,False,0,train,1
127,0.0,120.19425,120.44447,null,gabors,90.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,101,,,0,,False,0,train,2
128,0.0,120.44447,120.69468,null,gabors,45.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021253,102,,,0,,False,0,train,1
129,0.0,120.69468,120.94488,null,gabors,0.0,-40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,103,,,0,,False,0,train,0
130,0.0,120.94488,121.19509,null,gabors,45.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,104,,,0,,False,0,train,1
131,0.0,121.19509,121.44529,null,gabors,45.0,-40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,66,,,0,,False,1,train,1
132,0.0,121.44529,121.6955,null,gabors,45.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,52,,,0,,False,1,train,1
133,0.0,121.6955,121.94571,null,gabors,90.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,41,,,0,,False,1,train,2
134,0.0,121.94571,122.19593,null,gabors,0.0,-20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,105,,,0,,False,0,train,0
135,0.0,122.19593,122.44614,null,gabors,90.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,62,,,0,,False,1,train,2
136,0.0,122.44614,122.69636,null,gabors,0.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,106,,,0,,False,0,train,0
137,0.0,122.69636,122.94656,null,gabors,90.0,0.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,107,,,0,,False,0,train,2
138,0.0,122.94656,123.19676,null,gabors,45.0,-10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,54,,,0,,False,1,train,1
