stimulus_presentation_id,stimulus_block,start_time,stop_time,color,stimulus_name,orientation,x_position,size,y_position,spatial_frequency,phase,temporal_frequency,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
3273,0.0,907.35169,907.6019,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,58,,,0,,False,13,train,0
3274,0.0,907.6019,907.8521,null,gabors,45.0,-20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,175,,,0,,False,12,train,1
3275,0.0,907.8521,908.10231,null,gabors,90.0,0.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,107,,,0,,False,13,train,2
3276,0.0,908.10231,908.35252,null,gabors,90.0,-40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,209,,,0,,False,14,test,2
3277,0.0,908.35252,908.60274,null,gabors,90.0,40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,199,,,0,,False,13,train,2
3278,0.0,908.60274,908.85295,null,gabors,45.0,-10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,54,,,0,,False,13,train,1
3279,0.0,908.85295,909.10317,null,gabors,45.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,169,,,0,,False,12,train,1
3280,0.0,909.10317,909.35339,null,gabors,90.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,29,,,0,,False,13,train,2
3281,0.0,909.35339,909.60359,null,gabors,0.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,229,,,0,,False,10,train,0
3282,0.0,909.60359,909.85379,null,gabors,90.0,10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,5,,,0,,False,13,train,2
3283,0.0,909.85379,910.10399,null,gabors,0.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,190,,,0,,False,12,train,0
3284,0.0,910.10399,910.35419,null,gabors,0.0,-20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,183,,,0,,False,13,train,0
3285,0.0,910.35419,910.60441,null,gabors,0.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,161,,,0,,False,12,train,0
3286,0.0,910.60441,910.85462,null,gabors,0.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,177,,,0,,False,12,train,0
3287,0.0,910.85462,911.10484,null,gabors,0.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,68,,,0,,False,13,train,0
3288,0.0,911.10484,911.35506,null,gabors,0.0,40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,83,,,0,,False,14,test,0
3289,0.0,911.35506,911.60526,null,gabors,45.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,241,,,0,,False,12,train,1
3290,0.0,911.60526,911.85546,null,gabors,0.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,224,,,0,,False,14,test,0
3291,0.0,911.85546,912.10567,null,gabors,0.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,211,,,0,,False,14,test,0
3292,0.0,912.10567,912.35587,null,gabors,0.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,206,,,0,,False,14,test,0
3293,0.0,912.35587,912.60608,null,gabors,0.0,30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,14,,,0,,False,14,test,0
3294,0.0,912.60608,912.8563,null,gabors,45.0,40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,150,,,0,,False,11,test,1
3295,0.0,912.8563,913.10651,null,gabors,90.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,218,,,0,,False,10,train,2
3296,0.0,913.10651,913.35673,null,gabors,0.0,-20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,105,,,0,,False,14,test,0
3297,0.0,913.35673,913.60693,null,gabors,0.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,106,,,0,,False,14,test,0
3298,0.0,913.60693,913.85713,null,gabors,90.0,20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,172,,,0,,False,12,train,2
3299,0.0,913.85713,914.10734,null,gabors,0.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,177,,,0,,False,13,train,0
3300,0.0,914.10734,914.35754,null,gabors,45.0,-20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,113,,,0,,False,13,train,1
3301,0.0,914.35754,914.60776,null,gabors,45.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,222,,,0,,False,13,train,1
3302,0.0,914.60776,914.85798,null,gabors,0.0,-20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,216,,,0,,False,13,train,0
3303,0.0,914.85798,915.1082,null,gabors,90.0,20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,233,,,0,,False,14,test,2
3304,0.0,915.1082,915.35842,null,gabors,90.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,218,,,0,,False,11,test,2
3305,0.0,915.35842,915.60862,null,gabors,0.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,148,,,0,,False,13,train,0
3306,0.0,915.60862,915.85882,null,gabors,45.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,222,,,0,,False,14,test,1
3307,0.0,915.85882,916.10902,null,gabors,45.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,7,,,0,,False,9,train,1
3308,0.0,916.10902,916.35922,null,gabors,45.0,10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,33,,,0,,False,14,test,1
3309,0.0,916.35922,916.60943,null,gabors,0.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,229,,,0,,False,11,test,0
3310,0.0,916.60943,916.85964,null,gabors,0.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,164,,,0,,False,13,train,0
3311,0.0,916.85964,917.10985,null,gabors,90.0,-20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,176,,,0,,False,13,train,2
3312,0.0,917.10985,917.36006,null,gabors,0.0,-40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,103,,,0,,False,12,train,0
3313,0.0,917.36006,917.61027,null,gabors,90.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,154,,,0,,False,13,train,2
3314,0.0,917.61027,917.86047,null,gabors,0.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,235,,,0,,False,11,test,0
3315,0.0,917.86047,918.11068,null,gabors,45.0,10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,226,,,0,,False,14,test,1
3316,0.0,918.11068,918.36089,null,gabors,45.0,-20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,234,,,0,,False,13,train,1
3317,0.0,918.36089,918.61109,null,gabors,90.0,-30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020503,201,,,0,,False,13,train,2
3318,0.0,918.61109,918.8613,null,gabors,0.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020503,46,,,0,,False,13,train,0
3319,0.0,918.8613,919.1115,null,gabors,45.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020503,174,,,0,,False,12,train,1
3320,0.0,919.1115,919.36171,null,gabors,90.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020503,121,,,0,,False,10,train,2
3321,0.0,919.36171,919.61192,null,gabors,90.0,40.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,188,,,0,,False,14,test,2
3322,0.0,919.61192,919.86213,null,gabors,45.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,143,,,0,,False,12,train,1
3323,0.0,919.86213,920.11235,null,gabors,45.0,40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,77,,,0,,False,14,test,1
3324,0.0,920.11235,920.36256,null,gabors,45.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,44,,,0,,False,13,train,1
3325,0.0,920.36256,920.61277,null,gabors,90.0,20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,108,,,0,,False,14,test,2
3326,0.0,920.61277,920.86298,null,gabors,0.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,27,,,0,,False,12,train,0
3327,0.0,920.86298,921.11319,null,gabors,0.0,0.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,68,,,0,,False,14,test,0
3328,0.0,921.11319,921.3634,null,gabors,0.0,30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,46,,,0,,False,14,test,0
3329,0.0,921.3634,921.61361,null,gabors,45.0,-10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,205,,,0,,False,14,test,1
3330,0.0,921.61361,921.86381,null,gabors,90.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,171,,,0,,False,13,train,2
3331,0.0,921.86381,922.11402,null,gabors,90.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,194,,,0,,False,13,train,2
3332,0.0,922.11402,922.36423,null,gabors,0.0,-30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,16,,,0,,False,14,test,0
3333,0.0,922.36423,922.61442,null,gabors,45.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019503,155,,,0,,False,13,train,1
3334,0.0,922.61442,922.86462,null,gabors,45.0,-20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019503,175,,,0,,False,13,train,1
3335,0.0,922.86462,923.11481,null,gabors,90.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019503,2,,,0,,False,12,train,2
3336,0.0,923.11481,923.36501,null,gabors,0.0,10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019503,213,,,0,,False,12,train,0
3337,0.0,923.36501,923.61523,null,gabors,90.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022247,85,,,0,,False,14,test,2
3338,0.0,923.61523,923.86545,null,gabors,90.0,0.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022247,73,,,0,,False,13,train,2
3339,0.0,923.86545,924.11568,null,gabors,90.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022247,62,,,0,,False,12,train,2
3340,0.0,924.11568,924.3659,null,gabors,0.0,20.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022247,124,,,0,,False,12,train,0
3341,0.0,924.3659,924.61612,null,gabors,90.0,40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,220,,,0,,False,12,train,2
3342,0.0,924.61612,924.86633,null,gabors,45.0,-30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,91,,,0,,False,14,test,1
3343,0.0,924.86633,925.11655,null,gabors,90.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,55,,,0,,False,14,test,2
3344,0.0,925.11655,925.36677,null,gabors,45.0,-20.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021753,234,,,0,,False,14,test,1
3345,0.0,925.36677,925.61697,null,gabors,45.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,241,,,0,,False,13,train,1
3346,0.0,925.61697,925.86717,null,gabors,90.0,-40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,214,,,0,,False,14,test,2
3347,0.0,925.86717,926.11738,null,gabors,90.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,137,,,0,,False,13,train,2
3348,0.0,926.11738,926.36758,null,gabors,0.0,-30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,90,,,0,,False,14,test,0
3349,0.0,926.36758,926.61779,null,gabors,45.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,232,,,0,,False,14,test,1
3350,0.0,926.61779,926.868,null,gabors,0.0,0.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,86,,,0,,False,13,train,0
3351,0.0,926.868,927.11821,null,gabors,0.0,40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,133,,,0,,False,13,train,0
3352,0.0,927.11821,927.36842,null,gabors,0.0,-10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,179,,,0,,False,14,test,0
3353,0.0,927.36842,927.61862,null,gabors,45.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,143,,,0,,False,13,train,1
3354,0.0,927.61862,927.86883,null,gabors,45.0,20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,227,,,0,,False,11,test,1
3355,0.0,927.86883,928.11903,null,gabors,0.0,30.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,190,,,0,,False,13,train,0
3356,0.0,928.11903,928.36924,null,gabors,0.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020497,4,,,0,,False,12,train,0
3357,0.0,928.36924,928.61945,null,gabors,0.0,30.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,177,,,0,,False,14,test,0
3358,0.0,928.61945,928.86965,null,gabors,0.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,78,,,0,,False,13,train,0
3359,0.0,928.86965,929.11986,null,gabors,0.0,-10.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,10,,,0,,False,14,test,0
3360,0.0,929.11986,929.37007,null,gabors,90.0,-40.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,122,,,0,,False,12,train,2
3361,0.0,929.37007,929.62028,null,gabors,90.0,10.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,36,,,0,,False,14,test,2
3362,0.0,929.62028,929.87049,null,gabors,0.0,10.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,71,,,0,,False,12,train,0
3363,0.0,929.87049,930.12071,null,gabors,0.0,40.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,200,,,0,,False,14,test,0
3364,0.0,930.12071,930.37092,null,gabors,0.0,-30.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021247,210,,,0,,False,11,test,0
3365,0.0,930.37092,930.62113,null,gabors,45.0,-20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,212,,,0,,False,14,test,1
3366,0.0,930.62113,930.87134,null,gabors,0.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,112,,,0,,False,13,train,0
3367,0.0,930.87134,931.12155,null,gabors,90.0,-30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,218,,,0,,False,12,train,2
3368,0.0,931.12155,931.37176,null,gabors,45.0,-10.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,82,,,0,,False,13,train,1
3369,0.0,931.37176,931.62197,null,gabors,90.0,30.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,240,,,0,,False,11,test,2
3370,0.0,931.62197,931.87217,null,gabors,90.0,-20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,2,,,0,,False,13,train,2
3371,0.0,931.87217,932.12238,null,gabors,0.0,0.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,138,,,0,,False,14,test,0
3372,0.0,932.12238,932.37259,null,gabors,90.0,-40.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,111,,,0,,False,13,train,2
3373,0.0,932.37259,932.6228,null,gabors,45.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,88,,,0,,False,13,train,1
3374,0.0,932.6228,932.87301,null,gabors,45.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,7,,,0,,False,10,train,1
3375,0.0,932.87301,933.12322,null,gabors,90.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,130,,,0,,False,9,train,2
3376,0.0,933.12322,933.37343,null,gabors,45.0,20.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021003,227,,,0,,False,12,train,1
3377,0.0,933.37343,933.62364,null,gabors,45.0,40.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,44,,,0,,False,14,test,1
3378,0.0,933.62364,933.87385,null,gabors,45.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,19,,,0,,False,13,train,1
3379,0.0,933.87385,934.12406,null,gabors,90.0,40.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,69,,,0,,False,11,test,2
3380,0.0,934.12406,934.37427,null,gabors,90.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,79,,,0,,False,13,train,2
3381,0.0,934.37427,934.62448,null,gabors,90.0,0.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,203,,,0,,False,13,train,2
3382,0.0,934.62448,934.87468,null,gabors,0.0,-40.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,12,,,0,,False,13,train,0
3383,0.0,934.87468,935.12489,null,gabors,90.0,-40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,121,,,0,,False,11,test,2
3384,0.0,935.12489,935.3751,null,gabors,90.0,-20.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,194,,,0,,False,14,test,2
3385,0.0,935.3751,935.62531,null,gabors,90.0,0.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,157,,,0,,False,14,test,2
3386,0.0,935.62531,935.87552,null,gabors,0.0,-20.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,4,,,0,,False,13,train,0
3387,0.0,935.87552,936.12573,null,gabors,90.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,23,,,0,,False,12,train,2
3388,0.0,936.12573,936.37594,null,gabors,90.0,-30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020997,101,,,0,,False,12,train,2
3389,0.0,936.37594,936.62615,null,gabors,90.0,-10.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,171,,,0,,False,14,test,2
3390,0.0,936.62615,936.87635,null,gabors,45.0,20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,60,,,0,,False,13,train,1
3391,0.0,936.87635,937.12656,null,gabors,0.0,30.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,58,,,0,,False,14,test,0
3392,0.0,937.12656,937.37677,null,gabors,0.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020753,40,,,0,,False,12,train,0
3393,0.0,937.37677,937.62698,null,gabors,45.0,10.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,102,,,0,,False,14,test,1
3394,0.0,937.62698,937.87718,null,gabors,90.0,20.0,"[20.0, 20.0]",10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,41,,,0,,False,14,test,2
3395,0.0,937.87718,938.12739,null,gabors,45.0,-10.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,95,,,0,,False,13,train,1
3396,0.0,938.12739,938.3776,null,gabors,0.0,-40.0,"[20.0, 20.0]",-10.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020747,103,,,0,,False,13,train,0
3397,0.0,938.3776,938.62782,null,gabors,0.0,30.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,59,,,0,,False,14,test,0
3398,0.0,938.62782,938.87804,null,gabors,45.0,40.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,215,,,0,,False,12,train,1
3399,0.0,938.87804,939.12826,null,gabors,90.0,-30.0,"[20.0, 20.0]",-40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,45,,,0,,False,14,test,2
3400,0.0,939.12826,939.37848,null,gabors,45.0,20.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25022003,60,,,0,,False,14,test,1
3401,0.0,939.37848,939.62868,null,gabors,45.0,-10.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,174,,,0,,False,13,train,1
3402,0.0,939.62868,939.87888,null,gabors,45.0,-30.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,7,,,0,,False,11,test,1
3403,0.0,939.87888,940.12908,null,gabors,0.0,20.0,"[20.0, 20.0]",-30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,229,,,0,,False,12,train,0
3404,0.0,940.12908,940.37928,null,gabors,45.0,-40.0,"[20.0, 20.0]",20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25019997,238,,,0,,False,13,train,1
3405,0.0,940.37928,940.62949,null,gabors,90.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,130,,,0,,False,10,train,2
3406,0.0,940.62949,940.87971,null,gabors,90.0,30.0,"[20.0, 20.0]",0.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,181,,,0,,False,13,train,2
3407,0.0,940.87971,941.12992,null,gabors,45.0,0.0,"[20.0, 20.0]",40.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,104,,,0,,False,14,test,1
3408,0.0,941.12992,941.38014,null,gabors,45.0,20.0,"[20.0, 20.0]",30.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25021503,145,,,0,,False,14,test,1
3409,0.0,941.38014,941.63034,null,gabors,45.0,10.0,"[20.0, 20.0]",-20.0,0.08,"[3644.93333333, 3644.93333333]",4.0,0.8,null,0.25020247,126,,,0,,False,13,train,1
