stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,spatial_frequency,x_position,y_position,frame,phase,temporal_frequency,stimulus_name,size,color,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1982,0.0,580.14374,580.39395,0.0,0.08,0.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,99,,,0,,False,10,train,0
1983,0.0,580.39395,580.64416,90.0,0.08,10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,219,,,0,,False,6,train,2
1984,0.0,580.64416,580.89437,90.0,0.08,-10.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,200,,,0,,False,7,train,2
1985,0.0,580.89437,581.14458,45.0,0.08,-20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,174,,,0,,False,8,test,1
1986,0.0,581.14458,581.39478,45.0,0.08,40.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,117,,,0,,False,8,test,1
1987,0.0,581.39478,581.64499,90.0,0.08,-40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,65,,,0,,False,9,train,2
1988,0.0,581.64499,581.8952,45.0,0.08,10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,72,,,0,,False,6,train,1
1989,0.0,581.8952,582.14542,45.0,0.08,-40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,210,,,0,,False,7,train,1
1990,0.0,582.14542,582.39563,90.0,0.08,40.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,144,,,0,,False,7,train,2
1991,0.0,582.39563,582.64584,0.0,0.08,-20.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,236,,,0,,False,7,train,0
1992,0.0,582.64584,582.89606,90.0,0.08,-10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,223,,,0,,False,11,test,2
1993,0.0,582.89606,583.14626,45.0,0.08,-20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,174,,,0,,False,9,train,1
1994,0.0,583.14626,583.39647,90.0,0.08,10.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,97,,,0,,False,10,train,2
1995,0.0,583.39647,583.64668,0.0,0.08,40.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,206,,,0,,False,9,train,0
1996,0.0,583.64668,583.89688,0.0,0.08,20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,69,,,0,,False,4,train,0
1997,0.0,583.89688,584.14709,45.0,0.08,-20.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,59,,,0,,False,10,train,1
1998,0.0,584.14709,584.39729,90.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,137,,,0,,False,11,test,2
1999,0.0,584.39729,584.6475,0.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,131,,,0,,False,8,test,0
2000,0.0,584.6475,584.89771,45.0,0.08,-10.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,186,,,0,,False,8,test,1
2001,0.0,584.89771,585.14792,90.0,0.08,30.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,8,,,0,,False,7,train,2
2002,0.0,585.14792,585.39812,45.0,0.08,0.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,18,,,0,,False,8,test,1
2003,0.0,585.39812,585.64833,90.0,0.08,0.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,155,,,0,,False,11,test,2
2004,0.0,585.64833,585.89854,0.0,0.08,-40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,106,,,0,,False,7,train,0
2005,0.0,585.89854,586.14875,0.0,0.08,0.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,99,,,0,,False,11,test,0
2006,0.0,586.14875,586.39896,90.0,0.08,30.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,25,,,0,,False,9,train,2
2007,0.0,586.39896,586.64918,0.0,0.08,10.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,79,,,0,,False,5,test,0
2008,0.0,586.64918,586.89939,90.0,0.08,-20.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,152,,,0,,False,10,train,2
2009,0.0,586.89939,587.1496,0.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,22,,,0,,False,9,train,0
2010,0.0,587.1496,587.3998,0.0,0.08,-10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,131,,,0,,False,9,train,0
2011,0.0,587.3998,587.65001,0.0,0.08,30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,5,,,0,,False,9,train,0
2012,0.0,587.65001,587.90022,0.0,0.08,10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,231,,,0,,False,8,test,0
2013,0.0,587.90022,588.15043,90.0,0.08,-40.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,163,,,0,,False,7,train,2
2014,0.0,588.15043,588.40064,0.0,0.08,-30.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,46,,,0,,False,7,train,0
2015,0.0,588.40064,588.65085,90.0,0.08,20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,130,,,0,,False,8,test,2
2016,0.0,588.65085,588.90106,0.0,0.08,0.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,203,,,0,,False,4,train,0
2017,0.0,588.90106,589.15127,90.0,0.08,-40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,56,,,0,,False,7,train,2
2018,0.0,589.15127,589.40148,45.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,48,,,0,,False,10,train,1
2019,0.0,589.40148,589.65169,90.0,0.08,-40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,45,,,0,,False,7,train,2
2020,0.0,589.65169,589.9019,45.0,0.08,-20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,228,,,0,,False,6,train,1
2021,0.0,589.9019,590.15211,0.0,0.08,-10.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,128,,,0,,False,5,test,0
2022,0.0,590.15211,590.40232,45.0,0.08,0.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,241,,,0,,False,6,train,1
2023,0.0,590.40232,590.65254,45.0,0.08,-20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,228,,,0,,False,7,train,1
2024,0.0,590.65254,590.90275,45.0,0.08,-40.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,67,,,0,,False,9,train,1
2025,0.0,590.90275,591.15295,0.0,0.08,0.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,28,,,0,,False,8,test,0
2026,0.0,591.15295,591.40315,0.0,0.08,0.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,123,,,0,,False,7,train,0
2027,0.0,591.40315,591.65336,45.0,0.08,-40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,68,,,0,,False,6,train,1
2028,0.0,591.65336,591.90356,90.0,0.08,30.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,4,,,0,,False,10,train,2
2029,0.0,591.90356,592.15377,90.0,0.08,-40.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,80,,,0,,False,10,train,2
2030,0.0,592.15377,592.40398,0.0,0.08,30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,5,,,0,,False,10,train,0
2031,0.0,592.40398,592.65419,90.0,0.08,20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,138,,,0,,False,7,train,2
2032,0.0,592.65419,592.9044,0.0,0.08,20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,238,,,0,,False,8,test,0
2033,0.0,592.9044,593.15461,90.0,0.08,-10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,223,,,0,,False,12,train,2
2034,0.0,593.15461,593.40482,90.0,0.08,10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,3,,,0,,False,6,train,2
2035,0.0,593.40482,593.65503,90.0,0.08,0.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,85,,,0,,False,11,test,2
2036,0.0,593.65503,593.90524,90.0,0.08,-20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,124,,,0,,False,7,train,2
2037,0.0,593.90524,594.15546,90.0,0.08,40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,140,,,0,,False,10,train,2
2038,0.0,594.15546,594.40567,45.0,0.08,40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,181,,,0,,False,7,train,1
2039,0.0,594.40567,594.65588,45.0,0.08,-10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,55,,,0,,False,8,test,1
2040,0.0,594.65588,594.9061,90.0,0.08,-10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,133,,,0,,False,9,train,2
2041,0.0,594.9061,595.15631,0.0,0.08,-30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,150,,,0,,False,7,train,0
2042,0.0,595.15631,595.40651,90.0,0.08,-40.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,163,,,0,,False,8,test,2
2043,0.0,595.40651,595.65672,45.0,0.08,-20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,228,,,0,,False,8,test,1
2044,0.0,595.65672,595.90693,45.0,0.08,10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,74,,,0,,False,7,train,1
2045,0.0,595.90693,596.15714,90.0,0.08,-30.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,184,,,0,,False,9,train,2
2046,0.0,596.15714,596.40735,0.0,0.08,-20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,84,,,0,,False,6,train,0
2047,0.0,596.40735,596.65756,45.0,0.08,-20.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,59,,,0,,False,11,test,1
2048,0.0,596.65756,596.90777,0.0,0.08,20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,69,,,0,,False,5,test,0
2049,0.0,596.90777,597.15797,90.0,0.08,-20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,162,,,0,,False,9,train,2
2050,0.0,597.15797,597.40817,45.0,0.08,-20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,118,,,0,,False,10,train,1
2051,0.0,597.40817,597.65838,0.0,0.08,20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,238,,,0,,False,9,train,0
2052,0.0,597.65838,597.90858,45.0,0.08,40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020324,38,,,0,,False,10,train,1
2053,0.0,597.90858,598.1588,90.0,0.08,-10.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,133,,,0,,False,10,train,2
2054,0.0,598.1588,598.40901,0.0,0.08,10.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,79,,,0,,False,6,train,0
2055,0.0,598.40901,598.65923,45.0,0.08,0.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,241,,,0,,False,7,train,1
2056,0.0,598.65923,598.90945,90.0,0.08,-10.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021676,200,,,0,,False,8,test,2
2057,0.0,598.90945,599.15965,45.0,0.08,10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,74,,,0,,False,8,test,1
2058,0.0,599.15965,599.40986,45.0,0.08,-20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,107,,,0,,False,7,train,1
2059,0.0,599.40986,599.66007,45.0,0.08,-10.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,197,,,0,,False,6,train,1
2060,0.0,599.66007,599.91027,45.0,0.08,-40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,210,,,0,,False,8,test,1
2061,0.0,599.91027,600.16048,45.0,0.08,-20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,118,,,0,,False,11,test,1
2062,0.0,600.16048,600.41068,90.0,0.08,0.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,88,,,0,,False,5,test,2
2063,0.0,600.41068,600.66089,45.0,0.08,30.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,224,,,0,,False,5,test,1
2064,0.0,600.66089,600.9111,45.0,0.08,0.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,191,,,0,,False,5,test,1
2065,0.0,600.9111,601.16131,90.0,0.08,20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,35,,,0,,False,7,train,2
2066,0.0,601.16131,601.41151,90.0,0.08,10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,3,,,0,,False,7,train,2
2067,0.0,601.41151,601.66172,0.0,0.08,30.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,23,,,0,,False,9,train,0
2068,0.0,601.66172,601.91193,45.0,0.08,20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,108,,,0,,False,6,train,1
2069,0.0,601.91193,602.16215,45.0,0.08,20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,167,,,0,,False,7,train,1
2070,0.0,602.16215,602.41237,0.0,0.08,-40.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,14,,,0,,False,7,train,0
2071,0.0,602.41237,602.66259,45.0,0.08,0.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,241,,,0,,False,8,test,1
2072,0.0,602.66259,602.91281,90.0,0.08,40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021926,127,,,0,,False,3,train,2
2073,0.0,602.91281,603.16301,90.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,27,,,0,,False,8,test,2
2074,0.0,603.16301,603.41321,45.0,0.08,30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,58,,,0,,False,7,train,1
2075,0.0,603.41321,603.66341,45.0,0.08,-30.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,207,,,0,,False,6,train,1
2076,0.0,603.66341,603.91361,0.0,0.08,20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020074,50,,,0,,False,10,train,0
2077,0.0,603.91361,604.16382,0.0,0.08,30.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,168,,,0,,False,10,train,0
2078,0.0,604.16382,604.41403,0.0,0.08,-40.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,20,,,0,,False,7,train,0
2079,0.0,604.41403,604.66424,45.0,0.08,-30.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,207,,,0,,False,7,train,1
2080,0.0,604.66424,604.91445,90.0,0.08,-10.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020926,200,,,0,,False,9,train,2
2081,0.0,604.91445,605.16466,0.0,0.08,-30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,226,,,0,,False,8,test,0
2082,0.0,605.16466,605.41487,0.0,0.08,10.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,109,,,0,,False,5,test,0
2083,0.0,605.41487,605.66508,90.0,0.08,20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,138,,,0,,False,8,test,2
2084,0.0,605.66508,605.91529,90.0,0.08,-30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021074,111,,,0,,False,8,test,2
2085,0.0,605.91529,606.1655,0.0,0.08,40.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,62,,,0,,False,9,train,0
2086,0.0,606.1655,606.41571,0.0,0.08,30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,66,,,0,,False,9,train,0
2087,0.0,606.41571,606.66593,45.0,0.08,30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,102,,,0,,False,6,train,1
2088,0.0,606.66593,606.91614,90.0,0.08,40.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021176,78,,,0,,False,8,test,2
2089,0.0,606.91614,607.16634,0.0,0.08,20.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,69,,,0,,False,6,train,0
2090,0.0,607.16634,607.41655,45.0,0.08,-40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,145,,,0,,False,9,train,1
2091,0.0,607.41655,607.66676,45.0,0.08,-40.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,68,,,0,,False,7,train,1
2092,0.0,607.66676,607.91696,90.0,0.08,40.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020574,60,,,0,,False,8,test,2
2093,0.0,607.91696,608.16717,45.0,0.08,0.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,225,,,0,,False,9,train,1
2094,0.0,608.16717,608.41737,90.0,0.08,-20.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,242,,,0,,False,1,train,2
2095,0.0,608.41737,608.66758,45.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,48,,,0,,False,11,test,1
2096,0.0,608.66758,608.91779,45.0,0.08,20.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,143,,,0,,False,7,train,1
2097,0.0,608.91779,609.168,90.0,0.08,30.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,113,,,0,,False,10,train,2
2098,0.0,609.168,609.4182,90.0,0.08,-10.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,169,,,0,,False,10,train,2
2099,0.0,609.4182,609.66841,0.0,0.08,-10.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,158,,,0,,False,6,train,0
2100,0.0,609.66841,609.91862,90.0,0.08,-30.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020824,61,,,0,,False,9,train,2
2101,0.0,609.91862,610.16883,45.0,0.08,40.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,181,,,0,,False,8,test,1
2102,0.0,610.16883,610.41903,0.0,0.08,-40.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,106,,,0,,False,8,test,0
2103,0.0,610.41903,610.66924,0.0,0.08,-20.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,122,,,0,,False,10,train,0
2104,0.0,610.66924,610.91945,45.0,0.08,20.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,108,,,0,,False,7,train,1
2105,0.0,610.91945,611.16966,0.0,0.08,10.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,43,,,0,,False,10,train,0
2106,0.0,611.16966,611.41987,45.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,159,,,0,,False,7,train,1
2107,0.0,611.41987,611.67009,90.0,0.08,0.0,-40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,173,,,0,,False,8,test,2
2108,0.0,611.67009,611.9203,45.0,0.08,10.0,20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,41,,,0,,False,9,train,1
2109,0.0,611.9203,612.17051,0.0,0.08,20.0,-30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,22,,,0,,False,10,train,0
2110,0.0,612.17051,612.42071,0.0,0.08,0.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,203,,,0,,False,5,test,0
2111,0.0,612.42071,612.67092,90.0,0.08,0.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,10,,,0,,False,10,train,2
2112,0.0,612.67092,612.92113,90.0,0.08,-10.0,40.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25020676,27,,,0,,False,9,train,2
2113,0.0,612.92113,613.17134,45.0,0.08,40.0,10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,121,,,0,,False,10,train,1
2114,0.0,613.17134,613.42155,90.0,0.08,-20.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,124,,,0,,False,8,test,2
2115,0.0,613.42155,613.67177,45.0,0.08,-20.0,-10.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,107,,,0,,False,8,test,1
2116,0.0,613.67177,613.92198,90.0,0.08,-30.0,-20.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021324,111,,,0,,False,9,train,2
2117,0.0,613.92198,614.1722,90.0,0.08,0.0,0.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,88,,,0,,False,6,train,2
2118,0.0,614.1722,614.42241,45.0,0.08,10.0,30.0,null,"[3644.93333333, 3644.93333333]",4.0,gabors,"[20.0, 20.0]",null,0.8,0.25021426,209,,,0,,False,10,train,1
