session_id,ecephys_unit_id,group,ecephys_structure_acronym,unit_split,spatial_model,released_azimuth_rf_deg,released_elevation_rf_deg,released_area_rf_deg2,released_width_rf_deg,released_height_rf_deg,axis_center_x_deg,axis_center_y_deg,axis_sigma_x_deg,axis_sigma_y_deg,axis_area_deg2,axis_train_deviance,axis_test_deviance,axis_optimizer_nfev,axis_censored,axis_edge_distance_deg,rotation_center_x_deg,rotation_center_y_deg,rotation_sigma_major_deg,rotation_sigma_minor_deg,rotation_angle_deg,rotation_axis_ratio,rotation_area_deg2,rotation_train_deviance,rotation_test_deviance,rotation_optimizer_nfev,rotation_test_gain,rotation_train_gain,rotation_sigma_lower_bound,rotation_sigma_upper_bound,axis_parameters,rotation_parameters,model_elapsed_seconds
829720705,951131440,HVA,VISam,evaluation,aperture,90,45,200,3353.7672,3991.4104,50.5122571,33.7930252,2.00016074,2.01371194,17.5415341,1.96980883,1.83026829,18,False,-10.5122571,50.6873076,33.8289535,2.00005945,2,-22.240733,1.00002972,17.4212065,1.96981099,1.83026292,12,5.37058264e-06,-2.16367281e-06,True,False,"[0.7253102986853915, 0.7600108479486463, 3.991801246881396, 7.371086574827165, 50.512257068839, 33.79302521693152, 2.000160738374652, 2.013711940998481]","[0.7253035706014089, 0.8542179007405976, 4.473332846788933, 8.267184625445175, 50.68730762176981, 33.82895349668666, 2.000059449472105, 2.000000000004822, -0.3881740193276695]",1.67804573
829720705,951131440,HVA,VISam,evaluation,point,90,45,200,3353.7672,3991.4104,40.0822265,34.2336533,2.03129352,3.18562548,28.1820596,1.96981965,1.83025505,25,False,-0.0822265068,41.21371,34.553708,2.22791142,2.05005715,-46.492404,1.08675576,19.8915771,1.96981316,1.83025666,15,-1.60259048e-06,6.4937249e-06,False,False,"[0.7253061551816077, 0.456065906202606, 2.3864642309991733, 4.411134924098252, 40.082226506760406, 34.23365333211252, 2.031293519809857, 3.1856254791604592]","[0.7253061413757639, 2.370880547269078, 12.396892376214899, 22.9214823186049, 41.213709956720805, 34.55370801807324, 2.227911419954464, 2.0500571507461247, -0.8114455270317507]",0.150120593
829720705,951131446,HVA,VISam,evaluation,aperture,20,21.818,1100,167.35002,168.41858,-8.24778447,0.792192195,12.5522136,2,109.334103,2.07289785,2.08920727,17,True,31.7522155,-18.7752882,10.0138106,34.7979022,3.717298,-30.0395915,9.36107414,563.359694,2.06942232,2.0856262,15,0.00358107445,0.00347552823,False,False,"[0.7226670883737056, 0.22984687538602752, 1.0255949254917593, 0.516405178612817, -8.247784467465523, 0.792192195392491, 12.552213629300068, 2.0000000000007097]","[0.6925750384272401, 0.3096835602100799, 0.6750449112083726, 0.42793054649138623, -18.77528823015581, 10.013810561160772, 34.797902242406565, 3.7172980049396553, -0.5242897779306723]",3.29083223
829720705,951131446,HVA,VISam,evaluation,point,20,21.818,1100,167.35002,168.41858,-5.95824907,3.57488388,12.6180855,3.00758665,165.278721,2.07328941,2.09188469,30,False,34.0417509,-5.42797849,1.89599183,15.6643793,4.19706515,-17.6007919,3.73222211,286.328271,2.07007613,2.10331357,24,-0.0114288804,0.00321327542,False,False,"[0.7306217712961893, 0.45710245906731833, 2.504094865734819, 0.9570226728778946, -5.958249066684879, 3.5748838807005887, 12.618085510949994, 3.007586651237059]","[0.7251790738963699, 0.1979501928840808, 1.4188957752802425, 0.5222324131239139, -5.42797849187139, 1.8959918312030197, 15.664379333219955, 4.197065147379083, -0.3071917688754291]",0.250204776
829720705,951131448,HVA,VISam,evaluation,aperture,55,5,400,60.375201,50.029674,10.2477234,-4.37914508,2,4.85574805,42.2952377,1.20044938,1.35996615,18,True,29.7522766,10.2677137,-4.21304624,4.81032439,2.00000027,70.1883784,2.40516187,41.8995877,1.20008863,1.36190702,28,-0.00194087125,0.000360753456,True,False,"[0.26287523323951106, 0.5135420672522552, 0.19238832755291754, 0.9077768040079598, 10.247723426447564, -4.379145082938003, 2.0000000000000004, 4.855748052695137]","[0.26271789538942986, 0.48661755228925324, 0.19055333673152036, 0.9278995599634695, 10.267713745771509, -4.213046235746773, 4.810324393247434, 2.000000273622266, 1.2250182989259786]",2.91517084
829720705,951131448,HVA,VISam,evaluation,point,55,5,400,60.375201,50.029674,9.74532181,-6.80226896,4.44403509,5.67424114,109.822316,1.1993015,1.36071112,20,False,30.2546782,10.8594717,-5.06405725,4.83938631,2.28017409,36.3550711,2.1223758,48.0577714,1.19708536,1.3664763,183,-0.00576517593,0.00221613609,False,False,"[0.2672916252343195, 0.6592519591568706, 0.3475702091722334, 1.3848731376217636, 9.745321811981738, -6.802268961311621, 4.444035092632765, 5.674241143384454]","[0.2667721872813358, 2.0557523980697754, 1.3185142821124474, 5.382217343752797, 10.859471746990941, -5.064057247610868, 4.839386311974531, 2.2801740880093946, 0.6345156905696614]",1.25418884
829720705,951131450,HVA,VISam,calibration,aperture,28.75,41.25,800,190.98615,37.56869,-19.4871145,30.0341088,11.144801,11.1477075,541.082155,1.16201071,0.990201296,9,False,9.96589123,-19.0509037,30.1349243,13.2836165,10.0987737,47.2986254,1.31536926,584.238672,1.16081265,0.986167101,11,0.00403419426,0.00119806838,False,False,"[0.17266979682570816, 0.46631068263126835, 0.4814556344855858, 0.9647686010260534, -19.487114540485255, 30.03410877008575, 11.144800979940367, 11.147707487665416]","[0.1709508419635631, 0.449019979335568, 0.4816921313150752, 0.9434234442825585, -19.05090368290735, 30.13492426170376, 13.283616514281416, 10.098773725798992, 0.8255167443072722]",1.4555931
829720705,951131450,HVA,VISam,calibration,point,28.75,41.25,800,190.98615,37.56869,-19.4894052,30.0290693,12.2954515,12.2570467,656.350243,1.16198421,0.990210339,9,False,9.97093067,-19.0620083,30.1491238,14.2375404,11.3917823,47.3462188,1.24980798,706.36956,1.1608432,0.986198123,15,0.00401221644,0.00114101483,False,False,"[0.17254882925046713, 0.4684074092832524, 0.4837843878788211, 0.9685936306051762, -19.489405169541687, 30.029069332615133, 12.29545151800129, 12.257046660446203]","[0.17074791137138903, 0.4505009474592817, 0.4826006456504361, 0.9444634474325787, -19.06200828675336, 30.14912383721928, 14.237540399224226, 11.391782293816442, 0.8263474071685466]",0.100911774
829720705,951131452,HVA,VISam,calibration,aperture,25,40,1200,23.827851,34.853327,-22.3370323,29.8230042,23.7610699,13.5771362,1405.01025,1.4962071,1.44388125,11,False,10.1769958,-22.6524635,29.997205,24.0513024,13.6632209,-2.97269005,1.76029522,1431.18909,1.49520856,1.44543436,12,-0.00155311031,0.000998533973,False,False,"[0.4999032326001331, 3.7412138810081967, 3.9508671103954067, 4.500943447822255, -22.33703229407862, 29.82300422949516, 23.761069875430138, 13.577136153960883]","[0.4947797824538766, 3.7356111239276557, 3.9398601469722236, 4.487871383284631, -22.652463461221558, 29.99720503460814, 24.051302425403932, 13.663220857607605, -0.05188322907700105]",1.7552935
829720705,951131452,HVA,VISam,calibration,point,25,40,1200,23.827851,34.853327,-22.3313998,29.8320458,24.2945139,14.5137726,1535.65571,1.49627323,1.44400941,11,False,10.1679542,-22.6453938,30.004552,24.5777149,14.5938067,-2.95861469,1.68411953,1562.1237,1.49528362,1.44553896,12,-0.00152954551,0.000989612914,False,False,"[0.499312100728967, 3.743049028145958, 3.952748808250304, 4.5034407671733465, -22.331399804328633, 29.832045797878894, 24.29451385791013, 14.51377264781943]","[0.49421201988836955, 3.737281388881918, 3.941606044625749, 4.4902096885897365, -22.645393796451042, 30.00455196097764, 24.577714924063894, 14.59380670818998, -0.051637567636136694]",0.131461615
