session_id,held_out_probe_id,held_out_area,offset_scale,visual_offset_azimuth_deg,visual_offset_elevation_deg,observed_azimuth_deg,observed_elevation_deg,predicted_azimuth_deg,predicted_elevation_deg,vector_error_deg,mean_training_area_distance_px,selected_offset_scale
715093703,810755797,VISam,0.25,-0.24740315240763122,1.0115579087193172,59.84528213,3.0448364000000003,58.30595012551308,-2.6401204804641534,5.889675521858097,0.5966757851271741,0.25
715093703,810755801,VISp,0.25,0.2931618107956915,1.6489179262652085,48.90786289,-9.0498808,55.544817637752104,-0.1601340264542983,11.093996846108956,0.6584007933827809,0.25
715093703,810755803,VISl,0.25,0.09024121716306954,0.9753003272511367,26.658920000000002,22.3312447,30.707331589958272,-1.0949880566860632,23.773472980869656,0.1295037229710904,0.25
715093703,810755805,VISrl,0.25,0.20967113204427656,0.22960172828243453,24.43637435,23.4105089,14.92703281556477,1.338049252105256,24.033748174732896,0.0,0.25
715093703,810755807,VISrl,0.25,0.18555633380631287,2.4265407263689465,26.9052859,-16.6770915,35.18555633380631,-11.316102556463383,9.864232403471078,0.0,0.25
755434585,760642621,VISam,0.5,14.8059310618372,3.667766530995521,57.76390234,-3.5604551,67.68895702057164,-15.344236063964999,15.40662858055067,0.0,0.5
755434585,760642628,VISp,0.5,14.902728060167497,6.80583946607048,56.68944373,5.04235917,65.75804643570834,12.343937552711171,11.6427059532076,0.20393333318658335,0.5
755434585,760642631,VISl,0.5,8.327792909240888,7.869947776447911,66.897737,3.89504993,43.327792909240884,5.6067643313007265,23.632017066537742,0.0,0.5
755434585,760642634,VISal,0.5,8.328235868409905,-0.20962800494137457,83.7324261,30.777219,48.97916738380219,4.19692240194041,43.75272744224978,0.010303434434954776,0.5
756029989,760640083,VISam,0.25,0.8537766496687142,3.5639183178020652,54.7702969,-2.5778870000000005,58.77385157914772,-8.798229310632413,7.397371731254918,0.22975460124041192,0.25
756029989,760640090,VISp,0.25,0.7069540735493849,3.7927710385802444,52.78058716,1.6656433699999995,60.18781131862308,12.989686860918628,13.531479251002306,0.11298250766331726,0.25
756029989,760640094,VISl,0.25,0.6607016778822059,2.6221647736656655,41.90706723,33.9747546,39.63769005196668,16.02212798837637,18.09549322435162,0.14721720034581295,0.25
756029989,760640097,VISal,0.25,-0.014910701170880447,2.2915608213813963,85.8704912,19.00898742,47.9403157783511,2.2916870286687945,41.45077007597158,0.10993728770478131,0.25
756029989,760640104,VISrl,0.25,0.5512470638025118,2.273346401173365,16.0407809,-8.795578599999999,20.551247063802514,-22.726653598826637,14.64305827475053,0.09722776813381129,0.25
757216464,769322745,VISam,0.5,5.263196754643968,8.952450094638099,83.71328075,24.936242,44.51554912444338,8.952450094638099,42.3313567968601,0.0,0.5
757216464,769322749,VISp,0.5,9.168175908549147,12.248884716963802,50.608178416,15.29712688,29.898896042790284,9.778005890828629,21.432103790959175,0.0,0.5
757216464,769322751,VISl,0.5,4.059939610684189,11.415981045567042,74.02122779999999,19.734739474999998,32.99367452529815,28.619283720119284,41.978509432231874,0.0,0.5
757216464,769322753,VISal,0.5,11.229549994971226,9.131743135428348,22.3567782,37.30403785,28.608771307731207,11.689440042880737,26.366551512088144,0.21881424368320435,0.5
757216464,769322755,VISrl,0.5,12.921507364654117,10.752712495200287,36.1305134,1.0228201099999996,44.33767052479053,-9.270617025559298,13.164812043273205,0.0,0.5
768515987,773549842,VISam,0.25,2.883965296812204,-0.30776104695772855,54.05266153,-7.291166799999999,56.82369022267103,-7.165678689964641,2.7738686489028943,0.13889656900671185,0.25
768515987,773549848,VISp,0.25,2.1443499330288125,-0.19570914348321122,58.721016765,-0.8666847999999998,56.89530132171202,4.567464050322102,5.732644294504697,0.07109141362624129,0.25
768515987,773549850,VISl,0.25,1.1276052029436903,-0.24504065023542349,50.0952017406,-5.982632499999999,35.74320322577481,-5.245040650235423,14.370939534574049,0.0,0.25
768515987,773549852,VISal,0.25,0.737409863116719,-0.6154694812665991,70.3034155,18.363594024999998,48.92716450464058,-0.6154694812665988,28.58581743087829,0.0,0.25
768515987,773549856,VISrl,0.25,2.806313477364644,-0.15228245318631783,37.832738649999996,-24.47101285,38.921195720626365,-15.152282453186318,9.382082658082684,0.1853466226741068,0.25
774875821,792602650,VISam,0.25,2.304582322812707,0.5849855603945241,39.4081412,11.06094377,37.3045823228127,0.5849855603945241,10.685067166807793,0.0,0.25
774875821,792602654,VISp,0.25,1.8359931560721385,2.523008013501128,38.64665535,5.955944455,30.202855629265002,7.812354943488295,8.645462024996341,0.10962023999395853,0.25
774875821,792602656,VISl,0.25,1.0921795528492666,1.7133658751906804,45.140278415,9.2372200195,31.469335715965574,5.284291309018234,14.230963413291233,0.26324800390304404,0.25
774875821,792602658,VISal,0.25,1.012000392881479,-0.4533423187846175,69.27696664999999,17.433437435000002,45.49441091257751,-5.4533423187846175,33.00628190059966,0.056961964967157996,0.25
774875821,792602660,VISrl,0.25,2.3900544606534853,1.9122704736875,32.3924021,-19.1072245,37.92205397094929,-14.736373528147062,7.048502538272992,0.0,0.25
778240327,792607545,VISam,0.25,1.443732152744062,0.06827785269621445,27.3792129,17.96294729,48.04811865270122,-14.931722147303786,38.84923348540526,0.2909622582840875,0.25
778240327,792607549,VISp,0.25,0.484251020495742,2.1115232795040457,35.0535221,0.5184378899999995,40.48425102049574,0.7156155204745684,5.434307281141579,0.6087737235245363,0.25
778240327,792607553,VISl,0.25,-0.5279303592644644,1.7890744526599074,43.00186763,-4.902477899999999,35.66682276995426,-3.210925547340093,7.527564842674735,0.23029037233085958,0.25
778240327,792607557,VISal,0.25,-0.4546968780797225,1.2130417342432394,65.34669009999999,8.099932899999999,39.54208287537429,-3.786958265756761,28.410841867212433,0.06300411936416594,0.25
778240327,792607559,VISrl,0.25,1.0697220892000168,1.0246818869343821,21.14091075,-16.0063823,35.89314049682551,-19.33623731031771,15.12336658594446,0.2737547236609402,0.25
781842082,792586876,VISam,0.5,4.169695195915049,-0.8155631089527291,35.854909899999996,4.3004224650000005,45.26229791200932,-10.815563108952729,17.804268282646266,0.0,0.5
781842082,792586881,VISp,0.5,2.1229405349864328,1.698567778935411,51.13510262,2.72769025,53.42397895539655,7.822616094304912,5.585447541397597,0.0,0.5
781842082,792586883,VISal,0.5,2.1980528020947716,1.9324406876967946,40.02571088,-17.3067146,38.550167629717635,0.6056842633008517,17.973070436668173,0.0,0.5
781842082,792586887,VISal,0.5,-0.34993505876169095,-1.3891739704395087,80.92349055,6.23468123,44.65006494123831,-3.8891739704395443,37.65971122451465,0.008554306481173057,0.5
781842082,792586891,VISrl,0.5,2.174255439828329,0.5070281787500002,27.31953,-19.071742649999997,25.217591314324686,-21.878263203263042,3.50638044915642,0.0,0.5
786091066,792623916,VISam,0.5,7.067081593007018,-2.1554852178406128,42.25736816,0.4478127599999997,43.073814428325115,-23.07555755774351,23.53753461207776,0.43141953293170765,0.5
786091066,792623921,VISp,0.5,5.796190465562178,-0.06927698407496836,45.95656149,6.543057825,44.80887444685247,-7.177856987160739,13.768830336364113,0.12177708181568647,0.5
786091066,792623925,VISal,0.5,3.6071011358017415,2.378824279159288,60.8720362,-17.811632,46.68683326117489,-2.621175720840712,20.783886652517673,0.324225259721281,0.5
786091066,792623928,VISal,0.5,2.8115559263457612,0.7612626854381475,84.5077293,7.30509262,47.17822202130479,5.273074045586297,37.38477247699818,0.4334077541861591,0.5
786091066,792623931,VISrl,0.5,5.913894051230665,1.114787981752307,26.9343889,-7.7929146,32.42486063924865,-7.7934364291032034,5.490471764046667,0.25520814952461635,0.5
794812542,810758777,VISam,0.5,-0.45518586605638944,0.39868130635786825,58.21926864,12.54546175,57.28617906046728,-2.3989760286729562,14.973539217034162,0.29724780128622236,0.5
794812542,810758781,VISp,0.5,0.18024176514724388,0.6827021781861997,57.93607129,6.2820349,60.18029032995079,5.015971056593136,2.5767104522743365,0.29723895641348197,0.5
794812542,810758783,VISl,0.5,10.99579462904728,5.404400523130324,35.0479402,-10.2576471,51.68303260223935,0.4044005231303238,19.758683122843493,0.0,0.5
794812542,810758785,VISal,0.5,-0.9568558092312713,0.6169118272450707,85.5113113,1.6034999499999998,37.45198704655534,-3.703752273118667,48.35147954155625,0.2718687601987071,0.5
794812542,810758787,VISrl,0.5,0.18024036261886245,1.2584065163677742,27.6342132,-15.3113652,39.46412313919976,-13.698876158363477,11.9393002340579,0.29723946123196043,0.5
798911424,800036196,VISam,0.25,3.1252820841229223,3.2993207537817635,57.3469213,24.7348086,50.090979339698244,3.2993207537817635,22.6302636515052,1.0963606762903206,0.25
798911424,800036198,VISam,0.25,2.837712866536336,3.2533846674846534,40.76896649,47.353531849999996,37.837712866536336,3.2533846674846534,44.19745727216199,1.112672395990614,0.25
798911424,800036200,VISp,0.25,2.278738290084423,4.448201119588627,57.04790227,13.376311405,36.53812916976824,19.07298953933741,21.286214656186015,1.1281663862734017,0.25
798911424,800036202,VISl,0.25,2.4975219982925925,3.58670571002886,44.36174278,-3.691985,34.58223780798808,-1.3493874008316737,10.056166317699558,0.948066585508004,0.25
798911424,800036204,VISal,0.25,2.5732848309293423,3.2560160760128825,79.8394313,17.561158300000002,41.74120220037665,-1.7439839239871175,42.71022801175098,0.8921223870993231,0.25
798911424,800036206,VISrl,0.25,1.7602654128028874,4.622253925112055,41.13292261,-1.0305298500000006,40.51026541280289,-5.6749488720907415,4.685971621550826,0.5340690503120461,0.25
829720705,832129149,VISam,0.5,4.7140304354537275,-1.5144101616210468,62.2883992,24.0643568,45.0132144789714,-7.453201675089424,35.94145933843451,0.10882280671310349,0.5
829720705,832129154,VISp,0.5,5.476632424513275,0.8909965478590092,73.5039633,9.138638917,58.68034714936713,26.792622416628888,23.052174066375443,0.010034942746630842,0.5
829720705,832129157,VISl,0.5,3.785247965048514,-2.229364417782811,71.20270575,19.413757134999997,41.569870530034436,12.71445288181807,30.380678080818626,3.0784690352447797e-09,0.5
829720705,832129159,VISal,0.5,4.81024121778654,1.6408330751878102,44.72660068,-13.5409924,39.81024121778654,-3.3591669248121896,11.306642311883722,0.016056187955825862,0.5
829720705,832129161,VISrl,0.5,4.801273446230338,-0.26830384439570887,14.3802941,-6.507021000000002,15.845039863716796,0.2942433203345671,6.9572032101543755,0.20538156932940727,0.5
831882777,832810573,VISam,0.25,2.88971451960904,2.530820625009152,41.082098625,20.810501950000003,38.346315133184106,2.530820625009152,18.48326975016357,0.0,0.25
831882777,832810578,VISp,0.25,3.3241177789989784,4.763963270758204,70.57687250000001,13.36854569,71.75070338695531,15.187127316980519,2.1645133598944084,0.26503588290512997,0.25
831882777,832810582,VISal,0.25,-0.005618237199150222,3.1435495201700476,70.96743185,18.967866524999998,33.19669862673077,2.886442363123686,41.05168073657342,0.0010884877908097224,0.25
847657808,848037568,VISam,0.5,14.541393629601838,9.039829937145274,24.03661625,29.441574000000003,62.73896682275439,4.655522901296327,45.95889760344489,0.27957465626595995,0.5
847657808,848037572,VISp,0.5,9.409660334786373,9.196457460306256,46.89790791,15.42456793,47.30146879492442,20.446584150651603,5.0382048696265604,0.054821982892924837,0.5
847657808,848037574,VISl,0.5,2.4359597836637956,8.889671416754755,73.50888739999999,13.58962058,40.853462182987705,13.662913600898914,32.65550746766607,3.247780109648815e-08,0.5
847657808,848037576,VISal,0.5,2.7613813047542592,5.7258988269999875,91.0762568,21.287651500000003,51.61503507443468,4.504828549723811,42.881827925760646,0.018838067236984557,0.5
847657808,848037578,VISrl,0.5,11.580437799366342,7.96519797771839,37.1112295,2.59697966,44.56639291973229,-4.994272961314341,10.639857986623989,0.15871692101990703,0.5
