session_id,held_out_probe_id,held_out_area,offset_scale,visual_offset_azimuth_deg,visual_offset_elevation_deg,observed_azimuth_deg,observed_elevation_deg,predicted_azimuth_deg,predicted_elevation_deg,vector_error_deg,mean_training_area_distance_px
715093703,810755797,VISam,0.0,-0.0,0.0,59.84528213,3.0448364000000003,58.74979391905265,-3.7228182117144013,6.855745281425197,0.8004610461844788
715093703,810755801,VISp,0.0,0.0,0.0,48.90786289,-9.0498808,59.35967977949351,0.22167700351108038,13.971480250687437,0.7086018157269435
715093703,810755803,VISl,0.0,-0.0,0.0,26.658920000000002,22.3312447,31.94976763861934,7.862813486031383,15.405472096901969,0.3427277224022873
715093703,810755805,VISrl,0.0,0.0,0.0,24.43637435,23.4105089,15.0,2.302908562203988,23.12089861777574,0.010906216459446227
715093703,810755807,VISrl,0.0,0.0,0.0,26.9052859,-16.6770915,35.740403433475464,-14.001585298528049,9.231339841238674,0.19091953562439185
715093703,810755797,VISam,0.25,-0.24740315240763122,1.0115579087193172,59.84528213,3.0448364000000003,58.30595012551308,-2.6401204804641534,5.889675521858097,0.5966757851271741
715093703,810755801,VISp,0.25,0.2931618107956915,1.6489179262652085,48.90786289,-9.0498808,55.544817637752104,-0.1601340264542983,11.093996846108956,0.6584007933827809
715093703,810755803,VISl,0.25,0.09024121716306954,0.9753003272511367,26.658920000000002,22.3312447,30.707331589958272,-1.0949880566860632,23.773472980869656,0.1295037229710904
715093703,810755805,VISrl,0.25,0.20967113204427656,0.22960172828243453,24.43637435,23.4105089,14.92703281556477,1.338049252105256,24.033748174732896,0.0
715093703,810755807,VISrl,0.25,0.18555633380631287,2.4265407263689465,26.9052859,-16.6770915,35.18555633380631,-11.316102556463383,9.864232403471078,0.0
715093703,810755797,VISam,0.5,-4.074873392939811,2.582256711074839,59.84528213,3.0448364000000003,51.81674638547119,-0.3415095166583413,8.71347949262781,0.422917788627662
715093703,810755801,VISp,0.5,-0.03819010653532828,4.381452650378349,48.90786289,-9.0498808,49.335229674362296,-0.6185473496216511,8.44215766968641,0.42769418462383024
715093703,810755803,VISl,0.5,0.922894828167717,2.2640518059375454,26.658920000000002,22.3312447,30.01465958478265,1.7797729591181377,20.823639904616652,0.09360072731235433
715093703,810755805,VISrl,0.5,0.9724657630781994,1.3904568671627358,24.43637435,23.4105089,19.2000597188133,4.472894646575588,19.64821173868715,0.0
715093703,810755807,VISrl,0.5,0.12377872431584613,4.408756199927111,26.9052859,-16.6770915,35.69892995509089,-9.618584810588864,11.276111583879308,0.14489023380098404
715093703,810755797,VISam,0.75,-6.22912951348148,5.456329652556418,59.84528213,3.0448364000000003,49.751885773868224,0.3175598378015678,10.45536644258302,0.7771247701939086
715093703,810755801,VISp,0.75,-0.8970777471745448,7.511362645719121,48.90786289,-9.0498808,44.32197109159171,1.1194488838296452,11.155521942299567,0.2101193523470124
715093703,810755803,VISl,0.75,2.65409010151659,3.8099512686242654,26.658920000000002,22.3312447,28.865361941617156,3.8099512686242654,18.652257139897284,0.4672783807261731
715093703,810755805,VISrl,0.75,2.746848949444074,3.007623110478349,24.43637435,23.4105089,14.477634408924823,4.068580142175977,21.755153625904505,0.05460835438876264
715093703,810755807,VISrl,0.75,0.16298113671964565,8.69491121352836,26.9052859,-16.6770915,35.162981136719644,-5.049321777931617,14.261646445343978,0.5171681987213086
715093703,810755797,VISam,1.0,-7.300798095211842,11.64068195,59.84528213,3.0448364000000003,33.40053808468517,5.642503604458443,26.572022176103445,0.11200738355251971
715093703,810755801,VISp,1.0,-1.9811904380000023,9.986020623385887,48.90786289,-9.0498808,40.18739565988017,4.744475078872268,16.319644690512465,0.2357520592550124
715093703,810755803,VISl,1.0,-1.698822140951446,6.697914091773308,26.658920000000002,22.3312447,24.899596155736436,9.06442287843413,13.382966100015746,0.04699871042243231
715093703,810755805,VISrl,1.0,1.7789249447727364,0.9658441028250149,24.43637435,23.4105089,20.436546836871297,3.2120819785670864,20.590654924874222,0.0
715093703,810755807,VISrl,1.0,0.4461273946847193,12.699301938414944,26.9052859,-16.6770915,30.44612739468472,1.9904077406820555,19.000344375598726,0.45218405241269355
755434585,760642621,VISam,0.0,0.0,0.0,57.76390234,-3.5604551,56.03298672912769,-5.013695189220745,2.260083097781977,0.25658634558206
755434585,760642628,VISp,0.0,0.0,0.0,56.68944373,5.04235917,56.879131163660375,0.7891506720111371,4.257436300152164,0.0
755434585,760642631,VISl,0.0,0.0,0.0,66.897737,3.89504993,40.0,7.95761026285828,27.202805961504833,0.0
755434585,760642634,VISal,0.0,0.0,-0.0,83.7324261,30.777219,45.46596913698414,3.9295701951482203,46.74524547856182,0.0
755434585,760642621,VISam,0.25,6.724434250000002,1.035539670847876,57.76390234,-3.5604551,62.90710054578386,-7.782291434098538,6.654050632200879,0.03411133761394799
755434585,760642628,VISp,0.25,6.909135246458749,0.40214503718697936,56.68944373,5.04235917,61.909135246458746,1.6797900618383443,6.209029757873163,0.3657217272815487
755434585,760642631,VISl,0.25,1.343568057830467,0.9723181523859841,66.897737,3.89504993,40.591056524903394,4.231423500087115,26.308830927988467,2.060460246785461e-09
755434585,760642634,VISal,0.25,0.6909755729803937,0.16973296545037253,83.7324261,30.777219,48.20895185549246,2.363889037705051,45.488839751596636,0.03844407568416841
755434585,760642621,VISam,0.5,14.8059310618372,3.667766530995521,57.76390234,-3.5604551,67.68895702057164,-15.344236063964999,15.40662858055067,0.0
755434585,760642628,VISp,0.5,14.902728060167497,6.80583946607048,56.68944373,5.04235917,65.75804643570834,12.343937552711171,11.6427059532076,0.20393333318658335
