stimulus_presentation_id,stimulus_block,start_time,stop_time,spatial_frequency,temporal_frequency,phase,frame,y_position,contrast,size,orientation,color,x_position,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
137,0.0,118.76484,119.01504,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020058,102,,,0,,False,0,train,2
138,0.0,119.01504,119.26525,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020058,103,,,0,,False,0,train,1
139,0.0,119.26525,119.51545,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25020058,104,,,0,,False,0,train,2
140,0.0,119.51545,119.76565,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020058,36,,,0,,False,2,test,0
141,0.0,119.76565,120.01586,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020942,105,,,0,,False,0,train,2
142,0.0,120.01586,120.26607,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020942,106,,,0,,False,0,train,0
143,0.0,120.26607,120.51627,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020942,107,,,0,,False,0,train,0
144,0.0,120.51627,120.76648,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020942,108,,,0,,False,0,train,0
145,0.0,120.76648,121.01669,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020558,109,,,0,,False,0,train,2
146,0.0,121.01669,121.2669,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020558,110,,,0,,False,0,train,0
147,0.0,121.2669,121.5171,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020558,111,,,0,,False,0,train,0
148,0.0,121.5171,121.76731,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25020558,112,,,0,,False,0,train,0
149,0.0,121.76731,122.01752,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021442,113,,,0,,False,0,train,0
150,0.0,122.01752,122.26774,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021442,104,,,0,,False,1,train,2
151,0.0,122.26774,122.51795,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021442,89,,,0,,False,1,train,2
152,0.0,122.51795,122.76816,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021442,112,,,0,,False,1,train,0
153,0.0,122.76816,123.01837,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020558,54,,,0,,False,1,train,2
154,0.0,123.01837,123.26858,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020558,15,,,0,,False,1,train,1
155,0.0,123.26858,123.51878,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020558,59,,,0,,False,1,train,1
156,0.0,123.51878,123.76899,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25020558,67,,,0,,False,1,train,1
157,0.0,123.76899,124.01921,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25022192,114,,,0,,False,0,train,0
158,0.0,124.01921,124.26943,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25022192,115,,,0,,False,0,train,2
159,0.0,124.26943,124.51965,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25022192,33,,,0,,False,1,train,0
160,0.0,124.51965,124.76987,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25022192,116,,,0,,False,0,train,1
161,0.0,124.76987,125.02007,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25019308,117,,,0,,False,0,train,2
162,0.0,125.02007,125.27026,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25019308,118,,,0,,False,0,train,1
163,0.0,125.27026,125.52045,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25019308,119,,,0,,False,0,train,1
164,0.0,125.52045,125.77065,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25019308,120,,,0,,False,0,train,2
165,0.0,125.77065,126.02086,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25021692,6,,,0,,False,2,test,2
166,0.0,126.02086,126.27108,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021692,65,,,0,,False,3,train,2
167,0.0,126.27108,126.5213,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021692,121,,,0,,False,0,train,2
168,0.0,126.5213,126.77151,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021692,81,,,0,,False,1,train,0
169,0.0,126.77151,127.02171,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020058,122,,,0,,False,0,train,1
170,0.0,127.02171,127.27192,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25020058,102,,,0,,False,1,train,2
171,0.0,127.27192,127.52212,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020058,123,,,0,,False,0,train,2
172,0.0,127.52212,127.77232,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25020058,124,,,0,,False,0,train,0
173,0.0,127.77232,128.02253,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021442,26,,,0,,False,1,train,1
174,0.0,128.02253,128.27275,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021442,125,,,0,,False,0,train,0
175,0.0,128.27275,128.52296,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25021442,126,,,0,,False,0,train,2
176,0.0,128.52296,128.77317,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021442,127,,,0,,False,0,train,1
177,0.0,128.77317,129.02338,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020558,78,,,0,,False,1,train,2
178,0.0,129.02338,129.27359,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020558,128,,,0,,False,0,train,1
179,0.0,129.27359,129.52379,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25020558,129,,,0,,False,0,train,0
180,0.0,129.52379,129.774,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020558,54,,,0,,False,2,test,2
181,0.0,129.774,130.0242,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25020692,130,,,0,,False,0,train,2
182,0.0,130.0242,130.27441,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020692,131,,,0,,False,0,train,1
183,0.0,130.27441,130.52462,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020692,28,,,0,,False,3,train,1
184,0.0,130.52462,130.77482,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020692,132,,,0,,False,0,train,2
185,0.0,130.77482,131.02503,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,0.0,gabors,0.25021058,110,,,0,,False,1,train,0
186,0.0,131.02503,131.27525,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021058,133,,,0,,False,0,train,1
187,0.0,131.27525,131.52546,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021058,122,,,0,,False,1,train,1
188,0.0,131.52546,131.77567,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25021058,134,,,0,,False,0,train,0
189,0.0,131.77567,132.02588,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021442,59,,,0,,False,2,test,1
190,0.0,132.02588,132.2761,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021442,135,,,0,,False,0,train,2
191,0.0,132.2761,132.52631,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021442,136,,,0,,False,0,train,1
192,0.0,132.52631,132.77652,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25021442,122,,,0,,False,2,test,1
193,0.0,132.77652,133.02673,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020308,16,,,0,,False,1,train,1
194,0.0,133.02673,133.27693,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25020308,137,,,0,,False,0,train,2
195,0.0,133.27693,133.52713,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25020308,49,,,0,,False,4,train,1
196,0.0,133.52713,133.77734,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020308,138,,,0,,False,0,train,0
197,0.0,133.77734,134.02756,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25022442,139,,,0,,False,0,train,2
198,0.0,134.02756,134.27779,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25022442,85,,,0,,False,1,train,0
199,0.0,134.27779,134.52801,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25022442,97,,,0,,False,1,train,2
200,0.0,134.52801,134.77823,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25022442,140,,,0,,False,0,train,1
201,0.0,134.77823,135.02843,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25019308,141,,,0,,False,0,train,1
202,0.0,135.02843,135.27862,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25019308,142,,,0,,False,0,train,2
203,0.0,135.27862,135.52881,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25019308,75,,,0,,False,1,train,2
204,0.0,135.52881,135.77901,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25019308,12,,,0,,False,1,train,2
205,0.0,135.77901,136.02923,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021942,143,,,0,,False,0,train,2
206,0.0,136.02923,136.27945,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25021942,117,,,0,,False,1,train,2
207,0.0,136.27945,136.52966,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,30.0,gabors,0.25021942,41,,,0,,False,1,train,2
208,0.0,136.52966,136.77988,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25021942,72,,,0,,False,1,train,1
209,0.0,136.77988,137.03008,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020058,123,,,0,,False,1,train,2
210,0.0,137.03008,137.28029,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",90.0,null,0.0,gabors,0.25020058,43,,,0,,False,1,train,2
211,0.0,137.28029,137.53049,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25020058,144,,,0,,False,0,train,0
212,0.0,137.53049,137.78069,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020058,145,,,0,,False,0,train,0
213,0.0,137.78069,138.0309,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021442,146,,,0,,False,0,train,0
214,0.0,138.0309,138.28112,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25021442,84,,,0,,False,1,train,1
215,0.0,138.28112,138.53133,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021442,147,,,0,,False,0,train,1
216,0.0,138.53133,138.78154,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021442,148,,,0,,False,0,train,1
217,0.0,138.78154,139.03174,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25019808,15,,,0,,False,2,test,1
218,0.0,139.03174,139.28194,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25019808,55,,,0,,False,1,train,2
219,0.0,139.28194,139.53214,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-40.0,gabors,0.25019808,149,,,0,,False,0,train,1
220,0.0,139.53214,139.78234,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25019808,150,,,0,,False,0,train,0
221,0.0,139.78234,140.03256,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25022192,90,,,0,,False,1,train,0
222,0.0,140.03256,140.28278,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25022192,128,,,0,,False,1,train,1
223,0.0,140.28278,140.533,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25022192,147,,,0,,False,1,train,1
224,0.0,140.533,140.78322,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25022192,134,,,0,,False,1,train,0
225,0.0,140.78322,141.03342,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,40.0,gabors,0.25019808,94,,,0,,False,1,train,2
226,0.0,141.03342,141.28362,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25019808,140,,,0,,False,1,train,1
227,0.0,141.28362,141.53382,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25019808,151,,,0,,False,0,train,1
228,0.0,141.53382,141.78402,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25019808,87,,,0,,False,1,train,2
229,0.0,141.78402,142.03424,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25022192,119,,,0,,False,1,train,1
230,0.0,142.03424,142.28446,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25022192,152,,,0,,False,0,train,2
231,0.0,142.28446,142.53468,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-20.0,gabors,0.25022192,3,,,0,,False,1,train,2
232,0.0,142.53468,142.7849,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25022192,150,,,0,,False,1,train,0
233,0.0,142.7849,143.0351,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25019558,153,,,0,,False,0,train,0
234,0.0,143.0351,143.2853,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25019558,76,,,0,,False,1,train,1
235,0.0,143.2853,143.53549,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25019558,154,,,0,,False,0,train,0
236,0.0,143.53549,143.78569,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,10.0,gabors,0.25019558,71,,,0,,False,1,train,0
237,0.0,143.78569,144.0359,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25021192,66,,,0,,False,2,test,2
238,0.0,144.0359,144.28611,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-30.0,gabors,0.25021192,155,,,0,,False,0,train,1
239,0.0,144.28611,144.53632,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021192,156,,,0,,False,0,train,1
240,0.0,144.53632,144.78653,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021192,129,,,0,,False,1,train,0
241,0.0,144.78653,145.03674,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020808,8,,,0,,False,2,test,1
242,0.0,145.03674,145.28695,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",90.0,null,-30.0,gabors,0.25020808,100,,,0,,False,1,train,2
243,0.0,145.28695,145.53716,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25020808,90,,,0,,False,2,test,0
244,0.0,145.53716,145.78737,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",0.0,null,30.0,gabors,0.25020808,157,,,0,,False,0,train,0
245,0.0,145.78737,146.03758,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,30.0,gabors,0.25021192,46,,,0,,False,1,train,1
246,0.0,146.03758,146.28779,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-10.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25021192,150,,,0,,False,2,test,0
247,0.0,146.28779,146.538,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021192,158,,,0,,False,0,train,0
248,0.0,146.538,146.78821,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021192,159,,,0,,False,0,train,1
249,0.0,146.78821,147.03842,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020558,160,,,0,,False,0,train,1
250,0.0,147.03842,147.28863,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,10.0,gabors,0.25020558,161,,,0,,False,0,train,2
251,0.0,147.28863,147.53883,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,40.0,gabors,0.25020558,162,,,0,,False,0,train,1
252,0.0,147.53883,147.78904,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25020558,141,,,0,,False,1,train,1
253,0.0,147.78904,148.03925,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,20.0,gabors,0.25021442,163,,,0,,False,0,train,0
254,0.0,148.03925,148.28947,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25021442,152,,,0,,False,1,train,2
255,0.0,148.28947,148.53968,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25021442,158,,,0,,False,1,train,0
256,0.0,148.53968,148.78989,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,0.0,gabors,0.25021442,103,,,0,,False,1,train,1
257,0.0,148.78989,149.0401,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020308,164,,,0,,False,0,train,0
258,0.0,149.0401,149.2903,0.08,4.0,"[3644.93333333, 3644.93333333]",null,20.0,0.8,"[20.0, 20.0]",90.0,null,20.0,gabors,0.25020308,165,,,0,,False,0,train,2
259,0.0,149.2903,149.5405,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020308,15,,,0,,False,3,train,1
260,0.0,149.5405,149.79071,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020308,166,,,0,,False,0,train,0
261,0.0,149.79071,150.04092,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",45.0,null,-10.0,gabors,0.25021442,167,,,0,,False,0,train,1
262,0.0,150.04092,150.29114,0.08,4.0,"[3644.93333333, 3644.93333333]",null,10.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021442,7,,,0,,False,1,train,0
263,0.0,150.29114,150.54135,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",45.0,null,20.0,gabors,0.25021442,168,,,0,,False,0,train,1
264,0.0,150.54135,150.79156,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25021442,169,,,0,,False,0,train,1
265,0.0,150.79156,151.04177,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25020558,59,,,0,,False,3,train,1
266,0.0,151.04177,151.29198,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-30.0,0.8,"[20.0, 20.0]",0.0,null,-40.0,gabors,0.25020558,158,,,0,,False,2,test,0
267,0.0,151.29198,151.54218,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",90.0,null,-40.0,gabors,0.25020558,123,,,0,,False,2,test,2
268,0.0,151.54218,151.79239,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",0.0,null,-20.0,gabors,0.25020558,38,,,0,,False,1,train,0
269,0.0,151.79239,152.0426,0.08,4.0,"[3644.93333333, 3644.93333333]",null,40.0,0.8,"[20.0, 20.0]",90.0,null,-10.0,gabors,0.25021192,137,,,0,,False,1,train,2
270,0.0,152.0426,152.29281,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,-10.0,gabors,0.25021192,124,,,0,,False,1,train,0
271,0.0,152.29281,152.54302,0.08,4.0,"[3644.93333333, 3644.93333333]",null,30.0,0.8,"[20.0, 20.0]",0.0,null,40.0,gabors,0.25021192,45,,,0,,False,2,test,0
272,0.0,152.54302,152.79323,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-20.0,0.8,"[20.0, 20.0]",45.0,null,10.0,gabors,0.25021192,74,,,0,,False,1,train,1
273,0.0,152.79323,153.04344,0.08,4.0,"[3644.93333333, 3644.93333333]",null,0.0,0.8,"[20.0, 20.0]",45.0,null,-20.0,gabors,0.25020558,169,,,0,,False,1,train,1
274,0.0,153.04344,153.29365,0.08,4.0,"[3644.93333333, 3644.93333333]",null,-40.0,0.8,"[20.0, 20.0]",0.0,null,-30.0,gabors,0.25020558,93,,,0,,False,1,train,0
