unit_id,time_to_first_spike
1000000,0.106
1000001,0.106
1000002,0.098
1000003,0.099
1000004,0.1075
1000005,0.083
1000006,0.0795
1000007,0.075
1000008,0.0765
1000009,0.066
1000010,0.094
1000011,0.0895
1000012,0.095
1000013,0.092
1000014,0.079
1000015,0.0975
1000016,0.0775
1000017,0.071
1000018,0.143
1000019,0.092
1000020,0.067
1000021,0.094
1000022,0.1005
1000023,0.133
1000024,0.107
1000025,0.082
1000026,0.048
1000027,0.106
1000028,0.105
1000029,0.086
1000030,0.11
1000031,0.087
1000032,0.114
1000033,0.078
1000034,0.0585
1000035,0.04
1000036,0.0915
1000037,0.139
1000038,0.097
1000039,0.1175
1000040,0.0835
1000041,0.096
1000042,0.073
1000043,0.075
1000044,0.0755
1000045,
1000046,0.0975
1000047,0.0765
1000048,0.098
1000049,0.106
1000050,0.111
1000051,0.125
1000052,0.0695
1000053,0.092
1000054,0.094
1000055,0.108
1000056,0.108
1000057,0.101
1000058,0.0975
1000059,0.058
1000060,0.1115
1000061,0.114
1000062,0.079
1000063,0.107
1000064,0.109
1000065,0.0655
1000066,0.1
1000067,0.1485
1000068,0.103
1000069,0.106
1000070,0.112
1000071,0.0815
1000072,0.0945
1000073,0.0735
1000074,0.0735
1000075,0.1635
1000076,0.062
1000077,0.1135
1000078,0.1
1000079,0.103
1000080,0.091
1000081,0.092
1000082,
1000083,0.116
1000084,0.095
1000085,0.105
1000086,0.104
1000087,0.104
1000088,0.095
1000089,0.072
1000090,0.09
1000091,0.083
1000092,0.17
1000093,0.078
1000094,0.129
1000095,0.129
1000096,0.077
1000097,0.0905
1000098,0.098
1000099,0.097
1000100,0.095
1000101,0.088
1000102,0.082
1000103,0.104
1000104,0.113
1000105,0.095
1000106,0.0855
1000107,0.0905
1000108,0.0855
1000109,0.09
1000110,0.089
1000111,0.082
1000112,0.0845
1000113,0.101
1000114,0.0945
1000115,0.083
1000116,0.087
1000117,0.067
1000118,0.093
1000119,0.096
1000120,0.094
1000121,0.081
1000122,0.096
1000123,0.0935
1000124,0.096
1000125,0.085
1000126,0.139
1000127,0.1035
1000128,0.091
1000129,0.105
1000130,0.095
1000131,0.0955
1000132,0.0855
1000133,0.101
1000134,0.099
1000135,0.103
1000136,0.117
1000137,0.0895
1000138,0.09
1000139,
1000140,0.104
1000141,0.086
1000142,0.099
1000143,0.122
1000144,0.085
1000145,0.093
1000146,0.0985
1000147,0.125
1000148,0.1005
1000149,0.115
1000150,0.103
1000151,0.117
1000152,0.0975
1000153,0.079
1000154,0.095
1000155,0.101
1000156,0.091
1000157,0.08
1000158,0.07
1000159,0.044
1000160,0.101
1000161,
1000162,0.052
1000163,0.08
1000164,0.093
1000165,0.099
1000166,0.1
1000167,0.111
1000168,0.076
1000169,0.0965
1000170,0.071
1000171,0.103
1000172,0.121
1000173,0.087
1000174,0.083
1000175,
1000176,0.089
1000177,0.0345
1000178,0.1035
1000179,0.103
1000180,0.0895
1000181,0.097
1000182,0.065
1000183,0.102
1000184,0.0925
1000185,0.1035
1000186,0.108
1000187,
1000188,
1000189,0.1005
1000190,
1000191,0.148
1000192,0.089
1000193,0.106
1000194,0.1
1000195,0.0905
1000196,
1000197,0.11
1000198,0.125
1000199,0.1
1000200,0.058
1000201,0.091
1000202,0.101
1000203,0.086
1000204,0.059
1000205,0.094
1000206,
1000207,0.1
1000208,0.0805
1000209,0.106
1000210,0.09
1000211,0.087
1000212,0.07
1000213,0.105
1000214,0.0995
1000215,
1000216,0.1135
1000217,0.122
1000218,0.095
1000219,0.1005
1000220,0.0795
1000221,0.092
1000222,0.076
1000223,0.07
1000224,
1000225,
1000226,0.098
1000227,0.087
1000228,0.105
1000229,0.105
1000230,0.081
1000231,0.067
1000232,0.0695
1000233,0.048
1000234,0.095
1000235,0.1105
1000236,
1000237,0.085
1000238,0.131
1000239,0.099
1000240,0.077
1000241,0.1055
1000242,0.079
1000243,0.127
1000244,0.098
1000245,0.092
1000246,0.137
1000247,
1000248,0.101
1000249,0.082
1000250,0.1025
1000251,0.098
1000252,0.1015
1000253,0.092
1000254,0.07
1000255,0.101
1000256,0.074
1000257,0.113
1000258,0.099
1000259,0.094
1000260,0.102
1000261,0.0985
1000262,0.073
1000263,0.095
1000264,0.092
1000265,0.0885
1000266,0.0965
1000267,0.091
1000268,0.09
1000269,0.096
1000270,0.1
1000271,0.101
1000272,0.122
1000273,0.1085
1000274,0.1005
1000275,0.113
1000276,0.092
1000277,0.1
1000278,0.112
1000279,0.11
1000280,0.0925
1000281,0.079
1000282,0.1165
1000283,0.105
1000284,
1000285,0.097
1000286,0.098
1000287,0.089
1000288,0.03
1000289,0.104
1000290,0.096
1000291,0.101
1000292,0.098
1000293,0.1015
1000294,0.112
1000295,0.11
1000296,0.103
1000297,0.121
1000298,
1000299,0.034
1000300,0.101
1000301,0.076
1000302,0.124
1000303,0.115
1000304,0.094
1000305,0.104
1000306,0.088
1000307,0.096
1000308,0.033
1000309,0.11
1000310,0.095
1000311,0.095
1000312,0.0915
1000313,0.0895
1000314,0.094
1000315,0.109
1000316,0.084
1000317,0.0745
1000318,0.113
1000319,0.1045
1000320,0.084
1000321,0.071
1000322,0.09
1000323,0.0775
1000324,0.093
1000325,0.109
1000326,0.092
1000327,
1000328,0.101
1000329,0.0875
1000330,0.078
1000331,0.117
1000332,0.0605
1000333,0.107
1000334,0.126
1000335,0.106
1000336,0.137
1000337,
1000338,0.122
1000339,0.0635
1000340,0.113
1000341,
1000342,0.065
1000343,0.1075
1000344,0.0895
1000345,0.0915
1000346,0.078
1000347,
1000348,0.141
1000349,0.0735
1000350,0.0855
1000351,0.086
1000352,0.115
1000353,0.1305
1000354,0.108
1000355,0.112
1000356,0.125
1000357,0.116
1000358,0.117
1000359,0.086
1000360,0.114
1000361,0.091
1000362,0.134
1000363,0.132
1000364,0.075
1000365,0.137
1000366,0.115
1000367,0.072
1000368,0.0685
1000369,0.09
1000370,0.0835
1000371,0.105
1000372,0.085
1000373,0.097
1000374,0.114
1000375,0.144
1000376,0.105
1000377,0.06
1000378,0.1125
1000379,0.106
1000380,
1000381,0.0965
1000382,0.056
1000383,0.096
1000384,0.073
1000385,0.111
1000386,0.067
1000387,0.0775
1000388,0.104
1000389,0.071
1000390,0.083
1000391,0.064
1000392,0.111
1000393,0.108
1000394,0.084
1000395,0.127
1000396,0.097
1000397,0.1235
1000398,0.095
1000399,0.089
1000400,0.089
1000401,0.118
1000402,0.09
1000403,0.103
1000404,0.054
1000405,0.086
1000406,0.105
1000407,0.1075
1000408,0.1015
1000409,0.0925
1000410,0.062
1000411,0.1015
1000412,0.103
1000413,0.136
1000414,0.108
1000415,0.096
1000416,0.094
1000417,0.051
1000418,0.04
1000419,0.054
1000420,0.052
1000421,0.057
1000422,0.06
1000423,0.083
1000424,0.081
1000425,0.084
1000426,0.086
1000427,0.128
1000428,
1000429,0.1
1000430,0.0815
1000431,0.165
1000432,0.1325
1000433,
1000434,0.12
1000435,0.0745
1000436,0.058
1000437,0.1055
1000438,0.1195
1000439,0.114
1000440,0.106
1000441,0.153
1000442,0.1205
1000443,0.157
1000444,0.122
1000445,0.0885
1000446,0.093
1000447,0.1135
1000448,0.0795
1000449,0.097
1000450,
1000451,
1000452,0.14
1000453,0.1115
1000454,0.127
1000455,0.0925
1000456,0.1115
1000457,0.081
1000458,0.07
1000459,
1000460,0.12
1000461,
1000462,0.1345
1000463,
1000464,0.1335
1000465,0.129
1000466,0.0905
1000467,0.068
1000468,0.081
1000469,0.145
1000470,0.084
1000471,0.0905
1000472,0.114
1000473,0.094
1000474,0.076
1000475,
1000476,0.048
1000477,0.042
1000478,0.067
1000479,0.077
1000480,0.1525
1000481,0.094
1000482,0.1475
1000483,0.048
1000484,0.0425
1000485,
1000486,0.062
1000487,0.11
1000488,0.068
1000489,0.058
1000490,0.0775
1000491,0.133
1000492,0.0435
1000493,0.114
1000494,0.0505
1000495,0.088
1000496,0.0905
1000497,0.071
1000498,
1000499,0.094
1000500,0.05
1000501,0.053
1000502,0.059
1000503,0.055
1000504,0.0875
1000505,0.104
1000506,0.044
1000507,0.06
1000508,0.056
1000509,0.054
1000510,0.052
1000511,0.094
1000512,0.111
1000513,0.036
1000514,0.0595
1000515,0.054
1000516,0.051
1000517,0.054
1000518,0.045
1000519,0.0865
1000520,0.053
1000521,0.051
1000522,0.064
1000523,0.064
1000524,
1000525,0.174
1000526,0.0605
1000527,
1000528,0.054
1000529,0.079
1000530,0.042
1000531,0.056
1000532,
1000533,0.051
1000534,0.056
1000535,0.052
1000536,0.101
1000537,0.056
1000538,
1000539,0.091
1000540,0.045
1000541,0.04
1000542,0.042
1000543,0.076
1000544,0.045
1000545,0.069
1000546,0.076
1000547,0.088
1000548,0.048
1000549,0.07
1000550,0.1175
1000551,0.085
1000552,0.064
1000553,
1000554,0.12
1000555,0.08
1000556,0.053
1000557,0.052
1000558,0.041
1000559,0.049
1000560,0.137
1000561,0.0595
1000562,0.0895
1000563,0.0745
1000564,0.0655
1000565,0.106
1000566,0.093
1000567,0.105
1000568,0.095
1000569,0.086
1000570,0.059
1000571,
1000572,0.1495
1000573,0.09
1000574,
1000575,0.084
1000576,0.04
1000577,0.118
1000578,0.083
1000579,0.077
1000580,0.078
1000581,0.102
1000582,0.076
1000583,0.084
1000584,0.044
1000585,0.049
1000586,0.089
1000587,0.088
1000588,0.087
1000589,0.0995
1000590,0.138
1000591,0.16
1000592,0.071
1000593,0.038
1000594,0.085
1000595,
1000596,0.1685
1000597,0.107
1000598,0.095
1000599,0.0715
1000600,0.1055
1000601,0.091
1000602,0.085
