stimulus_presentation_id,stimulus_block,start_time,stop_time,Dir,phase,stimulus_name,color,size,contrast,y_position,x_position,frame,Speed,coherence,spatial_frequency,orientation,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1674,0.0,487.12681,487.37702,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,0.0,4.0,0.25021056,243,,,0,,False,3,train,0
1675,0.0,487.37702,487.62724,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,0.0,null,null,null,0.08,90.0,4.0,0.25021056,17,,,0,,False,4,train,2
1676,0.0,487.62724,487.87745,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,40.0,null,null,null,0.08,90.0,4.0,0.25021056,186,,,0,,False,6,train,2
1677,0.0,487.87745,488.12766,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021444,178,,,0,,False,8,test,1
1678,0.0,488.12766,488.37787,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-40.0,null,null,null,0.08,90.0,4.0,0.25021444,91,,,0,,False,9,train,2
1679,0.0,488.37787,488.62809,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,0.0,null,null,null,0.08,45.0,4.0,0.25021444,32,,,0,,False,7,train,1
1680,0.0,488.62809,488.8783,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021444,92,,,0,,False,8,test,1
1681,0.0,488.8783,489.12851,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,40.0,null,null,null,0.08,0.0,4.0,0.25020306,29,,,0,,False,9,train,0
1682,0.0,489.12851,489.37871,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,10.0,null,null,null,0.08,0.0,4.0,0.25020306,228,,,0,,False,6,train,0
1683,0.0,489.37871,489.62891,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,90.0,4.0,0.25020306,232,,,0,,False,7,train,2
1684,0.0,489.62891,489.87912,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,30.0,null,null,null,0.08,90.0,4.0,0.25020306,219,,,0,,False,6,train,2
1685,0.0,489.87912,490.12933,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020944,196,,,0,,False,4,train,2
1686,0.0,490.12933,490.37953,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-10.0,null,null,null,0.08,0.0,4.0,0.25020944,95,,,0,,False,7,train,0
1687,0.0,490.37953,490.62974,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,40.0,null,null,null,0.08,45.0,4.0,0.25020944,30,,,0,,False,6,train,1
1688,0.0,490.62974,490.87995,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,30.0,null,null,null,0.08,45.0,4.0,0.25020944,110,,,0,,False,6,train,1
1689,0.0,490.87995,491.13016,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020806,63,,,0,,False,8,test,2
1690,0.0,491.13016,491.38037,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,45.0,4.0,0.25020806,163,,,0,,False,5,test,1
1691,0.0,491.38037,491.63058,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020806,67,,,0,,False,4,train,2
1692,0.0,491.63058,491.88079,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020806,199,,,0,,False,5,test,2
1693,0.0,491.88079,492.131,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-20.0,null,null,null,0.08,90.0,4.0,0.25021194,9,,,0,,False,6,train,2
1694,0.0,492.131,492.38121,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,0.0,4.0,0.25021194,132,,,0,,False,9,train,0
1695,0.0,492.38121,492.63142,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021194,238,,,0,,False,5,test,1
1696,0.0,492.63142,492.88163,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,10.0,null,null,null,0.08,90.0,4.0,0.25021194,4,,,0,,False,9,train,2
1697,0.0,492.88163,493.13184,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,30.0,null,null,null,0.08,90.0,4.0,0.25020806,171,,,0,,False,8,test,2
1698,0.0,493.13184,493.38205,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,0.0,4.0,0.25020806,159,,,0,,False,4,train,0
1699,0.0,493.38205,493.63226,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,40.0,null,null,null,0.08,90.0,4.0,0.25020806,86,,,0,,False,7,train,2
1700,0.0,493.63226,493.88247,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,45.0,4.0,0.25020806,139,,,0,,False,7,train,1
1701,0.0,493.88247,494.13267,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,40.0,null,null,null,0.08,45.0,4.0,0.25020694,150,,,0,,False,5,test,1
1702,0.0,494.13267,494.38288,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,0.0,4.0,0.25020694,52,,,0,,False,9,train,0
1703,0.0,494.38288,494.63309,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-30.0,null,null,null,0.08,90.0,4.0,0.25020694,141,,,0,,False,5,test,2
1704,0.0,494.63309,494.88329,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-20.0,null,null,null,0.08,0.0,4.0,0.25020694,57,,,0,,False,6,train,0
1705,0.0,494.88329,495.1335,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,0.0,null,null,null,0.08,45.0,4.0,0.25021056,38,,,0,,False,9,train,1
1706,0.0,495.1335,495.38371,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,40.0,null,null,null,0.08,0.0,4.0,0.25021056,120,,,0,,False,3,train,0
1707,0.0,495.38371,495.63393,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,10.0,null,null,null,0.08,0.0,4.0,0.25021056,77,,,0,,False,6,train,0
1708,0.0,495.63393,495.88414,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021056,213,,,0,,False,7,train,2
1709,0.0,495.88414,496.13434,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-10.0,null,null,null,0.08,45.0,4.0,0.25020694,161,,,0,,False,4,train,1
1710,0.0,496.13434,496.38455,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020694,63,,,0,,False,9,train,2
1711,0.0,496.38455,496.63476,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020694,178,,,0,,False,9,train,1
1712,0.0,496.63476,496.88496,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,20.0,null,null,null,0.08,45.0,4.0,0.25020694,155,,,0,,False,7,train,1
1713,0.0,496.88496,497.13517,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,45.0,4.0,0.25021056,11,,,0,,False,5,test,1
1714,0.0,497.13517,497.38538,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021056,242,,,0,,False,1,train,2
1715,0.0,497.38538,497.6356,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,0.0,4.0,0.25021056,126,,,0,,False,4,train,0
1716,0.0,497.6356,497.88581,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,40.0,null,null,null,0.08,90.0,4.0,0.25021056,231,,,0,,False,6,train,2
1717,0.0,497.88581,498.13602,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,90.0,4.0,0.25021194,82,,,0,,False,3,train,2
1718,0.0,498.13602,498.38623,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-40.0,null,null,null,0.08,0.0,4.0,0.25021194,192,,,0,,False,6,train,0
1719,0.0,498.38623,498.63644,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-30.0,null,null,null,0.08,0.0,4.0,0.25021194,214,,,0,,False,9,train,0
1720,0.0,498.63644,498.88665,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,30.0,null,null,null,0.08,90.0,4.0,0.25021194,191,,,0,,False,6,train,2
1721,0.0,498.88665,499.13686,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,0.0,4.0,0.25020806,236,,,0,,False,4,train,0
1722,0.0,499.13686,499.38707,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,30.0,null,null,null,0.08,45.0,4.0,0.25020806,47,,,0,,False,5,test,1
1723,0.0,499.38707,499.63728,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,0.0,null,null,null,0.08,45.0,4.0,0.25020806,134,,,0,,False,4,train,1
1724,0.0,499.63728,499.88749,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,10.0,null,null,null,0.08,90.0,4.0,0.25020806,12,,,0,,False,11,test,2
1725,0.0,499.88749,500.13769,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-40.0,null,null,null,0.08,0.0,4.0,0.25020194,227,,,0,,False,8,test,0
1726,0.0,500.13769,500.38789,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,40.0,null,null,null,0.08,90.0,4.0,0.25020194,48,,,0,,False,8,test,2
1727,0.0,500.38789,500.63809,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,0.0,null,null,null,0.08,90.0,4.0,0.25020194,160,,,0,,False,4,train,2
1728,0.0,500.63809,500.88829,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,10.0,null,null,null,0.08,45.0,4.0,0.25020194,115,,,0,,False,5,test,1
1729,0.0,500.88829,501.13851,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,45.0,4.0,0.25021556,180,,,0,,False,10,train,1
1730,0.0,501.13851,501.38872,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021556,237,,,0,,False,5,test,1
1731,0.0,501.38872,501.63894,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021556,40,,,0,,False,6,train,2
1732,0.0,501.63894,501.88916,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021556,221,,,0,,False,4,train,2
1733,0.0,501.88916,502.13937,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021444,176,,,0,,False,7,train,0
1734,0.0,502.13937,502.38958,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-40.0,null,null,null,0.08,90.0,4.0,0.25021444,202,,,0,,False,5,test,2
1735,0.0,502.38958,502.6398,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,10.0,null,null,null,0.08,0.0,4.0,0.25021444,140,,,0,,False,7,train,0
1736,0.0,502.6398,502.89001,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-40.0,null,null,null,0.08,90.0,4.0,0.25021444,21,,,0,,False,9,train,2
1737,0.0,502.89001,503.14022,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,40.0,null,null,null,0.08,90.0,4.0,0.25020556,211,,,0,,False,7,train,2
1738,0.0,503.14022,503.39042,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,0.0,null,null,null,0.08,45.0,4.0,0.25020556,20,,,0,,False,6,train,1
1739,0.0,503.39042,503.64063,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,0.0,null,null,null,0.08,45.0,4.0,0.25020556,131,,,0,,False,9,train,1
1740,0.0,503.64063,503.89084,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020556,173,,,0,,False,5,test,1
1741,0.0,503.89084,504.14105,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-10.0,null,null,null,0.08,45.0,4.0,0.25021194,188,,,0,,False,8,test,1
1742,0.0,504.14105,504.39126,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,45.0,4.0,0.25021194,8,,,0,,False,10,train,1
1743,0.0,504.39126,504.64147,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,0.0,null,null,null,0.08,90.0,4.0,0.25021194,100,,,0,,False,7,train,2
1744,0.0,504.64147,504.89168,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-40.0,null,null,null,0.08,90.0,4.0,0.25021194,181,,,0,,False,6,train,2
1745,0.0,504.89168,505.14189,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-40.0,null,null,null,0.08,0.0,4.0,0.25020306,53,,,0,,False,6,train,0
1746,0.0,505.14189,505.39209,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,0.0,4.0,0.25020306,44,,,0,,False,8,test,0
1747,0.0,505.39209,505.64229,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,-10.0,null,null,null,0.08,0.0,4.0,0.25020306,187,,,0,,False,7,train,0
1748,0.0,505.64229,505.8925,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-40.0,null,null,null,0.08,90.0,4.0,0.25020306,106,,,0,,False,5,test,2
1749,0.0,505.8925,506.14271,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-30.0,null,null,null,0.08,45.0,4.0,0.25020944,71,,,0,,False,6,train,1
1750,0.0,506.14271,506.39291,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25020944,127,,,0,,False,7,train,0
1751,0.0,506.39291,506.64312,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,-30.0,null,null,null,0.08,0.0,4.0,0.25020944,214,,,0,,False,10,train,0
1752,0.0,506.64312,506.89333,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,-40.0,null,null,null,0.08,0.0,4.0,0.25020944,227,,,0,,False,9,train,0
1753,0.0,506.89333,507.14354,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,30.0,null,null,null,0.08,45.0,4.0,0.25021056,47,,,0,,False,6,train,1
1754,0.0,507.14354,507.39375,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,40.0,null,null,null,0.08,90.0,4.0,0.25021056,164,,,0,,False,5,test,2
1755,0.0,507.39375,507.64397,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,20.0,null,null,null,0.08,45.0,4.0,0.25021056,155,,,0,,False,8,test,1
1756,0.0,507.64397,507.89418,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,40.0,null,null,null,0.08,90.0,4.0,0.25021056,34,,,0,,False,10,train,2
1757,0.0,507.89418,508.14439,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,10.0,null,null,null,0.08,0.0,4.0,0.25021444,103,,,0,,False,9,train,0
1758,0.0,508.14439,508.3946,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,30.0,null,null,null,0.08,90.0,4.0,0.25021444,225,,,0,,False,4,train,2
1759,0.0,508.3946,508.64482,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,30.0,null,null,null,0.08,0.0,4.0,0.25021444,222,,,0,,False,5,test,0
1760,0.0,508.64482,508.89503,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,20.0,null,null,null,0.08,0.0,4.0,0.25021444,6,,,0,,False,7,train,0
1761,0.0,508.89503,509.14524,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-40.0,null,null,null,0.08,0.0,4.0,0.25020556,51,,,0,,False,11,test,0
1762,0.0,509.14524,509.39544,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,30.0,null,null,null,0.08,90.0,4.0,0.25020556,225,,,0,,False,5,test,2
1763,0.0,509.39544,509.64565,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,40.0,null,null,null,0.08,0.0,4.0,0.25020556,120,,,0,,False,4,train,0
1764,0.0,509.64565,509.89586,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-20.0,null,null,null,0.08,90.0,4.0,0.25020556,27,,,0,,False,6,train,2
1765,0.0,509.89586,510.14606,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,10.0,null,null,null,0.08,90.0,4.0,0.25020694,204,,,0,,False,7,train,2
1766,0.0,510.14606,510.39627,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,20.0,null,null,null,0.08,90.0,4.0,0.25020694,112,,,0,,False,6,train,2
1767,0.0,510.39627,510.64648,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,0.0,null,null,null,0.08,90.0,4.0,0.25020694,124,,,0,,False,5,test,2
1768,0.0,510.64648,510.89668,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,20.0,null,null,null,0.08,90.0,4.0,0.25020694,182,,,0,,False,10,train,2
1769,0.0,510.89668,511.1469,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021306,56,,,0,,False,4,train,1
1770,0.0,511.1469,511.39711,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,10.0,null,null,null,0.08,0.0,4.0,0.25021306,1,,,0,,False,7,train,0
1771,0.0,511.39711,511.64732,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,0.0,null,null,null,0.08,90.0,4.0,0.25021306,124,,,0,,False,6,train,2
1772,0.0,511.64732,511.89754,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,10.0,null,null,null,0.08,0.0,4.0,0.25021306,68,,,0,,False,6,train,0
1773,0.0,511.89754,512.14775,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-20.0,null,null,null,0.08,45.0,4.0,0.25021194,172,,,0,,False,8,test,1
1774,0.0,512.14775,512.39796,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,-40.0,null,null,null,0.08,0.0,4.0,0.25021194,240,,,0,,False,6,train,0
1775,0.0,512.39796,512.64817,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021194,57,,,0,,False,7,train,0
1776,0.0,512.64817,512.89838,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,20.0,null,null,null,0.08,45.0,4.0,0.25021194,220,,,0,,False,7,train,1
1777,0.0,512.89838,513.14858,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,45.0,4.0,0.25020056,177,,,0,,False,3,train,1
1778,0.0,513.14858,513.39878,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,45.0,4.0,0.25020056,163,,,0,,False,6,train,1
1779,0.0,513.39878,513.64899,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,20.0,null,null,null,0.08,90.0,4.0,0.25020056,194,,,0,,False,9,train,2
1780,0.0,513.64899,513.89919,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-40.0,null,null,null,0.08,45.0,4.0,0.25020056,42,,,0,,False,10,train,1
1781,0.0,513.89919,514.14941,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,-30.0,null,null,null,0.08,45.0,4.0,0.25021944,59,,,0,,False,8,test,1
1782,0.0,514.14941,514.39962,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,40.0,null,null,null,0.08,0.0,4.0,0.25021944,149,,,0,,False,8,test,0
1783,0.0,514.39962,514.64984,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,0.0,4.0,0.25021944,126,,,0,,False,5,test,0
1784,0.0,514.64984,514.90006,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,30.0,null,null,null,0.08,90.0,4.0,0.25021944,225,,,0,,False,6,train,2
1785,0.0,514.90006,515.15027,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,30.0,10.0,null,null,null,0.08,45.0,4.0,0.25020306,97,,,0,,False,9,train,1
1786,0.0,515.15027,515.40047,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,0.0,null,null,null,0.08,90.0,4.0,0.25020306,46,,,0,,False,9,train,2
1787,0.0,515.40047,515.65067,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,30.0,null,null,null,0.08,45.0,4.0,0.25020306,110,,,0,,False,7,train,1
1788,0.0,515.65067,515.90088,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,30.0,null,null,null,0.08,45.0,4.0,0.25020306,11,,,0,,False,6,train,1
1789,0.0,515.90088,516.15109,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,-20.0,null,null,null,0.08,45.0,4.0,0.25021694,102,,,0,,False,6,train,1
1790,0.0,516.15109,516.40131,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,0.0,null,null,null,0.08,0.0,4.0,0.25021694,175,,,0,,False,5,test,0
1791,0.0,516.40131,516.65153,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-10.0,null,null,null,0.08,90.0,4.0,0.25021694,218,,,0,,False,5,test,2
1792,0.0,516.65153,516.90174,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,0.0,0.0,null,null,null,0.08,0.0,4.0,0.25021694,195,,,0,,False,5,test,0
1793,0.0,516.90174,517.15194,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-40.0,20.0,null,null,null,0.08,0.0,4.0,0.25020056,93,,,0,,False,10,train,0
1794,0.0,517.15194,517.40214,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,40.0,10.0,null,null,null,0.08,45.0,4.0,0.25020056,115,,,0,,False,6,train,1
1795,0.0,517.40214,517.65235,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,30.0,null,null,null,0.08,45.0,4.0,0.25020056,110,,,0,,False,8,test,1
1796,0.0,517.65235,517.90255,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-20.0,20.0,null,null,null,0.08,90.0,4.0,0.25020056,112,,,0,,False,7,train,2
1797,0.0,517.90255,518.15276,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,10.0,null,null,null,0.08,45.0,4.0,0.25021444,85,,,0,,False,5,test,1
1798,0.0,518.15276,518.40297,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021444,127,,,0,,False,8,test,0
1799,0.0,518.40297,518.65319,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,-20.0,null,null,null,0.08,0.0,4.0,0.25021444,148,,,0,,False,5,test,0
1800,0.0,518.65319,518.9034,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,20.0,20.0,null,null,null,0.08,90.0,4.0,0.25021444,151,,,0,,False,7,train,2
1801,0.0,518.9034,519.15361,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,10.0,0.0,null,null,null,0.08,90.0,4.0,0.25020306,10,,,0,,False,9,train,2
1802,0.0,519.15361,519.40381,null,"[3644.93333333, 3644.93333333]",gabors,null,"[20.0, 20.0]",0.8,-30.0,20.0,null,null,null,0.08,90.0,4.0,0.25020306,43,,,0,,False,10,train,2
