stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,phase,x_position,contrast,stimulus_name,Dir,frame,orientation,spatial_frequency,Speed,color,coherence,size,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
742,0.0,260.73343,260.98364,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25021191,87,,,0,,False,4,train,1
743,0.0,260.98364,261.23386,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25021191,50,,,0,,False,2,test,2
744,0.0,261.23386,261.48407,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25021191,95,,,0,,False,2,test,1
745,0.0,261.48407,261.73427,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020559,154,,,0,,False,2,test,2
746,0.0,261.73427,261.98448,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020559,208,,,0,,False,1,train,1
747,0.0,261.98448,262.23469,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020559,138,,,0,,False,3,train,2
748,0.0,262.23469,262.48489,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020559,157,,,0,,False,4,train,1
749,0.0,262.48489,262.7351,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020691,233,,,0,,False,1,train,2
750,0.0,262.7351,262.9853,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020691,86,,,0,,False,1,train,0
751,0.0,262.9853,263.23551,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020691,201,,,0,,False,2,test,0
752,0.0,263.23551,263.48572,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020691,218,,,0,,False,3,train,0
753,0.0,263.48572,263.73593,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25021309,64,,,0,,False,4,train,1
754,0.0,263.73593,263.98614,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25021309,171,,,0,,False,4,train,0
755,0.0,263.98614,264.23636,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021309,230,,,0,,False,1,train,1
756,0.0,264.23636,264.48657,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25021309,233,,,0,,False,2,test,2
757,0.0,264.48657,264.73679,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25021941,73,,,0,,False,2,test,1
758,0.0,264.73679,264.98701,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25021941,86,,,0,,False,2,test,0
759,0.0,264.98701,265.23723,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25021941,90,,,0,,False,4,train,2
760,0.0,265.23723,265.48745,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25021941,172,,,0,,False,1,train,2
761,0.0,265.48745,265.73765,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020059,68,,,0,,False,6,train,1
762,0.0,265.73765,265.98785,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020059,111,,,0,,False,2,test,2
763,0.0,265.98785,266.23805,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020059,235,,,0,,False,1,train,1
764,0.0,266.23805,266.48825,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020059,191,,,0,,False,4,train,1
765,0.0,266.48825,266.73846,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020691,152,,,0,,False,1,train,2
766,0.0,266.73846,266.98866,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020691,133,,,0,,False,1,train,1
767,0.0,266.98866,267.23887,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020691,10,,,0,,False,5,test,0
768,0.0,267.23887,267.48908,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020691,48,,,0,,False,4,train,2
769,0.0,267.48908,267.73929,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020809,141,,,0,,False,4,train,1
770,0.0,267.73929,267.98949,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020809,164,,,0,,False,2,test,0
771,0.0,267.98949,268.2397,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020809,217,,,0,,False,2,test,1
772,0.0,268.2397,268.48991,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020809,236,,,0,,False,0,train,0
773,0.0,268.48991,268.74012,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020941,189,,,0,,False,2,test,1
774,0.0,268.74012,268.99033,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020941,67,,,0,,False,1,train,2
775,0.0,268.99033,269.24054,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020941,77,,,0,,False,4,train,1
776,0.0,269.24054,269.49075,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25020941,237,,,0,,False,0,train,2
777,0.0,269.49075,269.74096,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020809,182,,,0,,False,3,train,2
778,0.0,269.74096,269.99116,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020809,143,,,0,,False,2,test,0
779,0.0,269.99116,270.24137,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020809,176,,,0,,False,1,train,0
780,0.0,270.24137,270.49158,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020809,53,,,0,,False,2,test,1
781,0.0,270.49158,270.74179,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020691,211,,,0,,False,1,train,1
782,0.0,270.74179,270.99199,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020691,132,,,0,,False,2,test,2
783,0.0,270.99199,271.2422,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020691,64,,,0,,False,5,test,1
784,0.0,271.2422,271.49241,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020691,76,,,0,,False,3,train,0
785,0.0,271.49241,271.74262,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25021309,97,,,0,,False,1,train,0
786,0.0,271.74262,271.99283,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021309,216,,,0,,False,1,train,1
787,0.0,271.99283,272.24305,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021309,43,,,0,,False,3,train,0
788,0.0,272.24305,272.49326,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25021309,80,,,0,,False,4,train,1
789,0.0,272.49326,272.74347,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020941,67,,,0,,False,2,test,2
790,0.0,272.74347,272.99368,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020941,166,,,0,,False,1,train,2
791,0.0,272.99368,273.24389,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020941,163,,,0,,False,6,train,0
792,0.0,273.24389,273.4941,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020941,218,,,0,,False,4,train,0
793,0.0,273.4941,273.74431,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020809,162,,,0,,False,1,train,2
794,0.0,273.74431,273.99451,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020809,64,,,0,,False,6,train,1
795,0.0,273.99451,274.24472,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020809,5,,,0,,False,4,train,0
796,0.0,274.24472,274.49493,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020809,4,,,0,,False,3,train,2
797,0.0,274.49493,274.74514,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25020441,16,,,0,,False,5,test,2
798,0.0,274.74514,274.99534,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020441,34,,,0,,False,5,test,2
799,0.0,274.99534,275.24554,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020441,202,,,0,,False,4,train,2
800,0.0,275.24554,275.49575,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020441,123,,,0,,False,2,test,0
801,0.0,275.49575,275.74596,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021309,57,,,0,,False,5,test,2
802,0.0,275.74596,275.99617,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021309,70,,,0,,False,3,train,0
803,0.0,275.99617,276.24639,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25021309,18,,,0,,False,5,test,2
804,0.0,276.24639,276.4966,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25021309,160,,,0,,False,5,test,0
805,0.0,276.4966,276.74682,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25021441,74,,,0,,False,4,train,0
806,0.0,276.74682,276.99703,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25021441,150,,,0,,False,1,train,2
807,0.0,276.99703,277.24724,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25021441,60,,,0,,False,2,test,1
808,0.0,277.24724,277.49746,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25021441,108,,,0,,False,2,test,0
809,0.0,277.49746,277.74766,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020309,158,,,0,,False,3,train,1
810,0.0,277.74766,277.99786,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020309,171,,,0,,False,5,test,0
811,0.0,277.99786,278.24807,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020309,215,,,0,,False,1,train,0
812,0.0,278.24807,278.49827,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020309,156,,,0,,False,4,train,0
813,0.0,278.49827,278.74849,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25021691,238,,,0,,False,0,train,2
814,0.0,278.74849,278.9987,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25021691,160,,,0,,False,6,train,0
815,0.0,278.9987,279.24892,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25021691,115,,,0,,False,5,test,0
816,0.0,279.24892,279.49914,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25021691,180,,,0,,False,1,train,2
817,0.0,279.49914,279.74934,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020059,79,,,0,,False,4,train,2
818,0.0,279.74934,279.99954,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020059,66,,,0,,False,3,train,2
819,0.0,279.99954,280.24974,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020059,169,,,0,,False,4,train,0
820,0.0,280.24974,280.49994,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020059,116,,,0,,False,3,train,0
821,0.0,280.49994,280.75016,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25021941,118,,,0,,False,2,test,2
822,0.0,280.75016,281.00038,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25021941,125,,,0,,False,1,train,0
823,0.0,281.00038,281.2506,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25021941,239,,,0,,False,0,train,1
824,0.0,281.2506,281.50082,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25021941,163,,,0,,False,7,train,0
825,0.0,281.50082,281.75102,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25019809,99,,,0,,False,6,train,1
826,0.0,281.75102,282.00121,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25019809,140,,,0,,False,1,train,2
827,0.0,282.00121,282.25141,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25019809,199,,,0,,False,3,train,0
828,0.0,282.25141,282.50161,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25019809,42,,,0,,False,4,train,1
829,0.0,282.50161,282.75183,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25021691,139,,,0,,False,4,train,1
830,0.0,282.75183,283.00204,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25021691,143,,,0,,False,3,train,0
831,0.0,283.00204,283.25226,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021691,71,,,0,,False,4,train,0
832,0.0,283.25226,283.50248,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021691,206,,,0,,False,3,train,2
833,0.0,283.50248,283.75268,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020559,51,,,0,,False,4,train,1
834,0.0,283.75268,284.00289,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020559,208,,,0,,False,2,test,1
835,0.0,284.00289,284.2531,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020559,96,,,0,,False,4,train,0
836,0.0,284.2531,284.5033,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020559,153,,,0,,False,1,train,2
837,0.0,284.5033,284.75351,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25020941,154,,,0,,False,3,train,2
838,0.0,284.75351,285.00372,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020941,116,,,0,,False,4,train,0
839,0.0,285.00372,285.25393,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020941,70,,,0,,False,4,train,0
840,0.0,285.25393,285.50414,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020941,19,,,0,,False,5,test,1
841,0.0,285.50414,285.75435,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020809,130,,,0,,False,4,train,2
842,0.0,285.75435,286.00455,4.0,"[3644.93333333, 3644.93333333]",40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020809,90,,,0,,False,5,test,2
843,0.0,286.00455,286.25476,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020809,164,,,0,,False,3,train,0
844,0.0,286.25476,286.50497,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020809,196,,,0,,False,1,train,1
845,0.0,286.50497,286.75518,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020941,222,,,0,,False,2,test,0
846,0.0,286.75518,287.00539,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020941,183,,,0,,False,2,test,0
847,0.0,287.00539,287.2556,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020941,142,,,0,,False,1,train,2
848,0.0,287.2556,287.50581,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020941,232,,,0,,False,2,test,0
849,0.0,287.50581,287.75602,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25020809,183,,,0,,False,3,train,0
850,0.0,287.75602,288.00622,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020809,179,,,0,,False,3,train,0
851,0.0,288.00622,288.25643,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25020809,57,,,0,,False,6,train,2
852,0.0,288.25643,288.50664,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020809,95,,,0,,False,3,train,1
853,0.0,288.50664,288.75685,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-30.0,0.25021191,230,,,0,,False,2,test,1
854,0.0,288.75685,289.00706,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-10.0,0.25021191,208,,,0,,False,3,train,1
855,0.0,289.00706,289.25728,4.0,"[3644.93333333, 3644.93333333]",10.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25021191,166,,,0,,False,2,test,2
856,0.0,289.25728,289.50749,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25021191,211,,,0,,False,2,test,1
857,0.0,289.50749,289.75769,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020559,127,,,0,,False,3,train,2
858,0.0,289.75769,290.0079,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020559,110,,,0,,False,1,train,0
859,0.0,290.0079,290.25811,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25020559,197,,,0,,False,2,test,1
860,0.0,290.25811,290.50831,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020559,227,,,0,,False,1,train,2
861,0.0,290.50831,290.75853,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-20.0,0.25021441,22,,,0,,False,2,test,2
862,0.0,290.75853,291.00874,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,90.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25021441,16,,,0,,False,6,train,2
863,0.0,291.00874,291.25895,4.0,"[3644.93333333, 3644.93333333]",20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25021441,199,,,0,,False,4,train,0
864,0.0,291.25895,291.50917,4.0,"[3644.93333333, 3644.93333333]",-30.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",40.0,0.25021441,117,,,0,,False,5,test,1
865,0.0,291.50917,291.75937,4.0,"[3644.93333333, 3644.93333333]",0.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",30.0,0.25020309,97,,,0,,False,2,test,0
866,0.0,291.75937,292.00957,4.0,"[3644.93333333, 3644.93333333]",-40.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25020309,120,,,0,,False,6,train,0
867,0.0,292.00957,292.25978,4.0,"[3644.93333333, 3644.93333333]",30.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25020309,192,,,0,,False,1,train,0
868,0.0,292.25978,292.50998,4.0,"[3644.93333333, 3644.93333333]",-10.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",20.0,0.25020309,119,,,0,,False,3,train,1
869,0.0,292.50998,292.7602,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",10.0,0.25021441,115,,,0,,False,6,train,0
870,0.0,292.7602,293.01041,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,45.0,0.08,null,null,null,"[20.0, 20.0]",-40.0,0.25021441,38,,,0,,False,4,train,1
871,0.0,293.01041,293.26062,4.0,"[3644.93333333, 3644.93333333]",-20.0,0.8,gabors,null,null,0.0,0.08,null,null,null,"[20.0, 20.0]",0.0,0.25021441,116,,,0,,False,5,test,0
