stimulus_presentation_id,stimulus_block,start_time,stop_time,orientation,size,spatial_frequency,x_position,temporal_frequency,y_position,phase,stimulus_name,contrast,color,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2109,0.0,609.06977,609.31998,45.0,"[20.0, 20.0]",0.08,40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,226,,,0,,False,5,test,1
2110,0.0,609.31998,609.57018,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,135,,,0,,False,7,train,0
2111,0.0,609.57018,609.82039,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,43,,,0,,False,9,train,2
2112,0.0,609.82039,610.0706,90.0,"[20.0, 20.0]",0.08,40.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,163,,,0,,False,8,test,2
2113,0.0,610.0706,610.32081,45.0,"[20.0, 20.0]",0.08,20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,141,,,0,,False,8,test,1
2114,0.0,610.32081,610.57102,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,84,,,0,,False,9,train,2
2115,0.0,610.57102,610.82123,90.0,"[20.0, 20.0]",0.08,10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,169,,,0,,False,8,test,2
2116,0.0,610.82123,611.07144,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,200,,,0,,False,9,train,1
2117,0.0,611.07144,611.32165,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,47,,,0,,False,8,test,2
2118,0.0,611.32165,611.57185,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,238,,,0,,False,9,train,1
2119,0.0,611.57185,611.82206,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,26,,,0,,False,9,train,1
2120,0.0,611.82206,612.07227,90.0,"[20.0, 20.0]",0.08,20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,71,,,0,,False,6,train,2
2121,0.0,612.07227,612.32248,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,83,,,0,,False,7,train,0
2122,0.0,612.32248,612.57269,45.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,204,,,0,,False,10,train,1
2123,0.0,612.57269,612.8229,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,64,,,0,,False,8,test,2
2124,0.0,612.8229,613.07311,90.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020781,183,,,0,,False,7,train,2
2125,0.0,613.07311,613.32331,0.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,44,,,0,,False,6,train,0
2126,0.0,613.32331,613.5735,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,69,,,0,,False,7,train,0
2127,0.0,613.5735,613.8237,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,83,,,0,,False,8,test,0
2128,0.0,613.8237,614.0739,45.0,"[20.0, 20.0]",0.08,30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25019969,154,,,0,,False,5,test,1
2129,0.0,614.0739,614.32412,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,184,,,0,,False,5,test,2
2130,0.0,614.32412,614.57433,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,106,,,0,,False,7,train,1
2131,0.0,614.57433,614.82455,0.0,"[20.0, 20.0]",0.08,30.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,166,,,0,,False,8,test,0
2132,0.0,614.82455,615.07477,45.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,149,,,0,,False,8,test,1
2133,0.0,615.07477,615.32497,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,105,,,0,,False,6,train,1
2134,0.0,615.32497,615.57517,45.0,"[20.0, 20.0]",0.08,20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,150,,,0,,False,11,test,1
2135,0.0,615.57517,615.82538,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,111,,,0,,False,11,test,2
2136,0.0,615.82538,616.07558,45.0,"[20.0, 20.0]",0.08,0.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,144,,,0,,False,6,train,1
2137,0.0,616.07558,616.3258,45.0,"[20.0, 20.0]",0.08,20.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,189,,,0,,False,11,test,1
2138,0.0,616.3258,616.57601,45.0,"[20.0, 20.0]",0.08,0.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,144,,,0,,False,7,train,1
2139,0.0,616.57601,616.82623,45.0,"[20.0, 20.0]",0.08,30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,197,,,0,,False,8,test,1
2140,0.0,616.82623,617.07645,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,102,,,0,,False,9,train,2
2141,0.0,617.07645,617.32666,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,234,,,0,,False,9,train,2
2142,0.0,617.32666,617.57686,45.0,"[20.0, 20.0]",0.08,30.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,6,,,0,,False,6,train,1
2143,0.0,617.57686,617.82707,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,229,,,0,,False,7,train,0
2144,0.0,617.82707,618.07728,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,32,,,0,,False,10,train,0
2145,0.0,618.07728,618.32749,0.0,"[20.0, 20.0]",0.08,20.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,201,,,0,,False,8,test,0
2146,0.0,618.32749,618.57769,45.0,"[20.0, 20.0]",0.08,10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,177,,,0,,False,7,train,1
2147,0.0,618.57769,618.8279,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,138,,,0,,False,5,test,1
2148,0.0,618.8279,619.07811,0.0,"[20.0, 20.0]",0.08,0.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,60,,,0,,False,6,train,0
2149,0.0,619.07811,619.32832,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,241,,,0,,False,6,train,0
2150,0.0,619.32832,619.57853,45.0,"[20.0, 20.0]",0.08,20.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,112,,,0,,False,10,train,1
2151,0.0,619.57853,619.82874,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,78,,,0,,False,7,train,2
2152,0.0,619.82874,620.07895,0.0,"[20.0, 20.0]",0.08,40.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,123,,,0,,False,6,train,0
2153,0.0,620.07895,620.32916,90.0,"[20.0, 20.0]",0.08,30.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,210,,,0,,False,8,test,2
2154,0.0,620.32916,620.57937,45.0,"[20.0, 20.0]",0.08,-20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,51,,,0,,False,7,train,1
2155,0.0,620.57937,620.82959,0.0,"[20.0, 20.0]",0.08,0.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,18,,,0,,False,11,test,0
2156,0.0,620.82959,621.0798,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,61,,,0,,False,10,train,1
2157,0.0,621.0798,621.33,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,64,,,0,,False,9,train,2
2158,0.0,621.33,621.5802,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,56,,,0,,False,7,train,1
2159,0.0,621.5802,621.8304,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,192,,,0,,False,4,train,0
2160,0.0,621.8304,622.0806,90.0,"[20.0, 20.0]",0.08,40.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,33,,,0,,False,9,train,2
2161,0.0,622.0806,622.33082,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,100,,,0,,False,9,train,0
2162,0.0,622.33082,622.58103,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,2,,,0,,False,9,train,2
2163,0.0,622.58103,622.83125,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,14,,,0,,False,9,train,0
2164,0.0,622.83125,623.08147,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,94,,,0,,False,10,train,2
2165,0.0,623.08147,623.33167,0.0,"[20.0, 20.0]",0.08,-40.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,120,,,0,,False,10,train,0
2166,0.0,623.33167,623.58187,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,236,,,0,,False,10,train,0
2167,0.0,623.58187,623.83207,90.0,"[20.0, 20.0]",0.08,10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,76,,,0,,False,9,train,2
2168,0.0,623.83207,624.08227,45.0,"[20.0, 20.0]",0.08,20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020219,141,,,0,,False,9,train,1
2169,0.0,624.08227,624.33249,45.0,"[20.0, 20.0]",0.08,30.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,89,,,0,,False,5,test,1
2170,0.0,624.33249,624.5827,90.0,"[20.0, 20.0]",0.08,10.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,59,,,0,,False,6,train,2
2171,0.0,624.5827,624.83292,0.0,"[20.0, 20.0]",0.08,40.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,222,,,0,,False,7,train,0
2172,0.0,624.83292,625.08314,0.0,"[20.0, 20.0]",0.08,30.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,129,,,0,,False,8,test,0
2173,0.0,625.08314,625.33334,90.0,"[20.0, 20.0]",0.08,40.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,3,,,0,,False,10,train,2
2174,0.0,625.33334,625.58354,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,94,,,0,,False,11,test,2
2175,0.0,625.58354,625.83375,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,192,,,0,,False,5,test,0
2176,0.0,625.83375,626.08395,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,31,,,0,,False,9,train,2
2177,0.0,626.08395,626.33417,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,78,,,0,,False,8,test,2
2178,0.0,626.33417,626.58438,0.0,"[20.0, 20.0]",0.08,10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,130,,,0,,False,9,train,0
2179,0.0,626.58438,626.83459,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,188,,,0,,False,9,train,2
2180,0.0,626.83459,627.08481,45.0,"[20.0, 20.0]",0.08,-20.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,68,,,0,,False,9,train,1
2181,0.0,627.08481,627.33501,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,105,,,0,,False,7,train,1
2182,0.0,627.33501,627.58521,90.0,"[20.0, 20.0]",0.08,-40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,168,,,0,,False,11,test,2
2183,0.0,627.58521,627.83542,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,8,,,0,,False,9,train,0
2184,0.0,627.83542,628.08562,45.0,"[20.0, 20.0]",0.08,30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,154,,,0,,False,6,train,1
2185,0.0,628.08562,628.33584,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,93,,,0,,False,9,train,2
2186,0.0,628.33584,628.58605,45.0,"[20.0, 20.0]",0.08,20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,167,,,0,,False,11,test,1
2187,0.0,628.58605,628.83627,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,148,,,0,,False,8,test,0
2188,0.0,628.83627,629.08649,45.0,"[20.0, 20.0]",0.08,0.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021531,144,,,0,,False,8,test,1
2189,0.0,629.08649,629.3367,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,52,,,0,,False,7,train,0
2190,0.0,629.3367,629.58691,0.0,"[20.0, 20.0]",0.08,0.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,72,,,0,,False,5,test,0
2191,0.0,629.58691,629.83712,90.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,82,,,0,,False,7,train,2
2192,0.0,629.83712,630.08733,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021219,57,,,0,,False,5,test,2
2193,0.0,630.08733,630.33754,45.0,"[20.0, 20.0]",0.08,10.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,171,,,0,,False,9,train,1
2194,0.0,630.33754,630.58774,90.0,"[20.0, 20.0]",0.08,0.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,101,,,0,,False,10,train,2
2195,0.0,630.58774,630.83795,45.0,"[20.0, 20.0]",0.08,0.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,151,,,0,,False,7,train,1
2196,0.0,630.83795,631.08816,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020531,148,,,0,,False,9,train,0
2197,0.0,631.08816,631.33836,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,117,,,0,,False,8,test,1
2198,0.0,631.33836,631.58856,45.0,"[20.0, 20.0]",0.08,20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,150,,,0,,False,12,train,1
2199,0.0,631.58856,631.83877,0.0,"[20.0, 20.0]",0.08,-30.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,173,,,0,,False,9,train,0
2200,0.0,631.83877,632.08897,45.0,"[20.0, 20.0]",0.08,0.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,155,,,0,,False,7,train,1
2201,0.0,632.08897,632.33919,45.0,"[20.0, 20.0]",0.08,-30.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,162,,,0,,False,7,train,1
2202,0.0,632.33919,632.5894,45.0,"[20.0, 20.0]",0.08,20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,141,,,0,,False,10,train,1
2203,0.0,632.5894,632.83961,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,188,,,0,,False,10,train,2
2204,0.0,632.83961,633.08983,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,240,,,0,,False,7,train,1
2205,0.0,633.08983,633.34003,0.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,182,,,0,,False,6,train,0
2206,0.0,633.34003,633.59024,0.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,44,,,0,,False,7,train,0
2207,0.0,633.59024,633.84045,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,66,,,0,,False,9,train,2
2208,0.0,633.84045,634.09065,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020719,117,,,0,,False,9,train,1
2209,0.0,634.09065,634.34087,0.0,"[20.0, 20.0]",0.08,10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,44,,,0,,False,8,test,0
2210,0.0,634.34087,634.59108,90.0,"[20.0, 20.0]",0.08,10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,79,,,0,,False,10,train,2
2211,0.0,634.59108,634.84129,0.0,"[20.0, 20.0]",0.08,-20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,192,,,0,,False,6,train,0
2212,0.0,634.84129,635.09151,0.0,"[20.0, 20.0]",0.08,20.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,103,,,0,,False,11,test,0
2213,0.0,635.09151,635.34171,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,78,,,0,,False,9,train,2
2214,0.0,635.34171,635.59191,45.0,"[20.0, 20.0]",0.08,0.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,151,,,0,,False,8,test,1
2215,0.0,635.59191,635.84212,0.0,"[20.0, 20.0]",0.08,40.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,104,,,0,,False,10,train,0
2216,0.0,635.84212,636.09232,45.0,"[20.0, 20.0]",0.08,-40.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,56,,,0,,False,8,test,1
2217,0.0,636.09232,636.34254,0.0,"[20.0, 20.0]",0.08,10.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,215,,,0,,False,5,test,0
2218,0.0,636.34254,636.59275,90.0,"[20.0, 20.0]",0.08,0.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,220,,,0,,False,9,train,2
2219,0.0,636.59275,636.84296,90.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,183,,,0,,False,8,test,2
2220,0.0,636.84296,637.09318,45.0,"[20.0, 20.0]",0.08,10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,177,,,0,,False,8,test,1
2221,0.0,637.09318,637.34338,90.0,"[20.0, 20.0]",0.08,-30.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,158,,,0,,False,7,train,2
2222,0.0,637.34338,637.59358,90.0,"[20.0, 20.0]",0.08,30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,95,,,0,,False,8,test,2
2223,0.0,637.59358,637.84379,45.0,"[20.0, 20.0]",0.08,-10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,138,,,0,,False,6,train,1
2224,0.0,637.84379,638.09399,0.0,"[20.0, 20.0]",0.08,20.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,187,,,0,,False,9,train,0
2225,0.0,638.09399,638.34421,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,31,,,0,,False,10,train,2
2226,0.0,638.34421,638.59442,90.0,"[20.0, 20.0]",0.08,0.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,190,,,0,,False,7,train,2
2227,0.0,638.59442,638.84463,90.0,"[20.0, 20.0]",0.08,30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,179,,,0,,False,8,test,2
2228,0.0,638.84463,639.09485,0.0,"[20.0, 20.0]",0.08,30.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021281,129,,,0,,False,9,train,0
2229,0.0,639.09485,639.34506,0.0,"[20.0, 20.0]",0.08,20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,164,,,0,,False,11,test,0
2230,0.0,639.34506,639.59526,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,193,,,0,,False,8,test,0
2231,0.0,639.59526,639.84547,0.0,"[20.0, 20.0]",0.08,40.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,182,,,0,,False,7,train,0
2232,0.0,639.84547,640.09568,90.0,"[20.0, 20.0]",0.08,20.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020969,71,,,0,,False,7,train,2
2233,0.0,640.09568,640.34589,90.0,"[20.0, 20.0]",0.08,10.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,169,,,0,,False,9,train,2
2234,0.0,640.34589,640.5961,0.0,"[20.0, 20.0]",0.08,10.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,97,,,0,,False,10,train,0
2235,0.0,640.5961,640.84632,45.0,"[20.0, 20.0]",0.08,30.0,4.0,10.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,6,,,0,,False,7,train,1
2236,0.0,640.84632,641.09653,45.0,"[20.0, 20.0]",0.08,-30.0,4.0,0.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,152,,,0,,False,6,train,1
2237,0.0,641.09653,641.34673,0.0,"[20.0, 20.0]",0.08,30.0,4.0,-40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,46,,,0,,False,9,train,0
2238,0.0,641.34673,641.59693,45.0,"[20.0, 20.0]",0.08,10.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,178,,,0,,False,6,train,1
2239,0.0,641.59693,641.84714,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,66,,,0,,False,10,train,2
2240,0.0,641.84714,642.09734,90.0,"[20.0, 20.0]",0.08,-20.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,78,,,0,,False,10,train,2
2241,0.0,642.09734,642.34755,90.0,"[20.0, 20.0]",0.08,20.0,4.0,20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,13,,,0,,False,8,test,2
2242,0.0,642.34755,642.59776,90.0,"[20.0, 20.0]",0.08,20.0,4.0,-20.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,43,,,0,,False,10,train,2
2243,0.0,642.59776,642.84798,90.0,"[20.0, 20.0]",0.08,-10.0,4.0,-30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,126,,,0,,False,10,train,2
2244,0.0,642.84798,643.09819,45.0,"[20.0, 20.0]",0.08,30.0,4.0,40.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25021031,38,,,0,,False,9,train,1
2245,0.0,643.09819,643.34839,0.0,"[20.0, 20.0]",0.08,-10.0,4.0,30.0,"[3644.93333333, 3644.93333333]",gabors,0.8,null,null,0.25020469,225,,,0,,False,9,train,0
