stimulus_presentation_id,stimulus_block,start_time,stop_time,color,spatial_frequency,stimulus_name,contrast,phase,temporal_frequency,size,frame,y_position,x_position,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
2573,0.0,732.83353,733.08376,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,0.0,0.25022872,42,,,0,,False,11,test,0
2574,0.0,733.08376,733.33399,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,30.0,90.0,0.25022872,171,,,0,,False,10,train,2
2575,0.0,733.33399,733.58422,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-20.0,90.0,0.25022872,94,,,0,,False,9,train,2
2576,0.0,733.58422,733.83445,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,0.0,0.25022872,128,,,0,,False,10,train,0
2577,0.0,733.83445,734.08464,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-10.0,45.0,0.25019628,181,,,0,,False,11,test,1
2578,0.0,734.08464,734.33484,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,30.0,0.0,0.25019628,203,,,0,,False,10,train,0
2579,0.0,734.33484,734.58504,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,40.0,90.0,0.25019628,223,,,0,,False,10,train,2
2580,0.0,734.58504,734.83523,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-10.0,45.0,0.25019628,167,,,0,,False,10,train,1
2581,0.0,734.83523,735.08544,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,0.0,0.25021122,129,,,0,,False,12,train,0
2582,0.0,735.08544,735.33566,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,40.0,45.0,0.25021122,213,,,0,,False,9,train,1
2583,0.0,735.33566,735.58587,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,45.0,0.25021122,227,,,0,,False,7,train,1
2584,0.0,735.58587,735.83608,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,45.0,0.25021122,57,,,0,,False,9,train,1
2585,0.0,735.83608,736.08628,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,0.0,0.25020378,207,,,0,,False,13,train,0
2586,0.0,736.08628,736.33649,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,90.0,0.25020378,31,,,0,,False,10,train,2
2587,0.0,736.33649,736.58669,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-10.0,0.0,0.25020378,204,,,0,,False,9,train,0
2588,0.0,736.58669,736.83689,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,0.0,0.25020378,130,,,0,,False,12,train,0
2589,0.0,736.83689,737.08711,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,0.0,0.25021872,241,,,0,,False,11,test,0
2590,0.0,737.08711,737.33733,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,0.0,0.25021872,54,,,0,,False,9,train,0
2591,0.0,737.33733,737.58755,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,0.0,0.25021872,115,,,0,,False,9,train,0
2592,0.0,737.58755,737.83777,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,45.0,0.25021872,104,,,0,,False,9,train,1
2593,0.0,737.83777,738.08797,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,90.0,0.25019878,69,,,0,,False,12,train,2
2594,0.0,738.08797,738.33817,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-20.0,45.0,0.25019878,214,,,0,,False,9,train,1
2595,0.0,738.33817,738.58836,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,90.0,0.25019878,157,,,0,,False,9,train,2
2596,0.0,738.58836,738.83856,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,45.0,0.25019878,80,,,0,,False,10,train,1
2597,0.0,738.83856,739.08877,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,45.0,0.25021122,110,,,0,,False,7,train,1
2598,0.0,739.08877,739.33899,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-40.0,90.0,0.25021122,189,,,0,,False,9,train,2
2599,0.0,739.33899,739.5892,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,0.0,0.25021122,188,,,0,,False,8,test,0
2600,0.0,739.5892,739.83941,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-40.0,90.0,0.25021122,243,,,0,,False,10,train,2
2601,0.0,739.83941,740.08962,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,45.0,0.25020878,60,,,0,,False,11,test,1
2602,0.0,740.08962,740.33983,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,90.0,0.25020878,179,,,0,,False,11,test,2
2603,0.0,740.33983,740.59003,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,0.0,0.0,0.25020878,231,,,0,,False,10,train,0
2604,0.0,740.59003,740.84024,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,45.0,0.25020878,110,,,0,,False,8,test,1
2605,0.0,740.84024,741.09045,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-10.0,45.0,0.25020372,97,,,0,,False,9,train,1
2606,0.0,741.09045,741.34065,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,0.0,45.0,0.25020372,217,,,0,,False,11,test,1
2607,0.0,741.34065,741.59085,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,0.0,0.25020372,132,,,0,,False,9,train,0
2608,0.0,741.59085,741.84106,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,90.0,0.25020372,215,,,0,,False,13,train,2
2609,0.0,741.84106,742.09127,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,0.0,0.25021628,128,,,0,,False,11,test,0
2610,0.0,742.09127,742.34149,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,90.0,0.25021628,179,,,0,,False,12,train,2
2611,0.0,742.34149,742.59171,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,45.0,0.25021628,27,,,0,,False,10,train,1
2612,0.0,742.59171,742.84192,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,45.0,0.25021628,165,,,0,,False,12,train,1
2613,0.0,742.84192,743.09213,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-10.0,0.0,0.25020872,237,,,0,,False,7,train,0
2614,0.0,743.09213,743.34234,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,90.0,0.25020872,176,,,0,,False,14,test,2
2615,0.0,743.34234,743.59255,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,90.0,0.25020872,198,,,0,,False,11,test,2
2616,0.0,743.59255,743.84276,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,90.0,0.25020872,89,,,0,,False,11,test,2
2617,0.0,743.84276,744.09296,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,45.0,0.25020628,136,,,0,,False,9,train,1
2618,0.0,744.09296,744.34317,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,0.0,45.0,0.25020628,61,,,0,,False,11,test,1
2619,0.0,744.34317,744.59338,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,45.0,0.25020628,98,,,0,,False,12,train,1
2620,0.0,744.59338,744.84358,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,30.0,45.0,0.25020628,226,,,0,,False,8,test,1
2621,0.0,744.84358,745.0938,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,40.0,45.0,0.25021372,106,,,0,,False,7,train,1
2622,0.0,745.0938,745.34401,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-30.0,0.0,0.25021372,190,,,0,,False,9,train,0
2623,0.0,745.34401,745.59422,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,90.0,0.25021372,13,,,0,,False,9,train,2
2624,0.0,745.59422,745.84444,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,45.0,0.25021372,10,,,0,,False,13,train,1
2625,0.0,745.84444,746.09464,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,90.0,0.25020378,144,,,0,,False,10,train,2
2626,0.0,746.09464,746.34485,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,45.0,0.25020378,48,,,0,,False,9,train,1
2627,0.0,746.34485,746.59505,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,90.0,0.25020378,179,,,0,,False,13,train,2
2628,0.0,746.59505,746.84525,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,90.0,0.25020378,5,,,0,,False,10,train,2
2629,0.0,746.84525,747.09546,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,90.0,0.25021122,166,,,0,,False,11,test,2
2630,0.0,747.09546,747.34568,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,90.0,0.25021122,232,,,0,,False,11,test,2
2631,0.0,747.34568,747.59589,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,45.0,0.25021122,108,,,0,,False,11,test,1
2632,0.0,747.59589,747.8461,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,0.0,0.25021122,133,,,0,,False,8,test,0
2633,0.0,747.8461,748.0963,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,30.0,45.0,0.25020628,201,,,0,,False,9,train,1
2634,0.0,748.0963,748.34651,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,90.0,0.25020628,139,,,0,,False,9,train,2
2635,0.0,748.34651,748.59672,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,0.0,0.25020628,16,,,0,,False,9,train,0
2636,0.0,748.59672,748.84692,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-20.0,0.0,0.25020628,233,,,0,,False,12,train,0
2637,0.0,748.84692,749.09714,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,45.0,0.25021872,234,,,0,,False,9,train,1
2638,0.0,749.09714,749.34736,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,40.0,45.0,0.25021872,200,,,0,,False,8,test,1
2639,0.0,749.34736,749.59758,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,0.0,0.25021872,7,,,0,,False,9,train,0
2640,0.0,749.59758,749.8478,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-20.0,45.0,0.25021872,37,,,0,,False,9,train,1
2641,0.0,749.8478,750.098,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-10.0,90.0,0.25020378,68,,,0,,False,10,train,2
2642,0.0,750.098,750.34821,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,0.0,0.25020378,197,,,0,,False,10,train,0
2643,0.0,750.34821,750.59841,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,0.0,0.25020378,186,,,0,,False,9,train,0
2644,0.0,750.59841,750.84861,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,0.0,0.25020378,130,,,0,,False,13,train,0
2645,0.0,750.84861,751.09883,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-20.0,45.0,0.25021372,90,,,0,,False,9,train,1
2646,0.0,751.09883,751.34904,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,0.0,0.25021372,197,,,0,,False,11,test,0
2647,0.0,751.34904,751.59925,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-20.0,90.0,0.25021372,111,,,0,,False,12,train,2
2648,0.0,751.59925,751.84947,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,0.0,0.0,0.25021372,24,,,0,,False,12,train,0
2649,0.0,751.84947,752.09967,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,90.0,0.25020378,183,,,0,,False,10,train,2
2650,0.0,752.09967,752.34988,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,45.0,0.25020378,114,,,0,,False,10,train,1
2651,0.0,752.34988,752.60008,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,90.0,0.25020378,12,,,0,,False,10,train,2
2652,0.0,752.60008,752.85028,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,45.0,0.25020378,143,,,0,,False,8,test,1
2653,0.0,752.85028,753.10049,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-10.0,0.0,0.25020622,196,,,0,,False,11,test,0
2654,0.0,753.10049,753.3507,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,20.0,90.0,0.25020622,212,,,0,,False,9,train,2
2655,0.0,753.3507,753.6009,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-30.0,0.0,0.25020622,190,,,0,,False,10,train,0
2656,0.0,753.6009,753.85111,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,0.0,0.25020622,150,,,0,,False,10,train,0
2657,0.0,753.85111,754.10132,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,45.0,0.25021128,221,,,0,,False,10,train,1
2658,0.0,754.10132,754.35153,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-10.0,0.0,0.25021128,196,,,0,,False,12,train,0
2659,0.0,754.35153,754.60174,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25021128,77,,,0,,False,13,train,1
2660,0.0,754.60174,754.85195,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,90.0,0.25021128,216,,,0,,False,9,train,2
2661,0.0,754.85195,755.10217,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,40.0,45.0,0.25021622,234,,,0,,False,10,train,1
2662,0.0,755.10217,755.35239,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-10.0,90.0,0.25021622,202,,,0,,False,7,train,2
2663,0.0,755.35239,755.6026,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,0.0,0.25021622,16,,,0,,False,10,train,0
2664,0.0,755.6026,755.85282,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,45.0,0.25021622,118,,,0,,False,9,train,1
2665,0.0,755.85282,756.10302,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,30.0,45.0,0.25019878,219,,,0,,False,11,test,1
2666,0.0,756.10302,756.35322,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,0.0,0.25019878,188,,,0,,False,9,train,0
2667,0.0,756.35322,756.60341,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,30.0,90.0,0.25019878,222,,,0,,False,7,train,2
2668,0.0,756.60341,756.85361,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,45.0,0.25019878,29,,,0,,False,10,train,1
2669,0.0,756.85361,757.10384,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-10.0,90.0,0.25022372,202,,,0,,False,8,test,2
2670,0.0,757.10384,757.35406,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,0.0,0.25022372,23,,,0,,False,8,test,0
2671,0.0,757.35406,757.60428,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,40.0,0.0,0.25022372,140,,,0,,False,9,train,0
2672,0.0,757.60428,757.85451,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,0.0,0.25022372,123,,,0,,False,11,test,0
2673,0.0,757.85451,758.1047,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-30.0,90.0,0.25019628,210,,,0,,False,8,test,2
2674,0.0,758.1047,758.3549,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,0.0,0.25019628,36,,,0,,False,14,test,0
2675,0.0,758.3549,758.6051,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,90.0,0.25019628,159,,,0,,False,5,test,2
2676,0.0,758.6051,758.85529,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,0.0,0.25019628,131,,,0,,False,11,test,0
2677,0.0,758.85529,759.10551,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,10.0,45.0,0.25022122,236,,,0,,False,11,test,1
2678,0.0,759.10551,759.35574,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,40.0,45.0,0.25022122,106,,,0,,False,8,test,1
2679,0.0,759.35574,759.60596,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,0.0,0.25022122,92,,,0,,False,11,test,0
2680,0.0,759.60596,759.85618,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-30.0,0.0,0.25022122,9,,,0,,False,13,train,0
2681,0.0,759.85618,760.10637,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,90.0,0.25019628,177,,,0,,False,13,train,2
2682,0.0,760.10637,760.35657,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,40.0,45.0,0.25019628,200,,,0,,False,9,train,1
2683,0.0,760.35657,760.60677,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,10.0,90.0,0.25019628,180,,,0,,False,8,test,2
2684,0.0,760.60677,760.85696,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,45.0,0.25019628,48,,,0,,False,10,train,1
2685,0.0,760.85696,761.10718,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,20.0,45.0,0.25021372,143,,,0,,False,9,train,1
2686,0.0,761.10718,761.35739,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,90.0,0.25021372,157,,,0,,False,10,train,2
2687,0.0,761.35739,761.6076,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-30.0,45.0,0.25021372,178,,,0,,False,9,train,1
2688,0.0,761.6076,761.85782,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,30.0,0.0,0.25021372,209,,,0,,False,10,train,0
2689,0.0,761.85782,762.10802,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,45.0,0.25020628,184,,,0,,False,13,train,1
2690,0.0,762.10802,762.35823,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,0.0,0.25020628,64,,,0,,False,11,test,0
2691,0.0,762.35823,762.60844,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,0.0,0.25020628,107,,,0,,False,12,train,0
2692,0.0,762.60844,762.85864,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,0.0,0.25020628,45,,,0,,False,12,train,0
2693,0.0,762.85864,763.10885,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,90.0,0.25021122,38,,,0,,False,9,train,2
2694,0.0,763.10885,763.35907,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,20.0,45.0,0.25021122,221,,,0,,False,11,test,1
2695,0.0,763.35907,763.60928,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,0.0,0.0,0.25021122,242,,,0,,False,11,test,0
2696,0.0,763.60928,763.85949,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,0.0,0.25021122,87,,,0,,False,9,train,0
2697,0.0,763.85949,764.10969,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-10.0,0.0,0.25020378,237,,,0,,False,8,test,0
2698,0.0,764.10969,764.3599,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,45.0,0.25020378,26,,,0,,False,10,train,1
2699,0.0,764.3599,764.6101,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,45.0,0.25020378,104,,,0,,False,10,train,1
2700,0.0,764.6101,764.8603,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,90.0,0.25020378,5,,,0,,False,11,test,2
2701,0.0,764.8603,765.11052,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,45.0,0.25021622,4,,,0,,False,9,train,1
2702,0.0,765.11052,765.36074,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,0.0,0.25021622,119,,,0,,False,10,train,0
2703,0.0,765.36074,765.61095,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25021622,21,,,0,,False,13,train,2
2704,0.0,765.61095,765.86117,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,0.0,0.25021622,78,,,0,,False,10,train,0
2705,0.0,765.86117,766.11137,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,90.0,0.25020628,89,,,0,,False,12,train,2
2706,0.0,766.11137,766.36158,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-40.0,0.0,0.25020628,49,,,0,,False,10,train,0
2707,0.0,766.36158,766.61179,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,45.0,0.25020628,66,,,0,,False,10,train,1
2708,0.0,766.61179,766.86199,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,45.0,0.25020628,51,,,0,,False,12,train,1
2709,0.0,766.86199,767.1122,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,45.0,0.25020372,114,,,0,,False,11,test,1
