stimulus_presentation_id,stimulus_block,start_time,stop_time,color,spatial_frequency,stimulus_name,contrast,phase,temporal_frequency,size,frame,y_position,x_position,orientation,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,89.295798,89.529328,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,90.0,0.2335307,1,,,0,,False,0,train,2
2,0.0,89.529328,89.77954,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,0.0,0.25021147,2,,,0,,False,0,train,0
3,0.0,89.77954,90.029751,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-40.0,90.0,0.25021147,3,,,0,,False,0,train,2
4,0.0,90.029751,90.279963,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,45.0,0.25021147,4,,,0,,False,0,train,1
5,0.0,90.279963,90.530181,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,40.0,90.0,0.25021872,5,,,0,,False,0,train,2
6,0.0,90.530181,90.7804,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,45.0,0.25021872,6,,,0,,False,0,train,1
7,0.0,90.7804,91.030619,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,0.0,0.25021872,7,,,0,,False,0,train,0
8,0.0,91.030619,91.280838,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,10.0,90.0,0.25021872,8,,,0,,False,0,train,2
9,0.0,91.280838,91.531039,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-30.0,0.0,0.25020128,9,,,0,,False,0,train,0
10,0.0,91.531039,91.78124,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,45.0,0.25020128,10,,,0,,False,0,train,1
11,0.0,91.78124,92.031441,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,40.0,90.0,0.25020128,11,,,0,,False,0,train,2
12,0.0,92.031441,92.281643,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-20.0,90.0,0.25020128,12,,,0,,False,0,train,2
13,0.0,92.281643,92.531861,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,90.0,0.25021872,13,,,0,,False,0,train,2
14,0.0,92.531861,92.78208,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-40.0,45.0,0.25021872,14,,,0,,False,0,train,1
15,0.0,92.78208,93.032299,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-10.0,0.0,0.25021872,15,,,0,,False,0,train,0
16,0.0,93.032299,93.282518,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,0.0,0.25021872,16,,,0,,False,0,train,0
17,0.0,93.282518,93.532714,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,30.0,45.0,0.25019628,17,,,0,,False,0,train,1
18,0.0,93.532714,93.78291,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,45.0,0.25019628,6,,,0,,False,1,train,1
19,0.0,93.78291,94.033106,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,90.0,0.25019628,18,,,0,,False,0,train,2
20,0.0,94.033106,94.283303,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,0.0,0.25019628,19,,,0,,False,0,train,0
21,0.0,94.283303,94.533526,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-40.0,45.0,0.25022372,20,,,0,,False,0,train,1
22,0.0,94.533526,94.78375,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25022372,21,,,0,,False,0,train,2
23,0.0,94.78375,95.033974,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,45.0,0.25022372,22,,,0,,False,0,train,1
24,0.0,95.033974,95.284198,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,0.0,0.25022372,23,,,0,,False,0,train,0
25,0.0,95.284198,95.534391,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,0.0,0.0,0.25019378,24,,,0,,False,0,train,0
26,0.0,95.534391,95.784585,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,90.0,0.25019378,25,,,0,,False,0,train,2
27,0.0,95.784585,96.034779,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,45.0,0.25019378,26,,,0,,False,0,train,1
28,0.0,96.034779,96.284973,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,45.0,0.25019378,27,,,0,,False,0,train,1
29,0.0,96.284973,96.535191,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,40.0,90.0,0.25021872,28,,,0,,False,0,train,2
30,0.0,96.535191,96.78541,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,40.0,45.0,0.25021872,29,,,0,,False,0,train,1
31,0.0,96.78541,97.035629,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-30.0,45.0,0.25021872,30,,,0,,False,0,train,1
32,0.0,97.035629,97.285848,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,90.0,0.25021872,31,,,0,,False,0,train,2
33,0.0,97.285848,97.536046,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,40.0,90.0,0.25019878,32,,,0,,False,0,train,2
34,0.0,97.536046,97.786245,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,0.0,45.0,0.25019878,33,,,0,,False,0,train,1
35,0.0,97.786245,98.036444,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,0.0,0.25019878,34,,,0,,False,0,train,0
36,0.0,98.036444,98.286643,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,30.0,0.0,0.25019878,35,,,0,,False,0,train,0
37,0.0,98.286643,98.536854,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,0.0,0.25021122,36,,,0,,False,0,train,0
38,0.0,98.536854,98.787065,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-20.0,45.0,0.25021122,37,,,0,,False,0,train,1
39,0.0,98.787065,99.037276,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,90.0,0.25021122,38,,,0,,False,0,train,2
40,0.0,99.037276,99.287488,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,0.0,45.0,0.25021122,39,,,0,,False,0,train,1
41,0.0,99.287488,99.537696,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,0.0,0.25020878,36,,,0,,False,1,train,0
42,0.0,99.537696,99.787905,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,0.0,0.25020878,40,,,0,,False,0,train,0
43,0.0,99.787905,100.03811,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,-30.0,90.0,0.25020878,41,,,0,,False,0,train,2
44,0.0,100.03811,100.28832,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,0.0,0.25020878,42,,,0,,False,0,train,0
45,0.0,100.28832,100.53854,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,45.0,0.25021872,43,,,0,,False,0,train,1
46,0.0,100.53854,100.78876,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,0.0,0.25021872,44,,,0,,False,0,train,0
47,0.0,100.78876,101.03898,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,90.0,0.25021872,25,,,0,,False,1,train,2
48,0.0,101.03898,101.2892,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,0.0,0.25021872,45,,,0,,False,0,train,0
49,0.0,101.2892,101.5394,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,20.0,0.0,0.25020128,46,,,0,,False,0,train,0
50,0.0,101.5394,101.7896,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-40.0,45.0,0.25020128,47,,,0,,False,0,train,1
51,0.0,101.7896,102.0398,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,10.0,45.0,0.25020128,48,,,0,,False,0,train,1
52,0.0,102.0398,102.29,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-40.0,0.0,0.25020128,49,,,0,,False,0,train,0
53,0.0,102.29,102.54021,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-40.0,45.0,0.25020872,47,,,0,,False,1,train,1
54,0.0,102.54021,102.79042,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,0.0,0.0,0.25020872,50,,,0,,False,0,train,0
55,0.0,102.79042,103.04063,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,45.0,0.25020872,51,,,0,,False,0,train,1
56,0.0,103.04063,103.29084,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,45.0,0.25020872,52,,,0,,False,0,train,1
57,0.0,103.29084,103.54104,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,40.0,90.0,0.25020628,53,,,0,,False,0,train,2
58,0.0,103.54104,103.79125,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,30.0,0.0,0.25020628,54,,,0,,False,0,train,0
59,0.0,103.79125,104.04146,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,45.0,0.25020628,55,,,0,,False,0,train,1
60,0.0,104.04146,104.29166,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,45.0,0.25020628,10,,,0,,False,1,train,1
61,0.0,104.29166,104.54187,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-40.0,90.0,0.25021122,3,,,0,,False,1,train,2
62,0.0,104.54187,104.79209,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-10.0,90.0,0.25021122,56,,,0,,False,0,train,2
63,0.0,104.79209,105.0423,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,45.0,0.25021122,57,,,0,,False,0,train,1
64,0.0,105.0423,105.29251,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-30.0,0.0,0.25021122,58,,,0,,False,0,train,0
65,0.0,105.29251,105.54271,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-30.0,90.0,0.25020628,59,,,0,,False,0,train,2
66,0.0,105.54271,105.79292,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-40.0,45.0,0.25020628,60,,,0,,False,0,train,1
67,0.0,105.79292,106.04313,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,0.0,45.0,0.25020628,61,,,0,,False,0,train,1
68,0.0,106.04313,106.29333,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,45.0,0.25020628,62,,,0,,False,0,train,1
69,0.0,106.29333,106.54354,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-30.0,45.0,0.25021122,63,,,0,,False,0,train,1
70,0.0,106.54354,106.79376,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,0.0,0.25021122,64,,,0,,False,0,train,0
71,0.0,106.79376,107.04397,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,20.0,45.0,0.25021122,65,,,0,,False,0,train,1
72,0.0,107.04397,107.29418,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-20.0,45.0,0.25021122,66,,,0,,False,0,train,1
73,0.0,107.29418,107.54439,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-30.0,45.0,0.25020878,67,,,0,,False,0,train,1
74,0.0,107.54439,107.7946,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,-10.0,90.0,0.25020878,68,,,0,,False,0,train,2
75,0.0,107.7946,108.0448,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,90.0,0.25020878,69,,,0,,False,0,train,2
76,0.0,108.0448,108.29501,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-30.0,0.0,0.25020878,34,,,0,,False,1,train,0
77,0.0,108.29501,108.54522,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-20.0,90.0,0.25020872,70,,,0,,False,0,train,2
78,0.0,108.54522,108.79543,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,45.0,0.25020872,71,,,0,,False,0,train,1
79,0.0,108.79543,109.04564,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,10.0,90.0,0.25020872,72,,,0,,False,0,train,2
80,0.0,109.04564,109.29585,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,10.0,45.0,0.25020872,22,,,0,,False,1,train,1
81,0.0,109.29585,109.54605,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,90.0,0.25020628,73,,,0,,False,0,train,2
82,0.0,109.54605,109.79626,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,45.0,0.25020628,52,,,0,,False,1,train,1
83,0.0,109.79626,110.04647,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,30.0,90.0,0.25020628,74,,,0,,False,0,train,2
84,0.0,110.04647,110.29667,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,10.0,90.0,0.25020628,73,,,0,,False,1,train,2
85,0.0,110.29667,110.54689,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,30.0,45.0,0.25021372,75,,,0,,False,0,train,1
86,0.0,110.54689,110.7971,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,20.0,0.0,0.25021372,76,,,0,,False,0,train,0
87,0.0,110.7971,111.04731,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,20.0,45.0,0.25021372,77,,,0,,False,0,train,1
88,0.0,111.04731,111.29753,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,10.0,0.0,0.25021372,78,,,0,,False,0,train,0
89,0.0,111.29753,111.54773,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-10.0,0.0,0.25020378,79,,,0,,False,0,train,0
90,0.0,111.54773,111.79794,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,45.0,0.25020378,26,,,0,,False,1,train,1
91,0.0,111.79794,112.04814,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,45.0,0.25020378,80,,,0,,False,0,train,1
92,0.0,112.04814,112.29834,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,20.0,45.0,0.25020378,81,,,0,,False,0,train,1
93,0.0,112.29834,112.54857,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,45.0,0.25022372,43,,,0,,False,1,train,1
94,0.0,112.54857,112.79879,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,0.0,0.25022372,82,,,0,,False,0,train,0
95,0.0,112.79879,113.04901,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,0.0,0.25022372,83,,,0,,False,0,train,0
96,0.0,113.04901,113.29924,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,0.0,90.0,0.25022372,21,,,0,,False,1,train,2
97,0.0,113.29924,113.54943,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,90.0,0.25019378,84,,,0,,False,0,train,2
98,0.0,113.54943,113.79963,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,30.0,45.0,0.25019378,75,,,0,,False,1,train,1
99,0.0,113.79963,114.04982,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-10.0,-30.0,0.0,0.25019378,85,,,0,,False,0,train,0
100,0.0,114.04982,114.30001,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-30.0,90.0,0.25019378,59,,,0,,False,1,train,2
101,0.0,114.30001,114.55022,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,45.0,0.25021122,86,,,0,,False,0,train,1
102,0.0,114.55022,114.80044,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,0.0,0.25021122,87,,,0,,False,0,train,0
103,0.0,114.80044,115.05065,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,0.0,0.25021122,88,,,0,,False,0,train,0
104,0.0,115.05065,115.30086,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,90.0,0.25021122,89,,,0,,False,0,train,2
105,0.0,115.30086,115.55106,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-20.0,45.0,0.25020628,90,,,0,,False,0,train,1
106,0.0,115.55106,115.80127,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,0.0,0.25020628,88,,,0,,False,1,train,0
107,0.0,115.80127,116.05148,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,0.0,45.0,0.25020628,26,,,0,,False,2,test,1
108,0.0,116.05148,116.30168,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,40.0,0.0,0.25020628,91,,,0,,False,0,train,0
109,0.0,116.30168,116.5519,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-40.0,0.0,0.25021622,92,,,0,,False,0,train,0
110,0.0,116.5519,116.80212,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,45.0,0.25021622,93,,,0,,False,0,train,1
111,0.0,116.80212,117.05233,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-20.0,90.0,0.25021622,94,,,0,,False,0,train,2
112,0.0,117.05233,117.30255,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,-40.0,90.0,0.25021622,95,,,0,,False,0,train,2
113,0.0,117.30255,117.55275,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,-10.0,0.0,0.25020378,88,,,0,,False,2,test,0
114,0.0,117.55275,117.80296,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,45.0,0.25020378,62,,,0,,False,1,train,1
115,0.0,117.80296,118.05316,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,20.0,0.0,0.25020378,96,,,0,,False,0,train,0
116,0.0,118.05316,118.30336,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-10.0,45.0,0.25020378,97,,,0,,False,0,train,1
117,0.0,118.30336,118.55358,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,45.0,0.25021872,71,,,0,,False,1,train,1
118,0.0,118.55358,118.8038,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,45.0,0.25021872,98,,,0,,False,0,train,1
119,0.0,118.8038,119.05402,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,0.0,0.25021872,99,,,0,,False,0,train,0
120,0.0,119.05402,119.30424,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-40.0,30.0,90.0,0.25021872,100,,,0,,False,0,train,2
121,0.0,119.30424,119.55444,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,0.0,0.25019878,101,,,0,,False,0,train,0
122,0.0,119.55444,119.80464,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,0.0,45.0,0.25019878,102,,,0,,False,0,train,1
123,0.0,119.80464,120.05483,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,90.0,0.25019878,103,,,0,,False,0,train,2
124,0.0,120.05483,120.30503,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-10.0,45.0,0.25019878,52,,,0,,False,2,test,1
125,0.0,120.30503,120.55525,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-30.0,45.0,0.25021622,93,,,0,,False,1,train,1
126,0.0,120.55525,120.80547,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,30.0,45.0,0.25021622,104,,,0,,False,0,train,1
127,0.0,120.80547,121.05568,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,20.0,45.0,0.25021622,71,,,0,,False,2,test,1
128,0.0,121.05568,121.3059,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,40.0,90.0,0.25021622,32,,,0,,False,1,train,2
129,0.0,121.3059,121.5561,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-20.0,-20.0,45.0,0.25020378,98,,,0,,False,1,train,1
130,0.0,121.5561,121.80631,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,-30.0,-20.0,45.0,0.25020378,4,,,0,,False,1,train,1
131,0.0,121.80631,122.05651,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,20.0,-40.0,90.0,0.25020378,105,,,0,,False,0,train,2
132,0.0,122.05651,122.30671,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,40.0,45.0,0.25020378,106,,,0,,False,0,train,1
133,0.0,122.30671,122.55692,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,0.0,30.0,90.0,0.25020872,74,,,0,,False,1,train,2
134,0.0,122.55692,122.80713,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,-30.0,0.0,0.25020872,107,,,0,,False,0,train,0
135,0.0,122.80713,123.05734,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,30.0,20.0,0.0,0.25020872,44,,,0,,False,1,train,0
136,0.0,123.05734,123.30755,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,10.0,45.0,0.25020872,51,,,0,,False,1,train,1
137,0.0,123.30755,123.55776,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,10.0,10.0,45.0,0.25020878,108,,,0,,False,0,train,1
138,0.0,123.55776,123.80797,null,0.08,gabors,0.8,"[3644.93333333, 3644.93333333]",4.0,"[20.0, 20.0]",null,40.0,30.0,0.0,0.25020878,109,,,0,,False,0,train,0
