unit_id,modulation_index
8000000,0.5612314089731009
8000001,1.2583077203355308
8000002,1.684035544445833
8000003,1.7192114084810992
8000004,1.1068404722916367
8000005,0.7547086770891887
8000006,0.6115683821829724
8000007,0.3788512690430285
8000008,
8000009,0.8951119030502814
8000010,0.6122682827036329
8000011,
8000012,0.8498287653817569
8000013,1.6038045232563953
8000014,0.6968108361049069
8000015,
8000016,1.7102279562417761
8000017,1.2655099586367924
8000018,1.613752391959931
8000019,1.400946432392929
8000020,
8000021,
8000022,1.4659877824989003
8000023,
8000024,0.6462454404971927
8000025,0.9965189838123978
8000026,1.398159247225856
8000027,0.6940211424061551
8000028,
8000029,1.097853225663923
8000030,
8000031,
8000032,1.446258460918996
8000033,1.0457168582466314
8000034,0.8182756483961057
8000035,
8000036,0.9080166975089946
8000037,
8000038,1.4410078931992403
8000039,
8000040,1.0348009261742614
8000041,
8000042,
8000043,
8000044,
8000045,1.4310362173630178
8000046,
8000047,0.9406091778864553
8000048,1.120959582147676
8000049,0.8168151545188317
8000050,0.7214420855451732
8000051,0.6520224904231847
8000052,
8000053,1.5891376036726437
8000054,1.1786427408782945
8000055,
8000056,0.3806129075069666
8000057,0.47484084153657413
8000058,1.0831097727073138
8000059,0.8760863470653661
8000060,1.078620574613523
8000061,0.47165633543603985
8000062,0.6686693491019181
8000063,0.8712654563217259
8000064,1.5038265742152925
8000065,1.544216997973582
8000066,0.6085904208272118
8000067,1.18967396537361
8000068,
8000069,
8000070,1.3014034980870233
8000071,1.2722166302646918
8000072,
8000073,1.0805486926342691
8000074,
8000075,1.4223037454737988
8000076,
8000077,0.5857744311413426
8000078,1.4274241831362509
8000079,
8000080,0.8694424748763887
8000081,
8000082,0.6879807053568502
8000083,
8000084,0.7143707321020681
8000085,
8000086,
8000087,0.8138747673830381
8000088,
8000089,1.4964414564101747
8000090,1.4564289070273173
8000091,0.940717860949407
8000092,1.4943409052217376
8000093,0.6433604496163915
8000094,0.7909569796730355
8000095,1.7110647759968456
8000096,1.6405410335383326
8000097,0.8659893640291123
8000098,1.2459851321279332
8000099,1.0011462020734514
8000100,
8000101,0.7553208214462439
8000102,0.8792521493688196
8000103,0.773796105523757
8000104,
8000105,0.41940810202493306
8000106,
8000107,
8000108,0.27480287961931876
8000109,
8000110,0.6825864760425172
8000111,
8000112,1.2245022885982844
8000113,0.5765467204852243
8000114,
8000115,
8000116,
8000117,
8000118,
8000119,1.6161862347566942
8000120,1.5406978120679748
8000121,1.8203591547418965
8000122,1.3346436277611717
8000123,1.1751755426194597
8000124,0.7490228395615345
8000125,1.0862900949610748
8000126,
8000127,0.9118781695637292
8000128,
8000129,
8000130,1.7223200160700034
8000131,
8000132,
8000133,0.5987864797067806
8000134,1.0714610044476307
8000135,1.474709442446647
8000136,1.2400926071650427
8000137,1.2491416649851428
8000138,0.6117333640684283
8000139,
8000140,
8000141,
8000142,0.997198679257736
8000143,
8000144,
8000145,0.781843566059832
8000146,1.0767102502695653
8000147,1.0616749292699443
8000148,0.9257149580905131
8000149,
8000150,
8000151,
8000152,
8000153,1.3748208177476737
8000154,1.2862771263453927
8000155,1.378052617948429
8000156,
8000157,1.4043135853268025
8000158,1.421517602335741
8000159,0.9807945480464333
8000160,0.5148201025703513
8000161,0.6927191209869361
8000162,0.575435136586127
8000163,1.5889028936476703
8000164,1.002076147507947
8000165,1.5104623103369155
8000166,1.4973931288846296
8000167,0.41265895600708297
8000168,0.6295413547039005
8000169,0.6569016600115827
8000170,
8000171,1.787767002007513
8000172,0.9226717898272181
8000173,1.5337052773660227
8000174,1.3397444221970012
8000175,1.5304382324437862
8000176,1.235037214950273
8000177,1.0342054490144166
8000178,1.0307976438322388
8000179,1.1828282876688543
8000180,1.2071068699096419
8000181,1.0754528567023285
8000182,1.0958939645819175
8000183,1.027161779958772
8000184,
8000185,1.3534999257165212
8000186,1.2675140756842571
8000187,
8000188,0.9438884390159684
8000189,
8000190,
8000191,1.4077438463117544
8000192,1.194260862300594
8000193,1.1595579801106597
8000194,0.876461741744252
8000195,1.3293944800418025
8000196,0.6405893478432554
8000197,
8000198,1.2254307652052712
8000199,
8000200,
8000201,0.47826370980503013
8000202,
8000203,
8000204,
8000205,
8000206,1.6504254394859708
8000207,1.688251417731132
8000208,1.5141307803299289
8000209,1.569427247984746
8000210,1.3760631144910294
8000211,1.6860871688573285
8000212,0.8448704388103783
8000213,0.456119563702878
8000214,0.38516982706822145
8000215,
8000216,0.7559697938764173
8000217,0.8446886491082348
8000218,0.5399083900792615
8000219,
8000220,1.2587781596354493
8000221,1.2252128344829003
8000222,
8000223,1.6893852750199483
8000224,0.9810915111698544
8000225,0.5816424074609337
8000226,0.7974041070531724
8000227,0.519648303235445
8000228,1.2991248975889276
8000229,
8000230,1.4101138712380188
8000231,0.9999539289033381
8000232,0.8026570355944401
8000233,0.46679908629011724
8000234,1.1305612565620433
8000235,1.4239117732880322
8000236,1.5388918883253593
8000237,1.1323570949226034
8000238,0.7643787815871507
8000239,0.47367122484528734
8000240,
8000241,1.3681375003279244
8000242,
8000243,0.7397384684246828
8000244,1.5854009808175173
8000245,0.615298080267097
8000246,0.643683446980008
8000247,
8000248,1.0086593251433382
8000249,1.0336695926887025
8000250,1.6635137984093307
8000251,1.5706374855079839
8000252,0.5131271102838127
8000253,0.6837317393656843
8000254,1.1133890923329044
8000255,0.8123714236858933
8000256,0.9213376403637089
8000257,
8000258,1.064950385643091
8000259,0.86675955935355
8000260,0.926197602347992
8000261,0.8697694459414504
8000262,0.932110456690917
8000263,1.0706486576325016
8000264,1.2204138543582583
8000265,0.9525857123017136
8000266,0.9414374633072359
8000267,0.8880878040507025
8000268,0.9307101884673448
8000269,0.8981185144511503
8000270,0.9502965241294353
8000271,1.547634614228134
8000272,1.2516380735279564
8000273,1.0657052290880027
8000274,0.9772029783993894
8000275,0.6424862938715872
8000276,
8000277,1.184352108232448
8000278,1.0396186881037126
8000279,1.0222401549564513
8000280,0.6833759016759976
8000281,0.6750907146219727
8000282,1.1995475687383894
8000283,0.8882712469390436
8000284,1.4066906415553735
8000285,1.1763105617198237
8000286,0.6656166763275473
8000287,1.4533747193642004
8000288,0.9970015474490653
8000289,1.307136926898754
8000290,1.1041289304237263
8000291,0.7698538631227086
8000292,1.1021933500667365
8000293,1.0938273946371246
8000294,0.8552814408931415
8000295,
8000296,1.5606713156353078
8000297,1.6325982981391074
8000298,0.9336149327114805
8000299,0.6496759147853747
8000300,0.7480143892295962
8000301,1.3384334532676507
8000302,
8000303,
8000304,
8000305,
8000306,
8000307,1.1310800591529835
8000308,1.4375162354555975
8000309,1.6017009050230704
8000310,1.0166410899236968
8000311,1.1308121739670458
8000312,1.2042778791320363
8000313,
8000314,
8000315,
8000316,1.6531050161664014
8000317,
8000318,
8000319,1.6642991116846158
8000320,
8000321,
8000322,1.6828572967686888
8000323,1.1069950727275186
8000324,1.1964842354948446
8000325,0.7883956211896164
8000326,1.0497564028717996
8000327,0.8480086291556233
8000328,0.5630782871350345
8000329,
8000330,
8000331,1.709437747017586
8000332,1.687740773852873
8000333,1.5238427101922174
8000334,
8000335,
8000336,
8000337,0.9547057848306334
8000338,1.638577085406193
8000339,1.3460700708829851
8000340,1.654432957601084
8000341,0.8863497880683278
8000342,0.8440020483754033
8000343,0.5909761531222464
8000344,1.1291451473118095
8000345,0.7899762944845199
8000346,0.8048265052085257
8000347,1.420028294024568
8000348,
8000349,1.1903442448152441
8000350,1.5443335808446719
8000351,1.1131625990367158
8000352,1.1659834594923495
8000353,1.1766286826423868
8000354,1.4536067856182955
8000355,
8000356,1.6332940876707895
8000357,1.1374771369355465
8000358,
8000359,1.473542039689946
8000360,1.1880846961765126
8000361,0.49429978210267317
8000362,1.1248591811744875
8000363,0.9735932595937649
8000364,0.6541854058876616
8000365,1.6012144509463626
8000366,
8000367,1.5414683415606867
8000368,1.5591012708083294
8000369,1.2075016171040744
8000370,1.3018559903764793
8000371,1.3715188917939913
8000372,1.103582559795705
8000373,0.5586753216248637
8000374,0.6824800763771596
8000375,0.7706458520937787
8000376,0.8700814642951373
8000377,1.0898312974154587
8000378,
8000379,1.1226346672562604
8000380,
8000381,0.3507144098523548
8000382,1.0463435027619468
8000383,0.7410526018904392
8000384,
8000385,1.324852693709167
8000386,1.4138885193245252
8000387,0.9000318977322435
8000388,1.23698395622314
8000389,
8000390,
8000391,1.2522486528569035
8000392,0.8735663304730771
8000393,1.344788110496046
8000394,
8000395,1.394423777481789
8000396,1.2472769837769206
8000397,1.0023260268184984
8000398,1.4342189371724094
8000399,0.6070252849946657
8000400,0.48834213613954186
8000401,0.5465036718461744
8000402,1.3154196258994566
8000403,0.7183337222350705
8000404,1.4075144649027074
8000405,1.1639280611239782
8000406,0.9142598429425861
8000407,1.5123477151255766
8000408,0.4300424459200807
8000409,1.3596613381353813
8000410,1.4312946081270725
8000411,0.9493385404173982
8000412,0.6101985407884731
8000413,0.837389173622546
8000414,0.7718826888164184
8000415,1.2077825173890084
8000416,1.2237072723740106
8000417,
8000418,0.8914809999980512
8000419,1.2735668645416862
8000420,1.1043881850299575
8000421,
8000422,1.455293501226096
8000423,1.418153143745209
8000424,1.648125350275207
8000425,
8000426,
8000427,
8000428,
8000429,0.6238116538673038
8000430,
8000431,0.7497248699084498
8000432,1.3780067299566578
8000433,0.8178224147368397
8000434,
8000435,0.31021582164046285
8000436,
8000437,1.1022629950929586
8000438,
8000439,0.48231782920903754
8000440,1.0213326846809085
8000441,
8000442,
8000443,1.292159529916238
8000444,
8000445,1.5028389574962442
8000446,0.9404915486291241
8000447,1.1876856475833302
8000448,0.7102306192696385
8000449,
8000450,
8000451,1.0689100182126274
8000452,0.3945495098267945
8000453,
8000454,1.321808731638507
8000455,
8000456,0.77252232156369
8000457,1.6013738428370172
8000458,0.6953075958275198
8000459,0.790322865206789
8000460,0.6203720800786244
8000461,
8000462,0.5287342491958622
8000463,0.5864706144133031
8000464,1.7997383835258112
8000465,0.6113999833258947
8000466,1.2040203481659126
8000467,0.892930379463543
8000468,0.8014900491288147
8000469,0.9348857450212441
8000470,1.532657385596556
8000471,1.1877514738150192
8000472,0.6060239053463213
8000473,0.7347282841451455
8000474,1.0545327283681505
8000475,0.6042485973226659
8000476,
8000477,0.7725587295733247
8000478,0.8845325711965804
8000479,0.5713253427731951
8000480,0.5013372126561877
8000481,0.679859818265297
8000482,0.7443708639732006
8000483,1.3850895533949568
8000484,0.9293352185539706
8000485,0.7803936627175821
8000486,0.4487097273674723
8000487,0.3165557534797982
8000488,0.415408180504919
8000489,0.746137686188576
8000490,1.261251172838551
8000491,1.4955788940980306
8000492,
8000493,1.0694694836583434
8000494,0.9069165744030057
8000495,0.5570575298449321
8000496,0.9789692205618411
8000497,0.9826450068705754
8000498,0.8621761258747029
8000499,0.8993421496728706
8000500,1.102638292471583
8000501,1.304728898982183
8000502,0.36489170195778153
8000503,1.1812451963572723
8000504,0.935587354262758
8000505,1.3355298834047242
8000506,0.8566605692828579
8000507,0.36856216652514445
8000508,0.389802247557753
8000509,1.5053984984296742
8000510,0.9188295318302946
8000511,1.381426558956483
8000512,0.5632180316255346
8000513,0.6706380203337292
8000514,0.37114762725785233
8000515,0.5996117460860428
8000516,0.7362188765810881
8000517,1.7093294012090618
8000518,1.4429684718837508
8000519,1.007691451101003
8000520,0.6332585163183112
8000521,1.6475775148501237
8000522,0.7007349189386338
8000523,0.6165853122138971
8000524,1.1202844149622107
8000525,1.3933994795470896
8000526,
8000527,0.9848015347415333
8000528,0.8846027157387256
8000529,
8000530,1.2634350055046888
8000531,1.3092005652484167
8000532,1.0163730530902546
8000533,0.8634731906296885
8000534,1.5738148242760743
8000535,0.5270295186965376
8000536,0.4792613482402416
8000537,1.4333420621939068
8000538,1.4960436941985455
8000539,1.188131202007709
8000540,1.0432955171755207
8000541,1.185801734675231
8000542,1.5094326610191677
8000543,0.8137940713620129
8000544,1.0490218999559942
8000545,1.1138175112390452
8000546,0.8300496033273954
8000547,0.8609881468523872
8000548,0.673993459437661
8000549,0.4877709580412127
8000550,0.8987255391800087
8000551,1.3297928779871706
8000552,1.7904915502812717
8000553,1.5119652317319094
8000554,1.2976375622482939
8000555,0.6048167793521049
8000556,0.48685882362795374
8000557,1.5977427103469235
8000558,1.486171257325484
8000559,0.6404745120009819
8000560,0.8818203193556573
8000561,0.6375185992449067
8000562,1.6566119109660489
8000563,
8000564,
8000565,0.9813041065715925
8000566,1.131106822555791
8000567,0.5360133057088197
8000568,0.587264394675514
8000569,1.7088706263476512
8000570,1.7496682804153327
8000571,1.4201109547187174
8000572,1.2804472805161573
8000573,0.8317896417978035
8000574,0.6964056872360516
8000575,0.6642817577419666
8000576,0.698001071297992
8000577,
8000578,1.706661627021572
8000579,0.5124130779360632
8000580,1.8318667496365408
8000581,
8000582,1.4548211960451085
8000583,1.510043387339977
8000584,
8000585,1.6115607577693283
8000586,
8000587,1.8259741968023344
8000588,
8000589,1.2903592342627805
8000590,1.0302401411052176
8000591,
8000592,1.6962021814149006
8000593,1.651162024214434
8000594,1.5494371477132125
8000595,
8000596,1.686359395165894
8000597,1.5240140791045718
8000598,0.680681259401729
8000599,0.4864581602979951
8000600,1.156706563618456
8000601,
8000602,
8000603,0.899394428024473
8000604,1.2196581023189612
8000605,1.4640437796455812
8000606,1.457972877218531
8000607,1.6221151510388154
8000608,1.2940677975676194
8000609,1.3179843220998915
8000610,0.9000505800173508
8000611,0.790020119575194
8000612,0.4965507303932783
8000613,1.471152450005105
8000614,
8000615,0.8461113916793486
8000616,1.4531864667761631
8000617,
8000618,0.8319943895836438
8000619,1.4865235692325052
8000620,0.7550853933207409
8000621,1.4825353504562393
8000622,1.5645160516774046
8000623,1.3652766727067864
8000624,0.791031001875268
8000625,1.5154096892980131
8000626,0.591053107095624
8000627,
8000628,1.271266035374042
8000629,
8000630,1.0766230960841192
8000631,1.508346091530064
8000632,0.9187769481899628
8000633,1.0088656902534134
8000634,0.48978251684033186
8000635,
8000636,1.3314808483566396
8000637,1.59349478392928
8000638,
8000639,
8000640,
8000641,1.021324849419985
8000642,1.1130505436795337
8000643,0.6480917537850918
8000644,0.7534847753602807
8000645,0.5471321212675794
8000646,0.6791430155752111
8000647,0.9894619395623984
8000648,0.5030728481750653
8000649,
8000650,1.4307559266597454
8000651,0.5187582435859706
8000652,1.2032793658257173
8000653,1.342205067545901
