session_id,held_out_probe_id,held_out_area,staged_no_offset_error_deg,staged_error_deg,selected_offset_scale,joint_error_deg,joint_selected_offset_scale,conventional_no_translation_error_deg,staged_gain_vs_no_offset_deg,staged_gain_vs_joint_deg,staged_gain_vs_conventional_no_translation_deg
715093703,810755797,VISam,20.264171156183647,23.91787749343452,0.75,5.889675521858097,0.25,6.855745281425197,-3.653706337250874,-18.028201971576422,-17.062132212009324
715093703,810755801,VISp,15.764033085778271,19.35781396839622,0.75,11.093996846108956,0.25,13.971480250687437,-3.5937808826179474,-8.263817122287263,-5.386333717708782
715093703,810755803,VISl,22.55154756086541,17.914678489167468,0.75,23.773472980869656,0.25,15.405472096901969,4.636869071697941,5.858794491702188,-2.509206392265499
715093703,810755805,VISrl,26.32327283866716,22.11665823893828,0.75,24.033748174732896,0.25,23.12089861777574,4.20661459972888,1.917089935794614,1.0042403788374585
715093703,810755807,VISrl,8.007622504228433,13.566124039436284,0.75,9.864232403471078,0.25,9.231339841238674,-5.558501535207851,-3.7018916359652057,-4.33478419819761
755434585,760642621,VISam,36.91798376558717,10.51357597501265,0.75,15.40662858055067,0.5,2.260083097781977,26.404407790574517,4.893052605538021,-8.253492877230673
755434585,760642628,VISp,5.803721231853759,25.3921515166198,0.75,11.6427059532076,0.5,4.257436300152164,-19.58843028476604,-13.749445563412202,-21.134715216467637
755434585,760642631,VISl,36.74422701291038,19.49363519354748,0.75,23.632017066537745,0.5,27.202805961504836,17.2505918193629,4.138381872990266,7.709170767957357
755434585,760642634,VISal,64.24872576467826,49.9618170604934,0.75,43.75272744224978,0.5,46.74524547856182,14.286908704184853,-6.209089618243624,-3.216571581931582
756029989,760640083,VISam,26.97505586212261,8.446106774158155,1.0,7.397371731254918,0.25,6.840666022742078,18.528949087964456,-1.0487350429032372,-1.6054407514160767
756029989,760640090,VISp,5.255925873414772,23.41838531104039,1.0,13.531479251002306,0.25,7.913849892180305,-18.162459437625618,-9.886906060038083,-15.504535418860083
756029989,760640094,VISl,33.76779192985964,18.473253804851492,1.0,18.09549322435162,0.25,19.088200004350053,15.294538125008149,-0.3777605804998707,0.6149461994985614
756029989,760640097,VISal,55.945555687231234,45.35701747203328,1.0,41.45077007597158,0.25,42.96336746797097,10.588538215197957,-3.906247396061694,-2.3936500040623088
756029989,760640104,VISrl,16.20442290010349,10.988884977800405,1.0,14.64305827475053,0.25,16.654576624393243,5.215537922303087,3.654173296950125,5.665691646592839
757216464,769322745,VISam,46.6153981544408,23.515270180872776,0.75,42.3313567968601,0.5,39.22002118024695,23.10012797356802,18.816086615987324,15.704750999374177
757216464,769322749,VISp,36.738387648346446,10.222355374987757,0.75,21.43210379095917,0.5,2.2822807166628385,26.51603227335869,11.209748415971415,-7.940074658324918
757216464,769322751,VISl,52.30344585094088,39.99505393893145,0.75,41.978509432231874,0.5,36.15630375821931,12.308391912009434,1.9834554933004256,-3.8387501807121396
757216464,769322753,VISal,33.70060550424442,28.480727689623595,0.75,26.366551512088144,0.5,32.32623046500167,5.219877814620826,-2.1141761775354517,3.845502775378076
757216464,769322755,VISrl,24.62076261945631,16.160165767860352,0.75,13.164812043273203,0.5,15.15965319730688,8.460596851595959,-2.995353724587149,-1.0005125705534716
768515987,773549842,VISam,12.162696572690436,13.229369829805645,0.75,2.7738686489028943,0.25,4.186130381567599,-1.0666732571152089,-10.45550118090275,-9.043239448238046
768515987,773549848,VISp,9.326719612043672,7.70297678920908,0.75,5.732644294504697,0.25,4.486266636273719,1.6237428228345916,-1.9703324947043832,-3.2167101529353612
768515987,773549850,VISl,12.820595559350336,5.10862262259518,0.75,14.370939534574047,0.25,15.803804802411026,7.7119729367551555,9.262316911978868,10.695182179815845
768515987,773549852,VISal,36.15181331995613,29.384274789926472,0.75,28.58581743087829,0.25,27.48420482948729,6.767538530029661,-0.7984573590481823,-1.9000699604391826
768515987,773549856,VISrl,11.529270776955975,9.716419648277576,0.75,9.382082658082684,0.25,9.479213333978263,1.8128511286783997,-0.3343369901948918,-0.23720631429931238
774875821,792602650,VISam,21.638769617483987,28.667178234004265,1.0,10.685067166807793,0.25,11.906980554373948,-7.028408616520277,-17.98211106719647,-16.760197679630316
774875821,792602654,VISp,21.362674113602928,12.21494154033934,1.0,8.645462024996341,0.25,10.220559935736487,9.147732573263587,-3.5694795153429997,-1.9943816046028537
774875821,792602656,VISl,19.22848676382047,3.0280063979637237,1.0,14.230963413291231,0.25,14.684589776311611,16.200480365856748,11.202957015327508,11.656583378347888
774875821,792602658,VISal,33.69531093713929,26.58076333285697,1.0,33.00628190059966,0.25,33.4349615983437,7.114547604282318,6.425518567742689,6.854198265486726
774875821,792602660,VISrl,3.572917881035372,14.68656378146212,1.0,7.048502538272992,0.25,6.055351386777216,-11.113645900426746,-7.638061243189128,-8.631212394684903
