session_id,held_out_probe_id,held_out_area,offset_scale,raw_visual_offset_azimuth_deg,raw_visual_offset_elevation_deg,visual_offset_azimuth_deg,visual_offset_elevation_deg,observed_azimuth_deg,observed_elevation_deg,predicted_azimuth_deg,predicted_elevation_deg,vector_error_deg,training_pair_rmse_deg,mean_training_area_distance_px,optimizer_success,selected_offset_scale
715093703,810755797,VISam,0.75,-7.834543499305969,10.084889328596358,-5.875907624479477,7.563666996447268,59.84528213,3.0448364000000003,35.99470851191101,1.2517937683096703,23.91787749343452,9.59900284756278,1.1439207883822133,True,0.75
715093703,810755801,VISp,0.75,1.8539242545516128,5.597932501362953,1.3904431909137096,4.198449376022214,48.90786289,-9.0498808,63.72841201857512,3.403082106976272,19.35781396839622,10.351082455459661,1.0987744907733434,True,0.75
715093703,810755803,VISl,0.75,7.538601197205139,6.8988119707707245,5.653950897903854,5.174108978078044,26.658920000000002,22.3312447,31.13443257591212,4.9846170002685035,17.914678489167468,8.075840483268289,0.3331980479467518,True,0.75
715093703,810755805,VISrl,0.75,4.04779925910141,4.158825609497047,3.0358494443260575,3.119119207122785,24.43637435,23.4105089,14.067687095473119,3.87497982408787,22.116658238938278,2.0055826950832216,0.031290129723596204,True,0.75
715093703,810755807,VISrl,0.75,-0.5621761984426925,10.76532922927986,-0.4216321488320194,8.073996921959896,26.9052859,-16.6770915,33.560146757901094,-4.855393296469893,13.566124039436284,7.561686138242312,0.5271896480095464,True,0.75
755434585,760642621,VISam,0.75,39.33595779729759,14.58734271588288,29.50196834797319,10.940507036912159,57.76390234,-3.5604551,57.211196512446975,-14.059492963087841,10.51357597501265,10.131674630949178,0.47176821422673426,True,0.75
755434585,760642628,VISp,0.75,31.897737000000006,8.89504975771076,23.923302750000005,6.6712873182830705,56.68944373,5.04235917,82.0598405029745,6.093228441043024,25.392151516619798,16.094940393433333,0.10970510002336671,True,0.75
755434585,760642631,VISl,0.75,21.547675437329076,12.32179519846628,16.160756577996807,9.24134639884971,66.897737,3.89504993,47.40717795684337,4.241346398849711,19.493635193547476,14.883364375958122,0.25382736505271924,True,0.75
755434585,760642634,VISal,0.75,22.76389802174748,-2.04546480220682,17.07292351631061,-1.534098601655115,83.7324261,30.777219,42.07292351631061,3.1969904210743625,49.961817060493395,2.8336434008594833,0.1790386829210225,True,0.75
756029989,760640083,VISam,1.0,17.013470408577252,14.220311044540898,17.013470408577252,14.220311044540898,54.7702969,-2.5778870000000005,56.7870180814992,-10.779688955459102,8.446106774158155,13.71549384114655,0.0,True,1.0
756029989,760640090,VISp,1.0,7.882873313770887,17.434012075056824,7.882873313770887,17.434012075056824,52.78058716,1.6656433699999995,59.26900796420796,24.167224782066874,23.41838531104039,14.241033670100489,0.09607219756382143,True,1.0
756029989,760640094,VISl,1.0,10.666546495137968,14.96717361443875,10.666546495137968,14.96717361443875,41.90706723,33.9747546,45.666546495137965,15.888090402490885,18.473253804851495,14.592807035379156,0.713550183237641,True,1.0
756029989,760640097,VISal,1.0,6.237006953239348,14.25087403254341,6.237006953239348,14.25087403254341,85.8704912,19.00898742,41.575590172050156,9.25087403254341,45.35701747203328,3.467020816718933,0.33992937420469044,True,1.0
756029989,760640104,VISrl,1.0,9.117581711927222,10.080851986828048,9.117581711927222,10.080851986828048,16.0407809,-8.795578599999999,25.165335173902495,-14.919148013171952,10.988884977800403,20.388305225395012,0.0,True,1.0
757216464,769322745,VISam,0.75,22.092165653816487,25.65848246846575,16.569124240362363,19.243861851349312,83.71328075,24.936242,60.897392866275375,19.243861851349312,23.515270180872776,12.614733394437653,0.20567849156058587,True,0.75
757216464,769322749,VISp,0.75,24.818679406051352,25.291711716170397,18.614009554538512,18.968783787127798,50.608178416,15.29712688,42.57729131458383,8.972460740443822,10.222355374987755,13.935739738704001,1.163417860075754,True,0.75
757216464,769322751,VISl,0.75,18.369349142949446,27.851658333812793,13.777011857212084,20.888743750359595,74.02122779999999,19.734739474999998,36.12585013017255,32.5231987582436,39.99505393893145,8.094508402559423,0.5064987335430793,True,0.75
757216464,769322753,VISal,0.75,28.07350166988253,23.149596997936776,21.055126252411895,17.36219774845258,22.3567782,37.30403785,45.74129320203194,21.046230253333242,28.480727689623595,5.932890394691068,0.5000000759628769,True,0.75
757216464,769322755,VISrl,0.75,28.25608615293194,22.758370407140394,21.192064614698953,17.068777805355296,36.1305134,1.0228201099999996,50.8435175745406,-5.661375114907514,16.160165767860352,13.799722991920516,0.7076809369662431,True,0.75
768515987,773549842,VISam,0.75,20.84064993205041,-1.7249322849711193,15.630487449037808,-1.2936992137283394,54.05266153,-7.291166799999999,61.90674573773123,-17.936803810138883,13.229369829805645,10.076361156173093,0.7075282241221751,True,0.75
768515987,773549848,VISp,0.75,15.712200353261533,-1.641080325969988,11.784150264946149,-1.230810244477491,58.721016765,-0.8666847999999998,64.08184731469497,4.664802091654991,7.70297678920908,11.513105410546538,0.8851807054669343,True,0.75
768515987,773549850,VISl,0.75,17.018360950924126,5.501272493746399,12.763770713193095,4.125954370309799,50.0952017406,-5.982632499999999,50.07608921618284,-0.874045629690201,5.10862262259518,9.509140594645018,0.0,True,0.75
768515987,773549852,VISal,0.75,14.79458456920618,-2.09330087034604,11.095938426904635,-1.5699756527595299,70.3034155,18.363594024999998,52.65288407732584,-5.128837637710022,29.384274789926472,0.1870431548980651,0.008032528920139725,True,0.75
768515987,773549856,VISrl,0.75,14.535105413436511,1.2819099611397122,10.901329060077384,0.9614324708547841,37.832738649999996,-24.47101285,40.74163250386656,-15.200244417535956,9.716419648277576,10.065746190662635,0.9853455769291168,True,0.75
774875821,792602650,VISam,1.0,19.018241886011694,9.162835082506845,19.018241886011694,9.162835082506845,39.4081412,11.06094377,65.80593441606791,-0.11776909069584995,28.667178234004265,5.905330407770277,0.2763499262680797,True,1.0
774875821,792602654,VISp,1.0,10.22855475160096,12.649081894750001,10.22855475160096,12.649081894750001,38.64665535,5.955944455,28.381027156120176,12.575738607307697,12.214941540339339,8.047971039111744,0.7616293192529572,True,1.0
774875821,792602656,VISl,1.0,12.99527281047772,10.94627039306036,12.99527281047772,10.94627039306036,45.140278415,9.2372200195,44.91886582503851,6.21731948949644,3.0280063979637233,8.441224944227091,0.5089620067416555,True,1.0
774875821,792602658,VISal,1.0,7.870071570266482,2.2289550451968476,7.870071570266482,2.2289550451968476,69.27696664999999,17.433437435000002,52.00514362179917,-2.7710449548031524,26.580763332856975,5.160152363394211,0.04533866864865388,True,1.0
774875821,792602660,VISrl,1.0,8.398969742938945,7.64908189475,8.398969742938945,7.64908189475,32.3924021,-19.1072245,44.192450902876345,-10.363426471872213,14.68656378146212,10.746857544971231,0.08479548426137594,True,1.0
778240327,792607545,VISam,0.75,11.705511244182755,-0.5155352320131752,8.779133433137066,-0.3866514240098814,27.3792129,17.96294729,47.662752866489356,-22.572192369081453,45.32680819066581,7.789598403457928,0.9914763653241548,True,0.75
778240327,792607549,VISp,0.75,1.1921813186232626,4.158450295027113,0.894135988967447,3.118837721270335,35.0535221,0.5184378899999995,60.89413598896745,4.805654413329135,26.193845683224975,15.794509883648086,0.765245530342781,True,0.75
