session_id,folds,raw_offset_azimuth_full_deg,raw_offset_elevation_full_deg,raw_offset_azimuth_fold_sd_deg,raw_offset_elevation_fold_sd_deg,raw_offset_azimuth_fold_iqr_deg,raw_offset_elevation_fold_iqr_deg,raw_offset_vector_fold_rms_deviation_deg
715093703,5,-1.092137110000003,6.78484488039828,5.771930907613579,2.849857682351174,4.6099754575441025,4.486956827233405,5.7575602619110064
755434585,4,27.19310226430617,10.47211282943869,8.358694422367925,7.371345386515262,11.297449823681525,6.728260960089065,9.651599812485408
756029989,5,9.232017117339836,19.008990962497016,4.149870540534503,2.6465700866536968,2.7836731813670816,0.7468625698978517,4.402341079631726
757216464,5,22.53515732933257,25.18612895565352,4.189382487255118,2.066561379786711,5.981336016066042,2.5088854705289734,4.1781911455505085
768515987,5,14.607250103252817,-1.102841280140483,2.5723372816317234,3.225182589594009,2.223776381717947,3.0068422461108315,3.6898478913573447
774875821,5,10.88895746482649,9.2372200195,4.554247328590238,3.9901386187189893,4.596303067538775,3.2971884983103594,5.415708627802201
778240327,5,-0.565923784818402,6.851536293053069,5.179469128672402,3.52718916230858,2.884961078447601,1.2161040412808162,5.604852457760332
781842082,5,4.892006596977275,3.427184960581947,4.5494420245136915,3.4240607103853407,1.6766831825061512,4.2032063589547395,5.092866735567762
786091066,5,15.956561489999999,2.196976335143141,5.3232480800506465,3.0106847578472418,5.660324297486511,4.040793977190512,5.47000496035582
794812542,5,0.24647812990733797,0.7902017078916215,8.788204466751749,4.4617076841344945,10.67895265052418,1.4268613961753593,8.81541255792831
798911424,6,11.641100669085706,16.480724826645044,4.58362474154733,5.308067843801731,7.12985420004226,8.420661172590968,6.402161093836907
829720705,5,14.83075358924716,-1.5133724677587574,3.7690522078732953,4.987949958410221,4.066333339639588,6.650636440145438,5.591808246589226
831882777,3,13.367188434530576,20.001712820104473,7.782849243310998,1.2810765945756348,7.781701794806265,1.2275893532827986,6.440181135406886
847657808,5,22.108230256823127,19.372724131733378,6.694132565126763,2.0252915679077805,8.553847069447936,3.2804428521862974,6.255443500474062
