held_out_area,folds,no_offset_median_error_deg,staged_median_error_deg,joint_median_error_deg,conventional_no_translation_median_error_deg,staged_median_gain_vs_no_offset_deg,staged_mean_gain_vs_no_offset_deg,staged_median_gain_vs_joint_deg,staged_median_gain_vs_conventional_no_translation_deg
VISal,15,36.70179890160331,33.280503993684334,37.38477247699818,33.533679669144995,5.219877814620826,5.136523141041915,-1.8294915585250422,-1.9000699604391826
VISam,15,30.27234530369456,25.418510390115337,18.48326975016357,15.350541124431398,2.4423647399366644,3.6085360097388546,-6.477574705260551,-9.043239448238046
VISl,11,22.55154756086541,18.473253804851492,19.758683122843493,15.803804802411026,7.7119729367551555,6.163090837445355,1.9834554933004256,0.6149461994985614
VISp,14,21.58191362259752,20.809993420410365,9.86972943555265,4.852830819164852,-1.3109149397034034,-0.39186989845340914,-6.07538821396076,-8.157117770953914
VISrl,13,12.254667165495606,13.566124039436284,9.864232403471078,9.58985972873146,1.8128511286783997,0.20514776637373267,-2.995353724587149,-1.0005125705534716
