ecephys_session_id,axis,translation_deg,regularized_loss,loss_above_optimum
715093703,azimuth,-30,3,0
715093703,azimuth,-29.25,3,0
715093703,azimuth,-28.5,3,0
715093703,azimuth,-27.75,3,0
715093703,azimuth,-27,3,0
715093703,azimuth,-26.25,3,0
715093703,azimuth,-25.5,3,0
715093703,azimuth,-24.75,3,0
715093703,azimuth,-24,3,0
715093703,azimuth,-23.25,3,0
715093703,azimuth,-22.5,3,0
715093703,azimuth,-21.75,3,0
715093703,azimuth,-21,3,0
715093703,azimuth,-20.25,3,0
715093703,azimuth,-19.5,3,0
715093703,azimuth,-18.75,3,0
715093703,azimuth,-18,3,0
715093703,azimuth,-17.25,3,0
715093703,azimuth,-16.5,3,0
715093703,azimuth,-15.75,3,0
715093703,azimuth,-15,3,0
715093703,azimuth,-14.25,3,0
715093703,azimuth,-13.5,3,0
715093703,azimuth,-12.75,3,0
715093703,azimuth,-12,3,0
715093703,azimuth,-11.25,3,0
715093703,azimuth,-10.5,3,0
715093703,azimuth,-9.75,3,0
715093703,azimuth,-9,3,0
715093703,azimuth,-8.25,3,0
715093703,azimuth,-7.5,3,0
715093703,azimuth,-6.75,3,0
715093703,azimuth,-6,3,0
715093703,azimuth,-5.25,3,0
715093703,azimuth,-4.5,3,0
715093703,azimuth,-3.75,3,0
715093703,azimuth,-3,3,0
715093703,azimuth,-2.25,3,0
715093703,azimuth,-1.5,3,0
715093703,azimuth,-0.75,3,0
715093703,azimuth,0,3,0
715093703,azimuth,0.75,3,0
715093703,azimuth,1.5,3,0
715093703,azimuth,2.25,3,0
715093703,azimuth,3,3,0
715093703,azimuth,3.75,3,0
715093703,azimuth,4.5,3,0
715093703,azimuth,5.25,3,0
715093703,azimuth,6,3,0
715093703,azimuth,6.75,3,0
715093703,azimuth,7.5,3,0
715093703,azimuth,8.25,3,0
715093703,azimuth,9,3,0
715093703,azimuth,9.75,3,0
715093703,azimuth,10.5,3,0
715093703,azimuth,11.25,3,0
715093703,azimuth,12,3,0
715093703,azimuth,12.75,3,0
715093703,azimuth,13.5,3,0
715093703,azimuth,14.25,3,0
715093703,azimuth,15,3,0
715093703,azimuth,15.75,3,0
715093703,azimuth,16.5,3,0
715093703,azimuth,17.25,3,0
715093703,azimuth,18,3,0
715093703,azimuth,18.75,3,0
715093703,azimuth,19.5,3,0
715093703,azimuth,20.25,3,0
715093703,azimuth,21,3,0
715093703,azimuth,21.75,3,0
715093703,azimuth,22.5,3,0
715093703,azimuth,23.25,3,0
715093703,azimuth,24,3,0
715093703,azimuth,24.75,3,0
715093703,azimuth,25.5,3,0
715093703,azimuth,26.25,3,0
715093703,azimuth,27,3,0
715093703,azimuth,27.75,3,0
715093703,azimuth,28.5,3,0
715093703,azimuth,29.25,3,0
715093703,azimuth,30,3,0
715093703,elevation,-30,3,0
715093703,elevation,-29.25,3,0
715093703,elevation,-28.5,3,0
715093703,elevation,-27.75,3,0
715093703,elevation,-27,3,0
715093703,elevation,-26.25,3,0
715093703,elevation,-25.5,3,0
715093703,elevation,-24.75,3,0
715093703,elevation,-24,3,0
715093703,elevation,-23.25,3,0
715093703,elevation,-22.5,3,0
715093703,elevation,-21.75,3,0
715093703,elevation,-21,3,0
715093703,elevation,-20.25,3,0
715093703,elevation,-19.5,3,0
715093703,elevation,-18.75,3,0
715093703,elevation,-18,3,0
715093703,elevation,-17.25,3,0
715093703,elevation,-16.5,3,0
715093703,elevation,-15.75,3,0
715093703,elevation,-15,3,0
715093703,elevation,-14.25,3,0
715093703,elevation,-13.5,3,0
715093703,elevation,-12.75,3,0
715093703,elevation,-12,3,0
715093703,elevation,-11.25,3,0
715093703,elevation,-10.5,3,0
715093703,elevation,-9.75,3,0
715093703,elevation,-9,3,0
715093703,elevation,-8.25,3,0
715093703,elevation,-7.5,3,0
715093703,elevation,-6.75,3,0
715093703,elevation,-6,3,0
715093703,elevation,-5.25,3,0
715093703,elevation,-4.5,3,0
715093703,elevation,-3.75,3,0
715093703,elevation,-3,3,0
715093703,elevation,-2.25,3,0
715093703,elevation,-1.5,3,0
715093703,elevation,-0.75,3,0
715093703,elevation,0,3,0
715093703,elevation,0.75,3,0
715093703,elevation,1.5,3,0
715093703,elevation,2.25,3,0
715093703,elevation,3,3,0
715093703,elevation,3.75,3,0
715093703,elevation,4.5,3,0
715093703,elevation,5.25,3,0
715093703,elevation,6,3,0
715093703,elevation,6.75,3,0
715093703,elevation,7.5,3,0
715093703,elevation,8.25,3,0
715093703,elevation,9,3,0
715093703,elevation,9.75,3,0
715093703,elevation,10.5,3,0
715093703,elevation,11.25,3,0
715093703,elevation,12,3,0
715093703,elevation,12.75,3,0
715093703,elevation,13.5,3,0
715093703,elevation,14.25,3,0
715093703,elevation,15,3,0
715093703,elevation,15.75,3,0
715093703,elevation,16.5,3,0
715093703,elevation,17.25,3,0
715093703,elevation,18,3,0
715093703,elevation,18.75,3,0
715093703,elevation,19.5,3,0
715093703,elevation,20.25,3,0
715093703,elevation,21,3,0
715093703,elevation,21.75,3,0
715093703,elevation,22.5,3,0
715093703,elevation,23.25,3,0
715093703,elevation,24,3,0
715093703,elevation,24.75,3,0
715093703,elevation,25.5,3,0
715093703,elevation,26.25,3,0
715093703,elevation,27,3,0
715093703,elevation,27.75,3,0
715093703,elevation,28.5,3,0
715093703,elevation,29.25,3,0
715093703,elevation,30,3,0
721123822,azimuth,-30,3,2.93998
721123822,azimuth,-29.25,3,2.93998
721123822,azimuth,-28.5,3,2.93998
721123822,azimuth,-27.75,3,2.93998
721123822,azimuth,-27,3,2.93998
721123822,azimuth,-26.25,3,2.93998
721123822,azimuth,-25.5,3,2.93998
721123822,azimuth,-24.75,3,2.93998
721123822,azimuth,-24,3,2.93998
721123822,azimuth,-23.25,3,2.93998
721123822,azimuth,-22.5,3,2.93998
721123822,azimuth,-21.75,3,2.93998
721123822,azimuth,-21,3,2.93998
721123822,azimuth,-20.25,3,2.93998
721123822,azimuth,-19.5,3,2.93998
721123822,azimuth,-18.75,3,2.93998
721123822,azimuth,-18,3,2.93998
721123822,azimuth,-17.25,3,2.93998
721123822,azimuth,-16.5,3,2.93998
721123822,azimuth,-15.75,3,2.93998
721123822,azimuth,-15,3,2.93998
721123822,azimuth,-14.25,3,2.93998
721123822,azimuth,-13.5,3,2.93998
721123822,azimuth,-12.75,3,2.93998
721123822,azimuth,-12,3,2.93998
721123822,azimuth,-11.25,3,2.93998
721123822,azimuth,-10.5,3,2.93998
721123822,azimuth,-9.75,0.0606675,0.000651947
721123822,azimuth,-9,0.163769,0.103753
721123822,azimuth,-8.25,0.264161,0.204146
721123822,azimuth,-7.5,0.357651,0.297636
721123822,azimuth,-6.75,0.434708,0.374693
721123822,azimuth,-6,0.534571,0.474555
721123822,azimuth,-5.25,0.599234,0.539218
721123822,azimuth,-4.5,0.662172,0.602156
721123822,azimuth,-3.75,0.722708,0.662693
721123822,azimuth,-3,0.800848,0.740832
721123822,azimuth,-2.25,0.841839,0.781823
721123822,azimuth,-1.5,0.872576,0.812561
721123822,azimuth,-0.75,0.895089,0.835073
721123822,azimuth,0,0.911328,0.851313
721123822,azimuth,0.75,0.90892,0.848905
721123822,azimuth,1.5,0.90115,0.841134
721123822,azimuth,2.25,0.884777,0.824762
721123822,azimuth,3,0.85541,0.795395
721123822,azimuth,3.75,0.779145,0.719129
721123822,azimuth,4.5,0.721837,0.661821
721123822,azimuth,5.25,0.661972,0.601956
721123822,azimuth,6,0.602072,0.542057
721123822,azimuth,6.75,0.510271,0.450255
721123822,azimuth,7.5,0.457281,0.397266
721123822,azimuth,8.25,0.38918,0.329164
721123822,azimuth,9,0.307502,0.247486
