stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,spatial_frequency,x_position,y_position,phase,size,contrast,color,frame,orientation,stimulus_name,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1686,0.0,516.43869,516.68892,4.0,0.08,20.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,60,,,0,,False,9,train,1
1687,0.0,516.68892,516.93914,4.0,0.08,-30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022426,124,,,0,,False,7,train,2
1688,0.0,516.93914,517.18936,4.0,0.08,10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022426,65,,,0,,False,7,train,2
1689,0.0,517.18936,517.43956,4.0,0.08,-30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,99,,,0,,False,4,train,1
1690,0.0,517.43956,517.68976,4.0,0.08,-20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,153,,,0,,False,4,train,1
1691,0.0,517.68976,517.93995,4.0,0.08,0.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019574,197,,,0,,False,8,test,0
1692,0.0,517.93995,518.19015,4.0,0.08,20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,40,,,0,,False,7,train,1
1693,0.0,518.19015,518.44036,4.0,0.08,-20.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,215,,,0,,False,3,train,2
1694,0.0,518.44036,518.69058,4.0,0.08,10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,136,,,0,,False,8,test,0
1695,0.0,518.69058,518.9408,4.0,0.08,-20.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,235,,,0,,False,8,test,1
1696,0.0,518.9408,519.19101,4.0,0.08,-30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,24,,,0,,False,10,train,0
1697,0.0,519.19101,519.44121,4.0,0.08,20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,74,,,0,,False,5,test,2
1698,0.0,519.44121,519.69142,4.0,0.08,40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,121,,,0,,False,10,train,2
1699,0.0,519.69142,519.94162,4.0,0.08,-40.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,105,,,0,,False,5,test,1
1700,0.0,519.94162,520.19182,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,66,,,0,,False,7,train,2
1701,0.0,520.19182,520.44203,4.0,0.08,10.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,112,,,0,,False,7,train,0
1702,0.0,520.44203,520.69225,4.0,0.08,-30.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,125,,,0,,False,6,train,0
1703,0.0,520.69225,520.94247,4.0,0.08,-20.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,29,,,0,,False,8,test,0
1704,0.0,520.94247,521.19268,4.0,0.08,-40.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,100,,,0,,False,5,test,2
1705,0.0,521.19268,521.44288,4.0,0.08,30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019824,198,,,0,,False,6,train,1
1706,0.0,521.44288,521.69308,4.0,0.08,0.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019824,169,,,0,,False,8,test,2
1707,0.0,521.69308,521.94328,4.0,0.08,-10.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019824,26,,,0,,False,9,train,2
1708,0.0,521.94328,522.19348,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019824,66,,,0,,False,8,test,2
1709,0.0,522.19348,522.4437,4.0,0.08,-20.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022426,146,,,0,,False,5,test,0
1710,0.0,522.4437,522.69393,4.0,0.08,30.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,185,,,0,,False,5,test,1
1711,0.0,522.69393,522.94415,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,16,,,0,,False,7,train,1
1712,0.0,522.94415,523.19437,4.0,0.08,-40.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,16,,,0,,False,8,test,1
1713,0.0,523.19437,523.44457,4.0,0.08,20.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,192,,,0,,False,8,test,1
1714,0.0,523.44457,523.69477,4.0,0.08,-20.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019574,177,,,0,,False,8,test,0
1715,0.0,523.69477,523.94496,4.0,0.08,20.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,182,,,0,,False,5,test,2
1716,0.0,523.94496,524.19516,4.0,0.08,40.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,127,,,0,,False,9,train,1
1717,0.0,524.19516,524.44537,4.0,0.08,30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,198,,,0,,False,7,train,1
1718,0.0,524.44537,524.69559,4.0,0.08,-30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,236,,,0,,False,2,test,2
1719,0.0,524.69559,524.9458,4.0,0.08,20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,40,,,0,,False,8,test,1
1720,0.0,524.9458,525.19601,4.0,0.08,-30.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,171,,,0,,False,8,test,2
1721,0.0,525.19601,525.44622,4.0,0.08,10.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,119,,,0,,False,7,train,1
1722,0.0,525.44622,525.69642,4.0,0.08,-30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,226,,,0,,False,9,train,2
1723,0.0,525.69642,525.94662,4.0,0.08,-20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,76,,,0,,False,7,train,0
1724,0.0,525.94662,526.19683,4.0,0.08,-20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,204,,,0,,False,6,train,2
1725,0.0,526.19683,526.44704,4.0,0.08,-10.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,43,,,0,,False,7,train,2
1726,0.0,526.44704,526.69726,4.0,0.08,-20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,153,,,0,,False,5,test,1
1727,0.0,526.69726,526.94748,4.0,0.08,10.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,155,,,0,,False,6,train,2
1728,0.0,526.94748,527.19769,4.0,0.08,0.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,223,,,0,,False,8,test,2
1729,0.0,527.19769,527.44789,4.0,0.08,-40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,173,,,0,,False,7,train,0
1730,0.0,527.44789,527.6981,4.0,0.08,10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,65,,,0,,False,8,test,2
1731,0.0,527.6981,527.9483,4.0,0.08,-10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,224,,,0,,False,5,test,1
1732,0.0,527.9483,528.1985,4.0,0.08,-40.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,8,,,0,,False,6,train,2
1733,0.0,528.1985,528.44871,4.0,0.08,-30.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,120,,,0,,False,6,train,0
1734,0.0,528.44871,528.69893,4.0,0.08,20.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,103,,,0,,False,4,train,1
1735,0.0,528.69893,528.94914,4.0,0.08,-30.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,32,,,0,,False,6,train,1
1736,0.0,528.94914,529.19935,4.0,0.08,-30.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,240,,,0,,False,5,test,1
1737,0.0,529.19935,529.44956,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,93,,,0,,False,7,train,1
1738,0.0,529.44956,529.69976,4.0,0.08,20.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,91,,,0,,False,7,train,0
1739,0.0,529.69976,529.94996,4.0,0.08,40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,1,,,0,,False,9,train,2
1740,0.0,529.94996,530.20017,4.0,0.08,10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,38,,,0,,False,10,train,2
1741,0.0,530.20017,530.45039,4.0,0.08,-30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022176,225,,,0,,False,9,train,1
1742,0.0,530.45039,530.70061,4.0,0.08,-20.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022176,183,,,0,,False,6,train,2
1743,0.0,530.70061,530.95083,4.0,0.08,-20.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022176,194,,,0,,False,9,train,2
1744,0.0,530.95083,531.20105,4.0,0.08,0.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25022176,197,,,0,,False,9,train,0
1745,0.0,531.20105,531.45125,4.0,0.08,-20.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019574,29,,,0,,False,9,train,0
1746,0.0,531.45125,531.70145,4.0,0.08,-30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019574,236,,,0,,False,3,train,2
1747,0.0,531.70145,531.95164,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,63,,,0,,False,8,test,1
1748,0.0,531.95164,532.20184,4.0,0.08,-20.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019574,142,,,0,,False,5,test,1
1749,0.0,532.20184,532.45206,4.0,0.08,-40.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021926,105,,,0,,False,6,train,1
1750,0.0,532.45206,532.70228,4.0,0.08,0.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021926,238,,,0,,False,5,test,0
1751,0.0,532.70228,532.95249,4.0,0.08,-10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021926,118,,,0,,False,4,train,2
1752,0.0,532.95249,533.20271,4.0,0.08,-10.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021926,59,,,0,,False,7,train,2
1753,0.0,533.20271,533.45291,4.0,0.08,-30.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,143,,,0,,False,7,train,2
1754,0.0,533.45291,533.70312,4.0,0.08,-20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,232,,,0,,False,8,test,0
1755,0.0,533.70312,533.95332,4.0,0.08,20.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,103,,,0,,False,5,test,1
1756,0.0,533.95332,534.20352,4.0,0.08,0.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,61,,,0,,False,7,train,0
1757,0.0,534.20352,534.45373,4.0,0.08,10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,3,,,0,,False,7,train,0
1758,0.0,534.45373,534.70395,4.0,0.08,-30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,102,,,0,,False,8,test,0
1759,0.0,534.70395,534.95417,4.0,0.08,0.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,176,,,0,,False,7,train,2
1760,0.0,534.95417,535.20438,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,187,,,0,,False,4,train,0
1761,0.0,535.20438,535.45458,4.0,0.08,20.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,97,,,0,,False,6,train,1
1762,0.0,535.45458,535.70479,4.0,0.08,20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,74,,,0,,False,6,train,2
1763,0.0,535.70479,535.95499,4.0,0.08,-10.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,43,,,0,,False,8,test,2
1764,0.0,535.95499,536.20519,4.0,0.08,40.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,75,,,0,,False,6,train,1
1765,0.0,536.20519,536.4554,4.0,0.08,40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,1,,,0,,False,10,train,2
1766,0.0,536.4554,536.70562,4.0,0.08,-10.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,187,,,0,,False,5,test,0
1767,0.0,536.70562,536.95583,4.0,0.08,20.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,201,,,0,,False,5,test,1
1768,0.0,536.95583,537.20604,4.0,0.08,-20.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,35,,,0,,False,6,train,1
1769,0.0,537.20604,537.45625,4.0,0.08,40.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,128,,,0,,False,4,train,1
1770,0.0,537.45625,537.70645,4.0,0.08,-40.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,19,,,0,,False,6,train,0
1771,0.0,537.70645,537.95665,4.0,0.08,-40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020324,123,,,0,,False,12,train,2
1772,0.0,537.95665,538.20686,4.0,0.08,-30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,225,,,0,,False,10,train,1
1773,0.0,538.20686,538.45707,4.0,0.08,10.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,242,,,0,,False,4,train,0
1774,0.0,538.45707,538.70729,4.0,0.08,-30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,205,,,0,,False,8,test,1
1775,0.0,538.70729,538.9575,4.0,0.08,-40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,53,,,0,,False,8,test,0
1776,0.0,538.9575,539.20771,4.0,0.08,-10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,224,,,0,,False,6,train,1
1777,0.0,539.20771,539.45792,4.0,0.08,-30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,102,,,0,,False,9,train,0
1778,0.0,539.45792,539.70813,4.0,0.08,20.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,219,,,0,,False,6,train,0
1779,0.0,539.70813,539.95833,4.0,0.08,40.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020574,229,,,0,,False,5,test,0
1780,0.0,539.95833,540.20854,4.0,0.08,20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020574,4,,,0,,False,9,train,1
1781,0.0,540.20854,540.45875,4.0,0.08,30.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,190,,,0,,False,10,train,0
1782,0.0,540.45875,540.70897,4.0,0.08,-30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021426,129,,,0,,False,8,test,1
1783,0.0,540.70897,540.95918,4.0,0.08,-20.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021426,115,,,0,,False,6,train,2
1784,0.0,540.95918,541.20939,4.0,0.08,-40.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021426,150,,,0,,False,8,test,0
1785,0.0,541.20939,541.4596,4.0,0.08,-40.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,107,,,0,,False,6,train,1
1786,0.0,541.4596,541.7098,4.0,0.08,-10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020324,202,,,0,,False,5,test,1
1787,0.0,541.7098,541.96,4.0,0.08,-40.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,191,,,0,,False,6,train,0
1788,0.0,541.96,542.21021,4.0,0.08,40.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020324,216,,,0,,False,6,train,0
1789,0.0,542.21021,542.46043,4.0,0.08,30.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25022426,241,,,0,,False,9,train,2
1790,0.0,542.46043,542.71066,4.0,0.08,-10.0,20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,224,,,0,,False,7,train,1
1791,0.0,542.71066,542.96088,4.0,0.08,30.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,207,,,0,,False,6,train,1
1792,0.0,542.96088,543.2111,4.0,0.08,-10.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25022426,78,,,0,,False,7,train,1
1793,0.0,543.2111,543.4613,4.0,0.08,-20.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019324,161,,,0,,False,6,train,1
1794,0.0,543.4613,543.71149,4.0,0.08,-20.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25019324,76,,,0,,False,8,test,0
1795,0.0,543.71149,543.96168,4.0,0.08,10.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25019324,80,,,0,,False,6,train,1
1796,0.0,543.96168,544.21188,4.0,0.08,10.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25019324,111,,,0,,False,7,train,2
1797,0.0,544.21188,544.46209,4.0,0.08,0.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,2,,,0,,False,9,train,1
1798,0.0,544.46209,544.71231,4.0,0.08,-10.0,-30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,200,,,0,,False,7,train,2
1799,0.0,544.71231,544.96253,4.0,0.08,30.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,189,,,0,,False,6,train,2
1800,0.0,544.96253,545.21274,4.0,0.08,0.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25021676,239,,,0,,False,2,test,2
1801,0.0,545.21274,545.46294,4.0,0.08,0.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,156,,,0,,False,2,test,0
1802,0.0,545.46294,545.71315,4.0,0.08,30.0,0.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,90.0,gabors,0.25020074,179,,,0,,False,6,train,2
1803,0.0,545.71315,545.96335,4.0,0.08,-20.0,30.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25020074,71,,,0,,False,5,test,0
1804,0.0,545.96335,546.21355,4.0,0.08,30.0,-40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25020074,178,,,0,,False,9,train,1
1805,0.0,546.21355,546.46376,4.0,0.08,20.0,-20.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,45.0,gabors,0.25021676,201,,,0,,False,6,train,1
1806,0.0,546.46376,546.71398,4.0,0.08,0.0,40.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,156,,,0,,False,3,train,0
1807,0.0,546.71398,546.9642,4.0,0.08,40.0,10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,229,,,0,,False,6,train,0
1808,0.0,546.9642,547.21441,4.0,0.08,40.0,-10.0,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,null,null,0.0,gabors,0.25021676,209,,,0,,False,5,test,0
