ecephys_session_id,specimen_id,model,target_units,target_blocks,maximum_consecutive_tangential_ccf_step_um,tangential_ccf_span_um,training_animals,training_blocks,training_centered_rmse_deg,heldout_gradient_rmse_deg,heldout_constant_rmse_deg,heldout_gradient_r2_vs_constant,heldout_azimuth_rho,heldout_elevation_rho,median_raw_trace_deg2,median_sampling_trace_deg2,median_sampling_fraction,p90_sampling_fraction,median_residual_trace_deg2,raw_vs_sampling_trace_rho,sampling_vs_physical_spread_rho
715093703,699733581,affine,93,6,48.75448697299562,170.41713528867922,44,264,3.1186105976759158,2.487392377905768,3.062571913204008,0.34034629233489533,0.8857142857142858,-0.3714285714285715,79.20701270667202,1.0229652591526301,0.012885352444958711,0.01378741686911925,76.7376173638803,-0.4732475903434692,0.9966279729044193
715093703,699733581,quadratic,93,6,48.75448697299562,170.41713528867922,44,264,3.0928155185617068,2.4371783732609456,3.062571913204008,0.36671085970418327,0.8857142857142858,-0.3714285714285715,79.20701270667202,1.1286610587083608,0.014212566615480886,0.015212924954700967,76.50789984331739,-0.4728894989704872,0.9962997224791857
719161530,703279284,affine,83,6,94.02127418834527,349.0057306119772,44,264,3.129496568418827,1.6168659610201916,1.7985715935381064,0.19184888494184804,0.6,0.6571428571428573,57.234013255660614,1.77305234445695,0.03110532679033738,0.034163663971213745,57.92168041897499,-0.7263947491795593,0.9986169714017816
719161530,703279284,quadratic,83,6,94.02127418834527,349.0057306119772,44,264,3.1013693525599733,1.5202573621506803,1.7985715935381064,0.2855385993707593,0.6,0.6571428571428573,57.234013255660614,1.167747821952877,0.020514822085678525,0.022377932745585832,57.31143403022979,-0.7345757149554618,0.9977262072198781
721123822,707296982,affine,58,6,49.36598018878993,179.2344832893492,44,264,3.127619469810743,1.9060135834387775,2.208328686259375,0.25505440787481315,0.4285714285714286,0.14285714285714288,88.92748181679158,1.8713371316690166,0.02068265122587285,0.02195052542047573,86.01704792809119,0.26944634313055366,0.9503759398496241
721123822,707296982,quadratic,58,6,49.36598018878993,179.2344832893492,44,264,3.097599690859803,1.9041093240604556,2.208328686259375,0.25654218425840347,0.4285714285714286,0.14285714285714288,88.92748181679158,1.934658917215474,0.021410340435736454,0.02272715079947915,85.94296652611251,0.24395078605604922,0.9691045796308955
744228101,719817805,affine,56,6,71.61005515987263,175.31685600648902,44,264,3.1244327911996628,2.1880132523390263,2.510990771120797,0.2407065330469672,0.6,-0.8285714285714287,49.881671272935634,0.8804465117483657,0.01759865951561181,0.018348244972898633,48.7017735859298,0.19509379509379512,0.992857142857143
744228101,719817805,quadratic,56,6,71.61005515987263,175.31685600648902,44,264,3.095802459341579,2.1542496235486266,2.510990771120797,0.2639593190849716,0.6,-0.8285714285714287,49.881671272935634,0.9861533384679969,0.019699724832695654,0.020511628073293518,48.5905804158563,0.20808080808080812,0.9923520923520925
750749662,726162197,affine,92,6,34.0147027033899,153.0294089382822,44,264,3.103472452080332,3.2219978085831698,3.766790939263632,0.26834314279214344,0.942857142857143,0.4285714285714286,65.39418762537778,1.1634836065917253,0.017801608559432185,0.02054965268464234,62.51187055988987,0.2003981525720656,0.9937728937728937
750749662,726162197,quadratic,92,6,34.0147027033899,153.0294089382822,44,264,3.0737554090207424,3.2159245042286164,3.766790939263632,0.2710988161866077,0.942857142857143,0.4285714285714286,65.39418762537778,1.2438628637195133,0.019041840458519924,0.022004600847479176,62.44470753943024,0.14308010829749962,0.9817964644051601
751348571,732548380,affine,74,6,53.665631459994955,192.753728887407,44,264,3.1218770855832942,2.321501706705905,2.776317262662671,0.3008025630459791,0.8285714285714287,1.0,85.63084749564544,1.200130827313481,0.014041501737934604,0.014652482808662102,83.52682293779588,0.5570454691620041,0.9925718695736061
751348571,732548380,quadratic,74,6,53.665631459994955,192.753728887407,44,264,3.090745166326054,2.3637014675494585,2.776317262662671,0.27515180337711675,0.8285714285714287,1.0,85.63084749564544,1.5012551445996434,0.017553100870584155,0.01833087766761976,83.76887198362944,0.5480738311145412,0.9890025081998843
754312389,719828690,affine,144,6,133.15404612703287,516.6526879829428,44,264,3.1374780800569853,1.1433843900355136,3.387303095122211,0.8860599516050737,1.0,0.5428571428571429,69.2162821931405,13.633223926884689,0.196840000986672,0.21329329648038153,61.55702302351948,-0.4417700843757182,0.9310056141042056
754312389,719828690,quadratic,144,6,133.15404612703287,516.6526879829428,44,264,3.103476446960317,1.138667170998425,3.387303095122211,0.8869981687767412,1.0,0.5428571428571429,69.2162821931405,15.80614158606615,0.22870820954400414,0.2471244594644165,62.289625789612174,-0.4733330050231458,0.909796775993959
754829445,726298253,affine,141,6,721.9433842068227,1455.6115553264888,44,264,3.0937977162116193,3.680688105691954,6.9518779650058855,0.719680212094428,0.942857142857143,0.6,143.05080872870818,71.08735453363263,0.46984188309331,0.9131372482966894,120.63051845430897,0.8703111674793904,0.49872078021473404
754829445,726298253,quadratic,141,6,721.9433842068227,1455.6115553264888,44,264,3.097270502103536,3.146819255601737,6.9518779650058855,0.7951012455587297,0.942857142857143,0.6,143.05080872870818,62.709397164315156,0.4143477932825813,0.8074002786168848,115.42879375909753,0.8702411930637863,0.4976011895650654
755434585,730760270,affine,142,6,66.64082832618455,271.189970316013,44,264,3.1244391340020132,1.9753934545609944,2.271825183618531,0.2439380155233346,0.942857142857143,-0.14285714285714288,55.339367599802685,0.3730568527789465,0.00673727522402786,0.00719303535379541,53.727512668595004,-0.3999132422866316,0.7339262475612491
755434585,730760270,quadratic,142,6,66.64082832618455,271.189970316013,44,264,3.1010082419062255,1.9287437829010678,2.271825183618531,0.2792257557667659,0.942857142857143,-0.14285714285714288,55.339367599802685,0.41464577781684026,0.00748760528512633,0.0080172501017592,53.54884476213867,-0.5536168955407793,0.5617478116728941
756029989,734865738,affine,90,6,24.166091947189145,103.24727599312246,44,264,3.1268067544049343,1.8855343523034087,1.970815293239841,0.08467136077651549,0.4285714285714286,0.6571428571428573,69.6370631161074,0.5446423795846311,0.007834638438750801,0.008063176809950102,69.04757259123906,0.24560233773716916,0.9958019508581305
756029989,734865738,quadratic,90,6,24.166091947189145,103.24727599312246,44,264,3.096038444530702,1.8916693262359177,1.970815293239841,0.07870525047475574,0.4285714285714286,0.6571428571428573,69.6370631161074,0.5924120169266389,0.008521509826730535,0.008765921299404192,69.07183904731974,0.24710046507799316,0.995637321480018
757216464,733457989,affine,150,6,30.516389039334257,129.5569372901351,44,264,3.1203680224632273,2.541949271967221,3.217231839260202,0.3757349192454733,0.942857142857143,0.942857142857143,79.38641937659534,0.9141386447227815,0.011465994081609872,0.012720134265244234,74.68894326292857,-0.5699404376297953,0.9642477705756711
757216464,733457989,quadratic,150,6,30.516389039334257,129.5569372901351,44,264,3.0915350720493895,2.500022601863567,3.217231839260202,0.39615822663264444,0.942857142857143,0.942857142857143,79.38641937659534,1.0945046207705564,0.01372721777646652,0.015240612395524133,74.42252833512258,-0.5714137641270911,0.9632482777257467
757970808,730756780,affine,150,6,79.63039620647382,314.91744950065885,44,264,3.1234999621276827,2.5370235331486386,3.4293050573461663,0.4526857552345189,0.942857142857143,-0.2571428571428572,80.27938732148354,2.2796945255231327,0.02827526682807639,0.03114296203971174,73.52638719888049,-0.13715633178720427,0.9949914302742684
757970808,730756780,quadratic,150,6,79.63039620647382,314.91744950065885,44,264,3.0905393934450243,2.4431914228302727,3.4293050573461663,0.4924220466651934,0.942857142857143,-0.2571428571428572,80.27938732148354,2.6840562571844337,0.0333365774389629,0.03679002797041597,72.97099156852121,-0.19428290089843306,0.9994262170676362
758798717,735109609,affine,83,6,45.27692569068709,196.02295783912658,44,264,3.123998472523294,2.2675634564172227,2.858137079713141,0.370562243536938,0.8285714285714287,0.3714285714285715,66.09305667083463,1.616118476506129,0.024192968223389465,0.02555431768623015,61.85366140856898,0.7128584022501153,0.998656647495907
758798717,735109609,quadratic,83,6,45.27692569068709,196.02295783912658,44,264,3.0948497055126314,2.27763749138783,2.858137079713141,0.3649570523021717,0.8285714285714287,0.3714285714285715,66.09305667083463,1.5817518265994437,0.02364568025981291,0.02500081248671673,61.906874978949496,0.7070022249275849,0.997880021829478
759883607,740268986,affine,92,6,79.94529379519473,330.9153970428091,44,264,3.121243908990445,1.757547976429963,1.1347830953642237,-1.3987702983405792,-0.3714285714285715,0.48571428571428577,56.8451439851306,1.9776807375531398,0.03452729671910261,0.03541606341027591,60.49247532608041,0.2715808536033255,0.9976128740173684
759883607,740268986,quadratic,92,6,79.94529379519473,330.9153970428091,44,264,3.09538034782697,1.6845845126032113,1.1347830953642237,-1.2037376533560544,-0.3714285714285715,0.48571428571428577,56.8451439851306,1.7661071970218487,0.030815945037675478,0.031613534069882834,60.18176022499004,0.26173601679219655,0.9960818208009218
760345702,739783171,affine,92,6,54.70831746635972,206.335891206547,44,264,3.135631392490631,1.4164524420868287,2.2914939379090478,0.6179092098342196,1.0,0.6,54.239925200500196,2.393922660692893,0.04419420953718681,0.04543624765031487,50.260319041174895,0.4318310902580565,0.9938428612585916
760345702,739783171,quadratic,92,6,54.70831746635972,206.335891206547,44,264,3.1066915022347086,1.48154341665061,2.2914939379090478,0.5819855058423988,1.0,0.6,54.239925200500196,2.0225951091425225,0.03734092975970619,0.03837187867638331,50.32722937523529,0.4637033378606412,0.9870601308803555
761418226,742714475,affine,58,6,38.52920969861697,116.21101496846157,44,264,3.1172934722346213,2.5194794407690257,2.8782610227908556,0.23376623715934164,0.942857142857143,-0.3714285714285715,73.40441945743545,0.7515339134968589,0.010402539596496459,0.011135439844706612,71.3047705595823,-0.6079854809437387,0.9985740212600467
761418226,742714475,quadratic,58,6,38.52920969861697,116.21101496846157,44,264,3.0874231116117197,2.54364351282535,2.8782610227908556,0.21899801411054032,0.942857142857143,-0.3714285714285715,73.40441945743545,0.7120889836771606,0.00984751352282977,0.010549480556922,71.4934593258219,-0.6110967072854551,0.9985740212600467
762602078,744915204,affine,108,6,69.02897942168927,257.93894626442125,44,264,3.1315381017168384,2.0109632666393433,3.0461114613155615,0.564170428959342,1.0,0.3142857142857143,93.00335544252425,2.7113420192489572,0.02896099204485169,0.03141349128592416,85.33300411809427,-0.5582802214029171,0.9931121209522992
