stimulus_presentation_id,stimulus_block,start_time,stop_time,color,contrast,frame,y_position,size,phase,spatial_frequency,orientation,stimulus_name,x_position,temporal_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1964,0.0,579.26729,579.5175,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020744,156,,,0,,False,8,test,2
1965,0.0,579.5175,579.7677,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020506,186,,,0,,False,6,train,2
1966,0.0,579.7677,580.01791,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020506,111,,,0,,False,7,train,0
1967,0.0,580.01791,580.26811,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25020506,96,,,0,,False,9,train,0
1968,0.0,580.26811,580.51832,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25020506,48,,,0,,False,9,train,1
1969,0.0,580.51832,580.76853,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25021244,76,,,0,,False,9,train,1
1970,0.0,580.76853,581.01874,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25021244,56,,,0,,False,8,test,1
1971,0.0,581.01874,581.26895,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25021244,194,,,0,,False,7,train,0
1972,0.0,581.26895,581.51917,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25021244,182,,,0,,False,6,train,1
1973,0.0,581.51917,581.76938,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021506,92,,,0,,False,8,test,0
1974,0.0,581.76938,582.0196,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021506,67,,,0,,False,10,train,2
1975,0.0,582.0196,582.26981,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25021506,50,,,0,,False,9,train,1
1976,0.0,582.26981,582.52003,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25021506,113,,,0,,False,9,train,1
1977,0.0,582.52003,582.77023,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25020244,96,,,0,,False,10,train,0
1978,0.0,582.77023,583.02043,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020244,223,,,0,,False,6,train,0
1979,0.0,583.02043,583.27063,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25020244,23,,,0,,False,6,train,1
1980,0.0,583.27063,583.52084,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020244,223,,,0,,False,7,train,0
1981,0.0,583.52084,583.77104,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25020756,79,,,0,,False,10,train,0
1982,0.0,583.77104,584.02125,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020756,175,,,0,,False,9,train,2
1983,0.0,584.02125,584.27146,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020756,80,,,0,,False,8,test,2
1984,0.0,584.27146,584.52167,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25020756,30,,,0,,False,8,test,0
1985,0.0,584.52167,584.77188,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020994,42,,,0,,False,9,train,2
1986,0.0,584.77188,585.02209,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25020994,12,,,0,,False,6,train,2
1987,0.0,585.02209,585.2723,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020994,60,,,0,,False,8,test,1
1988,0.0,585.2723,585.52251,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020994,183,,,0,,False,8,test,2
1989,0.0,585.52251,585.77272,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25021006,134,,,0,,False,11,test,1
1990,0.0,585.77272,586.02293,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-30.0,4.0,0.25021006,93,,,0,,False,9,train,2
1991,0.0,586.02293,586.27314,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021006,109,,,0,,False,8,test,2
1992,0.0,586.27314,586.52335,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25021006,182,,,0,,False,7,train,1
1993,0.0,586.52335,586.77355,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020744,75,,,0,,False,10,train,0
1994,0.0,586.77355,587.02376,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25020744,98,,,0,,False,6,train,0
1995,0.0,587.02376,587.27397,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25020744,136,,,0,,False,6,train,1
1996,0.0,587.27397,587.52418,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020744,83,,,0,,False,5,test,2
1997,0.0,587.52418,587.77439,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021006,185,,,0,,False,7,train,2
1998,0.0,587.77439,588.0246,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25021006,179,,,0,,False,9,train,0
1999,0.0,588.0246,588.27481,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25021006,66,,,0,,False,6,train,2
2000,0.0,588.27481,588.52502,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25021006,89,,,0,,False,11,test,1
2001,0.0,588.52502,588.77523,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25021244,23,,,0,,False,7,train,1
2002,0.0,588.77523,589.02544,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25021244,128,,,0,,False,6,train,2
2003,0.0,589.02544,589.27565,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25021244,57,,,0,,False,4,train,1
2004,0.0,589.27565,589.52587,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021244,230,,,0,,False,10,train,0
2005,0.0,589.52587,589.77608,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25021256,2,,,0,,False,11,test,0
2006,0.0,589.77608,590.02629,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25021256,33,,,0,,False,11,test,2
2007,0.0,590.02629,590.2765,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25021256,94,,,0,,False,12,train,1
2008,0.0,590.2765,590.52672,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25021256,138,,,0,,False,5,test,2
2009,0.0,590.52672,590.77692,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25020244,227,,,0,,False,5,test,0
2010,0.0,590.77692,591.02712,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020244,80,,,0,,False,9,train,2
2011,0.0,591.02712,591.27732,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020244,117,,,0,,False,9,train,0
2012,0.0,591.27732,591.52753,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25020244,240,,,0,,False,5,test,1
2013,0.0,591.52753,591.77774,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25021256,57,,,0,,False,5,test,1
2014,0.0,591.77774,592.02795,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25021256,155,,,0,,False,8,test,1
2015,0.0,592.02795,592.27816,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021256,63,,,0,,False,7,train,0
2016,0.0,592.27816,592.52838,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021256,170,,,0,,False,10,train,0
2017,0.0,592.52838,592.77858,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25020494,124,,,0,,False,8,test,0
2018,0.0,592.77858,593.02879,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25020494,133,,,0,,False,8,test,0
2019,0.0,593.02879,593.27899,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25020494,95,,,0,,False,9,train,2
2020,0.0,593.27899,593.5292,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25020494,238,,,0,,False,6,train,0
2021,0.0,593.5292,593.7794,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020506,105,,,0,,False,8,test,1
2022,0.0,593.7794,594.02961,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25020506,179,,,0,,False,10,train,0
2023,0.0,594.02961,594.27981,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25020506,11,,,0,,False,9,train,2
2024,0.0,594.27981,594.53002,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020506,122,,,0,,False,8,test,0
2025,0.0,594.53002,594.78023,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25021244,132,,,0,,False,9,train,0
2026,0.0,594.78023,595.03044,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021244,170,,,0,,False,11,test,0
2027,0.0,595.03044,595.28065,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021244,158,,,0,,False,9,train,2
2028,0.0,595.28065,595.53087,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25021244,152,,,0,,False,10,train,1
2029,0.0,595.53087,595.78108,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-40.0,4.0,0.25021506,201,,,0,,False,5,test,1
2030,0.0,595.78108,596.0313,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25021506,34,,,0,,False,6,train,2
2031,0.0,596.0313,596.28151,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25021506,138,,,0,,False,6,train,2
2032,0.0,596.28151,596.53173,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25021506,123,,,0,,False,10,train,1
2033,0.0,596.53173,596.78193,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020244,192,,,0,,False,10,train,2
2034,0.0,596.78193,597.03213,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25020244,131,,,0,,False,8,test,1
2035,0.0,597.03213,597.28233,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25020244,126,,,0,,False,7,train,1
2036,0.0,597.28233,597.53254,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020244,32,,,0,,False,8,test,0
2037,0.0,597.53254,597.78276,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25022006,98,,,0,,False,7,train,0
2038,0.0,597.78276,598.03298,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25022006,116,,,0,,False,8,test,2
2039,0.0,598.03298,598.2832,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25022006,55,,,0,,False,13,train,0
2040,0.0,598.2832,598.53342,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25022006,172,,,0,,False,7,train,0
2041,0.0,598.53342,598.78361,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25019744,197,,,0,,False,6,train,1
2042,0.0,598.78361,599.03381,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25019744,204,,,0,,False,7,train,0
2043,0.0,599.03381,599.28401,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25019744,83,,,0,,False,6,train,2
2044,0.0,599.28401,599.53421,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25019744,225,,,0,,False,7,train,2
2045,0.0,599.53421,599.78441,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25020756,6,,,0,,False,5,test,2
2046,0.0,599.78441,600.03462,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020756,183,,,0,,False,9,train,2
2047,0.0,600.03462,600.28483,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25020756,96,,,0,,False,11,test,0
2048,0.0,600.28483,600.53504,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25020756,158,,,0,,False,10,train,2
2049,0.0,600.53504,600.78525,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25021244,215,,,0,,False,7,train,1
2050,0.0,600.78525,601.03546,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25021244,173,,,0,,False,8,test,1
2051,0.0,601.03546,601.28567,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25021244,213,,,0,,False,5,test,2
2052,0.0,601.28567,601.53589,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25021244,229,,,0,,False,6,train,2
2053,0.0,601.53589,601.78609,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,30.0,4.0,0.25020756,118,,,0,,False,6,train,1
2054,0.0,601.78609,602.0363,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25020756,54,,,0,,False,8,test,0
2055,0.0,602.0363,602.28651,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25020756,152,,,0,,False,11,test,1
2056,0.0,602.28651,602.53672,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25020756,53,,,0,,False,8,test,2
2057,0.0,602.53672,602.78693,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,0.0,4.0,0.25020994,155,,,0,,False,9,train,1
2058,0.0,602.78693,603.03714,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020994,225,,,0,,False,8,test,2
2059,0.0,603.03714,603.28735,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,30.0,4.0,0.25020994,202,,,0,,False,6,train,2
2060,0.0,603.28735,603.53756,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020994,102,,,0,,False,11,test,2
2061,0.0,603.53756,603.78777,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25021506,13,,,0,,False,9,train,2
2062,0.0,603.78777,604.03799,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25021506,188,,,0,,False,6,train,0
2063,0.0,604.03799,604.2882,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25021506,76,,,0,,False,10,train,1
2064,0.0,604.2882,604.53842,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-40.0,4.0,0.25021506,226,,,0,,False,4,train,0
2065,0.0,604.53842,604.78862,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25020494,218,,,0,,False,6,train,0
2066,0.0,604.78862,605.03883,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-30.0,4.0,0.25020494,147,,,0,,False,10,train,2
2067,0.0,605.03883,605.28903,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020494,60,,,0,,False,9,train,1
2068,0.0,605.28903,605.53924,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-20.0,4.0,0.25020494,81,,,0,,False,6,train,0
2069,0.0,605.53924,605.78945,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25021256,189,,,0,,False,7,train,1
2070,0.0,605.78945,606.03966,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25021256,210,,,0,,False,7,train,0
2071,0.0,606.03966,606.28987,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25021256,12,,,0,,False,7,train,2
2072,0.0,606.28987,606.54009,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25021256,28,,,0,,False,5,test,0
2073,0.0,606.54009,606.79029,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25020744,17,,,0,,False,13,train,2
2074,0.0,606.79029,607.0405,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-30.0,4.0,0.25020744,48,,,0,,False,10,train,1
2075,0.0,607.0405,607.29071,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-10.0,4.0,0.25020744,193,,,0,,False,8,test,1
2076,0.0,607.29071,607.54092,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020744,175,,,0,,False,10,train,2
2077,0.0,607.54092,607.79112,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,20.0,4.0,0.25020756,213,,,0,,False,6,train,2
2078,0.0,607.79112,608.04133,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25020756,113,,,0,,False,10,train,1
2079,0.0,608.04133,608.29154,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020756,223,,,0,,False,8,test,0
2080,0.0,608.29154,608.54175,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,-20.0,4.0,0.25020756,181,,,0,,False,8,test,1
2081,0.0,608.54175,608.79196,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020994,24,,,0,,False,5,test,1
2082,0.0,608.79196,609.04217,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-10.0,4.0,0.25020994,69,,,0,,False,8,test,2
2083,0.0,609.04217,609.29238,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,10.0,4.0,0.25020994,13,,,0,,False,10,train,2
2084,0.0,609.29238,609.54259,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,40.0,4.0,0.25020994,136,,,0,,False,7,train,1
2085,0.0,609.54259,609.7928,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25021256,170,,,0,,False,12,train,0
2086,0.0,609.7928,610.04301,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,40.0,4.0,0.25021256,133,,,0,,False,9,train,0
2087,0.0,610.04301,610.29322,null,0.8,null,-10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25021256,185,,,0,,False,8,test,2
2088,0.0,610.29322,610.54344,null,0.8,null,-30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25021256,204,,,0,,False,8,test,0
2089,0.0,610.54344,610.79364,null,0.8,null,-20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,30.0,4.0,0.25020494,196,,,0,,False,7,train,0
2090,0.0,610.79364,611.04385,null,0.8,null,-40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25020494,198,,,0,,False,8,test,2
2091,0.0,611.04385,611.29405,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,20.0,4.0,0.25020494,233,,,0,,False,8,test,1
2092,0.0,611.29405,611.54426,null,0.8,null,40.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-30.0,4.0,0.25020494,142,,,0,,False,7,train,0
2093,0.0,611.54426,611.79447,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,0.0,4.0,0.25021006,44,,,0,,False,9,train,2
2094,0.0,611.79447,612.04468,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,45.0,gabors,10.0,4.0,0.25021006,9,,,0,,False,7,train,1
2095,0.0,612.04468,612.29489,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,10.0,4.0,0.25021006,234,,,0,,False,7,train,0
2096,0.0,612.29489,612.5451,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,20.0,4.0,0.25021006,172,,,0,,False,8,test,0
2097,0.0,612.5451,612.7953,null,0.8,null,30.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-40.0,4.0,0.25020744,109,,,0,,False,9,train,2
2098,0.0,612.7953,613.04551,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,0.0,4.0,0.25020744,7,,,0,,False,9,train,0
2099,0.0,613.04551,613.29572,null,0.8,null,10.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,0.0,gabors,-10.0,4.0,0.25020744,32,,,0,,False,9,train,0
2100,0.0,613.29572,613.54593,null,0.8,null,0.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,-20.0,4.0,0.25020744,45,,,0,,False,8,test,2
2101,0.0,613.54593,613.79614,null,0.8,null,20.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",0.08,90.0,gabors,40.0,4.0,0.25021506,52,,,0,,False,11,test,2
