stimulus_presentation_id,stimulus_block,start_time,stop_time,stimulus_name,x_position,spatial_frequency,y_position,temporal_frequency,size,phase,color,orientation,contrast,frame,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
98,0.0,103.08989,103.3401,gabors,-40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020544,73,,,0,,False,1,train,1
99,0.0,103.3401,103.5903,gabors,20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020544,79,,,0,,False,0,train,0
100,0.0,103.5903,103.84051,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020544,80,,,0,,False,0,train,2
101,0.0,103.84051,104.09072,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,81,,,0,,False,0,train,0
102,0.0,104.09072,104.34094,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,82,,,0,,False,0,train,2
103,0.0,104.34094,104.59115,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,83,,,0,,False,0,train,1
104,0.0,104.59115,104.84136,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,84,,,0,,False,0,train,2
105,0.0,104.84136,105.09157,gabors,-40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,85,,,0,,False,0,train,1
106,0.0,105.09157,105.34177,gabors,-20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,86,,,0,,False,0,train,2
107,0.0,105.34177,105.59197,gabors,40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,35,,,0,,False,2,test,0
108,0.0,105.59197,105.84218,gabors,-30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,87,,,0,,False,0,train,2
109,0.0,105.84218,106.0924,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,88,,,0,,False,0,train,0
110,0.0,106.0924,106.34262,gabors,10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,63,,,0,,False,1,train,1
111,0.0,106.34262,106.59283,gabors,-10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,89,,,0,,False,0,train,1
112,0.0,106.59283,106.84305,gabors,-20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,18,,,0,,False,1,train,1
113,0.0,106.84305,107.09325,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,60,,,0,,False,2,test,1
114,0.0,107.09325,107.34346,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,2,,,0,,False,1,train,0
115,0.0,107.34346,107.59366,gabors,10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,77,,,0,,False,1,train,1
116,0.0,107.59366,107.84386,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,90,,,0,,False,0,train,0
117,0.0,107.84386,108.09407,gabors,20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,91,,,0,,False,0,train,1
118,0.0,108.09407,108.34428,gabors,-10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,92,,,0,,False,0,train,1
119,0.0,108.34428,108.59449,gabors,-30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,93,,,0,,False,0,train,0
120,0.0,108.59449,108.8447,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,90,,,0,,False,1,train,0
121,0.0,108.8447,109.09491,gabors,-10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,66,,,0,,False,1,train,0
122,0.0,109.09491,109.34511,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,94,,,0,,False,0,train,0
123,0.0,109.34511,109.59531,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,95,,,0,,False,0,train,0
124,0.0,109.59531,109.84552,gabors,-30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,70,,,0,,False,1,train,1
125,0.0,109.84552,110.09574,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,81,,,0,,False,1,train,0
126,0.0,110.09574,110.34596,gabors,20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,58,,,0,,False,1,train,2
127,0.0,110.34596,110.59617,gabors,-40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,96,,,0,,False,0,train,0
128,0.0,110.59617,110.84639,gabors,20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,97,,,0,,False,0,train,1
129,0.0,110.84639,111.09659,gabors,-40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,72,,,0,,False,1,train,0
130,0.0,111.09659,111.3468,gabors,30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,98,,,0,,False,0,train,1
131,0.0,111.3468,111.597,gabors,10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,50,,,0,,False,1,train,2
132,0.0,111.597,111.8472,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,95,,,0,,False,1,train,0
133,0.0,111.8472,112.09741,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020956,75,,,0,,False,1,train,2
134,0.0,112.09741,112.34762,gabors,-30.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,99,,,0,,False,0,train,1
135,0.0,112.34762,112.59782,gabors,10.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,100,,,0,,False,0,train,0
136,0.0,112.59782,112.84803,gabors,-20.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,18,,,0,,False,2,test,1
137,0.0,112.84803,113.09824,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,101,,,0,,False,0,train,2
138,0.0,113.09824,113.34845,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020794,102,,,0,,False,0,train,1
139,0.0,113.34845,113.59866,gabors,-10.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020794,103,,,0,,False,0,train,0
140,0.0,113.59866,113.84887,gabors,30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020794,104,,,0,,False,0,train,2
141,0.0,113.84887,114.09908,gabors,0.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,105,,,0,,False,0,train,2
142,0.0,114.09908,114.34929,gabors,-10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,3,,,0,,False,1,train,1
143,0.0,114.34929,114.5995,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,106,,,0,,False,0,train,0
144,0.0,114.5995,114.84971,gabors,40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,59,,,0,,False,1,train,0
145,0.0,114.84971,115.09992,gabors,-30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,107,,,0,,False,0,train,2
146,0.0,115.09992,115.35012,gabors,-30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,108,,,0,,False,0,train,2
147,0.0,115.35012,115.60032,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,109,,,0,,False,0,train,1
148,0.0,115.60032,115.85053,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,110,,,0,,False,0,train,1
149,0.0,115.85053,116.10074,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021706,20,,,0,,False,1,train,0
150,0.0,116.10074,116.35096,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,111,,,0,,False,0,train,2
151,0.0,116.35096,116.60118,gabors,30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,47,,,0,,False,1,train,2
152,0.0,116.60118,116.85139,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,112,,,0,,False,0,train,1
153,0.0,116.85139,117.10159,gabors,-30.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,113,,,0,,False,0,train,0
154,0.0,117.10159,117.3518,gabors,40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,114,,,0,,False,0,train,2
155,0.0,117.3518,117.602,gabors,0.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,4,,,0,,False,1,train,1
156,0.0,117.602,117.8522,gabors,40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,42,,,0,,False,2,test,2
157,0.0,117.8522,118.10241,gabors,-10.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,115,,,0,,False,0,train,2
158,0.0,118.10241,118.35263,gabors,20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,58,,,0,,False,2,test,2
159,0.0,118.35263,118.60285,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,116,,,0,,False,0,train,1
160,0.0,118.60285,118.85306,gabors,0.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,28,,,0,,False,2,test,2
161,0.0,118.85306,119.10327,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,117,,,0,,False,0,train,0
162,0.0,119.10327,119.35347,gabors,-40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,72,,,0,,False,2,test,0
163,0.0,119.35347,119.60367,gabors,-30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,118,,,0,,False,0,train,2
164,0.0,119.60367,119.85388,gabors,40.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,119,,,0,,False,0,train,0
165,0.0,119.85388,120.10409,gabors,-30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,70,,,0,,False,2,test,1
166,0.0,120.10409,120.35431,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,83,,,0,,False,1,train,1
167,0.0,120.35431,120.60452,gabors,0.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,120,,,0,,False,0,train,2
168,0.0,120.60452,120.85473,gabors,-30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021456,121,,,0,,False,0,train,0
169,0.0,120.85473,121.10493,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,41,,,0,,False,2,test,1
170,0.0,121.10493,121.35514,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,122,,,0,,False,0,train,1
171,0.0,121.35514,121.60534,gabors,-10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,3,,,0,,False,2,test,1
172,0.0,121.60534,121.85554,gabors,40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,123,,,0,,False,0,train,0
173,0.0,121.85554,122.10576,gabors,0.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,95,,,0,,False,2,test,0
174,0.0,122.10576,122.35598,gabors,-20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,112,,,0,,False,1,train,1
175,0.0,122.35598,122.60619,gabors,30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,124,,,0,,False,0,train,2
176,0.0,122.60619,122.85641,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,125,,,0,,False,0,train,1
177,0.0,122.85641,123.10662,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,125,,,0,,False,1,train,1
178,0.0,123.10662,123.35682,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,101,,,0,,False,1,train,2
179,0.0,123.35682,123.60702,gabors,30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,126,,,0,,False,0,train,0
180,0.0,123.60702,123.85723,gabors,20.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,88,,,0,,False,1,train,0
181,0.0,123.85723,124.10744,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,127,,,0,,False,0,train,1
182,0.0,124.10744,124.35766,gabors,-10.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,128,,,0,,False,0,train,2
183,0.0,124.35766,124.60787,gabors,30.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021456,83,,,0,,False,2,test,1
184,0.0,124.60787,124.85808,gabors,40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021456,51,,,0,,False,1,train,2
185,0.0,124.85808,125.10829,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,122,,,0,,False,1,train,1
186,0.0,125.10829,125.35849,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,106,,,0,,False,1,train,0
187,0.0,125.35849,125.60869,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,129,,,0,,False,0,train,0
188,0.0,125.60869,125.8589,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,130,,,0,,False,0,train,2
189,0.0,125.8589,126.10911,gabors,30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,131,,,0,,False,0,train,2
190,0.0,126.10911,126.35933,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021706,110,,,0,,False,1,train,1
191,0.0,126.35933,126.60955,gabors,40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,51,,,0,,False,2,test,2
192,0.0,126.60955,126.85976,gabors,-20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021706,132,,,0,,False,0,train,2
193,0.0,126.85976,127.10996,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,101,,,0,,False,2,test,2
194,0.0,127.10996,127.36017,gabors,40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,133,,,0,,False,0,train,1
195,0.0,127.36017,127.61037,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,134,,,0,,False,0,train,2
196,0.0,127.61037,127.86057,gabors,-20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,135,,,0,,False,0,train,0
197,0.0,127.86057,128.11078,gabors,20.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,20,,,0,,False,2,test,0
198,0.0,128.11078,128.36099,gabors,40.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021206,133,,,0,,False,1,train,1
199,0.0,128.36099,128.6112,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021206,106,,,0,,False,2,test,0
200,0.0,128.6112,128.86141,gabors,30.0,0.08,20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021206,131,,,0,,False,1,train,2
201,0.0,128.86141,129.11162,gabors,-10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,136,,,0,,False,0,train,0
202,0.0,129.11162,129.36182,gabors,-30.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020294,137,,,0,,False,0,train,1
203,0.0,129.36182,129.61202,gabors,20.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020294,138,,,0,,False,0,train,0
204,0.0,129.61202,129.86223,gabors,30.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020294,101,,,0,,False,3,train,2
205,0.0,129.86223,130.11245,gabors,10.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,46,,,0,,False,1,train,2
206,0.0,130.11245,130.36267,gabors,-40.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,90,,,0,,False,2,test,0
207,0.0,130.36267,130.61288,gabors,0.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,139,,,0,,False,0,train,1
208,0.0,130.61288,130.8631,gabors,0.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,19,,,0,,False,1,train,1
209,0.0,130.8631,131.1133,gabors,-30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,140,,,0,,False,0,train,1
210,0.0,131.1133,131.36351,gabors,-20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020044,135,,,0,,False,1,train,0
211,0.0,131.36351,131.61371,gabors,40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020044,141,,,0,,False,0,train,1
212,0.0,131.61371,131.86391,gabors,-30.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25020044,142,,,0,,False,0,train,2
213,0.0,131.86391,132.11413,gabors,10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25022706,68,,,0,,False,1,train,2
214,0.0,132.11413,132.36436,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25022706,32,,,0,,False,1,train,0
215,0.0,132.36436,132.61459,gabors,20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25022706,17,,,0,,False,2,test,2
216,0.0,132.61459,132.86481,gabors,-20.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25022706,56,,,0,,False,1,train,0
217,0.0,132.86481,133.115,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019044,29,,,0,,False,1,train,0
218,0.0,133.115,133.3652,gabors,-20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019044,29,,,0,,False,2,test,0
219,0.0,133.3652,133.61539,gabors,20.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019044,84,,,0,,False,1,train,2
220,0.0,133.61539,133.86558,gabors,20.0,0.08,-10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019044,143,,,0,,False,0,train,1
221,0.0,133.86558,134.1158,gabors,-30.0,0.08,30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021956,87,,,0,,False,1,train,2
222,0.0,134.1158,134.36602,gabors,-40.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,37,,,0,,False,2,test,1
223,0.0,134.36602,134.61623,gabors,-10.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021956,6,,,0,,False,1,train,0
224,0.0,134.61623,134.86645,gabors,10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021956,23,,,0,,False,1,train,1
225,0.0,134.86645,135.11665,gabors,10.0,0.08,-40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,78,,,0,,False,1,train,0
226,0.0,135.11665,135.36685,gabors,40.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25019794,144,,,0,,False,0,train,1
227,0.0,135.36685,135.61705,gabors,-40.0,0.08,-20.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25019794,106,,,0,,False,3,train,0
228,0.0,135.61705,135.86725,gabors,0.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25019794,145,,,0,,False,0,train,2
229,0.0,135.86725,136.11746,gabors,-10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,146,,,0,,False,0,train,1
230,0.0,136.11746,136.36767,gabors,10.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25020956,147,,,0,,False,0,train,0
231,0.0,136.36767,136.61787,gabors,20.0,0.08,10.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,148,,,0,,False,0,train,1
232,0.0,136.61787,136.86808,gabors,0.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25020956,139,,,0,,False,1,train,1
233,0.0,136.86808,137.11829,gabors,-40.0,0.08,-30.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,0.0,0.8,null,0.25021044,2,,,0,,False,2,test,0
234,0.0,137.11829,137.36851,gabors,-20.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021044,132,,,0,,False,1,train,2
235,0.0,137.36851,137.61872,gabors,-40.0,0.08,40.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,90.0,0.8,null,0.25021044,44,,,0,,False,1,train,2
236,0.0,137.61872,137.86893,gabors,-30.0,0.08,0.0,4.0,"[20.0, 20.0]","[3644.93333333, 3644.93333333]",null,45.0,0.8,null,0.25021044,125,,,0,,False,2,test,1
