ecephys_unit_id,ecephys_session_id,specimen_id,area,group,map,lifetime_sparseness,stimulus_firing_rate_hz,fano_factor,tuning_strength,response_evidence,stability_proxy,raw_tuning_quality_weight,normalized_unit_weight
951824587,750332458,726141251,RL,HVA pooled,sf,0.436812,0.299743,1.0333,0.374235,0.230617,0.491812,0.348828,0.963041
951824174,750332458,726141251,RL,HVA pooled,sf,0.118556,2.17613,1.41648,0.0206178,0.685152,0.413825,0.242024,0.668176
951824194,750332458,726141251,RL,HVA pooled,sf,0.556098,1.29622,1.38549,0.506776,0.564502,0.419202,0.493138,1.36145
951824201,750332458,726141251,RL,HVA pooled,sf,0.119652,7.36168,3.62952,0.0218359,0.880407,0.216005,0.211855,0.584887
951824219,750332458,726141251,RL,HVA pooled,sf,0.213199,1.552,1.52759,0.125777,0.608151,0.395634,0.311627,0.860336
951824225,750332458,726141251,RL,HVA pooled,sf,0.172728,1.1983,1.55534,0.0808086,0.545104,0.391338,0.258323,0.713175
951824257,750332458,726141251,RL,HVA pooled,sf,0.403132,0.350366,2.04167,0.336814,0.25946,0.328767,0.306278,0.845569
951826678,750332458,726141251,AL,HVA pooled,sf,0.100132,3.63888,1.09098,0.000146812,0.784431,0.478244,0.2657,0.733541
951826703,750332458,726141251,AL,HVA pooled,sf,0.257835,1.03778,1.57143,0.175372,0.509269,0.388889,0.326271,0.900764
951826711,750332458,726141251,AL,HVA pooled,sf,0.613679,0.140546,4.8125,0.570754,0.123227,0.172043,0.229578,0.633816
951826725,750332458,726141251,AL,HVA pooled,sf,0.570752,4.22304,2.58756,0.523057,0.808541,0.278741,0.490325,1.35368
951826733,750332458,726141251,AL,HVA pooled,sf,0.347434,2.8309,3.78,0.274926,0.738965,0.209205,0.348983,0.963467
951826740,750332458,726141251,AL,HVA pooled,sf,0.249202,4.84717,2.34888,0.16578,0.828977,0.298607,0.344925,0.952265
951827830,750332458,726141251,AL,HVA pooled,sf,0.53329,0.142544,1.08673,0.481434,0.12476,0.479218,0.306466,0.846087
951826775,750332458,726141251,AL,HVA pooled,sf,0.296665,1.2003,1.27412,0.218516,0.545517,0.439731,0.374248,1.03322
951826787,750332458,726141251,AL,HVA pooled,sf,0.182134,1.85174,1.89212,0.0912601,0.649337,0.345767,0.273639,0.75546
951826792,750332458,726141251,AL,HVA pooled,sf,0.53669,0.944523,0.793265,0.485211,0.485735,0.557642,0.508427,1.40366
951827727,750332458,726141251,AL,HVA pooled,sf,0.636964,2.36131,2.82959,0.596627,0.702497,0.261124,0.478334,1.32058
951826803,750332458,726141251,AL,HVA pooled,sf,0.109785,31.1879,2.33106,0.0108721,0.968932,0.300205,0.244096,0.673896
951827733,750332458,726141251,AL,HVA pooled,sf,0.474573,0.505566,3.25442,0.416192,0.335798,0.23505,0.320266,0.884186
951826849,750332458,726141251,AL,HVA pooled,sf,0.147937,1.00181,1.34889,0.0532634,0.500451,0.425733,0.22472,0.620405
951826820,750332458,726141251,AL,HVA pooled,sf,0.205624,1.61395,2.77083,0.11736,0.617437,0.265193,0.26785,0.739477
951826853,750332458,726141251,AL,HVA pooled,sf,0.334775,9.63373,1.24373,0.260861,0.90596,0.445686,0.472262,1.30381
951826859,750332458,726141251,AL,HVA pooled,sf,0.700174,0.146541,0.673913,0.66686,0.127811,0.597403,0.370644,1.02327
951826865,750332458,726141251,AL,HVA pooled,sf,0.153527,5.21819,1.87298,0.0594742,0.839181,0.348071,0.258991,0.715018
951826870,750332458,726141251,AL,HVA pooled,sf,0.116182,12.3561,0.420268,0.0179796,0.925128,0.704092,0.31935,0.881658
951826875,750332458,726141251,AL,HVA pooled,sf,0.266792,9.46721,1.44016,0.185324,0.904464,0.409808,0.409545,1.13067
951826887,750332458,726141251,AL,HVA pooled,sf,0.136371,29.8031,1.16536,0.0404124,0.967536,0.461818,0.281645,0.777563
951826891,750332458,726141251,AL,HVA pooled,sf,0.114648,5.15091,1.34029,0.0162757,0.837422,0.427297,0.261546,0.722073
951826908,750332458,726141251,AL,HVA pooled,sf,0.165201,11.2697,0.994725,0.0724451,0.918498,0.501322,0.32191,0.888726
951826914,750332458,726141251,AL,HVA pooled,sf,0.254927,4.57541,3.03631,0.172141,0.820641,0.247751,0.327103,0.903062
951826951,750332458,726141251,AL,HVA pooled,sf,0.182006,7.79797,0.801209,0.0911172,0.886337,0.555183,0.355259,0.980795
951826996,750332458,726141251,AL,HVA pooled,sf,0.330271,10.9559,0.623721,0.255857,0.916359,0.615869,0.524627,1.44838
951827008,750332458,726141251,AL,HVA pooled,sf,0.202977,13.4578,1.13547,0.114419,0.930833,0.468282,0.368094,1.01623
951827738,750332458,726141251,AL,HVA pooled,sf,0.520472,2.07089,0.674275,0.467191,0.674361,0.597273,0.573043,1.58205
951827013,750332458,726141251,AL,HVA pooled,sf,0.643088,6.89009,0.800476,0.603431,0.873259,0.555409,0.663938,1.83299
951827019,750332458,726141251,AL,HVA pooled,sf,0.518658,1.25159,1.65557,0.465176,0.55587,0.376566,0.460056,1.27012
951827039,750332458,726141251,AL,HVA pooled,sf,0.330222,5.4813,0.881959,0.255802,0.84571,0.531361,0.486226,1.34237
951827043,750332458,726141251,AL,HVA pooled,sf,0.437457,1.99029,3.04048,0.374953,0.665584,0.247496,0.39529,1.09131
951827054,750332458,726141251,AL,HVA pooled,sf,0.246958,5.46464,0.998206,0.163287,0.845312,0.500449,0.410308,1.13277
951827063,750332458,726141251,AL,HVA pooled,sf,0.57507,3.83204,1.0561,0.527856,0.793048,0.486357,0.588288,1.62414
951827073,750332458,726141251,AL,HVA pooled,sf,0.1612,6.25663,2.6575,0.0680005,0.862195,0.273411,0.252142,0.696109
951827077,750332458,726141251,AL,HVA pooled,sf,0.528768,0.555523,4.4898,0.476409,0.357129,0.182156,0.314111,0.867193
951827082,750332458,726141251,AL,HVA pooled,sf,0.472227,0.875249,6.22253,0.413585,0.466737,0.138456,0.298985,0.825434
951827088,750332458,726141251,AL,HVA pooled,sf,0.380771,3.97392,4.59888,0.311968,0.798951,0.178607,0.354413,0.978459
951827092,750332458,726141251,AL,HVA pooled,sf,0.250661,1.00647,0.959658,0.167401,0.501612,0.510293,0.349931,0.966085
951827103,750332458,726141251,AL,HVA pooled,sf,0.447263,2.59511,1.47168,0.385847,0.721844,0.404583,0.483009,1.33349
951827108,750332458,726141251,AL,HVA pooled,sf,0.270776,3.06004,6.27078,0.189751,0.753697,0.137537,0.269939,0.745245
951827113,750332458,726141251,AL,HVA pooled,sf,0.316731,1.42678,4.58825,0.240812,0.587931,0.178947,0.293704,0.810854
951827123,750332458,726141251,AL,HVA pooled,sf,0.391867,1.54667,1.58396,0.324296,0.607331,0.387002,0.423994,1.17056
951827159,750332458,726141251,AL,HVA pooled,sf,0.143003,3.33247,1.38127,0.0477812,0.769185,0.419944,0.252773,0.697852
951827164,750332458,726141251,AL,HVA pooled,sf,0.454575,6.54971,7.35,0.393972,0.867545,0.11976,0.344633,0.951458
951827764,750332458,726141251,AL,HVA pooled,sf,0.542348,0.476924,1.74544,0.491498,0.322917,0.36424,0.386664,1.0675
951827135,750332458,726141251,AL,HVA pooled,sf,0.307679,1.95366,3.85633,0.230754,0.661437,0.205917,0.31558,0.87125
951827140,750332458,726141251,AL,HVA pooled,sf,0.292458,1.94033,1.90105,0.213842,0.659903,0.344702,0.365039,1.0078
951827171,750332458,726141251,AL,HVA pooled,sf,0.175937,10.094,1.61283,0.084374,0.909861,0.382727,0.308573,0.851904
951827177,750332458,726141251,AL,HVA pooled,sf,0.413919,2.64107,3.84195,0.348799,0.725355,0.206528,0.373854,1.03213
951827181,750332458,726141251,AL,HVA pooled,sf,0.474367,0.926538,2.28341,0.415964,0.480934,0.304561,0.393494,1.08635
951827187,750332458,726141251,AL,HVA pooled,sf,0.35174,2.49453,9.53868,0.279711,0.713838,0.0948886,0.266588,0.735994
951827203,750332458,726141251,AL,HVA pooled,sf,0.226099,1.61595,1.53692,0.14011,0.617729,0.394178,0.32433,0.895406
951827192,750332458,726141251,AL,HVA pooled,sf,0.396897,0.743362,2.21547,0.329885,0.426396,0.310996,0.352352,0.972769
951827212,750332458,726141251,AL,HVA pooled,sf,0.211152,0.686078,1.67758,0.123502,0.406908,0.373472,0.265752,0.733684
951827768,750332458,726141251,AL,HVA pooled,sf,0.293344,0.789989,2,0.214827,0.441337,0.333333,0.316164,0.872862
951827233,750332458,726141251,AL,HVA pooled,sf,0.47248,1.90836,2.02823,0.413866,0.656164,0.330226,0.447605,1.23574
951827243,750332458,726141251,AL,HVA pooled,sf,0.418658,2.38662,1.41504,0.354065,0.70472,0.414071,0.469236,1.29546
951827248,750332458,726141251,AL,HVA pooled,sf,0.142827,24.2365,2.56835,0.0475857,0.960375,0.280242,0.237856,0.65667
951827774,750332458,726141251,AL,HVA pooled,sf,0.69011,0.24046,1.01652,0.655678,0.193848,0.495903,0.397969,1.09871
951827779,750332458,726141251,AL,HVA pooled,sf,0.54338,1.07175,1.79635,0.492644,0.517316,0.357609,0.450021,1.24241
951827256,750332458,726141251,AL,HVA pooled,sf,0.531821,0.291083,2.2649,0.479801,0.225457,0.306289,0.321182,0.886716
951827267,750332458,726141251,AL,HVA pooled,sf,0.49548,0.561518,1.51246,0.439423,0.359598,0.398016,0.397679,1.09791
951827279,750332458,726141251,AL,HVA pooled,sf,0.602556,0.873917,1.95238,0.558396,0.466358,0.33871,0.44514,1.22894
951827283,750332458,726141251,AL,HVA pooled,sf,0.479934,1.76848,0.694444,0.422149,0.638791,0.590164,0.541917,1.49612
951827289,750332458,726141251,AL,HVA pooled,sf,0.417331,1.05176,1.67215,0.35259,0.512614,0.374231,0.407443,1.12486
951827294,750332458,726141251,AL,HVA pooled,sf,0.515237,3.83804,1.71869,0.461374,0.793305,0.367825,0.512521,1.41496
951827301,750332458,726141251,AL,HVA pooled,sf,0.61193,0.506898,1.20367,0.568811,0.336385,0.453788,0.442812,1.22251
951827322,750332458,726141251,AL,HVA pooled,sf,0.372152,3.12665,1.56471,0.302391,0.757673,0.389908,0.447031,1.23416
951827329,750332458,726141251,AL,HVA pooled,sf,0.620019,2.24607,2.93166,0.577799,0.691935,0.254346,0.466755,1.28861
951827335,750332458,726141251,AL,HVA pooled,sf,0.301513,1.64126,1.35003,0.223904,0.621393,0.425526,0.389749,1.07601
951827845,750332458,726141251,AL,HVA pooled,sf,0.607507,0.129889,0.916667,0.563896,0.114957,0.521739,0.323392,0.892817
951827341,750332458,726141251,AL,HVA pooled,sf,0.633016,0.39566,1.50355,0.59224,0.283493,0.399433,0.406283,1.12166
951827378,750332458,726141251,AL,HVA pooled,sf,0.600919,1.91769,1.26932,0.556577,0.657263,0.44066,0.544239,1.50253
951827383,750332458,726141251,AL,HVA pooled,sf,0.554023,0.992481,1.25283,0.50447,0.498113,0.443885,0.481369,1.32896
951827398,750332458,726141251,AL,HVA pooled,sf,0.186147,2.02959,1.78519,0.0957192,0.669922,0.359042,0.284483,0.785397
951827405,750332458,726141251,AL,HVA pooled,sf,0.841955,0.319726,1.99173,0.824394,0.242267,0.334254,0.405666,1.11996
951827445,750332458,726141251,AL,HVA pooled,sf,0.158864,4.90979,1.3081,0.0654044,0.830789,0.433257,0.286603,0.791251
951827357,750332458,726141251,AL,HVA pooled,sf,0.527683,1.46941,4.01998,0.475204,0.595044,0.199204,0.383332,1.0583
951827362,750332458,726141251,AL,HVA pooled,sf,0.379615,6.89342,1.77551,0.310683,0.873312,0.360294,0.460661,1.27179
951827368,750332458,726141251,AL,HVA pooled,sf,0.164677,4.77723,1.78769,0.0718636,0.826907,0.358719,0.277273,0.765491
951827434,750332458,726141251,AL,HVA pooled,sf,0.565707,5.02302,0.77802,0.517453,0.83397,0.562423,0.623775,1.72211
951827441,750332458,726141251,AL,HVA pooled,sf,0.512142,2.08488,2.12888,0.457936,0.675838,0.319603,0.462472,1.27679
951827472,750332458,726141251,AL,HVA pooled,sf,0.622356,0.217813,1.56522,0.580395,0.178856,0.389831,0.343321,0.947838
951827482,750332458,726141251,AL,HVA pooled,sf,0.231925,3.39176,1.29704,0.146583,0.772301,0.435342,0.366635,1.0122
951827512,750332458,726141251,AL,HVA pooled,sf,0.311022,1.22495,1.89538,0.234469,0.550551,0.345378,0.35459,0.978947
951827478,750332458,726141251,AL,HVA pooled,sf,0.507582,0.261775,1.91667,0.452869,0.207466,0.342857,0.318183,0.878436
951827496,750332458,726141251,AL,HVA pooled,sf,0.216301,0.849937,1.36857,0.129224,0.459441,0.422195,0.292659,0.807969
951827802,750332458,726141251,AL,HVA pooled,sf,0.379471,1.39214,1.43317,0.310523,0.581964,0.410986,0.420345,1.16048
951819558,750332458,726141251,AM,HVA pooled,sf,0.144754,2.71167,1.44728,0.0497269,0.73058,0.408617,0.246217,0.679753
951819732,750332458,726141251,AM,HVA pooled,sf,0.493366,9.91416,1.37633,0.437073,0.908376,0.420818,0.550771,1.52056
951819769,750332458,726141251,AM,HVA pooled,sf,0.224115,8.35017,0.778493,0.137906,0.89305,0.562274,0.410647,1.13371
951819775,750332458,726141251,AM,HVA pooled,sf,0.182162,5.2768,1.27751,0.0912908,0.840683,0.439077,0.322998,0.891729
951819869,750332458,726141251,AM,HVA pooled,sf,0.104561,30.2614,2.22944,0.00506802,0.968012,0.309651,0.246551,0.680676
951819877,750332458,726141251,AM,HVA pooled,sf,0.295535,1.82643,1.32568,0.217261,0.646197,0.429982,0.392282,1.08301
951819887,750332458,726141251,AM,HVA pooled,sf,0.16707,4.20972,0.760252,0.0745219,0.808051,0.568101,0.324626,0.896222
951819896,750332458,726141251,AM,HVA pooled,sf,0.162189,15.095,1.64748,0.0690984,0.937869,0.377718,0.290353,0.801602
951819912,750332458,726141251,AM,HVA pooled,sf,0.36062,0.887238,1.61925,0.289578,0.470125,0.381788,0.373193,1.03031
951819918,750332458,726141251,AM,HVA pooled,sf,0.316024,16.1055,1.65844,0.240027,0.941539,0.376161,0.439701,1.21392
951819927,750332458,726141251,AM,HVA pooled,sf,0.22018,10.5596,0.711341,0.133534,0.913492,0.584337,0.414623,1.14468
951819960,750332458,726141251,AM,HVA pooled,sf,0.15556,9.92015,0.892548,0.0617332,0.908426,0.528388,0.309448,0.854319
951820045,750332458,726141251,AM,HVA pooled,sf,0.108114,5.7051,0.777436,0.00901572,0.85086,0.562608,0.288189,0.79563
951820014,750332458,726141251,AM,HVA pooled,sf,0.507125,0.263108,3.2413,0.452361,0.208302,0.235777,0.281121,0.776115
951820071,750332458,726141251,AM,HVA pooled,sf,0.104766,13.9554,0.677019,0.00529505,0.933134,0.596296,0.303011,0.83655
951820079,750332458,726141251,AM,HVA pooled,sf,0.104469,16.326,1.0135,0.00496565,0.942283,0.496647,0.286022,0.789647
951820806,750332458,726141251,AM,HVA pooled,sf,0.430683,4.41821,1.89062,0.367426,0.815437,0.345947,0.469739,1.29685
951820039,750332458,726141251,AM,HVA pooled,sf,0.28839,2.7583,0.739165,0.209322,0.733922,0.574989,0.445357,1.22954
951820054,750332458,726141251,AM,HVA pooled,sf,0.15803,0.962507,1.46939,0.064478,0.490448,0.404959,0.233958,0.645909
951820063,750332458,726141251,AM,HVA pooled,sf,0.583663,4.17308,1.70743,0.537403,0.806692,0.369354,0.543021,1.49917
951820161,750332458,726141251,AM,HVA pooled,sf,0.208963,7.09524,0.818627,0.12107,0.876471,0.549865,0.387862,1.0708
951820811,750332458,726141251,AM,HVA pooled,sf,0.10917,1.57065,0.916667,0.0101888,0.610994,0.521739,0.251663,0.694789
951820088,750332458,726141251,AM,HVA pooled,sf,0.176518,1.46075,2.32222,0.0850205,0.593619,0.301003,0.247667,0.683755
951820113,750332458,726141251,AM,HVA pooled,sf,0.263882,1.69388,0.95608,0.182092,0.628788,0.511226,0.388272,1.07194
951820132,750332458,726141251,AM,HVA pooled,sf,0.392332,1.41146,1.42092,0.324814,0.585313,0.413066,0.428234,1.18226
951820145,750332458,726141251,AM,HVA pooled,sf,0.526737,0.505566,1.65803,0.474152,0.335798,0.376219,0.391272,1.08022
951820153,750332458,726141251,AM,HVA pooled,sf,0.251542,0.664763,1.38,0.16838,0.399314,0.420168,0.304562,0.840831
951820168,750332458,726141251,AM,HVA pooled,sf,0.253788,0.402987,1.65777,0.170875,0.287235,0.376255,0.264322,0.729736
951820176,750332458,726141251,AM,HVA pooled,sf,0.322191,3.08535,2.64643,0.246879,0.755223,0.274241,0.371162,1.0247
951820203,750332458,726141251,AM,HVA pooled,sf,0.370832,0.92454,2.27953,0.300925,0.480395,0.304921,0.353249,0.975246
951820227,750332458,726141251,AM,HVA pooled,sf,0.218645,2.23675,2.22857,0.131828,0.691048,0.309735,0.30444,0.840494
951820832,750332458,726141251,AM,HVA pooled,sf,0.3684,0.357693,1.38647,0.298222,0.263456,0.419028,0.320502,0.884838
951820989,750332458,726141251,AM,HVA pooled,sf,0.188971,0.770672,1.33508,0.0988568,0.435243,0.42825,0.264126,0.729197
951820378,750332458,726141251,AM,HVA pooled,sf,0.285916,0.527547,4.96599,0.206573,0.345356,0.167617,0.228675,0.631324
951820315,750332458,726141251,AM,HVA pooled,sf,0.147471,10.3098,3.2691,0.052746,0.911581,0.234241,0.224156,0.618846
951820325,750332458,726141251,AM,HVA pooled,sf,0.435516,0.523551,3.23367,0.372795,0.343638,0.236201,0.311615,0.860302
951820369,750332458,726141251,AM,HVA pooled,sf,0.35845,6.4478,1.41689,0.287167,0.865732,0.413755,0.468547,1.29356
951820861,750332458,726141251,AM,HVA pooled,sf,0.582036,0.460938,1.87158,0.535595,0.315508,0.34824,0.388963,1.07385
951820460,750332458,726141251,AM,HVA pooled,sf,0.469827,0.179846,2.58902,0.410919,0.152431,0.278628,0.259389,0.716118
951820468,750332458,726141251,AM,HVA pooled,sf,0.384667,3.52564,1.09431,0.316296,0.779037,0.477485,0.490009,1.35281
951820868,750332458,726141251,AM,HVA pooled,sf,0.293598,0.848605,1.65986,0.215109,0.459052,0.375959,0.333596,0.920986
951810512,750332458,726141251,LM,HVA pooled,tf,0.169484,2.69303,16.3667,0.077204,0.72922,0.0575816,0.148,0.566213
951810546,750332458,726141251,LM,HVA pooled,tf,0.105709,1.34228,2.8,0.006343,0.573066,0.263158,0.196094,0.75021
951810554,750332458,726141251,LM,HVA pooled,tf,0.187225,2.88206,5.14766,0.0969165,0.742405,0.162664,0.227044,0.868619
951810560,750332458,726141251,LM,HVA pooled,tf,0.731136,3.12828,4.54549,0.701262,0.757768,0.180327,0.457607,1.7507
951810568,750332458,726141251,LM,HVA pooled,tf,0.140376,2.51777,3.67255,0.0448627,0.715729,0.214016,0.197116,0.754121
951811784,750332458,726141251,LM,HVA pooled,tf,0.494896,2.48388,3.70894,0.438774,0.712964,0.212362,0.405006,1.54946
951811981,750332458,726141251,LM,HVA pooled,tf,0.71084,3.73562,2.58701,0.678712,0.788834,0.278784,0.530452,2.02939
951810576,750332458,726141251,LM,HVA pooled,tf,0.13182,3.11451,14.1792,0.0353551,0.756958,0.0658798,0.135602,0.518781
951810653,750332458,726141251,LM,HVA pooled,tf,0.409944,3.54764,9.93228,0.344382,0.780106,0.0914723,0.290733,1.11228
951810616,750332458,726141251,LM,HVA pooled,tf,0.345919,1.88184,3.44806,0.273243,0.652999,0.224817,0.342318,1.30963
951810631,750332458,726141251,LM,HVA pooled,tf,0.252219,1.32798,7.72593,0.169132,0.570444,0.114601,0.22278,0.852306
951810647,750332458,726141251,LM,HVA pooled,tf,0.663274,6.92267,7.1722,0.62586,0.87378,0.122366,0.405988,1.55322
951810660,750332458,726141251,LM,HVA pooled,tf,0.475873,2.64591,11.4692,0.417636,0.72572,0.0801974,0.289674,1.10823
951810683,750332458,726141251,LM,HVA pooled,tf,0.299866,2.02957,3.08889,0.222074,0.66992,0.244565,0.331364,1.26772
951810691,750332458,726141251,LM,HVA pooled,tf,0.663336,5.23251,3.2047,0.625929,0.839551,0.237829,0.499972,1.91278
951810697,750332458,726141251,LM,HVA pooled,tf,0.319903,2.98055,7.13237,0.244337,0.748778,0.122965,0.282298,1.08001
951810787,750332458,726141251,LM,HVA pooled,tf,0.135985,7.64279,12.0523,0.0399833,0.884297,0.076615,0.150185,0.574575
951810808,750332458,726141251,LM,HVA pooled,tf,0.106492,2.7301,1.87957,0.00721369,0.73191,0.347274,0.233364,0.892797
951810817,750332458,726141251,LM,HVA pooled,tf,0.376285,1.93479,9.40267,0.306984,0.65926,0.0961292,0.268953,1.02895
951810870,750332458,726141251,LM,HVA pooled,tf,0.144139,10.6641,3.72702,0.0490433,0.914267,0.21155,0.213052,0.815088
951810885,750332458,726141251,LM,HVA pooled,tf,0.654379,0.876321,4.77229,0.615977,0.467042,0.173241,0.368008,1.40792
951810997,750332458,726141251,LM,HVA pooled,tf,0.137625,5.15679,4.28618,0.041806,0.837578,0.189173,0.199351,0.762671
951810976,750332458,726141251,LM,HVA pooled,tf,0.183474,2.41875,7.56967,0.0927492,0.707496,0.116691,0.197102,0.754066
951810982,750332458,726141251,LM,HVA pooled,tf,0.249675,2.85506,10.8259,0.166306,0.740601,0.0845601,0.218383,0.835485
951811004,750332458,726141251,LM,HVA pooled,tf,0.127869,1.82465,2.72141,0.0309656,0.645974,0.268715,0.205507,0.786222
951811019,750332458,726141251,LM,HVA pooled,tf,0.105543,0.289106,1.13333,0.00615861,0.224269,0.46875,0.173871,0.665191
951811993,750332458,726141251,LM,HVA pooled,tf,0.164507,3.67366,4.41946,0.071674,0.786035,0.18452,0.218247,0.834965
951811034,750332458,726141251,LM,HVA pooled,tf,0.160786,13.6012,23.4776,0.0675395,0.931513,0.0408537,0.146523,0.560564
951811040,750332458,726141251,LM,HVA pooled,tf,0.303631,1.16702,6.14359,0.226257,0.538536,0.139986,0.257415,0.984811
951811047,750332458,726141251,LM,HVA pooled,tf,0.291975,0.396065,2.10725,0.213305,0.283701,0.321828,0.269047,1.02932
951811083,750332458,726141251,LM,HVA pooled,tf,0.141984,1.46989,3.41789,0.0466492,0.595124,0.226353,0.188852,0.722504
951811089,750332458,726141251,LM,HVA pooled,tf,0.150965,6.91685,5.92509,0.0566276,0.873687,0.144403,0.192598,0.736839
951811054,750332458,726141251,LM,HVA pooled,tf,0.180283,3.27124,11.356,0.0892031,0.765876,0.0809325,0.176829,0.676508
951811060,750332458,726141251,LM,HVA pooled,tf,0.246824,2.26996,17.6249,0.163138,0.694186,0.0536915,0.182521,0.698283
951811107,750332458,726141251,LM,HVA pooled,tf,0.140957,1.26444,7.67273,0.0455078,0.55839,0.115304,0.147656,0.564898
951811129,750332458,726141251,LM,HVA pooled,tf,0.210295,3.15581,1.86271,0.12255,0.759373,0.349319,0.319152,1.221
951811137,750332458,726141251,LM,HVA pooled,tf,0.282148,2.04493,8.32694,0.202387,0.671585,0.107216,0.244258,0.934474
951811267,750332458,726141251,LM,HVA pooled,tf,0.638478,3.35226,8.63494,0.598309,0.770234,0.103789,0.362994,1.38873
951811286,750332458,726141251,LM,HVA pooled,tf,0.395891,0.420422,3.26667,0.328768,0.295984,0.234375,0.283589,1.08495
951811293,750332458,726141251,LM,HVA pooled,tf,0.136975,0.97269,2.37333,0.0410838,0.493078,0.296443,0.194063,0.74244
951811307,750332458,726141251,LM,HVA pooled,tf,0.359527,0.311345,9.15659,0.288363,0.237424,0.0984583,0.188903,0.722701
951811322,750332458,726141251,LM,HVA pooled,tf,0.333948,0.333055,8.84762,0.259943,0.249843,0.101547,0.18753,0.717449
951811344,750332458,726141251,LM,HVA pooled,tf,0.710976,2.34092,5.98718,0.678863,0.700681,0.143119,0.408319,1.56214
951811367,750332458,726141251,LM,HVA pooled,tf,0.215104,0.50726,1.29524,0.127893,0.336544,0.435685,0.265677,1.01642
951811374,750332458,726141251,LM,HVA pooled,tf,0.352149,5.02548,3.7,0.280165,0.834038,0.212766,0.367706,1.40676
951811381,750332458,726141251,LM,HVA pooled,tf,0.294504,0.741299,5.53333,0.216116,0.425716,0.153061,0.241485,0.923868
951811387,750332458,726141251,LM,HVA pooled,tf,0.217488,0.841903,2.69379,0.130542,0.457083,0.270725,0.252789,0.967114
951823265,750332458,726141251,RL,HVA pooled,tf,0.202375,3.7748,1.84519,0.11375,0.790567,0.35147,0.316174,1.20961
951823282,750332458,726141251,RL,HVA pooled,tf,0.430898,5.53062,6.35632,0.367665,0.846875,0.135938,0.348501,1.33329
951823476,750332458,726141251,RL,HVA pooled,tf,0.106924,4.16663,2.13113,0.00769338,0.80645,0.319374,0.234395,0.896744
951824513,750332458,726141251,RL,HVA pooled,tf,0.3054,1.89825,7.96508,0.228222,0.654965,0.111544,0.25547,0.977372
951823328,750332458,726141251,RL,HVA pooled,tf,0.103807,6.18984,10.6886,0.00422988,0.860915,0.0855536,0.154427,0.590802
951823365,750332458,726141251,RL,HVA pooled,tf,0.202177,4.49545,5.65622,0.11353,0.818031,0.150235,0.240741,0.921022
951823450,750332458,726141251,RL,HVA pooled,tf,0.178379,3.85105,8.17778,0.0870883,0.793859,0.108959,0.19603,0.749965
951823489,750332458,726141251,RL,HVA pooled,tf,0.232365,11.9995,3.3185,0.147072,0.923074,0.231562,0.315606,1.20744
951823512,750332458,726141251,RL,HVA pooled,tf,0.129322,1.1506,3.05455,0.0325801,0.535014,0.246637,0.187556,0.717547
951823493,750332458,726141251,RL,HVA pooled,tf,0.565697,4.12744,23.9274,0.517442,0.804971,0.0401166,0.27513,1.05258
951823525,750332458,726141251,RL,HVA pooled,tf,0.325545,0.774128,5.2612,0.250605,0.436343,0.159714,0.25945,0.992597
951823539,750332458,726141251,RL,HVA pooled,tf,0.145231,4.32971,9.54698,0.0502572,0.812373,0.0948139,0.157015,0.600705
951823546,750332458,726141251,RL,HVA pooled,tf,0.260257,6.1819,9.83313,0.178063,0.860761,0.0923094,0.241862,0.92531
951823666,750332458,726141251,RL,HVA pooled,tf,0.393469,0.25416,2.73939,0.326076,0.202653,0.267423,0.26047,0.996499
951823778,750332458,726141251,RL,HVA pooled,tf,0.508762,9.53681,19.5995,0.45418,0.905095,0.048545,0.273924,1.04797
951823613,750332458,726141251,RL,HVA pooled,tf,0.419165,1.35234,13.3546,0.354628,0.574891,0.0696639,0.242171,0.926492
951823618,750332458,726141251,RL,HVA pooled,tf,0.140457,8.48469,3.56034,0.0449521,0.894567,0.219282,0.214057,0.818932
951823624,750332458,726141251,RL,HVA pooled,tf,0.195393,7.9679,1.95686,0.105992,0.888491,0.338196,0.31698,1.21269
951823691,750332458,726141251,RL,HVA pooled,tf,0.105519,1.73676,2.13333,0.00613273,0.634604,0.319149,0.216349,0.827704
951823698,750332458,726141251,RL,HVA pooled,tf,0.504765,1.98033,2.14381,0.449739,0.664466,0.318085,0.456379,1.746
951823704,750332458,726141251,RL,HVA pooled,tf,0.164739,8.5763,7.61262,0.0719327,0.895575,0.116109,0.195568,0.748199
951823711,750332458,726141251,RL,HVA pooled,tf,0.271135,1.66369,8.39009,0.19015,0.62458,0.106495,0.23299,0.891369
951823717,750332458,726141251,RL,HVA pooled,tf,0.321133,3.47828,7.81138,0.245704,0.7767,0.11349,0.278745,1.06642
951823723,750332458,726141251,RL,HVA pooled,tf,0.146266,4.78667,4.48,0.0514061,0.827189,0.182482,0.197976,0.757413
951823844,750332458,726141251,RL,HVA pooled,tf,0.492305,3.47087,10.5961,0.435894,0.77633,0.0862361,0.307873,1.17785
951823863,750332458,726141251,RL,HVA pooled,tf,0.12507,8.55459,7.20678,0.0278561,0.895338,0.121851,0.176033,0.673464
951823873,750332458,726141251,RL,HVA pooled,tf,0.117834,1.77753,7.31684,0.0198155,0.639968,0.120238,0.156696,0.599482
951823976,750332458,726141251,RL,HVA pooled,tf,0.181588,3.6366,27.4995,0.0906529,0.784325,0.0350884,0.152622,0.583896
