unit_id,cortical_depth,cortical_layer,ecephys_structure_acronym
7000000,257.96,,V1_site7_A
7000001,21.1,,V1_site7_A
7000002,273.22,,V1_site7_A
7000003,244.46,,V1_site7_A
7000004,261.56,,V1_site7_A
7000005,111.41,,V1_site7_A
7000006,150.02,,V1_site7_A
7000007,227.9,,V1_site7_A
7000008,199.3,,V1_site7_A
7000009,200.59,,V1_site7_A
7000010,227.7,,V1_site7_A
7000011,248.79,,V1_site7_A
7000012,228.7,,V1_site7_A
7000013,248.33,,V1_site7_A
7000014,275.29,,V1_site7_A
7000015,294.76,,V1_site7_A
7000016,322.08,,V1_site7_A
7000017,315.14,,V1_site7_A
7000018,280.96,,V1_site7_A
7000019,279.51,,V1_site7_A
7000020,279.7,,V1_site7_A
7000021,274.1,,V1_site7_A
7000022,292.63,,V1_site7_A
7000023,358.63,,V1_site7_A
7000024,331.81,,V1_site7_A
7000025,359.23,,V1_site7_A
7000026,361.35,,V1_site7_A
7000027,314.12,,V1_site7_A
7000028,339.78,,V1_site7_A
7000029,325.9,,V1_site7_A
7000030,321.66,,V1_site7_A
7000031,378.57,,V1_site7_A
7000032,376.59,,V1_site7_A
7000033,393.36,,V1_site7_A
7000034,388.38,,V1_site7_A
7000035,369.68,,V1_site7_A
7000036,366.26,,V1_site7_A
7000037,379.58,,V1_site7_A
7000038,434.02,,V1_site7_A
7000039,404.47,,V1_site7_A
7000040,408.71,,V1_site7_A
7000041,418.92,,V1_site7_A
7000042,405.45,,V1_site7_A
7000043,389.69,,V1_site7_A
7000044,402.23,,V1_site7_A
7000045,421.61,,V1_site7_A
7000046,402.48,,V1_site7_A
7000047,437.01,,V1_site7_A
7000048,435.8,,V1_site7_A
7000049,470.54,,V1_site7_A
7000050,476.1,,V1_site7_A
7000051,461.39,,V1_site7_A
7000052,461.24,,V1_site7_A
7000053,458.22,,V1_site7_A
7000054,454.89,,V1_site7_A
7000055,449.88,,V1_site7_A
7000056,451.65,,V1_site7_A
7000057,447.12,,V1_site7_A
7000058,428.78,,V1_site7_A
7000059,479.76,,V1_site7_A
7000060,448.16,,V1_site7_A
7000061,474.4,,V1_site7_A
7000062,486.94,,V1_site7_A
7000063,467.73,,V1_site7_A
7000064,474.84,,V1_site7_A
7000065,468.97,,V1_site7_A
7000066,494.91,,V1_site7_A
7000067,501.29,,V1_site7_A
7000068,514.59,,V1_site7_A
7000069,519.54,,V1_site7_A
7000070,545.23,,V1_site7_A
7000071,541.52,,V1_site7_A
7000072,543.24,,V1_site7_A
