stimulus_presentation_id,stimulus_block,start_time,stop_time,contrast,y_position,stimulus_name,phase,temporal_frequency,frame,orientation,size,color,x_position,spatial_frequency,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.288526,84.522041,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,30.0,0.08,0.23351516,1,,,0,,False,0,train,2
2,0.0,84.522041,84.772235,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,20.0,0.08,0.25019482,2,,,0,,False,0,train,0
3,0.0,84.772235,85.02243,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,20.0,0.08,0.25019482,3,,,0,,False,0,train,2
4,0.0,85.02243,85.272625,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25019482,4,,,0,,False,0,train,0
5,0.0,85.272625,85.522845,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,5,,,0,,False,0,train,2
6,0.0,85.522845,85.773065,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25022009,6,,,0,,False,0,train,1
7,0.0,85.773065,86.023285,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,7,,,0,,False,0,train,1
8,0.0,86.023285,86.273506,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-20.0,0.08,0.25022009,8,,,0,,False,0,train,1
9,0.0,86.273506,86.523705,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,40.0,0.08,0.25019991,9,,,0,,False,0,train,1
10,0.0,86.523705,86.773905,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019991,10,,,0,,False,0,train,0
11,0.0,86.773905,87.024105,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,40.0,0.08,0.25019991,11,,,0,,False,0,train,0
12,0.0,87.024105,87.274305,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-20.0,0.08,0.25019991,12,,,0,,False,0,train,2
13,0.0,87.274305,87.524525,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-10.0,0.08,0.25022009,13,,,0,,False,0,train,0
14,0.0,87.524525,87.774745,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,14,,,0,,False,0,train,2
15,0.0,87.774745,88.024965,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,0.0,0.08,0.25022009,15,,,0,,False,0,train,2
16,0.0,88.024965,88.275186,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,16,,,0,,False,0,train,2
17,0.0,88.275186,88.525383,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-30.0,0.08,0.25019741,17,,,0,,False,0,train,1
18,0.0,88.525383,88.77558,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,20.0,0.08,0.25019741,18,,,0,,False,0,train,1
19,0.0,88.77558,89.025778,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25019741,19,,,0,,False,0,train,1
20,0.0,89.025778,89.275975,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019741,5,,,0,,False,1,train,2
21,0.0,89.275975,89.526198,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,20.0,0.08,0.25022259,20,,,0,,False,0,train,1
22,0.0,89.526198,89.77642,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25022259,21,,,0,,False,0,train,1
23,0.0,89.77642,90.026643,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,0.0,0.08,0.25022259,22,,,0,,False,0,train,2
24,0.0,90.026643,90.276866,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,20.0,0.08,0.25022259,23,,,0,,False,0,train,0
25,0.0,90.276866,90.52706,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019491,24,,,0,,False,0,train,1
26,0.0,90.52706,90.777255,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,40.0,0.08,0.25019491,25,,,0,,False,0,train,1
27,0.0,90.777255,91.02745,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-20.0,0.08,0.25019491,26,,,0,,False,0,train,1
28,0.0,91.02745,91.277645,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,30.0,0.08,0.25019491,27,,,0,,False,0,train,1
29,0.0,91.277645,91.527858,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,20.0,0.08,0.25021259,28,,,0,,False,0,train,1
30,0.0,91.527858,91.77807,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25021259,29,,,0,,False,0,train,1
31,0.0,91.77807,92.028283,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25021259,30,,,0,,False,0,train,1
32,0.0,92.028283,92.278496,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-20.0,0.08,0.25021259,12,,,0,,False,1,train,2
33,0.0,92.278496,92.528698,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-20.0,0.08,0.25020241,31,,,0,,False,0,train,2
34,0.0,92.528698,92.7789,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,40.0,0.08,0.25020241,32,,,0,,False,0,train,0
35,0.0,92.7789,93.029103,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,20.0,0.08,0.25020241,33,,,0,,False,0,train,0
36,0.0,93.029103,93.279305,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,0.0,0.08,0.25020241,34,,,0,,False,0,train,2
37,0.0,93.279305,93.529523,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25021759,35,,,0,,False,0,train,1
38,0.0,93.529523,93.77974,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-10.0,0.08,0.25021759,36,,,0,,False,0,train,0
39,0.0,93.77974,94.029958,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,10.0,0.08,0.25021759,37,,,0,,False,0,train,1
40,0.0,94.029958,94.280176,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,40.0,0.08,0.25021759,38,,,0,,False,0,train,0
41,0.0,94.280176,94.530378,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25020241,39,,,0,,False,0,train,1
42,0.0,94.530378,94.78058,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25020241,40,,,0,,False,0,train,2
43,0.0,94.78058,95.030783,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25020241,41,,,0,,False,0,train,0
44,0.0,95.030783,95.280985,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25020241,42,,,0,,False,0,train,2
45,0.0,95.280985,95.531195,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,30.0,0.08,0.25021009,43,,,0,,False,0,train,0
46,0.0,95.531195,95.781405,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,0.0,0.08,0.25021009,44,,,0,,False,0,train,2
47,0.0,95.781405,96.031615,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25021009,45,,,0,,False,0,train,0
48,0.0,96.031615,96.281826,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-20.0,0.08,0.25021009,12,,,0,,False,2,test,2
49,0.0,96.281826,96.53203,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-20.0,0.08,0.25020491,46,,,0,,False,0,train,0
50,0.0,96.53203,96.782235,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25020491,47,,,0,,False,0,train,0
51,0.0,96.782235,97.03244,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,20.0,0.08,0.25020491,18,,,0,,False,1,train,1
52,0.0,97.03244,97.282645,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25020491,48,,,0,,False,0,train,2
53,0.0,97.282645,97.53287,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,30.0,0.08,0.25022509,49,,,0,,False,0,train,0
54,0.0,97.53287,97.783095,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25022509,50,,,0,,False,0,train,1
55,0.0,97.783095,98.03332,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,30.0,0.08,0.25022509,51,,,0,,False,0,train,2
56,0.0,98.03332,98.283546,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25022509,52,,,0,,False,0,train,1
57,0.0,98.283546,98.533738,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,40.0,0.08,0.25019241,53,,,0,,False,0,train,2
58,0.0,98.533738,98.78393,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25019241,54,,,0,,False,0,train,0
59,0.0,98.78393,99.034123,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,30.0,0.08,0.25019241,55,,,0,,False,0,train,0
60,0.0,99.034123,99.284315,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25019241,47,,,0,,False,1,train,0
61,0.0,99.284315,99.534538,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022259,56,,,0,,False,0,train,0
62,0.0,99.534538,99.78476,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,10.0,0.08,0.25022259,57,,,0,,False,0,train,1
63,0.0,99.78476,100.03498,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,40.0,0.08,0.25022259,58,,,0,,False,0,train,1
64,0.0,100.03498,100.28521,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-30.0,0.08,0.25022259,59,,,0,,False,0,train,1
65,0.0,100.28521,100.5354,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,10.0,0.08,0.25019741,57,,,0,,False,1,train,1
66,0.0,100.5354,100.7856,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019741,60,,,0,,False,0,train,2
67,0.0,100.7856,101.0358,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25019741,35,,,0,,False,1,train,1
68,0.0,101.0358,101.286,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25019741,61,,,0,,False,0,train,1
69,0.0,101.286,101.53621,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,10.0,0.08,0.25021259,62,,,0,,False,0,train,0
70,0.0,101.53621,101.78642,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25021259,63,,,0,,False,0,train,0
71,0.0,101.78642,102.03663,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-10.0,0.08,0.25021259,64,,,0,,False,0,train,2
72,0.0,102.03663,102.28685,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25021259,65,,,0,,False,0,train,0
73,0.0,102.28685,102.53705,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,20.0,0.08,0.25020491,3,,,0,,False,1,train,2
74,0.0,102.53705,102.78726,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25020491,66,,,0,,False,0,train,0
75,0.0,102.78726,103.03746,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25020491,67,,,0,,False,0,train,2
76,0.0,103.03746,103.28767,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-10.0,0.08,0.25020491,68,,,0,,False,0,train,2
77,0.0,103.28767,103.53789,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,69,,,0,,False,0,train,1
78,0.0,103.53789,103.78811,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25022009,70,,,0,,False,0,train,0
79,0.0,103.78811,104.03833,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25022009,71,,,0,,False,0,train,1
80,0.0,104.03833,104.28855,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25022009,67,,,0,,False,1,train,2
81,0.0,104.28855,104.53874,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,20.0,0.08,0.25019741,33,,,0,,False,1,train,0
82,0.0,104.53874,104.78894,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,40.0,0.08,0.25019741,72,,,0,,False,0,train,1
83,0.0,104.78894,105.03914,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25019741,73,,,0,,False,0,train,1
84,0.0,105.03914,105.28934,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-10.0,0.08,0.25019741,74,,,0,,False,0,train,2
85,0.0,105.28934,105.53955,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-20.0,0.08,0.25021759,31,,,0,,False,1,train,2
86,0.0,105.53955,105.78977,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,30.0,0.08,0.25021759,75,,,0,,False,0,train,0
87,0.0,105.78977,106.03999,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25021759,76,,,0,,False,0,train,0
88,0.0,106.03999,106.29021,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25021759,76,,,0,,False,1,train,0
89,0.0,106.29021,106.54041,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,40.0,0.08,0.25019991,77,,,0,,False,0,train,2
90,0.0,106.54041,106.79061,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,10.0,0.08,0.25019991,78,,,0,,False,0,train,2
91,0.0,106.79061,107.04081,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25019991,79,,,0,,False,0,train,2
92,0.0,107.04081,107.29101,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-10.0,0.08,0.25019991,80,,,0,,False,0,train,0
93,0.0,107.29101,107.54122,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,40.0,0.08,0.25021009,81,,,0,,False,0,train,0
94,0.0,107.54122,107.79143,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,10.0,0.08,0.25021009,82,,,0,,False,0,train,0
95,0.0,107.79143,108.04164,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-20.0,0.08,0.25021009,83,,,0,,False,0,train,1
96,0.0,108.04164,108.29185,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,40.0,0.08,0.25021009,84,,,0,,False,0,train,0
97,0.0,108.29185,108.54205,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,20.0,0.08,0.25020741,85,,,0,,False,0,train,2
98,0.0,108.54205,108.79226,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-30.0,0.08,0.25020741,86,,,0,,False,0,train,1
99,0.0,108.79226,109.04247,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,10.0,0.08,0.25020741,87,,,0,,False,0,train,1
100,0.0,109.04247,109.29268,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25020741,88,,,0,,False,0,train,1
101,0.0,109.29268,109.54289,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-10.0,0.08,0.25021759,39,,,0,,False,1,train,1
102,0.0,109.54289,109.79311,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,10.0,0.08,0.25021759,89,,,0,,False,0,train,2
103,0.0,109.79311,110.04333,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,10.0,0.08,0.25021759,90,,,0,,False,0,train,0
104,0.0,110.04333,110.29355,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,20.0,0.08,0.25021759,91,,,0,,False,0,train,2
105,0.0,110.29355,110.54375,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-10.0,0.08,0.25019991,92,,,0,,False,0,train,0
106,0.0,110.54375,110.79395,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,30.0,0.08,0.25019991,75,,,0,,False,1,train,0
107,0.0,110.79395,111.04415,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,10.0,0.08,0.25019991,78,,,0,,False,1,train,2
108,0.0,111.04415,111.29435,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25019991,79,,,0,,False,1,train,2
109,0.0,111.29435,111.54457,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-20.0,0.08,0.25022009,93,,,0,,False,0,train,2
110,0.0,111.54457,111.79479,0.8,0.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,10.0,0.08,0.25022009,90,,,0,,False,1,train,0
111,0.0,111.79479,112.04501,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,30.0,0.08,0.25022009,94,,,0,,False,0,train,1
112,0.0,112.04501,112.29523,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,95,,,0,,False,0,train,1
113,0.0,112.29523,112.54542,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019741,96,,,0,,False,0,train,2
114,0.0,112.54542,112.79562,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-20.0,0.08,0.25019741,97,,,0,,False,0,train,0
115,0.0,112.79562,113.04582,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,40.0,0.08,0.25019741,11,,,0,,False,1,train,0
116,0.0,113.04582,113.29602,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,40.0,0.08,0.25019741,72,,,0,,False,1,train,1
117,0.0,113.29602,113.54623,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-10.0,0.08,0.25021509,98,,,0,,False,0,train,2
118,0.0,113.54623,113.79645,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-20.0,0.08,0.25021509,83,,,0,,False,1,train,1
119,0.0,113.79645,114.04666,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-10.0,0.08,0.25021509,99,,,0,,False,0,train,2
120,0.0,114.04666,114.29688,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,0.0,0.08,0.25021509,100,,,0,,False,0,train,1
121,0.0,114.29688,114.54708,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019991,101,,,0,,False,0,train,0
122,0.0,114.54708,114.79728,0.8,40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019991,102,,,0,,False,0,train,0
123,0.0,114.79728,115.04748,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-10.0,0.08,0.25019991,103,,,0,,False,0,train,0
124,0.0,115.04748,115.29768,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,40.0,0.08,0.25019991,104,,,0,,False,0,train,1
125,0.0,115.29768,115.5479,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-30.0,0.08,0.25022009,105,,,0,,False,0,train,2
126,0.0,115.5479,115.79812,0.8,30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,10.0,0.08,0.25022009,37,,,0,,False,1,train,1
127,0.0,115.79812,116.04834,0.8,-30.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,-40.0,0.08,0.25022009,60,,,0,,False,1,train,2
128,0.0,116.04834,116.29856,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-30.0,0.08,0.25022009,45,,,0,,False,1,train,0
129,0.0,116.29856,116.54876,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,0.0,0.08,0.25019991,47,,,0,,False,2,test,0
130,0.0,116.54876,116.79896,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,30.0,0.08,0.25019991,106,,,0,,False,0,train,0
131,0.0,116.79896,117.04916,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-40.0,0.08,0.25019991,107,,,0,,False,0,train,0
132,0.0,117.04916,117.29936,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,-20.0,0.08,0.25019991,108,,,0,,False,0,train,1
133,0.0,117.29936,117.54957,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,90.0,"[20.0, 20.0]",null,0.0,0.08,0.25021759,34,,,0,,False,1,train,2
134,0.0,117.54957,117.79979,0.8,-20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,20.0,0.08,0.25021759,109,,,0,,False,0,train,1
135,0.0,117.79979,118.05001,0.8,-40.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,20.0,0.08,0.25021759,110,,,0,,False,0,train,1
136,0.0,118.05001,118.30023,0.8,20.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,45.0,"[20.0, 20.0]",null,10.0,0.08,0.25021759,111,,,0,,False,0,train,1
137,0.0,118.30023,118.55043,0.8,10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,-20.0,0.08,0.25020241,112,,,0,,False,0,train,0
138,0.0,118.55043,118.80063,0.8,-10.0,gabors,"[3644.93333333, 3644.93333333]",4.0,null,0.0,"[20.0, 20.0]",null,20.0,0.08,0.25020241,113,,,0,,False,0,train,0
