stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,stimulus_name,frame,phase,size,contrast,orientation,spatial_frequency,color,x_position,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1062,0.0,350.25936,350.50957,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-40.0,0.25021434,69,,,0,,False,5,test,1
1063,0.0,350.50957,350.75978,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,40.0,0.25021434,237,,,0,,False,4,train,0
1064,0.0,350.75978,351.01,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-20.0,0.25021434,233,,,0,,False,3,train,2
1065,0.0,351.01,351.2602,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-10.0,0.25020566,92,,,0,,False,1,train,1
1066,0.0,351.2602,351.51041,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,-40.0,0.25020566,87,,,0,,False,3,train,2
1067,0.0,351.51041,351.76062,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,0.0,0.25020566,3,,,0,,False,4,train,0
1068,0.0,351.76062,352.01082,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,10.0,0.25020566,124,,,0,,False,4,train,0
1069,0.0,352.01082,352.26104,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,-40.0,0.25021934,183,,,0,,False,4,train,1
1070,0.0,352.26104,352.51126,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,10.0,0.25021934,228,,,0,,False,4,train,1
1071,0.0,352.51126,352.76148,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-30.0,0.25021934,204,,,0,,False,4,train,0
1072,0.0,352.76148,353.0117,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,-40.0,0.25021934,93,,,0,,False,6,train,2
1073,0.0,353.0117,353.2619,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,30.0,0.25020066,169,,,0,,False,3,train,0
1074,0.0,353.2619,353.5121,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,20.0,0.25020066,22,,,0,,False,5,test,2
1075,0.0,353.5121,353.7623,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,30.0,0.25020066,37,,,0,,False,4,train,1
1076,0.0,353.7623,354.0125,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-10.0,0.25020066,92,,,0,,False,2,test,1
1077,0.0,354.0125,354.26271,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,0.0,0.25020934,195,,,0,,False,5,test,0
1078,0.0,354.26271,354.51292,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,-30.0,0.25020934,241,,,0,,False,0,train,2
1079,0.0,354.51292,354.76313,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,40.0,0.25020934,9,,,0,,False,4,train,0
1080,0.0,354.76313,355.01334,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-40.0,0.25020934,131,,,0,,False,5,test,0
1081,0.0,355.01334,355.26354,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,10.0,0.25020566,124,,,0,,False,5,test,0
1082,0.0,355.26354,355.51375,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-20.0,0.25020566,67,,,0,,False,5,test,1
1083,0.0,355.51375,355.76396,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,0.0,0.25020566,195,,,0,,False,6,train,0
1084,0.0,355.76396,356.01416,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,20.0,0.25020566,199,,,0,,False,1,train,2
1085,0.0,356.01416,356.26438,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-40.0,0.25021684,232,,,0,,False,2,test,1
1086,0.0,356.26438,356.5146,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-20.0,0.25021684,14,,,0,,False,3,train,0
1087,0.0,356.5146,356.76481,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-10.0,0.25021684,73,,,0,,False,6,train,0
1088,0.0,356.76481,357.01503,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,0.0,0.25021684,154,,,0,,False,6,train,0
1089,0.0,357.01503,357.26523,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,0.0,0.25020316,147,,,0,,False,6,train,0
1090,0.0,357.26523,357.51544,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-10.0,0.25020316,52,,,0,,False,6,train,1
1091,0.0,357.51544,357.76564,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,10.0,0.25020316,135,,,0,,False,4,train,1
1092,0.0,357.76564,358.01584,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,30.0,0.25020316,192,,,0,,False,2,test,2
1093,0.0,358.01584,358.26605,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,-40.0,0.25020684,183,,,0,,False,5,test,1
1094,0.0,358.26605,358.51626,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,-10.0,0.25020684,163,,,0,,False,5,test,0
1095,0.0,358.51626,358.76646,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,30.0,0.25020684,192,,,0,,False,3,train,2
1096,0.0,358.76646,359.01667,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-30.0,0.25020684,191,,,0,,False,5,test,1
1097,0.0,359.01667,359.26688,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,-20.0,0.25021066,104,,,0,,False,5,test,0
1098,0.0,359.26688,359.51709,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,20.0,0.25021066,122,,,0,,False,7,train,0
1099,0.0,359.51709,359.7673,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-30.0,0.25021066,100,,,0,,False,4,train,1
1100,0.0,359.7673,360.01751,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-30.0,0.25021066,8,,,0,,False,4,train,1
1101,0.0,360.01751,360.26773,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-40.0,0.25022184,41,,,0,,False,5,test,2
1102,0.0,360.26773,360.51796,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-20.0,0.25022184,187,,,0,,False,3,train,1
1103,0.0,360.51796,360.76818,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,-30.0,0.25022184,35,,,0,,False,7,train,0
1104,0.0,360.76818,361.0184,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-20.0,0.25022184,76,,,0,,False,7,train,1
1105,0.0,361.0184,361.26859,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,40.0,0.25019566,205,,,0,,False,2,test,1
1106,0.0,361.26859,361.51879,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-10.0,0.25019566,92,,,0,,False,3,train,1
1107,0.0,361.51879,361.76899,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,40.0,0.25019566,185,,,0,,False,2,test,2
1108,0.0,361.76899,362.01918,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,20.0,0.25019566,98,,,0,,False,5,test,2
1109,0.0,362.01918,362.26941,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,-40.0,0.25022434,236,,,0,,False,3,train,2
1110,0.0,362.26941,362.51963,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-40.0,0.25022434,28,,,0,,False,5,test,2
1111,0.0,362.51963,362.76985,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-30.0,0.25022434,100,,,0,,False,5,test,1
1112,0.0,362.76985,363.02008,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,0.0,0.25022434,209,,,0,,False,4,train,2
1113,0.0,363.02008,363.27027,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,10.0,0.25019316,159,,,0,,False,3,train,0
1114,0.0,363.27027,363.52047,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-20.0,0.25019316,132,,,0,,False,4,train,1
1115,0.0,363.52047,363.77066,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-40.0,0.25019316,232,,,0,,False,3,train,1
1116,0.0,363.77066,364.02085,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-10.0,0.25019316,186,,,0,,False,4,train,1
1117,0.0,364.02085,364.27106,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,0.0,0.25020934,53,,,0,,False,3,train,0
1118,0.0,364.27106,364.52127,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-10.0,0.25020934,186,,,0,,False,5,test,1
1119,0.0,364.52127,364.77148,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-20.0,0.25020934,187,,,0,,False,4,train,1
1120,0.0,364.77148,365.02169,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-40.0,0.25020934,230,,,0,,False,1,train,0
1121,0.0,365.02169,365.2719,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-20.0,0.25021316,224,,,0,,False,2,test,1
1122,0.0,365.2719,365.52212,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,10.0,0.25021316,96,,,0,,False,4,train,1
1123,0.0,365.52212,365.77233,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-40.0,0.25021316,30,,,0,,False,5,test,0
1124,0.0,365.77233,366.02254,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-20.0,0.25021316,48,,,0,,False,4,train,0
1125,0.0,366.02254,366.27275,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,-10.0,0.25020934,163,,,0,,False,6,train,0
1126,0.0,366.27275,366.52296,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,-10.0,0.25020934,126,,,0,,False,5,test,1
1127,0.0,366.52296,366.77317,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-30.0,0.25020934,16,,,0,,False,7,train,0
1128,0.0,366.77317,367.02338,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-10.0,0.25020934,115,,,0,,False,4,train,0
1129,0.0,367.02338,367.27358,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,20.0,0.25020566,10,,,0,,False,6,train,2
1130,0.0,367.27358,367.52379,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,-20.0,0.25020566,189,,,0,,False,7,train,0
1131,0.0,367.52379,367.774,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,-30.0,0.25020566,194,,,0,,False,3,train,0
1132,0.0,367.774,368.0242,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,40.0,0.25020566,196,,,0,,False,5,test,1
1133,0.0,368.0242,368.27442,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,30.0,0.25022184,46,,,0,,False,8,test,1
1134,0.0,368.27442,368.52465,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-20.0,0.25022184,118,,,0,,False,5,test,0
1135,0.0,368.52465,368.77487,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,40.0,0.25022184,80,,,0,,False,3,train,2
1136,0.0,368.77487,369.02509,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,30.0,0.25022184,49,,,0,,False,4,train,0
1137,0.0,369.02509,369.27528,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-20.0,0.25019566,226,,,0,,False,4,train,2
1138,0.0,369.27528,369.52548,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-30.0,0.25019566,11,,,0,,False,6,train,2
1139,0.0,369.52548,369.77568,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-30.0,0.25019566,128,,,0,,False,6,train,0
1140,0.0,369.77568,370.02587,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-40.0,0.25019566,129,,,0,,False,8,test,1
1141,0.0,370.02587,370.27608,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,40.0,0.25020684,203,,,0,,False,4,train,0
1142,0.0,370.27608,370.52629,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,30.0,0.25020684,178,,,0,,False,4,train,1
1143,0.0,370.52629,370.77649,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,30.0,0.25020684,211,,,0,,False,3,train,0
1144,0.0,370.77649,371.0267,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,40.0,0.25020684,108,,,0,,False,9,train,0
1145,0.0,371.0267,371.27691,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-30.0,0.25021316,11,,,0,,False,7,train,2
1146,0.0,371.27691,371.52713,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,10.0,0.25021316,173,,,0,,False,1,train,2
1147,0.0,371.52713,371.77734,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,40.0,0.25021316,185,,,0,,False,3,train,2
1148,0.0,371.77734,372.02755,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,10.0,0.25021316,228,,,0,,False,5,test,1
1149,0.0,372.02755,372.27776,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,10.0,0.25021184,56,,,0,,False,1,train,1
1150,0.0,372.27776,372.52798,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,10.0,0.25021184,153,,,0,,False,6,train,2
1151,0.0,372.52798,372.77819,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,20.0,0.25021184,7,,,0,,False,6,train,0
1152,0.0,372.77819,373.0284,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-40.0,0.25021184,30,,,0,,False,6,train,0
1153,0.0,373.0284,373.2786,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-30.0,0.25020316,8,,,0,,False,5,test,1
1154,0.0,373.2786,373.52881,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,-10.0,0.25020316,186,,,0,,False,6,train,1
1155,0.0,373.52881,373.77901,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,40.0,0.25020316,197,,,0,,False,3,train,2
1156,0.0,373.77901,374.02921,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-20.0,0.25020316,156,,,0,,False,3,train,0
1157,0.0,374.02921,374.27943,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,40.0,0.25021684,217,,,0,,False,3,train,1
1158,0.0,374.27943,374.52965,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,30.0,0.25021684,136,,,0,,False,6,train,0
1159,0.0,374.52965,374.77986,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,30.0,0.25021684,140,,,0,,False,3,train,0
1160,0.0,374.77986,375.03008,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,40.0,0.25021684,152,,,0,,False,4,train,0
1161,0.0,375.03008,375.28028,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-40.0,0.25020316,230,,,0,,False,2,test,0
1162,0.0,375.28028,375.53049,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,20.0,0.25020316,184,,,0,,False,7,train,0
1163,0.0,375.53049,375.78069,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,-40.0,0.25020316,54,,,0,,False,4,train,0
1164,0.0,375.78069,376.03089,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,40.0,0.25020316,200,,,0,,False,3,train,1
1165,0.0,376.03089,376.28111,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,0.0,0.25021434,81,,,0,,False,2,test,0
1166,0.0,376.28111,376.53132,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,0.0,0.25021434,6,,,0,,False,3,train,1
1167,0.0,376.53132,376.78153,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-40.0,0.25021434,242,,,0,,False,0,train,2
1168,0.0,376.78153,377.03175,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,30.0,0.25021434,78,,,0,,False,7,train,2
1169,0.0,377.03175,377.28195,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,40.0,0.25020316,21,,,0,,False,4,train,1
1170,0.0,377.28195,377.53216,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,20.0,0.25020316,149,,,0,,False,4,train,2
1171,0.0,377.53216,377.78236,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-30.0,0.25020316,100,,,0,,False,6,train,1
1172,0.0,377.78236,378.03256,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,-40.0,0.25020316,183,,,0,,False,6,train,1
1173,0.0,378.03256,378.28278,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,30.0,0.25021434,221,,,0,,False,3,train,1
1174,0.0,378.28278,378.53299,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,40.0,0.25021434,5,,,0,,False,7,train,0
1175,0.0,378.53299,378.7832,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,10.0,0.25021434,155,,,0,,False,5,test,2
1176,0.0,378.7832,379.03342,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,-30.0,0.25021434,223,,,0,,False,1,train,2
1177,0.0,379.03342,379.28362,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-10.0,0.25020316,33,,,0,,False,5,test,1
1178,0.0,379.28362,379.53383,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,-40.0,0.25020316,87,,,0,,False,4,train,2
1179,0.0,379.53383,379.78403,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,30.0,0.25020316,211,,,0,,False,4,train,0
1180,0.0,379.78403,380.03423,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,10.0,0.25020316,56,,,0,,False,2,test,1
1181,0.0,380.03423,380.28445,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,-20.0,0.25021684,219,,,0,,False,5,test,1
1182,0.0,380.28445,380.53467,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-40.0,0.25021684,24,,,0,,False,3,train,2
1183,0.0,380.53467,380.78488,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,30.0,0.25021684,95,,,0,,False,4,train,0
1184,0.0,380.78488,381.0351,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-30.0,0.25021684,100,,,0,,False,7,train,1
1185,0.0,381.0351,381.2853,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,30.0,0.25020316,136,,,0,,False,7,train,0
1186,0.0,381.2853,381.53551,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,30.0,0.25020316,178,,,0,,False,5,test,1
1187,0.0,381.53551,381.78571,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-40.0,0.25020316,30,,,0,,False,7,train,0
1188,0.0,381.78571,382.03591,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-10.0,0.25020316,115,,,0,,False,5,test,0
1189,0.0,382.03591,382.28612,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,0.0,0.25021184,18,,,0,,False,4,train,2
1190,0.0,382.28612,382.53634,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,10.0,0.25021184,218,,,0,,False,3,train,0
1191,0.0,382.53634,382.78655,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,30.0,0.25021184,179,,,0,,False,2,test,1
1192,0.0,382.78655,383.03676,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,0.0,0.25021184,154,,,0,,False,7,train,0
1193,0.0,383.03676,383.28697,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,-10.0,0.25020816,111,,,0,,False,2,test,0
1194,0.0,383.28697,383.53718,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-10.0,0.25020816,103,,,0,,False,5,test,2
1195,0.0,383.53718,383.78738,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,0.0,0.25020816,3,,,0,,False,5,test,0
1196,0.0,383.78738,384.03759,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,-10.0,0.25020816,238,,,0,,False,1,train,2
1197,0.0,384.03759,384.2878,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,0.0,0.25021184,34,,,0,,False,5,test,2
1198,0.0,384.2878,384.53802,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,0.0,0.25021184,55,,,0,,False,3,train,1
1199,0.0,384.53802,384.78823,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,30.0,0.25021184,167,,,0,,False,7,train,0
