stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,stimulus_name,frame,phase,size,contrast,orientation,spatial_frequency,color,x_position,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1,0.0,84.804349,85.03787,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-40.0,0.23352062,1,,,0,,False,0,train,0
2,0.0,85.03787,85.28807,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,40.0,0.25020067,2,,,0,,False,0,train,0
3,0.0,85.28807,85.538271,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,0.0,0.25020067,3,,,0,,False,0,train,0
4,0.0,85.538271,85.788472,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,20.0,0.25020067,4,,,0,,False,0,train,1
5,0.0,85.788472,86.038686,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,40.0,0.25021434,5,,,0,,False,0,train,0
6,0.0,86.038686,86.2889,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,0.0,0.25021434,6,,,0,,False,0,train,1
7,0.0,86.2889,86.539115,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,20.0,0.25021434,7,,,0,,False,0,train,0
8,0.0,86.539115,86.789329,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-30.0,0.25021434,8,,,0,,False,0,train,1
9,0.0,86.789329,87.039532,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,40.0,0.25020316,9,,,0,,False,0,train,0
10,0.0,87.039532,87.289735,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,20.0,0.25020316,10,,,0,,False,0,train,2
11,0.0,87.289735,87.539938,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-30.0,0.25020316,11,,,0,,False,0,train,2
12,0.0,87.539938,87.790142,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,10.0,0.25020316,12,,,0,,False,0,train,1
13,0.0,87.790142,88.040351,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-30.0,0.25020934,13,,,0,,False,0,train,1
14,0.0,88.040351,88.29056,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-20.0,0.25020934,14,,,0,,False,0,train,0
15,0.0,88.29056,88.54077,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,20.0,0.25020934,7,,,0,,False,1,train,0
16,0.0,88.54077,88.790979,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,0.0,0.25020934,3,,,0,,False,1,train,0
17,0.0,88.790979,89.041187,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-20.0,0.25020816,15,,,0,,False,0,train,2
18,0.0,89.041187,89.291395,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-30.0,0.25020816,16,,,0,,False,0,train,0
19,0.0,89.291395,89.541603,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,20.0,0.25020816,17,,,0,,False,0,train,0
20,0.0,89.541603,89.791812,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,0.0,0.25020816,18,,,0,,False,0,train,2
21,0.0,89.791812,90.042033,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,10.0,0.25022184,19,,,0,,False,0,train,1
22,0.0,90.042033,90.292255,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,-20.0,0.25022184,20,,,0,,False,0,train,1
23,0.0,90.292255,90.542477,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,40.0,0.25022184,21,,,0,,False,0,train,1
24,0.0,90.542477,90.792699,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,20.0,0.25022184,22,,,0,,False,0,train,2
25,0.0,90.792699,91.042895,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,-20.0,0.25019566,15,,,0,,False,1,train,2
26,0.0,91.042895,91.29309,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,20.0,0.25019566,23,,,0,,False,0,train,2
27,0.0,91.29309,91.543286,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-40.0,0.25019566,24,,,0,,False,0,train,2
28,0.0,91.543286,91.793482,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,10.0,0.25019566,25,,,0,,False,0,train,2
29,0.0,91.793482,92.043681,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-30.0,0.25019934,8,,,0,,False,1,train,1
30,0.0,92.043681,92.29388,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,-40.0,0.25019934,26,,,0,,False,0,train,1
31,0.0,92.29388,92.54408,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,0.0,0.25019934,27,,,0,,False,0,train,2
32,0.0,92.54408,92.794279,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-40.0,0.25019934,28,,,0,,False,0,train,2
33,0.0,92.794279,93.0445,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-20.0,0.25022066,29,,,0,,False,0,train,2
34,0.0,93.0445,93.29472,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,20.0,0.25022066,23,,,0,,False,1,train,2
35,0.0,93.29472,93.544941,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,-40.0,0.25022066,30,,,0,,False,0,train,0
36,0.0,93.544941,93.795162,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-40.0,30.0,0.25022066,31,,,0,,False,0,train,2
37,0.0,93.795162,94.045381,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,-10.0,0.25021934,32,,,0,,False,0,train,1
38,0.0,94.045381,94.2956,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-10.0,0.25021934,33,,,0,,False,0,train,1
39,0.0,94.2956,94.54582,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,0.0,0.25021934,34,,,0,,False,0,train,2
40,0.0,94.54582,94.796039,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,-30.0,0.25021934,35,,,0,,False,0,train,0
41,0.0,94.796039,95.046235,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,10.0,0.25019566,36,,,0,,False,0,train,0
42,0.0,95.046235,95.29643,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,40.0,0.25019566,5,,,0,,False,1,train,0
43,0.0,95.29643,95.546626,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,30.0,0.25019566,37,,,0,,False,0,train,1
44,0.0,95.546626,95.796822,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,0.0,0.25019566,38,,,0,,False,0,train,2
45,0.0,95.796822,96.047041,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-10.0,0.25021934,39,,,0,,False,0,train,0
46,0.0,96.047041,96.29726,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,-30.0,0.25021934,40,,,0,,False,0,train,0
47,0.0,96.29726,96.54748,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,10.0,0.25021934,19,,,0,,False,1,train,1
48,0.0,96.54748,96.797699,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-40.0,0.25021934,41,,,0,,False,0,train,2
49,0.0,96.797699,97.047897,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,10.0,0.25019816,42,,,0,,False,0,train,0
50,0.0,97.047897,97.298095,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,10.0,0.25019816,12,,,0,,False,1,train,1
51,0.0,97.298095,97.548293,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,20.0,0.25019816,43,,,0,,False,0,train,2
52,0.0,97.548293,97.798492,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,-40.0,0.25019816,44,,,0,,False,0,train,2
53,0.0,97.798492,98.048703,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,20.0,0.25021184,45,,,0,,False,0,train,1
54,0.0,98.048703,98.298915,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,10.0,0.25021184,42,,,0,,False,1,train,0
55,0.0,98.298915,98.549127,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,30.0,0.25021184,46,,,0,,False,0,train,1
56,0.0,98.549127,98.799339,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,-10.0,0.25021184,47,,,0,,False,0,train,1
57,0.0,98.799339,99.049547,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,-20.0,0.25020816,48,,,0,,False,0,train,0
58,0.0,99.049547,99.299755,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,30.0,0.25020816,49,,,0,,False,0,train,0
59,0.0,99.299755,99.549963,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,-40.0,0.25020816,50,,,0,,False,0,train,2
60,0.0,99.549963,99.800172,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,10.0,0.25020816,51,,,0,,False,0,train,1
61,0.0,99.800172,100.05039,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-30.0,0.25021934,13,,,0,,False,1,train,1
62,0.0,100.05039,100.30061,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-10.0,0.25021934,52,,,0,,False,0,train,1
63,0.0,100.30061,100.55083,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,0.0,0.25021934,53,,,0,,False,0,train,0
64,0.0,100.55083,100.80105,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,-40.0,0.25021934,54,,,0,,False,0,train,0
65,0.0,100.80105,101.05124,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,0.0,0.25019566,55,,,0,,False,0,train,1
66,0.0,101.05124,101.30144,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,10.0,0.25019566,56,,,0,,False,0,train,1
67,0.0,101.30144,101.55164,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,-40.0,0.25019566,57,,,0,,False,0,train,1
68,0.0,101.55164,101.80183,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,10.0,0.25019566,58,,,0,,False,0,train,0
69,0.0,101.80183,102.05206,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,0.0,0.25022434,59,,,0,,False,0,train,2
70,0.0,102.05206,102.30228,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-30.0,-30.0,0.25022434,16,,,0,,False,1,train,0
71,0.0,102.30228,102.5525,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,0.0,0.25022434,60,,,0,,False,0,train,1
72,0.0,102.5525,102.80273,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,40.0,0.25022434,61,,,0,,False,0,train,0
73,0.0,102.80273,103.05292,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,0.0,0.25019316,62,,,0,,False,0,train,1
74,0.0,103.05292,103.30312,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,20.0,0.25019316,63,,,0,,False,0,train,0
75,0.0,103.30312,103.55331,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,10.0,20.0,0.25019316,64,,,0,,False,0,train,0
76,0.0,103.55331,103.8035,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,-30.0,0.25019316,35,,,0,,False,1,train,0
77,0.0,103.8035,104.05372,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,10.0,0.25022184,65,,,0,,False,0,train,2
78,0.0,104.05372,104.30395,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,40.0,0.25022184,66,,,0,,False,0,train,0
79,0.0,104.30395,104.55417,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-20.0,0.25022184,67,,,0,,False,0,train,1
80,0.0,104.55417,104.80439,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,10.0,0.25022184,51,,,0,,False,1,train,1
81,0.0,104.80439,105.05458,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,20.0,0.25019566,68,,,0,,False,0,train,1
82,0.0,105.05458,105.30478,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,40.0,-40.0,0.25019566,69,,,0,,False,0,train,1
83,0.0,105.30478,105.55498,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,30.0,0.25019566,70,,,0,,False,0,train,2
84,0.0,105.55498,105.80517,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,-40.0,0.25019566,57,,,0,,False,1,train,1
85,0.0,105.80517,106.05538,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,20.0,0.25020684,71,,,0,,False,0,train,0
86,0.0,106.05538,106.30559,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-40.0,-30.0,0.25020684,72,,,0,,False,0,train,0
87,0.0,106.30559,106.55579,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,-10.0,0.25020684,73,,,0,,False,0,train,0
88,0.0,106.55579,106.806,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,-20.0,0.25020684,74,,,0,,False,0,train,2
89,0.0,106.806,107.05621,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-10.0,0.25021316,75,,,0,,False,0,train,1
90,0.0,107.05621,107.30643,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-40.0,-20.0,0.25021316,76,,,0,,False,0,train,1
91,0.0,107.30643,107.55664,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,-10.0,0.25021316,77,,,0,,False,0,train,2
92,0.0,107.55664,107.80685,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,0.0,20.0,0.25021316,71,,,0,,False,1,train,0
93,0.0,107.80685,108.05707,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,30.0,0.25021684,78,,,0,,False,0,train,2
94,0.0,108.05707,108.30729,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,0.0,0.25021684,79,,,0,,False,0,train,2
95,0.0,108.30729,108.5575,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,40.0,0.25021684,80,,,0,,False,0,train,2
96,0.0,108.5575,108.80772,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,20.0,0.25021684,10,,,0,,False,1,train,2
97,0.0,108.80772,109.05792,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,0.0,0.25019816,81,,,0,,False,0,train,0
98,0.0,109.05792,109.30812,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,-30.0,0.25019816,82,,,0,,False,0,train,1
99,0.0,109.30812,109.55831,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,0.0,0.25019816,83,,,0,,False,0,train,1
100,0.0,109.55831,109.80851,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,-30.0,0.25019816,40,,,0,,False,1,train,0
101,0.0,109.80851,110.05873,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,10.0,-10.0,0.25022184,84,,,0,,False,0,train,2
102,0.0,110.05873,110.30896,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-10.0,0.0,0.25022184,53,,,0,,False,1,train,0
103,0.0,110.30896,110.55918,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-30.0,0.25022184,85,,,0,,False,0,train,2
104,0.0,110.55918,110.8094,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,0.0,0.25022184,83,,,0,,False,1,train,1
105,0.0,110.8094,111.0596,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,-30.0,0.25019816,86,,,0,,False,0,train,2
106,0.0,111.0596,111.3098,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,40.0,0.25019816,66,,,0,,False,1,train,0
107,0.0,111.3098,111.55999,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,-40.0,0.25019816,87,,,0,,False,0,train,2
108,0.0,111.55999,111.81019,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-30.0,0.25019816,11,,,0,,False,1,train,2
109,0.0,111.81019,112.06041,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,40.0,0.25021684,61,,,0,,False,1,train,0
110,0.0,112.06041,112.31063,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,10.0,0.25021684,88,,,0,,False,0,train,0
111,0.0,112.31063,112.56084,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-10.0,20.0,0.25021684,89,,,0,,False,0,train,1
112,0.0,112.56084,112.81106,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,40.0,0.25021684,90,,,0,,False,0,train,2
113,0.0,112.81106,113.06126,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,-20.0,0.25020316,91,,,0,,False,0,train,2
114,0.0,113.06126,113.31147,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,30.0,-10.0,0.25020316,92,,,0,,False,0,train,1
115,0.0,113.31147,113.56167,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,40.0,30.0,0.25020316,70,,,0,,False,1,train,2
116,0.0,113.56167,113.81187,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,20.0,-40.0,0.25020316,93,,,0,,False,0,train,2
117,0.0,113.81187,114.06209,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,20.0,0.25021434,22,,,0,,False,1,train,2
118,0.0,114.06209,114.3123,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,-20.0,20.0,0.25021434,94,,,0,,False,0,train,0
119,0.0,114.3123,114.56251,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,20.0,0.25021434,10,,,0,,False,2,test,2
120,0.0,114.56251,114.81273,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,30.0,0.25021434,95,,,0,,False,0,train,0
121,0.0,114.81273,115.06293,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,10.0,0.25020066,96,,,0,,False,0,train,1
122,0.0,115.06293,115.31313,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,30.0,-40.0,0.25020066,50,,,0,,False,1,train,2
123,0.0,115.31313,115.56333,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,30.0,0.25020066,97,,,0,,False,0,train,2
124,0.0,115.56333,115.81353,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,20.0,0.25020066,98,,,0,,False,0,train,2
125,0.0,115.81353,116.06375,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,0.0,0.25021684,38,,,0,,False,1,train,2
126,0.0,116.06375,116.31397,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,0.0,40.0,0.25021684,99,,,0,,False,0,train,2
127,0.0,116.31397,116.56418,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-20.0,-30.0,0.25021684,100,,,0,,False,0,train,1
128,0.0,116.56418,116.8144,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,20.0,-30.0,0.25021684,101,,,0,,False,0,train,1
129,0.0,116.8144,117.0646,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,10.0,30.0,0.25019816,46,,,0,,False,1,train,1
130,0.0,117.0646,117.3148,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,40.0,0.25019816,102,,,0,,False,0,train,2
131,0.0,117.3148,117.56499,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-30.0,-40.0,0.25019816,28,,,0,,False,1,train,2
132,0.0,117.56499,117.81519,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,30.0,40.0,0.25019816,2,,,0,,False,1,train,0
133,0.0,117.81519,118.06541,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,-30.0,-30.0,0.25022184,82,,,0,,False,1,train,1
134,0.0,118.06541,118.31564,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-10.0,-10.0,0.25022184,103,,,0,,False,0,train,2
135,0.0,118.31564,118.56586,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,40.0,40.0,0.25022184,61,,,0,,False,2,test,0
136,0.0,118.56586,118.81608,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,-20.0,0.25022184,104,,,0,,False,0,train,0
137,0.0,118.81608,119.06628,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,90.0,0.08,null,-20.0,30.0,0.25019816,97,,,0,,False,1,train,2
138,0.0,119.06628,119.31648,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,45.0,0.08,null,0.0,0.0,0.25019816,105,,,0,,False,0,train,1
139,0.0,119.31648,119.56667,4.0,gabors,null,"[3644.93333333, 3644.93333333]","[20.0, 20.0]",0.8,0.0,0.08,null,20.0,-30.0,0.25019816,106,,,0,,False,0,train,0
