ecephys_unit_id,L_ratio,age_in_days,amplitude_cutoff,anterior_posterior_ccf_coordinate,area_rf,azimuth_rf,c50_dg,cumulative_drift,d_prime,date_of_acquisition,dorsal_ventral_ccf_coordinate,ecephys_channel_id,ecephys_probe_id,ecephys_session_id,ecephys_structure_acronym,ecephys_structure_id,elevation_rf,f1_f0_dg,fano_dg,fano_dm,fano_fl,fano_ns,fano_rf,fano_sg,firing_rate,firing_rate_dg,firing_rate_dm,firing_rate_fl,firing_rate_ns,firing_rate_rf,firing_rate_sg,g_dsi_dg,g_osi_dg,g_osi_sg,genotype,has_lfp_data,height_rf,image_selectivity_ns,isi_violations,isolation_distance,left_right_ccf_coordinate,lfp_sampling_rate,lifetime_sparseness_dg,lifetime_sparseness_dm,lifetime_sparseness_fl,lifetime_sparseness_ns,lifetime_sparseness_rf,lifetime_sparseness_sg,local_index,max_drift,mod_idx_dg,name,nn_hit_rate,nn_miss_rate,on_off_ratio_fl,on_screen_rf,p_value_rf,phase,pref_dir_dm,pref_dir_multi_dm,pref_image_ns,pref_images_multi_ns,pref_ori_dg,pref_ori_multi_dg,pref_ori_multi_sg,pref_ori_sg,pref_phase_multi_sg,pref_phase_sg,pref_sf_multi_sg,pref_sf_sg,pref_speed_dm,pref_speed_multi_dm,pref_tf_dg,pref_tf_multi_dg,presence_ratio,probe_horizontal_position,probe_vertical_position,published_at,quality,run_mod_dg,run_mod_dm,run_mod_fl,run_mod_ns,run_mod_rf,run_mod_sg,run_pval_dg,run_pval_dm,run_pval_fl,run_pval_ns,run_pval_rf,run_pval_sg,sampling_rate,session_type,sex,silhouette_score,snr,specimen_id,sustained_idx_fl,time_to_peak_dm,time_to_peak_fl,time_to_peak_ns,time_to_peak_rf,time_to_peak_sg,waveform_PT_ratio,waveform_amplitude,waveform_duration,waveform_halfwidth,waveform_recovery_slope,waveform_repolarization_slope,waveform_spread,waveform_velocity_above,waveform_velocity_below,width_rf,time_to_first_spike_fl,cortical_depth,cortical_layer,area,session,timescale_ac,err_ac,spike_count_ac,timescale_it,err_it,spike_count_it,group,published_like_qc,unit_split
951762568,0.0081401579,113,0.35728167,8577,100,10,,95.99,2.3984648,2018-10-26T19:55:45Z,1396,849726062,769322793,759883607,VISp,385,50,1.2463744,17.183381,,0.98666667,1.6066667,4.8349727,1.7943144,1.2206647,1.333796,,0.026644551,0.016120974,6.7255437,0.1425443,0.47005253,0.53749301,0.40577885,wt/wt,True,2744.8464,0.86420339,4.2986818,65.981073,7939,1250,0.68201819,,1,0.86375063,0.15419424,0.68829112,197,13.82,10.612886,probeC,0.92133333,0.0033281206,,False,0.794,3a,,,4936,False,180,False,False,150,False,0.5,False,0.02,,,15,False,0.58,11,1980,2019-10-03T00:00:00Z,good,,,,-1,0.9408867,-0.90571429,,,,0.18677312,0.001647397,0.038188798,29999.999,brain_observatory_1.1,M,-0.0071315332,2.1093059,740268986,0.0040160643,,0.1135,0.0705,0.0285,0.0815,0.51534765,86.34639,0.35711893,0.10988275,-0.11977453,0.31436495,30,1.3735343,0,114.48915,0.114,0.93481076,6,,,,,,,,,V1,False,descriptive
951762576,0.015071041,113,0.19639475,8579,400,32.5,,228.7,2.7632193,2018-10-26T19:55:45Z,1390,849726064,769322793,759883607,VISp,385,47.5,0.67310249,7.42142,,1.2882051,1.6110204,5.6666667,1.4908333,3.404358,3.7112253,,0.71940288,4.9726487,1.3530031,3.2025842,0.06083094,0.12051597,0.18512763,wt/wt,True,54.35759,0.31716949,0.043535479,70.896751,7943,1250,0.10428926,,0.002739726,0.16945934,0.28120252,0.11081298,198,85.22,2.4346614,probeC,0.97066667,0.0019295707,,False,0,3a,,,5026,False,90,False,False,90,False,0.25,False,0.04,,,1,False,0.99,59,2000,2019-10-03T00:00:00Z,good,,,,-0.022727273,0.78571429,-0.19191919,,,,0.92682414,0.36185807,0.4831228,29999.999,brain_observatory_1.1,M,0.043450181,1.8538487,740268986,0.026104418,,0.0655,0.1155,0.0075,0.0475,0.44641052,55.63623,0.48073702,0.28844221,-0.027788549,0.19356709,70,0.34338358,-0.27470687,91.063002,0.078,0.9307912,6,VISp,7.5988361e+08,1000,23898.333,26,1.000001,0,62,V1,True,evaluation
951762578,1.555939e-06,113,0.00044037962,8583,0,,,67.84,6.0354101,2018-10-26T19:55:45Z,1377,849726066,769322793,759883607,VISp,385,,0.92071644,7.9596491,,,0.81375,1.8666667,0.87355812,1.795686,0.87207705,,0,2.9360324,0.023025174,2.4192566,0.30962814,0.20461849,0.054631922,wt/wt,True,22.317724,0.13183051,0.012036761,115.69987,7952,1250,0.38928434,,,0.07556313,0.94534791,0.075671861,199,28.52,0.95723609,probeC,1,0.00010314595,,True,0.079,3a,,,4923,False,135,False,False,120,False,0,False,0.08,,,1,False,0.74,27,2000,2019-10-03T00:00:00Z,good,,,,0.36666667,-1,0.41391941,,,,0.06442652,0.36321747,0.15466294,29999.999,brain_observatory_1.1,M,0.19580801,4.3127768,740268986,,,0.0005,0.1235,0.0325,0.2115,0.84709402,141.70221,0.45326633,0.17855946,-0.048683495,0.29739865,50,-0.34338358,-1.3735343,20.425226,,0.90346402,6,,,,,,,,,V1,False,descriptive
951762582,0.0032532639,113,0.058011386,8587,700,57.143,,134.79,2.8177438,2018-10-26T19:55:45Z,1364,849726070,769322793,759883607,VISp,385,-21.429,0.7084829,2.7747535,,1.1365401,1.614386,0.93333333,1.1271586,4.2260389,4.519763,,4.1032609,2.7130256,3.6270131,1.9976186,0.059800769,0.019810721,0.037722466,wt/wt,True,96.459746,0.059186441,0.0086928751,81.55181,7961,1250,0.050322104,,0.0013483904,0.065711262,0.075926995,0.053579151,201,79.16,1.8537332,probeC,0.98066667,0.0024606299,,False,0.159,3a,,,4925,True,180,False,False,120,False,0,False,0.02,,,15,False,0.99,11,2020,2019-10-03T00:00:00Z,good,-0.5,,,-0.72153972,-0.41666667,-0.42906574,0.032569891,,,0.0017784057,0.18402314,0.068244409,29999.999,brain_observatory_1.1,M,0.039746731,2.1089379,740268986,0.10441767,,0.0395,0.0815,0.0045,0.0245,0.23413316,81.86724,0.38458961,0.16482412,-0.010781161,0.313408,70,0.68676717,0.13735343,3704.9301,0.073,0.88881564,6,,,,,,,,,V1,False,descriptive
951762586,0.011197735,113,0.010485217,8593,300,26.667,,105.5,3.2405577,2018-10-26T19:55:45Z,1345,849726076,769322793,759883607,VISp,385,-26.667,1.0362491,2.7140122,,1.1063041,5.4507902,10.07507,2.1571319,16.689493,12.788345,,12.895963,21.96617,16.233844,21.081903,0.094465737,0.088774737,0.051086049,wt/wt,True,5178.7792,0.494,0.031632748,95.295232,7975,1250,0.10364988,,0.24300972,0.17773212,0.064420164,0.071190735,204,54.49,12.067199,probeC,0.96933333,0.015692641,,False,0,3a,,,4969,False,225,False,False,60,False,0,False,0.16,,,15,False,0.99,43,2060,2019-10-03T00:00:00Z,good,,,,0.071111111,0.56146179,-0.28135357,,,,0.62341158,0.20764324,0.10752498,29999.999,brain_observatory_1.1,M,0.037269792,2.1525379,740268986,0.11077644,,0.0515,0.0495,0.1285,0.0485,0.19052104,116.88339,0.28844221,0.08241206,-0.054180689,0.25476137,50,0,0,2524.8459,0.044,0.86137438,6,VISp,7.5988361e+08,21.367562,2.8142041,509,1.0000005,0,1230,V1,True,calibration
951762592,0.00066409598,113,0.0027702643,8603,,,,47.43,6.1013915,2018-10-26T19:55:45Z,1313,849726086,769322793,759883607,VISp,385,,0.36555001,6.2358974,,,2.4247059,,0.68757282,0.44982757,0.89484531,,0,0.19949705,0,1.0977244,0.20373287,0.85398365,0.7601869,wt/wt,True,,0.70428814,0,56.346184,7999,1250,0.76701774,,,0.59205385,,0.70776676,209,41.81,0.99634329,probeC,0.95614035,0.00010038145,,False,,3a,,,4996,False,315,False,False,120,False,0.25,False,0.04,,,1,False,0.77,11,2100,2019-10-03T00:00:00Z,good,-0.31578947,,,1,,0.099483204,0.72493243,,,0.010799869,,0.57757469,29999.999,brain_observatory_1.1,M,,2.2585302,740268986,,,0.0005,0.0305,0.0005,0.1315,0.3499897,153.24231,0.74170854,0.21976549,-0.01415729,0.30832609,60,0,-1.0988275,,,0.81922126,6,,,,,,,,,V1,False,descriptive
951762598,0.048764712,113,0.03849042,8597,200,60,,166.08,2.1562445,2018-10-26T19:55:45Z,1332,849726080,769322793,759883607,VISp,385,45,0.70942841,6.8852234,,3.302029,1.3913433,10.287179,1.2483673,1.7265136,1.5493002,,0.85262564,1.2131033,0.3004237,2.3706317,0.26557785,0.61833442,0.6283243,wt/wt,True,38.546016,0.59277966,0.20832932,33.174833,7985,1250,0.5955142,,0.32131148,0.36724519,0.63215213,0.64296516,206,36.25,5.5908879,probeC,0.71868979,0.0023744106,,True,0.299,3a,,,5008,False,45,False,False,60,False,0.25,False,0.08,,,2,False,0.99,59,2080,2019-10-03T00:00:00Z,good,0.15897436,,,0.063464837,1,0.61891386,0.89520047,,,0.85498087,0.30417835,4.7334844e-05,29999.999,brain_observatory_1.1,M,0.062635854,2.7840879,740268986,0.046184739,,0.2045,0.1075,0.0285,0.0965,0.30882113,131.89332,0.61809045,0.20603015,-0.019526708,0.41402951,50,0.34338358,0,62.469126,0.176,0.84665036,6,,,,,,,,,V1,False,descriptive
951762600,0.03152555,113,0.29121612,8597,600,51.667,,195.22,1.8795897,2018-10-26T19:55:45Z,1332,849726080,769322793,759883607,VISp,385,11.667,0.63282287,5.7595238,,5.324153,2.0434483,4.4181818,1.559661,7.6179707,7.9545923,,4.689441,7.7111992,7.5478714,8.7831271,0.073573994,0.057922934,0.21190768,wt/wt,True,52.106936,0.51744068,0.16987347,52.895334,7985,1250,0.11552166,,0.25977528,0.065597158,0.12944848,0.092517754,206,101.44,2.3496976,probeC,0.81866667,0.01540593,,True,0,3a,,,4952,False,0,False,False,120,False,0,False,0.08,,,1,False,0.99,59,2080,2019-10-03T00:00:00Z,good,,,,0.59537037,0.42857143,0.60112647,,,,3.6278888e-05,0.33578987,0.0025350113,29999.999,brain_observatory_1.1,M,0.0070143878,1.2516354,740268986,0.24096386,,0.0175,0.1165,0.0035,0.0925,0.39416959,45.83904,0.59061977,0.28844221,-0.022865075,0.12577988,90,1.0301508,0.27470687,59.159313,0.047,0.84665036,6,VISp,7.5988361e+08,110.20664,26.763404,172,85.58315,4.232462,1179,V1,True,calibration
951762602,0.00021600866,113,0.00050551745,8597,400,45,,93.74,5.3060229,2018-10-26T19:55:45Z,1332,849726080,769322793,759883607,VISp,385,5,1.3825,3.100565,,,1.4179186,1.8666667,1.9725242,2.3657368,0.31451959,,0,3.8213425,0.26204841,1.3175357,0.078538744,0.39290203,0.75164996,wt/wt,True,8.0423597,0.81837288,0.027739432,75.145272,7985,1250,0.61906843,,,0.58055145,0.84453981,0.6854959,206,58.08,4.6766143,probeC,0.96376812,0.00013647219,,True,0,3a,,,4943,False,90,False,False,90,False,0,False,0.08,,,1,False,0.95,59,2080,2019-10-03T00:00:00Z,good,,,,0.17940877,-0.23809524,0.867,,,,0.11868101,0.76459902,4.9247627e-12,29999.999,brain_observatory_1.1,M,0.13824231,3.1214385,740268986,,,0.0005,0.1545,0.1435,0.2295,0.29700825,128.41413,0.8241206,0.19229481,-0.018356251,0.35159032,70,0.068676717,0,6.1725544,,0.84665036,6,VISp,7.5988361e+08,4.6333884,6.1373376,0,,,9,V1,True,calibration
951762606,3.9142688e-07,113,0.00071884034,8599,700,61.429,,3.64,8.2774108,2018-10-26T19:55:45Z,1326,849726082,769322793,759883607,VISp,385,-2.857,,,,,,3.1047619,,0.037278528,0,,0,0,0.31138807,0,,,,wt/wt,True,47.530227,0,0,84.556568,7989,1250,,,,,0.63463195,,207,3.64,0,probeC,1,3.3350008e-05,,True,0.004,3a,,,4908,True,0,True,True,0,True,0,True,0.02,,,1,True,0.11,27,2080,2019-10-03T00:00:00Z,good,,,,,1,,,,,,0.171658,,29999.999,brain_observatory_1.1,M,,1.5174757,740268986,,,0.0005,0.0005,0.0235,0.0005,0.31867098,236.39904,1.0026801,0.3159129,-0.0088620114,0.077985341,60,,0.47092606,55.52549,,0.83613098,6,,,,,,,,,V1,False,descriptive
