stimulus_presentation_id,stimulus_block,start_time,stop_time,temporal_frequency,stimulus_name,frame,phase,spatial_frequency,orientation,x_position,contrast,color,size,y_position,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1457,0.0,455.99905,456.24925,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020064,106,,,0,,False,7,train,1
1458,0.0,456.24925,456.49946,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",20.0,0.25020064,157,,,0,,False,3,train,1
1459,0.0,456.49946,456.74966,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020064,90,,,0,,False,7,train,2
1460,0.0,456.74966,456.99986,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020064,4,,,0,,False,6,train,1
1461,0.0,456.99986,457.25006,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",10.0,0.25020686,180,,,0,,False,6,train,0
1462,0.0,457.25006,457.50027,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020686,201,,,0,,False,6,train,0
1463,0.0,457.50027,457.75048,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020686,188,,,0,,False,5,test,1
1464,0.0,457.75048,458.00068,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020686,216,,,0,,False,4,train,2
1465,0.0,458.00068,458.2509,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021314,62,,,0,,False,4,train,1
1466,0.0,458.2509,458.50111,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021314,81,,,0,,False,9,train,1
1467,0.0,458.50111,458.75132,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",20.0,0.25021314,98,,,0,,False,5,test,2
1468,0.0,458.75132,459.00154,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021314,230,,,0,,False,4,train,0
1469,0.0,459.00154,459.25174,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020686,196,,,0,,False,5,test,0
1470,0.0,459.25174,459.50195,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25020686,193,,,0,,False,5,test,2
1471,0.0,459.50195,459.75216,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020686,50,,,0,,False,5,test,2
1472,0.0,459.75216,460.00236,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020686,30,,,0,,False,5,test,2
1473,0.0,460.00236,460.25257,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020814,27,,,0,,False,5,test,1
1474,0.0,460.25257,460.50278,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020814,117,,,0,,False,7,train,1
1475,0.0,460.50278,460.75299,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",10.0,0.25020814,66,,,0,,False,9,train,2
1476,0.0,460.75299,461.0032,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,51,,,0,,False,6,train,2
1477,0.0,461.0032,461.25341,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,40.0,0.8,null,"[20.0, 20.0]",40.0,0.25021436,16,,,0,,False,6,train,0
1478,0.0,461.25341,461.50363,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021436,59,,,0,,False,6,train,1
1479,0.0,461.50363,461.75384,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",20.0,0.25021436,161,,,0,,False,9,train,0
1480,0.0,461.75384,462.00405,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021436,205,,,0,,False,4,train,2
1481,0.0,462.00405,462.25426,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020564,84,,,0,,False,7,train,0
1482,0.0,462.25426,462.50447,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020564,29,,,0,,False,11,test,0
1483,0.0,462.50447,462.75467,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,239,,,0,,False,6,train,0
1484,0.0,462.75467,463.00488,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,99,,,0,,False,9,train,2
1485,0.0,463.00488,463.25509,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25021186,193,,,0,,False,6,train,2
1486,0.0,463.25509,463.5053,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021186,203,,,0,,False,8,test,2
1487,0.0,463.5053,463.75551,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",40.0,0.25021186,86,,,0,,False,4,train,1
1488,0.0,463.75551,464.00572,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021186,196,,,0,,False,6,train,0
1489,0.0,464.00572,464.25593,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020564,162,,,0,,False,5,test,0
1490,0.0,464.25593,464.50614,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020564,216,,,0,,False,5,test,2
1491,0.0,464.50614,464.75634,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",20.0,0.25020564,57,,,0,,False,7,train,1
1492,0.0,464.75634,465.00655,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020564,54,,,0,,False,1,train,1
1493,0.0,465.00655,465.25676,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",40.0,0.25020936,97,,,0,,False,5,test,0
1494,0.0,465.25676,465.50697,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",0.0,0.25020936,93,,,0,,False,5,test,2
1495,0.0,465.50697,465.75717,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020936,165,,,0,,False,5,test,0
1496,0.0,465.75717,466.00738,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",30.0,0.25020936,73,,,0,,False,5,test,1
1497,0.0,466.00738,466.25759,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,113,,,0,,False,6,train,2
1498,0.0,466.25759,466.5078,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,136,,,0,,False,6,train,2
1499,0.0,466.5078,466.75801,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,80,,,0,,False,7,train,2
1500,0.0,466.75801,467.00822,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",40.0,0.25020814,32,,,0,,False,4,train,1
1501,0.0,467.00822,467.25843,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25021186,138,,,0,,False,7,train,2
1502,0.0,467.25843,467.50864,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",40.0,0.25021186,32,,,0,,False,5,test,1
1503,0.0,467.50864,467.75885,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",30.0,0.25021186,41,,,0,,False,7,train,0
1504,0.0,467.75885,468.00906,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",30.0,0.25021186,41,,,0,,False,8,test,0
1505,0.0,468.00906,468.25927,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",0.0,0.25020564,153,,,0,,False,5,test,0
1506,0.0,468.25927,468.50948,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",0.0,0.25020564,148,,,0,,False,6,train,2
1507,0.0,468.50948,468.75968,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,193,,,0,,False,7,train,2
1508,0.0,468.75968,469.00989,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25020564,221,,,0,,False,4,train,1
1509,0.0,469.00989,469.2601,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,38,,,0,,False,8,test,2
1510,0.0,469.2601,469.51031,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020936,80,,,0,,False,8,test,2
1511,0.0,469.51031,469.76051,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020936,120,,,0,,False,3,train,1
1512,0.0,469.76051,470.01072,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25020936,223,,,0,,False,4,train,2
1513,0.0,470.01072,470.26093,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,50,,,0,,False,6,train,2
1514,0.0,470.26093,470.51114,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",30.0,0.25020814,12,,,0,,False,4,train,2
1515,0.0,470.51114,470.76135,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,188,,,0,,False,6,train,1
1516,0.0,470.76135,471.01156,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020814,39,,,0,,False,6,train,2
1517,0.0,471.01156,471.26177,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,234,,,0,,False,6,train,0
1518,0.0,471.26177,471.51198,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,221,,,0,,False,5,test,1
1519,0.0,471.51198,471.76218,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",0.0,0.25020936,187,,,0,,False,4,train,0
1520,0.0,471.76218,472.01239,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,39,,,0,,False,7,train,2
1521,0.0,472.01239,472.2626,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021064,128,,,0,,False,6,train,2
1522,0.0,472.2626,472.51282,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",30.0,0.25021064,69,,,0,,False,5,test,0
1523,0.0,472.51282,472.76303,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",30.0,0.25021064,102,,,0,,False,4,train,2
1524,0.0,472.76303,473.01324,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-30.0,0.8,null,"[20.0, 20.0]",10.0,0.25021064,55,,,0,,False,4,train,0
1525,0.0,473.01324,473.26344,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020686,22,,,0,,False,5,test,1
1526,0.0,473.26344,473.51365,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",20.0,0.25020686,129,,,0,,False,7,train,2
1527,0.0,473.51365,473.76386,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020686,132,,,0,,False,6,train,2
1528,0.0,473.76386,474.01406,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020686,199,,,0,,False,6,train,1
1529,0.0,474.01406,474.26427,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021064,19,,,0,,False,9,train,0
1530,0.0,474.26427,474.51449,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",30.0,0.25021064,41,,,0,,False,9,train,0
1531,0.0,474.51449,474.7647,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-10.0,0.8,null,"[20.0, 20.0]",10.0,0.25021064,65,,,0,,False,7,train,1
1532,0.0,474.7647,475.01491,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-30.0,0.8,null,"[20.0, 20.0]",10.0,0.25021064,55,,,0,,False,5,test,0
1533,0.0,475.01491,475.26512,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",20.0,0.25020936,92,,,0,,False,9,train,0
1534,0.0,475.26512,475.51533,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",30.0,0.25020936,107,,,0,,False,3,train,1
1535,0.0,475.51533,475.76553,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",10.0,0.25020936,103,,,0,,False,7,train,0
1536,0.0,475.76553,476.01574,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",0.0,0.25020936,181,,,0,,False,6,train,2
1537,0.0,476.01574,476.26595,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020814,176,,,0,,False,7,train,0
1538,0.0,476.26595,476.51616,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",30.0,0.25020814,212,,,0,,False,5,test,2
1539,0.0,476.51616,476.76637,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",30.0,0.25020814,175,,,0,,False,3,train,1
1540,0.0,476.76637,477.01658,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020814,30,,,0,,False,6,train,2
1541,0.0,477.01658,477.26679,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020936,220,,,0,,False,3,train,0
1542,0.0,477.26679,477.517,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,20.0,0.8,null,"[20.0, 20.0]",30.0,0.25020936,195,,,0,,False,6,train,2
1543,0.0,477.517,477.7672,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020936,204,,,0,,False,5,test,2
1544,0.0,477.7672,478.01741,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020936,177,,,0,,False,6,train,0
1545,0.0,478.01741,478.26762,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",-20.0,0.25021064,105,,,0,,False,3,train,0
1546,0.0,478.26762,478.51784,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25021064,60,,,0,,False,7,train,1
1547,0.0,478.51784,478.76805,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021064,165,,,0,,False,6,train,0
1548,0.0,478.76805,479.01826,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021064,81,,,0,,False,10,train,1
1549,0.0,479.01826,479.26847,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021186,228,,,0,,False,4,train,2
1550,0.0,479.26847,479.51868,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",0.0,0.25021186,189,,,0,,False,5,test,1
1551,0.0,479.51868,479.76889,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",0.0,0.25021186,79,,,0,,False,4,train,1
1552,0.0,479.76889,480.0191,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,0.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021186,183,,,0,,False,7,train,1
1553,0.0,480.0191,480.26931,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,30.0,0.8,null,"[20.0, 20.0]",40.0,0.25020814,26,,,0,,False,6,train,2
1554,0.0,480.26931,480.51952,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020814,178,,,0,,False,4,train,0
1555,0.0,480.51952,480.76973,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020814,95,,,0,,False,4,train,1
1556,0.0,480.76973,481.01994,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",30.0,0.25020814,73,,,0,,False,6,train,1
1557,0.0,481.01994,481.27014,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020686,178,,,0,,False,5,test,0
1558,0.0,481.27014,481.52035,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,40.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020686,88,,,0,,False,3,train,0
1559,0.0,481.52035,481.77056,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",20.0,0.25020686,152,,,0,,False,10,train,0
1560,0.0,481.77056,482.02076,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020686,89,,,0,,False,6,train,1
1561,0.0,482.02076,482.27097,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",10.0,0.25020564,141,,,0,,False,3,train,2
1562,0.0,482.27097,482.52118,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,40.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020564,222,,,0,,False,8,test,2
1563,0.0,482.52118,482.77138,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-30.0,0.8,null,"[20.0, 20.0]",0.0,0.25020564,61,,,0,,False,5,test,0
1564,0.0,482.77138,483.02159,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",0.0,0.25020564,187,,,0,,False,5,test,0
1565,0.0,483.02159,483.2718,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",-10.0,0.25021436,171,,,0,,False,6,train,1
1566,0.0,483.2718,483.52202,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,0.0,0.8,null,"[20.0, 20.0]",10.0,0.25021436,180,,,0,,False,7,train,0
1567,0.0,483.52202,483.77223,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",10.0,0.25021436,35,,,0,,False,8,test,1
1568,0.0,483.77223,484.02244,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-10.0,0.8,null,"[20.0, 20.0]",30.0,0.25021436,135,,,0,,False,6,train,1
1569,0.0,484.02244,484.27265,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",20.0,0.25020814,233,,,0,,False,4,train,2
1570,0.0,484.27265,484.52286,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,0.0,0.8,null,"[20.0, 20.0]",-20.0,0.25020814,192,,,0,,False,8,test,1
1571,0.0,484.52286,484.77307,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-20.0,0.8,null,"[20.0, 20.0]",0.0,0.25020814,49,,,0,,False,10,train,1
1572,0.0,484.77307,485.02328,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",0.0,0.25020814,7,,,0,,False,8,test,0
1573,0.0,485.02328,485.27349,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,30.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020936,60,,,0,,False,8,test,1
1574,0.0,485.27349,485.5237,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,30.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020936,230,,,0,,False,5,test,0
1575,0.0,485.5237,485.7739,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,40.0,0.8,null,"[20.0, 20.0]",30.0,0.25020936,166,,,0,,False,5,test,1
1576,0.0,485.7739,486.02411,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020936,40,,,0,,False,6,train,2
1577,0.0,486.02411,486.27432,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",20.0,0.25020564,92,,,0,,False,10,train,0
1578,0.0,486.27432,486.52453,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020564,90,,,0,,False,8,test,2
1579,0.0,486.52453,486.77473,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-20.0,0.8,null,"[20.0, 20.0]",40.0,0.25020564,82,,,0,,False,8,test,0
1580,0.0,486.77473,487.02494,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020564,34,,,0,,False,6,train,0
1581,0.0,487.02494,487.27515,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",30.0,0.25021186,12,,,0,,False,5,test,2
1582,0.0,487.27515,487.52536,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25021186,204,,,0,,False,6,train,2
1583,0.0,487.52536,487.77557,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,0.0,0.8,null,"[20.0, 20.0]",10.0,0.25021186,164,,,0,,False,6,train,2
1584,0.0,487.77557,488.02578,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,20.0,0.8,null,"[20.0, 20.0]",0.0,0.25021186,214,,,0,,False,3,train,0
1585,0.0,488.02578,488.27599,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-40.0,0.8,null,"[20.0, 20.0]",10.0,0.25020814,190,,,0,,False,5,test,2
1586,0.0,488.27599,488.5262,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-20.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020814,241,,,0,,False,8,test,2
1587,0.0,488.5262,488.77641,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,10.0,0.8,null,"[20.0, 20.0]",30.0,0.25020814,89,,,0,,False,7,train,1
1588,0.0,488.77641,489.02662,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-10.0,0.8,null,"[20.0, 20.0]",-10.0,0.25020814,13,,,0,,False,7,train,1
1589,0.0,489.02662,489.27682,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-30.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020686,131,,,0,,False,7,train,2
1590,0.0,489.27682,489.52703,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,45.0,-30.0,0.8,null,"[20.0, 20.0]",10.0,0.25020686,35,,,0,,False,9,train,1
1591,0.0,489.52703,489.77724,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-10.0,0.8,null,"[20.0, 20.0]",-30.0,0.25020686,204,,,0,,False,7,train,2
1592,0.0,489.77724,490.02744,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,90.0,-40.0,0.8,null,"[20.0, 20.0]",40.0,0.25020686,137,,,0,,False,4,train,2
1593,0.0,490.02744,490.27765,4.0,gabors,null,"[3644.93333333, 3644.93333333]",0.08,0.0,-10.0,0.8,null,"[20.0, 20.0]",-40.0,0.25020814,160,,,0,,False,5,test,0
