animal,probe,site_semantics,zhuang_row,zhuang_col,predicted_azimuth_deg,predicted_elevation_deg,v1_distance_px,reflection,theta_deg,border_median_residual_px,n_border_points_fit,v1_isolation_ok,site,subject_id
810531,A,realized_probe_location,270.18319788518943,319.03587086335995,90.0,4.393571154149915,0.0,1,88.44621984206051,8.460116606188476,171,True,site3,810531
810531,B,realized_probe_location,364.14100813691374,178.55965561224042,35.27982780612021,30.0,14.14100813691374,1,88.44621984206051,8.460116606188476,171,True,site3,810531
810531,C,realized_probe_location,224.05415531398012,97.52904366118165,12.036565568190246,4.775169381451867,37.32730275103224,1,88.44621984206051,8.460116606188476,171,True,site3,810531
810531,E,realized_probe_location,164.22545084362557,249.62760854860187,50.44829182042991,-18.510206766842447,0.0,1,88.44621984206051,8.460116606188476,171,True,site3,810531
810532,A,intended_penetration_target,120.59933274323706,325.1967686497879,35.0,-2.4719820978375626,76.93670345732441,1,40.963074545871166,16.67381667509364,216,True,site4,810532
810532,B,intended_penetration_target,308.4551321510361,289.1950686914264,83.08566135321014,13.42059756758966,0.0,1,40.963074545871166,16.67381667509364,216,True,site4,810532
810532,C,intended_penetration_target,295.15356029802206,120.69503658755377,5.0,20.022065702894228,4.304963412446227,1,40.963074545871166,16.67381667509364,216,True,site4,810532
810532,E,intended_penetration_target,148.44554011194163,182.99053786154445,10.0,-21.264137322616108,0.0,1,40.963074545871166,16.67381667509364,216,True,site4,810532
813810,A,realized_probe_location,125.79192684545451,184.39972772378718,14.764373550400247,-25.0,12.1014306648222,1,-16.214429794087586,20.411000072018517,210,True,site5,813810
813810,B,realized_probe_location,257.2777470911028,325.8158591799658,87.38206154208052,2.5781918180557426,7.760006158501222,1,-16.214429794087586,20.411000072018517,210,True,site5,813810
813810,C,realized_probe_location,362.113670826766,210.69290404559914,49.92565134664476,27.182970728648684,12.67214035568058,1,-16.214429794087586,20.411000072018517,210,True,site5,813810
813810,E,realized_probe_location,274.57168661598644,137.0207165803634,5.0,14.798972785557527,0.0,1,-16.214429794087586,20.411000072018517,210,True,site5,813810
815152,A,intended_penetration_target,106.47467068892752,261.01427803764614,42.529624699033064,-12.659326647726873,29.37726194696772,1,8.271398262426105,21.431510930278414,216,True,site6,815152
815152,B,intended_penetration_target,303.2719586036806,325.48273442819544,86.14403711236193,7.483025416428924,16.825420194315768,1,8.271398262426105,21.431510930278414,216,True,site6,815152
815152,C,intended_penetration_target,345.62669800396316,174.58529566526727,30.404497398165063,30.0,0.0,1,8.271398262426105,21.431510930278414,216,True,site6,815152
815152,E,intended_penetration_target,175.40480881991107,156.30360537497387,4.375276737168392,-12.049916215840884,0.0,1,8.271398262426105,21.431510930278414,216,True,site6,815152
816305,A,approximate_opening_center,105.02734627503057,184.6280840891504,22.5559654522888,-25.0,29.327553406978474,1,-10.779528725983248,11.803428447742222,216,True,site2,816305
816305,B,approximate_opening_center,289.722474048061,289.25562609764887,83.58549999439518,10.03954344312519,0.0,1,-10.779528725983248,11.803428447742222,216,True,site2,816305
816305,C,approximate_opening_center,352.8761287148142,165.75021757678516,28.049652843264916,30.0,4.876128714814172,1,-10.779528725983248,11.803428447742222,216,True,site2,816305
816305,E,approximate_opening_center,271.5259967211195,99.29694096675671,10.703059033243294,15.922544439109844,28.916830448235302,1,-10.779528725983248,11.803428447742222,216,True,site2,816305
816308,A,realized_probe_location,97.2917428209453,244.78401109725831,47.28307247191142,-19.814906170636082,30.088765678291885,1,5.920620586205918,16.049957031198275,216,True,site7,816308
816308,B,realized_probe_location,316.2690797002317,328.5588920543814,81.88165441551314,7.4001978474318975,27.460300647307697,1,5.920620586205918,16.049957031198275,216,True,site7,816308
816308,C,realized_probe_location,347.2616844739793,155.7564799995335,22.671564941294086,30.0,2.613193435278581,1,5.920620586205918,16.049957031198275,216,True,site7,816308
816308,E,realized_probe_location,186.78239764205952,134.28602261670062,1.9306660993213676,-6.696715623002487,10.724129032916174,1,5.920620586205918,16.049957031198275,216,True,site7,816308
817334,A,approximate_opening_center,351.2561478088235,120.31718047285439,15.0,25.24615960843183,25.838293493193447,1,-141.98105748298562,9.243308383660803,177,True,site8,817334
817334,B,approximate_opening_center,140.53833552051574,168.15024454747646,6.000036764332063,-21.137466400330066,7.0728836607908425,1,-141.98105748298562,9.243308383660803,177,True,site8,817334
817334,C,approximate_opening_center,178.9983543133542,312.6806454815013,63.46513580164179,-1.256677229942994,33.02035328844852,1,-141.98105748298562,9.243308383660803,177,True,site8,817334
817334,E,approximate_opening_center,302.23633011011043,279.63590794344236,80.0,13.582023831671261,0.0,1,-141.98105748298562,9.243308383660803,177,True,site8,817334
817335,A,realized_probe_location,113.86518995425466,199.0382309137926,25.003681365169477,-25.0,14.295615778364681,1,-9.019434184874067,7.893680971357393,201,True,site9,817335
817335,B,realized_probe_location,265.44362493282955,315.12707292475886,90.0,3.899619936734279,0.0,1,-9.019434184874067,7.893680971357393,201,True,site9,817335
817335,C,realized_probe_location,340.8114208864361,237.57728299481315,60.817277198660975,24.014007686493855,1.1143101031106715,1,-9.019434184874067,7.893680971357393,201,True,site9,817335
817335,E,realized_probe_location,240.06762110500014,129.64426983048207,1.8446523321869102,5.895807491906939,3.3557301695179267,1,-9.019434184874067,7.893680971357393,201,True,site9,817335
