stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,stimulus_name,size,spatial_frequency,color,y_position,orientation,x_position,temporal_frequency,frame,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1633,0.0,492.9387,493.1889,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,10.0,4.0,null,0.8,0.25020012,147,,,0,,False,10,train,1
1634,0.0,493.1889,493.4391,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-30.0,4.0,null,0.8,0.25020012,102,,,0,,False,7,train,1
1635,0.0,493.4391,493.6893,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-30.0,4.0,null,0.8,0.25020012,185,,,0,,False,7,train,2
1636,0.0,493.6893,493.9395,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,-10.0,4.0,null,0.8,0.25020012,189,,,0,,False,6,train,2
1637,0.0,493.9395,494.18973,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,-20.0,4.0,null,0.8,0.25022988,135,,,0,,False,9,train,0
1638,0.0,494.18973,494.43996,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,30.0,4.0,null,0.8,0.25022988,196,,,0,,False,6,train,2
1639,0.0,494.43996,494.69019,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,10.0,4.0,null,0.8,0.25022988,60,,,0,,False,7,train,0
1640,0.0,494.69019,494.94042,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,30.0,4.0,null,0.8,0.25022988,49,,,0,,False,8,test,0
1641,0.0,494.94042,495.19061,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,40.0,4.0,null,0.8,0.25019262,106,,,0,,False,5,test,1
1642,0.0,495.19061,495.44081,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,0.0,4.0,null,0.8,0.25019262,206,,,0,,False,5,test,2
1643,0.0,495.44081,495.691,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,30.0,4.0,null,0.8,0.25019262,18,,,0,,False,9,train,1
1644,0.0,495.691,495.94119,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,20.0,4.0,null,0.8,0.25019262,24,,,0,,False,8,test,0
1645,0.0,495.94119,496.19141,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,0.0,4.0,null,0.8,0.25021488,105,,,0,,False,6,train,2
1646,0.0,496.19141,496.44162,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,30.0,4.0,null,0.8,0.25021488,187,,,0,,False,6,train,0
1647,0.0,496.44162,496.69184,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,-40.0,4.0,null,0.8,0.25021488,197,,,0,,False,6,train,1
1648,0.0,496.69184,496.94205,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,20.0,4.0,null,0.8,0.25021488,224,,,0,,False,5,test,1
1649,0.0,496.94205,497.19225,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,40.0,4.0,null,0.8,0.25020012,23,,,0,,False,7,train,1
1650,0.0,497.19225,497.44245,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,10.0,4.0,null,0.8,0.25020012,124,,,0,,False,3,train,2
1651,0.0,497.44245,497.69265,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,-30.0,4.0,null,0.8,0.25020012,5,,,0,,False,6,train,0
1652,0.0,497.69265,497.94285,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,30.0,4.0,null,0.8,0.25020012,7,,,0,,False,11,test,0
1653,0.0,497.94285,498.19307,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,-20.0,4.0,null,0.8,0.25021738,169,,,0,,False,7,train,2
1654,0.0,498.19307,498.44329,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-40.0,4.0,null,0.8,0.25021738,8,,,0,,False,8,test,0
1655,0.0,498.44329,498.6935,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,-30.0,4.0,null,0.8,0.25021738,14,,,0,,False,7,train,0
1656,0.0,498.6935,498.94372,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,-40.0,4.0,null,0.8,0.25021738,153,,,0,,False,7,train,2
1657,0.0,498.94372,499.19392,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,30.0,4.0,null,0.8,0.25020262,229,,,0,,False,6,train,2
1658,0.0,499.19392,499.44413,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,-30.0,4.0,null,0.8,0.25020262,64,,,0,,False,6,train,2
1659,0.0,499.44413,499.69433,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-20.0,4.0,null,0.8,0.25020262,222,,,0,,False,3,train,0
1660,0.0,499.69433,499.94453,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,40.0,4.0,null,0.8,0.25020262,94,,,0,,False,3,train,2
1661,0.0,499.94453,500.19476,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-10.0,4.0,null,0.8,0.25022488,75,,,0,,False,8,test,2
1662,0.0,500.19476,500.44498,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-30.0,4.0,null,0.8,0.25022488,185,,,0,,False,8,test,2
1663,0.0,500.44498,500.69521,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-30.0,4.0,null,0.8,0.25022488,102,,,0,,False,8,test,1
1664,0.0,500.69521,500.94543,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,30.0,4.0,null,0.8,0.25022488,208,,,0,,False,7,train,1
1665,0.0,500.94543,501.19562,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,20.0,4.0,null,0.8,0.25019262,66,,,0,,False,6,train,1
1666,0.0,501.19562,501.44582,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-40.0,4.0,null,0.8,0.25019262,109,,,0,,False,9,train,0
1667,0.0,501.44582,501.69601,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,20.0,4.0,null,0.8,0.25019262,38,,,0,,False,7,train,0
1668,0.0,501.69601,501.9462,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,-40.0,4.0,null,0.8,0.25019262,159,,,0,,False,2,test,0
1669,0.0,501.9462,502.19642,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-20.0,4.0,null,0.8,0.25022238,11,,,0,,False,5,test,0
1670,0.0,502.19642,502.44665,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-30.0,4.0,null,0.8,0.25022238,29,,,0,,False,5,test,0
1671,0.0,502.44665,502.69687,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,-20.0,4.0,null,0.8,0.25022238,120,,,0,,False,9,train,1
1672,0.0,502.69687,502.94709,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-30.0,4.0,null,0.8,0.25022238,102,,,0,,False,9,train,1
1673,0.0,502.94709,503.19729,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,-20.0,4.0,null,0.8,0.25019512,174,,,0,,False,6,train,2
1674,0.0,503.19729,503.44748,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,30.0,4.0,null,0.8,0.25019512,49,,,0,,False,9,train,0
1675,0.0,503.44748,503.69768,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,40.0,4.0,null,0.8,0.25019512,94,,,0,,False,4,train,2
1676,0.0,503.69768,503.94787,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,90.0,-30.0,4.0,null,0.8,0.25019512,233,,,0,,False,5,test,2
1677,0.0,503.94787,504.19808,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,20.0,4.0,null,0.8,0.25021238,15,,,0,,False,7,train,2
1678,0.0,504.19808,504.4483,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,30.0,4.0,null,0.8,0.25021238,3,,,0,,False,6,train,0
1679,0.0,504.4483,504.69851,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,10.0,4.0,null,0.8,0.25021238,194,,,0,,False,8,test,1
1680,0.0,504.69851,504.94872,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,0.0,4.0,null,0.8,0.25021238,83,,,0,,False,6,train,0
1681,0.0,504.94872,505.19893,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,0.0,4.0,null,0.8,0.25021012,47,,,0,,False,8,test,0
1682,0.0,505.19893,505.44914,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,0.0,4.0,null,0.8,0.25021012,87,,,0,,False,6,train,0
1683,0.0,505.44914,505.69935,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,-30.0,4.0,null,0.8,0.25021012,121,,,0,,False,5,test,2
1684,0.0,505.69935,505.94956,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,10.0,4.0,null,0.8,0.25021012,168,,,0,,False,5,test,1
1685,0.0,505.94956,506.19977,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,30.0,4.0,null,0.8,0.25021238,208,,,0,,False,8,test,1
1686,0.0,506.19977,506.44999,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,0.0,4.0,null,0.8,0.25021238,45,,,0,,False,8,test,0
1687,0.0,506.44999,506.7002,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,-10.0,4.0,null,0.8,0.25021238,207,,,0,,False,10,train,2
1688,0.0,506.7002,506.95041,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,30.0,4.0,null,0.8,0.25021238,122,,,0,,False,5,test,2
1689,0.0,506.95041,507.20062,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-20.0,4.0,null,0.8,0.25020512,2,,,0,,False,9,train,2
1690,0.0,507.20062,507.45082,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,20.0,4.0,null,0.8,0.25020512,213,,,0,,False,5,test,1
1691,0.0,507.45082,507.70103,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,30.0,4.0,null,0.8,0.25020512,57,,,0,,False,9,train,1
1692,0.0,507.70103,507.95123,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-40.0,4.0,null,0.8,0.25020512,51,,,0,,False,7,train,2
1693,0.0,507.95123,508.20145,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,10.0,4.0,null,0.8,0.25021488,124,,,0,,False,4,train,2
1694,0.0,508.20145,508.45166,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-10.0,4.0,null,0.8,0.25021488,31,,,0,,False,6,train,0
1695,0.0,508.45166,508.70188,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,30.0,4.0,null,0.8,0.25021488,143,,,0,,False,6,train,0
1696,0.0,508.70188,508.95209,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,0.0,4.0,null,0.8,0.25021488,71,,,0,,False,7,train,1
1697,0.0,508.95209,509.20229,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,10.0,4.0,null,0.8,0.25020262,132,,,0,,False,9,train,0
1698,0.0,509.20229,509.4525,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,-40.0,4.0,null,0.8,0.25020262,162,,,0,,False,6,train,2
1699,0.0,509.4525,509.7027,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,20.0,4.0,null,0.8,0.25020262,146,,,0,,False,7,train,2
1700,0.0,509.7027,509.9529,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-30.0,4.0,null,0.8,0.25020262,29,,,0,,False,6,train,0
1701,0.0,509.9529,510.20311,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,-40.0,4.0,null,0.8,0.25020738,89,,,0,,False,8,test,0
1702,0.0,510.20311,510.45332,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,40.0,4.0,null,0.8,0.25020738,94,,,0,,False,5,test,2
1703,0.0,510.45332,510.70352,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,20.0,4.0,null,0.8,0.25020738,15,,,0,,False,8,test,2
1704,0.0,510.70352,510.95373,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,-40.0,4.0,null,0.8,0.25020738,149,,,0,,False,6,train,1
1705,0.0,510.95373,511.20394,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-10.0,4.0,null,0.8,0.25021262,31,,,0,,False,7,train,0
1706,0.0,511.20394,511.45416,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,45.0,-30.0,4.0,null,0.8,0.25021262,73,,,0,,False,9,train,1
1707,0.0,511.45416,511.70437,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,-40.0,4.0,null,0.8,0.25021262,25,,,0,,False,3,train,2
1708,0.0,511.70437,511.95458,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,30.0,4.0,null,0.8,0.25021262,151,,,0,,False,5,test,1
1709,0.0,511.95458,512.20478,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,0.0,4.0,null,0.8,0.25020238,107,,,0,,False,7,train,0
1710,0.0,512.20478,512.45499,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,-10.0,4.0,null,0.8,0.25020238,237,,,0,,False,6,train,1
1711,0.0,512.45499,512.70519,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,-20.0,4.0,null,0.8,0.25020238,174,,,0,,False,7,train,2
1712,0.0,512.70519,512.95539,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,-20.0,4.0,null,0.8,0.25020238,22,,,0,,False,9,train,1
1713,0.0,512.95539,513.2056,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-10.0,4.0,null,0.8,0.25021012,30,,,0,,False,8,test,2
1714,0.0,513.2056,513.45581,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,-40.0,4.0,null,0.8,0.25021012,149,,,0,,False,7,train,1
1715,0.0,513.45581,513.70602,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-20.0,4.0,null,0.8,0.25021012,111,,,0,,False,10,train,1
1716,0.0,513.70602,513.95623,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,40.0,4.0,null,0.8,0.25021012,39,,,0,,False,8,test,1
1717,0.0,513.95623,514.20644,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-40.0,4.0,null,0.8,0.25021238,243,,,0,,False,2,test,1
1718,0.0,514.20644,514.45666,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,40.0,4.0,null,0.8,0.25021238,154,,,0,,False,5,test,0
1719,0.0,514.45666,514.70687,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,40.0,4.0,null,0.8,0.25021238,154,,,0,,False,6,train,0
1720,0.0,514.70687,514.95708,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,20.0,4.0,null,0.8,0.25021238,103,,,0,,False,7,train,1
1721,0.0,514.95708,515.20729,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,-30.0,4.0,null,0.8,0.25020512,128,,,0,,False,7,train,2
1722,0.0,515.20729,515.45749,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-20.0,4.0,null,0.8,0.25020512,222,,,0,,False,4,train,0
1723,0.0,515.45749,515.7077,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,30.0,4.0,null,0.8,0.25020512,108,,,0,,False,6,train,1
1724,0.0,515.7077,515.9579,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,-10.0,4.0,null,0.8,0.25020512,176,,,0,,False,8,test,1
1725,0.0,515.9579,516.20813,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,0.0,4.0,null,0.8,0.25022738,47,,,0,,False,9,train,0
1726,0.0,516.20813,516.45836,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-20.0,4.0,null,0.8,0.25022738,84,,,0,,False,6,train,0
1727,0.0,516.45836,516.70858,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,0.0,4.0,null,0.8,0.25022738,119,,,0,,False,5,test,1
1728,0.0,516.70858,516.95881,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,-10.0,4.0,null,0.8,0.25022738,180,,,0,,False,7,train,0
1729,0.0,516.95881,517.20901,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,40.0,4.0,null,0.8,0.25019512,16,,,0,,False,6,train,0
1730,0.0,517.20901,517.4592,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,45.0,0.0,4.0,null,0.8,0.25019512,134,,,0,,False,8,test,1
1731,0.0,517.4592,517.7094,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,30.0,4.0,null,0.8,0.25019512,151,,,0,,False,6,train,1
1732,0.0,517.7094,517.95959,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,-40.0,4.0,null,0.8,0.25019512,141,,,0,,False,4,train,0
1733,0.0,517.95959,518.20981,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,40.0,4.0,null,0.8,0.25021988,188,,,0,,False,10,train,2
1734,0.0,518.20981,518.46003,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,45.0,30.0,4.0,null,0.8,0.25021988,184,,,0,,False,5,test,1
1735,0.0,518.46003,518.71025,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,-10.0,4.0,null,0.8,0.25021988,36,,,0,,False,8,test,0
1736,0.0,518.71025,518.96047,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-30.0,4.0,null,0.8,0.25021988,52,,,0,,False,9,train,0
1737,0.0,518.96047,519.21067,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,30.0,4.0,null,0.8,0.25019762,76,,,0,,False,6,train,2
1738,0.0,519.21067,519.46087,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-20.0,4.0,null,0.8,0.25019762,222,,,0,,False,5,test,0
1739,0.0,519.46087,519.71106,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,-10.0,4.0,null,0.8,0.25019762,207,,,0,,False,11,test,2
1740,0.0,519.71106,519.96126,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-10.0,4.0,null,0.8,0.25019762,30,,,0,,False,9,train,2
1741,0.0,519.96126,520.21148,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,10.0,4.0,null,0.8,0.25021738,60,,,0,,False,8,test,0
1742,0.0,520.21148,520.4617,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-20.0,4.0,null,0.8,0.25021738,2,,,0,,False,10,train,2
1743,0.0,520.4617,520.71191,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,30.0,4.0,null,0.8,0.25021738,143,,,0,,False,7,train,0
1744,0.0,520.71191,520.96213,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,-30.0,4.0,null,0.8,0.25021738,14,,,0,,False,8,test,0
1745,0.0,520.96213,521.21233,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,-30.0,4.0,null,0.8,0.25020012,72,,,0,,False,6,train,0
1746,0.0,521.21233,521.46253,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,20.0,4.0,null,0.8,0.25020012,66,,,0,,False,7,train,1
1747,0.0,521.46253,521.71273,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,40.0,4.0,null,0.8,0.25020012,114,,,0,,False,4,train,2
1748,0.0,521.71273,521.96293,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,0.0,4.0,null,0.8,0.25020012,112,,,0,,False,6,train,1
1749,0.0,521.96293,522.21314,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,0.0,4.0,null,0.8,0.25021238,131,,,0,,False,7,train,0
1750,0.0,522.21314,522.46336,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-20.0,4.0,null,0.8,0.25021238,11,,,0,,False,6,train,0
1751,0.0,522.46336,522.71357,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,-10.0,4.0,null,0.8,0.25021238,145,,,0,,False,7,train,1
1752,0.0,522.71357,522.96378,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,-10.0,4.0,null,0.8,0.25021238,217,,,0,,False,4,train,2
1753,0.0,522.96378,523.21399,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-10.0,4.0,null,0.8,0.25020512,75,,,0,,False,9,train,2
1754,0.0,523.21399,523.46419,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-30.0,4.0,null,0.8,0.25020512,29,,,0,,False,7,train,0
1755,0.0,523.46419,523.7144,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,40.0,4.0,null,0.8,0.25020512,215,,,0,,False,7,train,0
1756,0.0,523.7144,523.9646,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,10.0,4.0,null,0.8,0.25020512,81,,,0,,False,9,train,1
1757,0.0,523.9646,524.21482,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,20.0,4.0,null,0.8,0.25021488,38,,,0,,False,8,test,0
1758,0.0,524.21482,524.46503,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,20.0,4.0,null,0.8,0.25021488,80,,,0,,False,7,train,0
1759,0.0,524.46503,524.71525,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,-30.0,4.0,null,0.8,0.25021488,72,,,0,,False,7,train,0
1760,0.0,524.71525,524.96546,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,-30.0,4.0,null,0.8,0.25021488,183,,,0,,False,6,train,0
1761,0.0,524.96546,525.21566,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,90.0,10.0,4.0,null,0.8,0.25020262,182,,,0,,False,4,train,2
1762,0.0,525.21566,525.46587,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,0.0,4.0,null,0.8,0.25020262,131,,,0,,False,8,test,0
1763,0.0,525.46587,525.71607,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,40.0,4.0,null,0.8,0.25020262,215,,,0,,False,8,test,0
1764,0.0,525.71607,525.96627,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,30.0,4.0,null,0.8,0.25020262,190,,,0,,False,4,train,0
1765,0.0,525.96627,526.21649,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-40.0,4.0,null,0.8,0.25021988,127,,,0,,False,10,train,0
1766,0.0,526.21649,526.46671,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,-20.0,4.0,null,0.8,0.25021988,4,,,0,,False,4,train,1
1767,0.0,526.46671,526.71693,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-20.0,4.0,null,0.8,0.25021988,11,,,0,,False,7,train,0
1768,0.0,526.71693,526.96715,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-40.0,4.0,null,0.8,0.25021988,109,,,0,,False,10,train,0
1769,0.0,526.96715,527.21735,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-30.0,4.0,null,0.8,0.25019762,223,,,0,,False,8,test,2
