stimulus_presentation_id,stimulus_block,start_time,stop_time,phase,stimulus_name,size,spatial_frequency,color,y_position,orientation,x_position,temporal_frequency,frame,contrast,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
930,0.0,317.04179,317.29198,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,-30.0,4.0,null,0.8,0.25019512,13,,,0,,False,5,test,1
931,0.0,317.29198,317.54218,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,-20.0,4.0,null,0.8,0.25019512,22,,,0,,False,4,train,1
932,0.0,317.54218,317.79237,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,-20.0,4.0,null,0.8,0.25019512,199,,,0,,False,4,train,0
933,0.0,317.79237,318.04258,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,40.0,4.0,null,0.8,0.25020738,53,,,0,,False,4,train,0
934,0.0,318.04258,318.29279,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,90.0,-10.0,4.0,null,0.8,0.25020738,144,,,0,,False,5,test,2
935,0.0,318.29279,318.54299,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,0.0,4.0,null,0.8,0.25020738,175,,,0,,False,4,train,2
936,0.0,318.54299,318.7932,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-20.0,4.0,null,0.8,0.25020738,2,,,0,,False,6,train,2
937,0.0,318.7932,319.04341,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-10.0,4.0,null,0.8,0.25021012,218,,,0,,False,2,test,0
938,0.0,319.04341,319.29362,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,-40.0,4.0,null,0.8,0.25021012,149,,,0,,False,4,train,1
939,0.0,319.29362,319.54383,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,20.0,4.0,null,0.8,0.25021012,219,,,0,,False,2,test,2
940,0.0,319.54383,319.79404,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,0.0,20.0,4.0,null,0.8,0.25021012,161,,,0,,False,4,train,0
941,0.0,319.79404,320.04426,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,45.0,20.0,4.0,null,0.8,0.25022238,242,,,0,,False,1,train,1
942,0.0,320.04426,320.29449,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,30.0,4.0,null,0.8,0.25022238,208,,,0,,False,4,train,1
943,0.0,320.29449,320.54471,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,0.0,4.0,null,0.8,0.25022238,9,,,0,,False,5,test,2
944,0.0,320.54471,320.79493,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,-40.0,4.0,null,0.8,0.25022238,56,,,0,,False,4,train,1
945,0.0,320.79493,321.04513,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,30.0,4.0,null,0.8,0.25019762,7,,,0,,False,5,test,0
946,0.0,321.04513,321.29533,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,-40.0,4.0,null,0.8,0.25019762,197,,,0,,False,1,train,1
947,0.0,321.29533,321.54552,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,30.0,4.0,null,0.8,0.25019762,91,,,0,,False,3,train,1
948,0.0,321.54552,321.79572,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,90.0,40.0,4.0,null,0.8,0.25019762,137,,,0,,False,2,test,2
949,0.0,321.79572,322.04595,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-40.0,4.0,null,0.8,0.25022488,127,,,0,,False,5,test,0
950,0.0,322.04595,322.29617,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,40.0,4.0,null,0.8,0.25022488,167,,,0,,False,3,train,0
951,0.0,322.29617,322.5464,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,-40.0,4.0,null,0.8,0.25022488,56,,,0,,False,5,test,1
952,0.0,322.5464,322.79662,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-10.0,4.0,null,0.8,0.25022488,218,,,0,,False,3,train,0
953,0.0,322.79662,323.04681,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,30.0,4.0,null,0.8,0.25019262,108,,,0,,False,3,train,1
954,0.0,323.04681,323.29701,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,20.0,4.0,null,0.8,0.25019262,146,,,0,,False,4,train,2
955,0.0,323.29701,323.5472,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,-20.0,4.0,null,0.8,0.25019262,158,,,0,,False,4,train,1
956,0.0,323.5472,323.79739,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,10.0,4.0,null,0.8,0.25019262,63,,,0,,False,5,test,1
957,0.0,323.79739,324.0476,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,20.0,4.0,null,0.8,0.25020988,33,,,0,,False,4,train,0
958,0.0,324.0476,324.29781,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,45.0,-20.0,4.0,null,0.8,0.25020988,41,,,0,,False,6,train,1
959,0.0,324.29781,324.54802,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-20.0,4.0,null,0.8,0.25020988,222,,,0,,False,2,test,0
960,0.0,324.54802,324.79823,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,-20.0,4.0,null,0.8,0.25020988,236,,,0,,False,5,test,0
961,0.0,324.79823,325.04844,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-40.0,4.0,null,0.8,0.25020762,55,,,0,,False,2,test,2
962,0.0,325.04844,325.29865,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-30.0,4.0,null,0.8,0.25020762,29,,,0,,False,2,test,0
963,0.0,325.29865,325.54885,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,30.0,4.0,null,0.8,0.25020762,50,,,0,,False,2,test,0
964,0.0,325.54885,325.79906,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,20.0,4.0,null,0.8,0.25020762,35,,,0,,False,2,test,1
965,0.0,325.79906,326.04928,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,-30.0,4.0,null,0.8,0.25022238,32,,,0,,False,5,test,1
966,0.0,326.04928,326.29951,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,-40.0,4.0,null,0.8,0.25022238,89,,,0,,False,5,test,0
967,0.0,326.29951,326.54973,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,-10.0,4.0,null,0.8,0.25022238,173,,,0,,False,4,train,0
968,0.0,326.54973,326.79995,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,-30.0,4.0,null,0.8,0.25022238,183,,,0,,False,3,train,0
969,0.0,326.79995,327.05015,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,30.0,4.0,null,0.8,0.25019512,196,,,0,,False,3,train,2
970,0.0,327.05015,327.30034,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,10.0,4.0,null,0.8,0.25019512,54,,,0,,False,5,test,0
971,0.0,327.30034,327.55054,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,-10.0,4.0,null,0.8,0.25019512,145,,,0,,False,3,train,1
972,0.0,327.55054,327.80073,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,20.0,4.0,null,0.8,0.25019512,80,,,0,,False,5,test,0
973,0.0,327.80073,328.05095,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,-10.0,4.0,null,0.8,0.25021738,164,,,0,,False,3,train,2
974,0.0,328.05095,328.30117,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,40.0,4.0,null,0.8,0.25021738,186,,,0,,False,2,test,1
975,0.0,328.30117,328.55138,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,-30.0,4.0,null,0.8,0.25021738,104,,,0,,False,3,train,1
976,0.0,328.55138,328.8016,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,20.0,4.0,null,0.8,0.25021738,204,,,0,,False,2,test,0
977,0.0,328.8016,329.0518,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,45.0,-20.0,4.0,null,0.8,0.25020262,37,,,0,,False,3,train,1
978,0.0,329.0518,329.30201,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-40.0,4.0,null,0.8,0.25020262,243,,,0,,False,1,train,1
979,0.0,329.30201,329.55221,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,30.0,4.0,null,0.8,0.25020262,7,,,0,,False,6,train,0
980,0.0,329.55221,329.80241,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,45.0,-20.0,4.0,null,0.8,0.25020262,41,,,0,,False,7,train,1
981,0.0,329.80241,330.05263,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,20.0,4.0,null,0.8,0.25021988,213,,,0,,False,2,test,1
982,0.0,330.05263,330.30285,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,-10.0,4.0,null,0.8,0.25021988,180,,,0,,False,5,test,0
983,0.0,330.30285,330.55307,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,-30.0,4.0,null,0.8,0.25021988,240,,,0,,False,2,test,1
984,0.0,330.55307,330.80329,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,-20.0,4.0,null,0.8,0.25021988,40,,,0,,False,4,train,2
985,0.0,330.80329,331.05349,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,20.0,4.0,null,0.8,0.25019512,103,,,0,,False,4,train,1
986,0.0,331.05349,331.30368,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,20.0,4.0,null,0.8,0.25019512,33,,,0,,False,5,test,0
987,0.0,331.30368,331.55388,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,-30.0,4.0,null,0.8,0.25019512,121,,,0,,False,2,test,2
988,0.0,331.55388,331.80407,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,40.0,4.0,null,0.8,0.25019512,23,,,0,,False,5,test,1
989,0.0,331.80407,332.0543,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,40.0,4.0,null,0.8,0.25022488,53,,,0,,False,5,test,0
990,0.0,332.0543,332.30452,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-10.0,4.0,null,0.8,0.25022488,75,,,0,,False,5,test,2
991,0.0,332.30452,332.55475,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,20.0,4.0,null,0.8,0.25022488,219,,,0,,False,3,train,2
992,0.0,332.55475,332.80497,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,20.0,4.0,null,0.8,0.25022488,24,,,0,,False,2,test,0
993,0.0,332.80497,333.05517,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-10.0,4.0,null,0.8,0.25019512,30,,,0,,False,4,train,2
994,0.0,333.05517,333.30536,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,30.0,4.0,null,0.8,0.25019512,49,,,0,,False,5,test,0
995,0.0,333.30536,333.55556,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,-20.0,4.0,null,0.8,0.25019512,198,,,0,,False,2,test,0
996,0.0,333.55556,333.80575,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,0.0,4.0,null,0.8,0.25019512,216,,,0,,False,2,test,1
997,0.0,333.80575,334.05597,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,10.0,4.0,null,0.8,0.25021988,168,,,0,,False,1,train,1
998,0.0,334.05597,334.30619,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,-20.0,4.0,null,0.8,0.25021988,150,,,0,,False,2,test,1
999,0.0,334.30619,334.55641,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,-10.0,4.0,null,0.8,0.25021988,133,,,0,,False,4,train,0
1000,0.0,334.55641,334.80663,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,20.0,4.0,null,0.8,0.25021988,225,,,0,,False,3,train,2
1001,0.0,334.80663,335.05683,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,90.0,-40.0,4.0,null,0.8,0.25019762,21,,,0,,False,4,train,2
1002,0.0,335.05683,335.30703,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,-40.0,4.0,null,0.8,0.25019762,26,,,0,,False,3,train,0
1003,0.0,335.30703,335.55722,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,0.0,4.0,null,0.8,0.25019762,195,,,0,,False,4,train,0
1004,0.0,335.55722,335.80742,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,10.0,4.0,null,0.8,0.25019762,170,,,0,,False,3,train,0
1005,0.0,335.80742,336.05764,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,45.0,20.0,4.0,null,0.8,0.25022238,171,,,0,,False,4,train,1
1006,0.0,336.05764,336.30787,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,20.0,4.0,null,0.8,0.25022238,224,,,0,,False,1,train,1
1007,0.0,336.30787,336.55809,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-30.0,4.0,null,0.8,0.25022238,223,,,0,,False,4,train,2
1008,0.0,336.55809,336.80831,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,20.0,4.0,null,0.8,0.25022238,79,,,0,,False,4,train,2
1009,0.0,336.80831,337.0585,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,40.0,4.0,null,0.8,0.25019262,201,,,0,,False,4,train,0
1010,0.0,337.0585,337.3087,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,-40.0,4.0,null,0.8,0.25019262,51,,,0,,False,3,train,2
1011,0.0,337.3087,337.55889,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,10.0,4.0,null,0.8,0.25019262,129,,,0,,False,4,train,0
1012,0.0,337.55889,337.80908,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,-30.0,4.0,null,0.8,0.25019262,183,,,0,,False,4,train,0
1013,0.0,337.80908,338.0593,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,30.0,4.0,null,0.8,0.25021988,7,,,0,,False,7,train,0
1014,0.0,338.0593,338.30952,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,90.0,-20.0,4.0,null,0.8,0.25021988,12,,,0,,False,7,train,2
1015,0.0,338.30952,338.55974,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,-20.0,4.0,null,0.8,0.25021988,111,,,0,,False,5,test,1
1016,0.0,338.55974,338.80996,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,30.0,4.0,null,0.8,0.25021988,196,,,0,,False,4,train,2
1017,0.0,338.80996,339.06016,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,0.0,4.0,null,0.8,0.25020262,47,,,0,,False,5,test,0
1018,0.0,339.06016,339.31037,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,45.0,0.0,4.0,null,0.8,0.25020262,71,,,0,,False,5,test,1
1019,0.0,339.31037,339.56057,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,30.0,4.0,null,0.8,0.25020262,143,,,0,,False,4,train,0
1020,0.0,339.56057,339.81077,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,-30.0,4.0,null,0.8,0.25020262,100,,,0,,False,1,train,2
1021,0.0,339.81077,340.06099,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,-30.0,4.0,null,0.8,0.25021988,61,,,0,,False,4,train,2
1022,0.0,340.06099,340.31121,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,45.0,-10.0,4.0,null,0.8,0.25021988,6,,,0,,False,3,train,1
1023,0.0,340.31121,340.56143,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,45.0,-30.0,4.0,null,0.8,0.25021988,239,,,0,,False,2,test,1
1024,0.0,340.56143,340.81165,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,40.0,4.0,null,0.8,0.25021988,214,,,0,,False,3,train,2
1025,0.0,340.81165,341.06185,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,-40.0,4.0,null,0.8,0.25019512,89,,,0,,False,6,train,0
1026,0.0,341.06185,341.31204,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,0.0,4.0,null,0.8,0.25019512,47,,,0,,False,6,train,0
1027,0.0,341.31204,341.56224,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,45.0,20.0,4.0,null,0.8,0.25019512,118,,,0,,False,6,train,1
1028,0.0,341.56224,341.81243,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,40.0,4.0,null,0.8,0.25019512,142,,,0,,False,3,train,2
1029,0.0,341.81243,342.06265,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,90.0,-20.0,4.0,null,0.8,0.25022238,126,,,0,,False,5,test,2
1030,0.0,342.06265,342.31288,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,40.0,4.0,null,0.8,0.25022238,142,,,0,,False,4,train,2
1031,0.0,342.31288,342.5631,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,-30.0,4.0,null,0.8,0.25022238,64,,,0,,False,4,train,2
1032,0.0,342.5631,342.81332,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,-20.0,4.0,null,0.8,0.25022238,4,,,0,,False,2,test,1
1033,0.0,342.81332,343.06352,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,0.0,4.0,null,0.8,0.25019762,48,,,0,,False,5,test,1
1034,0.0,343.06352,343.31372,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,45.0,-10.0,4.0,null,0.8,0.25019762,101,,,0,,False,5,test,1
1035,0.0,343.31372,343.56391,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,45.0,-10.0,4.0,null,0.8,0.25019762,101,,,0,,False,6,train,1
1036,0.0,343.56391,343.81411,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,45.0,-30.0,4.0,null,0.8,0.25019762,13,,,0,,False,6,train,1
1037,0.0,343.81411,344.06433,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,30.0,4.0,null,0.8,0.25021988,49,,,0,,False,6,train,0
1038,0.0,344.06433,344.31455,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,-10.0,4.0,null,0.8,0.25021988,31,,,0,,False,4,train,0
1039,0.0,344.31455,344.56477,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,0.0,4.0,null,0.8,0.25021988,200,,,0,,False,5,test,2
1040,0.0,344.56477,344.81499,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,-30.0,4.0,null,0.8,0.25021988,178,,,0,,False,4,train,0
1041,0.0,344.81499,345.06519,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,0.0,40.0,4.0,null,0.8,0.25019512,43,,,0,,False,3,train,0
1042,0.0,345.06519,345.31538,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,-10.0,4.0,null,0.8,0.25019512,78,,,0,,False,4,train,1
1043,0.0,345.31538,345.56558,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,-30.0,4.0,null,0.8,0.25019512,64,,,0,,False,5,test,2
1044,0.0,345.56558,345.81577,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,-10.0,4.0,null,0.8,0.25019512,180,,,0,,False,6,train,0
1045,0.0,345.81577,346.06599,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,0.0,-20.0,4.0,null,0.8,0.25022238,68,,,0,,False,4,train,0
1046,0.0,346.06599,346.31622,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,-20.0,4.0,null,0.8,0.25022238,95,,,0,,False,5,test,2
1047,0.0,346.31622,346.56644,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,30.0,4.0,null,0.8,0.25022238,96,,,0,,False,5,test,2
1048,0.0,346.56644,346.81666,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,0.0,0.0,4.0,null,0.8,0.25022238,195,,,0,,False,5,test,0
1049,0.0,346.81666,347.06686,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,0.0,20.0,4.0,null,0.8,0.25019762,204,,,0,,False,3,train,0
1050,0.0,347.06686,347.31706,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,40.0,90.0,30.0,4.0,null,0.8,0.25019762,122,,,0,,False,2,test,2
1051,0.0,347.31706,347.56725,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-30.0,90.0,-10.0,4.0,null,0.8,0.25019762,166,,,0,,False,3,train,2
1052,0.0,347.56725,347.81745,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,45.0,-30.0,4.0,null,0.8,0.25019762,93,,,0,,False,6,train,1
1053,0.0,347.81745,348.06767,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,0.0,-40.0,4.0,null,0.8,0.25021738,127,,,0,,False,6,train,0
1054,0.0,348.06767,348.31789,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,0.0,45.0,20.0,4.0,null,0.8,0.25021738,35,,,0,,False,3,train,1
1055,0.0,348.31789,348.5681,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,90.0,-20.0,4.0,null,0.8,0.25021738,12,,,0,,False,8,test,2
1056,0.0,348.5681,348.81832,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-20.0,0.0,20.0,4.0,null,0.8,0.25021738,163,,,0,,False,4,train,0
1057,0.0,348.81832,349.06852,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,20.0,90.0,10.0,4.0,null,0.8,0.25020012,234,,,0,,False,2,test,2
1058,0.0,349.06852,349.31872,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,45.0,10.0,4.0,null,0.8,0.25020012,194,,,0,,False,4,train,1
1059,0.0,349.31872,349.56892,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,40.0,4.0,null,0.8,0.25020012,186,,,0,,False,3,train,1
1060,0.0,349.56892,349.81912,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,10.0,90.0,-10.0,4.0,null,0.8,0.25020012,207,,,0,,False,4,train,2
1061,0.0,349.81912,350.06934,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,90.0,30.0,4.0,null,0.8,0.25022238,209,,,0,,False,2,test,2
1062,0.0,350.06934,350.31957,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,30.0,0.0,20.0,4.0,null,0.8,0.25022238,33,,,0,,False,6,train,0
1063,0.0,350.31957,350.56979,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-40.0,4.0,null,0.8,0.25022238,109,,,0,,False,7,train,0
1064,0.0,350.56979,350.82001,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,90.0,-40.0,4.0,null,0.8,0.25022238,162,,,0,,False,3,train,2
1065,0.0,350.82001,351.07021,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-10.0,45.0,30.0,4.0,null,0.8,0.25019762,57,,,0,,False,2,test,1
1066,0.0,351.07021,351.32041,"[3644.93333333, 3644.93333333]",gabors,"[20.0, 20.0]",0.08,null,-40.0,0.0,-10.0,4.0,null,0.8,0.25019762,218,,,0,,False,4,train,0
