unit_id,cortical_depth,cortical_layer,ecephys_structure_acronym
9000000,-1.82,,V1_site9_A
9000001,-8.49,,V1_site9_A
9000002,32.17,,V1_site9_A
9000003,671.43,,V1_site9_A
9000004,677.2,,V1_site9_A
9000005,680.44,,V1_site9_A
9000006,676.19,,V1_site9_A
9000007,134.43,,V1_site9_A
9000008,669.71,,V1_site9_A
9000009,672.59,,V1_site9_A
9000010,672.08,,V1_site9_A
9000011,662.73,,V1_site9_A
9000012,676.56,,V1_site9_A
9000013,670.47,,V1_site9_A
9000014,672.18,,V1_site9_A
9000015,670.96,,V1_site9_A
9000016,341.48,,V1_site9_A
9000017,671.83,,V1_site9_A
9000018,674.63,,V1_site9_A
9000019,673.44,,V1_site9_A
9000020,419.53,,V1_site9_A
9000021,674.4,,V1_site9_A
9000022,672.73,,V1_site9_A
9000023,673.82,,V1_site9_A
9000024,474.22,,V1_site9_A
9000025,499.53,,V1_site9_A
9000026,674.65,,V1_site9_A
9000027,492.7,,V1_site9_A
9000028,674.8,,V1_site9_A
9000029,553.68,,V1_site9_A
9000030,673.75,,V1_site9_A
9000031,544.57,,V1_site9_A
9000032,540.62,,V1_site9_A
9000033,673.61,,V1_site9_A
9000034,520.73,,V1_site9_A
9000035,530.87,,V1_site9_A
9000036,665.99,,V1_site9_A
9000037,571.23,,V1_site9_A
9000038,573.98,,V1_site9_A
9000039,629.94,,V1_site9_A
9000040,590.2,,V1_site9_A
9000041,581.49,,V1_site9_A
9000042,591.89,,V1_site9_A
9000043,615.34,,V1_site9_A
9000044,623.07,,V1_site9_A
9000045,625.55,,V1_site9_A
9000046,604.47,,V1_site9_A
9000047,622.47,,V1_site9_A
9000048,616.31,,V1_site9_A
9000049,616.87,,V1_site9_A
9000050,608.15,,V1_site9_A
9000051,629.98,,V1_site9_A
9000052,641.3,,V1_site9_A
9000053,611.87,,V1_site9_A
9000054,622.07,,V1_site9_A
9000055,636.92,,V1_site9_A
9000056,621.77,,V1_site9_A
9000057,602.58,,V1_site9_A
9000058,671.74,,V1_site9_A
9000059,673.38,,V1_site9_A
9000060,672.09,,V1_site9_A
9000061,671.77,,V1_site9_A
9000062,645.12,,V1_site9_A
9000063,654.32,,V1_site9_A
9000064,646.67,,V1_site9_A
9000065,655.7,,V1_site9_A
9000066,671.69,,V1_site9_A
9000067,675.0,,V1_site9_A
9000068,665.37,,V1_site9_A
9000069,672.91,,V1_site9_A
9000070,702.43,,V1_site9_A
9000071,713.11,,V1_site9_A
9000072,712.75,,V1_site9_A
9000073,686.87,,V1_site9_A
9000074,677.2,,V1_site9_A
9000075,699.92,,V1_site9_A
9000076,709.52,,V1_site9_A
9000077,730.41,,V1_site9_A
9000078,738.56,,V1_site9_A
9000079,737.74,,V1_site9_A
9000080,737.17,,V1_site9_A
9000081,750.25,,V1_site9_A
9000082,750.21,,V1_site9_A
9000083,734.18,,V1_site9_A
9000084,746.38,,V1_site9_A
9000085,727.47,,V1_site9_A
9000086,749.48,,V1_site9_A
9000087,781.81,,V1_site9_A
9000088,760.78,,V1_site9_A
9000089,760.92,,V1_site9_A
9000090,769.74,,V1_site9_A
9000091,768.24,,V1_site9_A
9000092,784.15,,V1_site9_A
9000093,786.44,,V1_site9_A
9000094,820.68,,V1_site9_A
9000095,799.56,,V1_site9_A
9000096,811.3,,V1_site9_A
9000097,791.17,,V1_site9_A
9000098,822.38,,V1_site9_A
9000099,750.4,,V1_site9_A
9000100,803.32,,V1_site9_A
9000101,820.24,,V1_site9_A
9000102,792.04,,V1_site9_A
9000103,804.42,,V1_site9_A
9000104,801.77,,V1_site9_A
9000105,824.81,,V1_site9_A
9000106,811.11,,V1_site9_A
9000107,860.22,,V1_site9_A
9000108,861.14,,V1_site9_A
9000109,856.03,,V1_site9_A
9000110,836.74,,V1_site9_A
9000111,859.73,,V1_site9_A
9000112,859.86,,V1_site9_A
9000113,865.24,,V1_site9_A
9000114,839.11,,V1_site9_A
9000115,863.85,,V1_site9_A
9000116,903.08,,V1_site9_A
9000117,863.82,,V1_site9_A
9000118,895.78,,V1_site9_A
9000119,904.81,,V1_site9_A
9000120,909.15,,V1_site9_A
9000121,869.7,,V1_site9_A
9000122,900.89,,V1_site9_A
9000123,881.93,,V1_site9_A
9000124,903.48,,V1_site9_A
9000125,882.24,,V1_site9_A
9000126,858.96,,V1_site9_A
9000127,890.48,,V1_site9_A
9000128,913.49,,V1_site9_A
9000129,933.01,,V1_site9_A
9000130,938.39,,V1_site9_A
9000131,930.26,,V1_site9_A
9000132,918.59,,V1_site9_A
9000133,985.99,,V1_site9_A
9000134,959.07,,V1_site9_A
9000135,946.42,,V1_site9_A
9000136,968.35,,V1_site9_A
9000137,946.6,,V1_site9_A
9000138,964.69,,V1_site9_A
9000139,973.87,,V1_site9_A
9000140,1002.56,,V1_site9_A
9000141,1009.09,,V1_site9_A
9000142,675.28,,V1_site9_A
9000143,1012.28,,V1_site9_A
9000144,1002.03,,V1_site9_A
9000145,989.57,,V1_site9_A
9000146,1012.76,,V1_site9_A
9000147,985.15,,V1_site9_A
9000148,1038.78,,V1_site9_A
9000149,1052.26,,V1_site9_A
9000150,677.72,,V1_site9_A
9000151,1084.16,,V1_site9_A
9000152,1096.33,,V1_site9_A
9000153,708.85,,V1_site9_A
9000154,1134.91,,V1_site9_A
9000155,1172.33,,V1_site9_A
9000156,678.91,,V1_site9_A
9000157,1212.24,,V1_site9_A
9000158,681.33,,V1_site9_A
9000159,1254.66,,V1_site9_A
9000160,1305.47,,V1_site9_A
9000161,1295.48,,V1_site9_A
9000162,1279.22,,V1_site9_A
9000163,1341.71,,V1_site9_A
9000164,1337.91,,V1_site9_A
9000165,674.84,,V1_site9_A
9000166,1386.27,,V1_site9_A
9000167,1372.75,,V1_site9_A
9000168,1401.24,,V1_site9_A
9000169,678.02,,V1_site9_A
9000170,1414.91,,V1_site9_A
9000171,1406.4,,V1_site9_A
9000172,1438.48,,V1_site9_A
9000173,1457.21,,V1_site9_A
9000174,1455.53,,V1_site9_A
9000175,1522.34,,V1_site9_A
9000176,1496.04,,V1_site9_A
9000177,1468.43,,V1_site9_A
9000178,1481.14,,V1_site9_A
9000179,1542.12,,V1_site9_A
9000180,1535.21,,V1_site9_A
9000181,1532.18,,V1_site9_A
9000182,1549.18,,V1_site9_A
9000183,1570.84,,V1_site9_A
9000184,1641.12,,V1_site9_A
9000185,1596.66,,V1_site9_A
9000186,1582.3,,V1_site9_A
9000187,1592.72,,V1_site9_A
9000188,1594.68,,V1_site9_A
9000189,1567.63,,V1_site9_A
9000190,1586.81,,V1_site9_A
9000191,1589.74,,V1_site9_A
9000192,1600.02,,V1_site9_A
9000193,1604.88,,V1_site9_A
9000194,1653.82,,V1_site9_A
9000195,1604.94,,V1_site9_A
9000196,1633.31,,V1_site9_A
9000197,1609.32,,V1_site9_A
9000198,1641.61,,V1_site9_A
9000199,1680.31,,V1_site9_A
9000200,1623.8,,V1_site9_A
9000201,1665.65,,V1_site9_A
9000202,1648.04,,V1_site9_A
9000203,1618.11,,V1_site9_A
9000204,1639.19,,V1_site9_A
9000205,1665.49,,V1_site9_A
9000206,1680.76,,V1_site9_A
9000207,1671.37,,V1_site9_A
9000208,1645.97,,V1_site9_A
9000209,1662.39,,V1_site9_A
9000210,1658.82,,V1_site9_A
9000211,1655.99,,V1_site9_A
9000212,1652.93,,V1_site9_A
9000213,1672.39,,V1_site9_A
9000214,1674.21,,V1_site9_A
9000215,1722.33,,V1_site9_A
9000216,1669.4,,V1_site9_A
9000217,1695.01,,V1_site9_A
9000218,1710.8,,V1_site9_A
9000219,1658.28,,V1_site9_A
9000220,1702.9,,V1_site9_A
9000221,1715.14,,V1_site9_A
9000222,1647.98,,V1_site9_A
9000223,1695.68,,V1_site9_A
9000224,1703.49,,V1_site9_A
9000225,1686.77,,V1_site9_A
9000226,1666.74,,V1_site9_A
9000227,1682.75,,V1_site9_A
9000228,1722.04,,V1_site9_A
9000229,1713.02,,V1_site9_A
9000230,1691.95,,V1_site9_A
9000231,1727.02,,V1_site9_A
9000232,1728.68,,V1_site9_A
9000233,1718.71,,V1_site9_A
9000234,1729.12,,V1_site9_A
9000235,1729.27,,V1_site9_A
9000236,1716.58,,V1_site9_A
9000237,1720.39,,V1_site9_A
9000238,1721.27,,V1_site9_A
9000239,1732.03,,V1_site9_A
9000240,1743.43,,V1_site9_A
9000241,1721.17,,V1_site9_A
9000242,1739.53,,V1_site9_A
9000243,1747.75,,V1_site9_A
9000244,1733.42,,V1_site9_A
9000245,1750.87,,V1_site9_A
9000246,1752.79,,V1_site9_A
9000247,1780.27,,V1_site9_A
9000248,1718.2,,V1_site9_A
9000249,1754.41,,V1_site9_A
9000250,1755.91,,V1_site9_A
9000251,1767.03,,V1_site9_A
9000252,1760.55,,V1_site9_A
9000253,1775.85,,V1_site9_A
9000254,1764.3,,V1_site9_A
9000255,1829.93,,V1_site9_A
9000256,1789.66,,V1_site9_A
9000257,1785.53,,V1_site9_A
9000258,1776.49,,V1_site9_A
9000259,1816.27,,V1_site9_A
9000260,1783.38,,V1_site9_A
9000261,1780.24,,V1_site9_A
9000262,1803.06,,V1_site9_A
9000263,1874.66,,V1_site9_A
9000264,1831.39,,V1_site9_A
9000265,1887.13,,V1_site9_A
9000266,1826.5,,V1_site9_A
9000267,1840.24,,V1_site9_A
9000268,1826.02,,V1_site9_A
9000269,1785.51,,V1_site9_A
9000270,1900.98,,V1_site9_A
9000271,1778.55,,V1_site9_A
9000272,1919.08,,V1_site9_A
9000273,1940.75,,V1_site9_A
9000274,1926.23,,V1_site9_A
9000275,1946.84,,V1_site9_A
9000276,1908.5,,V1_site9_A
9000277,1921.16,,V1_site9_A
9000278,1917.01,,V1_site9_A
9000279,673.64,,V1_site9_A
9000280,1983.74,,V1_site9_A
9000281,1984.31,,V1_site9_A
9000282,1968.89,,V1_site9_A
9000283,2019.71,,V1_site9_A
9000284,2000.57,,V1_site9_A
9000285,2023.2,,V1_site9_A
9000286,2023.93,,V1_site9_A
9000287,2021.26,,V1_site9_A
9000288,2057.91,,V1_site9_A
9000289,2062.15,,V1_site9_A
9000290,2059.33,,V1_site9_A
9000291,2045.0,,V1_site9_A
9000292,2053.72,,V1_site9_A
9000293,2046.18,,V1_site9_A
9000294,2062.01,,V1_site9_A
9000295,2050.74,,V1_site9_A
9000296,2033.81,,V1_site9_A
9000297,2041.19,,V1_site9_A
9000298,2060.18,,V1_site9_A
9000299,2053.52,,V1_site9_A
9000300,2094.74,,V1_site9_A
9000301,2074.1,,V1_site9_A
9000302,2067.53,,V1_site9_A
9000303,2095.5,,V1_site9_A
9000304,2075.66,,V1_site9_A
9000305,2065.27,,V1_site9_A
9000306,2077.21,,V1_site9_A
9000307,2097.62,,V1_site9_A
9000308,2067.69,,V1_site9_A
9000309,2092.6,,V1_site9_A
9000310,2102.97,,V1_site9_A
9000311,2099.88,,V1_site9_A
9000312,2104.75,,V1_site9_A
9000313,675.48,,V1_site9_A
9000314,2141.77,,V1_site9_A
9000315,2101.33,,V1_site9_A
9000316,2121.94,,V1_site9_A
9000317,2140.4,,V1_site9_A
9000318,2114.04,,V1_site9_A
