stimulus_presentation_id,stimulus_block,start_time,stop_time,coherence,Speed,y_position,x_position,orientation,Dir,size,spatial_frequency,contrast,frame,stimulus_name,color,temporal_frequency,phase,duration,stimulus_condition_id,gaze_dx_deg,gaze_dy_deg,gaze_samples,gaze_within_trial_sd_deg,valid_gaze,repeat_index_within_condition,trial_split,orientation_index
1096,0.0,342.96061,343.21083,null,null,20.0,-40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,55,,,0,,False,4,train,0
1097,0.0,343.21083,343.46103,null,null,-10.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,94,,,0,,False,4,train,1
1098,0.0,343.46103,343.71124,null,null,-30.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,123,,,0,,False,4,train,0
1099,0.0,343.71124,343.96145,null,null,40.0,-40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,141,,,0,,False,5,test,0
1100,0.0,343.96145,344.21165,null,null,20.0,10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,178,,,0,,False,4,train,0
1101,0.0,344.21165,344.46187,null,null,10.0,20.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,136,,,0,,False,6,train,0
1102,0.0,344.46187,344.71208,null,null,10.0,0.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,243,,,0,,False,0,train,2
1103,0.0,344.71208,344.96229,null,null,30.0,10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,128,,,0,,False,4,train,0
1104,0.0,344.96229,345.21251,null,null,-30.0,-30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,99,,,0,,False,7,train,0
1105,0.0,345.21251,345.46271,null,null,-20.0,20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,62,,,0,,False,2,test,2
1106,0.0,345.46271,345.71291,null,null,0.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,102,,,0,,False,1,train,1
1107,0.0,345.71291,345.96312,null,null,10.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,103,,,0,,False,2,test,0
1108,0.0,345.96312,346.21332,null,null,10.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,175,,,0,,False,3,train,1
1109,0.0,346.21332,346.46354,null,null,30.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,240,,,0,,False,2,test,1
1110,0.0,346.46354,346.71376,null,null,0.0,0.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,206,,,0,,False,3,train,0
1111,0.0,346.71376,346.96398,null,null,-30.0,0.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,167,,,0,,False,5,test,0
1112,0.0,346.96398,347.2142,null,null,30.0,-40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,106,,,0,,False,4,train,0
1113,0.0,347.2142,347.4644,null,null,-20.0,10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,168,,,0,,False,3,train,1
1114,0.0,347.4644,347.7146,null,null,-20.0,-30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,122,,,0,,False,3,train,1
1115,0.0,347.7146,347.9648,null,null,40.0,10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,152,,,0,,False,5,test,2
1116,0.0,347.9648,348.215,null,null,10.0,10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,75,,,0,,False,6,train,0
1117,0.0,348.215,348.46522,null,null,0.0,-40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,88,,,0,,False,6,train,2
1118,0.0,348.46522,348.71544,null,null,20.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,111,,,0,,False,6,train,0
1119,0.0,348.71544,348.96566,null,null,-10.0,-40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,67,,,0,,False,6,train,0
1120,0.0,348.96566,349.21588,null,null,40.0,-10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,56,,,0,,False,6,train,2
1121,0.0,349.21588,349.46608,null,null,20.0,-10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,172,,,0,,False,6,train,2
1122,0.0,349.46608,349.71628,null,null,20.0,-40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,13,,,0,,False,4,train,1
1123,0.0,349.71628,349.96648,null,null,10.0,30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,234,,,0,,False,4,train,0
1124,0.0,349.96648,350.21668,null,null,0.0,40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,28,,,0,,False,10,train,2
1125,0.0,350.21668,350.46689,null,null,20.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,197,,,0,,False,2,test,1
1126,0.0,350.46689,350.7171,null,null,-40.0,-20.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,163,,,0,,False,5,test,0
1127,0.0,350.7171,350.96732,null,null,-20.0,20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,62,,,0,,False,3,train,2
1128,0.0,350.96732,351.21753,null,null,20.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,197,,,0,,False,3,train,1
1129,0.0,351.21753,351.46773,null,null,20.0,-30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,160,,,0,,False,2,test,2
1130,0.0,351.46773,351.71793,null,null,0.0,0.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,206,,,0,,False,4,train,0
1131,0.0,351.71793,351.96814,null,null,40.0,0.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,49,,,0,,False,6,train,1
1132,0.0,351.96814,352.21834,null,null,10.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,199,,,0,,False,3,train,2
1133,0.0,352.21834,352.46856,null,null,-20.0,0.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,134,,,0,,False,3,train,0
1134,0.0,352.46856,352.71878,null,null,-40.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,203,,,0,,False,5,test,0
1135,0.0,352.71878,352.969,null,null,10.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,175,,,0,,False,4,train,1
1136,0.0,352.969,353.21922,null,null,-40.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021913,241,,,0,,False,4,train,1
1137,0.0,353.21922,353.46942,null,null,10.0,10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,116,,,0,,False,6,train,2
1138,0.0,353.46942,353.71962,null,null,-20.0,-30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,122,,,0,,False,4,train,1
1139,0.0,353.71962,353.96982,null,null,10.0,20.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,136,,,0,,False,7,train,0
1140,0.0,353.96982,354.22002,null,null,0.0,10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,191,,,0,,False,6,train,1
1141,0.0,354.22002,354.47023,null,null,-30.0,10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,140,,,0,,False,6,train,0
1142,0.0,354.47023,354.72044,null,null,-10.0,-40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,226,,,0,,False,2,test,2
1143,0.0,354.72044,354.97066,null,null,-10.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,94,,,0,,False,5,test,1
1144,0.0,354.97066,355.22087,null,null,-20.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,11,,,0,,False,4,train,1
1145,0.0,355.22087,355.47107,null,null,-10.0,-10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,194,,,0,,False,4,train,2
1146,0.0,355.47107,355.72127,null,null,0.0,30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,225,,,0,,False,4,train,0
1147,0.0,355.72127,355.97148,null,null,20.0,10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,178,,,0,,False,5,test,0
1148,0.0,355.97148,356.22168,null,null,40.0,0.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,97,,,0,,False,5,test,0
1149,0.0,356.22168,356.47189,null,null,20.0,-10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020913,31,,,0,,False,3,train,1
1150,0.0,356.47189,356.7221,null,null,40.0,-40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020913,120,,,0,,False,5,test,2
1151,0.0,356.7221,356.97231,null,null,-40.0,-20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020913,144,,,0,,False,2,test,1
1152,0.0,356.97231,357.22252,null,null,10.0,20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020913,214,,,0,,False,3,train,2
1153,0.0,357.22252,357.47273,null,null,30.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021337,240,,,0,,False,3,train,1
1154,0.0,357.47273,357.72294,null,null,20.0,30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021337,232,,,0,,False,3,train,0
1155,0.0,357.72294,357.97316,null,null,-10.0,-10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021337,171,,,0,,False,2,test,0
1156,0.0,357.97316,358.22337,null,null,-10.0,-40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021337,190,,,0,,False,1,train,1
1157,0.0,358.22337,358.47358,null,null,0.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,221,,,0,,False,5,test,2
1158,0.0,358.47358,358.72379,null,null,-30.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,121,,,0,,False,6,train,2
1159,0.0,358.72379,358.97401,null,null,20.0,-30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,160,,,0,,False,3,train,2
1160,0.0,358.97401,359.22422,null,null,0.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,102,,,0,,False,2,test,1
1161,0.0,359.22422,359.47442,null,null,10.0,-30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,16,,,0,,False,4,train,2
1162,0.0,359.47442,359.72462,null,null,20.0,30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,232,,,0,,False,4,train,0
1163,0.0,359.72462,359.97483,null,null,-20.0,0.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,216,,,0,,False,2,test,1
1164,0.0,359.97483,360.22503,null,null,-20.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,228,,,0,,False,4,train,2
1165,0.0,360.22503,360.47524,null,null,30.0,-20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,230,,,0,,False,3,train,1
1166,0.0,360.47524,360.72545,null,null,20.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,124,,,0,,False,5,test,2
1167,0.0,360.72545,360.97567,null,null,0.0,-10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,68,,,0,,False,9,train,1
1168,0.0,360.97567,361.22588,null,null,-40.0,30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,43,,,0,,False,5,test,0
1169,0.0,361.22588,361.47609,null,null,-20.0,-20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,173,,,0,,False,2,test,2
1170,0.0,361.47609,361.72629,null,null,-20.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,11,,,0,,False,5,test,1
1171,0.0,361.72629,361.9765,null,null,10.0,20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,214,,,0,,False,4,train,2
1172,0.0,361.9765,362.22671,null,null,0.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,33,,,0,,False,2,test,0
1173,0.0,362.22671,362.47692,null,null,30.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,81,,,0,,False,6,train,2
1174,0.0,362.47692,362.72713,null,null,-20.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,11,,,0,,False,6,train,1
1175,0.0,362.72713,362.97735,null,null,-10.0,-20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,159,,,0,,False,6,train,2
1176,0.0,362.97735,363.22756,null,null,30.0,-30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,131,,,0,,False,5,test,0
1177,0.0,363.22756,363.47777,null,null,-30.0,40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,38,,,0,,False,8,test,2
1178,0.0,363.47777,363.72797,null,null,-30.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,135,,,0,,False,5,test,1
1179,0.0,363.72797,363.97818,null,null,30.0,-20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,218,,,0,,False,6,train,2
1180,0.0,363.97818,364.22839,null,null,-30.0,-10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020837,223,,,0,,False,2,test,0
1181,0.0,364.22839,364.47861,null,null,0.0,-30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,82,,,0,,False,4,train,1
1182,0.0,364.47861,364.72882,null,null,40.0,-20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,146,,,0,,False,5,test,1
1183,0.0,364.72882,364.97904,null,null,30.0,10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,202,,,0,,False,4,train,1
1184,0.0,364.97904,365.22926,null,null,30.0,30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,77,,,0,,False,1,train,0
1185,0.0,365.22926,365.47946,null,null,10.0,20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,214,,,0,,False,5,test,2
1186,0.0,365.47946,365.72966,null,null,-40.0,-20.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,163,,,0,,False,6,train,0
1187,0.0,365.72966,365.97986,null,null,10.0,-40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,5,,,0,,False,3,train,1
1188,0.0,365.97986,366.23006,null,null,-40.0,-40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,54,,,0,,False,6,train,1
1189,0.0,366.23006,366.48028,null,null,10.0,-20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,48,,,0,,False,7,train,1
1190,0.0,366.48028,366.73049,null,null,-40.0,-10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,239,,,0,,False,4,train,0
1191,0.0,366.73049,366.9807,null,null,-10.0,10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,22,,,0,,False,5,test,2
1192,0.0,366.9807,367.23092,null,null,20.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,124,,,0,,False,6,train,2
1193,0.0,367.23092,367.48112,null,null,30.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,240,,,0,,False,4,train,1
1194,0.0,367.48112,367.73132,null,null,-10.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,3,,,0,,False,4,train,2
1195,0.0,367.73132,367.98152,null,null,20.0,40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,47,,,0,,False,4,train,1
1196,0.0,367.98152,368.23172,null,null,30.0,20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,240,,,0,,False,5,test,1
1197,0.0,368.23172,368.48194,null,null,40.0,-40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,141,,,0,,False,6,train,0
1198,0.0,368.48194,368.73215,null,null,0.0,-20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,84,,,0,,False,4,train,1
1199,0.0,368.73215,368.98237,null,null,40.0,20.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,181,,,0,,False,3,train,2
1200,0.0,368.98237,369.23259,null,null,0.0,10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,191,,,0,,False,7,train,1
1201,0.0,369.23259,369.48279,null,null,20.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,111,,,0,,False,7,train,0
1202,0.0,369.48279,369.733,null,null,-40.0,40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,19,,,0,,False,7,train,2
1203,0.0,369.733,369.98321,null,null,-40.0,-30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,193,,,0,,False,4,train,0
1204,0.0,369.98321,370.23341,null,null,0.0,40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020587,33,,,0,,False,3,train,0
1205,0.0,370.23341,370.48363,null,null,10.0,20.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,136,,,0,,False,8,test,0
1206,0.0,370.48363,370.73384,null,null,20.0,-30.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,8,,,0,,False,5,test,0
1207,0.0,370.73384,370.98405,null,null,40.0,10.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,237,,,0,,False,2,test,1
1208,0.0,370.98405,371.23427,null,null,-10.0,-40.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021413,226,,,0,,False,3,train,2
1209,0.0,371.23427,371.48447,null,null,-20.0,20.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,156,,,0,,False,5,test,0
1210,0.0,371.48447,371.73467,null,null,0.0,10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,20,,,0,,False,5,test,2
1211,0.0,371.73467,371.98488,null,null,40.0,-10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,125,,,0,,False,5,test,0
1212,0.0,371.98488,372.23508,null,null,0.0,10.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020337,142,,,0,,False,5,test,0
1213,0.0,372.23508,372.4853,null,null,-20.0,-40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,108,,,0,,False,6,train,1
1214,0.0,372.4853,372.73551,null,null,-20.0,40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,80,,,0,,False,4,train,1
1215,0.0,372.73551,372.98573,null,null,30.0,0.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,15,,,0,,False,5,test,1
1216,0.0,372.98573,373.23595,null,null,0.0,10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021663,20,,,0,,False,6,train,2
1217,0.0,373.23595,373.48615,null,null,0.0,10.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,20,,,0,,False,7,train,2
1218,0.0,373.48615,373.73635,null,null,10.0,-30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,174,,,0,,False,4,train,1
1219,0.0,373.73635,373.98655,null,null,-30.0,-40.0,0.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,217,,,0,,False,4,train,0
1220,0.0,373.98655,374.23675,null,null,-30.0,-40.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25020087,119,,,0,,False,5,test,1
1221,0.0,374.23675,374.48696,null,null,-30.0,30.0,90.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,121,,,0,,False,7,train,2
1222,0.0,374.48696,374.73717,null,null,20.0,-20.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,51,,,0,,False,6,train,1
1223,0.0,374.73717,374.98739,null,null,-40.0,30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,227,,,0,,False,3,train,1
1224,0.0,374.98739,375.2376,null,null,30.0,-30.0,45.0,null,"[20.0, 20.0]",0.08,0.8,null,gabors,null,4.0,"[3644.93333333, 3644.93333333]",0.25021163,109,,,0,,False,7,train,1
