unit_id,time_to_first_spike
6000319,0.059
6000320,0.065
6000321,0.068
6000322,0.104
6000323,0.154
6000324,0.1375
6000325,0.124
6000326,0.151
6000327,0.063
6000328,
6000329,0.065
6000330,0.0735
6000331,0.07
6000332,0.073
6000333,0.062
6000334,0.0415
6000335,0.051
6000336,0.046
6000337,0.107
6000338,0.067
6000339,0.085
6000340,0.091
6000341,0.197
6000342,0.06
6000343,0.0615
6000344,0.055
6000345,0.0555
6000346,0.055
6000347,0.054
6000348,0.06
6000349,0.07
6000350,0.0585
6000351,0.158
6000352,0.057
6000353,0.1265
6000354,0.056
6000355,0.07
6000356,0.06
6000357,0.064
6000358,0.053
6000359,0.069
6000360,0.078
6000361,0.085
6000362,0.061
6000363,0.059
6000364,0.053
6000365,0.06
6000366,0.074
6000367,0.113
6000368,0.073
6000369,0.0455
6000370,0.038
6000371,0.121
6000372,0.0425
6000373,0.059
6000374,0.052
6000375,0.049
6000376,0.11
6000377,0.049
6000378,0.078
6000379,0.058
6000380,0.06
6000381,0.091
6000382,0.0675
6000383,0.044
6000384,0.111
6000385,0.074
6000386,0.135
6000387,0.108
6000388,0.1405
6000389,0.096
6000390,0.12
6000391,0.049
6000392,0.053
6000393,0.122
6000394,0.09
6000395,0.141
6000396,0.0475
6000397,0.096
6000398,0.058
6000399,0.049
6000400,0.103
6000401,0.046
6000402,0.079
6000403,
6000404,0.113
6000405,0.079
6000406,0.071
6000407,0.0735
6000408,0.049
6000409,0.119
6000410,0.08
6000411,0.119
6000412,0.0995
6000413,0.0535
6000414,0.077
6000415,0.102
6000416,0.064
6000417,0.074
6000418,0.098
6000419,0.064
6000420,0.066
6000421,0.1035
6000422,0.0755
6000423,0.083
6000424,0.042
6000425,0.117
6000426,0.067
6000427,0.047
6000428,0.0785
6000429,0.085
6000430,0.106
6000431,
6000432,0.107
6000433,0.058
6000434,0.114
6000435,0.054
6000436,0.06
6000437,0.077
6000438,0.076
6000439,0.072
6000440,0.134
6000441,0.117
6000442,0.088
6000443,0.071
6000444,0.071
6000445,0.094
6000446,0.058
6000447,0.078
6000448,0.079
6000449,0.092
6000450,
6000451,0.101
6000452,0.0645
6000453,
6000454,0.061
6000455,0.117
6000456,0.111
6000457,0.054
6000458,0.047
6000459,0.058
6000460,0.047
6000461,0.082
6000462,0.077
6000463,0.043
6000464,0.083
6000465,0.078
6000466,0.106
6000467,0.044
6000468,0.045
6000469,0.1055
6000470,0.075
6000471,0.1075
6000472,0.1045
6000473,0.072
6000474,0.065
6000475,0.05
6000476,0.06
6000477,
6000478,0.075
6000479,0.0425
6000480,0.053
6000481,0.087
6000482,0.052
6000483,0.049
6000484,0.045
6000485,0.072
6000486,0.069
6000487,0.111
6000488,
6000489,0.065
6000490,0.046
6000491,0.045
6000492,0.046
6000493,0.044
6000494,0.05
6000495,0.081
6000496,0.049
6000497,0.049
6000498,0.0675
6000499,0.048
6000500,0.131
6000501,0.079
6000502,0.049
6000503,0.0525
6000504,0.105
6000505,
6000506,0.138
6000507,0.1315
6000508,
6000509,0.094
6000510,0.103
6000511,0.093
6000512,0.159
6000513,
6000514,0.052
6000515,0.159
6000516,0.042
6000517,0.05
6000518,0.044
6000519,0.049
6000520,0.055
6000521,0.14
6000522,0.05
6000523,0.064
6000524,0.0455
6000525,0.083
6000526,0.047
6000527,0.0385
6000528,0.052
6000529,0.046
6000530,0.059
6000531,0.043
6000532,
6000533,
6000534,0.165
6000535,0.048
6000536,
6000537,0.053
6000538,
6000539,0.0485
6000540,0.094
6000541,0.124
6000542,0.0435
6000543,0.154
6000544,0.1155
6000545,0.15
6000546,0.1
6000547,0.055
6000548,0.044
6000549,0.052
6000550,0.134
6000551,0.051
6000552,0.06
6000553,0.1025
6000554,0.0775
6000555,0.04
6000556,0.044
6000557,0.049
6000558,
6000559,
6000560,0.05
6000561,0.054
6000562,
6000563,0.047
6000564,
6000565,0.148
6000566,0.055
6000567,0.055
6000568,0.051
6000569,0.046
6000570,0.081
6000571,0.0855
6000572,0.0905
6000573,0.049
6000574,0.062
6000575,0.049
6000576,0.05
6000577,0.116
6000578,0.079
6000579,0.0655
6000580,0.072
6000581,0.101
6000582,0.076
6000583,0.088
6000584,
6000585,0.088
6000586,0.157
6000587,0.083
6000588,0.1165
6000589,0.097
6000590,0.1255
6000591,0.146
6000592,0.153
6000593,0.128
6000594,0.03
6000595,
6000596,
6000597,
6000598,0.055
6000599,
6000600,
6000601,0.135
6000602,
6000603,0.03
6000604,0.077
6000605,0.191
6000606,0.091
6000607,0.096
6000608,0.0985
6000609,0.089
6000610,0.135
6000611,0.134
6000612,0.091
6000613,0.079
6000614,0.076
6000615,0.123
6000616,0.091
6000617,0.0705
6000618,0.0915
6000619,0.09
6000620,0.0725
6000621,0.08
6000622,0.1595
6000623,0.08
6000624,0.0835
6000625,0.152
6000626,0.1085
6000627,0.0935
6000628,0.1055
6000629,0.089
6000630,0.079
6000631,0.104
6000632,0.065
6000633,0.095
6000634,
6000635,0.082
6000636,0.083
6000637,0.072
6000638,0.126
6000639,0.077
6000640,0.065
6000641,0.081
6000642,0.08
6000643,0.1035
6000644,0.09
6000645,
6000646,0.0635
6000647,0.105
6000648,0.106
6000649,0.0925
6000650,0.095
6000651,0.09
6000652,0.129
6000653,
6000654,0.079
6000655,0.043
6000656,0.09
6000657,0.048
6000658,0.091
6000659,
6000660,0.082
6000661,0.089
6000662,0.1115
6000663,0.061
6000664,0.103
6000665,0.085
6000666,0.112
6000667,0.088
6000668,0.1375
6000669,0.072
6000670,0.115
6000671,0.126
6000672,0.107
6000673,0.0575
6000674,
6000675,0.104
6000676,0.0975
6000677,0.072
6000678,0.066
6000679,0.129
6000680,0.0685
6000681,0.097
6000682,0.1055
6000683,0.101
6000684,0.043
6000685,0.0995
6000686,0.0845
6000687,0.083
6000688,0.0795
6000689,0.079
6000690,0.082
6000691,0.065
6000692,0.082
6000693,0.092
6000694,0.1705
6000695,0.081
6000696,0.077
6000697,0.046
6000698,0.0935
6000699,0.097
6000700,0.101
6000701,0.129
6000702,0.076
6000703,0.097
6000704,0.094
6000705,0.104
6000706,0.089
6000707,0.1105
6000708,0.094
6000709,0.108
6000710,0.082
6000711,0.0985
6000712,0.08
6000713,0.096
6000714,0.0915
6000715,0.11
6000716,0.094
6000717,0.106
6000718,0.066
6000719,0.0965
6000720,0.0955
6000721,0.114
6000722,0.092
6000723,0.088
6000724,0.1225
6000725,0.0995
6000726,0.1005
6000727,0.089
6000728,0.08
6000729,0.095
6000730,0.095
6000731,0.103
6000732,0.125
6000733,0.118
6000734,0.0855
6000735,0.081
6000736,0.16
6000737,0.091
6000738,0.119
6000739,0.115
6000740,0.087
6000741,0.187
6000742,0.099
6000743,0.1075
6000744,0.097
6000745,0.1075
6000746,0.108
6000747,0.123
6000748,0.114
6000749,0.1195
6000750,0.114
6000751,0.114
6000752,0.118
6000753,0.1125
6000754,0.109
6000755,0.107
6000756,0.123
6000757,0.109
6000758,
6000759,0.114
6000760,0.095
6000761,0.112
6000762,0.087
6000763,0.1015
6000764,0.096
6000765,0.0785
6000766,0.112
6000767,0.046
6000768,0.057
6000769,0.102
6000770,0.083
6000771,0.093
6000772,0.073
6000773,0.1305
6000774,0.078
6000775,0.119
6000776,0.065
6000777,0.102
6000778,0.144
6000779,0.095
6000780,0.051
6000781,0.068
6000782,0.106
6000783,0.106
6000784,0.098
6000785,0.0765
6000786,0.129
6000787,0.077
6000788,0.099
6000789,0.109
6000790,0.1195
6000791,0.076
6000792,0.084
6000793,0.078
6000794,0.065
6000795,0.074
6000796,0.089
6000797,0.071
6000798,0.105
6000799,0.058
6000800,0.13
6000801,0.067
6000802,0.073
6000803,0.098
6000804,0.0915
6000805,0.0605
6000806,0.1085
6000807,
6000808,0.143
6000809,0.066
6000810,0.086
6000811,0.1
6000812,0.102
6000813,0.139
6000814,0.093
6000815,0.069
6000816,0.053
6000817,0.076
6000818,
6000819,0.143
6000820,0.103
6000821,0.097
6000822,
6000823,0.137
6000824,0.082
6000825,0.088
6000826,0.107
6000827,0.055
6000828,0.092
6000829,0.073
6000830,0.147
6000831,0.1145
6000832,0.104
6000833,0.1135
6000834,0.1075
6000835,0.083
6000836,0.074
6000837,0.12
6000838,0.1005
6000839,0.13
6000840,0.079
6000841,0.09
6000842,0.132
6000843,0.1095
6000844,
6000845,0.132
6000846,0.08
6000847,0.1
6000848,0.1235
6000849,0.168
6000850,0.117
6000851,0.1305
6000852,0.1075
6000853,0.1365
6000854,0.075
6000855,0.116
6000856,0.0895
6000857,0.05
6000858,0.065
6000859,0.13
6000860,0.172
6000861,0.091
6000862,0.047
6000863,0.08
6000864,0.095
6000865,0.107
6000866,0.123
6000867,0.126
6000868,0.0845
6000869,0.1045
6000870,0.0985
6000871,0.12
6000872,
6000873,0.0995
6000874,0.0995
6000875,0.1045
6000876,0.1315
6000877,0.129
6000878,0.0785
6000879,0.089
6000880,
6000881,0.135
6000882,0.085
6000883,
6000884,0.105
6000885,0.121
6000886,0.064
6000887,0.139
6000888,0.104
6000889,0.106
6000890,0.15
6000891,0.094
6000892,0.064
6000893,0.165
6000894,0.125
6000895,0.06
6000896,0.113
6000897,0.1335
6000898,0.112
6000899,0.1245
6000900,
6000901,0.107
6000902,0.186
6000903,0.127
6000904,0.062
6000905,0.1405
6000906,0.111
6000907,0.119
6000908,0.077
6000909,0.1175
6000910,0.057
6000911,0.122
6000912,0.1805
6000913,0.104
6000914,0.1405
6000915,0.052
6000916,0.081
6000917,
6000918,0.04
6000919,0.127
6000920,0.088
6000921,0.058
6000922,0.129
6000923,0.0865
6000924,0.075
6000925,
6000926,0.082
6000927,0.079
6000928,0.069
6000929,0.143
6000930,0.066
6000931,0.0955
6000932,
6000933,0.0835
6000934,0.173
6000935,0.09
6000936,0.09
6000937,0.101
6000938,0.15
6000939,0.0995
6000940,0.0665
6000941,0.075
6000942,0.0675
6000943,0.041
6000944,0.0965
6000945,
6000946,0.144
6000947,0.0385
6000948,0.167
6000949,0.08
6000950,0.055
6000951,
6000952,0.078
6000953,0.086
6000954,0.116
6000955,0.041
6000956,0.062
6000957,0.085
6000958,0.068
6000959,0.07
6000960,0.077
6000961,0.116
6000962,0.058
6000963,0.0815
6000964,
6000965,0.066
6000966,0.134
6000967,0.1105
6000968,
6000969,0.0575
6000970,0.086
6000971,0.0465
6000972,0.106
6000973,0.0925
6000974,0.177
6000975,0.053
6000976,0.051
6000977,0.056
6000978,0.091
6000979,0.0785
6000980,0.1635
6000981,0.143
6000982,0.063
6000983,0.078
6000984,0.07
6000985,0.0985
6000986,0.067
6000987,
6000988,0.0425
6000989,0.131
6000990,0.074
6000991,0.083
6000992,0.0505
6000993,0.068
6000994,0.049
6000995,
6000996,0.105
6000997,0.1415
6000998,0.165
6000999,0.086
6001000,0.074
6001001,0.047
6001002,0.107
6001003,0.068
6001004,0.066
6001005,0.058
6001006,0.042
6001007,0.111
6001008,0.056
6001009,0.0965
6001010,0.1145
6001011,0.041
6001012,0.1085
6001013,0.0715
6001014,0.1325
6001015,
6001016,0.064
6001017,0.066
6001018,
6001019,0.073
6001020,0.0745
6001021,0.059
6001022,0.0545
6001023,
6001024,0.08
6001025,
6001026,
6001027,
6001028,
6001029,0.167
6001030,
6001031,0.08
6001032,
6001033,0.067
6001034,0.101
6001035,0.065
6001036,0.068
6001037,0.0705
6001038,0.061
6001039,0.102
6001040,0.065
6001041,0.097
6001042,0.041
6001043,0.084
6001044,0.118
6001045,0.058
6001046,0.052
6001047,0.04
6001048,0.075
6001049,0.08
6001050,0.095
6001051,0.071
6001052,0.08
6001053,0.051
6001054,
6001055,
6001056,
6001057,0.0725
6001058,0.101
6001059,0.0845
6001060,
6001061,0.1
6001062,0.069
6001063,
6001064,
6001065,
6001066,0.103
6001067,0.099
6001068,0.084
6001069,0.049
6001070,0.1255
6001071,0.0975
6001072,0.0755
6001073,0.101
6001074,0.061
6001075,0.106
6001076,0.093
6001077,0.1155
6001078,0.096
6001079,0.1185
6001080,0.101
6001081,0.065
6001082,
6001083,0.125
6001084,0.083
6001085,0.126
6001086,0.116
6001087,0.184
6001088,
6001089,0.078
6001090,0.085
6001091,0.135
6001092,0.164
6001093,0.095
6001094,0.09
6001095,0.048
6001096,0.0555
6001097,0.119
6001098,0.057
6001099,0.09
6001100,0.061
6001101,0.061
6001102,0.091
6001103,0.088
6001104,
6001105,0.123
6001106,0.0715
6001107,0.0935
6001108,
6001109,0.092
6001110,0.167
6001111,0.0965
6001112,0.176
6001113,0.1275
6001114,0.1605
6001115,0.137
6001116,0.13
6001117,0.044
6001118,0.079
6001119,0.088
6001120,0.056
6001121,0.138
6001122,0.059
6001123,0.157
6001124,0.123
6001125,0.142
6001126,0.102
6001127,0.109
6001128,0.15
6001129,0.119
6001130,0.103
6001131,0.098
6001132,0.134
6001133,0.054
6001134,0.09
6001135,0.055
6001136,0.055
6001137,0.166
6001138,0.1
6001139,
6001140,0.064
6001141,0.129
6001142,0.043
6001143,0.1285
6001144,0.043
6001145,0.066
6001146,0.1135
6001147,0.123
6001148,0.043
6001149,0.0725
6001150,
6001151,0.088
6001152,0.121
6001153,
6001154,
6001155,0.112
6001156,0.085
6001157,0.1005
6001158,0.06
6001159,0.054
6001160,0.059
6001161,0.089
6001162,0.0705
6001163,0.1085
6001164,0.136
6001165,0.071
6001166,0.039
6001167,0.073
6001168,0.05
6001169,0.044
6001170,0.073
6001171,0.1285
6001172,0.044
6001173,
6001174,0.049
6001175,
6001176,0.134
6001177,
6001178,0.105
6001179,0.053
6001180,0.071
6001181,0.042
6001182,0.046
6001183,
6001184,0.048
6001185,0.169
6001186,0.178
6001187,0.07
6001188,0.098
6001189,0.044
6001190,0.04
6001191,0.092
6001192,0.057
6001193,0.048
6001194,0.046
6001195,0.057
6001196,0.0955
6001197,0.041
6001198,0.046
6001199,0.059
6001200,0.057
6001201,0.056
6001202,0.047
6001203,0.081
6001204,0.075
6001205,0.068
6001206,0.0625
6001207,
6001208,
6001209,0.067
6001210,
6001211,
6001212,
6001213,
6001214,
6001215,
6001216,
6001217,0.0515
6001218,
6001219,
6001220,
6001221,
6001222,
6001223,
6001224,
6001225,
6001226,0.0905
6001227,0.1015
6001228,0.053
6001229,0.082
6001230,0.09
6001231,
6001232,0.098
6001233,0.066
6001234,0.088
6001235,0.105
6001236,0.063
6001237,0.128
6001238,0.095
6001239,0.142
6001240,0.098
6001241,0.108
6001242,0.089
6001243,0.071
6001244,0.1
6001245,0.1085
6001246,0.1195
6001247,0.057
6001248,0.101
6001249,0.08
6001250,0.0885
6001251,0.099
6001252,0.114
6001253,0.12
6001254,
6001255,0.1075
6001256,0.1
6001257,0.044
6001258,0.0955
6001259,0.1325
6001260,0.116
6001261,
6001262,0.0975
6001263,0.105
6001264,0.118
6001265,0.112
6001266,0.0955
6001267,0.117
6001268,0.0985
6001269,0.117
6001270,0.118
6001271,0.1035
6001272,0.117
6001273,0.1025
6001274,0.085
6001275,0.075
6001276,0.102
6001277,0.1305
6001278,0.124
6001279,0.1375
6001280,0.118
6001281,0.0955
6001282,0.071
6001283,0.062
6001284,0.09
6001285,
6001286,
6001287,0.1
6001288,0.112
6001289,0.093
6001290,0.064
6001291,0.1065
6001292,
6001293,0.0765
6001294,0.062
6001295,0.055
6001296,0.076
6001297,0.068
6001298,0.088
6001299,0.058
6001300,0.077
6001301,
6001302,0.074
6001303,0.095
6001304,0.056
6001305,0.1115
6001306,0.058
6001307,0.1
6001308,0.095
6001309,0.0655
6001310,0.1305
6001311,0.111
6001312,0.097
6001313,0.099
6001314,0.1025
6001315,0.103
6001316,0.0645
6001317,0.0695
6001318,0.049
6001319,0.066
6001320,0.0945
6001321,0.102
6001322,0.138
6001323,0.119
6001324,0.065
6001325,0.055
6001326,0.0935
6001327,0.104
6001328,0.118
6001329,0.087
6001330,0.066
6001331,0.076
6001332,0.053
6001333,0.06
6001334,0.054
6001335,0.066
6001336,0.123
6001337,0.056
6001338,0.113
6001339,0.031
6001340,0.1005
6001341,0.05
6001342,0.083
6001343,0.1225
6001344,0.044
6001345,0.1235
6001346,0.079
6001347,0.0955
6001348,0.095
6001349,0.069
6001350,0.087
6001351,0.0965
6001352,0.046
6001353,0.069
6001354,0.048
6001355,0.119
6001356,0.07
6001357,0.098
6001358,0.077
6001359,0.107
6001360,0.11
6001361,0.1055
6001362,0.109
6001363,0.087
6001364,0.09
6001365,0.08
6001366,0.088
6001367,0.1175
6001368,0.086
6001369,0.095
6001370,0.1
6001371,0.107
6001372,0.092
6001373,0.117
6001374,0.095
6001375,0.131
6001376,0.1165
6001377,0.106
6001378,0.078
6001379,0.043
6001380,0.0375
6001381,0.101
6001382,0.073
6001383,0.092
6001384,0.0865
6001385,0.0755
6001386,0.072
6001387,0.107
6001388,0.101
6001389,0.039
6001390,0.105
6001391,0.0835
6001392,0.124
6001393,0.1155
6001394,0.051
6001395,0.0895
6001396,0.096
6001397,0.132
6001398,0.0785
6001399,0.093
6001400,0.1065
6001401,0.0795
6001402,0.1155
6001403,0.123
6001404,0.063
6001405,0.157
6001406,
6001407,0.099
6001408,0.114
6001409,0.117
6001410,0.104
6001411,0.074
6001412,0.109
6001413,0.179
6001414,0.101
6001415,0.094
6001416,0.0905
6001417,0.087
6001418,0.096
6001419,0.067
6001420,0.107
6001421,0.103
6001422,0.15
6001423,0.094
6001424,0.087
6001425,0.0815
6001426,0.175
6001427,0.078
6001428,0.101
6001429,0.1035
6001430,0.119
6001431,0.088
6001432,0.059
6001433,0.05
6001434,0.128
6001435,0.096
6001436,0.094
6001437,0.087
6001438,0.112
6001439,0.098
6001440,0.108
6001441,0.112
6001442,0.1085
6001443,0.111
6001444,0.15
6001445,0.13
6001446,0.056
6001447,0.094
6001448,0.098
6001449,0.1015
6001450,0.0925
6001451,0.097
6001452,
6001453,0.106
6001454,0.067
6001455,0.077
6001456,0.09
6001457,
6001458,0.0625
6001459,0.079
6001460,0.061
6001461,0.078
6001462,0.094
6001463,0.067
6001464,0.0865
6001465,0.076
6001466,0.161
6001467,0.081
6001468,
6001469,0.087
6001470,0.082
6001471,0.1
6001472,0.116
6001473,0.112
6001474,0.109
6001475,
6001476,0.065
6001477,0.0645
6001478,0.1505
6001479,0.107
6001480,0.081
6001481,0.1085
6001482,0.106
6001483,0.094
6001484,0.071
6001485,0.0595
6001486,0.0725
6001487,0.102
6001488,0.1295
6001489,0.143
6001490,0.076
6001491,0.139
6001492,0.081
6001493,0.08
6001494,0.086
6001495,0.1235
6001496,0.1
6001497,0.07
6001498,0.06
6001499,0.074
6001500,0.156
6001501,0.067
6001502,0.05
6001503,0.066
6001504,0.06
6001505,0.077
6001506,0.087
6001507,0.069
6001508,0.087
6001509,0.065
6001510,0.094
6001511,0.114
6001512,0.1025
6001513,0.0485
6001514,0.039
6001515,0.1695
6001516,0.0795
6001517,0.07
6001518,0.063
6001519,0.084
6001520,0.0675
6001521,0.067
6001522,0.0835
6001523,0.0685
6001524,
6001525,0.053
6001526,0.0565
6001527,0.076
6001528,0.056
6001529,0.098
6001530,0.045
6001531,0.071
6001532,0.073
6001533,0.066
6001534,0.071
6001535,0.1055
6001536,0.069
6001537,0.0835
6001538,0.052
6001539,0.0795
6001540,0.11
6001541,0.0995
6001542,0.0865
6001543,0.087
6001544,0.072
6001545,0.153
6001546,0.0655
6001547,0.054
6001548,0.049
6001549,0.052
6001550,0.0575
6001551,0.076
6001552,0.0755
6001553,0.094
6001554,0.098
6001555,0.064
6001556,0.058
6001557,
6001558,0.1255
6001559,0.056
6001560,0.0675
6001561,0.076
6001562,0.057
6001563,0.07
6001564,0.066
6001565,0.051
6001566,0.152
6001567,0.074
6001568,0.119
6001569,0.156
6001570,0.079
6001571,
6001572,
6001573,
6001574,0.084
6001575,0.079
6001576,0.088
6001577,0.056
6001578,
6001579,0.079
6001580,0.13
6001581,0.097
6001582,0.078
6001583,0.128
6001584,0.151
6001585,0.081
6001586,0.11
6001587,0.08
6001588,0.076
6001589,0.08
6001590,0.104
6001591,0.069
6001592,0.0685
6001593,
6001594,0.0835
6001595,0.1165
6001596,0.081
6001597,0.077
6001598,0.04
6001599,0.054
6001600,0.168
6001601,0.095
6001602,0.172
6001603,0.1475
6001604,
6001605,0.076
6001606,0.153
6001607,0.125
6001608,0.0545
6001609,0.061
6001610,0.109
6001611,0.0545
6001612,0.05
6001613,0.059
6001614,0.065
6001615,0.148
6001616,0.163
6001617,0.0475
6001618,0.077
6001619,0.053
6001620,0.0535
6001621,0.175
6001622,0.1105
6001623,
6001624,0.1365
6001625,
6001626,0.074
6001627,0.176
6001628,
6001629,0.076
6001630,
6001631,0.09
6001632,
6001633,0.13
6001634,0.072
6001635,0.058
6001636,0.067
6001637,
6001638,0.157
6001639,
6001640,
6001641,0.137
6001642,0.07
6001643,0.066
6001644,
6001645,0.043
6001646,0.099
6001647,0.0625
6001648,0.138
6001649,0.074
6001650,0.066
6001651,0.065
6001652,0.044
6001653,0.0685
6001654,0.065
6001655,0.061
6001656,0.12
6001657,0.042
6001658,0.173
6001659,0.0905
6001660,
6001661,0.0985
6001662,0.066
6001663,0.114
6001664,0.153
6001665,0.176
6001666,0.066
6001667,0.053
6001668,0.063
6001669,
6001670,0.157
6001671,0.06
6001672,0.0695
6001673,0.066
6001674,0.074
6001675,0.065
6001676,0.077
6001677,0.048
6001678,0.065
6001679,0.106
6001680,
6001681,0.067
6001682,0.073
6001683,0.1505
6001684,0.068
6001685,0.113
6001686,0.073
6001687,0.148
6001688,0.08
6001689,0.069
6001690,0.061
6001691,0.1075
6001692,0.0555
6001693,
6001694,0.161
6001695,
6001696,0.0705
6001697,0.136
6001698,0.068
6001699,0.06
6001700,0.069
6001701,0.1305
6001702,
6001703,0.045
6001704,
6001705,
6001706,
6001707,
6001708,0.075
6001709,0.132
6001710,0.1625
6001711,
6001712,0.052
6001713,0.062
6001714,0.09
6001715,0.071
6001716,0.049
6001717,0.1595
6001718,0.075
6001719,0.069
6001720,
6001721,
6001722,0.058
6001723,0.08
6001724,0.167
6001725,0.069
6001726,0.076
6001727,0.055
6001728,0.053
6001729,0.068
6001730,0.068
6001731,0.122
6001732,0.1295
6001733,0.07
6001734,0.1625
6001735,0.115
6001736,
6001737,0.066
6001738,
6001739,0.068
6001740,0.16
6001741,
6001742,0.15
6001743,
6001744,0.075
6001745,0.074
6001746,0.186
6001747,0.065
6001748,
6001749,0.134
6001750,0.129
6001751,0.14
6001752,0.096
6001753,0.144
6001754,0.0745
6001755,0.137
6001756,0.066
6001757,
6001758,0.159
6001759,
6001760,
6001761,
6001762,0.079
6001763,0.152
6001764,0.188
6001765,0.0965
